Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R.UVA (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
28/10/2017;0,19;0,2;Muy buena / Oso ona;3;12;40;Muy buena / Oso ona;17;53;77;Buena / Ona;15;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;38;82;1022,2;9,2;15,6;0,69;Buena / Ona
27/10/2017;0,41;0,75;Muy buena / Oso ona;19;26;59;Buena / Ona;55;38;72;Buena / Ona;31;Buena / Ona;22;Buena / Ona;4;Muy buena / Oso ona;62;86;1023,6;11,1;15,8;0,57;Buena / Ona
26/10/2017;0,3;0,55;Muy buena / Oso ona;5;25;58;Buena / Ona;34;42;73;Buena / Ona;27;Buena / Ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;77;65;1018,6;16,2;18,8;0,12;Buena / Ona
25/10/2017;0,58;0,79;Muy buena / Oso ona;33;46;69;Buena / Ona;97;14;36;Muy buena / Oso ona;39;Buena / Ona;21;Buena / Ona;5;Muy buena / Oso ona;120;76;1014,4;14;15,8;0,52;Buena / Ona
24/10/2017;0,27;0,37;Muy buena / Oso ona;9;32;57;Buena / Ona;46;27;47;Muy buena / Oso ona;24;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;157;71;1015,4;17,1;16;0,58;Buena / Ona
23/10/2017;0,28;0,35;Muy buena / Oso ona;9;27;58;Buena / Ona;42;27;57;Muy buena / Oso ona;20;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;130;76;1019;18,3;13,9;0,92;Buena / Ona
22/10/2017;0,21;0,23;Muy buena / Oso ona;4;9;26;Muy buena / Oso ona;16;56;71;Buena / Ona;30;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;312;83;1021,6;9,6;13,7;2,37;Buena / Ona
21/10/2017;0,28;0,52;Muy buena / Oso ona;6;9;40;Muy buena / Oso ona;18;53;61;Buena / Ona;36;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;313;73;1013,4;11,5;16,9;5,24;Buena / Ona
20/10/2017;0,29;0,37;Muy buena / Oso ona;8;18;49;Muy buena / Oso ona;31;35;49;Muy buena / Oso ona;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;149;62;1008;18,7;20;0,83;Muy buena / Oso ona
19/10/2017;0,29;0,39;Muy buena / Oso ona;7;20;44;Muy buena / Oso ona;31;32;46;Muy buena / Oso ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;133;75;1004;14,2;16,7;0,79;Muy buena / Oso ona
18/10/2017;0,36;0,6;Muy buena / Oso ona;6;17;36;Muy buena / Oso ona;26;38;53;Muy buena / Oso ona;22;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;282;85;1002,3;4,7;15,3;0,65;Muy buena / Oso ona
17/10/2017;0,36;0,63;Muy buena / Oso ona;4;12;22;Muy buena / Oso ona;19;50;62;Buena / Ona;36;Buena / Ona;19;Buena / Ona;3;Muy buena / Oso ona;158;73;1008,4;11,4;19,4;1,1;Buena / Ona
16/10/2017;0,26;0,36;Muy buena / Oso ona;46;10;36;Muy buena / Oso ona;81;56;71;Buena / Ona;34;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;169;66;1013,8;16,5;21,3;1,41;Buena / Ona
15/10/2017;0,22;0,34;Muy buena / Oso ona;5;9;18;Muy buena / Oso ona;17;57;61;Buena / Ona;25;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;152;51;1010,8;17,1;24,8;3,91;Buena / Ona
14/10/2017;0,31;0,37;Muy buena / Oso ona;4;13;33;Muy buena / Oso ona;20;52;67;Buena / Ona;36;Buena / Ona;27;Buena / Ona;3;Muy buena / Oso ona;146;73;1012,8;21,1;21,6;1,03;Buena / Ona
13/10/2017;0,35;0,44;Muy buena / Oso ona;8;18;53;Buena / Ona;30;37;65;Buena / Ona;43;Buena / Ona;32;Buena / Ona;3;Muy buena / Oso ona;331;85;1016,6;18,9;17,8;1,37;Buena / Ona
12/10/2017;0,35;0,5;Muy buena / Oso ona;5;20;42;Muy buena / Oso ona;29;33;64;Buena / Ona;33;Buena / Ona;21;Buena / Ona;3;Muy buena / Oso ona;137;81;1017;20,9;16,9;0,5;Buena / Ona
11/10/2017;0,25;0,34;Muy buena / Oso ona;5;18;41;Muy buena / Oso ona;26;43;77;Buena / Ona;23;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;3;75;1013,6;17,1;17,7;0,51;Buena / Ona
10/10/2017;0,43;0,67;Muy buena / Oso ona;18;27;50;Muy buena / Oso ona;54;25;66;Buena / Ona;23;Muy buena / Oso ona;17;Buena / Ona;4;Muy buena / Oso ona;135;81;1013,3;22,6;15,5;0,45;Buena / Ona
09/10/2017;0,37;0,52;Muy buena / Oso ona;10;27;47;Muy buena / Oso ona;43;28;59;Muy buena / Oso ona;17;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;111;75;1013,7;24,9;14,7;0,7;Muy buena / Oso ona
08/10/2017;0,35;0,45;Muy buena / Oso ona;6;20;42;Muy buena / Oso ona;29;34;71;Buena / Ona;15;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;114;75;1015,7;25,5;14,3;0,69;Buena / Ona
07/10/2017;0,29;0,44;Muy buena / Oso ona;6;16;31;Muy buena / Oso ona;25;36;63;Buena / Ona;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;101;77;1017,3;26,6;14,3;1,02;Buena / Ona
06/10/2017;0,19;0,2;Muy buena / Oso ona;3;5;19;Muy buena / Oso ona;10;59;78;Buena / Ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;355;89;1019;10,9;16,1;0,94;Buena / Ona
05/10/2017;0,21;0,25;Muy buena / Oso ona;3;5;25;Muy buena / Oso ona;10;59;78;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;333;94;1017,3;11;18,7;1,22;Buena / Ona
04/10/2017;0,24;0,27;Muy buena / Oso ona;8;8;18;Muy buena / Oso ona;21;28;43;Muy buena / Oso ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;336;87;1015,7;28;19,9;0,67;Muy buena / Oso ona
03/10/2017;0,24;0,3;Muy buena / Oso ona;9;12;30;Muy buena / Oso ona;25;18;34;Muy buena / Oso ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;17;93;1016,5;16,9;19,4;0,4;Muy buena / Oso ona
02/10/2017;0,3;0,38;Muy buena / Oso ona;9;17;51;Buena / Ona;31;33;;Sin datos / Daturik gabe;22;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;337;93;1017,5;10,1;19,2;0,45;Buena / Ona
01/10/2017;0,31;0,45;Muy buena / Oso ona;4;11;23;Muy buena / Oso ona;17;34;47;Muy buena / Oso ona;23;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;319;89;1016,2;7,9;17,9;1,3;Muy buena / Oso ona
30/09/2017;0,24;0,26;Muy buena / Oso ona;4;8;29;Muy buena / Oso ona;13;56;69;Buena / Ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;54;91;1015,3;14,4;16,8;0,67;Buena / Ona
29/09/2017;0,41;0,66;Muy buena / Oso ona;10;17;49;Muy buena / Oso ona;33;45;76;Buena / Ona;31;Buena / Ona;22;Buena / Ona;4;Muy buena / Oso ona;337;84;1014,3;26,3;19,3;0,84;Buena / Ona
28/09/2017;0,35;0,5;Muy buena / Oso ona;7;20;40;Muy buena / Oso ona;30;46;70;Buena / Ona;27;Buena / Ona;20;Buena / Ona;4;Muy buena / Oso ona;226;77;;26,8;19,9;0,2;Buena / Ona
27/09/2017;0,26;0,34;Muy buena / Oso ona;6;17;37;Muy buena / Oso ona;27;41;69;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;12;75;1011,8;28,8;18,7;0,02;Buena / Ona
26/09/2017;0,27;0,38;Muy buena / Oso ona;8;13;34;Muy buena / Oso ona;25;38;61;Buena / Ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;87;81;1014,2;28,8;18;0,74;Buena / Ona
25/09/2017;0,28;0,39;Muy buena / Oso ona;11;11;40;Muy buena / Oso ona;29;47;72;Buena / Ona;22;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;320;87;1015,1;17,6;17,6;1,73;Buena / Ona
24/09/2017;0,32;0,4;Muy buena / Oso ona;6;10;25;Muy buena / Oso ona;19;55;85;Buena / Ona;26;Buena / Ona;17;Buena / Ona;4;Muy buena / Oso ona;323;81;1011,5;26,6;19;1,25;Buena / Ona
23/09/2017;0,29;0,33;Muy buena / Oso ona;5;11;28;Muy buena / Oso ona;19;54;85;Buena / Ona;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;140;73;1010,9;27,7;20,5;0,76;Buena / Ona
22/09/2017;0,25;0,32;Muy buena / Oso ona;4;10;37;Muy buena / Oso ona;16;55;68;Buena / Ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;27;93;1014,6;9,6;16,2;0,63;Buena / Ona
21/09/2017;0,42;0,62;Muy buena / Oso ona;12;22;46;Muy buena / Oso ona;40;38;81;Buena / Ona;22;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;10;80;1011,2;25,8;17,3;0,26;Buena / Ona
20/09/2017;0,28;0,38;Muy buena / Oso ona;7;21;44;Muy buena / Oso ona;31;35;69;Buena / Ona;13;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;128;70;1012,4;29,8;16,3;0,72;Buena / Ona
19/09/2017;0,33;0,53;Muy buena / Oso ona;9;15;38;Muy buena / Oso ona;29;41;74;Buena / Ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;62;78;;29,3;16;0,64;Buena / Ona
18/09/2017;0,25;;Sin datos / Daturik gabe;7;15;39;Muy buena / Oso ona;26;39;68;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;352;89;1012,7;11,5;15,1;0,36;Buena / Ona
17/09/2017;0,25;;Sin datos / Daturik gabe;3;7;18;Muy buena / Oso ona;12;54;68;Buena / Ona;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;313;71;1010,8;22,1;16,2;2,22;Buena / Ona
16/09/2017;0,23;0,29;Muy buena / Oso ona;6;10;17;Muy buena / Oso ona;19;51;59;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;302;83;;14,4;13,4;1,87;Muy buena / Oso ona
15/09/2017;0,26;0,42;Muy buena / Oso ona;9;13;36;Muy buena / Oso ona;26;39;52;Muy buena / Oso ona;22;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;307;86;;16,8;13,5;2,13;Muy buena / Oso ona
14/09/2017;0,26;0,32;Muy buena / Oso ona;12;7;27;Muy buena / Oso ona;26;49;62;Buena / Ona;29;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;324;74;1014,9;28,5;17,3;2,98;Buena / Ona
13/09/2017;0,41;0,74;Muy buena / Oso ona;9;16;31;Muy buena / Oso ona;30;30;53;Muy buena / Oso ona;22;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;5;77;1013,8;34;19,8;0,18;Muy buena / Oso ona
12/09/2017;0,24;0,38;Muy buena / Oso ona;6;13;37;Muy buena / Oso ona;22;48;62;Buena / Ona;30;Buena / Ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;308;80;1012,2;30,3;17,8;1,63;Buena / Ona
11/09/2017;0,19;0,31;Muy buena / Oso ona;19;7;14;Muy buena / Oso ona;36;50;60;Muy buena / Oso ona;28;Buena / Ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;314;88;1007,9;20,2;17,5;4,86;Buena / Ona
10/09/2017;0,26;0,32;Muy buena / Oso ona;42;12;25;Muy buena / Oso ona;76;47;62;Buena / Ona;25;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;314;76;1007,2;28,7;17,4;4,02;Buena / Ona
09/09/2017;0,31;0,39;Muy buena / Oso ona;115;13;23;Muy buena / Oso ona;190;39;69;Buena / Ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona;314;84;1003,7;22,8;16,5;5,84;Buena / Ona
08/09/2017;0,36;0,59;Muy buena / Oso ona;8;15;34;Muy buena / Oso ona;27;46;75;Buena / Ona;22;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;316;71;1008,1;30,3;18,6;0,36;Buena / Ona
07/09/2017;0,38;0,65;Muy buena / Oso ona;7;14;41;Muy buena / Oso ona;25;38;66;Buena / Ona;25;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;356;69;1015,5;21,4;18,5;0,55;Buena / Ona
06/09/2017;0,21;0,25;Muy buena / Oso ona;3;3;10;Muy buena / Oso ona;8;61;66;Buena / Ona;14;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;346;81;1019,5;22,7;19,1;1,21;Buena / Ona
05/09/2017;0,35;0,64;Muy buena / Oso ona;7;12;25;Muy buena / Oso ona;23;37;59;Muy buena / Oso ona;20;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;353;79;1016,4;31,8;20,6;0,65;Muy buena / Oso ona
04/09/2017;0,35;0,5;Muy buena / Oso ona;6;14;30;Muy buena / Oso ona;23;29;65;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;333;81;;32,7;20,1;1,17;Buena / Ona
03/09/2017;0,3;0,35;Muy buena / Oso ona;4;11;20;Muy buena / Oso ona;17;46;67;Buena / Ona;18;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;108;69;1008,3;35,3;20,1;0,23;Buena / Ona
02/09/2017;0,2;0,24;Muy buena / Oso ona;4;6;18;Muy buena / Oso ona;11;66;76;Buena / Ona;13;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;6;67;1016,9;40,5;19;0,82;Buena / Ona
01/09/2017;0,21;0,25;Muy buena / Oso ona;20;8;27;Muy buena / Oso ona;39;58;68;Buena / Ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;320;76;;30,1;18,1;2,99;Buena / Ona
31/08/2017;0,22;0,26;Muy buena / Oso ona;4;9;29;Muy buena / Oso ona;15;54;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;344;81;1014,6;29,9;18,1;0,42;Muy buena / Oso ona
30/08/2017;0,29;0,46;Muy buena / Oso ona;5;14;36;Muy buena / Oso ona;21;40;63;Buena / Ona;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;342;88;1008,2;24;19,7;1,53;Buena / Ona
29/08/2017;0,22;0,29;Muy buena / Oso ona;7;15;35;Muy buena / Oso ona;25;47;73;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;18;83;1006,9;37;21;0,37;Buena / Ona
28/08/2017;0,22;0,29;Muy buena / Oso ona;5;15;34;Muy buena / Oso ona;22;43;54;Muy buena / Oso ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;143;72;;16,2;22,1;1,48;Muy buena / Oso ona
27/08/2017;0,3;0,38;Muy buena / Oso ona;4;12;20;Muy buena / Oso ona;18;37;44;Muy buena / Oso ona;17;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;135;80;;13,8;21,9;1,27;Muy buena / Oso ona
26/08/2017;0,24;0,25;Muy buena / Oso ona;3;4;12;Muy buena / Oso ona;8;46;55;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;36;78;;28;22,1;0,34;Muy buena / Oso ona
25/08/2017;0,22;0,27;Muy buena / Oso ona;3;4;9;Muy buena / Oso ona;8;46;58;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;36;82;;28,7;21,4;0,78;Muy buena / Oso ona
24/08/2017;0,19;0,22;Muy buena / Oso ona;3;2;4;Muy buena / Oso ona;6;51;55;Muy buena / Oso ona;16;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;349;83;1009,3;32,7;21,2;0,99;Muy buena / Oso ona
23/08/2017;0,25;0,39;Muy buena / Oso ona;4;8;30;Muy buena / Oso ona;14;45;60;Muy buena / Oso ona;25;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;62;79;1010,7;27,3;21;0,66;Muy buena / Oso ona
22/08/2017;0,31;0,46;Muy buena / Oso ona;4;10;39;Muy buena / Oso ona;16;61;78;Buena / Ona;28;Buena / Ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;335;74;1008,8;41,8;22,5;2,33;Buena / Ona
21/08/2017;0,32;0,43;Muy buena / Oso ona;4;17;32;Muy buena / Oso ona;24;55;85;Buena / Ona;18;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;130;58;1009;52,5;23,9;1,27;Buena / Ona
20/08/2017;0,28;0,48;Muy buena / Oso ona;4;8;19;Muy buena / Oso ona;14;39;54;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;92;67;1017,2;52,5;19,4;0,87;Muy buena / Oso ona
19/08/2017;0,18;0,2;Muy buena / Oso ona;3;4;16;Muy buena / Oso ona;8;50;66;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;62;74;1016,6;44,3;20,3;0,95;Buena / Ona
18/08/2017;0,32;0,58;Muy buena / Oso ona;4;8;21;Muy buena / Oso ona;14;48;68;Buena / Ona;12;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;341;82;1013,7;26,7;21,1;0,34;Buena / Ona
17/08/2017;0,25;0,33;Muy buena / Oso ona;5;13;34;Muy buena / Oso ona;21;46;68;Buena / Ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;3;Muy buena / Oso ona;12;73;1013,3;52,3;21,4;0,6;Buena / Ona
16/08/2017;0,21;0,23;Muy buena / Oso ona;2;6;23;Muy buena / Oso ona;10;41;51;Muy buena / Oso ona;19;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;16;76;1015;50,5;21,2;0,78;Muy buena / Oso ona
15/08/2017;0,17;0,22;Muy buena / Oso ona;2;3;10;Muy buena / Oso ona;6;52;60;Muy buena / Oso ona;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;332;83;1012,8;17,6;20,5;1,12;Muy buena / Oso ona
14/08/2017;0,26;0,31;Muy buena / Oso ona;6;12;27;Muy buena / Oso ona;21;50;67;Buena / Ona;;Sin datos / Daturik gabe;14;Muy buena / Oso ona;2;Muy buena / Oso ona;9;71;1006,8;42,3;22,8;0,59;Buena / Ona
13/08/2017;0,4;0,84;Muy buena / Oso ona;5;15;35;Muy buena / Oso ona;22;37;57;Muy buena / Oso ona;23;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;66;73;1012,8;40,3;19,5;0,63;Muy buena / Oso ona
12/08/2017;0,23;0,33;Muy buena / Oso ona;3;11;26;Muy buena / Oso ona;16;42;62;Buena / Ona;15;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;79;69;1016,6;55;18,4;0,74;Buena / Ona
11/08/2017;0,2;0,33;Muy buena / Oso ona;4;10;39;Muy buena / Oso ona;16;53;72;Buena / Ona;19;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;352;65;1018,6;53,4;18,7;1,08;Buena / Ona
10/08/2017;0,13;0,17;Muy buena / Oso ona;6;7;20;Muy buena / Oso ona;16;57;67;Buena / Ona;18;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;322;79;1019,4;19,6;17,2;4,29;Buena / Ona
09/08/2017;0,13;;Sin datos / Daturik gabe;6;5;11;Muy buena / Oso ona;14;57;60;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;318;72;1015,1;32,8;17,6;4,1;Muy buena / Oso ona
08/08/2017;0,15;0,23;Muy buena / Oso ona;18;8;21;Muy buena / Oso ona;35;51;61;Buena / Ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;313;77;1012,2;22,1;17,8;3,92;Buena / Ona
07/08/2017;0,25;0,34;Muy buena / Oso ona;39;14;36;Muy buena / Oso ona;74;39;58;Muy buena / Oso ona;36;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;318;79;1008,6;31,5;20,1;2,98;Buena / Ona
06/08/2017;0,14;0,18;Muy buena / Oso ona;1;3;11;Muy buena / Oso ona;4;57;65;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;39;72;1015,7;54,2;20,5;0,98;Buena / Ona
05/08/2017;0,17;0,18;Muy buena / Oso ona;1;1;5;Muy buena / Oso ona;3;52;59;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;1;93;1014,5;17,8;18,7;1,21;Muy buena / Oso ona
04/08/2017;0,22;0,33;Muy buena / Oso ona;3;7;31;Muy buena / Oso ona;11;41;50;Muy buena / Oso ona;85;Muy mala / Oso txarra;11;Muy buena / Oso ona;2;Muy buena / Oso ona;26;67;1010,8;59,8;25,3;0,58;Muy mala / Oso txarra
03/08/2017;0,2;0,26;Muy buena / Oso ona;4;11;35;Muy buena / Oso ona;17;40;61;Buena / Ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;2;Muy buena / Oso ona;13;75;1011,8;59,3;22,1;0,76;Buena / Ona
02/08/2017;0,23;0,3;Muy buena / Oso ona;4;9;28;Muy buena / Oso ona;16;42;68;Buena / Ona;26;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;4;73;;52,7;21,3;0,63;Buena / Ona
01/08/2017;0,27;0,44;Muy buena / Oso ona;3;10;27;Muy buena / Oso ona;14;33;50;Muy buena / Oso ona;21;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;26;81;;37,9;20,3;0,66;Muy buena / Oso ona
31/07/2017;0,25;0,45;Muy buena / Oso ona;1;9;19;Muy buena / Oso ona;10;38;52;Muy buena / Oso ona;24;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;332;90;1006,2;13,9;18,7;0,64;Muy buena / Oso ona
30/07/2017;0,26;0,39;Muy buena / Oso ona;1;11;23;Muy buena / Oso ona;13;32;48;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;2;Muy buena / Oso ona;344;83;1008,4;14;19,9;0,51;Muy buena / Oso ona
29/07/2017;0,32;0,51;Muy buena / Oso ona;3;16;34;Muy buena / Oso ona;20;38;64;Buena / Ona;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;2;Muy buena / Oso ona;83;62;1008,2;55,4;23,9;0,52;Buena / Ona
28/07/2017;0,19;0,22;Muy buena / Oso ona;1;5;18;Muy buena / Oso ona;6;45;53;Muy buena / Oso ona;20;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;31;79;1011,1;40;21,2;0,65;Muy buena / Oso ona
27/07/2017;0,35;0,65;Muy buena / Oso ona;9;15;41;Muy buena / Oso ona;29;38;64;Buena / Ona;36;Buena / Ona;22;Buena / Ona;2;Muy buena / Oso ona;345;76;1009,4;58;21;0,68;Buena / Ona
26/07/2017;0,31;0,5;Muy buena / Oso ona;5;12;33;Muy buena / Oso ona;20;48;75;Buena / Ona;21;Muy buena / Oso ona;18;Buena / Ona;2;Muy buena / Oso ona;8;72;1010,7;59,1;19,6;0,39;Buena / Ona
25/07/2017;0,14;0,17;Muy buena / Oso ona;4;3;12;Muy buena / Oso ona;9;58;61;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;320;76;1014,4;34,4;19,2;3,02;Buena / Ona
24/07/2017;0,16;0,23;Muy buena / Oso ona;11;4;7;Muy buena / Oso ona;20;38;48;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;325;90;1015,5;37,1;18,7;4,24;Muy buena / Oso ona
23/07/2017;0,35;;Sin datos / Daturik gabe;7;12;35;Muy buena / Oso ona;22;43;56;Muy buena / Oso ona;;Sin datos / Daturik gabe;14;Muy buena / Oso ona;3;Muy buena / Oso ona;320;69;;49,6;20,7;1,31;Muy buena / Oso ona
22/07/2017;0,29;0,4;Muy buena / Oso ona;7;13;25;Muy buena / Oso ona;23;33;49;Muy buena / Oso ona;20;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;322;77;;42,1;19,1;0,92;Muy buena / Oso ona
21/07/2017;0,27;0,48;Muy buena / Oso ona;6;13;29;Muy buena / Oso ona;23;31;48;Muy buena / Oso ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;327;81;;30,1;17,8;0,63;Muy buena / Oso ona
20/07/2017;0,15;0,15;Muy buena / Oso ona;4;5;20;Muy buena / Oso ona;11;50;57;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;322;85;1010,5;22,4;17,8;1,98;Muy buena / Oso ona
19/07/2017;0,17;0,21;Muy buena / Oso ona;3;7;15;Muy buena / Oso ona;12;;;Sin datos / Daturik gabe;27;Buena / Ona;18;Buena / Ona;3;Muy buena / Oso ona;327;75;1006,3;42,1;21,9;1,24;Buena / Ona
18/07/2017;0,23;0,28;Muy buena / Oso ona;4;8;19;Muy buena / Oso ona;14;;;Sin datos / Daturik gabe;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;313;74;1002,7;36,8;22,9;1,02;Muy buena / Oso ona
17/07/2017;0,37;0,58;Muy buena / Oso ona;8;23;52;Buena / Ona;36;57;83;Buena / Ona;;Sin datos / Daturik gabe;23;Buena / Ona;2;Muy buena / Oso ona;300;75;1005,8;44;23,5;0,42;Buena / Ona
16/07/2017;0,25;0,4;Muy buena / Oso ona;3;10;22;Muy buena / Oso ona;14;58;83;Buena / Ona;20;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;23;72;1013,4;58,7;21,5;0,92;Buena / Ona
