Date;Benceno (µg/m3);CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3);ICA Estación
28/10/2017;0,26;0,22;0,28;Muy buena / Oso ona;;8;28;60;Buena / Ona;38;0,54;15;Muy buena / Oso ona;2;Muy buena / Oso ona;1,21;Buena / Ona
27/10/2017;0,27;0,32;0,44;Muy buena / Oso ona;;38;34;64;Buena / Ona;92;2,17;33;Buena / Ona;10;Muy buena / Oso ona;3,02;Buena / Ona
26/10/2017;0,29;0,36;0,51;Muy buena / Oso ona;0,78;42;50;92;Buena / Ona;114;3,6;29;Buena / Ona;5;Muy buena / Oso ona;4,58;Buena / Ona
25/10/2017;0,32;0,46;0,57;Muy buena / Oso ona;0,89;62;62;80;Buena / Ona;157;3,93;43;Buena / Ona;13;Muy buena / Oso ona;6,85;Buena / Ona
24/10/2017;0,98;0,35;0,39;Muy buena / Oso ona;1,55;50;57;95;Buena / Ona;133;4,51;30;Buena / Ona;12;Muy buena / Oso ona;4,87;Buena / Ona
23/10/2017;0,27;0,27;0,34;Muy buena / Oso ona;;30;43;80;Buena / Ona;89;1,55;22;Muy buena / Oso ona;6;Muy buena / Oso ona;2,23;Buena / Ona
22/10/2017;0,18;0,19;0,24;Muy buena / Oso ona;;4;24;45;Muy buena / Oso ona;30;0,31;13;Muy buena / Oso ona;3;Muy buena / Oso ona;0,56;Muy buena / Oso ona
21/10/2017;0,18;0,15;0,31;Muy buena / Oso ona;;5;19;48;Muy buena / Oso ona;26;0,28;18;Muy buena / Oso ona;3;Muy buena / Oso ona;0,53;Muy buena / Oso ona
20/10/2017;0,22;0,29;0,35;Muy buena / Oso ona;0,41;29;46;91;Buena / Ona;90;1,67;19;Muy buena / Oso ona;5;Muy buena / Oso ona;2,87;Buena / Ona
19/10/2017;0,24;0,24;0,28;Muy buena / Oso ona;;22;45;76;Buena / Ona;78;1,18;14;Muy buena / Oso ona;4;Muy buena / Oso ona;1,77;Buena / Ona
18/10/2017;0,39;0,34;1,05;Muy buena / Oso ona;0,41;25;49;78;Buena / Ona;86;1,54;29;Buena / Ona;5;Muy buena / Oso ona;2,68;Buena / Ona
17/10/2017;0,6;0,49;0,99;Muy buena / Oso ona;0,26;14;41;69;Buena / Ona;62;1;41;Buena / Ona;4;Muy buena / Oso ona;2,05;Buena / Ona
16/10/2017;0,87;0,23;0,27;Muy buena / Oso ona;;5;21;47;Muy buena / Oso ona;29;2,21;33;Buena / Ona;2;Muy buena / Oso ona;1,46;Buena / Ona
15/10/2017;0,2;0,21;0,27;Muy buena / Oso ona;;6;28;51;Buena / Ona;36;0,49;26;Buena / Ona;3;Muy buena / Oso ona;0,87;Buena / Ona
14/10/2017;0,19;0,27;0,43;Muy buena / Oso ona;;14;44;96;Buena / Ona;65;0,83;33;Buena / Ona;4;Muy buena / Oso ona;1,54;Buena / Ona
13/10/2017;0,31;0,44;0,52;Muy buena / Oso ona;0,39;34;39;88;Buena / Ona;90;1,56;43;Buena / Ona;8;Muy buena / Oso ona;2,78;Buena / Ona
12/10/2017;0,33;0,34;0,58;Muy buena / Oso ona;0,31;18;39;80;Buena / Ona;66;1,33;29;Buena / Ona;5;Muy buena / Oso ona;2,27;Buena / Ona
11/10/2017;1,16;0,39;0,58;Muy buena / Oso ona;;30;42;72;Buena / Ona;84;3,53;28;Buena / Ona;5;Muy buena / Oso ona;3,58;Buena / Ona
10/10/2017;0,27;0,28;0,36;Muy buena / Oso ona;0,39;36;41;63;Buena / Ona;95;1,64;28;Buena / Ona;8;Muy buena / Oso ona;3,4;Buena / Ona
09/10/2017;0,32;0,28;0,33;Muy buena / Oso ona;0,41;27;41;56;Buena / Ona;82;1,66;25;Muy buena / Oso ona;6;Muy buena / Oso ona;2,6;Buena / Ona
08/10/2017;0,41;0,24;0,27;Muy buena / Oso ona;;14;32;68;Buena / Ona;53;0,7;21;Muy buena / Oso ona;7;Muy buena / Oso ona;1,22;Buena / Ona
07/10/2017;0,94;0,21;0,23;Muy buena / Oso ona;;11;30;60;Buena / Ona;46;2,42;19;Muy buena / Oso ona;4;Muy buena / Oso ona;1,91;Buena / Ona
06/10/2017;0,17;0,17;0,21;Muy buena / Oso ona;;5;24;57;Buena / Ona;31;0,29;16;Muy buena / Oso ona;2;Muy buena / Oso ona;0,7;Buena / Ona
05/10/2017;0,84;0,23;0,26;Muy buena / Oso ona;;7;25;48;Muy buena / Oso ona;35;2,45;16;Muy buena / Oso ona;3;Muy buena / Oso ona;2,31;Muy buena / Oso ona
04/10/2017;0,19;0,22;0,25;Muy buena / Oso ona;0,28;18;23;45;Muy buena / Oso ona;50;1,06;23;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona
03/10/2017;0,18;0,28;0,38;Muy buena / Oso ona;;31;21;29;Muy buena / Oso ona;68;0,95;17;Muy buena / Oso ona;3;Muy buena / Oso ona;2,12;Muy buena / Oso ona
02/10/2017;0,19;0,35;0,42;Muy buena / Oso ona;;26;37;51;Buena / Ona;76;1,12;43;Buena / Ona;2;Muy buena / Oso ona;2,3;Buena / Ona
01/10/2017;0,03;0,32;0,4;Muy buena / Oso ona;;27;33;43;Muy buena / Oso ona;74;0,09;21;Muy buena / Oso ona;6;Muy buena / Oso ona;0,04;Muy buena / Oso ona
30/09/2017;;0,24;0,29;Muy buena / Oso ona;;4;20;47;Muy buena / Oso ona;26;0,09;9;Muy buena / Oso ona;2;Muy buena / Oso ona;;Muy buena / Oso ona
29/09/2017;;0,4;0,86;Muy buena / Oso ona;;24;29;64;Buena / Ona;65;1,33;39;Buena / Ona;5;Muy buena / Oso ona;;Buena / Ona
28/09/2017;0,22;0,4;0,63;Muy buena / Oso ona;0,5;25;53;83;Buena / Ona;90;1,92;30;Buena / Ona;6;Muy buena / Oso ona;2,5;Buena / Ona
27/09/2017;0,23;0,25;0,3;Muy buena / Oso ona;0,34;23;44;73;Buena / Ona;76;1,31;22;Muy buena / Oso ona;5;Muy buena / Oso ona;2,47;Buena / Ona
26/09/2017;0,2;0,27;0,31;Muy buena / Oso ona;;21;34;54;Buena / Ona;66;0,81;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,39;Buena / Ona
25/09/2017;0,18;0,22;0,33;Muy buena / Oso ona;;15;28;56;Buena / Ona;51;0,61;17;Muy buena / Oso ona;3;Muy buena / Oso ona;1,36;Buena / Ona
24/09/2017;0,88;0,28;0,42;Muy buena / Oso ona;;10;26;49;Muy buena / Oso ona;40;2,33;25;Muy buena / Oso ona;6;Muy buena / Oso ona;1,7;Muy buena / Oso ona
23/09/2017;0,26;0,27;0,34;Muy buena / Oso ona;;9;28;47;Muy buena / Oso ona;41;0,52;20;Muy buena / Oso ona;2;Muy buena / Oso ona;1,35;Muy buena / Oso ona
22/09/2017;0,33;0,39;0,6;Muy buena / Oso ona;;7;30;54;Buena / Ona;40;0,67;14;Muy buena / Oso ona;2;Muy buena / Oso ona;1,31;Buena / Ona
21/09/2017;0,32;0,44;0,53;Muy buena / Oso ona;0,5;29;36;59;Buena / Ona;79;1,63;25;Muy buena / Oso ona;6;Muy buena / Oso ona;3,02;Buena / Ona
20/09/2017;1,17;0,28;0,34;Muy buena / Oso ona;2,14;41;44;69;Buena / Ona;107;4,95;21;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Buena / Ona
19/09/2017;;0,29;0,79;Muy buena / Oso ona;;24;30;59;Buena / Ona;66;0,67;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,23;Buena / Ona
18/09/2017;;0,58;0,88;Muy buena / Oso ona;;46;37;53;Buena / Ona;108;0,44;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1,15;Buena / Ona
17/09/2017;;0,16;0,27;Muy buena / Oso ona;;66;26;43;Muy buena / Oso ona;127;0,18;12;Muy buena / Oso ona;5;Muy buena / Oso ona;0,66;Muy buena / Oso ona
16/09/2017;;0,17;;Sin datos / Daturik gabe;;21;31;49;Muy buena / Oso ona;62;0,18;9;Muy buena / Oso ona;3;Muy buena / Oso ona;0,74;Muy buena / Oso ona
15/09/2017;;;;Sin datos / Daturik gabe;0,26;22;38;53;Buena / Ona;72;0,45;22;Muy buena / Oso ona;6;Muy buena / Oso ona;1,75;Buena / Ona
14/09/2017;0,18;0,21;0,48;Muy buena / Oso ona;;6;27;51;Buena / Ona;35;0,66;19;Muy buena / Oso ona;2;Muy buena / Oso ona;1,53;Buena / Ona
13/09/2017;;0,37;0,46;Muy buena / Oso ona;;21;28;52;Buena / Ona;61;0,91;21;Muy buena / Oso ona;6;Muy buena / Oso ona;2,01;Buena / Ona
12/09/2017;0,2;0,31;0,43;Muy buena / Oso ona;;10;35;65;Buena / Ona;44;0,55;13;Muy buena / Oso ona;3;Muy buena / Oso ona;1,39;Buena / Ona
11/09/2017;;0,24;0,31;Muy buena / Oso ona;;5;22;43;Muy buena / Oso ona;27;0,39;19;Muy buena / Oso ona;3;Muy buena / Oso ona;1,76;Muy buena / Oso ona
10/09/2017;;0,22;0,28;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;22;0,21;14;Muy buena / Oso ona;2;Muy buena / Oso ona;0,45;Muy buena / Oso ona
09/09/2017;;0,22;0,33;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;17;0,13;11;Muy buena / Oso ona;3;Muy buena / Oso ona;0,36;Muy buena / Oso ona
08/09/2017;;0,31;0,34;Muy buena / Oso ona;;17;29;45;Muy buena / Oso ona;49;0,76;24;Muy buena / Oso ona;5;Muy buena / Oso ona;1,27;Muy buena / Oso ona
07/09/2017;;0,32;0,4;Muy buena / Oso ona;;16;28;46;Muy buena / Oso ona;51;1,29;19;Muy buena / Oso ona;3;Muy buena / Oso ona;1,87;Muy buena / Oso ona
06/09/2017;;0,3;0,54;Muy buena / Oso ona;;4;27;46;Muy buena / Oso ona;31;0,88;14;Muy buena / Oso ona;1;Muy buena / Oso ona;1,59;Muy buena / Oso ona
05/09/2017;;0,4;;Sin datos / Daturik gabe;;13;22;33;Muy buena / Oso ona;40;1,52;14;Muy buena / Oso ona;4;Muy buena / Oso ona;2,57;Muy buena / Oso ona
04/09/2017;;0,34;0,4;Muy buena / Oso ona;;16;27;43;Muy buena / Oso ona;52;0,58;11;Muy buena / Oso ona;3;Muy buena / Oso ona;1,81;Muy buena / Oso ona
03/09/2017;;0,29;0,36;Muy buena / Oso ona;;6;23;35;Muy buena / Oso ona;31;0,37;13;Muy buena / Oso ona;3;Muy buena / Oso ona;0,74;Muy buena / Oso ona
02/09/2017;;0,25;0,34;Muy buena / Oso ona;;5;21;34;Muy buena / Oso ona;28;0,59;12;Muy buena / Oso ona;4;Muy buena / Oso ona;1,59;Muy buena / Oso ona
01/09/2017;;0,31;0,38;Muy buena / Oso ona;;11;24;39;Muy buena / Oso ona;37;;13;Muy buena / Oso ona;6;Muy buena / Oso ona;;Muy buena / Oso ona
31/08/2017;;0,25;0,29;Muy buena / Oso ona;;7;31;51;Buena / Ona;34;;10;Muy buena / Oso ona;5;Muy buena / Oso ona;;Buena / Ona
30/08/2017;;0,28;0,33;Muy buena / Oso ona;;10;29;44;Muy buena / Oso ona;39;0,83;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,04;Muy buena / Oso ona
29/08/2017;;0,29;0,3;Muy buena / Oso ona;;11;31;45;Muy buena / Oso ona;44;0,66;17;Muy buena / Oso ona;4;Muy buena / Oso ona;2,85;Muy buena / Oso ona
28/08/2017;;0,31;0,34;Muy buena / Oso ona;1,22;14;45;58;Buena / Ona;64;2,81;22;Muy buena / Oso ona;4;Muy buena / Oso ona;2,54;Buena / Ona
27/08/2017;;0,38;0,54;Muy buena / Oso ona;0,24;15;36;56;Buena / Ona;58;0,72;21;Muy buena / Oso ona;4;Muy buena / Oso ona;1,71;Buena / Ona
26/08/2017;;0,35;0,51;Muy buena / Oso ona;;6;24;59;Buena / Ona;31;0,35;15;Muy buena / Oso ona;3;Muy buena / Oso ona;0,7;Buena / Ona
25/08/2017;;0,32;0,35;Muy buena / Oso ona;;4;18;36;Muy buena / Oso ona;24;0,29;12;Muy buena / Oso ona;3;Muy buena / Oso ona;0,56;Muy buena / Oso ona
24/08/2017;;0,31;0,37;Muy buena / Oso ona;;3;17;31;Muy buena / Oso ona;20;0,16;17;Muy buena / Oso ona;3;Muy buena / Oso ona;0,39;Muy buena / Oso ona
23/08/2017;;0,31;0,35;Muy buena / Oso ona;;6;22;48;Muy buena / Oso ona;29;0,37;24;Muy buena / Oso ona;3;Muy buena / Oso ona;0,69;Muy buena / Oso ona
22/08/2017;;0,32;0,47;Muy buena / Oso ona;;20;37;84;Buena / Ona;60;2,85;31;Buena / Ona;5;Muy buena / Oso ona;2,66;Buena / Ona
21/08/2017;;0,31;0,38;Muy buena / Oso ona;;17;47;109;Mejorable / Hobetzeko modukoa;73;1,35;21;Muy buena / Oso ona;7;Muy buena / Oso ona;2,03;Mejorable / Hobetzeko modukoa
20/08/2017;;0,24;0,33;Muy buena / Oso ona;;8;23;46;Muy buena / Oso ona;34;0,39;23;Muy buena / Oso ona;4;Muy buena / Oso ona;0,92;Muy buena / Oso ona
19/08/2017;;0,29;0,43;Muy buena / Oso ona;;3;17;47;Muy buena / Oso ona;20;0,41;10;Muy buena / Oso ona;3;Muy buena / Oso ona;0,51;Muy buena / Oso ona
18/08/2017;;0,31;0,34;Muy buena / Oso ona;0,44;9;26;48;Muy buena / Oso ona;35;0,9;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,26;Muy buena / Oso ona
17/08/2017;;0,27;0,29;Muy buena / Oso ona;0,37;13;27;42;Muy buena / Oso ona;39;0,98;14;Muy buena / Oso ona;6;Muy buena / Oso ona;1,58;Muy buena / Oso ona
16/08/2017;;0,25;0,32;Muy buena / Oso ona;;6;21;44;Muy buena / Oso ona;25;0,41;10;Muy buena / Oso ona;3;Muy buena / Oso ona;0,73;Muy buena / Oso ona
15/08/2017;;0,29;0,51;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;14;0,23;11;Muy buena / Oso ona;3;Muy buena / Oso ona;0,36;Muy buena / Oso ona
14/08/2017;;0,34;0,45;Muy buena / Oso ona;;8;28;49;Muy buena / Oso ona;41;4,64;23;Muy buena / Oso ona;5;Muy buena / Oso ona;2,75;Muy buena / Oso ona
13/08/2017;;0,23;0,27;Muy buena / Oso ona;;;;;Sin datos / Daturik gabe;33;0,3;18;Muy buena / Oso ona;8;Muy buena / Oso ona;0,66;Muy buena / Oso ona
12/08/2017;;0,18;0,24;Muy buena / Oso ona;;7;22;38;Muy buena / Oso ona;29;0,3;14;Muy buena / Oso ona;7;Muy buena / Oso ona;0,69;Muy buena / Oso ona
11/08/2017;;0,22;0,27;Muy buena / Oso ona;;12;26;46;Muy buena / Oso ona;37;0,5;19;Muy buena / Oso ona;5;Muy buena / Oso ona;1,97;Muy buena / Oso ona
10/08/2017;;0,16;0,19;Muy buena / Oso ona;;4;21;50;Muy buena / Oso ona;25;0,32;15;Muy buena / Oso ona;3;Muy buena / Oso ona;0,91;Muy buena / Oso ona
09/08/2017;;0,15;0,19;Muy buena / Oso ona;;2;17;38;Muy buena / Oso ona;20;0,19;11;Muy buena / Oso ona;4;Muy buena / Oso ona;0,47;Muy buena / Oso ona
08/08/2017;;0,15;0,19;Muy buena / Oso ona;;2;19;44;Muy buena / Oso ona;22;0,2;10;Muy buena / Oso ona;4;Muy buena / Oso ona;0,5;Muy buena / Oso ona
07/08/2017;;0,28;0,46;Muy buena / Oso ona;;5;21;47;Muy buena / Oso ona;29;;18;Muy buena / Oso ona;4;Muy buena / Oso ona;;Muy buena / Oso ona
06/08/2017;;0,28;0,45;Muy buena / Oso ona;;1;7;14;Muy buena / Oso ona;9;0,1;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,24;Muy buena / Oso ona
05/08/2017;;0,26;0,37;Muy buena / Oso ona;;2;12;34;Muy buena / Oso ona;14;0,14;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,32;Muy buena / Oso ona
04/08/2017;;0,29;0,37;Muy buena / Oso ona;;6;18;47;Muy buena / Oso ona;28;0,33;21;Muy buena / Oso ona;4;Muy buena / Oso ona;0,74;Muy buena / Oso ona
03/08/2017;;0,26;0,32;Muy buena / Oso ona;;10;23;41;Muy buena / Oso ona;39;2,44;21;Muy buena / Oso ona;5;Muy buena / Oso ona;2,06;Muy buena / Oso ona
02/08/2017;;0,29;0,33;Muy buena / Oso ona;;10;25;41;Muy buena / Oso ona;39;0,84;20;Muy buena / Oso ona;4;Muy buena / Oso ona;1,28;Muy buena / Oso ona
01/08/2017;;0,27;0,33;Muy buena / Oso ona;;9;23;43;Muy buena / Oso ona;36;2,21;15;Muy buena / Oso ona;3;Muy buena / Oso ona;1,81;Muy buena / Oso ona
31/07/2017;;0,29;0,34;Muy buena / Oso ona;;3;20;34;Muy buena / Oso ona;25;0,31;12;Muy buena / Oso ona;3;Muy buena / Oso ona;0,78;Muy buena / Oso ona
