Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;VARON;37;ADM USO LIBRE;PALOMERAS;feb-17
4;VARON;38;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;39;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;40;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;41;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;42;ADM USO LIBRE;PALOMERAS;feb-17
3;VARON;43;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;45;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;46;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;48;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;49;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;50;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;51;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;54;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;61;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;63;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;65;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;66;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;68;ADM USO LIBRE;PALOMERAS;feb-17
4;VARON;69;ADM USO LIBRE;PALOMERAS;feb-17
2;VARON;71;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;78;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;79;ADM USO LIBRE;PALOMERAS;feb-17
1;VARON;33;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;37;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;43;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;44;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;50;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;52;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;56;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;70;ADM USO LIBRE;PEÑUELAS;feb-17
2;VARON;71;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;72;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;82;ADM USO LIBRE;PEÑUELAS;feb-17
1;VARON;14;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;18;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;22;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
3;VARON;23;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
3;VARON;24;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;26;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;28;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;29;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;31;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;32;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;34;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;35;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;36;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;38;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;39;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
3;VARON;41;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;43;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;44;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;45;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;46;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
3;VARON;47;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;49;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;53;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;54;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;55;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;57;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;59;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;60;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;62;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;64;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;66;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;67;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;68;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
4;VARON;69;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;71;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;72;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
2;VARON;73;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
4;VARON;74;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;78;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;79;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;83;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;85;ADM USO LIBRE;PLATA Y CASTAÑAR;feb-17
1;VARON;15;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;16;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;17;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;18;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;19;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;20;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;21;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;22;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;23;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;24;ADM USO LIBRE;PLAYA VICTORIA;feb-17
10;VARON;25;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;26;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;27;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;28;ADM USO LIBRE;PLAYA VICTORIA;feb-17
8;VARON;29;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;30;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;31;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;32;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;33;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;34;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;35;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;36;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;37;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;38;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;39;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;40;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;41;ADM USO LIBRE;PLAYA VICTORIA;feb-17
8;VARON;42;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;43;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;44;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;45;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;46;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;47;ADM USO LIBRE;PLAYA VICTORIA;feb-17
8;VARON;48;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;49;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;50;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;51;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;52;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;53;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;54;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;55;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;56;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;58;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;59;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;60;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;61;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;62;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;63;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;64;ADM USO LIBRE;PLAYA VICTORIA;feb-17
10;VARON;65;ADM USO LIBRE;PLAYA VICTORIA;feb-17
11;VARON;66;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;67;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;68;ADM USO LIBRE;PLAYA VICTORIA;feb-17
9;VARON;69;ADM USO LIBRE;PLAYA VICTORIA;feb-17
7;VARON;70;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;71;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;72;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;73;ADM USO LIBRE;PLAYA VICTORIA;feb-17
6;VARON;74;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;75;ADM USO LIBRE;PLAYA VICTORIA;feb-17
5;VARON;76;ADM USO LIBRE;PLAYA VICTORIA;feb-17
4;VARON;77;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;78;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;79;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;80;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;81;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;82;ADM USO LIBRE;PLAYA VICTORIA;feb-17
3;VARON;83;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;84;ADM USO LIBRE;PLAYA VICTORIA;feb-17
2;VARON;85;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;87;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;89;ADM USO LIBRE;PLAYA VICTORIA;feb-17
1;VARON;5;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;7;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;12;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;13;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;14;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;15;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;18;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;19;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;20;ADM USO LIBRE;PRADILLO;feb-17
7;VARON;21;ADM USO LIBRE;PRADILLO;feb-17
10;VARON;22;ADM USO LIBRE;PRADILLO;feb-17
7;VARON;23;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;24;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;25;ADM USO LIBRE;PRADILLO;feb-17
14;VARON;26;ADM USO LIBRE;PRADILLO;feb-17
9;VARON;27;ADM USO LIBRE;PRADILLO;feb-17
10;VARON;28;ADM USO LIBRE;PRADILLO;feb-17
12;VARON;29;ADM USO LIBRE;PRADILLO;feb-17
6;VARON;30;ADM USO LIBRE;PRADILLO;feb-17
14;VARON;31;ADM USO LIBRE;PRADILLO;feb-17
17;VARON;32;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;33;ADM USO LIBRE;PRADILLO;feb-17
17;VARON;34;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;35;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;36;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;37;ADM USO LIBRE;PRADILLO;feb-17
10;VARON;38;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;39;ADM USO LIBRE;PRADILLO;feb-17
10;VARON;40;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;41;ADM USO LIBRE;PRADILLO;feb-17
6;VARON;42;ADM USO LIBRE;PRADILLO;feb-17
12;VARON;43;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;44;ADM USO LIBRE;PRADILLO;feb-17
15;VARON;45;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;46;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;47;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;48;ADM USO LIBRE;PRADILLO;feb-17
9;VARON;49;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;50;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;51;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;52;ADM USO LIBRE;PRADILLO;feb-17
7;VARON;53;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;54;ADM USO LIBRE;PRADILLO;feb-17
3;VARON;55;ADM USO LIBRE;PRADILLO;feb-17
9;VARON;56;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;57;ADM USO LIBRE;PRADILLO;feb-17
6;VARON;58;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;59;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;60;ADM USO LIBRE;PRADILLO;feb-17
6;VARON;61;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;62;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;63;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;64;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;65;ADM USO LIBRE;PRADILLO;feb-17
18;VARON;66;ADM USO LIBRE;PRADILLO;feb-17
6;VARON;67;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;68;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;69;ADM USO LIBRE;PRADILLO;feb-17
13;VARON;70;ADM USO LIBRE;PRADILLO;feb-17
11;VARON;71;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;72;ADM USO LIBRE;PRADILLO;feb-17
5;VARON;73;ADM USO LIBRE;PRADILLO;feb-17
8;VARON;74;ADM USO LIBRE;PRADILLO;feb-17
3;VARON;75;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;76;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;77;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;78;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;79;ADM USO LIBRE;PRADILLO;feb-17
3;VARON;80;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;81;ADM USO LIBRE;PRADILLO;feb-17
2;VARON;82;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;83;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;84;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;85;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;86;ADM USO LIBRE;PRADILLO;feb-17
1;VARON;87;ADM USO LIBRE;PRADILLO;feb-17
4;VARON;17;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;18;ADM USO LIBRE;PUEBLO NUEVO;feb-17
10;VARON;19;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;20;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;21;ADM USO LIBRE;PUEBLO NUEVO;feb-17
10;VARON;22;ADM USO LIBRE;PUEBLO NUEVO;feb-17
8;VARON;23;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;24;ADM USO LIBRE;PUEBLO NUEVO;feb-17
12;VARON;25;ADM USO LIBRE;PUEBLO NUEVO;feb-17
14;VARON;26;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;27;ADM USO LIBRE;PUEBLO NUEVO;feb-17
9;VARON;28;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;29;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;30;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;31;ADM USO LIBRE;PUEBLO NUEVO;feb-17
9;VARON;32;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;33;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;34;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;35;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;36;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;37;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;38;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;39;ADM USO LIBRE;PUEBLO NUEVO;feb-17
8;VARON;40;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;41;ADM USO LIBRE;PUEBLO NUEVO;feb-17
9;VARON;42;ADM USO LIBRE;PUEBLO NUEVO;feb-17
11;VARON;43;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;44;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;45;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;46;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;47;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;48;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;49;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;50;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;51;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;52;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;53;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;54;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;55;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;56;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;57;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;58;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;59;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;60;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;61;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;62;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;63;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;64;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;65;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;66;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;67;ADM USO LIBRE;PUEBLO NUEVO;feb-17
11;VARON;68;ADM USO LIBRE;PUEBLO NUEVO;feb-17
8;VARON;69;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;70;ADM USO LIBRE;PUEBLO NUEVO;feb-17
8;VARON;71;ADM USO LIBRE;PUEBLO NUEVO;feb-17
5;VARON;72;ADM USO LIBRE;PUEBLO NUEVO;feb-17
7;VARON;73;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;74;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;75;ADM USO LIBRE;PUEBLO NUEVO;feb-17
6;VARON;76;ADM USO LIBRE;PUEBLO NUEVO;feb-17
4;VARON;78;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;79;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;80;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;81;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;82;ADM USO LIBRE;PUEBLO NUEVO;feb-17
3;VARON;83;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;84;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;85;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;86;ADM USO LIBRE;PUEBLO NUEVO;feb-17
2;VARON;87;ADM USO LIBRE;PUEBLO NUEVO;feb-17
1;VARON;5;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;11;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;12;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;14;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;15;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;16;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;17;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;18;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
6;VARON;19;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
7;VARON;20;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;21;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
12;VARON;22;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
10;VARON;23;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
6;VARON;24;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;25;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
8;VARON;26;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;27;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
8;VARON;28;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;29;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;30;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;31;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;32;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;33;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
9;VARON;35;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;36;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;37;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;38;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
8;VARON;39;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;40;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
7;VARON;41;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;42;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;43;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;44;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;45;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
6;VARON;46;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;47;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;48;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;49;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;50;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;51;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;52;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;53;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
6;VARON;55;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;56;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;57;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;58;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;59;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;60;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
2;VARON;61;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;63;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;64;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;65;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
9;VARON;66;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;67;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
11;VARON;68;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;69;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
6;VARON;70;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;71;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;72;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
5;VARON;73;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
4;VARON;74;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
8;VARON;75;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;76;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;77;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;79;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
3;VARON;84;ADM USO LIBRE;PUENTE DE VALLECAS;feb-17
1;VARON;7;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;16;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;17;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;20;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;22;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;23;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;30;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;32;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;34;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;35;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;38;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;39;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;40;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;41;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;43;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;44;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;46;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;48;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;50;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;51;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;52;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;54;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;57;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;59;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;66;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;68;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
2;VARON;69;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
3;VARON;71;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;73;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;74;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;75;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
1;VARON;77;ADM USO LIBRE;RAÚL GONZÁLEZ;feb-17
