Tipo de cupo ;Denominación de la clase; Año ;Mes Ocupación;Actividad deportiva;Categoría edad;Distrito;Centro deportivo;Nº Plazas Ofertadas;Nº Plazas Ocupadas;Nº Plazas Libres;Nº Plazas Ocupadas (Masculino);Nº Plazas Ocupadas (Femenino)
CERRADO;FUTBOL 06 ALEVIN A - LX 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;0;25;0;0
CERRADO;FUTBOL 07 INFANTIL B - MJ  19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;2;23;2;0
CERRADO;FUTBOL 08 INFANTIL A - MJ 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;0;25;0;0
CERRADO;FUTBOL 04 BENJAMIN A- MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;0;25;0;0
CERRADO;FUTBOL 02 PRE-BENJAMIN A-B  MJ  17:00-18:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;PUENTE DE VALLECAS                                ;ENTREVÍAS;50;0;50;0;0
CERRADO;FUTBOL7 MJ 18:30 INF (NACIDOS 2005); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;22;17;5;17;0
CERRADO;FUTBOL7 LX 17:30 BENJ (NACIDOS 2009); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;15;0;15;0
CERRADO;FUTBOL7 LX 17:30 PREBENJ (NACIDOS 2010); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;10;5;10;0
CERRADO;FUTBOL LX 17:30 PREBENJ (NACIDOS 2010-2011); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;0;15;0;0
CERRADO;FUTBOL7 LX 17:30 PREBENJ (NACIDOS 2011); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;8;7;8;0
CERRADO;FUTBOL7 LX 18:30 INF (NACIDOS 2004); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;22;22;0;22;0
CERRADO;FUTBOL7 LX 17:30 BENJ (NACIDOS 2008); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;12;3;11;1
CERRADO;FUTBOL7 LX 18:30 ALEV (NACIDOS 2006); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;22;19;3;19;0
CERRADO;FUTBOL7 MJ 17:30 PREBENJ (NACIDOS 2010); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;12;3;10;2
CERRADO;FUTBOL MJ 17:30 BENJ (NACIDOS 2008-2009); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;0;15;0;0
CERRADO;FUTBOL7 MJ 17:30 PREBENJ (NACIDOS 2011); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;8;7;8;0
CERRADO;FUTBOL MJ 17:30 PREBENJ (NACIDOS 2010-2011); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;0;15;0;0
CERRADO;FUTBOL7 MJ 17:30 CHUPETIN (NACIDOS 2012-2013); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;13;2;12;1
CERRADO;FUTBOL7 MJ 17:30 BENJ (NACIDOS 2009); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;13;2;13;0
CERRADO;FUTBOL7 MJ 17:30 BENJ (NACIDOS 2008); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;RETIRO                                            ;ADELFAS;15;15;0;14;1
CERRADO;FUTBOL MJ 18:00, ALEV. (2006-2007); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VICALVARO                                         ;VICÁLVARO;50;0;50;0;0
CERRADO;FUTBOL MJ 18:00, PREBENJ. (2010-2013); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VICALVARO                                         ;VICÁLVARO;25;0;25;0;0
CERRADO;FUTBOL MJ 19:00, BENJ (2008-2009); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VICALVARO                                         ;VICÁLVARO;25;0;25;0;0
CERRADO;FUTBOL MJ 19:00, INF (2004-2005); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VICALVARO                                         ;VICÁLVARO;50;0;50;0;0
CERRADO;FUTBOL MJ 20:00, CAD. (2002-2003); 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VICALVARO                                         ;VICÁLVARO;50;0;50;0;0
CERRADO;FÚTBOL BENJAMÍN C J 17:15-18:45; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;11;14;11;0
CERRADO;FUTBOL ALEVIN B M 18:30-20:00/V 17:15-18:45; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;19;6;19;0
CERRADO;FUTBOL BENJAMIN A M-J 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;14;11;13;1
CERRADO;FUTBOL PREBENJAMIN A M-J 17:15-18:45; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;VILLAVERDE                                        ;FÉLIX RUBIO;25;12;13;12;0
CERRADO;FUTBOL CADETE C; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;CIUDAD LINEAL                                     ;CONCEPCIÓN;22;0;22;0;0
CERRADO;FUTBOL N2 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;25;17;8;17;0
CERRADO;FUTBOL N2 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;25;13;12;13;0
CERRADO;FUTBOL N0 LX 18:30-20:00 CADETE; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;LATINA                                            ;GALLUR;20;19;1;19;0
CERRADO;AFE FUTBOL JUVENIL A LXV 17:30:19:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;MORATALAZ                                         ;LA ELIPA;20;16;4;16;0
CERRADO;FUTBOL CADETE  A Y B LJ 20:00-21:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;MORATALAZ                                         ;MORATALAZ;40;5;35;5;0
CERRADO;FUTBOL FEMENINO JUVENIL X-V 17.00-18.00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;MORATALAZ                                         ;MORATALAZ;20;0;20;0;0
CERRADO;FUTBOL 09  CADETE  B - LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;0;25;0;0
CERRADO;FUTBOL 10  CADETE A  - LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;PUENTE DE VALLECAS                                ;ENTREVÍAS;25;0;25;0;0
CERRADO;FUTBOL CADETE A M 20:00-21:30 J18:30-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL;JOVENES;VILLAVERDE                                        ;FÉLIX RUBIO;25;18;7;18;0
CERRADO;FUTBOL SALA N1 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;20;11;9;8;3
CERRADO;FUTBOL SALA N1 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;20;5;15;5;0
CERRADO;FUTBOL SALA N1 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;20;13;7;13;0
CERRADO;FUTBOL SALA N2 MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;20;3;17;3;0
CERRADO;FUTBOL SALA LX 18-19; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;MORATALAZ                                         ;MORATALAZ;20;0;20;0;0
CERRADO;FUTBOL SALA LX 18 H - 19.00 H; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;15;13;2;12;1
CERRADO;FUTBOL SALA LX 19 H - 20 H; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;16;7;9;5;2
CERRADO;FUTBOL SALA N0 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 MJ 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 MJ 18:30-19:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 MJ 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 MJ 20:30-21:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N2 MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;SAN BLAS                                          ;SAN BLAS;15;0;15;0;0
CERRADO;FUTBOL SALA N0 J-V 16:00-18:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;USERA                                             ;ORCASUR;13;0;13;0;0
CERRADO;FUTBOL SALA N0 L-X 16:30-17:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;VILLA DE VALLECAS                                 ;MIGUEL GUILLÉN PRIM;20;18;2;18;0
CERRADO;FUTBOL SALA N0 LX 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;INFANTILES;VILLA DE VALLECAS                                 ;MIGUEL GUILLÉN PRIM;20;3;17;3;0
CERRADO;FUTBOL SALA N1 X 16:00-18:00; 2.017   ;09. SEPTIEMBRE;FUTBOL SALA;JOVENES;USERA                                             ;ORCASUR;13;0;13;0;0
CERRADO;GAP N0 V 11:00-12:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;30;20;10;0;20
CERRADO;GAP N0 V 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;30;18;12;0;18
ABIERTO;GAP V 11:00-12:00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;5;0;0;0;0
CERRADO;GAP ADULTOS V 20:00 - 21:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;CARABANCHEL                                       ;LA MINA;10;0;10;0;0
CERRADO;GAP ADULTOS V 10:00-11:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;CARABANCHEL                                       ;LA MINA;10;5;5;0;5
ABIERTO;GAP LIBRE V 10:15-10:45 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;5;0;0;0;0
CERRADO;GAP  V  11:15-12:15; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;7;13;0;7
CERRADO;HIPOPRESIVOS  MJ  17:15-18:15; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;7;7;0;1;6
CERRADO;HIPOPRESIVOS  V 17:15-18:15; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;5;5;0;2;3
CERRADO;GAP LX 17:00-18:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;25;14;11;0;14
CERRADO;AEROGAP LX 21:00-22:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;HORTALEZA                                         ;HORTALEZA;45;33;12;2;31
CERRADO;AEROGAP MJ 10:00-11:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;HORTALEZA                                         ;HORTALEZA;45;42;3;1;41
ABIERTO;GAP L 18:00-19:00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;HORTALEZA                                         ;HORTALEZA;5;0;0;0;0
CERRADO;GAP LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;HORTALEZA                                         ;HORTALEZA;45;24;21;1;23
CERRADO;GAP V 20:00-21:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;HORTALEZA                                         ;HORTALEZA;45;38;7;1;37
CERRADO;G.A.P.  V  18:30-19:30; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;LATINA                                            ;ALUCHE;11;6;5;0;6
CERRADO;GAP N0 LX 11.00-11.45; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;MORATALAZ                                         ;MORATALAZ;15;2;13;0;2
ABIERTO;GAP N0 LX 11.00-11.45 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;MORATALAZ                                         ;MORATALAZ;10;0;0;0;0
CERRADO;GAP EXPRESS MJ 10:30-11:00 *; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;7;0;7;0;0
CERRADO;GAP N0 V 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;PUENTE DE VALLECAS                                ;PALOMERAS;11;11;0;1;10
ABIERTO;GAP N0 V 18:00-19:00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;PUENTE DE VALLECAS                                ;PALOMERAS;5;0;0;0;0
ABIERTO;GAP EXPRESS M-J 10:30-11:00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;PUENTE DE VALLECAS                                ;PUENTE DE VALLECAS;13;0;0;0;0
CERRADO;GAP MJ 20:00-21:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;PUENTE DE VALLECAS                                ;PUENTE DE VALLECAS;20;0;20;0;0
ABIERTO;GAP-TONIFICACÓN MJ 20.00-21.00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;TETUAN                                            ;PLAYA VICTORIA;7;0;0;0;0
CERRADO;GAP  LX 16.00:17.00H MIXTA; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;TETUAN                                            ;TRIÁNGULO DE ORO;10;5;5;0;5
ABIERTO;GAP LX 16:00-17:00H  ABIERTA; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;TETUAN                                            ;TRIÁNGULO DE ORO;2;0;0;0;0
CERRADO;GAP ADULTOS V 10:30-11:30; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;USERA                                             ;ORCASUR;12;0;12;0;0
CERRADO;GAP N1 V 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;20;15;5;1;14
ABIERTO;GAP V 18..0-19.00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;5;0;0;0;0
ABIERTO;ACONDIC. FISICO/GAP M-J 19.45-20.45 CLASE ABIERTA; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;VILLAVERDE                                        ;RAÚL GONZÁLEZ;11;0;0;0;0
ABIERTO;ESPACIO ABIERTO ABONADOS (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;VILLAVERDE                                        ;RAÚL GONZÁLEZ;15;0;0;0;0
CERRADO;GIMNASIA ACUATICA ADULTOS LX 16:15 H; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;CARABANCHEL                                       ;LA MINA;25;6;19;0;6
CERRADO;GIMNASIA ACUATICA ADULTOS N0 LXV 11:15 - 12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;CARABANCHEL                                       ;LA MINA;8;6;2;0;6
CERRADO;GIMNASIA ACUATICA ADULTOS N0 LX 11:15-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;CARABANCHEL                                       ;LA MINA;8;6;2;0;6
CERRADO;GIMNASIA ACUATICA ADULTOS N0 MJ 11:15-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;CARABANCHEL                                       ;LA MINA;15;15;0;0;15
CERRADO;GIMNASIA ACUATICA ADULTOS V 11:15-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;CARABANCHEL                                       ;LA MINA;3;3;0;0;3
CERRADO;FITNESS ACUATICO N1  LX 12:30-13:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;8;12;2;6
CERRADO;GIMNASIA ACUATICA  LX 19:30-20:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;25;22;3;0;22
CERRADO;GIMNASIA ACUATICA  LXV 09:15-10:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;8;12;0;8
CERRADO;GIMNASIA ACUATICA  LXV 10:30-11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;20;0;2;18
CERRADO;GIMNASIA ACUATICA  LXV 15:30-16:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;4;16;0;4
CERRADO;GIMNASIA ACUATICA  LXV 16:15-17:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;25;14;11;1;13
CERRADO;GIMNASIA ACUATICA  LXV 18:45-19:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;25;23;2;3;20
CERRADO;GIMNASIA ACUATICA  MJ 10:30-11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;20;0;0;20
CERRADO;GIMNASIA ACUATICA  MJ 12:15-13:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;20;0;2;18
CERRADO;GIMNASIA ACUATICA  MJ 20:15-21:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;25;25;0;2;23
CERRADO;GIMNASIA ACUATICA  V 13:00-13:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;20;12;8;2;10
CERRADO;GIMNASIA ACUATICA MJ 16:15-17:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;25;18;7;0;18
CERRADO;GIMNASIA ACUATICA  L X 11:15-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA VAGUADA;18;0;18;0;0
CERRADO;GIMNASIA ACUATICA  MJ 10:30-11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA VAGUADA;18;0;18;0;0
CERRADO;GIMNASIA ACUATICA  MJ 18:15-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA VAGUADA;18;0;18;0;0
CERRADO;GIMNASIA ACUATICA LX 18:00-18:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA VAGUADA;18;0;18;0;0
CERRADO;GIMNASIA ACUATICA N1 MJ 19:00-19:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA VAGUADA;18;0;18;0;0
ABIERTO;ACUAGIM NO V 20:30-21:15 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;HORTALEZA                                         ;LUIS ARAGONÉS;10;0;0;0;0
CERRADO;ACUARUNING N1 M-J 11:45-12:15H; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;LATINA                                            ;GALLUR;15;0;15;0;0
CERRADO;FITNESS ACUATICO LX 19:30-20:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;12;8;0;12
CERRADO;ACUAGYM LX 12:15-13:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;20;0;20;0;0
CERRADO;GIMNASIA ACUATICA V 10:30 -11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MONCLOA-ARAVACA                                   ;FERNANDO MARTÍN;15;0;15;0;0
CERRADO;GIMNASIA ACUATICA L 10:30-11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MONCLOA-ARAVACA                                   ;FERNANDO MARTÍN;15;0;15;0;0
CERRADO;GIMNASIA ACUATICA N0 LX 10:45-11:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;MORATALAZ                                         ;MORATALAZ;15;15;0;1;14
CERRADO;GIMNASIA ACUATICA  N1 LXV 16:00-16:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;TETUAN                                            ;TRIÁNGULO DE ORO;20;11;9;0;11
CERRADO;GIM/ACUATICA  ADULTOS  MJ 10:45-11:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;USERA                                             ;ORCASUR;14;13;1;0;13
CERRADO;GIM/ACUATICA ADULTOS V 10:45-11:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;USERA                                             ;ORCASUR;14;14;0;1;13
ABIERTO;GIM. ACUATICA M N0 LX 14:15-15:00 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;3;0;0;0;0
CERRADO;GIM. ACUATICA M N0 MJ 11:15-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;20;20;0;0;20
CERRADO;GIM. ACUATICA T N0 LX 15:45-16:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;17;17;0;1;16
ABIERTO;GIM. ACUATICA T N0 LX 15:45-16:30 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;3;0;0;0;0
CERRADO;GIM. ACUATICA T N0 LX 19:45-20:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;20;20;0;0;20
CERRADO;GIM. ACUATICA T N0 LXV 19:00-19:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;13;13;0;1;12
CERRADO;GIM. ACUATICA T N0 MJ 19:00-19:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;20;20;0;1;19
CERRADO;GIM. ACUATICA T N0 MJ 19:45-20:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;20;20;0;1;19
ABIERTO;GIM. ACUATICA T N1 V 19:00-19:45 (CLASE ABIERTA); 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;7;0;0;0;0
ABIERTO;abierta GIM ACUATICA   LXV   9:00-9:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;AUSENCIA DE CATEGORIA;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;5;0;0;0;0
ABIERTO;abierta GIM ACUATICA   LXV   16:45-17:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;AUSENCIA DE CATEGORIA;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;5;0;0;0;0
ABIERTO;abierta GIM ACUATICA   MJ   16:45-17:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;AUSENCIA DE CATEGORIA;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;5;0;0;0;0
CERRADO;GIMNASIA ACUATICA MAYORES   0   MJ   13:30-14:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;20;20;0;4;16
CERRADO;GIMNASIA ACUATICA MAYORES   0   MJ   13:00-13:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;22;21;1;3;18
CERRADO;GIMNASIA ACUATICA MAYORES   0   V   10:00-10:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;20;18;2;2;16
