CODIGO;ZV/VP;DISTRITO;DIRECCIÓN ;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;ESTADO;FECHA DATOS
FUE_04-16_0000000096;ZV;HORTALEZA;PINAR DEL REY;CANILLAS, 10;444518,909;4479665,598;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000097;ZV;HORTALEZA;PINAR DEL REY;CANILLAS, 1;444418,732;4479644,133;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000098;ZV;HORTALEZA;PARQUE DE DOÑA GUIOMAR;MONOVAR, 6;444476,532;4481102,698;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000100;ZV;HORTALEZA;CARRION DE LOS CONDES - BARRIO MANOTERAS;CARRION DE LOS CONDES, 70;444246,103;4480849,379;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000101;ZV;HORTALEZA;MED. AVDA. SAN LUIS;SAN LUIS, 110;444193,585;4480507,847;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000102;ZV;HORTALEZA;Cº DE LA CUERDA;SAN LUIS, 27;444278,395;4480384,163;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000103;ZV;HORTALEZA;Cº DE LA CUERDA;SAN LUIS, 27;444281,372;4480327,775;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000104;ZV;HORTALEZA;PAR CUEVAS DE ALMANZORA;MOJACAR, 2;444347,836;4481381,779;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000105;ZV;HORTALEZA;PARQUE DE MANOTERAS;BACARES, 20;443974,424;4481060,733;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000106;ZV;HORTALEZA;PARQUE DE MANOTERAS;VELEZ RUBIO, 83;444045,898;4481193,222;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000107;ZV;HORTALEZA;PURCHENA - BACARES - ESPLIEGO;PURCHENA, 22;443886,1846;4481005,66;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000108;ZV;HORTALEZA;PARQUE DE MANOTERAS;SOMONTIN, 29;444058,897;4481109,55;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000109;ZV;HORTALEZA;Z.V. BAHIA DE ALGECIRAS;BAHIA DE ALGECIRAS, 24;445127,247;4480761,385;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000110;ZV;HORTALEZA;Bº DE SANTA MARIA;SANTA SUSANA, 30;445374,324;4481312,347;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000111;ZV;HORTALEZA;Bº DE SANTA MARIA;ARCOS, 4;445506,8948;4481203,164;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000112;ZV;HORTALEZA;Z.V. JOSE IGNACIO AVILA - PAPA NEGRO;JOSE IGNACIO AVILA, 7;447070,1155;4479236,596;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000113;ZV;HORTALEZA;MED. NICETO ALCALA ZAMORA;NICETO ALCALA ZAMORA, 20;445266,9765;4482869,048;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000114;ZV;HORTALEZA;MED. NICETO ALCALA ZAMORA;NICETO ALCALA ZAMORA, 12;445417,6486;4482334,336;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000115;ZV;HORTALEZA;PARQUE EN C/ INFANTA CATALINA MICAELA;INFANTA CATALINA MICAELA, 11;444483,6603;4482024,905;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000116;ZV;HORTALEZA;PARQUE EN C/ INFANTA CATALINA MICAELA;INFANTA CATALINA MICAELA, 3;444322,4706;4482080,746;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000118;ZV;HORTALEZA;PARQUE EN C/ INFANTA CATALINA MICAELA;INFANTA CATALINA MICAELA, 15;444571,1433;4482026,55;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000119;ZV;HORTALEZA;MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS (VALDEBEBAS);JUAN DANIEL FULLAONDO, 22;446813,5107;4481485,641;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000120;ZV;HORTALEZA;MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS (VALDEBEBAS);FRANCISCO UMBRAL, 41;447017,022;4481374,282;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000121;ZV;HORTALEZA;PARQUE SAN LORENZO;MACUAJE, 5;446487,64;4480291,12;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000122;VP;HORTALEZA;C/ ANGEL LUIS DE LA HERRAN, 38;ANGEL LUIS DE LA HERRAN, 38;445124,8862;4480361,026;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000123;VP;HORTALEZA;C/ CACABELOS, 39;CACABELOS, 39;446425,2156;4481800,387;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000124;VP;HORTALEZA;C/ BENITA ÁVILA;CV C/ MANZANAR;444910;4479752;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000125;VP;HORTALEZA;PLAZA MAR DE PLATA, 5;MAR DEL PLATA, 5;445770,0771;4480885,736;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000126;VP;HORTALEZA;C/ PEDRO ALONSO, 6;PEDRO ALONSO, 3;446356,6057;4479920,04;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000127;ZV;HORTALEZA;VALDEBEBAS;JOSE ANTONIO CODERCH, 59;447414,987;4483377,839;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000128;ZV;HORTALEZA;VALDEBEBAS;SECUNDINO ZUAZO, 20;447413,548;4483102,823;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000129;ZV;HORTALEZA;VALDEBEBAS;FINA DE CALDERON, 68;447730,654;4483409,451;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000130;ZV;HORTALEZA;VALDEBEBAS;FINA DE CALDERON, 24;447731,047;4483101,033;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000131;ZV;HORTALEZA;VALDEBEBAS;JOSEFINA ALDECOA, 72;448057,918;4483450,299;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000132;ZV;HORTALEZA;VALDEBEBAS;JOSEFINA ALDECOA, 22;448057,223;4483077,394;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000133;ZV;HORTALEZA;VALDEBEBAS;ANTONIO MIRO VALVERDE, 65;448373,705;4483579,88;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000134;ZV;HORTALEZA;VALDEBEBAS;ANTONIO MIRO VALVERDE, 14;448373,708;4483375,278;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000135;ZV;HORTALEZA;VALDEBEBAS;JOSE ANTONIO FERNANDEZ ORDOÐEZ, 24;448460,867;4482668,783;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000136;ZV;HORTALEZA;VALDEBEBAS;ESTANISLAO PEREZ PITA, 25;448367,261;4482429,683;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000137;ZV;HORTALEZA;VALDEBEBAS;FERNANDO HIGUERAS, 11;448126,8;4482104,635;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000138;VP;HORTALEZA;YARUMAL, 6;YARUMAL, 6;445852,2138;4480818,664;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000139;ZV;HORTALEZA;PARQUE DE DOÑA GUIOMAR;CARRETERA DE LA ESTACIÓN 7;444533;4480930;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000140;ZV;HORTALEZA;PZA. STA. MARIA - VIRGEN DE LA SALUD;MAR MENOR, 34;445617;4481005;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_04-16_0000000141;ZV;HORTALEZA;Bº VIRGEN DEL CARMEN;C/ CAPITÁN CORTES 13;444685;4481099;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000142;ZV;HORTALEZA;PARQUE INFANTA CATALINA MICAELA;PRINCIPE CARLOS, 13;444859;4482492;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000143;ZV;HORTALEZA;PRINCIPE CARLOS - FERNANDO DE ROJAS - ISABEL CLARA EUGENIA;PRINCIPE CARLOS, 36;444953;4482747;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000144;ZV;HORTALEZA;PARQUE FERNANDO DE ROJAS - AVDA. NICETO ALCALA ZAMORA;FERNANDO DE ROJAS, 1;445072;4482866;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000145;ZV;HORTALEZA;VICENTE BLASCO IBAÑEZ C/V PADRES DOMINICOS;VICENTE BLASCO IBAÑEZ, 79;444918;4483868;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000146;ZV;HORTALEZA;PARQUE MARIA TUDOR;MARIA TUDOR, 14;444152;4483078;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000147;ZV;HORTALEZA;PARQUE MARIA TUDOR;MARIA TUDOR, 12;444071;4483024;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000148;VP;HORTALEZA;PARQUE DE LA CORNISA;ROQUETAS DE MAR, 15;444260;4481609;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000149;VP;HORTALEZA;Bº SANTIAGO APOSTOL;VELEZ RUBIO, 145;444132;4481310;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_04-16_0000000150;ZV;HORTALEZA;AÑASTRO, 21;INTERBLOQUE C/RAMONET 16;;;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FB_0001;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;447292,2;4478723,3;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0002;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;447234,4;4478585,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0003;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;447011,4;4478543,1;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0004;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;447023,9;4478437,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0005;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;446884,2;4478486,7;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0006;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;446871,5;4478388,6;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_0007;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;JUAN PABLO II;;446719,2;4478421,9;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000001;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446133,9126;4482413,005;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000002;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446011,8768;4481918,39;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000003;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446356,2483;4481987,599;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000080;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446929,5629;4483122,218;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000081;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446362,6117;4483088,986;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000082;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446034,3185;4482932,235;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000083;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;445806,7609;4482780,121;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000084;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446749,788;4482875,658;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000085;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446384,5321;4482383,316;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000086;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446769,075;4482311,637;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000087;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446919,8123;4482273,389;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000088;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;447085,8489;4482250,897;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000089;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446989,4416;4482122,241;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000090;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;447011,513;4481948,74;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000091;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446603,1058;4481895,175;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000092;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446438,0707;4481964,541;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000093;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;446140,9127;4482234,547;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000094;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;445870,6551;4482057,149;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FB_000095;PARQUE HISTORICO SINGULAR O FORESTAL;HORTALEZA;PARQUE FORESTAL DE VALDEBEBAS-PARQUE FELIPE VI;;445947,7253;4481910,655;"""ETRS89 / UTM 
Zona 30N""";EN SERVICIO;20-nov-16
FUE_06-17_0000000001;ZV;VILLAVERDE;PZA. COLONIA DE OROQUIETA;;441353,6429;4467354,643;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000002;ZV;VILLAVERDE;AMERICIO;;442072,4938;4467524,124;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000003;ZV;VILLAVERDE;PARQUE CIUDAD DE LOS ÁNGELES;;440911,9952;4467443,716;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000004;ZV;VILLAVERDE;PARQUE CIUDAD DE LOS ÁNGELES;;441012,1893;4467497,006;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000005;ZV;VILLAVERDE;PARQUE CIUDAD DE LOS ÁNGELES;;440993,8735;4467588,773;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000007;ZV;VILLAVERDE;PARQUE HUERTA DEL OBISPO-VILLAVERDE;;439629,025;4466767,443;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000008;ZV;VILLAVERDE;PARQUE HUERTA DEL OBISPO-VILLAVERDE;;439685,702;4466772,155;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000011;ZV;VILLAVERDE;PARQUE DEL ESPINILLO;;441946,2558;4468273,892;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000012;ZV;VILLAVERDE;PARQUE DEL ESPINILLO;;441866,1722;4468383,669;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000016;ZV;VILLAVERDE;C/ COALICION;;441672,101;4467759,508;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000017;ZV;VILLAVERDE;Pº PLATA Y CASTAÑAR - ISLAS;;439218,687;4467219,056;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000020;ZV;VILLAVERDE;PARQUE NORTE SAN LUCIANO;;441122,801;4468557,493;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000021;ZV;VILLAVERDE;PARQUE NORTE SAN LUCIANO;;441020,224;4468567,752;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000022;ZV;VILLAVERDE;PARQUE VIRGEN DE LA ESPERANZA;;440652,8559;4467139,735;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000024;ZV;VILLAVERDE;PARQUE VIRGEN DE LA ESPERANZA;;440524,549;4467105,954;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000025;ZV;VILLAVERDE;AVDA. ANDALUCÍA - CENTRO COMERCIAL;;441242,294;4468425,768;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000026;ZV;VILLAVERDE;VILLALONSO PUEBLA DE SANABRIA;;440010,8581;4467035,891;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000027;ZV;VILLAVERDE;TÍO BASILIO;;439737,148;4467004,117;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000028;ZV;VILLAVERDE;BULEVAR BERROCAL;;442576,6307;4466793,346;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000029;ZV;VILLAVERDE;BULEVAR BERROCAL;;442639,845;4466467,625;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000030;ZV;VILLAVERDE;BULEVAR BERROCAL;;442774,6365;4466029,007;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000031;ZV;VILLAVERDE;PARQUE ESMALTINA;;442646,5499;4466098,274;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000039;ZV;VILLAVERDE;PZA. DOCTOR CRIADO;;440218,7072;4466886,258;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000043;ZV;VILLAVERDE;PARQUE DE PLATA Y CASTAÑAR;;439223,56;4466657,407;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000046;ZV;VILLAVERDE;PARQUE DEHESA BOYAL;JUNTO AL LAGO;441853,4854;4466585,94;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000047;ZV;VILLAVERDE;PARQUE DEHESA BOYAL;;441853,4854;4466585,94;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000049;ZV;VILLAVERDE;PARQUE DE LA AMISTAD;;441349,5985;4466874,555;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000060;ZV;VILLAVERDE;INST. DEP. COL.  MARCONI;;440772,3595;4465225,703;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000061;ZV;VILLAVERDE;COL. EL AHORRO;;440932,9579;4468342,358;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000062;ZV;VILLAVERDE;PARQUE EL CRUCE;;441110,5526;4467133,187;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000063;ZV;VILLAVERDE;PARQUE LOS ROSALES;;442659,9459;4467209,886;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000064;ZV;VILLAVERDE;UNIDAD 2 DE OROQUIETA APD, 13-15;;442033,6148;4468069,687;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000065;ZV;VILLAVERDE;PZA. DE GÓMEZ ACEBO;;439878,3687;4466180,27;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000066;ZV;VILLAVERDE;PZA KATIUSKA;;440940,9665;4468028,594;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000067;ZV;VILLAVERDE;PARQUE BUTARQUE;;442880,1773;4466049,588;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000068;ZV;VILLAVERDE;PARQUE BUTARQUE;;442761,6995;4466648,425;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000069;VP;VILLAVERDE;CANCION DEL OLVIDO, 20;;440660,7991;4468341,173;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000070;ZV;VILLAVERDE;INTBL. DOÑA FRANCISQUITA - HDAD. DONANTES;;440811,7624;4467615,095;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000071;ZV;VILLAVERDE;INT HUESPED DEL SEVILLANO DÑA FRANCISQUITA;;440776,2603;4467748,624;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000072;ZV;VILLAVERDE;SOTO DEL PARRAL Nº 59 (POSTERIOR);;440745,6505;4467904,271;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000073;ZV;VILLAVERDE;INTBL. SOTO DEL PARRAL- HUESPED SEVILLANO;;440857,6832;4467783,982;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000074;ZV;VILLAVERDE;C. LENGUAS;;440442,7702;4466593,872;EPSG:23030-ED50/ UTM ZONE 30 N;EN SERVICIO;20-nov-16
FUE_06-17_0000000075;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;438968,5033;4467597,808;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000076;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439081,1673;4467597,59;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000077;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439242,9795;4467598,928;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000078;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439388,7441;4467610,963;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000079;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439014,3028;4467776,787;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000080;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439090,5284;4467779,462;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
FUE_06-17_0000000081;ZV;VILLAVERDE;PARQUE FORESTAL DE VILLAVERDE;;439146,6946;4467711,26;EPSG:23030-ED50/ UTM ZONE 30 N;FUERA DE SERVICIO;20-nov-16
