CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCIÓN ;COORD. X;COORD. Y;SISTEMA DE COORDENADAS;LONGITUD;LATITUD;ESTADO;OBSERVACIONES;FECHA DATOS
FUE_03-08_0000000010;ZV;FUENCARRAL - EL PARDO;A.V.C. LAS TABLAS;;443750,158;4484422,769;"ETRS89 / UTM 
Zona 30N";-3,663924;40,5086157;EN SERVICIO;;28/06/2017
FUE_03-08_0000000011;ZV;FUENCARRAL - EL PARDO;A.V.C. ARROYOFRESNO;AVDA MONASTERIO DE SILOS CON AVDA VENTISQUERO DE LA CONDESA;439046,1368;4483150,656;"ETRS89 / UTM 
Zona 30N";-3,7193197;40,4968238;EN SERVICIO;;28/06/2017
FUE_03-08_0000000012;ZV;FUENCARRAL - EL PARDO;PARQUE DEL PUEBLO DE EL PARDO;;434446,8682;4485509,632;"ETRS89 / UTM 
Zona 30N";-3,7738356;40,5177233;EN SERVICIO;;28/06/2017
FUE_03-08_0000000015;ZV;FUENCARRAL - EL PARDO;PEÑAGRANDE ZONA 4-2;C/GABRIELA MISTRAL Nº4;437580,8744;4481289,374;"ETRS89 / UTM 
Zona 30N";-3,7364268;40,4799479;EN SERVICIO;;28/06/2017
FUE_03-08_0000000017;ZV;FUENCARRAL - EL PARDO;A.V.C. FUENTELARREINA;C/ARROYOFRESNCO CV C/ GAVILANES;437323,5559;4481182,366;"ETRS89 / UTM 
Zona 30N";-3,7394517;40,4789646;EN SERVICIO;;28/06/2017
FUE_03-08_0000000019;ZV;FUENCARRAL - EL PARDO;PARQUE FUENTELARREINA;;438030,3456;4481702,92;"ETRS89 / UTM 
Zona 30N";-3,7311646;40,4837069;EN SERVICIO;;28/06/2017
FUE_03-08_0000000025;ZV;FUENCARRAL - EL PARDO;PARQUE RAMÓN GOMEZ DE LA SERNA;C/RAMÓN GÓMEZ DE LA SERNA Nº 75 .EN PLATAFORMA SUPERIOR;438290,8008;4481671,737;"ETRS89 / UTM 
Zona 30N";-3,7280888;40,4834454;EN SERVICIO;;28/06/2017
FUE_03-08_0000000026;ZV;FUENCARRAL - EL PARDO;PARQUE RAMÓN GOMEZ DE LA SERNA;C/RAMÓN GÓMEZ DE LA SERNA Nº 75. JUNTO A JUEGOS INFANTILES;438279,4391;4481692,737;"ETRS89 / UTM 
Zona 30N";-3,7282249;40,4836338;EN SERVICIO;;28/06/2017
FUE_03-08_0000000027;ZV;FUENCARRAL - EL PARDO;Z.V. JULIO CALVO;C/JULIO CALVO  Nº 16;438749,1229;4481519,47;"ETRS89 / UTM 
Zona 30N";-3,7226669;40,4821077;EN SERVICIO;;28/06/2017
FUE_03-08_0000000029;ZV;FUENCARRAL - EL PARDO;"E.D. 8-4 ""LACOMA""";C/RAMÓN GÓMEZ DE LA SERNA Nº 25;438779,9259;4481658,331;"ETRS89 / UTM 
Zona 30N";-3,7223169;40,4833608;EN SERVICIO;;28/06/2017
FUE_03-08_0000000030;ZV;FUENCARRAL - EL PARDO;Z.V. LA COMA;C/VALLE DE LOS PINARES LLANOS Nº 60;438551,9861;4481865,555;"ETRS89 / UTM 
Zona 30N";-3,7250261;40,4852107;EN SERVICIO;;28/06/2017
FUE_03-08_0000000031;ZV;FUENCARRAL - EL PARDO;PZA. VALLE DE LA JAROSA;;438701,6558;4482144,594;"ETRS89 / UTM 
Zona 30N";-3,7232873;40,4877354;EN SERVICIO;;28/06/2017
FUE_03-08_0000000034;ZV;FUENCARRAL - EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/VALLE DE ENMEDIO Nº65;438795,0941;4482246,674;"ETRS89 / UTM 
Zona 30N";-3,7221948;40,4886619;EN SERVICIO;;28/06/2017
FUE_03-08_0000000035;ZV;FUENCARRAL - EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/PEÑA DEL CUERVO Nº21;439013,6475;4482197,901;"ETRS89 / UTM 
Zona 30N";-3,7196114;40,4882387;EN SERVICIO;;28/06/2017
FUE_03-08_0000000036;ZV;FUENCARRAL - EL PARDO;PARC. NOROESTE;;438941,4432;4481339,787;"ETRS89 / UTM 
Zona 30N";-3,7203807;40,4805032;EN SERVICIO;;28/06/2017
FUE_03-08_0000000037;ZV;FUENCARRAL - EL PARDO;PARC. NOROESTE;;439006,234;4481360,236;"ETRS89 / UTM 
Zona 30N";-3,7196183;40,4806922;EN SERVICIO;;28/06/2017
FUE_03-08_0000000038;ZV;FUENCARRAL - EL PARDO;PARC. NOROESTE;C/ISLA TAVIRA Nº 14;439129,597;4481442,915;"ETRS89 / UTM 
Zona 30N";-3,7181708;40,4814461;EN SERVICIO;;28/06/2017
FUE_03-08_0000000039;ZV;FUENCARRAL - EL PARDO;PARC. NOROESTE;C/FERMÍN CABALLERO Nº 87;439041,4178;4481245,375;"ETRS89 / UTM 
Zona 30N";-3,7191921;40,4796601;EN SERVICIO;;28/06/2017
FUE_03-08_0000000040;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA SUPERMANZANA 5;PZA. VILLAFRANCA DE LOS BARROS CV C/SANTIAGO DE COMPOSTELA;439721,4744;4481413,777;"ETRS89 / UTM 
Zona 30N";-3,7111855;40,4812267;EN SERVICIO;;28/06/2017
FUE_03-08_0000000041;ZV;FUENCARRAL - EL PARDO;PZA. DE LA CAROLINA;;439377,8222;4481512,742;"ETRS89 / UTM 
Zona 30N";-3,7152491;40,4820932;EN SERVICIO;;28/06/2017
FUE_03-08_0000000042;ZV;FUENCARRAL - EL PARDO;BETANZOS - FERMIN CABALLERO;AVDA. DE BETANZOS  Nº60;439508,1466;4481410,69;"ETRS89 / UTM 
Zona 30N";-3,7137018;40,4811834;EN SERVICIO;;28/06/2017
FUE_03-08_0000000044;ZV;FUENCARRAL - EL PARDO;SUPERMANZANA 6 Bº PILAR C/A. LOPEZ AGUADO;C/ARZOBISPO MORCILLO CV C/PEDRO RICO;440701,2417;4481624,466;"ETRS89 / UTM 
Zona 30N";-3,6996464;40,4831953;EN SERVICIO;;28/06/2017
FUE_03-08_0000000045;ZV;FUENCARRAL - EL PARDO;POL. MANILA Y POL. CLAUDIETA;C/ARZOBISPO MORCILLO N º25;440932,5477;4481430,992;"ETRS89 / UTM 
Zona 30N";-3,6968994;40,4814688;EN SERVICIO;;28/06/2017
FUE_03-08_0000000046;ZV;FUENCARRAL - EL PARDO;AVDA. DE LA ILUSTRACIÓN;;439539,2182;4481271,649;"ETRS89 / UTM 
Zona 30N";-3,713322;40,4799331;EN SERVICIO;;28/06/2017
FUE_03-08_0000000047;ZV;FUENCARRAL - EL PARDO;AVDA. DE LA ILUSTRACIÓN;;439523,6616;4481311,839;"ETRS89 / UTM 
Zona 30N";-3,7135094;40,480294;EN SERVICIO;;28/06/2017
FUE_03-08_0000000048;ZV;FUENCARRAL - EL PARDO;AVDA. DE LA ILUSTRACIÓN;C/SANTIAGO DE COMPOSTELA C/V AVDA. DE BETANZOS;439660,6153;4481359,818;"ETRS89 / UTM 
Zona 30N";-3,7118982;40,4807362;EN SERVICIO;;28/06/2017
FUE_03-08_0000000052;ZV;FUENCARRAL - EL PARDO;POL. 23-B V.V.V. (5ª FASE);C/CÁNDIDO MATEOS C/V C/CHANTADA;439128,1482;4480566,02;"ETRS89 / UTM 
Zona 30N";-3,7181038;40,4735465;EN SERVICIO;;28/06/2017
FUE_03-08_0000000053;ZV;FUENCARRAL - EL PARDO;POL. 24 V.V.V.;C/JUAN SÁNCHEZ C/V C/CÉSAR MANRIQUE;438929,6158;4480618,053;"ETRS89 / UTM 
Zona 30N";-3,7204507;40,4740007;EN SERVICIO;;28/06/2017
FUE_03-08_0000000054;ZV;FUENCARRAL - EL PARDO;CENTRO DE DÍA C/ CESAR MANRIQUE;;438850,6469;4480697,894;"ETRS89 / UTM 
Zona 30N";-3,7213899;40,4747141;EN SERVICIO;;28/06/2017
FUE_03-08_0000000055;ZV;FUENCARRAL - EL PARDO;PARQUE CERRO PEÑABEL;;439280,6326;4480597,198;"ETRS89 / UTM 
Zona 30N";-3,7163081;40,4738386;EN SERVICIO;;28/06/2017
FUE_03-08_0000000056;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA ALCAZABA;;440063,1374;4480723,459;"ETRS89 / UTM 
Zona 30N";-3,7070894;40,4750328;EN SERVICIO;;28/06/2017
FUE_03-08_0000000057;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA ALCAZABA;;440189,1059;4480750,758;"ETRS89 / UTM 
Zona 30N";-3,705606;40,4752878;EN SERVICIO;;28/06/2017
FUE_03-08_0000000060;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA ALCAZABA;;440358,0961;4480540,584;"ETRS89 / UTM 
Zona 30N";-3,7035927;40,4734066;EN SERVICIO;;28/06/2017
FUE_03-08_0000000063;ZV;FUENCARRAL - EL PARDO;SINESIO DELGADO;C/SINESIO DELGADO C/V C/FINISTERRE;440647,1752;4480732,832;"ETRS89 / UTM 
Zona 30N";-3,7002007;40,4751592;EN SERVICIO;;28/06/2017
FUE_03-08_0000000064;ZV;FUENCARRAL - EL PARDO;SINESIO DELGADO;C/SINESIO DELGADO C/V C/FINISTERRE;440500,3013;4480649,983;"ETRS89 / UTM 
Zona 30N";-3,7019256;40,4744023;EN SERVICIO;;28/06/2017
FUE_03-08_0000000065;ZV;FUENCARRAL - EL PARDO;SINESIO DELGADO;C/SINESIO DELGADO CON AVDA BETANZOS;439625,536;4480298,642;"ETRS89 / UTM 
Zona 30N";-3,712211;40,4711742;EN SERVICIO;;28/06/2017
FUE_03-08_0000000066;ZV;FUENCARRAL - EL PARDO;CELANOVA - BETANZOS;C/ BECERREA;439547,3941;4480371,004;"ETRS89 / UTM 
Zona 30N";-3,7131398;40,4718203;EN SERVICIO;;28/06/2017
FUE_03-08_0000000068;ZV;FUENCARRAL - EL PARDO;PZAS. INTERIORES Bº EL PILAR A;;439937,0567;4480905,672;"ETRS89 / UTM 
Zona 30N";-3,7085939;40,4766651;EN SERVICIO;;28/06/2017
FUE_03-08_0000000069;ZV;FUENCARRAL - EL PARDO;PZAS. INTERIORES Bº EL PILAR A;;439911,0078;4481011,733;"ETRS89 / UTM 
Zona 30N";-3,7089113;40,4776187;EN SERVICIO;;28/06/2017
FUE_03-08_0000000070;ZV;FUENCARRAL - EL PARDO;PZA. - C/ MELCHOR FERNANDEZ ALMAGRO;C/MELCHOR FDEZ ALMAGRO C/V AVDA.BETANZOS;439741,3584;4480754,763;"ETRS89 / UTM 
Zona 30N";-3,7108882;40,4752915;EN SERVICIO;;28/06/2017
FUE_03-08_0000000071;ZV;FUENCARRAL - EL PARDO;FINISTERRE;;440469,2729;4481045,126;"ETRS89 / UTM 
Zona 30N";-3,7023287;40,4779597;EN SERVICIO;;28/06/2017
FUE_03-08_0000000072;ZV;FUENCARRAL - EL PARDO;POL. 10 V.V. VERTEDERO;;440871,0821;4481212,232;"ETRS89 / UTM 
Zona 30N";-3,6976042;40,4794937;EN SERVICIO;;28/06/2017
FUE_03-08_0000000073;ZV;FUENCARRAL - EL PARDO;POL. 10 V.V. VERTEDERO;;440914,4407;4481083,32;"ETRS89 / UTM 
Zona 30N";-3,6970806;40,4783356;EN SERVICIO;;28/06/2017
FUE_03-08_0000000074;ZV;FUENCARRAL - EL PARDO;POLIDEPORTIVO Bº DEL PILAR;;440961,1355;4481198,25;"ETRS89 / UTM 
Zona 30N";-3,6965404;40,4793742;EN SERVICIO;;28/06/2017
FUE_03-08_0000000075;ZV;FUENCARRAL - EL PARDO;POLIDEPORTIVO Bº DEL PILAR;AVENIDA MONFORTE DE LEMOS 15;441316,2731;4481148,796;"ETRS89 / UTM 
Zona 30N";-3,6923463;40,4789539;EN SERVICIO;;28/06/2017
FUE_03-08_0000000076;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 14;441035,0456;4481372,11;"ETRS89 / UTM 
Zona 30N";-3,6956847;40,4809457;EN SERVICIO;;28/06/2017
FUE_03-08_0000000077;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;ANTONIO LÓPEZ AGUADO 12;440678,065;4481412,225;"ETRS89 / UTM 
Zona 30N";-3,6998999;40,4812817;EN SERVICIO;;28/06/2017
FUE_03-08_0000000078;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 30;440789,1881;4481378,144;"ETRS89 / UTM 
Zona 30N";-3,6985857;40,4809825;EN SERVICIO;;28/06/2017
FUE_03-08_0000000081;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 14;441109,9845;4481292,459;"ETRS89 / UTM 
Zona 30N";-3,6947933;40,4802335;EN SERVICIO;;28/06/2017
FUE_03-08_0000000083;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;ANTONIO LÓPEZ AGUADO 12;440558,6585;4481393,997;"ETRS89 / UTM 
Zona 30N";-3,7013069;40,4811089;EN SERVICIO;;28/06/2017
FUE_03-08_0000000084;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;ANTONIO LÓPEZ AGUADO 12;440717,3135;4481499,865;"ETRS89 / UTM 
Zona 30N";-3,6994451;40,482074;EN SERVICIO;;28/06/2017
FUE_03-08_0000000085;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;ANTONIO LÓPEZ AGUADO 12;440708,3591;4481443,985;"ETRS89 / UTM 
Zona 30N";-3,6995455;40,4815699;EN SERVICIO;;28/06/2017
FUE_03-08_0000000086;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 30;440805,0405;4481436,414;"ETRS89 / UTM 
Zona 30N";-3,6984042;40,4815085;EN SERVICIO;;28/06/2017
FUE_03-08_0000000087;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA SUPERMANZANA 7;C/SANGENJO Nº29 PARQUE SUPERMANZANA;440699,6964;4481923,738;"ETRS89 / UTM 
Zona 30N";-3,6996925;40,4858911;EN SERVICIO;;28/06/2017
FUE_03-08_0000000088;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA SUPERMANZANA 7;C/SANGENJO Nº 15;440499,1806;4481818,86;"ETRS89 / UTM 
Zona 30N";-3,7020485;40,4849319;EN SERVICIO;;28/06/2017
FUE_03-08_0000000090;ZV;FUENCARRAL - EL PARDO;POL. 26 V.V.V. S.ESTE;AVDA. DEL CARDENAL HERRERA ORIA C/V  C/VALENCIA DE DON JUAN;440556,43;4482243,491;"ETRS89 / UTM 
Zona 30N";-3,7014129;40,4887613;EN SERVICIO;;28/06/2017
FUE_03-08_0000000091;ZV;FUENCARRAL - EL PARDO;PARQUE BEGOÑA;AVDA. DEL LLANO CASTELLANO Nº1;441799,1846;4481639,262;"ETRS89 / UTM 
Zona 30N";-3,6866944;40,4834062;EN SERVICIO;;28/06/2017
FUE_03-08_0000000093;ZV;FUENCARRAL - EL PARDO;POL. ALMACENES E.D. 8-3;C/LEZAMA Nº9;441575,47;4482457,22;"ETRS89 / UTM 
Zona 30N";-3,6894091;40,490759;EN SERVICIO;;28/06/2017
FUE_03-08_0000000094;ZV;FUENCARRAL - EL PARDO;POLG. INDUSTRIAL FUENCARRAL - MALMEA;C/ISLA DE JAVA Nº45;442040,6898;4482385,013;"ETRS89 / UTM 
Zona 30N";-3,6839133;40,4901411;EN SERVICIO;;28/06/2017
FUE_03-08_0000000097;ZV;FUENCARRAL - EL PARDO;PARQUE ARROYO FRESNO;AVDA.ARRROYOFRESNO C/V SENDA DEL INFANTE;438733,2897;4482607,487;"ETRS89 / UTM 
Zona 30N";-3,7229588;40,4919077;EN SERVICIO;;28/06/2017
FUE_03-08_0000000098;ZV;FUENCARRAL - EL PARDO;PARQUE ARROYO FRESNO;AVDA.DE VENTISQUERO DE LA CONDESA Nº46;439079,6153;4482889,264;"ETRS89 / UTM 
Zona 30N";-3,7188995;40,4944715;EN SERVICIO;;28/06/2017
FUE_03-08_0000000100;ZV;FUENCARRAL - EL PARDO;PARQUE NURIA;C/MORALZARZAL C/V C/LA MASÓ. PARQUE NURIA;439704,0957;4482897,736;"ETRS89 / UTM 
Zona 30N";-3,7115316;40,4945935;EN SERVICIO;;28/06/2017
FUE_03-08_0000000101;ZV;FUENCARRAL - EL PARDO;POLG.Z.N.CONSOL. Y N.CONSOL. (PIP);C/NURIA Nº38;440060,4104;4482644,57;"ETRS89 / UTM 
Zona 30N";-3,7073032;40,4923387;EN SERVICIO;;28/06/2017
FUE_03-08_0000000102;ZV;FUENCARRAL - EL PARDO;POLG.Z.N.CONSOL. Y N.CONSOL. (PIP);C/NURIA Nº46;439968,0472;4482780,982;"ETRS89 / UTM 
Zona 30N";-3,708406;40,4935608;EN SERVICIO;;28/06/2017
FUE_03-08_0000000103;ZV;FUENCARRAL - EL PARDO;POBLADO A;C/MANRESA Nº 90 POSTERIOR;440951,7588;4482477,798;"ETRS89 / UTM 
Zona 30N";-3,6967703;40,4909002;EN SERVICIO;;28/06/2017
FUE_03-08_0000000104;ZV;FUENCARRAL - EL PARDO;HERRERA ORIA Y MANRESA (POLD. FUENCARRAL);C/OLESA DE MONSERRAT Nº2 ;441165,8228;4482509,035;"ETRS89 / UTM 
Zona 30N";-3,6942474;40,4911968;EN SERVICIO;;28/06/2017
FUE_03-08_0000000105;ZV;FUENCARRAL - EL PARDO;PZA. DE LOS MARTIRES;;441838,6314;4482906,489;"ETRS89 / UTM 
Zona 30N";-3,6863453;40,4948246;EN SERVICIO;;28/06/2017
FUE_03-08_0000000106;ZV;FUENCARRAL - EL PARDO;PZA. DE LAS ISLAS AZORES;;441713,8604;4482939,45;"ETRS89 / UTM 
Zona 30N";-3,6878206;40,4951128;EN SERVICIO;;28/06/2017
FUE_03-08_0000000108;ZV;FUENCARRAL - EL PARDO;LOS TRES OLIVOS;C/ALONSO QUIJANO Nº52;441319,0724;4483739,09;"ETRS89 / UTM 
Zona 30N";-3,6925531;40,5022884;EN SERVICIO;;28/06/2017
FUE_03-08_0000000109;ZV;FUENCARRAL - EL PARDO;PARQUE SANTA ANA 2ª FASE;C/SAN CUGAT DEL VALLÉS Nº6;441157,7767;4483167,189;"ETRS89 / UTM 
Zona 30N";-3,6944034;40,4971251;EN SERVICIO;;28/06/2017
FUE_03-08_0000000111;ZV;FUENCARRAL - EL PARDO;PARQUE SANTA ANA 2ª FASE;C/SAN CUGAT DEL VALLÉS Nº6;441138,3044;4483231,889;"ETRS89 / UTM 
Zona 30N";-3,6946393;40,4977066;EN SERVICIO;;28/06/2017
FUE_03-08_0000000112;ZV;FUENCARRAL - EL PARDO;MONTECARMELO PARC. 17.B;;441914,2219;4484238,004;"ETRS89 / UTM 
Zona 30N";-3,6855754;40,5068247;EN SERVICIO;;28/06/2017
FUE_03-08_0000000114;ZV;FUENCARRAL - EL PARDO;POBLADO DIRIGIDO DE FUENCARRAL;C/MANRESA C/V C/BADALONA;441361,8784;4482588,883;"ETRS89 / UTM 
Zona 30N";-3,6919415;40,4919299;EN SERVICIO;;28/06/2017
FUE_03-08_0000000115;ZV;FUENCARRAL - EL PARDO;MARCOS ORUETA;;441864,8589;4481831,232;"ETRS89 / UTM 
Zona 30N";-3,6859371;40,4851401;EN SERVICIO;;28/06/2017
FUE_03-08_0000000117;ZV;FUENCARRAL - EL PARDO;ARBOLADO VIARIO DE DISTRITO;C/FINISTERRE Nº23;440451,5219;4481140,347;"ETRS89 / UTM 
Zona 30N";-3,7025471;40,4788162;EN SERVICIO;;28/06/2017
FUE_03-08_0000000118;ZV;FUENCARRAL - EL PARDO;COLONIA MINGORRUBIO 4ª FASE;C/ FORTALEZA CV C/ REGIMIENTO;433949,9118;4487148,057;"ETRS89 / UTM 
Zona 30N";-3,7798726;40,5324431;EN SERVICIO;;28/06/2017
FUE_03-08_0000000119;ZV;FUENCARRAL - EL PARDO;COLONIA MINGORRUBIO 4ª FASE;C/CAMPANA C/V C/ARMAS;433951,2102;4486943,156;"ETRS89 / UTM 
Zona 30N";-3,7798359;40,5305974;EN SERVICIO;;28/06/2017
FUE_03-08_0000000120;ZV;FUENCARRAL - EL PARDO;COLONIA MINGORRUBIO 1ª FASE;C/ ALMENAS;433767,8135;4487222,559;"ETRS89 / UTM 
Zona 30N";-3,7820303;40,5330997;EN SERVICIO;;28/06/2017
FUE_03-08_0000000121;ZV;FUENCARRAL - EL PARDO;COLONIA MINGORRUBIO 1ª FASE;C/ ESCUADRÓN;433778,9948;4487403,26;"ETRS89 / UTM 
Zona 30N";-3,7819173;40,5347283;EN SERVICIO;;28/06/2017
FUE_03-08_0000000122;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA VAGUADA;;439774,8268;4481260,556;"ETRS89 / UTM 
Zona 30N";-3,7105414;40,4798503;EN SERVICIO;;28/06/2017
FUE_03-08_0000000123;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA VAGUADA;;439724,8267;4481228,056;"ETRS89 / UTM 
Zona 30N";-3,7111282;40,4795539;EN SERVICIO;;28/06/2017
FUE_03-08_0000000124;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA VAGUADA;;439739,4261;4481168,956;"ETRS89 / UTM 
Zona 30N";-3,7109503;40,4790226;EN SERVICIO;;28/06/2017
FUE_03-08_0000000125;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA VAGUADA;;439690,9263;4481157,456;"ETRS89 / UTM 
Zona 30N";-3,7115214;40,4789155;EN SERVICIO;;28/06/2017
FUE_03-08_0000000126;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA VAGUADA;;439675,1269;4481213,257;"ETRS89 / UTM 
Zona 30N";-3,7117131;40,479417;EN SERVICIO;;28/06/2017
FUE_03-08_0000000127;ZV;FUENCARRAL - EL PARDO;PARQUE DE LA ALCAZABA;C/MELCHOR FDEZ. ALMAGOR Nº52 ;440217,9924;4480814,83;"ETRS89 / UTM 
Zona 30N";-3,7052713;40,4758671;EN SERVICIO;;28/06/2017
FUE_03-08_0000000128;ZV;FUENCARRAL - EL PARDO;PZAS. INTERIORES Bº EL PILAR A;;440065,6233;4481056,551;"ETRS89 / UTM 
Zona 30N";-3,7070916;40,4780336;EN SERVICIO;;28/06/2017
FUE_03-08_0000000129;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 14;440975,5979;4481315,258;"ETRS89 / UTM 
Zona 30N";-3,6963807;40,4804293;EN SERVICIO;;28/06/2017
FUE_03-08_0000000130;ZV;FUENCARRAL - EL PARDO;PZA. - C/ ISLA AROSA C/ FERMIN CABALLERO;C/ISLA DE AROSA  Nº20;439295,6311;4481446,963;"ETRS89 / UTM 
Zona 30N";-3,7162125;40,4814946;EN SERVICIO;;28/06/2017
FUE_03-08_0000000131;ZV;FUENCARRAL - EL PARDO;PARQUE DEL PUEBLO DE EL PARDO;AV DE LA GUARDIA;434241,9993;4485734,446;"ETRS89 / UTM 
Zona 30N";-3,7762772;40,5197323;EN SERVICIO;;28/06/2017
FUE_03-08_0000000132;ZV;FUENCARRAL - EL PARDO;BRUNETE, 2-6;;434321,9957;4485326,843;"ETRS89 / UTM 
Zona 30N";-3,7752906;40,5160668;EN SERVICIO;;28/06/2017
FUE_03-08_0000000133;ZV;FUENCARRAL - EL PARDO;SUPERMANZANA 6 Bº PILAR C/A. LOPEZ AGUADO;C/ANTONIO LÓPEZ AGUADO Nº22;440407,925;4481462,949;"ETRS89 / UTM 
Zona 30N";-3,7030916;40,4817192;EN SERVICIO;;28/06/2017
FUE_03-08_0000000134;VP;FUENCARRAL - EL PARDO;CL BRAILLE Nº:15;;441093,6345;4482994,549;"ETRS89 / UTM 
Zona 30N";-3,6951444;40,4955654;EN SERVICIO;;28/06/2017
FUE_03-08_0000000135;VP;FUENCARRAL - EL PARDO;CL SANTA ANA BAJA Nº:39;;441529,4332;4483131,344;"ETRS89 / UTM 
Zona 30N";-3,6900145;40,4968285;EN SERVICIO;;28/06/2017
FUE_03-08_0000000136;VP;FUENCARRAL - EL PARDO;CL SANTA ANA BAJA Nº:13;;441644,3319;4483057,742;"ETRS89 / UTM 
Zona 30N";-3,6886519;40,4961735;EN SERVICIO;;28/06/2017
FUE_03-08_0000000137;VP;FUENCARRAL - EL PARDO;CL SANDALIO LOPEZ Nº:1;CV PZA DOCTOR CORTÉS;441601,3289;4482688,541;"ETRS89 / UTM 
Zona 30N";-3,6891253;40,4928446;EN SERVICIO;;28/06/2017
FUE_03-08_0000000138;VP;FUENCARRAL - EL PARDO;AV MONFORTE DE LEMOS Nº:195;;438890,8276;4480795,564;"ETRS89 / UTM 
Zona 30N";-3,7209253;40,4755969;EN SERVICIO;;28/06/2017
FUE_03-08_0000000140;VP;FUENCARRAL - EL PARDO;CL ISLA DE YESO, DE LA Nº:8;;438610,7324;4481154,17;"ETRS89 / UTM 
Zona 30N";-3,7242642;40,4788067;EN SERVICIO;;28/06/2017
FUE_03-08_0000000141;VP;FUENCARRAL - EL PARDO;C/ ARNEDILLO Nº 12;;440495,6435;4483644,56;"ETRS89 / UTM 
Zona 30N";-3,7022617;40,5013782;EN SERVICIO;;28/06/2017
FUE_03-08_0000000143;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 4;441425,3174;4481261,535;"ETRS89 / UTM 
Zona 30N";-3,6910703;40,4799771;EN SERVICIO;;28/06/2017
FUE_03-08_0000000144;ZV;FUENCARRAL - EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nº 4;441310,8184;4481293,837;"ETRS89 / UTM 
Zona 30N";-3,692424;40,4802601;EN SERVICIO;;28/06/2017
FUE_03-08_0000000145;VP;FUENCARRAL - EL PARDO;C/ ALGARROBO Nº 14;;440472,6432;4483588,46;"ETRS89 / UTM 
Zona 30N";-3,7025278;40,5008712;EN SERVICIO;;28/06/2017
FUE_03-08_0000000146;VP;FUENCARRAL - EL PARDO;Calle Sierra de atapuerca;cv Paseo san millán de la Cogolla;443553,3326;4484153,621;"ETRS89 / UTM 
Zona 30N";-3,666223;40,5061777;EN SERVICIO;;28/06/2017
FUE_03-08_0000000150;ZV;FUENCARRAL - EL PARDO;C/JOAQUÍN LORENZO FRENTE AL Nº 32;EN EL PARQUE DE ENFRENTE;438289,81;4480391,65;"ETRS89 / UTM 
Zona 30N";-3,7279759;40,4719139;EN SERVICIO;;28/06/2017
FUE_01-09_0000000001;ZV;MONCLOA-ARAVACA;PLAZA ESPAÑA;PLAZA ESPAÑA;439503,9271;4474906,253;"ETRS89 / UTM 
Zona 30N";-3,7131319;40,4225885;EN SERVICIO;;28/06/2017
FUE_01-09_0000000002;ZV;MONCLOA-ARAVACA;PLAZA ESPAÑA;PLAZA ESPAÑA;439597,5552;4474961,359;"ETRS89 / UTM 
Zona 30N";-3,7120335;40,4230917;EN SERVICIO;;28/06/2017
FUE_01-09_0000000003;ZV;MONCLOA-ARAVACA;PO PINTOR ROSALES, DEL Nº:50;PASEO DE PINTOR ROSALES;438751,0429;4475630,725;"ETRS89 / UTM 
Zona 30N";-3,7220761;40,4290597;EN SERVICIO;;28/06/2017
FUE_01-09_0000000004;VP;MONCLOA-ARAVACA;CL PRINCESA, DE LA Nº:71; ;439163,2171;4475932,507;"ETRS89 / UTM 
Zona 30N";-3,7172461;40,4318086;EN SERVICIO;;28/06/2017
FUE_01-09_0000000005;VP;MONCLOA-ARAVACA;PASEO DE PINTOR ROSALES ESQ PSO MORET;PASEO DE PINTOR ROSALES;438474,7556;4476018,3;"ETRS89 / UTM 
Zona 30N";-3,7253705;40,4325308;EN SERVICIO;;28/06/2017
