Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
23/06/2017;19:00;4;19;Muy buena / Oso ona;24;38;Muy buena / Oso ona;3;2;Muy buena / Oso ona;335;76;1019,4;41,1;21,3;0,84
23/06/2017;18:00;8;26;Muy buena / Oso ona;37;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;359;73;1019,1;96,7;21,5;0,94
23/06/2017;17:00;5;15;Muy buena / Oso ona;22;11;Muy buena / Oso ona;2;2;Muy buena / Oso ona;349;75;1019;195,1;21,5;1,63
23/06/2017;16:00;8;21;Muy buena / Oso ona;33;19;Muy buena / Oso ona;2;2;Muy buena / Oso ona;358;75;1019,2;213,9;21,6;1,66
23/06/2017;15:00;10;21;Muy buena / Oso ona;36;24;Muy buena / Oso ona;3;1;Muy buena / Oso ona;355;74;1019,1;191,7;21,7;1,98
23/06/2017;14:00;6;15;Muy buena / Oso ona;25;24;Muy buena / Oso ona;2;1;Muy buena / Oso ona;355;70;1018,9;341,6;22,5;1,43
23/06/2017;13:00;5;18;Muy buena / Oso ona;26;11;Muy buena / Oso ona;2;2;Muy buena / Oso ona;355;71;1019;336,5;22;1,22
23/06/2017;12:00;8;26;Muy buena / Oso ona;39;23;Muy buena / Oso ona;2;2;Muy buena / Oso ona;351;77;1019,3;176,5;21,2;1,61
23/06/2017;11:00;16;40;Muy buena / Oso ona;63;25;Muy buena / Oso ona;2;2;Muy buena / Oso ona;20;80;1019,3;91;20,9;0,97
23/06/2017;10:00;4;24;Muy buena / Oso ona;31;24;Muy buena / Oso ona;2;1;Muy buena / Oso ona;340;80;1019,4;156,3;21,3;0,65
23/06/2017;09:00;3;28;Muy buena / Oso ona;33;34;Muy buena / Oso ona;2;1;Muy buena / Oso ona;229;84;1019,4;211,2;20,8;0,6
23/06/2017;08:00;6;43;Muy buena / Oso ona;52;35;Muy buena / Oso ona;2;1;Muy buena / Oso ona;202;89;1019,2;109,7;19,9;0,58
23/06/2017;07:00;5;45;Muy buena / Oso ona;53;23;Muy buena / Oso ona;2;1;Muy buena / Oso ona;222;92;1018,9;45,8;19,2;0,63
23/06/2017;06:00;1;27;Muy buena / Oso ona;29;15;Muy buena / Oso ona;2;1;Muy buena / Oso ona;239;93;1018,6;20,1;18,9;0,68
23/06/2017;05:00;0;9;Muy buena / Oso ona;9;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;218;92;1018,4;1,6;18,9;0,36
23/06/2017;04:00;0;0;Muy buena / Oso ona;0;30;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;250;88;1018,2;0,2;19,4;0,45
23/06/2017;03:00;0;1;Muy buena / Oso ona;1;22;Muy buena / Oso ona;2;1;Muy buena / Oso ona;238;86;1018,1;0,2;19,8;0,78
23/06/2017;02:00;0;3;Muy buena / Oso ona;3;20;Muy buena / Oso ona;2;2;Muy buena / Oso ona;227;89;1018,2;0,2;19,7;0,73
23/06/2017;01:00;0;2;Muy buena / Oso ona;2;26;Muy buena / Oso ona;2;1;Muy buena / Oso ona;233;89;1018,3;0,2;19,6;0,9
22/06/2017;24:00;0;5;Muy buena / Oso ona;5;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;254;87;1018,2;0,2;20,1;0,74
22/06/2017;23:00;0;7;Muy buena / Oso ona;8;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;255;89;1017,9;0,2;20,1;0,37
22/06/2017;22:00;0;7;Muy buena / Oso ona;7;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;255;92;1017,5;0,2;19,9;0,48
22/06/2017;21:00;0;10;Muy buena / Oso ona;11;13;Muy buena / Oso ona;2;0;Muy buena / Oso ona;232;93;1017;0,3;19,7;0,52
22/06/2017;20:00;0;5;Muy buena / Oso ona;6;8;Muy buena / Oso ona;2;0;Muy buena / Oso ona;272;94;1016,6;5,5;19,5;0,74
22/06/2017;19:00;4;13;Muy buena / Oso ona;19;14;Muy buena / Oso ona;2;0;Muy buena / Oso ona;321;93;1016,3;13,6;19,8;0,75
22/06/2017;18:00;2;12;Muy buena / Oso ona;15;23;Muy buena / Oso ona;2;1;Muy buena / Oso ona;289;91;1015,7;22,4;20,1;1,03
22/06/2017;17:00;6;20;Muy buena / Oso ona;28;31;Muy buena / Oso ona;3;1;Muy buena / Oso ona;315;86;1015,5;38,2;20,8;0,92
22/06/2017;16:00;5;20;Muy buena / Oso ona;27;23;Muy buena / Oso ona;3;1;Muy buena / Oso ona;335;85;1015,6;57,2;21;1,56
22/06/2017;15:00;5;20;Muy buena / Oso ona;27;27;Muy buena / Oso ona;2;0;Muy buena / Oso ona;348;86;1015,5;87,8;21;1,96
22/06/2017;14:00;2;15;Muy buena / Oso ona;17;27;Muy buena / Oso ona;3;0;Muy buena / Oso ona;338;86;1015,2;129,7;21,1;2,09
22/06/2017;13:00;1;9;Muy buena / Oso ona;11;31;Muy buena / Oso ona;2;0;Muy buena / Oso ona;322;86;1015;165,3;21,2;1,77
22/06/2017;12:00;6;18;Muy buena / Oso ona;27;28;Muy buena / Oso ona;3;0;Muy buena / Oso ona;338;88;1014,7;148,2;21,2;1,53
22/06/2017;11:00;7;18;Muy buena / Oso ona;29;24;Muy buena / Oso ona;3;0;Muy buena / Oso ona;341;90;1014,4;139,3;20,9;1,59
22/06/2017;10:00;3;14;Muy buena / Oso ona;19;25;Muy buena / Oso ona;3;0;Muy buena / Oso ona;335;91;1014,5;109,3;20,7;1,4
22/06/2017;09:00;3;19;Muy buena / Oso ona;23;32;Muy buena / Oso ona;3;0;Muy buena / Oso ona;346;90;1014,3;72,1;21;1,84
22/06/2017;08:00;16;40;Muy buena / Oso ona;64;33;Muy buena / Oso ona;3;0;Muy buena / Oso ona;1;90;1013,7;96,3;21,3;1,27
22/06/2017;07:00;13;44;Muy buena / Oso ona;64;34;Muy buena / Oso ona;3;0;Muy buena / Oso ona;358;92;1013,3;46,8;20,9;1,55
22/06/2017;06:00;9;33;Muy buena / Oso ona;46;38;Muy buena / Oso ona;4;0;Muy buena / Oso ona;352;93;1012,8;14,7;20,7;1,46
22/06/2017;05:00;2;10;Muy buena / Oso ona;13;37;Muy buena / Oso ona;3;0;Muy buena / Oso ona;350;92;1012,5;1;21;1,53
22/06/2017;04:00;2;3;Muy buena / Oso ona;6;30;Muy buena / Oso ona;3;;Sin datos / Daturik gabe;332;92;1012,2;0,2;21,4;1,56
22/06/2017;03:00;1;4;Muy buena / Oso ona;7;21;Muy buena / Oso ona;4;0;Muy buena / Oso ona;330;92;1011,7;0,2;21,6;1,34
22/06/2017;02:00;2;9;Muy buena / Oso ona;12;22;Muy buena / Oso ona;5;0;Muy buena / Oso ona;314;89;1011,5;0,2;22,3;0,91
22/06/2017;01:00;5;21;Muy buena / Oso ona;29;26;Muy buena / Oso ona;16;1;Muy buena / Oso ona;360;85;1011,3;0,2;23,4;0,5
21/06/2017;24:00;5;27;Muy buena / Oso ona;35;27;Muy buena / Oso ona;17;1;Muy buena / Oso ona;318;82;1011,2;0,2;24,2;0,53
21/06/2017;23:00;6;30;Muy buena / Oso ona;38;25;Muy buena / Oso ona;21;1;Muy buena / Oso ona;318;79;1011,3;0,2;24,9;0,21
21/06/2017;22:00;4;32;Muy buena / Oso ona;37;23;Muy buena / Oso ona;12;0;Muy buena / Oso ona;350;76;1010,9;0,2;25,8;0,29
21/06/2017;21:00;7;26;Muy buena / Oso ona;36;32;Muy buena / Oso ona;8;0;Muy buena / Oso ona;326;71;1010,5;0,4;26,8;0,34
21/06/2017;20:00;1;21;Muy buena / Oso ona;22;32;Muy buena / Oso ona;3;0;Muy buena / Oso ona;321;65;1010,1;18,1;28,4;0,9
21/06/2017;19:00;5;35;Muy buena / Oso ona;43;40;Muy buena / Oso ona;4;0;Muy buena / Oso ona;332;55;1009,7;133,8;31,4;1,74
21/06/2017;18:00;10;73;Muy buena / Oso ona;89;48;Buena / Ona;3;0;Muy buena / Oso ona;6;44;1009,1;288,1;34,9;1,62
21/06/2017;17:00;11;60;Muy buena / Oso ona;77;31;Muy buena / Oso ona;3;0;Muy buena / Oso ona;42;42;1008,7;441,9;35,5;2,07
21/06/2017;16:00;11;52;Muy buena / Oso ona;69;33;Muy buena / Oso ona;3;1;Muy buena / Oso ona;46;43;1008,7;612;35,3;2,24
21/06/2017;15:00;11;47;Muy buena / Oso ona;63;38;Muy buena / Oso ona;3;0;Muy buena / Oso ona;18;45;1008,8;736,7;34,9;2,32
21/06/2017;14:00;10;44;Muy buena / Oso ona;59;32;Muy buena / Oso ona;3;0;Muy buena / Oso ona;19;44;1009,1;839,4;34,8;2,44
21/06/2017;13:00;11;55;Muy buena / Oso ona;72;39;Muy buena / Oso ona;4;0;Muy buena / Oso ona;30;43;1009,5;894,7;35,1;1,48
21/06/2017;12:00;12;47;Muy buena / Oso ona;65;42;Buena / Ona;5;0;Muy buena / Oso ona;3;43;1009,9;868;34,4;1,2
21/06/2017;11:00;10;39;Muy buena / Oso ona;55;30;Muy buena / Oso ona;6;0;Muy buena / Oso ona;95;43;1010,2;813,4;34;0,45
21/06/2017;10:00;8;35;Muy buena / Oso ona;48;31;Muy buena / Oso ona;3;0;Muy buena / Oso ona;206;49;1010,4;707,9;31,3;1,47
21/06/2017;09:00;11;40;Muy buena / Oso ona;56;33;Muy buena / Oso ona;3;0;Muy buena / Oso ona;208;54;1010,4;571,6;29;1,15
21/06/2017;08:00;14;46;Muy buena / Oso ona;66;34;Muy buena / Oso ona;3;0;Muy buena / Oso ona;197;61;1010,5;397;26,3;1,5
21/06/2017;07:00;13;45;Muy buena / Oso ona;65;27;Muy buena / Oso ona;3;0;Muy buena / Oso ona;203;67;1010,4;231;24,2;1,58
21/06/2017;06:00;10;45;Muy buena / Oso ona;60;19;Muy buena / Oso ona;4;0;Muy buena / Oso ona;199;73;1010,3;83,8;22,7;1,34
21/06/2017;05:00;4;31;Muy buena / Oso ona;37;20;Muy buena / Oso ona;3;0;Muy buena / Oso ona;201;78;1010,2;7,2;21,9;1,38
21/06/2017;04:00;1;21;Muy buena / Oso ona;22;20;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;200;80;1010,1;0,2;22;1,45
21/06/2017;03:00;2;16;Muy buena / Oso ona;20;14;Muy buena / Oso ona;7;0;Muy buena / Oso ona;196;81;1010,3;0,2;22,3;0,96
21/06/2017;02:00;2;17;Muy buena / Oso ona;20;28;Muy buena / Oso ona;14;0;Muy buena / Oso ona;175;79;1010,8;0,2;22,9;0,81
21/06/2017;01:00;6;15;Muy buena / Oso ona;24;29;Muy buena / Oso ona;21;0;Muy buena / Oso ona;184;78;1011,1;0,2;23,4;0,61
20/06/2017;24:00;4;25;Muy buena / Oso ona;30;25;Muy buena / Oso ona;4;0;Muy buena / Oso ona;204;77;1011,4;0,2;23,8;1,17
20/06/2017;23:00;3;34;Muy buena / Oso ona;39;32;Muy buena / Oso ona;6;0;Muy buena / Oso ona;202;76;1011,7;0,2;24;1,23
20/06/2017;22:00;9;43;Muy buena / Oso ona;56;41;Buena / Ona;44;0;Muy buena / Oso ona;148;73;1011,7;0,2;24,5;0,36
20/06/2017;21:00;8;40;Muy buena / Oso ona;53;44;Buena / Ona;45;0;Muy buena / Oso ona;141;68;1011,6;0,4;25,4;0,22
20/06/2017;20:00;3;45;Muy buena / Oso ona;49;46;Buena / Ona;9;0;Muy buena / Oso ona;74;57;1011,1;15;27,4;0,25
20/06/2017;19:00;4;30;Muy buena / Oso ona;37;31;Muy buena / Oso ona;3;0;Muy buena / Oso ona;328;50;1011;114,5;29,4;0,49
20/06/2017;18:00;9;51;Muy buena / Oso ona;64;25;Muy buena / Oso ona;3;0;Muy buena / Oso ona;13;50;1011;265,2;28,8;1,69
20/06/2017;17:00;10;41;Muy buena / Oso ona;55;29;Muy buena / Oso ona;3;0;Muy buena / Oso ona;350;53;1010,7;425,1;29;2,17
20/06/2017;16:00;7;34;Muy buena / Oso ona;44;12;Muy buena / Oso ona;3;0;Muy buena / Oso ona;358;54;1010,6;589;29,3;2,8
20/06/2017;15:00;11;46;Muy buena / Oso ona;63;76;Mejorable / Hobetzeko modukoa;3;0;Muy buena / Oso ona;3;50;1010,5;727,6;31,8;2,01
20/06/2017;14:00;4;13;Muy buena / Oso ona;18;18;Muy buena / Oso ona;3;1;Muy buena / Oso ona;224;36;1010,9;840,9;34,4;1,83
20/06/2017;13:00;3;12;Muy buena / Oso ona;17;17;Muy buena / Oso ona;3;0;Muy buena / Oso ona;229;41;1011,4;888,4;32,9;2,54
20/06/2017;12:00;2;15;Muy buena / Oso ona;19;34;Muy buena / Oso ona;3;0;Muy buena / Oso ona;225;44;1011,5;802,1;31,8;2,74
20/06/2017;11:00;4;18;Muy buena / Oso ona;24;32;Muy buena / Oso ona;3;0;Muy buena / Oso ona;226;45;1011,5;782,9;31,1;2,53
20/06/2017;10:00;7;29;Muy buena / Oso ona;40;33;Muy buena / Oso ona;3;0;Muy buena / Oso ona;213;46;1011,5;623,4;30,7;1,97
20/06/2017;09:00;11;45;Muy buena / Oso ona;62;27;Muy buena / Oso ona;4;0;Muy buena / Oso ona;179;49;1011,5;475,7;29,9;0,76
20/06/2017;08:00;39;67;Muy buena / Oso ona;127;39;Muy buena / Oso ona;7;1;Muy buena / Oso ona;160;55;1011,4;345,8;28,3;0,61
20/06/2017;07:00;28;69;Muy buena / Oso ona;112;38;Muy buena / Oso ona;13;1;Muy buena / Oso ona;151;60;1011,4;281;25,8;0,64
20/06/2017;06:00;21;70;Muy buena / Oso ona;102;29;Muy buena / Oso ona;6;1;Muy buena / Oso ona;202;65;1011,6;102,8;23,6;0,97
20/06/2017;05:00;4;35;Muy buena / Oso ona;41;18;Muy buena / Oso ona;20;0;Muy buena / Oso ona;225;67;1011,6;8;22,9;1,12
20/06/2017;04:00;6;22;Muy buena / Oso ona;31;22;Muy buena / Oso ona;51;;Sin datos / Daturik gabe;274;63;1011,2;0,2;24;0,13
20/06/2017;03:00;7;24;Muy buena / Oso ona;35;29;Muy buena / Oso ona;62;1;Muy buena / Oso ona;135;55;1011;0,2;25,7;0,12
20/06/2017;02:00;2;12;Muy buena / Oso ona;15;23;Muy buena / Oso ona;12;0;Muy buena / Oso ona;156;46;1010,6;0,2;27,7;1,07
20/06/2017;01:00;2;10;Muy buena / Oso ona;13;18;Muy buena / Oso ona;3;0;Muy buena / Oso ona;213;44;1010,3;0,2;28,2;1,62
19/06/2017;24:00;1;11;Muy buena / Oso ona;12;11;Muy buena / Oso ona;4;0;Muy buena / Oso ona;195;42;1010,1;0,2;28,6;1,16
19/06/2017;23:00;0;9;Muy buena / Oso ona;9;3;Muy buena / Oso ona;5;0;Muy buena / Oso ona;135;41;1011,4;0,2;29;1,22
19/06/2017;22:00;0;5;Muy buena / Oso ona;5;2;Muy buena / Oso ona;3;0;Muy buena / Oso ona;237;44;1012,2;0,2;28,4;0,86
19/06/2017;21:00;0;15;Muy buena / Oso ona;16;20;Muy buena / Oso ona;6;0;Muy buena / Oso ona;258;58;1012,7;0,2;26,7;0,35
19/06/2017;20:00;0;11;Muy buena / Oso ona;12;22;Muy buena / Oso ona;3;0;Muy buena / Oso ona;278;64;1012,9;8,8;26,3;1,15
19/06/2017;19:00;0;13;Muy buena / Oso ona;14;48;Buena / Ona;3;0;Muy buena / Oso ona;304;59;1010,8;88,1;28,6;0,86
19/06/2017;18:00;1;10;Muy buena / Oso ona;12;46;Buena / Ona;3;0;Muy buena / Oso ona;285;58;1009,8;184,1;28,7;1,42
19/06/2017;17:00;4;21;Muy buena / Oso ona;27;23;Muy buena / Oso ona;4;0;Muy buena / Oso ona;320;53;1009;387,1;29,9;1,74
19/06/2017;16:00;2;19;Muy buena / Oso ona;22;91;Mejorable / Hobetzeko modukoa;3;0;Muy buena / Oso ona;287;39;1008,1;633,8;35,4;2,32
19/06/2017;15:00;3;18;Muy buena / Oso ona;23;28;Muy buena / Oso ona;3;0;Muy buena / Oso ona;203;27;1007,8;769;38,5;1,9
19/06/2017;14:00;2;17;Muy buena / Oso ona;19;31;Muy buena / Oso ona;3;0;Muy buena / Oso ona;199;28;1008;882,1;38;1,67
19/06/2017;13:00;2;19;Muy buena / Oso ona;22;24;Muy buena / Oso ona;3;0;Muy buena / Oso ona;200;29;1008,2;961,2;36,8;2,65
19/06/2017;12:00;1;19;Muy buena / Oso ona;21;26;Muy buena / Oso ona;4;0;Muy buena / Oso ona;204;31;1008,4;941,6;35,8;2,27
19/06/2017;11:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;;;;
19/06/2017;10:00;4;19;Muy buena / Oso ona;25;29;Muy buena / Oso ona;2;0;Muy buena / Oso ona;212;35;1008,3;769,4;32,7;2,72
19/06/2017;09:00;3;20;Muy buena / Oso ona;25;20;Muy buena / Oso ona;2;0;Muy buena / Oso ona;211;35;1008,3;647;31,9;2,89
19/06/2017;08:00;6;30;Muy buena / Oso ona;39;18;Muy buena / Oso ona;3;0;Muy buena / Oso ona;214;36;1008,3;463;31,1;2,53
19/06/2017;07:00;43;64;Muy buena / Oso ona;130;9;Muy buena / Oso ona;9;0;Muy buena / Oso ona;194;43;1008;285,7;29,3;1,29
19/06/2017;06:00;58;48;Muy buena / Oso ona;136;20;Muy buena / Oso ona;36;0;Muy buena / Oso ona;343;75;1007,6;119,8;23,3;0,12
19/06/2017;05:00;24;23;Muy buena / Oso ona;59;20;Muy buena / Oso ona;66;0;Muy buena / Oso ona;332;93;1007,4;9,9;19,3;0,24
19/06/2017;04:00;12;23;Muy buena / Oso ona;42;13;Muy buena / Oso ona;49;;Sin datos / Daturik gabe;339;92;1007,5;0,2;19,5;0,33
19/06/2017;03:00;9;20;Muy buena / Oso ona;34;11;Muy buena / Oso ona;55;0;Muy buena / Oso ona;328;91;1007,7;0,2;20;0,25
19/06/2017;02:00;6;21;Muy buena / Oso ona;30;15;Muy buena / Oso ona;43;1;Muy buena / Oso ona;239;88;1008,1;0,2;20,9;0,05
19/06/2017;01:00;1;24;Muy buena / Oso ona;26;18;Muy buena / Oso ona;7;1;Muy buena / Oso ona;169;86;1008,6;0,2;21,9;0,47
18/06/2017;24:00;2;34;Muy buena / Oso ona;37;24;Muy buena / Oso ona;5;1;Muy buena / Oso ona;198;85;1009;0,2;22,2;1,05
18/06/2017;23:00;2;33;Muy buena / Oso ona;36;29;Muy buena / Oso ona;6;1;Muy buena / Oso ona;198;84;1009,2;0,2;22,3;0,84
18/06/2017;22:00;4;42;Muy buena / Oso ona;48;22;Muy buena / Oso ona;12;1;Muy buena / Oso ona;204;81;1009,2;0,2;22,8;0,33
18/06/2017;21:00;4;41;Muy buena / Oso ona;47;34;Muy buena / Oso ona;5;0;Muy buena / Oso ona;9;76;1009,1;0,3;23,6;0,21
18/06/2017;20:00;2;31;Muy buena / Oso ona;34;27;Muy buena / Oso ona;2;0;Muy buena / Oso ona;316;66;1008,9;16,1;26;0,62
18/06/2017;19:00;1;21;Muy buena / Oso ona;23;25;Muy buena / Oso ona;2;0;Muy buena / Oso ona;308;61;1009;141,8;27,7;0,94
18/06/2017;18:00;2;20;Muy buena / Oso ona;23;20;Muy buena / Oso ona;2;0;Muy buena / Oso ona;339;61;1009;298,7;27,3;1,37
18/06/2017;17:00;5;19;Muy buena / Oso ona;27;;Sin datos / Daturik gabe;2;0;Muy buena / Oso ona;348;64;1009,3;448,9;26,7;1,98
18/06/2017;16:00;4;20;Muy buena / Oso ona;26;33;Muy buena / Oso ona;2;0;Muy buena / Oso ona;6;70;1009,2;625;26,6;2,21
18/06/2017;15:00;2;15;Muy buena / Oso ona;19;37;Muy buena / Oso ona;2;1;Muy buena / Oso ona;349;66;1009,3;755,7;27,2;2,15
18/06/2017;14:00;5;18;Muy buena / Oso ona;25;35;Muy buena / Oso ona;2;0;Muy buena / Oso ona;353;63;1009,4;876,9;27,4;2,09
18/06/2017;13:00;4;18;Muy buena / Oso ona;24;31;Muy buena / Oso ona;2;0;Muy buena / Oso ona;348;61;1009,7;960,7;27,2;1,91
18/06/2017;12:00;6;25;Muy buena / Oso ona;35;30;Muy buena / Oso ona;2;0;Muy buena / Oso ona;357;59;1010,3;942,9;26,9;1,99
18/06/2017;11:00;6;27;Muy buena / Oso ona;35;24;Muy buena / Oso ona;2;0;Muy buena / Oso ona;10;61;1010,5;880,9;26,6;1,91
18/06/2017;10:00;3;18;Muy buena / Oso ona;22;25;Muy buena / Oso ona;3;0;Muy buena / Oso ona;11;61;1010,8;774,5;26,2;0,56
18/06/2017;09:00;3;19;Muy buena / Oso ona;24;22;Muy buena / Oso ona;2;0;Muy buena / Oso ona;160;67;1011;638,4;23,9;0,5
18/06/2017;08:00;5;18;Muy buena / Oso ona;26;22;Muy buena / Oso ona;2;0;Muy buena / Oso ona;199;76;1011,3;465,1;21,1;1,46
18/06/2017;07:00;4;19;Muy buena / Oso ona;26;19;Muy buena / Oso ona;2;1;Muy buena / Oso ona;203;84;1011,5;291,3;18,8;1,9
18/06/2017;06:00;2;17;Muy buena / Oso ona;20;14;Muy buena / Oso ona;2;0;Muy buena / Oso ona;201;89;1011,7;124,7;17,3;1,94
18/06/2017;05:00;1;16;Muy buena / Oso ona;17;15;Muy buena / Oso ona;2;1;Muy buena / Oso ona;198;92;1011,9;10,2;16,3;1,56
18/06/2017;04:00;0;20;Muy buena / Oso ona;20;13;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;203;92;1012;0,2;16,4;1,5
18/06/2017;03:00;1;33;Muy buena / Oso ona;34;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;199;91;1012,4;0,2;16,7;1,07
18/06/2017;02:00;2;25;Muy buena / Oso ona;28;13;Muy buena / Oso ona;3;1;Muy buena / Oso ona;212;89;1013;0,2;17,2;1,16
18/06/2017;01:00;1;35;Muy buena / Oso ona;36;18;Muy buena / Oso ona;3;1;Muy buena / Oso ona;213;88;1013,4;0,2;17,7;1,18
17/06/2017;24:00;5;30;Muy buena / Oso ona;38;14;Muy buena / Oso ona;6;0;Muy buena / Oso ona;186;86;1013,8;0,2;18,5;0,65
17/06/2017;23:00;8;39;Muy buena / Oso ona;52;18;Muy buena / Oso ona;23;1;Muy buena / Oso ona;149;86;1014,4;0,2;18,9;0,19
17/06/2017;22:00;9;22;Muy buena / Oso ona;37;21;Muy buena / Oso ona;56;1;Muy buena / Oso ona;159;83;1014,4;0,2;19,8;0,57
17/06/2017;21:00;4;38;Muy buena / Oso ona;44;33;Muy buena / Oso ona;11;0;Muy buena / Oso ona;208;76;1014,1;0,4;21,1;0,19
17/06/2017;20:00;1;24;Muy buena / Oso ona;26;28;Muy buena / Oso ona;2;0;Muy buena / Oso ona;311;67;1013,9;14,8;23,2;0,64
17/06/2017;19:00;2;18;Muy buena / Oso ona;21;31;Muy buena / Oso ona;2;0;Muy buena / Oso ona;320;56;1014;148,7;26,1;0,72
17/06/2017;18:00;11;34;Muy buena / Oso ona;50;18;Muy buena / Oso ona;2;0;Muy buena / Oso ona;16;56;1014,5;311,7;25,3;1,33
17/06/2017;17:00;5;16;Muy buena / Oso ona;23;7;Muy buena / Oso ona;2;0;Muy buena / Oso ona;9;60;1014,9;467,2;24,7;1,83
17/06/2017;16:00;6;18;Muy buena / Oso ona;28;25;Muy buena / Oso ona;2;0;Muy buena / Oso ona;4;74;1015,6;635,4;23,7;2,18
17/06/2017;15:00;5;13;Muy buena / Oso ona;20;26;Muy buena / Oso ona;2;0;Muy buena / Oso ona;17;73;1015,9;764,1;23,9;2,3
17/06/2017;14:00;3;7;Muy buena / Oso ona;12;24;Muy buena / Oso ona;2;0;Muy buena / Oso ona;354;75;1016,2;888,1;23,3;2,45
17/06/2017;13:00;3;9;Muy buena / Oso ona;13;28;Muy buena / Oso ona;2;1;Muy buena / Oso ona;333;75;1016,6;968,9;23,4;2,19
17/06/2017;12:00;9;19;Muy buena / Oso ona;34;28;Muy buena / Oso ona;2;1;Muy buena / Oso ona;2;76;1017,1;950,5;22,8;2,7
17/06/2017;11:00;12;24;Muy buena / Oso ona;43;35;Muy buena / Oso ona;2;1;Muy buena / Oso ona;359;74;1017,5;884,2;23,1;1,87
17/06/2017;10:00;4;10;Muy buena / Oso ona;16;30;Muy buena / Oso ona;3;2;Muy buena / Oso ona;276;76;1017,9;823,7;22,4;0,6
17/06/2017;09:00;3;14;Muy buena / Oso ona;19;28;Muy buena / Oso ona;3;2;Muy buena / Oso ona;215;84;1018,4;530;20,1;0,91
17/06/2017;08:00;12;29;Muy buena / Oso ona;46;28;Muy buena / Oso ona;3;2;Muy buena / Oso ona;213;91;1018,6;210;18;1,38
17/06/2017;07:00;12;28;Muy buena / Oso ona;46;19;Muy buena / Oso ona;2;1;Muy buena / Oso ona;207;94;1018,7;99,5;16,7;1,44
17/06/2017;06:00;11;31;Muy buena / Oso ona;47;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;213;95;1018,7;37,1;16,2;1,73
17/06/2017;05:00;7;32;Muy buena / Oso ona;43;25;Muy buena / Oso ona;3;1;Muy buena / Oso ona;205;94;1018,9;5,4;16;1,48
17/06/2017;04:00;1;20;Muy buena / Oso ona;21;16;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;205;94;1019,1;0,2;16,1;1,22
17/06/2017;03:00;0;16;Muy buena / Oso ona;17;19;Muy buena / Oso ona;5;1;Muy buena / Oso ona;213;94;1019,4;0,2;16,3;0,58
17/06/2017;02:00;2;15;Muy buena / Oso ona;18;13;Muy buena / Oso ona;9;1;Muy buena / Oso ona;244;94;1019,7;0,2;16,3;0,16
17/06/2017;01:00;0;11;Muy buena / Oso ona;12;11;Muy buena / Oso ona;7;1;Muy buena / Oso ona;324;92;1019,9;0,2;16,8;0,13
16/06/2017;24:00;1;12;Muy buena / Oso ona;13;13;Muy buena / Oso ona;8;1;Muy buena / Oso ona;319;91;1020,2;0,2;17,2;0,1
16/06/2017;23:00;0;13;Muy buena / Oso ona;13;15;Muy buena / Oso ona;2;1;Muy buena / Oso ona;352;89;1020,3;0,2;17,9;0,23
16/06/2017;22:00;2;12;Muy buena / Oso ona;15;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;329;85;1020,3;0,2;19;0,61
16/06/2017;21:00;5;23;Muy buena / Oso ona;30;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;24;84;1020,2;0,3;19,5;0,97
16/06/2017;20:00;6;23;Muy buena / Oso ona;32;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;28;83;1020,1;7,4;19,7;1
16/06/2017;19:00;9;24;Muy buena / Oso ona;38;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;358;83;1020;38,4;19,9;1,62
16/06/2017;18:00;10;24;Muy buena / Oso ona;39;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;3;82;1019,8;99,4;20,1;1,73
16/06/2017;17:00;16;28;Muy buena / Oso ona;53;17;Muy buena / Oso ona;2;0;Muy buena / Oso ona;6;81;1019,9;156;20,5;1,72
16/06/2017;16:00;13;29;Muy buena / Oso ona;48;20;Muy buena / Oso ona;2;1;Muy buena / Oso ona;8;81;1020,1;198,5;20,5;1,65
16/06/2017;15:00;10;25;Muy buena / Oso ona;40;21;Muy buena / Oso ona;2;1;Muy buena / Oso ona;25;82;1020,3;170,2;20,4;1,62
16/06/2017;14:00;9;27;Muy buena / Oso ona;41;23;Muy buena / Oso ona;2;1;Muy buena / Oso ona;7;82;1020,7;188,5;20,4;1,79
