Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
01/07/2017;01:00;0;0;Muy buena / Oso ona;0;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;223;88;1018,1;0,2;13,4;1,37
30/06/2017;24:00;0;0;Muy buena / Oso ona;0;17;Muy buena / Oso ona;2;2;Muy buena / Oso ona;234;83;1018,1;0,2;14,1;1,4
30/06/2017;23:00;0;2;Muy buena / Oso ona;2;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;225;80;1017,8;0,2;14,4;1,69
30/06/2017;22:00;0;1;Muy buena / Oso ona;1;18;Muy buena / Oso ona;2;2;Muy buena / Oso ona;237;79;1017,8;0,2;14,8;1,22
30/06/2017;21:00;0;3;Muy buena / Oso ona;4;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;233;78;1017,3;0,3;14,9;1,5
30/06/2017;20:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;2;1;Muy buena / Oso ona;235;73;1016,8;4,9;15,6;1,47
30/06/2017;19:00;2;6;Muy buena / Oso ona;9;5;Muy buena / Oso ona;2;2;Muy buena / Oso ona;241;78;1016,5;55;15,4;1,42
30/06/2017;18:00;1;6;Muy buena / Oso ona;9;22;Muy buena / Oso ona;3;1;Muy buena / Oso ona;272;81;1016;125,1;15,3;1,64
30/06/2017;17:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;2;1;Muy buena / Oso ona;292;68;1015,1;195,7;17,5;1,41
30/06/2017;16:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;285;68;1014,8;274,2;17,8;1,66
30/06/2017;15:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;282;72;1014,5;413,3;17,3;1,98
30/06/2017;14:00;2;5;Muy buena / Oso ona;7;4;Muy buena / Oso ona;2;2;Muy buena / Oso ona;264;80;1014;268,7;16,7;1,51
30/06/2017;13:00;0;4;Muy buena / Oso ona;4;26;Muy buena / Oso ona;2;1;Muy buena / Oso ona;272;79;1013,4;238,9;17;1,28
30/06/2017;12:00;0;4;Muy buena / Oso ona;5;5;Muy buena / Oso ona;2;1;Muy buena / Oso ona;275;69;1012,6;441,8;18,6;2,11
30/06/2017;11:00;4;15;Muy buena / Oso ona;22;16;Muy buena / Oso ona;2;2;Muy buena / Oso ona;241;76;1012,1;538,3;17,9;1,79
30/06/2017;10:00;2;17;Muy buena / Oso ona;20;22;Muy buena / Oso ona;2;1;Muy buena / Oso ona;229;76;1011,7;191,8;16,7;1,54
30/06/2017;09:00;2;20;Muy buena / Oso ona;24;6;Muy buena / Oso ona;2;2;Muy buena / Oso ona;229;77;1011,2;214,3;15,9;1,93
30/06/2017;08:00;5;26;Muy buena / Oso ona;33;11;Muy buena / Oso ona;2;1;Muy buena / Oso ona;226;81;1010,6;148;14,9;1,71
30/06/2017;07:00;21;41;Muy buena / Oso ona;73;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;231;88;1009,9;61,3;14,2;0,5
30/06/2017;06:00;25;36;Muy buena / Oso ona;74;18;Muy buena / Oso ona;2;2;Muy buena / Oso ona;198;90;1009,4;24,1;13,6;0,65
30/06/2017;05:00;4;33;Muy buena / Oso ona;39;21;Muy buena / Oso ona;2;1;Muy buena / Oso ona;208;88;1009;0,9;13,5;1,35
30/06/2017;04:00;1;25;Muy buena / Oso ona;26;17;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;221;84;1008,2;0,2;14;1,23
30/06/2017;03:00;0;20;Muy buena / Oso ona;20;12;Muy buena / Oso ona;2;1;Muy buena / Oso ona;205;85;1008,1;0,2;14,1;0,86
30/06/2017;02:00;0;15;Muy buena / Oso ona;15;8;Muy buena / Oso ona;2;0;Muy buena / Oso ona;205;88;1008,4;0,2;13,7;1,21
30/06/2017;01:00;0;21;Muy buena / Oso ona;21;14;Muy buena / Oso ona;3;1;Muy buena / Oso ona;206;89;1008,8;0,2;13,8;1,3
29/06/2017;24:00;0;24;Muy buena / Oso ona;24;13;Muy buena / Oso ona;2;1;Muy buena / Oso ona;211;87;1009;0,2;14,1;1,35
29/06/2017;23:00;0;24;Muy buena / Oso ona;24;33;Muy buena / Oso ona;3;1;Muy buena / Oso ona;211;79;1008,8;0,2;14,9;1,06
29/06/2017;22:00;1;14;Muy buena / Oso ona;16;8;Muy buena / Oso ona;2;0;Muy buena / Oso ona;225;73;1008,7;0,2;15,7;0,94
29/06/2017;21:00;2;30;Muy buena / Oso ona;32;23;Muy buena / Oso ona;2;1;Muy buena / Oso ona;218;80;1008,2;0,3;16,1;1,03
29/06/2017;20:00;2;23;Muy buena / Oso ona;26;19;Muy buena / Oso ona;4;1;Muy buena / Oso ona;227;79;1007,5;19,8;16,9;0,76
29/06/2017;19:00;4;15;Muy buena / Oso ona;21;22;Muy buena / Oso ona;8;1;Muy buena / Oso ona;233;76;1007,2;64,8;17,2;0,59
29/06/2017;18:00;6;26;Muy buena / Oso ona;36;15;Muy buena / Oso ona;11;1;Muy buena / Oso ona;157;79;1007,1;100,9;16,9;0,75
29/06/2017;17:00;2;16;Muy buena / Oso ona;19;27;Muy buena / Oso ona;2;1;Muy buena / Oso ona;280;80;1007,1;210,4;16,2;0,36
29/06/2017;16:00;4;14;Muy buena / Oso ona;20;19;Muy buena / Oso ona;2;1;Muy buena / Oso ona;326;64;1006,8;197,3;18,8;1,67
29/06/2017;15:00;2;7;Muy buena / Oso ona;10;28;Muy buena / Oso ona;2;1;Muy buena / Oso ona;285;72;1006,9;528,3;18,2;0,57
29/06/2017;14:00;2;8;Muy buena / Oso ona;10;31;Muy buena / Oso ona;2;1;Muy buena / Oso ona;314;61;1006,8;308,4;18,9;2,95
29/06/2017;13:00;3;11;Muy buena / Oso ona;15;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;341;57;1006,6;873,2;19,6;3,82
29/06/2017;12:00;1;7;Muy buena / Oso ona;8;29;Muy buena / Oso ona;2;1;Muy buena / Oso ona;335;54;1006,7;622,2;19,6;3,12
29/06/2017;11:00;2;10;Muy buena / Oso ona;14;17;Muy buena / Oso ona;2;0;Muy buena / Oso ona;281;52;1006,8;408,1;19,2;0,97
29/06/2017;10:00;5;8;Muy buena / Oso ona;16;11;Muy buena / Oso ona;2;1;Muy buena / Oso ona;271;53;1006,5;255;18,1;1,77
29/06/2017;09:00;3;11;Muy buena / Oso ona;15;6;Muy buena / Oso ona;2;0;Muy buena / Oso ona;269;55;1006,3;227,8;17,9;1,88
29/06/2017;08:00;9;31;Muy buena / Oso ona;45;22;Muy buena / Oso ona;3;1;Muy buena / Oso ona;231;58;1006,1;200,2;17,5;1,12
29/06/2017;07:00;2;18;Muy buena / Oso ona;21;10;Muy buena / Oso ona;2;1;Muy buena / Oso ona;233;58;1005,9;90,3;17;0,99
29/06/2017;06:00;2;16;Muy buena / Oso ona;18;10;Muy buena / Oso ona;2;1;Muy buena / Oso ona;240;57;1005,9;76,5;16,8;0,81
29/06/2017;05:00;0;15;Muy buena / Oso ona;15;7;Muy buena / Oso ona;2;1;Muy buena / Oso ona;221;61;1005,7;6;16,2;0,88
29/06/2017;04:00;0;3;Muy buena / Oso ona;3;7;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;224;60;1005,6;0,2;16,6;0,84
29/06/2017;03:00;0;1;Muy buena / Oso ona;1;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;241;60;1005,7;0,2;16,7;0,79
29/06/2017;02:00;0;0;Muy buena / Oso ona;0;4;Muy buena / Oso ona;2;1;Muy buena / Oso ona;234;62;1005,8;0,2;16,6;0,93
29/06/2017;01:00;0;0;Muy buena / Oso ona;0;12;Muy buena / Oso ona;2;1;Muy buena / Oso ona;252;63;1006,1;0,2;17;1,59
28/06/2017;24:00;0;0;Muy buena / Oso ona;0;10;Muy buena / Oso ona;2;1;Muy buena / Oso ona;274;62;1006;0,2;17,4;1,56
28/06/2017;23:00;0;0;Muy buena / Oso ona;0;9;Muy buena / Oso ona;2;0;Muy buena / Oso ona;276;67;1006,1;0,2;17,3;1,73
28/06/2017;22:00;0;1;Muy buena / Oso ona;1;18;Muy buena / Oso ona;2;1;Muy buena / Oso ona;281;69;1006;0,2;17,1;2,01
28/06/2017;21:00;0;2;Muy buena / Oso ona;2;24;Muy buena / Oso ona;2;0;Muy buena / Oso ona;287;65;1004,9;0,3;17,8;2,55
28/06/2017;20:00;1;3;Muy buena / Oso ona;4;20;Muy buena / Oso ona;2;0;Muy buena / Oso ona;286;58;1003,8;6,3;19,1;3,16
28/06/2017;19:00;2;7;Muy buena / Oso ona;10;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;278;59;1003,3;32,9;19,8;1,7
28/06/2017;18:00;1;5;Muy buena / Oso ona;5;11;Muy buena / Oso ona;2;1;Muy buena / Oso ona;280;63;1002,5;58,5;20,1;2,1
28/06/2017;17:00;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona;2;1;Muy buena / Oso ona;333;68;1001,6;129,5;20,1;2,99
28/06/2017;16:00;5;14;Muy buena / Oso ona;21;20;Muy buena / Oso ona;2;1;Muy buena / Oso ona;345;68;1001,7;215,6;20,8;2,98
28/06/2017;15:00;3;14;Muy buena / Oso ona;19;15;Muy buena / Oso ona;2;2;Muy buena / Oso ona;334;65;1001,4;146,9;21,2;1,37
28/06/2017;14:00;6;18;Muy buena / Oso ona;27;5;Muy buena / Oso ona;2;1;Muy buena / Oso ona;352;67;1001;393,2;21,4;1,3
28/06/2017;13:00;9;22;Muy buena / Oso ona;35;5;Muy buena / Oso ona;3;2;Muy buena / Oso ona;350;77;1001,2;443,3;20;2,08
28/06/2017;12:00;6;19;Muy buena / Oso ona;28;30;Muy buena / Oso ona;2;1;Muy buena / Oso ona;340;82;1001,4;213,5;19,5;2,99
28/06/2017;11:00;7;18;Muy buena / Oso ona;28;31;Muy buena / Oso ona;2;1;Muy buena / Oso ona;295;56;1000,3;179,1;23,9;0,72
28/06/2017;10:00;4;12;Muy buena / Oso ona;18;6;Muy buena / Oso ona;2;1;Muy buena / Oso ona;219;54;1000,1;542,7;24,1;1,65
28/06/2017;09:00;6;13;Muy buena / Oso ona;22;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;222;62;999,7;655,4;22,8;2,85
28/06/2017;08:00;16;26;Muy buena / Oso ona;50;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;209;72;1000,2;421,4;20,8;1,29
28/06/2017;07:00;23;37;Muy buena / Oso ona;71;8;Muy buena / Oso ona;3;1;Muy buena / Oso ona;127;85;1001;191,4;18,8;1,06
28/06/2017;06:00;19;37;Muy buena / Oso ona;66;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;122;90;1001,8;70,8;17,6;0,31
28/06/2017;05:00;10;25;Muy buena / Oso ona;41;8;Muy buena / Oso ona;4;2;Muy buena / Oso ona;161;91;1002,3;5,3;17,1;0,59
28/06/2017;04:00;1;15;Muy buena / Oso ona;17;5;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;217;91;1002,8;0,2;17,4;1,07
28/06/2017;03:00;1;14;Muy buena / Oso ona;15;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;214;92;1003,4;0,2;17,5;0,54
28/06/2017;02:00;1;13;Muy buena / Oso ona;14;7;Muy buena / Oso ona;2;1;Muy buena / Oso ona;226;92;1004,1;0,2;17,6;1,02
28/06/2017;01:00;0;15;Muy buena / Oso ona;16;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;227;92;1004,9;0,2;17,9;1,23
27/06/2017;24:00;1;17;Muy buena / Oso ona;19;13;Muy buena / Oso ona;2;1;Muy buena / Oso ona;222;90;1004,9;0,2;18,2;1,4
27/06/2017;23:00;2;27;Muy buena / Oso ona;30;4;Muy buena / Oso ona;3;1;Muy buena / Oso ona;211;88;1005,4;0,2;18,7;1,3
27/06/2017;22:00;4;24;Muy buena / Oso ona;31;8;Muy buena / Oso ona;6;1;Muy buena / Oso ona;203;87;1005,6;0,2;19;1,04
27/06/2017;21:00;5;19;Muy buena / Oso ona;26;16;Muy buena / Oso ona;18;1;Muy buena / Oso ona;199;84;1005,2;0,3;19,6;0,19
27/06/2017;20:00;1;10;Muy buena / Oso ona;12;8;Muy buena / Oso ona;2;1;Muy buena / Oso ona;274;77;1004,7;20,7;20,9;0,55
27/06/2017;19:00;8;15;Muy buena / Oso ona;27;10;Muy buena / Oso ona;2;1;Muy buena / Oso ona;335;74;1004,6;113,6;21,6;1,38
27/06/2017;18:00;1;5;Muy buena / Oso ona;7;3;Muy buena / Oso ona;2;1;Muy buena / Oso ona;291;72;1004,6;347,9;22,2;1,34
27/06/2017;17:00;3;11;Muy buena / Oso ona;15;2;Muy buena / Oso ona;2;1;Muy buena / Oso ona;321;81;1004,8;195,3;20,9;1,58
27/06/2017;16:00;5;14;Muy buena / Oso ona;22;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;276;87;1005,5;209,5;20,1;0,35
27/06/2017;15:00;1;8;Muy buena / Oso ona;9;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;309;85;1005,5;89,9;20,1;1,44
27/06/2017;14:00;3;8;Muy buena / Oso ona;12;14;Muy buena / Oso ona;3;1;Muy buena / Oso ona;322;84;1004,9;60,3;20,4;1,54
27/06/2017;13:00;5;10;Muy buena / Oso ona;17;17;Muy buena / Oso ona;2;1;Muy buena / Oso ona;339;78;1004,4;343,1;21,8;3,15
27/06/2017;12:00;6;13;Muy buena / Oso ona;22;16;Muy buena / Oso ona;2;1;Muy buena / Oso ona;339;75;1004,3;279,6;22;1,94
27/06/2017;11:00;5;18;Muy buena / Oso ona;25;14;Muy buena / Oso ona;2;2;Muy buena / Oso ona;334;73;1004;288,2;22,4;1,07
27/06/2017;10:00;11;24;Muy buena / Oso ona;39;29;Muy buena / Oso ona;2;1;Muy buena / Oso ona;325;77;1004,3;208,3;21,6;0,93
27/06/2017;09:00;9;21;Muy buena / Oso ona;35;12;Muy buena / Oso ona;4;1;Muy buena / Oso ona;328;80;1004,5;215,9;21,4;0,84
27/06/2017;08:00;23;25;Muy buena / Oso ona;60;15;Muy buena / Oso ona;8;1;Muy buena / Oso ona;155;85;1004,7;230;20,8;0,21
27/06/2017;07:00;36;24;Muy buena / Oso ona;79;17;Muy buena / Oso ona;5;1;Muy buena / Oso ona;216;91;1005;96,4;19,5;0,56
27/06/2017;06:00;24;19;Muy buena / Oso ona;55;14;Muy buena / Oso ona;3;1;Muy buena / Oso ona;259;93;1005;34,9;18,9;0,43
27/06/2017;05:00;15;16;Muy buena / Oso ona;39;11;Muy buena / Oso ona;3;1;Muy buena / Oso ona;289;93;1005,2;6,8;18,7;0,39
27/06/2017;04:00;6;16;Muy buena / Oso ona;25;13;Muy buena / Oso ona;2;;Sin datos / Daturik gabe;274;93;1005,7;0,2;18,7;0,34
27/06/2017;03:00;5;19;Muy buena / Oso ona;26;9;Muy buena / Oso ona;2;1;Muy buena / Oso ona;231;93;1006,1;0,2;19,1;0,43
27/06/2017;02:00;2;18;Muy buena / Oso ona;20;11;Muy buena / Oso ona;3;2;Muy buena / Oso ona;239;92;1006,4;0,2;19,3;0,53
27/06/2017;01:00;3;20;Muy buena / Oso ona;24;10;Muy buena / Oso ona;2;2;Muy buena / Oso ona;199;92;1006,8;0,2;19,3;0,65
26/06/2017;24:00;3;23;Muy buena / Oso ona;27;13;Muy buena / Oso ona;3;1;Muy buena / Oso ona;213;92;1007,2;0,2;19,6;0,88
26/06/2017;23:00;5;20;Muy buena / Oso ona;28;17;Muy buena / Oso ona;8;2;Muy buena / Oso ona;209;90;1007,6;0,2;20;0,79
26/06/2017;22:00;5;22;Muy buena / Oso ona;30;14;Muy buena / Oso ona;3;2;Muy buena / Oso ona;255;87;1008;0,2;20,3;0,11
26/06/2017;21:00;2;12;Muy buena / Oso ona;15;10;Muy buena / Oso ona;2;2;Muy buena / Oso ona;301;84;1007,8;0,3;21;0,78
26/06/2017;20:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;2;2;Muy buena / Oso ona;282;81;1007,6;20,6;22;0,75
26/06/2017;19:00;10;21;Muy buena / Oso ona;36;6;Muy buena / Oso ona;3;2;Muy buena / Oso ona;7;83;1007,5;56,6;22,1;0,39
26/06/2017;18:00;7;25;Muy buena / Oso ona;35;12;Muy buena / Oso ona;3;1;Muy buena / Oso ona;133;85;1007,4;165,7;22,3;0,71
26/06/2017;17:00;5;15;Muy buena / Oso ona;22;15;Muy buena / Oso ona;2;2;Muy buena / Oso ona;317;83;1007,4;69;22;1,07
26/06/2017;16:00;3;11;Muy buena / Oso ona;15;17;Muy buena / Oso ona;3;2;Muy buena / Oso ona;338;80;1007,1;216,1;22,6;2,55
26/06/2017;15:00;3;10;Muy buena / Oso ona;15;7;Muy buena / Oso ona;2;2;Muy buena / Oso ona;333;76;1006,9;451,1;23,1;2,23
26/06/2017;14:00;0;9;Muy buena / Oso ona;9;15;Muy buena / Oso ona;3;2;Muy buena / Oso ona;317;78;1006,7;313,7;23,1;2,26
26/06/2017;13:00;3;13;Muy buena / Oso ona;18;25;Muy buena / Oso ona;2;2;Muy buena / Oso ona;304;76;1006,3;685,8;24,1;1,97
26/06/2017;12:00;4;13;Muy buena / Oso ona;19;46;Buena / Ona;2;1;Muy buena / Oso ona;306;69;1006,1;440,9;24,2;1,88
26/06/2017;11:00;6;11;Muy buena / Oso ona;20;7;Muy buena / Oso ona;2;1;Muy buena / Oso ona;211;54;1005,2;824,4;27,3;1,31
26/06/2017;10:00;8;21;Muy buena / Oso ona;34;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;214;65;1005,3;641,7;25,7;1,5
26/06/2017;09:00;24;29;Muy buena / Oso ona;66;20;Muy buena / Oso ona;3;2;Muy buena / Oso ona;182;83;1005;470,5;23,4;0,66
26/06/2017;08:00;40;33;Muy buena / Oso ona;93;30;Muy buena / Oso ona;4;2;Muy buena / Oso ona;212;94;1005,3;171,4;20,5;1,45
26/06/2017;07:00;55;34;Muy buena / Oso ona;118;26;Muy buena / Oso ona;4;3;Muy buena / Oso ona;212;95;1005,7;69,8;20;0,98
26/06/2017;06:00;22;26;Muy buena / Oso ona;60;21;Muy buena / Oso ona;5;2;Muy buena / Oso ona;231;95;1005,4;29,8;19,6;0,75
26/06/2017;05:00;8;24;Muy buena / Oso ona;35;13;Muy buena / Oso ona;7;2;Muy buena / Oso ona;275;95;1005,4;3,4;19,6;0,34
26/06/2017;04:00;9;25;Muy buena / Oso ona;40;19;Muy buena / Oso ona;5;;Sin datos / Daturik gabe;231;94;1005,4;0,2;19,6;0,66
26/06/2017;03:00;1;12;Muy buena / Oso ona;13;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;230;94;1006,7;0,2;19,7;0,58
26/06/2017;02:00;0;10;Muy buena / Oso ona;11;11;Muy buena / Oso ona;3;2;Muy buena / Oso ona;255;94;1006,7;0,2;19,8;1,73
26/06/2017;01:00;3;18;Muy buena / Oso ona;23;9;Muy buena / Oso ona;4;2;Muy buena / Oso ona;287;93;1006,3;0,2;19,9;0,81
25/06/2017;24:00;3;23;Muy buena / Oso ona;27;10;Muy buena / Oso ona;4;2;Muy buena / Oso ona;148;93;1008,3;0,2;20,1;0,6
25/06/2017;23:00;2;22;Muy buena / Oso ona;26;9;Muy buena / Oso ona;5;2;Muy buena / Oso ona;185;92;1009,1;0,2;20,2;0,23
25/06/2017;22:00;1;24;Muy buena / Oso ona;25;12;Muy buena / Oso ona;2;2;Muy buena / Oso ona;200;91;1009,9;0,2;20,3;0,71
25/06/2017;21:00;2;13;Muy buena / Oso ona;17;9;Muy buena / Oso ona;2;2;Muy buena / Oso ona;271;90;1010,4;0,2;20,5;0,9
25/06/2017;20:00;1;15;Muy buena / Oso ona;16;16;Muy buena / Oso ona;2;2;Muy buena / Oso ona;266;87;1010,4;2,9;21;0,69
25/06/2017;19:00;8;21;Muy buena / Oso ona;32;20;Muy buena / Oso ona;3;2;Muy buena / Oso ona;18;81;1010,1;22,2;21,8;0,94
25/06/2017;18:00;1;9;Muy buena / Oso ona;10;13;Muy buena / Oso ona;3;2;Muy buena / Oso ona;339;77;1010,3;67,3;22,5;1,25
25/06/2017;17:00;5;16;Muy buena / Oso ona;24;26;Muy buena / Oso ona;3;2;Muy buena / Oso ona;353;73;1010,7;128,1;23,1;2,08
25/06/2017;16:00;7;19;Muy buena / Oso ona;29;13;Muy buena / Oso ona;2;2;Muy buena / Oso ona;36;65;1011,1;333,7;24,5;1,1
25/06/2017;15:00;6;10;Muy buena / Oso ona;19;16;Muy buena / Oso ona;2;2;Muy buena / Oso ona;20;66;1011,8;214,9;24;0,74
25/06/2017;14:00;3;11;Muy buena / Oso ona;15;16;Muy buena / Oso ona;3;2;Muy buena / Oso ona;33;63;1012,4;339,9;23,9;1,74
25/06/2017;13:00;5;15;Muy buena / Oso ona;23;10;Muy buena / Oso ona;3;1;Muy buena / Oso ona;47;61;1013,1;696,8;24;1,99
25/06/2017;12:00;10;17;Muy buena / Oso ona;33;11;Muy buena / Oso ona;3;1;Muy buena / Oso ona;43;63;1013,8;526,1;23,4;1,97
25/06/2017;11:00;7;15;Muy buena / Oso ona;25;10;Muy buena / Oso ona;3;2;Muy buena / Oso ona;53;63;1014,2;549,1;23;1,48
25/06/2017;10:00;6;16;Muy buena / Oso ona;25;6;Muy buena / Oso ona;3;1;Muy buena / Oso ona;43;63;1014,6;525,1;22,6;1,86
25/06/2017;09:00;5;12;Muy buena / Oso ona;19;6;Muy buena / Oso ona;4;2;Muy buena / Oso ona;43;69;1015;638,3;22,3;0,84
25/06/2017;08:00;11;20;Muy buena / Oso ona;37;26;Muy buena / Oso ona;19;2;Muy buena / Oso ona;340;82;1015,3;294;19,7;0,37
25/06/2017;07:00;8;27;Muy buena / Oso ona;38;18;Muy buena / Oso ona;4;2;Muy buena / Oso ona;167;87;1015,7;53,2;18,2;0,4
25/06/2017;06:00;1;14;Muy buena / Oso ona;16;14;Muy buena / Oso ona;6;1;Muy buena / Oso ona;261;89;1015,9;17;17,8;0,37
25/06/2017;05:00;0;15;Muy buena / Oso ona;15;9;Muy buena / Oso ona;5;2;Muy buena / Oso ona;220;89;1015,5;7,3;17,4;0,79
25/06/2017;04:00;2;14;Muy buena / Oso ona;18;10;Muy buena / Oso ona;14;;Sin datos / Daturik gabe;191;89;1015,9;0,2;17,3;0,41
25/06/2017;03:00;4;14;Muy buena / Oso ona;19;8;Muy buena / Oso ona;10;1;Muy buena / Oso ona;206;89;1016,1;0,2;17,5;0,17
25/06/2017;02:00;2;13;Muy buena / Oso ona;17;7;Muy buena / Oso ona;6;2;Muy buena / Oso ona;114;88;1016,6;0,2;17,9;0,08
25/06/2017;01:00;11;15;Muy buena / Oso ona;33;7;Muy buena / Oso ona;18;1;Muy buena / Oso ona;338;85;1017;0,2;18,5;0,1
24/06/2017;24:00;4;15;Muy buena / Oso ona;21;14;Muy buena / Oso ona;6;1;Muy buena / Oso ona;152;80;1017,6;0,2;19,6;0,25
24/06/2017;23:00;0;7;Muy buena / Oso ona;8;11;Muy buena / Oso ona;2;1;Muy buena / Oso ona;285;76;1018,1;0,2;20,4;0,58
24/06/2017;22:00;0;5;Muy buena / Oso ona;5;9;Muy buena / Oso ona;2;2;Muy buena / Oso ona;301;76;1018,1;0,2;20,6;0,87
24/06/2017;21:00;9;19;Muy buena / Oso ona;33;8;Muy buena / Oso ona;2;2;Muy buena / Oso ona;346;75;1017,8;0,9;20,7;1,44
24/06/2017;20:00;7;20;Muy buena / Oso ona;30;11;Muy buena / Oso ona;3;2;Muy buena / Oso ona;352;75;1017,2;30,8;21;1,81
24/06/2017;19:00;8;22;Muy buena / Oso ona;34;21;Muy buena / Oso ona;2;1;Muy buena / Oso ona;360;74;1016,8;87,1;21,4;1,69
24/06/2017;18:00;8;18;Muy buena / Oso ona;30;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;4;71;1016,8;170,9;21,6;1,87
24/06/2017;17:00;6;14;Muy buena / Oso ona;23;11;Muy buena / Oso ona;2;2;Muy buena / Oso ona;3;74;1017,1;250,2;21,6;2,36
24/06/2017;16:00;3;9;Muy buena / Oso ona;14;26;Muy buena / Oso ona;2;1;Muy buena / Oso ona;349;72;1017,2;244,3;21,9;3,02
24/06/2017;15:00;2;9;Muy buena / Oso ona;13;14;Muy buena / Oso ona;3;1;Muy buena / Oso ona;352;64;1017;531,9;23,1;2,66
24/06/2017;14:00;2;9;Muy buena / Oso ona;12;28;Muy buena / Oso ona;3;1;Muy buena / Oso ona;355;61;1017;612,9;23,6;2,64
24/06/2017;13:00;4;16;Muy buena / Oso ona;22;6;Muy buena / Oso ona;3;1;Muy buena / Oso ona;356;60;1017,2;462,1;23,4;2,41
24/06/2017;12:00;4;18;Muy buena / Oso ona;25;15;Muy buena / Oso ona;3;2;Muy buena / Oso ona;27;61;1017,3;469,3;23,5;1,68
24/06/2017;11:00;5;18;Muy buena / Oso ona;25;21;Muy buena / Oso ona;3;1;Muy buena / Oso ona;8;60;1017,3;471,4;23,6;1,55
24/06/2017;10:00;8;22;Muy buena / Oso ona;34;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;71;60;1017,3;737,2;23,5;1,38
24/06/2017;09:00;6;19;Muy buena / Oso ona;28;7;Muy buena / Oso ona;3;1;Muy buena / Oso ona;56;64;1017,6;397,9;22,6;1,19
24/06/2017;08:00;7;19;Muy buena / Oso ona;29;9;Muy buena / Oso ona;4;2;Muy buena / Oso ona;78;67;1017,8;424,5;23,3;0,6
24/06/2017;07:00;7;18;Muy buena / Oso ona;29;15;Muy buena / Oso ona;6;2;Muy buena / Oso ona;128;78;1017,8;251,9;22,2;0,32
24/06/2017;06:00;2;15;Muy buena / Oso ona;18;28;Muy buena / Oso ona;8;2;Muy buena / Oso ona;211;88;1017,8;43,5;19,4;0,19
24/06/2017;05:00;3;14;Muy buena / Oso ona;19;24;Muy buena / Oso ona;14;2;Muy buena / Oso ona;169;88;1017,8;2,3;19,2;0,46
24/06/2017;04:00;7;14;Muy buena / Oso ona;24;32;Muy buena / Oso ona;25;;Sin datos / Daturik gabe;302;88;1018,1;0,2;19,4;0,28
24/06/2017;03:00;5;12;Muy buena / Oso ona;20;25;Muy buena / Oso ona;23;2;Muy buena / Oso ona;189;88;1018,5;0,2;19,2;0,43
24/06/2017;02:00;9;24;Muy buena / Oso ona;37;62;Mejorable / Hobetzeko modukoa;9;3;Muy buena / Oso ona;193;88;1019,3;0,2;19,6;0,17
24/06/2017;01:00;6;26;Muy buena / Oso ona;36;73;Mejorable / Hobetzeko modukoa;10;3;Muy buena / Oso ona;22;87;1019,8;0,2;19,5;0,02
23/06/2017;24:00;5;24;Muy buena / Oso ona;32;68;Mejorable / Hobetzeko modukoa;11;2;Muy buena / Oso ona;229;87;1020,1;0,2;19,6;0,32
23/06/2017;23:00;5;30;Muy buena / Oso ona;37;73;Mejorable / Hobetzeko modukoa;8;3;Muy buena / Oso ona;281;85;1020,3;0,2;19,7;0,38
23/06/2017;22:00;5;31;Muy buena / Oso ona;39;79;Mejorable / Hobetzeko modukoa;6;2;Muy buena / Oso ona;315;82;1020,5;0,2;20,2;0,31
23/06/2017;21:00;0;13;Muy buena / Oso ona;14;52;Buena / Ona;4;2;Muy buena / Oso ona;305;80;1020,1;0,3;20,6;0,63
23/06/2017;20:00;1;9;Muy buena / Oso ona;10;60;Buena / Ona;3;2;Muy buena / Oso ona;297;78;1019,6;12,2;21;0,84
