Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
18/03/2017;04:00;1;3;Muy buena / Oso ona;4;87;"Buena / ";78;11;Muy buena / Oso ona;260;71;1015,3;0;0,7;11,5;1,22
18/03/2017;03:00;0;3;Muy buena / Oso ona;4;86;"Buena / ";76;9;Muy buena / Oso ona;304;72;1015,2;0;0,7;11,6;0,82
18/03/2017;02:00;1;5;Muy buena / Oso ona;6;70;"Buena / ";74;14;Muy buena / Oso ona;66;80;1015,1;0;0,7;11,4;0,3
18/03/2017;01:00;0;4;Muy buena / Oso ona;5;72;"Buena / ";75;13;Muy buena / Oso ona;61;82;1015,3;0;0,7;11,4;0,83
17/03/2017;24:00;2;6;Muy buena / Oso ona;9;74;"Buena / ";76;15;Muy buena / Oso ona;70;82;1015,3;0;0,7;11,4;0,65
17/03/2017;23:00;2;5;Muy buena / Oso ona;9;78;"Buena / ";76;14;Muy buena / Oso ona;90;81;1015,8;0;0,7;11,6;0,63
17/03/2017;22:00;2;7;Muy buena / Oso ona;11;78;"Buena / ";76;14;Muy buena / Oso ona;33;82;1016,4;0;0,7;11,7;1,38
17/03/2017;21:00;9;14;Muy buena / Oso ona;28;77;"Buena / ";78;19;Muy buena / Oso ona;22;85;1016,2;0;0,7;11,7;1,51
17/03/2017;20:00;3;15;Muy buena / Oso ona;19;74;"Buena / ";79;20;Muy buena / Oso ona;38;88;1015,5;0;0,7;11,7;2,89
17/03/2017;19:00;5;22;Muy buena / Oso ona;29;70;"Buena / ";79;24;Muy buena / Oso ona;34;81;1014,4;0;1,5;12,4;2,43
17/03/2017;18:00;6;17;Muy buena / Oso ona;27;75;"Buena / ";80;21;Muy buena / Oso ona;43;77;1014;0;17,1;12,6;1,58
17/03/2017;17:00;8;15;Muy buena / Oso ona;27;80;"Buena / ";77;19;Muy buena / Oso ona;37;77;1014,3;0;35,2;12,6;3,07
17/03/2017;16:00;3;10;Muy buena / Oso ona;15;;"Sin datos / ";68;18;Muy buena / Oso ona;37;78;1014,4;0;78,4;12,9;4,47
17/03/2017;15:00;2;8;Muy buena / Oso ona;12;90;"Buena / ";59;20;Muy buena / Oso ona;38;77;1013,9;0;314,3;13,4;5,35
17/03/2017;14:00;5;9;Muy buena / Oso ona;17;89;"Buena / ";52;21;Muy buena / Oso ona;35;76;1013,8;0;672,4;14,2;6,22
17/03/2017;13:00;6;10;Muy buena / Oso ona;18;85;"Buena / ";43;24;Muy buena / Oso ona;35;70;1014,1;0;261;15,7;4,91
17/03/2017;12:00;6;13;Muy buena / Oso ona;23;77;"Buena / ";37;22;Muy buena / Oso ona;46;58;1014,5;0;743;16,8;1,97
17/03/2017;11:00;4;14;Muy buena / Oso ona;21;73;"Buena / ";35;24;Muy buena / Oso ona;44;59;1015;0;697,8;16,1;0,74
17/03/2017;10:00;10;25;Muy buena / Oso ona;41;58;"Muy buena / ";30;32;Muy buena / Oso ona;255;63;1014,9;0;413,9;14,5;0,18
17/03/2017;09:00;39;47;Muy buena / Oso ona;107;23;"Muy buena / ";26;50;Buena / Ona;135;70;1014,6;0;239,4;11,9;0,09
17/03/2017;08:00;108;57;Muy buena / Oso ona;222;7;"Muy buena / ";28;49;Buena / Ona;223;84;1014,3;0;97,4;8,3;0,18
17/03/2017;07:00;65;49;Muy buena / Oso ona;148;6;"Muy buena / ";31;36;Muy buena / Oso ona;192;86;1013,5;0;11,9;7,5;0,3
17/03/2017;06:00;15;36;Muy buena / Oso ona;59;14;"Muy buena / ";33;26;Muy buena / Oso ona;252;83;1012,4;0;0,7;8,1;0,51
17/03/2017;05:00;3;16;Muy buena / Oso ona;22;40;"Muy buena / ";34;19;Muy buena / Oso ona;265;84;1011,7;0;0,6;9,3;0,88
17/03/2017;04:00;1;7;Muy buena / Oso ona;9;56;"Muy buena / ";30;21;Muy buena / Oso ona;356;85;1010,9;0;0,6;9,9;1,26
17/03/2017;03:00;1;9;Muy buena / Oso ona;11;32;"Muy buena / ";23;17;Muy buena / Oso ona;248;77;1010,7;0;0,6;8,8;0,43
17/03/2017;02:00;1;10;Muy buena / Oso ona;12;33;"Muy buena / ";21;15;Muy buena / Oso ona;247;75;1010,8;0;0,6;9,1;0,74
17/03/2017;01:00;1;15;Muy buena / Oso ona;17;34;"Muy buena / ";23;17;Muy buena / Oso ona;252;72;1010,8;0;0,6;9,8;0,8
16/03/2017;24:00;2;23;Muy buena / Oso ona;26;30;"Muy buena / ";31;18;Muy buena / Oso ona;250;68;1010,6;0;0,6;10,7;0,84
16/03/2017;23:00;4;34;Muy buena / Oso ona;41;24;"Muy buena / ";31;21;Muy buena / Oso ona;247;64;1010,5;0;0,6;11,6;0,69
16/03/2017;22:00;9;49;Muy buena / Oso ona;63;16;"Muy buena / ";32;27;Muy buena / Oso ona;;;;;;;
16/03/2017;21:00;15;58;Muy buena / Oso ona;80;13;"Muy buena / ";45;31;Muy buena / Oso ona;247;56;1010;0;0,7;13,7;1,08
16/03/2017;20:00;32;73;Muy buena / Oso ona;122;9;"Muy buena / ";59;36;Muy buena / Oso ona;;;;;;;
16/03/2017;19:00;36;77;Muy buena / Oso ona;132;16;"Muy buena / ";73;43;Buena / Ona;;;;;;;
16/03/2017;18:00;24;64;Muy buena / Oso ona;101;46;"Muy buena / ";87;21;Muy buena / Oso ona;;;;;;;
16/03/2017;17:00;9;22;Muy buena / Oso ona;36;91;"Buena / ";92;12;Muy buena / Oso ona;;;;;;;
16/03/2017;16:00;5;14;Muy buena / Oso ona;21;;"Sin datos / ";81;9;Muy buena / Oso ona;;;;;;;
16/03/2017;15:00;3;10;Muy buena / Oso ona;15;102;"Buena / ";71;8;Muy buena / Oso ona;;;;;;;
16/03/2017;14:00;7;16;Muy buena / Oso ona;27;97;"Buena / ";62;9;Muy buena / Oso ona;185;20;1009,8;0;772,6;24,6;2,4
16/03/2017;13:00;5;16;Muy buena / Oso ona;23;97;"Buena / ";51;10;Muy buena / Oso ona;191;23;1010,4;0;136,6;24,1;1,44
16/03/2017;12:00;7;16;Muy buena / Oso ona;27;93;"Buena / ";40;11;Muy buena / Oso ona;179;27;1011,1;0;785,7;23,2;1,86
16/03/2017;11:00;6;14;Muy buena / Oso ona;22;95;"Buena / ";31;11;Muy buena / Oso ona;171;31;1011,5;0;689,7;21,9;1,99
16/03/2017;10:00;8;27;Muy buena / Oso ona;39;80;"Buena / ";22;14;Muy buena / Oso ona;233;37;1011,7;0;394,9;20,1;2,9
16/03/2017;09:00;50;51;Muy buena / Oso ona;128;25;"Muy buena / ";17;38;Muy buena / Oso ona;234;68;1011,9;0;282,1;14,4;1,59
16/03/2017;08:00;76;47;Muy buena / Oso ona;163;7;"Muy buena / ";17;37;Muy buena / Oso ona;215;93;1012;0;115,3;8,9;0,79
16/03/2017;07:00;78;36;Muy buena / Oso ona;156;4;"Muy buena / ";19;26;Muy buena / Oso ona;214;99;1012;0;10,1;7,2;0,56
16/03/2017;06:00;22;21;Muy buena / Oso ona;56;5;"Muy buena / ";20;19;Muy buena / Oso ona;216;100;1012;0;0,7;7;0,47
16/03/2017;05:00;3;15;Muy buena / Oso ona;20;12;"Muy buena / ";22;16;Muy buena / Oso ona;186;100;1012,2;0;0,6;7,4;0,72
16/03/2017;04:00;1;12;Muy buena / Oso ona;14;18;"Muy buena / ";23;14;Muy buena / Oso ona;180;100;1012,6;0;0,6;8,1;0,88
16/03/2017;03:00;1;7;Muy buena / Oso ona;9;26;"Muy buena / ";28;12;Muy buena / Oso ona;138;100;1012,8;0;0,6;8,5;1,47
16/03/2017;02:00;1;8;Muy buena / Oso ona;10;35;"Muy buena / ";33;12;Muy buena / Oso ona;137;100;1013,3;0;0,6;9,1;1,49
16/03/2017;01:00;1;10;Muy buena / Oso ona;12;29;"Muy buena / ";38;23;Muy buena / Oso ona;185;96;1013,9;0;0,6;9,6;0,57
15/03/2017;24:00;1;13;Muy buena / Oso ona;15;15;"Muy buena / ";45;21;Muy buena / Oso ona;168;94;1014,5;0;0,6;9,5;0,49
15/03/2017;23:00;4;17;Muy buena / Oso ona;23;14;"Muy buena / ";45;20;Muy buena / Oso ona;205;94;1015;0;0,7;9,4;0,42
15/03/2017;22:00;6;24;Muy buena / Oso ona;33;17;"Muy buena / ";50;21;Muy buena / Oso ona;212;93;1015,3;0;0,7;9,8;0,3
15/03/2017;21:00;5;27;Muy buena / Oso ona;35;23;"Muy buena / ";62;25;Muy buena / Oso ona;234;92;1015,1;0;0,7;10,6;0,15
15/03/2017;20:00;6;26;Muy buena / Oso ona;35;49;"Muy buena / ";71;23;Muy buena / Oso ona;37;91;1015,1;0;0,7;11,6;1,61
15/03/2017;19:00;4;22;Muy buena / Oso ona;28;63;"Buena / ";75;21;Muy buena / Oso ona;36;88;1015;0;2,9;12,5;3,42
15/03/2017;18:00;6;17;Muy buena / Oso ona;25;72;"Buena / ";76;20;Muy buena / Oso ona;35;81;1014,8;0;42,3;14,1;3,67
15/03/2017;17:00;8;18;Muy buena / Oso ona;30;78;"Buena / ";;21;Muy buena / Oso ona;34;77;1015;0;196,4;15;3,88
15/03/2017;16:00;5;11;Muy buena / Oso ona;19;;"Sin datos / ";;21;Muy buena / Oso ona;33;72;1015,3;0;317,8;15,9;3,83
15/03/2017;15:00;3;9;Muy buena / Oso ona;14;88;"Buena / ";54;18;Muy buena / Oso ona;36;72;1015,9;0;613,5;15,7;4,5
15/03/2017;14:00;6;9;Muy buena / Oso ona;18;85;"Buena / ";47;19;Muy buena / Oso ona;39;71;1016,5;0;712,4;16,1;4,59
15/03/2017;13:00;6;10;Muy buena / Oso ona;20;79;"Buena / ";37;19;Muy buena / Oso ona;40;68;1017,5;0;211,5;16,5;3,79
15/03/2017;12:00;9;14;Muy buena / Oso ona;27;74;"Buena / ";28;;Sin datos / Daturik gabe;40;67;1018,3;0;705,1;16,1;2,42
15/03/2017;11:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";20;;Sin datos / Daturik gabe;38;67;;;;15,6;1,98
15/03/2017;10:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";14;;Sin datos / Daturik gabe;;;;;;;
15/03/2017;09:00;26;30;Muy buena / Oso ona;69;15;"Muy buena / ";15;36;Muy buena / Oso ona;241;88;1022,8;0;147,3;11,3;0,7
15/03/2017;08:00;38;32;Muy buena / Oso ona;91;6;"Muy buena / ";17;33;Muy buena / Oso ona;264;92;1022,9;0;32,9;10,4;0,75
15/03/2017;07:00;25;26;Muy buena / Oso ona;65;7;"Muy buena / ";19;25;Muy buena / Oso ona;249;92;1022,7;0;3,7;10,2;0,82
15/03/2017;06:00;11;20;Muy buena / Oso ona;37;11;"Muy buena / ";20;25;Muy buena / Oso ona;249;92;1022,6;0;0,6;10,2;0,7
15/03/2017;05:00;3;15;Muy buena / Oso ona;20;17;"Muy buena / ";22;24;Muy buena / Oso ona;246;92;1022,9;0;0,6;10,2;0,9
15/03/2017;04:00;1;11;Muy buena / Oso ona;13;21;"Muy buena / ";22;23;Muy buena / Oso ona;250;90;1023,2;0;0,6;10,3;0,57
15/03/2017;03:00;1;9;Muy buena / Oso ona;11;25;"Muy buena / ";25;22;Muy buena / Oso ona;201;90;1023,6;0;0,6;10,2;0,3
15/03/2017;02:00;1;12;Muy buena / Oso ona;14;24;"Muy buena / ";30;22;Muy buena / Oso ona;248;90;1024,4;0;0,6;10,1;0,42
15/03/2017;01:00;1;14;Muy buena / Oso ona;16;25;"Muy buena / ";37;21;Muy buena / Oso ona;237;90;1024,8;0;0,6;9,9;0,51
14/03/2017;24:00;2;18;Muy buena / Oso ona;22;22;"Muy buena / ";45;20;Muy buena / Oso ona;257;90;1025;0;0,6;9,7;0,44
14/03/2017;23:00;2;23;Muy buena / Oso ona;26;20;"Muy buena / ";45;19;Muy buena / Oso ona;248;90;1025,3;0;0,6;9,4;0,8
14/03/2017;22:00;4;28;Muy buena / Oso ona;34;20;"Muy buena / ";49;21;Muy buena / Oso ona;243;90;1025,5;0;0,7;9,5;0,89
14/03/2017;21:00;8;32;Muy buena / Oso ona;44;19;"Muy buena / ";57;20;Muy buena / Oso ona;250;91;1025,5;0;0,7;9,7;1,01
14/03/2017;20:00;8;26;Muy buena / Oso ona;37;40;"Muy buena / ";64;17;Muy buena / Oso ona;337;88;1025,3;0;0,7;10,8;0,45
14/03/2017;19:00;7;23;Muy buena / Oso ona;34;59;"Muy buena / ";67;20;Muy buena / Oso ona;47;84;1025;0;3;12;1,99
14/03/2017;18:00;6;13;Muy buena / Oso ona;22;75;"Buena / ";66;18;Muy buena / Oso ona;48;75;1024,8;0;55,3;13,2;2,96
14/03/2017;17:00;8;15;Muy buena / Oso ona;27;80;"Buena / ";60;14;Muy buena / Oso ona;42;70;1024,7;0;199,5;14,3;2,87
14/03/2017;16:00;6;10;Muy buena / Oso ona;19;;"Sin datos / ";49;17;Muy buena / Oso ona;41;72;1025;0;322,7;14,5;2,63
14/03/2017;15:00;4;8;Muy buena / Oso ona;13;72;"Buena / ";43;14;Muy buena / Oso ona;40;75;1025,6;0;493,9;14,2;3,16
14/03/2017;14:00;6;10;Muy buena / Oso ona;19;67;"Buena / ";38;13;Muy buena / Oso ona;42;76;1026;0;662,7;14,4;4,4
14/03/2017;13:00;5;9;Muy buena / Oso ona;17;63;"Buena / ";32;16;Muy buena / Oso ona;40;79;1026,6;0;301,4;14,1;4,15
14/03/2017;12:00;7;12;Muy buena / Oso ona;22;58;"Muy buena / ";30;21;Muy buena / Oso ona;43;80;1027;0;430,4;14;3,51
14/03/2017;11:00;7;17;Muy buena / Oso ona;28;51;"Muy buena / ";30;18;Muy buena / Oso ona;57;80;1027;0;265,7;13,9;1,63
14/03/2017;10:00;12;28;Muy buena / Oso ona;46;39;"Muy buena / ";30;24;Muy buena / Oso ona;98;82;1027;0;270,4;13,4;0,47
14/03/2017;09:00;30;39;Muy buena / Oso ona;85;18;"Muy buena / ";32;26;Muy buena / Oso ona;88;92;1026,5;0;156,1;11,3;0,19
14/03/2017;08:00;85;48;Muy buena / Oso ona;178;5;"Muy buena / ";37;21;Muy buena / Oso ona;245;96;1025,7;0;62;10;0,29
14/03/2017;07:00;55;47;Muy buena / Oso ona;131;5;"Muy buena / ";42;19;Muy buena / Oso ona;234;96;1025,1;0;8,1;10,2;0,35
14/03/2017;06:00;12;34;Muy buena / Oso ona;52;15;"Muy buena / ";51;12;Muy buena / Oso ona;244;95;1024,3;0;0,5;10,7;0,6
14/03/2017;05:00;2;10;Muy buena / Oso ona;14;48;"Muy buena / ";58;12;Muy buena / Oso ona;265;94;1024,1;0;0,5;11,2;0,26
14/03/2017;04:00;1;3;Muy buena / Oso ona;4;56;"Muy buena / ";60;14;Muy buena / Oso ona;52;95;1023,9;0;0,5;11;0,39
14/03/2017;03:00;1;4;Muy buena / Oso ona;5;51;"Muy buena / ";62;10;Muy buena / Oso ona;260;94;1024,4;0;0,5;10,6;0,66
14/03/2017;02:00;1;3;Muy buena / Oso ona;5;56;"Muy buena / ";64;11;Muy buena / Oso ona;272;93;1025;0;0,5;10,8;0,71
14/03/2017;01:00;1;2;Muy buena / Oso ona;3;61;"Buena / ";64;12;Muy buena / Oso ona;297;92;1025,3;0;0,5;11,1;0,35
13/03/2017;24:00;1;2;Muy buena / Oso ona;4;61;"Buena / ";64;12;Muy buena / Oso ona;309;90;1025,2;0;0,5;11,2;0,27
13/03/2017;23:00;1;2;Muy buena / Oso ona;4;72;"Buena / ";64;13;Muy buena / Oso ona;42;91;1024,9;0;0,5;11,3;1,83
13/03/2017;22:00;3;8;Muy buena / Oso ona;13;65;"Buena / ";62;17;Muy buena / Oso ona;50;90;1024,8;0;0,6;11,2;0,82
13/03/2017;21:00;4;18;Muy buena / Oso ona;24;62;"Buena / ";59;17;Muy buena / Oso ona;41;87;1024,2;0;0,6;11,1;0,36
13/03/2017;20:00;5;12;Muy buena / Oso ona;19;67;"Buena / ";59;16;Muy buena / Oso ona;45;89;1023,5;0;0,6;11,1;1,09
13/03/2017;19:00;5;14;Muy buena / Oso ona;22;65;"Buena / ";60;17;Muy buena / Oso ona;27;90;1022,9;0;0,7;11,1;1,65
13/03/2017;18:00;8;19;Muy buena / Oso ona;31;57;"Muy buena / ";60;16;Muy buena / Oso ona;49;93;1022,3;0,2;3,4;10,7;1,32
13/03/2017;17:00;14;19;Muy buena / Oso ona;40;57;"Muy buena / ";63;15;Muy buena / Oso ona;48;91;1021,6;0,1;9,7;10,8;1,66
13/03/2017;16:00;8;14;Muy buena / Oso ona;26;;"Sin datos / ";65;12;Muy buena / Oso ona;36;92;1021,5;0,2;13,9;10,8;1,81
13/03/2017;15:00;8;22;Muy buena / Oso ona;34;51;"Muy buena / ";64;8;Muy buena / Oso ona;112;95;1021;0,4;25,5;10,5;0,59
13/03/2017;14:00;15;31;Muy buena / Oso ona;54;48;"Muy buena / ";66;9;Muy buena / Oso ona;154;94;1020,9;0,5;32,7;10,4;0,74
13/03/2017;13:00;13;23;Muy buena / Oso ona;42;59;"Muy buena / ";70;11;Muy buena / Oso ona;63;93;1021,1;0,9;64;10,3;0,47
13/03/2017;12:00;7;11;Muy buena / Oso ona;21;71;"Buena / ";73;11;Muy buena / Oso ona;36;90;1020,9;0,4;35;10,5;2,09
13/03/2017;11:00;6;12;Muy buena / Oso ona;22;69;"Buena / ";75;7;Muy buena / Oso ona;44;94;1020,5;0,9;46,2;10,2;2,35
13/03/2017;10:00;6;11;Muy buena / Oso ona;20;72;"Buena / ";77;6;Muy buena / Oso ona;41;93;1019,8;1,1;53,2;10,2;2,82
13/03/2017;09:00;15;18;Muy buena / Oso ona;40;69;"Buena / ";78;5;Muy buena / Oso ona;42;91;1019,3;1,6;37,8;10,1;2,33
13/03/2017;08:00;22;26;Muy buena / Oso ona;60;63;"Buena / ";80;7;Muy buena / Oso ona;50;92;1018,5;1,7;17,7;9,7;1,33
13/03/2017;07:00;6;15;Muy buena / Oso ona;24;74;"Buena / ";83;4;Muy buena / Oso ona;45;92;1017,9;1,6;2,7;9,4;1,64
13/03/2017;06:00;1;3;Muy buena / Oso ona;6;82;"Buena / ";84;6;Muy buena / Oso ona;46;91;1017,4;2;0,6;9,3;2,31
13/03/2017;05:00;1;1;Muy buena / Oso ona;3;83;"Buena / ";85;7;Muy buena / Oso ona;79;88;1016,9;1,5;0,5;9,4;0,54
13/03/2017;04:00;;;Sin datos / Daturik gabe;;84;"Buena / ";84;12;Muy buena / Oso ona;45;88;1016,6;1,5;0,5;9,7;0,8
13/03/2017;03:00;;;Sin datos / Daturik gabe;;85;"Buena / ";83;10;Muy buena / Oso ona;99;85;1016,1;0,5;0,5;9,9;0,38
13/03/2017;02:00;;;Sin datos / Daturik gabe;;86;"Buena / ";82;17;Muy buena / Oso ona;266;81;1016;0,8;0,5;10,1;1,04
13/03/2017;01:00;;;Sin datos / Daturik gabe;;86;"Buena / ";81;14;Muy buena / Oso ona;247;82;1015,7;0,5;0,5;9,8;0,18
12/03/2017;24:00;;;Sin datos / Daturik gabe;;85;"Buena / ";80;15;Muy buena / Oso ona;304;80;1015,8;0,6;0,5;10;1,05
12/03/2017;23:00;;;Sin datos / Daturik gabe;;85;"Buena / ";80;18;Muy buena / Oso ona;270;79;1015,8;0,6;0,5;10,2;1,53
12/03/2017;22:00;1;2;Muy buena / Oso ona;4;84;"Buena / ";79;15;Muy buena / Oso ona;271;78;1015,5;0,6;0,6;10,1;1,99
12/03/2017;21:00;1;6;Muy buena / Oso ona;8;79;"Buena / ";79;9;Muy buena / Oso ona;275;83;1015,2;0,1;0,6;9,5;1,83
12/03/2017;20:00;2;9;Muy buena / Oso ona;13;76;"Buena / ";79;8;Muy buena / Oso ona;255;87;1015;0,3;0,6;9,2;2,96
12/03/2017;19:00;5;10;Muy buena / Oso ona;18;75;"Buena / ";79;6;Muy buena / Oso ona;273;84;1014,6;0,6;1,1;9,6;1,71
12/03/2017;18:00;2;8;Muy buena / Oso ona;11;81;"Buena / ";78;8;Muy buena / Oso ona;294;82;1013,9;0,7;19,3;10;0,78
12/03/2017;17:00;3;7;Muy buena / Oso ona;12;80;"Buena / ";77;5;Muy buena / Oso ona;266;84;1013,5;0,5;47,5;10;3,14
12/03/2017;16:00;3;8;Muy buena / Oso ona;12;;"Sin datos / ";76;7;Muy buena / Oso ona;263;83;1013,3;0,3;87;10,4;3,27
12/03/2017;15:00;2;6;Muy buena / Oso ona;9;84;"Buena / ";76;7;Muy buena / Oso ona;267;81;1013;0,2;77;10,9;3,62
12/03/2017;14:00;2;8;Muy buena / Oso ona;11;84;"Buena / ";77;7;Muy buena / Oso ona;262;82;1012,7;0,5;87,9;11,4;2,4
12/03/2017;13:00;3;10;Muy buena / Oso ona;15;80;"Buena / ";77;4;Muy buena / Oso ona;252;81;1013,1;0,1;135,6;11,6;2,16
12/03/2017;12:00;2;7;Muy buena / Oso ona;10;75;"Buena / ";78;4;Muy buena / Oso ona;264;87;1012,5;0,5;100,1;11,5;2,32
12/03/2017;11:00;4;9;Muy buena / Oso ona;14;70;"Buena / ";78;7;Muy buena / Oso ona;115;92;1012;0,4;85,5;10,9;0,45
12/03/2017;10:00;2;10;Muy buena / Oso ona;13;72;"Buena / ";79;15;Muy buena / Oso ona;243;84;1012;0,4;112,6;11,6;0,9
12/03/2017;09:00;1;8;Muy buena / Oso ona;11;72;"Buena / ";80;13;Muy buena / Oso ona;153;72;1012;0;71,8;12,6;1,29
12/03/2017;08:00;1;6;Muy buena / Oso ona;8;79;"Buena / ";83;7;Muy buena / Oso ona;285;69;1012,2;0;58,8;12,5;1,09
12/03/2017;07:00;1;3;Muy buena / Oso ona;4;80;"Buena / ";83;8;Muy buena / Oso ona;214;76;1012,2;0;4,1;12,4;0,88
12/03/2017;06:00;1;0;Muy buena / Oso ona;2;86;"Buena / ";85;7;Muy buena / Oso ona;252;79;1012,1;0;0,7;12,3;1,33
12/03/2017;05:00;1;1;Muy buena / Oso ona;2;86;"Buena / ";86;4;Muy buena / Oso ona;265;84;1011,9;0;0,6;12,3;2,72
12/03/2017;04:00;1;1;Muy buena / Oso ona;2;79;"Buena / ";85;3;Muy buena / Oso ona;247;90;1011,7;0,2;0,6;12,1;1,38
12/03/2017;03:00;0;2;Muy buena / Oso ona;2;77;"Buena / ";87;6;Muy buena / Oso ona;140;92;1012,1;0,3;0,5;12,1;1,35
12/03/2017;02:00;1;2;Muy buena / Oso ona;4;84;"Buena / ";88;7;Muy buena / Oso ona;245;83;1012,6;0,2;0,6;13;1,88
12/03/2017;01:00;1;0;Muy buena / Oso ona;2;90;"Buena / ";89;5;Muy buena / Oso ona;244;77;1012,7;0;0,7;13,8;1,88
11/03/2017;24:00;1;3;Muy buena / Oso ona;5;86;"Buena / ";88;6;Muy buena / Oso ona;265;81;1013,1;0;0,7;13,7;1,81
11/03/2017;23:00;1;3;Muy buena / Oso ona;5;91;"Buena / ";88;6;Muy buena / Oso ona;269;75;1013,3;0;0,7;14,4;2,33
11/03/2017;22:00;1;3;Muy buena / Oso ona;5;92;"Buena / ";87;10;Muy buena / Oso ona;269;72;1013,2;0;0,7;15;2,75
11/03/2017;21:00;2;8;Muy buena / Oso ona;11;85;"Buena / ";88;9;Muy buena / Oso ona;266;67;1012,8;0;0,7;15,5;2,04
11/03/2017;20:00;2;8;Muy buena / Oso ona;11;88;"Buena / ";89;10;Muy buena / Oso ona;16;66;1012,8;0;0,7;15,8;1,09
11/03/2017;19:00;4;10;Muy buena / Oso ona;16;87;"Buena / ";86;8;Muy buena / Oso ona;26;62;1012,2;0;1,4;16,5;2,11
11/03/2017;18:00;1;6;Muy buena / Oso ona;8;88;"Buena / ";78;10;Muy buena / Oso ona;282;59;1011,6;0;25,6;17,4;1,18
11/03/2017;17:00;1;5;Muy buena / Oso ona;7;84;"Buena / ";68;12;Muy buena / Oso ona;304;58;1010,9;0;63,5;18,2;0,86
11/03/2017;16:00;2;8;Muy buena / Oso ona;11;;"Sin datos / ";56;21;Muy buena / Oso ona;268;57;1010,4;0;236,2;18,7;3,12
11/03/2017;15:00;2;10;Muy buena / Oso ona;13;96;"Buena / ";49;20;Muy buena / Oso ona;257;53;1009,7;0;219,4;19,1;4,69
11/03/2017;14:00;2;11;Muy buena / Oso ona;14;97;"Buena / ";44;29;Muy buena / Oso ona;272;49;1009,1;0;332,5;20,1;3,66
11/03/2017;13:00;3;15;Muy buena / Oso ona;19;88;"Buena / ";33;39;Muy buena / Oso ona;34;40;1007,6;0;285,5;23,6;4,08
11/03/2017;12:00;10;49;Muy buena / Oso ona;64;71;"Buena / ";23;64;Mejorable / Hobetzeko modukoa;238;33;1007,2;0;449,9;26,5;0,61
11/03/2017;11:00;17;46;Muy buena / Oso ona;73;42;"Muy buena / ";16;50;Buena / Ona;254;42;1007,9;0;615,8;21,9;0,39
11/03/2017;10:00;24;38;Muy buena / Oso ona;76;25;"Muy buena / ";13;30;Muy buena / Oso ona;236;52;1008,4;0;247,1;17,3;0,3
11/03/2017;09:00;40;41;Muy buena / Oso ona;101;13;"Muy buena / ";11;47;Buena / Ona;242;67;1008,8;0;246,7;12,5;0,4
11/03/2017;08:00;39;34;Muy buena / Oso ona;93;7;"Muy buena / ";10;30;Muy buena / Oso ona;248;83;1008,9;0;69,2;8,4;0,59
11/03/2017;07:00;27;30;Muy buena / Oso ona;72;5;"Muy buena / ";11;24;Muy buena / Oso ona;250;86;1009,1;0;5;7,4;0,77
11/03/2017;06:00;11;25;Muy buena / Oso ona;41;9;"Muy buena / ";11;20;Muy buena / Oso ona;247;85;1009,2;0;0,7;7,5;0,89
11/03/2017;05:00;4;18;Muy buena / Oso ona;25;14;"Muy buena / ";11;19;Muy buena / Oso ona;249;84;1009,5;0;0,7;7,7;0,89
11/03/2017;04:00;3;17;Muy buena / Oso ona;21;15;"Muy buena / ";10;18;Muy buena / Oso ona;244;83;1009,6;0;0,7;7,9;1
11/03/2017;03:00;3;18;Muy buena / Oso ona;22;14;"Muy buena / ";9;17;Muy buena / Oso ona;244;84;1009,8;0;0,7;8,1;0,86
11/03/2017;02:00;6;23;Muy buena / Oso ona;32;11;"Muy buena / ";9;20;Muy buena / Oso ona;249;83;1010,5;0;0,7;8,6;0,76
11/03/2017;01:00;10;28;Muy buena / Oso ona;43;8;"Muy buena / ";14;20;Muy buena / Oso ona;250;82;1011,1;0;0,7;9,2;0,79
10/03/2017;24:00;11;33;Muy buena / Oso ona;50;7;"Muy buena / ";21;22;Muy buena / Oso ona;244;80;1011,6;0;0,7;9,8;0,65
10/03/2017;23:00;15;37;Muy buena / Oso ona;60;7;"Muy buena / ";21;25;Muy buena / Oso ona;234;78;1011,6;0;0,7;10,6;0,65
10/03/2017;22:00;25;43;Muy buena / Oso ona;80;6;"Muy buena / ";23;32;Muy buena / Oso ona;242;75;1011,4;0;0,7;11,6;0,64
10/03/2017;21:00;31;49;Muy buena / Oso ona;96;7;"Muy buena / ";34;37;Muy buena / Oso ona;246;71;1011,5;0;0,7;13;0,59
10/03/2017;20:00;63;63;Muy buena / Oso ona;159;7;"Muy buena / ";45;48;Buena / Ona;227;63;1011,6;0;0,7;14,9;0,44
10/03/2017;19:00;42;65;Muy buena / Oso ona;130;14;"Muy buena / ";53;35;Muy buena / Oso ona;57;53;1011,4;0;1,9;17,9;0,35
10/03/2017;18:00;10;38;Muy buena / Oso ona;54;48;"Muy buena / ";57;19;Muy buena / Oso ona;11;44;1010,9;0;29;22;1,99
10/03/2017;17:00;10;28;Muy buena / Oso ona;43;58;"Muy buena / ";52;27;Muy buena / Oso ona;29;42;1010,9;0;235,4;23,4;3,79
