Date;Hour;D.vien (grados);H (%);P (mBar);Tº (ºC);V.vien (m/s)
16/03/2017;10:00;142;36;1016;20,2;4,17
16/03/2017;09:00;142;44;1015,8;18,4;3,72
16/03/2017;08:00;134;55;1015,8;15,4;3,42
16/03/2017;07:00;151;63;1015,7;13,8;3,56
16/03/2017;06:00;185;72;1015,8;12,7;1,68
16/03/2017;05:00;181;82;1016;11,6;1,44
16/03/2017;04:00;168;91;1016,4;10,2;1,61
16/03/2017;03:00;164;92;1016,9;10,3;2,24
16/03/2017;02:00;151;92;1017,6;10,7;2,85
16/03/2017;01:00;164;92;1018,3;10,7;2,02
15/03/2017;24:00;170;91;1018,9;10,9;1,52
15/03/2017;23:00;155;90;1019,5;11,4;1,92
15/03/2017;22:00;162;88;1020;12;1,49
15/03/2017;21:00;122;87;1020,1;12,3;0,61
15/03/2017;20:00;258;86;1020,1;12,4;0,96
15/03/2017;19:00;267;84;1020,3;12,8;2,34
15/03/2017;18:00;289;80;1020,2;13,9;2,38
15/03/2017;17:00;302;80;1020,4;14;3,9
15/03/2017;16:00;302;80;1021;14,3;4
15/03/2017;15:00;294;81;1021,6;14,2;4,74
15/03/2017;14:00;320;82;1022,2;13,8;4,86
15/03/2017;13:00;341;83;1023,2;13,6;3,97
15/03/2017;12:00;356;74;1023,9;14,9;1,94
15/03/2017;11:00;145;72;1024,5;14,9;1,88
15/03/2017;10:00;150;80;1025;13,6;1,73
15/03/2017;09:00;147;87;1025,4;12,2;1,58
15/03/2017;08:00;154;89;1025,5;11,9;1,23
15/03/2017;07:00;153;89;1025,3;11,6;1,09
15/03/2017;06:00;152;88;1025,4;11,7;1,1
15/03/2017;05:00;274;87;1025,6;12;0,5
15/03/2017;04:00;299;86;1025,9;12;1,63
15/03/2017;03:00;305;86;1026,4;12;1,53
15/03/2017;02:00;304;88;1027,2;11,9;1,39
15/03/2017;01:00;351;89;1027,6;11,7;0,52
14/03/2017;24:00;307;90;1027,9;11,7;0,69
14/03/2017;23:00;69;90;1028,2;11,7;0,17
14/03/2017;22:00;62;89;1028,4;11,6;0,52
14/03/2017;21:00;45;88;1028,3;12;1,05
14/03/2017;20:00;5;86;1028,2;12,2;2,14
14/03/2017;19:00;354;86;1028,1;12,3;2,85
14/03/2017;18:00;335;85;1027,8;12,6;3,4
14/03/2017;17:00;309;83;1027,7;13;3,53
14/03/2017;16:00;346;84;1028,1;12,9;4,38
14/03/2017;15:00;337;83;1028,4;13;4,59
14/03/2017;14:00;354;84;1028,9;12,9;4,62
14/03/2017;13:00;354;86;1029,5;12,9;4,2
14/03/2017;12:00;341;84;1030,1;13;3,67
14/03/2017;11:00;332;83;1030;13,2;3,47
14/03/2017;10:00;321;85;1029,8;13,3;1,83
14/03/2017;09:00;341;89;1029,3;12,7;1,91
14/03/2017;08:00;345;89;1028,7;12,5;2,03
14/03/2017;07:00;345;90;1028;12,5;3,15
14/03/2017;06:00;323;91;1027,5;12,5;3,08
14/03/2017;05:00;317;91;1027,2;12,4;3,91
14/03/2017;04:00;315;91;1027,3;12,2;4,58
14/03/2017;03:00;308;91;1027,9;12;4,3
14/03/2017;02:00;314;90;1028,5;12;5,12
14/03/2017;01:00;316;88;1028,7;11,9;5,37
13/03/2017;24:00;324;88;1028,8;11,9;5,34
13/03/2017;23:00;357;87;1028,7;11,9;6,64
13/03/2017;22:00;354;87;1028,5;11,9;6,71
13/03/2017;21:00;338;89;1027,8;11,9;6,13
13/03/2017;20:00;328;90;1027,1;11,8;6,03
13/03/2017;19:00;324;90;1026,5;11,7;6,6
13/03/2017;18:00;336;88;1025,9;11,7;6,8
13/03/2017;17:00;351;89;1025,4;11,6;7,1
13/03/2017;16:00;320;94;1025,3;11,1;6,12
13/03/2017;15:00;323;94;1025;10,8;6,4
13/03/2017;14:00;318;94;1024,9;10,6;6,35
13/03/2017;13:00;312;94;1025;10,4;7,33
13/03/2017;12:00;309;93;1025,1;10,1;7,59
13/03/2017;11:00;338;85;1024,8;10,7;9,01
13/03/2017;10:00;317;78;1024,2;11;9,06
13/03/2017;09:00;320;75;1023,6;11,3;9,61
13/03/2017;08:00;323;71;1023;11,6;9,46
13/03/2017;07:00;330;71;1022,3;11,5;9,82
13/03/2017;06:00;331;71;1021,7;11,5;10,08
13/03/2017;05:00;325;71;1021,6;11,4;10,23
13/03/2017;04:00;324;70;1021,2;11,5;10,42
13/03/2017;03:00;328;70;1020,8;11,6;10,82
13/03/2017;02:00;327;70;1020,7;11,7;11,06
13/03/2017;01:00;316;75;1020,5;11;10,3
12/03/2017;24:00;319;69;1020,3;11,7;11,36
12/03/2017;23:00;318;68;1020,2;11,8;11,63
12/03/2017;22:00;318;70;1019,8;11,8;10,92
12/03/2017;21:00;308;75;1019,5;11,3;8,83
12/03/2017;20:00;306;74;1018,9;11,6;9,58
12/03/2017;19:00;316;76;1018,7;10,6;10,03
12/03/2017;18:00;302;80;1018,1;10,2;10,52
12/03/2017;17:00;298;71;1017,3;11,8;9,75
12/03/2017;16:00;300;73;1017,2;11,7;9,31
12/03/2017;15:00;300;76;1016,8;11,4;11,78
12/03/2017;14:00;295;75;1016,6;11,7;9,24
12/03/2017;13:00;294;76;1016,3;12,6;8,3
12/03/2017;12:00;300;83;1016,3;12;7,85
12/03/2017;11:00;289;86;1015,8;12,1;8,1
12/03/2017;10:00;179;91;1014,9;11,3;1,13
12/03/2017;09:00;321;82;1014,8;11,8;0,06
12/03/2017;08:00;261;71;1014,7;12,9;0,25
12/03/2017;07:00;291;72;1015,3;12,5;3,22
12/03/2017;06:00;291;72;1015,3;12,7;5,03
12/03/2017;05:00;295;74;1015;13,1;7,34
12/03/2017;04:00;294;80;1015,2;13,2;6,87
12/03/2017;03:00;293;80;1015,3;13,6;8,15
12/03/2017;02:00;296;79;1015,6;13,8;7,26
12/03/2017;01:00;293;82;1015,8;13,6;6,81
11/03/2017;24:00;298;83;1016,1;13,6;6,37
11/03/2017;23:00;304;78;1016,3;14,4;5,75
11/03/2017;22:00;297;76;1016,2;14,6;7,57
11/03/2017;21:00;299;75;1015,7;15,2;5,6
11/03/2017;20:00;307;77;1015,5;15,1;3,54
11/03/2017;19:00;328;80;1015,1;14,9;3,63
11/03/2017;18:00;339;86;1014,5;14,4;3,57
11/03/2017;17:00;356;82;1014,1;14,8;3,81
11/03/2017;16:00;316;77;1013,6;15,6;6,28
11/03/2017;15:00;323;74;1013,2;16,1;7,63
11/03/2017;14:00;322;69;1013,1;16,8;8,21
11/03/2017;13:00;308;61;1013,1;17,9;10,29
11/03/2017;12:00;310;65;1012,4;17,1;10,59
11/03/2017;11:00;311;50;1010,2;19,8;1,14
11/03/2017;10:00;222;54;1010,5;18,1;0,09
11/03/2017;09:00;185;65;1010,6;14,7;1,52
11/03/2017;08:00;171;73;1010,7;12,3;2,24
11/03/2017;07:00;169;77;1011;11,5;1,94
11/03/2017;06:00;169;76;1011,5;12;2,27
11/03/2017;05:00;142;78;1011,8;12,6;0,85
11/03/2017;04:00;33;74;1011,6;13,3;0,27
11/03/2017;03:00;189;66;1011,4;14,1;0,42
11/03/2017;02:00;180;63;1011,6;14,9;1,51
11/03/2017;01:00;179;61;1012;15,2;1,85
10/03/2017;24:00;153;61;1012,6;15,5;1,12
10/03/2017;23:00;157;63;1012,7;15,9;1,82
10/03/2017;22:00;164;67;1012,7;16,4;1,64
10/03/2017;21:00;162;74;1012,8;16,4;2,02
10/03/2017;20:00;132;81;1013,1;15,3;0,54
10/03/2017;19:00;30;80;1013,2;15,6;0,5
10/03/2017;18:00;319;74;1013;17,6;0,14
10/03/2017;17:00;5;80;1013,2;16,2;0,81
10/03/2017;16:00;10;78;1013,8;16,2;2,53
10/03/2017;15:00;329;75;1014,4;16,7;4,07
10/03/2017;14:00;324;74;1015;17;4,17
10/03/2017;13:00;334;72;1015,8;17,2;3,24
10/03/2017;12:00;24;60;1016,4;19,3;0,66
10/03/2017;11:00;144;65;1017,1;16,7;2,7
10/03/2017;10:00;155;74;1017,8;14,3;2,25
10/03/2017;09:00;155;82;1018;12,3;2,21
10/03/2017;08:00;154;91;1017,7;10,7;1,84
10/03/2017;07:00;165;94;1017,4;10;1,53
10/03/2017;06:00;170;96;1017,4;9,8;2,14
10/03/2017;05:00;163;96;1017,8;9,8;1,64
10/03/2017;04:00;162;95;1018;9,9;1,43
10/03/2017;03:00;157;93;1018,6;10,5;1,95
10/03/2017;02:00;166;92;1019,5;10,8;1,86
10/03/2017;01:00;156;91;1020;11,1;1,77
09/03/2017;24:00;164;91;1020,4;11,3;1,55
09/03/2017;23:00;163;89;1020,9;11,9;1,68
09/03/2017;22:00;100;88;1021,4;12,4;0,96
09/03/2017;21:00;163;86;1021,2;13;0,75
09/03/2017;20:00;113;84;1020,9;13,4;0,52
09/03/2017;19:00;354;83;1020,6;13,8;0,94
09/03/2017;18:00;335;77;1020,2;15;1,13
09/03/2017;17:00;308;77;1020,1;15,1;2,84
09/03/2017;16:00;316;77;1020,1;14,9;4,35
09/03/2017;15:00;313;76;1020,3;15;5,13
09/03/2017;14:00;322;75;1020,7;15;4,87
09/03/2017;13:00;328;77;1021,3;14,6;4,07
09/03/2017;12:00;351;73;1021,9;15,2;1,91
09/03/2017;11:00;157;75;1022,3;14,7;2,03
09/03/2017;10:00;153;79;1022,7;13,5;2,52
09/03/2017;09:00;149;83;1022,8;12,7;2,07
09/03/2017;08:00;104;84;1022,5;12,3;1,98
09/03/2017;07:00;143;84;1022,2;12,5;2,7
09/03/2017;06:00;123;85;1022,2;12,6;2,02
09/03/2017;05:00;80;84;1022;12,9;1,3
09/03/2017;04:00;113;85;1021,8;12,9;2,22
09/03/2017;03:00;135;84;1022,3;13,2;1,65
09/03/2017;02:00;107;83;1022,5;13,4;0,71
09/03/2017;01:00;77;82;1022,6;13,5;0,99
08/03/2017;24:00;105;82;1022,7;13,5;1,52
08/03/2017;23:00;125;80;1023,4;13,7;1,78
08/03/2017;22:00;132;78;1023,9;13,8;1,53
08/03/2017;21:00;96;76;1024,1;13,9;1,33
08/03/2017;20:00;56;76;1024;14;1,1
08/03/2017;19:00;60;77;1023,6;14,1;1,08
08/03/2017;18:00;327;81;1023,5;13,8;2,21
08/03/2017;17:00;344;81;1023,6;13,9;3,1
08/03/2017;16:00;349;79;1023,8;14,2;3,81
08/03/2017;15:00;347;77;1023,6;14,5;4,16
08/03/2017;14:00;339;73;1023,6;14,8;4,22
08/03/2017;13:00;338;74;1024;14,7;4,19
08/03/2017;12:00;347;73;1023,9;15,2;3,57
08/03/2017;11:00;121;75;1023,8;15,8;0,52
08/03/2017;10:00;155;83;1023,8;14,5;1,62
08/03/2017;09:00;150;90;1023,7;13,3;1,96
08/03/2017;08:00;158;93;1023,5;12,8;1,32
08/03/2017;07:00;163;92;1023,2;12,6;1,44
08/03/2017;06:00;154;88;1023,1;13,2;1,48
08/03/2017;05:00;271;87;1023,1;13,3;0,47
08/03/2017;04:00;302;87;1023,2;13,3;2,72
08/03/2017;03:00;310;88;1023,3;13,3;2,72
08/03/2017;02:00;315;86;1023,5;13,7;3,38
08/03/2017;01:00;307;82;1023,6;14;3,16
07/03/2017;24:00;304;80;1023,6;14,3;2,95
07/03/2017;23:00;301;80;1023,4;14,3;3,72
07/03/2017;22:00;300;83;1023,3;14,2;5,3
07/03/2017;21:00;302;85;1023,2;14;5,32
07/03/2017;20:00;300;83;1023,3;14,3;4,3
07/03/2017;19:00;295;83;1023,1;14,3;4,49
07/03/2017;18:00;298;82;1022,9;14,3;6,07
07/03/2017;17:00;294;80;1022,3;14,7;7
07/03/2017;16:00;299;80;1021,9;14,7;7,72
07/03/2017;15:00;305;82;1021,3;14,7;8,74
07/03/2017;14:00;310;83;1021,3;14,6;8,64
07/03/2017;13:00;313;78;1021,1;15,3;6,76
07/03/2017;12:00;310;78;1021,5;14,8;6,79
07/03/2017;11:00;78;84;1021,3;13;0,54
07/03/2017;10:00;157;86;1021,3;11,1;2,07
07/03/2017;09:00;157;82;1021,4;10,9;2,05
07/03/2017;08:00;158;81;1021,3;10,7;2,11
07/03/2017;07:00;166;83;1021,4;10,4;1,51
07/03/2017;06:00;166;83;1021,2;10,4;1,48
07/03/2017;05:00;168;82;1021,2;10,5;1,67
07/03/2017;04:00;174;76;1021,5;11,4;0,96
07/03/2017;03:00;268;75;1022,4;11,9;0,87
07/03/2017;02:00;284;74;1023,3;12,3;1,85
07/03/2017;01:00;309;70;1023,4;12,4;2,23
06/03/2017;24:00;287;71;1023,1;12,4;1,96
06/03/2017;23:00;290;71;1023,1;12,4;4,01
06/03/2017;22:00;290;72;1023,3;12,4;4,18
06/03/2017;21:00;295;70;1023;12,6;3,38
06/03/2017;20:00;296;70;1022,7;12,6;4,19
06/03/2017;19:00;300;68;1022,2;13;5,27
06/03/2017;18:00;298;68;1021,6;13,4;4,25
06/03/2017;17:00;305;69;1021,7;13,3;6,83
06/03/2017;16:00;311;70;1021,6;13,4;8
06/03/2017;15:00;309;73;1021,3;13,5;7,37
06/03/2017;14:00;303;71;1020,4;13,9;7,69
06/03/2017;13:00;300;72;1020;14;8,67
06/03/2017;12:00;296;72;1018,8;14,3;9,44
06/03/2017;11:00;298;76;1017,5;14,8;9,19
06/03/2017;10:00;298;74;1016,3;15,5;10,03
06/03/2017;09:00;297;75;1014,9;16;10,34
06/03/2017;08:00;296;71;1013,5;16,4;5,25
06/03/2017;07:00;314;69;1012,5;16,2;4,07
06/03/2017;06:00;235;64;1011,5;16,7;1,42
06/03/2017;05:00;255;61;1010,8;17,1;2,04
06/03/2017;04:00;247;65;1010,4;16,7;2,02
06/03/2017;03:00;283;63;1010;17;1,82
06/03/2017;02:00;269;65;1010,1;16,5;1,68
06/03/2017;01:00;242;72;1010,7;14,9;1
05/03/2017;24:00;187;80;1011,2;13,9;1,97
05/03/2017;23:00;139;94;1011,9;12,3;3,72
05/03/2017;22:00;133;92;1013;12,5;2,63
05/03/2017;21:00;151;91;1013,4;12,8;1,76
05/03/2017;20:00;208;87;1013,8;13,1;0,22
05/03/2017;19:00;64;80;1013,3;14;0,95
05/03/2017;18:00;123;79;1012,7;14,3;0,76
05/03/2017;17:00;27;81;1012,3;14,2;1,19
05/03/2017;16:00;6;79;1011,8;14,4;1,55
05/03/2017;15:00;335;79;1011,4;14,3;4,9
05/03/2017;14:00;334;75;1010,9;14,8;5,08
05/03/2017;13:00;331;60;1009,9;16,6;2,39
05/03/2017;12:00;208;61;1008,9;16,2;1,6
05/03/2017;11:00;244;65;1009,6;14,8;1,34
05/03/2017;10:00;244;68;1008,8;13,6;1,14
05/03/2017;09:00;241;72;1008,4;12,3;3,08
05/03/2017;08:00;247;64;1006,7;13,3;2,46
05/03/2017;07:00;250;56;1004,8;13,8;2,03
05/03/2017;06:00;257;56;1003,8;13,4;2,94
05/03/2017;05:00;267;56;1003,4;12,9;0,94
05/03/2017;04:00;234;55;1003,1;12,6;1,92
05/03/2017;03:00;230;53;1003,2;12,5;2,27
05/03/2017;02:00;162;60;1003,6;10,5;2,2
05/03/2017;01:00;157;68;1004,6;9,4;2,6
04/03/2017;24:00;136;70;1005,2;9,2;3,09
04/03/2017;23:00;138;71;1005,1;9,2;3,87
04/03/2017;22:00;160;74;1005,3;9,5;2,64
04/03/2017;21:00;154;73;1004,9;9,7;2,41
04/03/2017;20:00;172;70;1005,1;10,2;1,59
04/03/2017;19:00;254;69;1004,5;10,3;0,66
04/03/2017;18:00;349;73;1003,8;9,8;3,31
04/03/2017;17:00;304;47;1003;12,1;7,95
04/03/2017;16:00;298;48;1002,3;12,4;7,35
04/03/2017;15:00;297;52;1001,8;12,1;6,71
04/03/2017;14:00;294;49;1001,1;12,2;3,44
04/03/2017;13:00;287;66;1001,5;9,7;4,5
04/03/2017;12:00;294;62;1001;10,4;6,02
04/03/2017;11:00;271;63;1000,2;10,2;2,66
04/03/2017;10:00;293;68;1000,2;8,3;5,51
04/03/2017;09:00;246;54;998,6;8,6;1,78
04/03/2017;08:00;236;56;997,8;8,2;2,06
04/03/2017;07:00;227;60;997,3;7,9;1,54
04/03/2017;06:00;254;59;997,1;8,1;1,98
04/03/2017;05:00;200;62;996,7;8,4;1,07
04/03/2017;04:00;258;56;996,3;8,7;1,39
04/03/2017;03:00;288;53;996,4;9,6;2,72
04/03/2017;02:00;296;54;997;9,9;5,7
04/03/2017;01:00;289;61;997,2;9,8;4,63
03/03/2017;24:00;287;65;997,3;9,7;4,5
03/03/2017;23:00;286;73;997;9,3;2,28
03/03/2017;22:00;288;76;996,8;9,2;5,14
03/03/2017;21:00;292;79;996,4;8,8;4,31
03/03/2017;20:00;287;78;996,1;9,1;3,98
03/03/2017;19:00;289;80;995,7;9;6,13
03/03/2017;18:00;293;82;994,8;9,5;5,52
03/03/2017;17:00;301;83;994;10;5,86
03/03/2017;16:00;310;81;993,4;11;8,77
03/03/2017;15:00;318;82;992,8;11,8;10,64
03/03/2017;14:00;316;60;992,5;16;5,44
03/03/2017;13:00;205;40;993,1;18,9;2,87
03/03/2017;12:00;189;41;994;18,8;2,33
03/03/2017;11:00;135;50;994,7;17;4,84
03/03/2017;10:00;138;55;995,6;15,8;6,49
03/03/2017;09:00;146;59;996,8;14,7;4,76
03/03/2017;08:00;140;59;998;14,4;2,95
03/03/2017;07:00;87;57;999,2;14,8;2,04
03/03/2017;06:00;148;52;999,5;16,4;3,58
03/03/2017;05:00;146;51;999,7;16,8;3,58
03/03/2017;04:00;124;52;1000,7;16,7;5,47
03/03/2017;03:00;141;53;1002;16,9;3,6
03/03/2017;02:00;187;54;1003,5;16,8;2,7
03/03/2017;01:00;171;55;1004,4;16,9;2,73
02/03/2017;24:00;169;53;1005;17,2;4,44
02/03/2017;23:00;159;54;1005,8;17,1;1,59
02/03/2017;22:00;204;56;1006,4;17,1;1,11
02/03/2017;21:00;179;70;1006,8;15,5;0,91
02/03/2017;20:00;161;72;1007,7;15,7;1,28
02/03/2017;19:00;134;78;1008,2;14,6;0,57
02/03/2017;18:00;341;73;1008,3;15,7;1,09
02/03/2017;17:00;330;67;1008,5;16,9;1,24
02/03/2017;16:00;327;65;1009,1;17;2,11
02/03/2017;15:00;317;65;1009,9;16,7;2,64
02/03/2017;14:00;326;63;1010,7;17;2,54
02/03/2017;13:00;323;64;1011,9;16,3;2,18
02/03/2017;12:00;348;61;1012,7;16;1,82
02/03/2017;11:00;145;65;1013,3;14,8;0,87
02/03/2017;10:00;167;73;1013,8;12,5;1,52
02/03/2017;09:00;158;80;1014;10,6;2,03
02/03/2017;08:00;167;84;1013,8;9,6;2,08
02/03/2017;07:00;150;86;1013,7;9,2;2,34
02/03/2017;06:00;169;84;1013,6;9,6;1,73
02/03/2017;05:00;165;84;1013,6;9,9;1,59
02/03/2017;04:00;172;83;1013,5;10,1;1,51
02/03/2017;03:00;170;81;1014;10,5;1,76
02/03/2017;02:00;175;80;1014,4;10,8;1,95
02/03/2017;01:00;173;79;1014,6;11,1;1,95
01/03/2017;24:00;168;79;1014,6;11;1,86
01/03/2017;23:00;159;76;1014,3;11,5;1,96
01/03/2017;22:00;159;73;1014;12,3;1,58
01/03/2017;21:00;168;69;1013,1;13;1,08
01/03/2017;20:00;179;66;1012,7;13,8;0,57
01/03/2017;19:00;284;62;1012,3;14,4;1,12
01/03/2017;18:00;302;61;1011,7;15;2,54
01/03/2017;17:00;309;58;1011,1;15,5;4,21
01/03/2017;16:00;298;58;1010,8;16,3;4,81
01/03/2017;15:00;206;46;1010;18,7;2,29
01/03/2017;14:00;207;46;1010,7;18,3;2,6
01/03/2017;13:00;219;47;1011,4;17,6;2,43
01/03/2017;12:00;228;51;1011,9;16,2;3,38
01/03/2017;11:00;229;53;1012,2;14,8;4,43
01/03/2017;10:00;171;55;1012,3;14;1,79
01/03/2017;09:00;149;65;1012,1;11,3;3,94
01/03/2017;08:00;139;72;1011,7;9,3;5,43
01/03/2017;07:00;155;74;1011,7;8,9;3,25
01/03/2017;06:00;157;76;1011,9;8,5;3,57
01/03/2017;05:00;177;80;1011,9;7,8;1,99
01/03/2017;04:00;176;81;1011,9;7,9;1,8
01/03/2017;03:00;178;84;1012,6;7,7;1,85
01/03/2017;02:00;155;87;1013,1;7,6;2,2
01/03/2017;01:00;169;85;1013,1;8,1;1,58
28/02/2017;24:00;230;75;1013,1;9,8;1,68
28/02/2017;23:00;279;73;1013,4;10,1;2,77
28/02/2017;22:00;264;74;1013,3;9,8;2,33
28/02/2017;21:00;262;74;1013,2;9,9;2,38
28/02/2017;20:00;257;75;1012,7;10,1;2,05
28/02/2017;19:00;269;75;1012,2;10,2;3,47
28/02/2017;18:00;277;72;1011,3;10,7;2,7
28/02/2017;17:00;292;74;1010,5;10,7;4,03
28/02/2017;16:00;287;83;1010,3;9,3;5,07
28/02/2017;15:00;289;76;1009,5;9,7;8,1
28/02/2017;14:00;292;74;1008,6;10,2;8,16
28/02/2017;13:00;292;79;1008;9,7;6,82
28/02/2017;12:00;295;84;1007,3;9,7;7,5
28/02/2017;11:00;293;75;1005,6;11,4;3
28/02/2017;10:00;290;72;1004,5;12;2,09
28/02/2017;09:00;258;66;1003,6;12,6;1,24
28/02/2017;08:00;283;59;1003,1;13,2;1,93
28/02/2017;07:00;265;54;1002;13,7;1,62
28/02/2017;06:00;286;53;1002,1;13,4;1,63
28/02/2017;05:00;285;57;1001,6;13;1,48
28/02/2017;04:00;302;77;1002,1;11;0,76
28/02/2017;03:00;147;90;1002,9;9,7;2,54
28/02/2017;02:00;161;85;1004;10,7;2,43
28/02/2017;01:00;188;80;1004,6;11,8;1,23
27/02/2017;24:00;236;78;1005;12,5;0,87
27/02/2017;23:00;167;81;1005,3;12,5;0,87
27/02/2017;22:00;244;69;1005,4;13,6;0,57
27/02/2017;21:00;288;66;1005,2;13,7;3,48
27/02/2017;20:00;288;63;1005,2;14,1;4,5
27/02/2017;19:00;288;65;1004,9;14,1;4,1
27/02/2017;18:00;294;67;1004,6;14;4,08
27/02/2017;17:00;329;75;1004,4;13,4;4,97
27/02/2017;16:00;329;80;1004,5;13,5;7,24
27/02/2017;15:00;295;51;1003,9;18,3;5,58
27/02/2017;14:00;223;38;1003,4;19,8;3,98
27/02/2017;13:00;231;40;1004,1;19;3,96
27/02/2017;12:00;223;43;1005,1;17,7;3,89
27/02/2017;11:00;223;45;1005,6;16,3;5,42
27/02/2017;10:00;222;48;1006,2;15,9;3,17
27/02/2017;09:00;220;52;1006,8;15,2;0,88
27/02/2017;08:00;203;56;1007,7;14,2;1,25
27/02/2017;07:00;240;59;1007,5;13,8;1,58
27/02/2017;06:00;256;67;1007,6;13,1;1,07
27/02/2017;05:00;83;85;1006,9;10,1;0,19
27/02/2017;04:00;167;86;1006,9;10,2;1,13
27/02/2017;03:00;154;87;1007,9;10,3;1,97
27/02/2017;02:00;153;85;1009,4;10,8;2,02
27/02/2017;01:00;142;83;1010,4;11,6;2,39
26/02/2017;24:00;154;80;1011,3;12,7;2,41
26/02/2017;23:00;127;77;1012,1;13,3;0,88
26/02/2017;22:00;130;76;1012,5;13,6;0,79
26/02/2017;21:00;340;75;1013;13,6;0,49
26/02/2017;20:00;357;75;1013,4;13,7;0,57
26/02/2017;19:00;312;76;1013,5;13,7;1,53
26/02/2017;18:00;297;75;1013,5;13,9;2,22
26/02/2017;17:00;315;73;1013,6;14,3;2,04
26/02/2017;16:00;312;72;1014,1;14,3;1,92
26/02/2017;15:00;344;73;1014,6;13,6;4,53
26/02/2017;14:00;347;66;1014,7;14,2;4,83
26/02/2017;13:00;353;59;1015,4;15,1;3,56
26/02/2017;12:00;136;61;1016;15,2;0,64
26/02/2017;11:00;158;70;1016,5;13;1,98
26/02/2017;10:00;162;76;1016,9;11,1;1,91
26/02/2017;09:00;174;81;1017,1;9,6;2,24
26/02/2017;08:00;160;85;1017;8,6;1,94
26/02/2017;07:00;175;86;1016,6;8,4;1,86
26/02/2017;06:00;157;86;1016,5;8,6;2,6
26/02/2017;05:00;152;87;1016,5;8,5;2,8
26/02/2017;04:00;152;88;1016,5;8,4;2,37
26/02/2017;03:00;158;85;1016,5;9;1,77
26/02/2017;02:00;168;85;1016,6;9;1,38
26/02/2017;01:00;176;84;1016,5;9,4;1,95
25/02/2017;24:00;173;81;1016,5;10;1,65
25/02/2017;23:00;174;76;1016,4;11;1,29
25/02/2017;22:00;169;75;1016,1;11,6;1,24
25/02/2017;21:00;80;74;1015,6;11,9;0,44
25/02/2017;20:00;31;74;1014,9;12,6;0,5
25/02/2017;19:00;340;69;1014,3;13,3;0,83
25/02/2017;18:00;347;56;1013,6;14,2;1,56
25/02/2017;17:00;319;55;1013,2;14,7;2,23
25/02/2017;16:00;336;55;1013,1;14,9;1,66
25/02/2017;15:00;330;57;1013,5;14,3;2,66
25/02/2017;14:00;328;56;1013,9;14,1;3,21
25/02/2017;13:00;322;48;1014,3;15,9;1,35
25/02/2017;12:00;145;52;1014,8;13,8;2,52
25/02/2017;11:00;134;62;1015,2;10,9;5,04
25/02/2017;10:00;141;72;1015,7;8,6;4,82
25/02/2017;09:00;138;80;1015,9;6,4;5,81
25/02/2017;08:00;150;86;1016;5,6;4,19
25/02/2017;07:00;139;92;1016,1;4,8;3,57
25/02/2017;06:00;139;93;1016,4;4,5;4,03
25/02/2017;05:00;138;93;1016,7;5;4,42
25/02/2017;04:00;155;93;1017,2;5,3;3,32
25/02/2017;03:00;160;92;1017,8;5,8;2,23
25/02/2017;02:00;166;92;1018,5;6,1;1,77
25/02/2017;01:00;158;90;1019,2;6,6;1,75
24/02/2017;24:00;153;89;1019,2;7,1;1,95
24/02/2017;23:00;157;86;1019,3;7,8;1,78
24/02/2017;22:00;157;79;1019,1;9;1,62
24/02/2017;21:00;183;73;1019,1;9,9;0,3
24/02/2017;20:00;139;72;1018,9;10,1;0,15
24/02/2017;19:00;52;71;1018,7;10,6;0,83
24/02/2017;18:00;39;71;1018,1;10,8;2,73
24/02/2017;17:00;35;73;1017,5;11;3,91
24/02/2017;16:00;345;67;1017,3;11,2;4,23
24/02/2017;15:00;21;68;1017,1;11,2;4,85
24/02/2017;14:00;35;73;1017;11,4;4,21
24/02/2017;13:00;9;76;1017,2;10,6;2,25
24/02/2017;12:00;29;74;1017,3;10,9;4,77
24/02/2017;11:00;4;87;1017;10,6;1,3
24/02/2017;10:00;5;90;1016,9;9,7;2,18
24/02/2017;09:00;300;86;1016,2;10,2;3,93
24/02/2017;08:00;265;90;1015,6;9,7;1,47
24/02/2017;07:00;276;94;1015,2;9,2;1,01
24/02/2017;06:00;345;95;1015,2;9,5;3,11
24/02/2017;05:00;317;94;1014,5;9,7;3,57
24/02/2017;04:00;330;94;1014,1;10;2,9
24/02/2017;03:00;17;94;1013,7;10,5;4,43
24/02/2017;02:00;134;91;1013,1;11,2;0,13
24/02/2017;01:00;159;87;1013,2;11,4;0,51
23/02/2017;24:00;132;83;1013,3;11,7;2,34
23/02/2017;23:00;156;81;1013,3;12;1,98
23/02/2017;22:00;314;77;1013,6;12,2;1,19
23/02/2017;21:00;305;73;1013,4;12,5;2,95
23/02/2017;20:00;291;71;1013;12,7;2,78
23/02/2017;19:00;291;72;1012,7;12,5;4,22
23/02/2017;18:00;312;77;1012,1;12,5;5,48
23/02/2017;17:00;319;78;1011,7;12,7;5
23/02/2017;16:00;321;80;1011,7;12,6;5,85
23/02/2017;15:00;320;78;1011,6;12,7;5,38
23/02/2017;14:00;318;79;1011,9;12,2;5,47
23/02/2017;13:00;325;80;1012,5;11,9;4,37
23/02/2017;12:00;344;80;1013,1;11,8;1,73
23/02/2017;11:00;11;80;1013;11,9;1,26
23/02/2017;10:00;31;85;1012,9;10,8;0,6
23/02/2017;09:00;311;87;1013;10,4;1,79
23/02/2017;08:00;288;88;1012,5;10,3;1,11
