Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3)
12/03/2017;06:00;;"Sin datos / ";86
12/03/2017;05:00;87;"Buena / ";86
12/03/2017;04:00;85;"Buena / ";87
12/03/2017;03:00;86;"Buena / ";89
12/03/2017;02:00;87;"Buena / ";91
12/03/2017;01:00;87;"Buena / ";92
11/03/2017;24:00;83;"Buena / ";94
11/03/2017;23:00;83;"Buena / ";95
11/03/2017;22:00;87;"Buena / ";98
11/03/2017;21:00;92;"Buena / ";100
11/03/2017;20:00;98;"Buena / ";101
11/03/2017;19:00;100;"Buena / ";99
11/03/2017;18:00;99;"Buena / ";97
11/03/2017;17:00;99;"Buena / ";96
11/03/2017;16:00;102;"Buena / ";93
11/03/2017;15:00;106;"Buena / ";91
11/03/2017;14:00;107;"Buena / ";87
11/03/2017;13:00;94;"Buena / ";84
11/03/2017;12:00;85;"Buena / ";82
11/03/2017;11:00;87;"Buena / ";82
11/03/2017;10:00;84;"Buena / ";80
11/03/2017;09:00;82;"Buena / ";81
11/03/2017;08:00;79;"Buena / ";83
11/03/2017;07:00;79;"Buena / ";83
11/03/2017;06:00;;"Sin datos / ";90
11/03/2017;05:00;87;"Buena / ";95
11/03/2017;04:00;80;"Buena / ";99
11/03/2017;03:00;76;"Buena / ";104
11/03/2017;02:00;87;"Buena / ";109
11/03/2017;01:00;97;"Buena / ";111
10/03/2017;24:00;112;"Buena / ";112
10/03/2017;23:00;116;"Buena / ";112
10/03/2017;22:00;116;"Buena / ";112
10/03/2017;21:00;120;"Buena / ";110
10/03/2017;20:00;118;"Buena / ";107
10/03/2017;19:00;111;"Buena / ";104
10/03/2017;18:00;98;"Buena / ";101
10/03/2017;17:00;102;"Buena / ";100
10/03/2017;16:00;112;"Buena / ";98
10/03/2017;15:00;117;"Buena / ";95
10/03/2017;14:00;102;"Buena / ";90
10/03/2017;13:00;96;"Buena / ";87
10/03/2017;12:00;97;"Buena / ";85
10/03/2017;11:00;85;"Buena / ";83
10/03/2017;10:00;89;"Buena / ";82
10/03/2017;09:00;89;"Buena / ";81
10/03/2017;08:00;84;"Buena / ";83
10/03/2017;07:00;76;"Buena / ";83
10/03/2017;06:00;;"Sin datos / ";85
10/03/2017;05:00;75;"Buena / ";88
10/03/2017;04:00;78;"Buena / ";89
10/03/2017;03:00;79;"Buena / ";90
10/03/2017;02:00;86;"Buena / ";90
10/03/2017;01:00;99;"Buena / ";88
09/03/2017;24:00;101;"Buena / ";83
09/03/2017;23:00;91;"Buena / ";82
09/03/2017;22:00;94;"Buena / ";79
09/03/2017;21:00;96;"Buena / ";74
09/03/2017;20:00;84;"Buena / ";73
09/03/2017;19:00;81;"Buena / ";73
09/03/2017;18:00;69;"Buena / ";73
09/03/2017;17:00;65;"Buena / ";75
09/03/2017;16:00;74;"Buena / ";76
09/03/2017;15:00;65;"Buena / ";75
09/03/2017;14:00;58;"Muy buena / ";75
09/03/2017;13:00;87;"Buena / ";75
09/03/2017;12:00;88;"Buena / ";73
09/03/2017;11:00;81;"Buena / ";70
09/03/2017;10:00;79;"Buena / ";67
09/03/2017;09:00;75;"Buena / ";64
09/03/2017;08:00;69;"Buena / ";62
09/03/2017;07:00;62;"Buena / ";61
09/03/2017;06:00;;"Sin datos / ";60
09/03/2017;05:00;63;"Buena / ";59
09/03/2017;04:00;63;"Buena / ";59
09/03/2017;03:00;61;"Buena / ";59
09/03/2017;02:00;61;"Buena / ";59
09/03/2017;01:00;59;"Muy buena / ";60
08/03/2017;24:00;54;"Muy buena / ";61
08/03/2017;23:00;55;"Muy buena / ";63
08/03/2017;22:00;57;"Muy buena / ";65
08/03/2017;21:00;60;"Muy buena / ";66
08/03/2017;20:00;62;"Buena / ";67
08/03/2017;19:00;61;"Buena / ";67
08/03/2017;18:00;65;"Buena / ";68
08/03/2017;17:00;69;"Buena / ";68
08/03/2017;16:00;71;"Buena / ";68
08/03/2017;15:00;72;"Buena / ";68
08/03/2017;14:00;70;"Buena / ";66
08/03/2017;13:00;64;"Buena / ";65
08/03/2017;12:00;66;"Buena / ";65
08/03/2017;11:00;65;"Buena / ";66
08/03/2017;10:00;70;"Buena / ";67
08/03/2017;09:00;68;"Buena / ";66
08/03/2017;08:00;65;"Buena / ";67
08/03/2017;07:00;60;"Muy buena / ";68
08/03/2017;06:00;;"Sin datos / ";70
08/03/2017;05:00;67;"Buena / ";71
08/03/2017;04:00;69;"Buena / ";71
08/03/2017;03:00;71;"Buena / ";72
08/03/2017;02:00;68;"Buena / ";72
08/03/2017;01:00;74;"Buena / ";73
07/03/2017;24:00;70;"Buena / ";73
07/03/2017;23:00;72;"Buena / ";74
07/03/2017;22:00;70;"Buena / ";73
07/03/2017;21:00;73;"Buena / ";73
07/03/2017;20:00;75;"Buena / ";72
07/03/2017;19:00;75;"Buena / ";72
07/03/2017;18:00;75;"Buena / ";71
07/03/2017;17:00;74;"Buena / ";72
07/03/2017;16:00;75;"Buena / ";74
07/03/2017;15:00;70;"Buena / ";75
07/03/2017;14:00;66;"Buena / ";77
07/03/2017;13:00;68;"Buena / ";79
07/03/2017;12:00;72;"Buena / ";80
07/03/2017;11:00;71;"Buena / ";83
07/03/2017;10:00;78;"Buena / ";85
07/03/2017;09:00;88;"Buena / ";87
07/03/2017;08:00;88;"Buena / ";88
07/03/2017;07:00;82;"Buena / ";89
07/03/2017;06:00;;"Sin datos / ";91
07/03/2017;05:00;87;"Buena / ";92
07/03/2017;04:00;88;"Buena / ";92
07/03/2017;03:00;90;"Buena / ";93
07/03/2017;02:00;92;"Buena / ";94
07/03/2017;01:00;95;"Buena / ";94
06/03/2017;24:00;96;"Buena / ";93
06/03/2017;23:00;94;"Buena / ";93
06/03/2017;22:00;91;"Buena / ";92
06/03/2017;21:00;97;"Buena / ";92
06/03/2017;20:00;93;"Buena / ";90
06/03/2017;19:00;93;"Buena / ";90
06/03/2017;18:00;93;"Buena / ";88
06/03/2017;17:00;91;"Buena / ";85
06/03/2017;16:00;90;"Buena / ";82
06/03/2017;15:00;91;"Buena / ";79
06/03/2017;14:00;87;"Buena / ";76
06/03/2017;13:00;84;"Buena / ";74
06/03/2017;12:00;87;"Buena / ";73
06/03/2017;11:00;81;"Buena / ";70
06/03/2017;10:00;69;"Buena / ";68
06/03/2017;09:00;68;"Buena / ";68
06/03/2017;08:00;66;"Buena / ";69
06/03/2017;07:00;68;"Buena / ";69
06/03/2017;06:00;;"Sin datos / ";71
06/03/2017;05:00;67;"Buena / ";71
06/03/2017;04:00;68;"Buena / ";71
06/03/2017;03:00;67;"Buena / ";72
06/03/2017;02:00;69;"Buena / ";72
06/03/2017;01:00;72;"Buena / ";72
05/03/2017;24:00;76;"Buena / ";72
05/03/2017;23:00;76;"Buena / ";73
05/03/2017;22:00;73;"Buena / ";73
05/03/2017;21:00;74;"Buena / ";72
05/03/2017;20:00;74;"Buena / ";72
05/03/2017;19:00;69;"Buena / ";72
05/03/2017;18:00;67;"Buena / ";73
05/03/2017;17:00;74;"Buena / ";74
05/03/2017;16:00;77;"Buena / ";74
05/03/2017;15:00;73;"Buena / ";75
05/03/2017;14:00;70;"Buena / ";76
05/03/2017;13:00;73;"Buena / ";77
05/03/2017;12:00;76;"Buena / ";78
05/03/2017;11:00;76;"Buena / ";80
05/03/2017;10:00;75;"Buena / ";81
05/03/2017;09:00;75;"Buena / ";79
05/03/2017;08:00;80;"Buena / ";78
05/03/2017;07:00;82;"Buena / ";77
05/03/2017;06:00;;"Sin datos / ";78
05/03/2017;05:00;91;"Buena / ";79
05/03/2017;04:00;91;"Buena / ";81
05/03/2017;03:00;81;"Buena / ";81
05/03/2017;02:00;61;"Buena / ";81
05/03/2017;01:00;67;"Buena / ";85
04/03/2017;24:00;76;"Buena / ";89
04/03/2017;23:00;85;"Buena / ";89
04/03/2017;22:00;88;"Buena / ";90
04/03/2017;21:00;93;"Buena / ";90
04/03/2017;20:00;89;"Buena / ";90
04/03/2017;19:00;85;"Buena / ";89
04/03/2017;18:00;89;"Buena / ";89
04/03/2017;17:00;92;"Buena / ";87
04/03/2017;16:00;94;"Buena / ";85
04/03/2017;15:00;91;"Buena / ";82
04/03/2017;14:00;89;"Buena / ";80
04/03/2017;13:00;87;"Buena / ";78
04/03/2017;12:00;87;"Buena / ";76
04/03/2017;11:00;81;"Buena / ";77
04/03/2017;10:00;77;"Buena / ";78
04/03/2017;09:00;75;"Buena / ";80
04/03/2017;08:00;70;"Buena / ";81
04/03/2017;07:00;71;"Buena / ";83
04/03/2017;06:00;;"Sin datos / ";86
04/03/2017;05:00;82;"Buena / ";90
04/03/2017;04:00;91;"Buena / ";90
04/03/2017;03:00;89;"Buena / ";91
04/03/2017;02:00;88;"Buena / ";91
04/03/2017;01:00;88;"Buena / ";91
03/03/2017;24:00;89;"Buena / ";91
03/03/2017;23:00;89;"Buena / ";91
03/03/2017;22:00;92;"Buena / ";90
03/03/2017;21:00;92;"Buena / ";91
03/03/2017;20:00;96;"Buena / ";90
03/03/2017;19:00;91;"Buena / ";90
03/03/2017;18:00;88;"Buena / ";89
03/03/2017;17:00;88;"Buena / ";88
03/03/2017;16:00;88;"Buena / ";87
03/03/2017;15:00;87;"Buena / ";86
03/03/2017;14:00;94;"Buena / ";85
03/03/2017;13:00;90;"Buena / ";83
03/03/2017;12:00;91;"Buena / ";82
03/03/2017;11:00;87;"Buena / ";80
03/03/2017;10:00;82;"Buena / ";78
03/03/2017;09:00;79;"Buena / ";77
03/03/2017;08:00;80;"Buena / ";77
03/03/2017;07:00;78;"Buena / ";76
03/03/2017;06:00;;"Sin datos / ";78
03/03/2017;05:00;78;"Buena / ";79
03/03/2017;04:00;77;"Buena / ";79
03/03/2017;03:00;76;"Buena / ";80
03/03/2017;02:00;73;"Buena / ";80
03/03/2017;01:00;77;"Buena / ";82
02/03/2017;24:00;82;"Buena / ";84
02/03/2017;23:00;87;"Buena / ";86
02/03/2017;22:00;85;"Buena / ";86
02/03/2017;21:00;79;"Buena / ";87
02/03/2017;20:00;81;"Buena / ";87
02/03/2017;19:00;80;"Buena / ";87
02/03/2017;18:00;87;"Buena / ";85
02/03/2017;17:00;92;"Buena / ";81
02/03/2017;16:00;93;"Buena / ";76
02/03/2017;15:00;94;"Buena / ";71
02/03/2017;14:00;88;"Buena / ";66
02/03/2017;13:00;83;"Buena / ";62
02/03/2017;12:00;76;"Buena / ";59
02/03/2017;11:00;68;"Buena / ";57
02/03/2017;10:00;56;"Muy buena / ";56
02/03/2017;09:00;51;"Muy buena / ";57
02/03/2017;08:00;52;"Muy buena / ";59
02/03/2017;07:00;55;"Muy buena / ";60
02/03/2017;06:00;;"Sin datos / ";62
02/03/2017;05:00;58;"Muy buena / ";65
02/03/2017;04:00;59;"Muy buena / ";65
02/03/2017;03:00;60;"Muy buena / ";67
02/03/2017;02:00;66;"Buena / ";69
02/03/2017;01:00;66;"Buena / ";70
01/03/2017;24:00;64;"Buena / ";72
01/03/2017;23:00;66;"Buena / ";73
01/03/2017;22:00;71;"Buena / ";75
01/03/2017;21:00;68;"Buena / ";76
01/03/2017;20:00;70;"Buena / ";78
01/03/2017;19:00;73;"Buena / ";79
01/03/2017;18:00;76;"Buena / ";78
01/03/2017;17:00;80;"Buena / ";76
01/03/2017;16:00;80;"Buena / ";74
01/03/2017;15:00;80;"Buena / ";72
01/03/2017;14:00;82;"Buena / ";72
01/03/2017;13:00;81;"Buena / ";71
01/03/2017;12:00;81;"Buena / ";70
01/03/2017;11:00;64;"Buena / ";71
01/03/2017;10:00;59;"Muy buena / ";75
01/03/2017;09:00;62;"Buena / ";79
01/03/2017;08:00;67;"Buena / ";84
01/03/2017;07:00;77;"Buena / ";87
01/03/2017;06:00;;"Sin datos / ";90
01/03/2017;05:00;67;"Buena / ";93
01/03/2017;04:00;89;"Buena / ";93
01/03/2017;03:00;91;"Buena / ";95
01/03/2017;02:00;92;"Buena / ";96
01/03/2017;01:00;97;"Buena / ";97
28/02/2017;24:00;93;"Buena / ";96
28/02/2017;23:00;96;"Buena / ";96
28/02/2017;22:00;93;"Buena / ";96
28/02/2017;21:00;96;"Buena / ";97
28/02/2017;20:00;98;"Buena / ";96
28/02/2017;19:00;100;"Buena / ";93
28/02/2017;18:00;97;"Buena / ";92
28/02/2017;17:00;94;"Buena / ";90
28/02/2017;16:00;95;"Buena / ";89
28/02/2017;15:00;96;"Buena / ";89
28/02/2017;14:00;98;"Buena / ";88
28/02/2017;13:00;90;"Buena / ";87
28/02/2017;12:00;77;"Buena / ";87
28/02/2017;11:00;85;"Buena / ";88
28/02/2017;10:00;84;"Buena / ";89
28/02/2017;09:00;89;"Buena / ";90
28/02/2017;08:00;92;"Buena / ";90
28/02/2017;07:00;90;"Buena / ";90
28/02/2017;06:00;;"Sin datos / ";88
28/02/2017;05:00;90;"Buena / ";87
28/02/2017;04:00;87;"Buena / ";87
28/02/2017;03:00;89;"Buena / ";88
28/02/2017;02:00;91;"Buena / ";88
28/02/2017;01:00;91;"Buena / ";88
27/02/2017;24:00;83;"Buena / ";88
27/02/2017;23:00;83;"Buena / ";89
27/02/2017;22:00;83;"Buena / ";90
27/02/2017;21:00;87;"Buena / ";91
27/02/2017;20:00;89;"Buena / ";92
27/02/2017;19:00;89;"Buena / ";92
27/02/2017;18:00;92;"Buena / ";93
27/02/2017;17:00;92;"Buena / ";92
27/02/2017;16:00;94;"Buena / ";90
27/02/2017;15:00;94;"Buena / ";88
27/02/2017;14:00;93;"Buena / ";86
27/02/2017;13:00;94;"Buena / ";84
27/02/2017;12:00;91;"Buena / ";82
27/02/2017;11:00;90;"Buena / ";78
27/02/2017;10:00;86;"Buena / ";73
27/02/2017;09:00;80;"Buena / ";69
27/02/2017;08:00;77;"Buena / ";66
27/02/2017;07:00;78;"Buena / ";64
27/02/2017;06:00;;"Sin datos / ";64
27/02/2017;05:00;66;"Buena / ";64
27/02/2017;04:00;61;"Buena / ";66
27/02/2017;03:00;55;"Muy buena / ";69
27/02/2017;02:00;56;"Muy buena / ";73
27/02/2017;01:00;61;"Buena / ";76
26/02/2017;24:00;74;"Buena / ";79
26/02/2017;23:00;77;"Buena / ";80
26/02/2017;22:00;74;"Buena / ";80
26/02/2017;21:00;79;"Buena / ";81
26/02/2017;20:00;80;"Buena / ";81
26/02/2017;19:00;83;"Buena / ";82
26/02/2017;18:00;79;"Buena / ";82
26/02/2017;17:00;82;"Buena / ";82
26/02/2017;16:00;85;"Buena / ";81
26/02/2017;15:00;78;"Buena / ";80
26/02/2017;14:00;79;"Buena / ";80
26/02/2017;13:00;82;"Buena / ";81
26/02/2017;12:00;84;"Buena / ";80
26/02/2017;11:00;83;"Buena / ";81
26/02/2017;10:00;80;"Buena / ";83
26/02/2017;09:00;73;"Buena / ";86
26/02/2017;08:00;78;"Buena / ";90
26/02/2017;07:00;83;"Buena / ";92
26/02/2017;06:00;;"Sin datos / ";95
26/02/2017;05:00;81;"Buena / ";97
26/02/2017;04:00;88;"Buena / ";97
26/02/2017;03:00;99;"Buena / ";98
26/02/2017;02:00;98;"Buena / ";96
26/02/2017;01:00;101;"Buena / ";94
25/02/2017;24:00;98;"Buena / ";92
25/02/2017;23:00;99;"Buena / ";91
25/02/2017;22:00;95;"Buena / ";90
25/02/2017;21:00;101;"Buena / ";89
25/02/2017;20:00;91;"Buena / ";88
25/02/2017;19:00;87;"Buena / ";89
25/02/2017;18:00;86;"Buena / ";88
25/02/2017;17:00;83;"Buena / ";87
25/02/2017;16:00;89;"Buena / ";88
25/02/2017;15:00;85;"Buena / ";88
25/02/2017;14:00;88;"Buena / ";89
25/02/2017;13:00;98;"Buena / ";90
25/02/2017;12:00;92;"Buena / ";88
25/02/2017;11:00;82;"Buena / ";89
25/02/2017;10:00;78;"Buena / ";91
25/02/2017;09:00;91;"Buena / ";94
25/02/2017;08:00;89;"Buena / ";94
25/02/2017;07:00;96;"Buena / ";95
25/02/2017;06:00;;"Sin datos / ";95
25/02/2017;05:00;90;"Buena / ";95
25/02/2017;04:00;97;"Buena / ";94
25/02/2017;03:00;98;"Buena / ";93
25/02/2017;02:00;94;"Buena / ";92
25/02/2017;01:00;94;"Buena / ";91
24/02/2017;24:00;93;"Buena / ";90
24/02/2017;23:00;94;"Buena / ";89
24/02/2017;22:00;91;"Buena / ";89
24/02/2017;21:00;92;"Buena / ";88
24/02/2017;20:00;89;"Buena / ";88
24/02/2017;19:00;89;"Buena / ";87
24/02/2017;18:00;86;"Buena / ";86
24/02/2017;17:00;86;"Buena / ";86
24/02/2017;16:00;88;"Buena / ";86
24/02/2017;15:00;88;"Buena / ";87
24/02/2017;14:00;87;"Buena / ";87
24/02/2017;13:00;89;"Buena / ";88
24/02/2017;12:00;83;"Buena / ";87
24/02/2017;11:00;84;"Buena / ";84
24/02/2017;10:00;85;"Buena / ";81
24/02/2017;09:00;86;"Buena / ";77
24/02/2017;08:00;90;"Buena / ";72
24/02/2017;07:00;91;"Buena / ";70
24/02/2017;06:00;;"Sin datos / ";65
24/02/2017;05:00;91;"Buena / ";61
24/02/2017;04:00;61;"Buena / ";62
24/02/2017;03:00;65;"Buena / ";62
24/02/2017;02:00;54;"Muy buena / ";62
24/02/2017;01:00;54;"Muy buena / ";63
23/02/2017;24:00;52;"Muy buena / ";64
23/02/2017;23:00;61;"Buena / ";63
23/02/2017;22:00;70;"Buena / ";61
23/02/2017;21:00;71;"Buena / ";57
23/02/2017;20:00;62;"Buena / ";53
23/02/2017;19:00;59;"Muy buena / ";55
23/02/2017;18:00;62;"Buena / ";58
23/02/2017;17:00;61;"Buena / ";60
23/02/2017;16:00;55;"Muy buena / ";62
23/02/2017;15:00;50;"Muy buena / ";65
23/02/2017;14:00;34;"Muy buena / ";69
23/02/2017;13:00;41;"Muy buena / ";74
23/02/2017;12:00;79;"Buena / ";79
23/02/2017;11:00;80;"Buena / ";80
23/02/2017;10:00;80;"Buena / ";80
23/02/2017;09:00;78;"Buena / ";81
23/02/2017;08:00;78;"Buena / ";82
23/02/2017;07:00;79;"Buena / ";83
23/02/2017;06:00;;"Sin datos / ";84
23/02/2017;05:00;83;"Buena / ";84
23/02/2017;04:00;84;"Buena / ";81
23/02/2017;03:00;84;"Buena / ";77
23/02/2017;02:00;85;"Buena / ";72
23/02/2017;01:00;88;"Buena / ";71
22/02/2017;24:00;87;"Buena / ";72
22/02/2017;23:00;87;"Buena / ";73
22/02/2017;22:00;77;"Buena / ";73
22/02/2017;21:00;61;"Buena / ";75
22/02/2017;20:00;54;"Muy buena / ";78
22/02/2017;19:00;53;"Muy buena / ";82
22/02/2017;18:00;80;"Buena / ";85
22/02/2017;17:00;91;"Buena / ";84
22/02/2017;16:00;82;"Buena / ";82
22/02/2017;15:00;89;"Buena / ";81
22/02/2017;14:00;88;"Buena / ";75
22/02/2017;13:00;89;"Buena / ";71
22/02/2017;12:00;85;"Buena / ";68
22/02/2017;11:00;75;"Buena / ";65
22/02/2017;10:00;70;"Buena / ";65
22/02/2017;09:00;80;"Buena / ";66
22/02/2017;08:00;68;"Buena / ";66
22/02/2017;07:00;46;"Muy buena / ";65
22/02/2017;06:00;;"Sin datos / ";68
22/02/2017;05:00;58;"Muy buena / ";70
22/02/2017;04:00;65;"Buena / ";70
22/02/2017;03:00;71;"Buena / ";71
22/02/2017;02:00;78;"Buena / ";71
22/02/2017;01:00;79;"Buena / ";69
21/02/2017;24:00;71;"Buena / ";69
21/02/2017;23:00;61;"Buena / ";70
21/02/2017;22:00;68;"Buena / ";73
21/02/2017;21:00;70;"Buena / ";75
21/02/2017;20:00;72;"Buena / ";77
21/02/2017;19:00;68;"Buena / ";78
21/02/2017;18:00;66;"Buena / ";78
21/02/2017;17:00;75;"Buena / ";80
21/02/2017;16:00;83;"Buena / ";82
21/02/2017;15:00;85;"Buena / ";82
21/02/2017;14:00;84;"Buena / ";83
21/02/2017;13:00;85;"Buena / ";84
21/02/2017;12:00;81;"Buena / ";84
21/02/2017;11:00;64;"Buena / ";85
21/02/2017;10:00;85;"Buena / ";89
21/02/2017;09:00;91;"Buena / ";88
21/02/2017;08:00;84;"Buena / ";86
21/02/2017;07:00;89;"Buena / ";87
21/02/2017;06:00;;"Sin datos / ";85
21/02/2017;05:00;96;"Buena / ";82
21/02/2017;04:00;89;"Buena / ";82
21/02/2017;03:00;86;"Buena / ";81
21/02/2017;02:00;84;"Buena / ";81
21/02/2017;01:00;77;"Buena / ";81
20/02/2017;24:00;71;"Buena / ";83
20/02/2017;23:00;75;"Buena / ";83
20/02/2017;22:00;80;"Buena / ";86
20/02/2017;21:00;83;"Buena / ";87
20/02/2017;20:00;83;"Buena / ";89
20/02/2017;19:00;85;"Buena / ";90
20/02/2017;18:00;86;"Buena / ";90
20/02/2017;17:00;87;"Buena / ";91
20/02/2017;16:00;88;"Buena / ";90
20/02/2017;15:00;92;"Buena / ";90
20/02/2017;14:00;92;"Buena / ";88
20/02/2017;13:00;96;"Buena / ";88
20/02/2017;12:00;93;"Buena / ";86
20/02/2017;11:00;87;"Buena / ";86
20/02/2017;10:00;90;"Buena / ";87
20/02/2017;09:00;82;"Buena / ";88
20/02/2017;08:00;84;"Buena / ";90
20/02/2017;07:00;80;"Buena / ";92
20/02/2017;06:00;;"Sin datos / ";93
20/02/2017;05:00;88;"Buena / ";91
20/02/2017;04:00;91;"Buena / ";89
20/02/2017;03:00;96;"Buena / ";88
20/02/2017;02:00;98;"Buena / ";87
20/02/2017;01:00;96;"Buena / ";86
19/02/2017;24:00;94;"Buena / ";85
19/02/2017;23:00;87;"Buena / ";86
19/02/2017;22:00;76;"Buena / ";86
19/02/2017;21:00;81;"Buena / ";87
19/02/2017;20:00;83;"Buena / ";88
19/02/2017;19:00;87;"Buena / ";88
19/02/2017;18:00;91;"Buena / ";87
19/02/2017;17:00;91;"Buena / ";86
19/02/2017;16:00;91;"Buena / ";85
19/02/2017;15:00;87;"Buena / ";84
19/02/2017;14:00;84;"Buena / ";82
19/02/2017;13:00;86;"Buena / ";82
19/02/2017;12:00;84;"Buena / ";81
19/02/2017;11:00;84;"Buena / ";81
19/02/2017;10:00;83;"Buena / ";82
19/02/2017;09:00;83;"Buena / ";84
19/02/2017;08:00;77;"Buena / ";86
19/02/2017;07:00;77;"Buena / ";88
19/02/2017;06:00;;"Sin datos / ";91
19/02/2017;05:00;78;"Buena / ";94
19/02/2017;04:00;85;"Buena / ";95
19/02/2017;03:00;90;"Buena / ";97
19/02/2017;02:00;96;"Buena / ";99
19/02/2017;01:00;97;"Buena / ";100
18/02/2017;24:00;99;"Buena / ";100
18/02/2017;23:00;98;"Buena / ";100
18/02/2017;22:00;100;"Buena / ";100
18/02/2017;21:00;100;"Buena / ";97
18/02/2017;20:00;100;"Buena / ";95
18/02/2017;19:00;101;"Buena / ";91
18/02/2017;18:00;102;"Buena / ";87
18/02/2017;17:00;100;"Buena / ";82
18/02/2017;16:00;98;"Buena / ";78
18/02/2017;15:00;95;"Buena / ";73
18/02/2017;14:00;83;"Buena / ";70
18/02/2017;13:00;78;"Buena / ";67
18/02/2017;12:00;73;"Buena / ";66
18/02/2017;11:00;67;"Buena / ";64
18/02/2017;10:00;65;"Buena / ";66
18/02/2017;09:00;67;"Buena / ";67
18/02/2017;08:00;59;"Muy buena / ";68
18/02/2017;07:00;64;"Buena / ";70
18/02/2017;06:00;;"Sin datos / ";71
18/02/2017;05:00;60;"Muy buena / ";72
18/02/2017;04:00;64;"Buena / ";75
18/02/2017;03:00;76;"Buena / ";79
18/02/2017;02:00;75;"Buena / ";80
18/02/2017;01:00;76;"Buena / ";82
17/02/2017;24:00;77;"Buena / ";86
17/02/2017;23:00;69;"Buena / ";87
17/02/2017;22:00;71;"Buena / ";89
17/02/2017;21:00;94;"Buena / ";91
17/02/2017;20:00;90;"Buena / ";89
17/02/2017;19:00;87;"Buena / ";88
17/02/2017;18:00;90;"Buena / ";87
17/02/2017;17:00;98;"Buena / ";85
17/02/2017;16:00;94;"Buena / ";81
17/02/2017;15:00;91;"Buena / ";79
17/02/2017;14:00;85;"Buena / ";76
17/02/2017;13:00;79;"Buena / ";75
17/02/2017;12:00;80;"Buena / ";74
17/02/2017;11:00;78;"Buena / ";74
17/02/2017;10:00;75;"Buena / ";74
17/02/2017;09:00;69;"Buena / ";75
17/02/2017;08:00;71;"Buena / ";78
17/02/2017;07:00;72;"Buena / ";79
17/02/2017;06:00;;"Sin datos / ";77
17/02/2017;05:00;77;"Buena / ";74
17/02/2017;04:00;80;"Buena / ";71
17/02/2017;03:00;79;"Buena / ";69
17/02/2017;02:00;82;"Buena / ";69
17/02/2017;01:00;84;"Buena / ";70
16/02/2017;24:00;75;"Buena / ";70
16/02/2017;23:00;63;"Buena / ";72
16/02/2017;22:00;53;"Muy buena / ";75
16/02/2017;21:00;58;"Muy buena / ";79
16/02/2017;20:00;66;"Buena / ";82
16/02/2017;19:00;79;"Buena / ";84
16/02/2017;18:00;86;"Buena / ";84
16/02/2017;17:00;85;"Buena / ";82
16/02/2017;16:00;88;"Buena / ";81
16/02/2017;15:00;88;"Buena / ";79
16/02/2017;14:00;83;"Buena / ";78
16/02/2017;13:00;81;"Buena / ";77
16/02/2017;12:00;81;"Buena / ";76
16/02/2017;11:00;78;"Buena / ";76
16/02/2017;10:00;74;"Buena / ";78
16/02/2017;09:00;73;"Buena / ";80
16/02/2017;08:00;75;"Buena / ";82
16/02/2017;07:00;77;"Buena / ";83
16/02/2017;06:00;;"Sin datos / ";85
16/02/2017;05:00;80;"Buena / ";85
16/02/2017;04:00;81;"Buena / ";84
16/02/2017;03:00;88;"Buena / ";83
16/02/2017;02:00;90;"Buena / ";81
16/02/2017;01:00;87;"Buena / ";80
15/02/2017;24:00;86;"Buena / ";80
15/02/2017;23:00;84;"Buena / ";81
15/02/2017;22:00;81;"Buena / ";81
15/02/2017;21:00;75;"Buena / ";82
15/02/2017;20:00;73;"Buena / ";84
15/02/2017;19:00;74;"Buena / ";85
15/02/2017;18:00;83;"Buena / ";85
15/02/2017;17:00;88;"Buena / ";83
15/02/2017;16:00;88;"Buena / ";80
15/02/2017;15:00;89;"Buena / ";77
15/02/2017;14:00;88;"Buena / ";74
15/02/2017;13:00;87;"Buena / ";72
15/02/2017;12:00;83;"Buena / ";69
15/02/2017;11:00;74;"Buena / ";67
15/02/2017;10:00;66;"Buena / ";67
15/02/2017;09:00;62;"Buena / ";68
15/02/2017;08:00;63;"Buena / ";69
15/02/2017;07:00;67;"Buena / ";70
15/02/2017;06:00;;"Sin datos / ";71
15/02/2017;05:00;68;"Buena / ";72
15/02/2017;04:00;70;"Buena / ";73
15/02/2017;03:00;71;"Buena / ";73
15/02/2017;02:00;71;"Buena / ";74
15/02/2017;01:00;69;"Buena / ";74
14/02/2017;24:00;71;"Buena / ";75
14/02/2017;23:00;75;"Buena / ";77
14/02/2017;22:00;76;"Buena / ";79
14/02/2017;21:00;77;"Buena / ";80
14/02/2017;20:00;75;"Buena / ";81
14/02/2017;19:00;74;"Buena / ";82
14/02/2017;18:00;74;"Buena / ";83
14/02/2017;17:00;77;"Buena / ";82
14/02/2017;16:00;87;"Buena / ";80
14/02/2017;15:00;88;"Buena / ";78
14/02/2017;14:00;87;"Buena / ";74
14/02/2017;13:00;87;"Buena / ";71
14/02/2017;12:00;83;"Buena / ";69
14/02/2017;11:00;77;"Buena / ";67
14/02/2017;10:00;69;"Buena / ";66
14/02/2017;09:00;64;"Buena / ";66
14/02/2017;08:00;65;"Buena / ";67
14/02/2017;07:00;63;"Buena / ";67
14/02/2017;06:00;;"Sin datos / ";68
14/02/2017;05:00;66;"Buena / ";70
14/02/2017;04:00;70;"Buena / ";70
14/02/2017;03:00;69;"Buena / ";70
14/02/2017;02:00;69;"Buena / ";71
14/02/2017;01:00;69;"Buena / ";73
