Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
12/08/2017;03:00;4;19;Muy buena / Oso ona;25;19;Muy buena / Oso ona;8;Muy buena / Oso ona;38;88;1018,4;0;0,4;12,7;0,21
12/08/2017;02:00;2;21;Muy buena / Oso ona;24;17;Muy buena / Oso ona;9;Muy buena / Oso ona;87;89;1018,5;0;0,4;12,7;0,35
12/08/2017;01:00;2;24;Muy buena / Oso ona;26;19;Muy buena / Oso ona;8;Muy buena / Oso ona;48;88;1018,8;0;0,5;13,3;0,34
11/08/2017;24:00;3;25;Muy buena / Oso ona;29;17;Muy buena / Oso ona;8;Muy buena / Oso ona;86;88;1018,9;0;0,2;13,5;0,43
11/08/2017;23:00;1;29;Muy buena / Oso ona;30;16;Muy buena / Oso ona;5;Muy buena / Oso ona;89;85;1018,9;0;0,5;14,3;0,37
11/08/2017;22:00;1;30;Muy buena / Oso ona;30;14;Muy buena / Oso ona;10;Muy buena / Oso ona;27;82;1019,2;0;0,4;15,1;0,31
11/08/2017;21:00;0;31;Muy buena / Oso ona;31;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;18;76;1019,5;0;0;16,4;0,14
11/08/2017;20:00;0;6;Muy buena / Oso ona;6;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;358;64;1019,2;0;2,1;18,6;0,28
11/08/2017;19:00;0;3;Muy buena / Oso ona;3;14;Muy buena / Oso ona;13;Muy buena / Oso ona;359;54;1019;0;67,5;20,9;0,84
11/08/2017;18:00;0;4;Muy buena / Oso ona;4;16;Muy buena / Oso ona;11;Muy buena / Oso ona;329;51;1018,9;0;265,4;21,6;1,19
11/08/2017;17:00;2;5;Muy buena / Oso ona;7;14;Muy buena / Oso ona;6;Muy buena / Oso ona;336;49;1018,7;0;473,5;22;1,24
11/08/2017;16:00;1;3;Muy buena / Oso ona;4;12;Muy buena / Oso ona;3;Muy buena / Oso ona;339;49;1018,6;0;409,4;22,2;1,22
11/08/2017;15:00;1;2;Muy buena / Oso ona;3;10;Muy buena / Oso ona;2;Muy buena / Oso ona;334;49;1018,3;0;786,1;22,4;1,31
11/08/2017;14:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;6;Muy buena / Oso ona;325;50;1018,3;0;807,3;21,9;1,71
11/08/2017;13:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;4;Muy buena / Oso ona;334;51;1018,2;0;806,7;21,7;1,5
11/08/2017;12:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;1;Muy buena / Oso ona;327;51;1018;0;879,6;22;1,53
11/08/2017;11:00;1;6;Muy buena / Oso ona;8;16;Muy buena / Oso ona;2;Muy buena / Oso ona;329;57;1018,3;0;748,2;21,2;1,69
11/08/2017;10:00;2;10;Muy buena / Oso ona;14;29;Muy buena / Oso ona;9;Muy buena / Oso ona;327;60;1018,8;0;498;20,4;1,24
11/08/2017;09:00;17;29;Muy buena / Oso ona;55;35;Muy buena / Oso ona;4;Muy buena / Oso ona;328;62;1018,5;0;462,7;20,4;0,36
11/08/2017;08:00;31;32;Muy buena / Oso ona;78;35;Muy buena / Oso ona;6;Muy buena / Oso ona;34;69;1018,9;0;246,9;18,8;0,22
11/08/2017;07:00;37;26;Muy buena / Oso ona;83;35;Muy buena / Oso ona;10;Muy buena / Oso ona;70;83;1019;0;108,3;15,5;0,63
11/08/2017;06:00;31;25;Muy buena / Oso ona;72;26;Muy buena / Oso ona;12;Muy buena / Oso ona;78;88;1019,1;0;7,9;14,2;0,6
11/08/2017;05:00;12;23;Muy buena / Oso ona;42;20;Muy buena / Oso ona;10;Muy buena / Oso ona;40;88;1019;0;0;14;0,36
11/08/2017;04:00;6;22;Muy buena / Oso ona;31;23;Muy buena / Oso ona;8;Muy buena / Oso ona;53;88;1019;0;0;14;0,41
11/08/2017;03:00;3;23;Muy buena / Oso ona;28;24;Muy buena / Oso ona;3;Muy buena / Oso ona;78;88;1019,3;0;0;14,1;0,59
11/08/2017;02:00;2;21;Muy buena / Oso ona;24;24;Muy buena / Oso ona;0;Muy buena / Oso ona;52;88;1019,8;0;0;14,2;0,39
11/08/2017;01:00;3;22;Muy buena / Oso ona;26;21;Muy buena / Oso ona;5;Muy buena / Oso ona;50;87;1020,4;0;0;14,4;0,4
10/08/2017;24:00;1;19;Muy buena / Oso ona;20;22;Muy buena / Oso ona;9;Muy buena / Oso ona;62;84;1020,9;0;0;14,9;0,49
10/08/2017;23:00;4;33;Muy buena / Oso ona;38;25;Muy buena / Oso ona;13;Muy buena / Oso ona;69;82;1021,1;0;0;15,5;0,57
10/08/2017;22:00;1;29;Muy buena / Oso ona;29;17;Muy buena / Oso ona;8;Muy buena / Oso ona;66;76;1021,1;0;0;16,5;0,3
10/08/2017;21:00;0;7;Muy buena / Oso ona;7;21;Muy buena / Oso ona;4;Muy buena / Oso ona;332;68;1021,1;0;0,1;17,5;0,43
10/08/2017;20:00;0;3;Muy buena / Oso ona;3;16;Muy buena / Oso ona;7;Muy buena / Oso ona;323;62;1020,8;0;1,5;17,9;1,54
10/08/2017;19:00;0;3;Muy buena / Oso ona;3;17;Muy buena / Oso ona;8;Muy buena / Oso ona;321;62;1020,6;0;44,1;18,7;2,25
10/08/2017;18:00;0;4;Muy buena / Oso ona;4;17;Muy buena / Oso ona;7;Muy buena / Oso ona;312;60;1020,4;0;159,9;19,4;2,35
10/08/2017;17:00;1;3;Muy buena / Oso ona;4;17;Muy buena / Oso ona;1;Muy buena / Oso ona;314;60;1020,2;0;308,5;20,1;2,59
10/08/2017;16:00;1;3;Muy buena / Oso ona;4;16;Muy buena / Oso ona;0;Muy buena / Oso ona;320;61;1019,9;0;412,7;20;3,08
10/08/2017;15:00;1;3;Muy buena / Oso ona;4;16;Muy buena / Oso ona;0;Muy buena / Oso ona;322;67;1020,1;0;273;19,4;2,37
10/08/2017;14:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;0;Muy buena / Oso ona;319;77;1020,3;0;278,3;18,9;1,4
10/08/2017;13:00;1;9;Muy buena / Oso ona;11;17;Muy buena / Oso ona;3;Muy buena / Oso ona;322;86;1020,6;0;206,6;17,3;0,96
10/08/2017;12:00;1;12;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;318;92;1020,8;0,9;78,6;16,2;0,58
10/08/2017;11:00;3;22;Muy buena / Oso ona;26;17;Muy buena / Oso ona;10;Muy buena / Oso ona;352;83;1020,6;0,4;72,5;17,2;0,42
10/08/2017;10:00;3;26;Muy buena / Oso ona;30;21;Muy buena / Oso ona;6;Muy buena / Oso ona;307;82;1020,3;0,2;51,5;16,8;0,73
10/08/2017;09:00;4;22;Muy buena / Oso ona;27;22;Muy buena / Oso ona;4;Muy buena / Oso ona;273;80;1019,6;0;156,3;16;2,31
10/08/2017;08:00;8;36;Muy buena / Oso ona;47;17;Muy buena / Oso ona;8;Muy buena / Oso ona;275;87;1019,7;0;55,4;15;0,9
10/08/2017;07:00;26;45;Muy buena / Oso ona;85;21;Muy buena / Oso ona;6;Muy buena / Oso ona;69;93;1019,6;0,2;15,3;14,6;0,17
10/08/2017;06:00;7;39;Muy buena / Oso ona;50;14;Muy buena / Oso ona;5;Muy buena / Oso ona;46;93;1019,2;0,1;2,3;14,5;0,23
10/08/2017;05:00;1;28;Muy buena / Oso ona;29;12;Muy buena / Oso ona;3;Muy buena / Oso ona;42;93;1019,1;0,1;0;14,5;0,26
10/08/2017;04:00;0;12;Muy buena / Oso ona;12;16;Muy buena / Oso ona;7;Muy buena / Oso ona;48;93;1019;0;0;14,5;0,24
10/08/2017;03:00;0;8;Muy buena / Oso ona;8;13;Muy buena / Oso ona;9;Muy buena / Oso ona;352;91;1019,3;0,1;0;14,7;0,15
10/08/2017;02:00;0;7;Muy buena / Oso ona;7;11;Muy buena / Oso ona;9;Muy buena / Oso ona;324;87;1019,5;0,5;0;15;0,09
10/08/2017;01:00;0;7;Muy buena / Oso ona;7;13;Muy buena / Oso ona;10;Muy buena / Oso ona;300;85;1019,8;0,3;0;15,4;0,35
09/08/2017;24:00;0;8;Muy buena / Oso ona;8;13;Muy buena / Oso ona;8;Muy buena / Oso ona;252;78;1019,5;0;0;15,6;1,02
09/08/2017;23:00;0;9;Muy buena / Oso ona;9;11;Muy buena / Oso ona;5;Muy buena / Oso ona;270;70;1019,6;0;0;16,7;2,12
09/08/2017;22:00;0;9;Muy buena / Oso ona;9;15;Muy buena / Oso ona;3;Muy buena / Oso ona;279;62;1019,1;0;0;17,6;1,79
09/08/2017;21:00;0;4;Muy buena / Oso ona;4;14;Muy buena / Oso ona;2;Muy buena / Oso ona;308;59;1018,7;0;0;18,1;1,95
09/08/2017;20:00;0;2;Muy buena / Oso ona;2;13;Muy buena / Oso ona;6;Muy buena / Oso ona;319;59;1018,3;0;4,1;18,2;2,06
09/08/2017;19:00;0;2;Muy buena / Oso ona;2;17;Muy buena / Oso ona;8;Muy buena / Oso ona;319;59;1017,7;0;44,2;18,6;2,39
09/08/2017;18:00;0;3;Muy buena / Oso ona;3;18;Muy buena / Oso ona;16;Muy buena / Oso ona;317;60;1017,2;0,1;144,4;18,7;2,65
09/08/2017;17:00;1;2;Muy buena / Oso ona;4;18;Muy buena / Oso ona;6;Muy buena / Oso ona;314;55;1016,7;0;409,2;20,1;3,04
09/08/2017;16:00;1;3;Muy buena / Oso ona;5;14;Muy buena / Oso ona;2;Muy buena / Oso ona;315;53;1016,3;0;434,9;20,6;3,05
09/08/2017;15:00;1;2;Muy buena / Oso ona;4;17;Muy buena / Oso ona;3;Muy buena / Oso ona;318;53;1015,8;0;743,9;20,5;2,98
09/08/2017;14:00;1;6;Muy buena / Oso ona;8;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;316;60;1016;0;491,6;19,3;2,76
09/08/2017;13:00;1;4;Muy buena / Oso ona;6;13;Muy buena / Oso ona;3;Muy buena / Oso ona;312;54;1015,1;0;635,5;20,1;2,69
09/08/2017;12:00;1;4;Muy buena / Oso ona;6;19;Muy buena / Oso ona;0;Muy buena / Oso ona;311;54;1014,8;0;585,1;20;2,42
09/08/2017;11:00;3;12;Muy buena / Oso ona;16;16;Muy buena / Oso ona;1;Muy buena / Oso ona;277;65;1014,4;0;601,9;18,6;1,63
09/08/2017;10:00;3;15;Muy buena / Oso ona;20;17;Muy buena / Oso ona;0;Muy buena / Oso ona;276;71;1014,9;0;259,9;17,1;2,46
09/08/2017;09:00;5;22;Muy buena / Oso ona;28;17;Muy buena / Oso ona;1;Muy buena / Oso ona;51;78;1014,3;0;190,5;17,2;0,24
09/08/2017;08:00;2;23;Muy buena / Oso ona;26;12;Muy buena / Oso ona;3;Muy buena / Oso ona;260;88;1014,2;0,1;89,8;15;1,16
09/08/2017;07:00;2;26;Muy buena / Oso ona;29;14;Muy buena / Oso ona;7;Muy buena / Oso ona;285;95;1013,9;0,2;25;14,1;1,46
09/08/2017;06:00;8;22;Muy buena / Oso ona;33;17;Muy buena / Oso ona;6;Muy buena / Oso ona;336;84;1013,2;0,5;1,6;16;0,64
09/08/2017;05:00;1;23;Muy buena / Oso ona;25;17;Muy buena / Oso ona;4;Muy buena / Oso ona;12;80;1012,8;0;0;16,7;0,2
09/08/2017;04:00;0;15;Muy buena / Oso ona;15;20;Muy buena / Oso ona;6;Muy buena / Oso ona;86;82;1012,9;0;0;16,3;0,54
09/08/2017;03:00;0;19;Muy buena / Oso ona;19;21;Muy buena / Oso ona;14;Muy buena / Oso ona;87;84;1013,3;0;0;16,1;0,51
09/08/2017;02:00;0;20;Muy buena / Oso ona;20;17;Muy buena / Oso ona;13;Muy buena / Oso ona;93;82;1013,7;0;0;16,6;0,21
09/08/2017;01:00;0;17;Muy buena / Oso ona;17;16;Muy buena / Oso ona;6;Muy buena / Oso ona;77;79;1013,9;0;0;17;0,26
08/08/2017;24:00;0;22;Muy buena / Oso ona;22;15;Muy buena / Oso ona;5;Muy buena / Oso ona;98;78;1014;0;0;16,9;0,51
08/08/2017;23:00;0;18;Muy buena / Oso ona;18;12;Muy buena / Oso ona;9;Muy buena / Oso ona;48;74;1014,1;0;0;17,3;0,34
08/08/2017;22:00;0;20;Muy buena / Oso ona;20;12;Muy buena / Oso ona;6;Muy buena / Oso ona;56;72;1014,3;0;0;17,4;0,19
08/08/2017;21:00;0;21;Muy buena / Oso ona;21;12;Muy buena / Oso ona;6;Muy buena / Oso ona;247;65;1014,6;0;0;18,3;0,6
08/08/2017;20:00;0;18;Muy buena / Oso ona;18;14;Muy buena / Oso ona;11;Muy buena / Oso ona;243;63;1014,5;0;0,4;18,7;0,56
08/08/2017;19:00;0;6;Muy buena / Oso ona;6;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;323;61;1014,1;0;28,5;19,2;1,07
08/08/2017;18:00;1;4;Muy buena / Oso ona;5;10;Muy buena / Oso ona;2;Muy buena / Oso ona;317;55;1014;0;218,8;20,6;1,44
08/08/2017;17:00;1;6;Muy buena / Oso ona;7;10;Muy buena / Oso ona;4;Muy buena / Oso ona;307;59;1013,8;0;513,2;21,2;0,74
08/08/2017;16:00;1;9;Muy buena / Oso ona;11;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;306;68;1014,3;0;247,9;18,9;1,75
08/08/2017;15:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;0;Muy buena / Oso ona;327;60;1014;0;360,9;20,6;1,05
08/08/2017;14:00;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;0;Muy buena / Oso ona;299;63;1014,2;0;282,4;19,4;1,34
08/08/2017;13:00;2;11;Muy buena / Oso ona;13;12;Muy buena / Oso ona;0;Muy buena / Oso ona;285;74;1014;0;325,6;17,8;2,15
08/08/2017;12:00;4;14;Muy buena / Oso ona;20;14;Muy buena / Oso ona;10;Muy buena / Oso ona;274;78;1013,5;0;333;18,4;1,96
08/08/2017;11:00;2;11;Muy buena / Oso ona;14;15;Muy buena / Oso ona;10;Muy buena / Oso ona;316;83;1013,7;0,7;111,9;17,1;1,65
08/08/2017;10:00;4;16;Muy buena / Oso ona;21;14;Muy buena / Oso ona;0;Muy buena / Oso ona;280;71;1013,2;0;233,9;18,5;1,56
08/08/2017;09:00;3;20;Muy buena / Oso ona;25;17;Muy buena / Oso ona;1;Muy buena / Oso ona;277;71;1012,7;0;226,2;18,4;1,33
08/08/2017;08:00;5;29;Muy buena / Oso ona;37;20;Muy buena / Oso ona;6;Muy buena / Oso ona;273;70;1012,5;0;118,7;18,5;0,78
08/08/2017;07:00;21;42;Muy buena / Oso ona;75;28;Muy buena / Oso ona;16;Muy buena / Oso ona;96;82;1012,2;0;50,8;16,6;0,58
08/08/2017;06:00;20;44;Muy buena / Oso ona;74;24;Muy buena / Oso ona;9;Muy buena / Oso ona;336;75;1011,8;0;9;17;0,25
08/08/2017;05:00;1;27;Muy buena / Oso ona;29;26;Muy buena / Oso ona;6;Muy buena / Oso ona;290;72;1011,6;0;0;17,3;0,44
08/08/2017;04:00;0;9;Muy buena / Oso ona;9;16;Muy buena / Oso ona;5;Muy buena / Oso ona;273;73;1011,6;0;0,1;17,2;1,72
08/08/2017;03:00;0;5;Muy buena / Oso ona;5;14;Muy buena / Oso ona;6;Muy buena / Oso ona;284;74;1011,5;0;0,6;17,4;1,94
08/08/2017;02:00;0;5;Muy buena / Oso ona;5;11;Muy buena / Oso ona;2;Muy buena / Oso ona;287;76;1011,5;0;0,4;17,5;1,63
08/08/2017;01:00;0;3;Muy buena / Oso ona;3;16;Muy buena / Oso ona;1;Muy buena / Oso ona;280;83;1011,5;0;0;17,4;2,05
07/08/2017;24:00;0;5;Muy buena / Oso ona;5;14;Muy buena / Oso ona;4;Muy buena / Oso ona;277;85;1011,3;0;0;17,6;1,18
07/08/2017;23:00;0;6;Muy buena / Oso ona;6;10;Muy buena / Oso ona;5;Muy buena / Oso ona;284;86;1011,2;0;0;17,2;1,31
07/08/2017;22:00;0;2;Muy buena / Oso ona;2;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;313;90;1010,8;0,1;0;17,1;2,92
07/08/2017;21:00;0;8;Muy buena / Oso ona;8;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;292;90;1009,8;0,2;0;18,5;1,97
07/08/2017;20:00;0;10;Muy buena / Oso ona;10;14;Muy buena / Oso ona;10;Muy buena / Oso ona;284;89;1009,1;0,1;0,1;18,7;1,85
07/08/2017;19:00;0;10;Muy buena / Oso ona;10;18;Muy buena / Oso ona;9;Muy buena / Oso ona;290;77;1008,6;0;5,9;20,2;2,22
07/08/2017;18:00;0;13;Muy buena / Oso ona;14;17;Muy buena / Oso ona;5;Muy buena / Oso ona;295;74;1008;0;28,3;21;1,55
07/08/2017;17:00;1;12;Muy buena / Oso ona;13;25;Muy buena / Oso ona;13;Muy buena / Oso ona;290;70;1008;0;81;21,6;1,82
07/08/2017;16:00;1;11;Muy buena / Oso ona;12;23;Muy buena / Oso ona;11;Muy buena / Oso ona;307;75;1007,9;0;68,8;21,5;2,03
07/08/2017;15:00;1;5;Muy buena / Oso ona;7;22;Muy buena / Oso ona;11;Muy buena / Oso ona;311;70;1007,3;0;209,3;22,5;1,94
07/08/2017;14:00;1;5;Muy buena / Oso ona;7;24;Muy buena / Oso ona;13;Muy buena / Oso ona;320;67;1007,2;0;314,6;23,1;1,85
07/08/2017;13:00;1;6;Muy buena / Oso ona;8;28;Muy buena / Oso ona;10;Muy buena / Oso ona;326;62;1007,1;0;479,8;23,8;1,79
07/08/2017;12:00;3;11;Muy buena / Oso ona;16;28;Muy buena / Oso ona;13;Muy buena / Oso ona;323;61;1006,8;0;683,5;24,6;1,34
07/08/2017;11:00;4;20;Muy buena / Oso ona;26;26;Muy buena / Oso ona;7;Muy buena / Oso ona;276;59;1007,6;0;479,8;24,1;0,44
07/08/2017;10:00;4;14;Muy buena / Oso ona;21;25;Muy buena / Oso ona;0;Muy buena / Oso ona;97;57;1007,5;0;621,6;24,2;0,48
07/08/2017;09:00;5;18;Muy buena / Oso ona;26;27;Muy buena / Oso ona;0;Muy buena / Oso ona;128;63;1008,2;0;449,2;22,8;0,41
07/08/2017;08:00;22;32;Muy buena / Oso ona;65;27;Muy buena / Oso ona;2;Muy buena / Oso ona;73;70;1009,1;0;198,3;21,1;0,65
07/08/2017;07:00;31;29;Muy buena / Oso ona;75;26;Muy buena / Oso ona;10;Muy buena / Oso ona;101;80;1009,3;0;111,4;19;0,88
07/08/2017;06:00;29;26;Muy buena / Oso ona;70;25;Muy buena / Oso ona;9;Muy buena / Oso ona;4;83;1009,9;0;12;18,2;0,21
07/08/2017;05:00;8;24;Muy buena / Oso ona;35;23;Muy buena / Oso ona;4;Muy buena / Oso ona;7;84;1010,1;0;0;17,8;0,18
07/08/2017;04:00;4;22;Muy buena / Oso ona;27;19;Muy buena / Oso ona;3;Muy buena / Oso ona;8;84;1010,6;0;0;17,4;0,31
07/08/2017;03:00;0;15;Muy buena / Oso ona;15;15;Muy buena / Oso ona;9;Muy buena / Oso ona;16;85;1011,4;0;0;17,2;0,22
07/08/2017;02:00;0;13;Muy buena / Oso ona;13;16;Muy buena / Oso ona;15;Muy buena / Oso ona;2;85;1012,1;0;0,1;17,2;0,13
07/08/2017;01:00;0;15;Muy buena / Oso ona;15;19;Muy buena / Oso ona;9;Muy buena / Oso ona;360;83;1012,9;0;0,1;17,9;0,11
06/08/2017;24:00;0;21;Muy buena / Oso ona;21;19;Muy buena / Oso ona;6;Muy buena / Oso ona;1;78;1013,6;0;0;18,8;0,15
06/08/2017;23:00;0;18;Muy buena / Oso ona;18;17;Muy buena / Oso ona;10;Muy buena / Oso ona;336;75;1014,1;0;0;19,5;0,1
06/08/2017;22:00;0;19;Muy buena / Oso ona;19;16;Muy buena / Oso ona;9;Muy buena / Oso ona;352;74;1014,2;0;0;19,7;0,21
06/08/2017;21:00;0;13;Muy buena / Oso ona;13;18;Muy buena / Oso ona;9;Muy buena / Oso ona;339;67;1014,5;0;0;20,7;0,26
06/08/2017;20:00;0;4;Muy buena / Oso ona;4;15;Muy buena / Oso ona;10;Muy buena / Oso ona;5;62;1014,4;0;1,3;21,2;0,45
06/08/2017;19:00;0;2;Muy buena / Oso ona;2;14;Muy buena / Oso ona;7;Muy buena / Oso ona;3;59;1014,5;0;62,8;21,7;0,73
06/08/2017;18:00;0;3;Muy buena / Oso ona;3;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3;59;1014,7;0;159,3;22;1,01
06/08/2017;17:00;0;2;Muy buena / Oso ona;2;16;Muy buena / Oso ona;2;Muy buena / Oso ona;359;56;1014,9;0;259;22,8;1,06
06/08/2017;16:00;0;2;Muy buena / Oso ona;2;18;Muy buena / Oso ona;5;Muy buena / Oso ona;352;58;1015,1;0;280,7;22,6;1,16
06/08/2017;15:00;0;1;Muy buena / Oso ona;1;16;Muy buena / Oso ona;8;Muy buena / Oso ona;352;57;1015,4;0;239,6;22,6;1,03
06/08/2017;14:00;0;1;Muy buena / Oso ona;1;16;Muy buena / Oso ona;11;Muy buena / Oso ona;357;56;1015,7;0;246,4;22,6;1,12
06/08/2017;13:00;0;2;Muy buena / Oso ona;2;11;Muy buena / Oso ona;7;Muy buena / Oso ona;4;52;1015,9;0;424,8;23,2;0,97
06/08/2017;12:00;0;1;Muy buena / Oso ona;1;12;Muy buena / Oso ona;5;Muy buena / Oso ona;16;47;1015,8;0;686,9;23,8;0,62
06/08/2017;11:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;0;Muy buena / Oso ona;348;46;1016,3;0;713,2;23,6;0,67
06/08/2017;10:00;;;Sin datos / Daturik gabe;2;10;Muy buena / Oso ona;0;Muy buena / Oso ona;43;49;1016,6;0;660,4;22,6;0,71
06/08/2017;09:00;;;Sin datos / Daturik gabe;2;15;Muy buena / Oso ona;0;Muy buena / Oso ona;36;52;1016,7;0;528,5;21,9;0,63
06/08/2017;08:00;;;Sin datos / Daturik gabe;3;17;Muy buena / Oso ona;0;Muy buena / Oso ona;302;59;1016,9;0;334,3;21,6;0,3
06/08/2017;07:00;2;7;Muy buena / Oso ona;10;18;Muy buena / Oso ona;1;Muy buena / Oso ona;329;78;1017,1;0;93,5;18,9;0,13
06/08/2017;06:00;1;11;Muy buena / Oso ona;13;15;Muy buena / Oso ona;4;Muy buena / Oso ona;360;86;1017,4;0;10,9;17,7;0,04
06/08/2017;05:00;;;Sin datos / Daturik gabe;12;19;Muy buena / Oso ona;1;Muy buena / Oso ona;309;88;1017,2;0;0;17,2;0,26
06/08/2017;04:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona;1;Muy buena / Oso ona;327;89;1017,2;0;0;17,6;0,23
06/08/2017;03:00;;;Sin datos / Daturik gabe;11;15;Muy buena / Oso ona;8;Muy buena / Oso ona;342;91;1017,3;0;0;18;0,16
06/08/2017;02:00;;;Sin datos / Daturik gabe;13;14;Muy buena / Oso ona;9;Muy buena / Oso ona;355;91;1017,4;0;0;18,2;0,09
06/08/2017;01:00;;;Sin datos / Daturik gabe;10;18;Muy buena / Oso ona;4;Muy buena / Oso ona;70;92;1017,5;0;0;18,1;0,03
05/08/2017;24:00;;;Sin datos / Daturik gabe;12;12;Muy buena / Oso ona;4;Muy buena / Oso ona;317;91;1017,7;0;0;18,4;0,21
05/08/2017;23:00;0;14;Muy buena / Oso ona;14;10;Muy buena / Oso ona;2;Muy buena / Oso ona;321;92;1017,7;0;0;17,9;0,38
05/08/2017;22:00;0;10;Muy buena / Oso ona;10;11;Muy buena / Oso ona;2;Muy buena / Oso ona;308;92;1017,8;0;0;17,9;0,41
05/08/2017;21:00;0;9;Muy buena / Oso ona;9;11;Muy buena / Oso ona;5;Muy buena / Oso ona;280;93;1017,7;0,1;0;17,6;0,79
05/08/2017;20:00;0;23;Muy buena / Oso ona;23;16;Muy buena / Oso ona;8;Muy buena / Oso ona;292;91;1017,1;0,1;0;18,1;0,52
05/08/2017;19:00;1;18;Muy buena / Oso ona;18;13;Muy buena / Oso ona;11;Muy buena / Oso ona;307;91;1016,8;0,1;11,8;18;0,45
05/08/2017;18:00;0;8;Muy buena / Oso ona;8;14;Muy buena / Oso ona;2;Muy buena / Oso ona;314;88;1016,7;0;33;18,2;0,8
05/08/2017;17:00;0;6;Muy buena / Oso ona;6;9;Muy buena / Oso ona;1;Muy buena / Oso ona;290;83;1016,6;0;84,4;19;0,64
05/08/2017;16:00;0;2;Muy buena / Oso ona;2;5;Muy buena / Oso ona;2;Muy buena / Oso ona;300;88;1016,5;0;170,9;18,5;0,75
05/08/2017;15:00;0;2;Muy buena / Oso ona;2;10;Muy buena / Oso ona;0;Muy buena / Oso ona;300;92;1016,8;0;128,9;17,5;0,99
05/08/2017;14:00;0;2;Muy buena / Oso ona;2;7;Muy buena / Oso ona;0;Muy buena / Oso ona;313;92;1016,8;0;166,1;17,6;1,06
05/08/2017;13:00;0;2;Muy buena / Oso ona;2;6;Muy buena / Oso ona;0;Muy buena / Oso ona;320;95;1016,6;0,2;191,7;17,7;1,48
05/08/2017;12:00;0;2;Muy buena / Oso ona;2;5;Muy buena / Oso ona;0;Muy buena / Oso ona;316;96;1016,4;0,2;198,9;17,9;1,87
05/08/2017;11:00;0;3;Muy buena / Oso ona;3;12;Muy buena / Oso ona;0;Muy buena / Oso ona;309;95;1016;0,5;123,8;18,6;1,63
05/08/2017;10:00;0;3;Muy buena / Oso ona;3;11;Muy buena / Oso ona;1;Muy buena / Oso ona;338;91;1015,5;0,1;103,4;20;0,75
05/08/2017;09:00;0;3;Muy buena / Oso ona;3;7;Muy buena / Oso ona;2;Muy buena / Oso ona;312;92;1015,1;0,1;99,2;20,1;0,61
05/08/2017;08:00;0;3;Muy buena / Oso ona;3;9;Muy buena / Oso ona;0;Muy buena / Oso ona;305;93;1014,7;0;36,5;19,6;0,86
05/08/2017;07:00;0;2;Muy buena / Oso ona;2;8;Muy buena / Oso ona;0;Muy buena / Oso ona;316;93;1013,8;0,2;12,9;19,8;0,92
05/08/2017;06:00;0;2;Muy buena / Oso ona;2;9;Muy buena / Oso ona;3;Muy buena / Oso ona;280;93;1012,9;0,3;1,9;20,6;0,69
05/08/2017;05:00;0;1;Muy buena / Oso ona;1;12;Muy buena / Oso ona;1;Muy buena / Oso ona;311;91;1012,3;0;0;21,4;0,46
05/08/2017;04:00;0;2;Muy buena / Oso ona;2;14;Muy buena / Oso ona;5;Muy buena / Oso ona;348;88;1011,9;0;0;22,4;0,79
05/08/2017;03:00;0;2;Muy buena / Oso ona;2;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;321;87;1011,9;0;0;22,9;0,61
05/08/2017;02:00;0;2;Muy buena / Oso ona;2;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;327;89;1011,8;0;0;22,7;0,59
05/08/2017;01:00;0;2;Muy buena / Oso ona;2;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;319;88;1011,9;0;0;22,8;0,56
04/08/2017;24:00;0;3;Muy buena / Oso ona;3;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;308;86;1012,2;0;0;23,2;0,86
04/08/2017;23:00;0;5;Muy buena / Oso ona;5;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;306;81;1012,3;0;0;23,8;0,76
04/08/2017;22:00;0;18;Muy buena / Oso ona;18;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;328;69;1012,6;0;0;24,8;0,39
