Date;Hour;Benceno (µg/m3);Etilbenceno (µg/m3);Ortoxileno (µg/m3);Tolueno (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
15/09/2017;14:00;0,32;0,39;1,51;2,02;271;81;1014,3;0,1;242,7;15,1;0,56
15/09/2017;13:00;;;;;318;75;1014,5;0,1;221,7;15,9;0,96
15/09/2017;12:00;;;;;320;76;1014,6;0;413,9;16,2;0,95
15/09/2017;11:00;0,38;0,64;2,41;4,22;28;81;1014,9;0,3;247,4;15;0,53
15/09/2017;10:00;0,62;0,74;2,82;4,49;318;80;1015,4;0,1;222,5;14,9;0,58
15/09/2017;09:00;1,18;0,88;3,52;5,16;134;84;1015,2;0;174,2;14,7;0,23
15/09/2017;08:00;0,53;1,42;6,38;8,02;152;88;1015,1;0,1;138,5;12,5;0,58
15/09/2017;07:00;0,33;1,01;4,06;4,71;152;88;1015;0;21,1;11,6;0,75
15/09/2017;06:00;0,14;0,27;0,92;2,89;157;89;1015,1;0;0,9;11,1;0,73
15/09/2017;05:00;0,15;0,3;1,07;3,17;165;88;1015,2;0;0,3;11,2;0,73
15/09/2017;04:00;0,13;0,33;1,29;3,21;161;88;1015,4;0;0,3;10,9;0,63
15/09/2017;03:00;0,13;0,55;2,05;3,22;158;86;1015,9;0;0,3;11,2;0,9
15/09/2017;02:00;0,13;1,7;6,17;3,54;156;85;1016,7;0;0,3;12;0,83
15/09/2017;01:00;0,13;0,77;2,63;4,28;156;86;1017;0;0,3;12,2;0,74
14/09/2017;24:00;0,2;0,31;1,19;4,56;167;84;1017,3;0;0,3;12,3;0,88
14/09/2017;23:00;0,23;0,31;1,21;3,57;172;79;1017,7;0;0,3;13,3;0,72
14/09/2017;22:00;0,25;0,31;1,28;3;171;76;1018,2;0;0,3;14,1;0,67
14/09/2017;21:00;0,28;0,31;1,17;1,79;187;72;1018,7;0;0,3;14,6;0,34
14/09/2017;20:00;0,29;0,31;1,21;1,75;178;67;1018,9;0;0,3;15,6;0,31
14/09/2017;19:00;0,2;0,18;0,72;1,14;282;60;1018,6;0;3,9;16,8;0,67
14/09/2017;18:00;0,18;0,13;0,95;1,01;337;57;1018,7;0;37,5;17,7;1,81
14/09/2017;17:00;0,13;0,13;0,42;1,01;337;57;1018,9;0;96,5;18,1;2,38
14/09/2017;16:00;0,13;0,13;0,4;0,96;336;56;1019,5;0;117,5;18,4;2,33
14/09/2017;15:00;0,13;0,13;0,42;0,99;335;60;1020;0;190,7;18,3;2,47
14/09/2017;14:00;0,14;0,17;0,67;1,29;333;61;1020,4;0;365,4;18,5;2,57
14/09/2017;13:00;;;;;337;60;1020,7;0;304,4;18,4;2,17
14/09/2017;12:00;;;;;326;65;1020,9;0;220,4;17,9;1,84
14/09/2017;11:00;0,27;0,72;2,83;10,42;321;67;1021,2;0;437;17,6;1,14
14/09/2017;10:00;0,25;0,47;1,94;9,24;283;79;1021,4;0;145,8;15,5;1,11
14/09/2017;09:00;0,31;0,53;1,97;2,91;312;85;1021;0;48,1;14,3;1,49
14/09/2017;08:00;0,26;0,26;1,06;1,65;303;90;1020,1;0;22,9;13,9;1,27
14/09/2017;07:00;0,16;0,13;0,37;0,99;334;92;1019,2;0,2;4,6;14,3;2,92
14/09/2017;06:00;0,2;0,24;0,89;2,17;336;90;1017,5;0,5;0,5;15,4;3,91
14/09/2017;05:00;0,27;0,4;1,66;4,38;322;86;1015,3;0,4;0,3;18,1;0,85
14/09/2017;04:00;0,36;0,45;1,75;4,54;172;85;1014,9;0;0,3;18,4;0,7
14/09/2017;03:00;0,41;0,46;1,82;5,07;177;83;1014,9;0;0,3;19;0,34
14/09/2017;02:00;0,39;0,53;1,96;4,19;179;82;1015,1;0;0,3;19,4;0,3
14/09/2017;01:00;0,41;0,61;2,28;4,61;171;80;1015,4;0;0,3;19,6;0,28
13/09/2017;24:00;0,35;0,62;2,38;4,24;153;79;1015,7;0;0,3;19,8;0,22
13/09/2017;23:00;0,41;0,59;2,17;9,11;169;80;1015,9;0;0,3;19,7;0,43
13/09/2017;22:00;0,51;0,62;6,28;3,17;164;80;1016,5;0;0,3;19,7;0,38
13/09/2017;21:00;0,43;0,57;6,73;3,05;26;79;1016,8;0;0,3;19,8;0,59
13/09/2017;20:00;0,2;0,31;1,17;1,21;44;74;1016,7;0;0,3;20,7;0,17
13/09/2017;19:00;0,13;0,26;0,95;1,05;25;72;1016,3;0;4,1;21,3;0,47
13/09/2017;18:00;0,13;0,18;0,65;1,15;345;71;1016,3;0;44,9;21,4;1,11
13/09/2017;17:00;0,13;0,14;0,72;1,2;338;70;1016,3;0;99,5;21,9;1,99
13/09/2017;16:00;0,13;0,27;0,89;1,27;340;68;1016,5;0;106,3;22;2,41
13/09/2017;15:00;0,13;0,18;0,68;0,92;339;66;1016,7;0;96,2;22,5;2,88
13/09/2017;14:00;0,17;0,28;1;1,17;341;64;1016,9;0;706;23;2,41
13/09/2017;13:00;;;;;341;62;1017,4;0;462,9;23,3;2,17
13/09/2017;12:00;;;;;346;61;1017,8;0;727,8;23,5;1,24
13/09/2017;11:00;0,58;1,15;4,43;5,48;19;61;1018;0;703,9;23,3;0,56
13/09/2017;10:00;0,98;1,54;6,25;7,13;159;67;1018,2;0;563,6;21,7;0,37
13/09/2017;09:00;0,75;1,37;5,5;7,37;142;76;1018,1;0;350,8;18,8;0,54
13/09/2017;08:00;0,72;1,16;4,73;6,8;146;86;1017,7;0;211,7;16,2;0,95
13/09/2017;07:00;0,46;0,44;1,93;2,6;156;90;1017,8;0;51;14,6;1,31
13/09/2017;06:00;0,25;0,28;0,98;1,85;156;90;1017,8;0;1,6;14,3;1,37
13/09/2017;05:00;0,23;0,21;0,69;1,67;156;90;1017,7;0;0,3;14,5;1,08
13/09/2017;04:00;0,27;0,31;1,16;1,76;159;89;1017,7;0;0,3;14,7;1,28
13/09/2017;03:00;0,27;0,31;1,14;2,06;152;89;1017,8;0;0,3;15;1,39
13/09/2017;02:00;0,23;0,26;1;2,41;155;89;1018,1;0;0,3;15,3;0,89
13/09/2017;01:00;0,25;0,29;1,01;2,33;176;88;1018,1;0;0,3;15,4;0,63
12/09/2017;24:00;0,24;0,34;1,26;2,48;161;87;1017,8;0;0,3;15,8;0,9
12/09/2017;23:00;0,31;0,31;1,36;2,47;167;87;1017,7;0;0,3;16;0,87
12/09/2017;22:00;0,39;0,33;1,45;2,35;174;84;1017,9;0;0,3;16,6;0,79
12/09/2017;21:00;0,4;0,4;1,59;2,27;182;80;1017,5;0;0,3;17,4;0,37
12/09/2017;20:00;0,39;0,37;1,4;1,89;195;76;1017,1;0;0,3;18,3;0,2
12/09/2017;19:00;0,29;0,31;1,21;1,5;347;69;1016,4;0;3,2;19,7;0,1
12/09/2017;18:00;0,23;0,22;0,76;1,11;24;65;1016,4;0;36,5;20,6;0,61
12/09/2017;17:00;0,19;0,13;0,4;0,87;359;62;1016,4;0;60,8;21,3;0,99
12/09/2017;16:00;0,15;0,13;0,37;0,94;351;63;1016,4;0;96,9;21,2;1,26
12/09/2017;15:00;0,2;0,2;0,71;1,16;338;61;1016,1;0;147,3;21,4;1,56
12/09/2017;14:00;0,28;0,31;1,15;1,82;354;63;1016;0;689,8;21,4;1,17
12/09/2017;13:00;;;;;321;68;1016,3;0;423,8;20,1;0,67
12/09/2017;12:00;;;;;316;71;1016,3;0;318,5;19;0,79
12/09/2017;11:00;0,34;0,51;1,85;2,83;275;75;1016,1;0;201,6;18,4;0,44
12/09/2017;10:00;0,43;0,34;1,43;2,07;149;81;1015,7;0;196,5;17,8;0,47
12/09/2017;09:00;0,26;0,71;2,69;5,66;163;86;1015,3;0;194,4;16,2;0,48
12/09/2017;08:00;0,26;0,43;1,85;6,23;181;88;1014,9;0;48,4;15,1;0,35
12/09/2017;07:00;0,23;0,22;0,91;2,12;233;86;1014,6;0,1;18,9;15;0,45
12/09/2017;06:00;0,23;0,13;0,35;0,55;249;83;1013,8;0;0,8;15,4;0,47
12/09/2017;05:00;0,23;0,16;0,35;0,68;211;84;1013,3;0;0,3;15,2;0,63
12/09/2017;04:00;0,2;0,13;0,4;0,77;202;84;1013,3;0;0,3;15,1;0,59
12/09/2017;03:00;0,23;0,13;0,57;0,82;254;84;1013,6;0;0,3;15,5;0,69
12/09/2017;02:00;0,28;0,13;0,5;0,72;283;85;1013,9;0;0,3;15,4;0,82
12/09/2017;01:00;0,17;0,16;0,37;0,57;308;80;1013,7;0;0,3;16,2;1,15
11/09/2017;24:00;0,18;0,13;0,35;0,61;292;78;1013,5;0;0,3;16,4;1,02
11/09/2017;23:00;0,19;0,13;0,35;0,62;287;83;1013,6;0;0,3;15,7;0,9
11/09/2017;22:00;0,28;0,13;0,4;0,66;332;88;1013,7;0,1;0,3;15,4;1,76
11/09/2017;21:00;0,29;0,13;0,53;0,91;326;79;1013,3;0,1;0,3;16,7;2,17
11/09/2017;20:00;0,36;0,19;0,79;1,16;307;70;1012,5;0;0,3;18,2;1,51
11/09/2017;19:00;0,33;0,17;0,59;1;316;69;1011,9;0;2,6;18,7;1,05
11/09/2017;18:00;0,24;0,13;0,37;0,8;323;68;1011,8;0;45,8;19,2;1,57
11/09/2017;17:00;0,25;0,19;0,71;1;326;65;1011,7;0;87,1;19,8;2,37
11/09/2017;16:00;0,36;0,28;1,01;1,51;325;64;1011,5;0;150;20,3;1,85
11/09/2017;15:00;0,45;0,23;0,8;1,29;327;69;1011,4;0;187,6;19,9;2,65
11/09/2017;14:00;0,32;0,26;0,93;1,53;333;75;1011,7;0;442,1;19,4;2,24
11/09/2017;13:00;;;;;332;69;1011,8;0;550;20,2;2,34
11/09/2017;12:00;;;;;297;84;1012,1;0;390,1;18;1,46
11/09/2017;11:00;0,3;0,74;2,76;5,48;309;84;1011,8;0,2;135,3;17,7;1,1
11/09/2017;10:00;0,29;0,52;2,09;3,35;275;87;1011,4;0;185,4;17,5;0,82
11/09/2017;09:00;0,26;0,34;1,43;1,84;307;87;1011,1;0,1;80,6;16,9;1,15
11/09/2017;08:00;0,26;0,34;1,36;2,13;294;87;1010,5;0;54,6;17,2;1,7
11/09/2017;07:00;0,29;0,2;0,95;1,24;296;91;1010;0;20,6;16,8;1,12
11/09/2017;06:00;0,19;0,13;0,45;0,74;323;92;1009,7;0,1;1,2;16,8;1,6
11/09/2017;05:00;0,18;0,13;0,4;0,94;333;92;1009,2;0,1;0,3;17,3;2,26
11/09/2017;04:00;0,23;0,14;0,58;1,55;330;90;1009,1;0,2;0,3;17,5;1,73
11/09/2017;03:00;0,27;0,19;0,79;1,9;169;87;1008,8;0,1;0,3;16,7;0,55
11/09/2017;02:00;0,27;0,19;0,83;1,99;160;84;1009;0;0,3;16,9;0,7
11/09/2017;01:00;0,33;0,28;1,01;1,4;146;83;1009,3;0;0,3;17,1;0,59
10/09/2017;24:00;0,3;0,18;0,62;1,11;146;82;1009,4;0;0,3;17,1;0,47
10/09/2017;23:00;0,33;0,25;0,95;1,28;127;83;1009,5;0;0,3;17;0,62
10/09/2017;22:00;0,23;0,14;0,73;1,26;149;83;1010;0;0,3;16,6;0,59
10/09/2017;21:00;0,25;0,13;0,78;1;163;76;1010,5;0;0,3;17,4;0,43
10/09/2017;20:00;0,29;0,18;0,69;1,05;178;68;1010,5;0;0,3;18,5;0,3
10/09/2017;19:00;0,27;0,13;0,35;0,77;179;64;1010,4;0;2,4;19,1;0,28
10/09/2017;18:00;0,23;0,13;0,35;0,75;270;59;1010,7;0;41,2;19,7;0,3
10/09/2017;17:00;0,23;0,13;0,35;0,54;317;59;1011;0;72,8;19,8;0,99
10/09/2017;16:00;0,2;0,13;0,3;0,48;337;56;1010,9;0;181,1;20,4;1,96
10/09/2017;15:00;0,19;0,13;0,4;0,46;336;54;1011,1;0;272,2;20,9;2,32
10/09/2017;14:00;0,17;0,13;0,23;0,45;320;57;1011,9;0;600,6;20,5;1,99
10/09/2017;13:00;;;;;317;60;1012,2;0;413,2;19,6;1,99
10/09/2017;12:00;;;;;290;63;1012,4;0;303;18,8;1,61
10/09/2017;11:00;0,14;0,13;0,5;0,51;301;66;1012,6;0;388,1;18,3;1,87
10/09/2017;10:00;0,15;0,16;0,34;0,53;297;69;1012;0;369;17,9;1,59
10/09/2017;09:00;0,19;0,17;0,61;0,82;296;78;1011,8;0;193,2;16,5;1,12
10/09/2017;08:00;0,2;0,14;0,4;0,84;237;87;1011,2;0,1;61,8;14,5;0,24
10/09/2017;07:00;0,16;0,13;0,2;0,69;226;84;1010,8;0,1;13,7;14,7;0,15
10/09/2017;06:00;0,13;0,13;0,25;0,58;250;83;1010,4;0;0,9;14,5;0,76
10/09/2017;05:00;0,13;0,13;0,21;0,43;275;84;1010,1;0,1;0,3;14,4;1,26
10/09/2017;04:00;0,13;0,13;0,18;0,7;286;86;1009,7;0,1;0,3;14,4;1,23
10/09/2017;03:00;0,15;0,13;0,18;0,62;269;86;1009,6;0,5;0,3;13,9;1,1
10/09/2017;02:00;0,13;0,13;0,21;0,63;290;81;1009,6;0,6;0,3;14,7;1,56
10/09/2017;01:00;0,18;0,13;0,35;0,76;269;82;1009,3;0;0,3;14,7;1,04
09/09/2017;24:00;0,19;0,13;0,32;0,74;266;84;1009,3;0,1;0,3;14,3;0,64
09/09/2017;23:00;0,21;0,13;0,35;0,8;284;79;1009,1;0,2;0,3;14,9;1,15
09/09/2017;22:00;0,19;0,13;0,35;0,84;285;79;1008,8;0;0,3;14,7;1,05
09/09/2017;21:00;0,23;0,13;0,6;1,29;277;85;1008,7;0,5;0,3;14,2;1,54
09/09/2017;20:00;0,23;0,16;0,35;1,2;278;83;1007,9;0,2;0,3;14,5;0,67
09/09/2017;19:00;0,23;0,13;0,35;0,81;236;83;1007,6;0,2;3,7;14,9;0,71
09/09/2017;18:00;0,23;0,13;0,28;0,56;278;84;1007,7;0,3;28,1;14,5;0,68
09/09/2017;17:00;0,2;0,13;0,32;0,57;301;71;1007,1;0,4;88;17;1,74
09/09/2017;16:00;0,21;0,13;0,24;0,72;323;76;1007;0,3;154,7;16,8;1,69
09/09/2017;15:00;0,2;0,13;0,4;0,57;295;66;1007,2;0;291,1;18,5;1,77
09/09/2017;14:00;0,2;0,13;0,35;0,57;284;76;1007,4;0,1;224,1;16,1;1,29
09/09/2017;13:00;;;;;313;61;1007,2;0,2;207,4;18,7;2,35
09/09/2017;12:00;;;;;329;64;1007,2;0;397,6;18,7;2,25
09/09/2017;11:00;0,22;0,18;0,55;0,97;318;66;1007,2;0;574,4;19;2,11
09/09/2017;10:00;0,2;0,13;0,35;0,68;326;70;1007,3;0;289,2;18;1,66
09/09/2017;09:00;0,23;0,16;0,35;0,72;326;73;1007,1;0;240,4;17,6;1,6
09/09/2017;08:00;0,18;0,13;0,35;0,65;302;77;1007;0;81,8;17;0,9
09/09/2017;07:00;0,16;0,13;0,35;0,74;294;75;1006,8;0,1;17,2;17;1,24
09/09/2017;06:00;0,22;0,16;0,35;0,88;280;82;1006,5;0,1;0,7;16,5;0,84
09/09/2017;05:00;0,23;0,13;0,53;0,56;273;83;1006,3;0;0,3;16,6;0,87
09/09/2017;04:00;0,23;0,13;0,35;0,65;326;87;1006,2;0,2;0,3;16,6;2,05
09/09/2017;03:00;0,23;0,13;0,47;0,68;327;79;1005,7;0;0,3;18,3;2,54
09/09/2017;02:00;0,23;0,13;0,35;0,78;308;74;1005,8;0;0,3;19,4;1,4
09/09/2017;01:00;0,26;0,13;0,54;0,86;315;68;1006,1;0;0,3;20,1;0,53
08/09/2017;24:00;0,25;0,18;0,58;0,85;131;70;1006,6;0;0,3;19,5;0,07
08/09/2017;23:00;0,34;0,26;0,87;1,1;170;71;1007,5;0;0,3;19,1;0,23
08/09/2017;22:00;0,37;0,31;1,06;1,69;247;71;1008,2;0;0,3;19;0,17
08/09/2017;21:00;0,37;0,26;1,03;1,11;283;72;1008,8;0;0,3;19;0,73
08/09/2017;20:00;0,4;0,31;1,15;1,12;323;72;1008,8;0;0,3;19,4;1,26
08/09/2017;19:00;0,26;0,19;0,66;1;337;71;1008,6;0;2,1;19,7;0,96
08/09/2017;18:00;0,23;0,2;0,66;0,89;341;67;1008,9;0;41,1;20,2;1,51
08/09/2017;17:00;0,27;0,2;0,57;1,1;342;61;1008,9;0;88;21,1;1,5
08/09/2017;16:00;0,28;0,24;0,65;1,3;355;59;1009,3;0;129,2;21,8;1,24
08/09/2017;15:00;0,23;0,34;1,12;1,32;340;58;1010,3;0;205,9;21,2;2,38
08/09/2017;14:00;0,33;0,45;1,65;1,7;339;54;1010,6;0;653,5;22;2,89
08/09/2017;13:00;;;;;7;50;1010,5;0;482,2;23,5;0,49
08/09/2017;12:00;;;;;43;52;1011,5;0;718,6;22,3;0,58
08/09/2017;11:00;0,81;0,62;2,39;3,4;83;57;1012,5;0;638,8;21,2;0,28
08/09/2017;10:00;0,65;0,78;3,15;3,19;121;64;1013,5;0;521,1;19,2;0,67
08/09/2017;09:00;0,46;1,03;4,01;4,23;130;73;1014;0;321,2;16,9;0,66
08/09/2017;08:00;0,41;0,87;3,33;3,4;149;83;1014,1;0;191;14,6;0,72
08/09/2017;07:00;0,28;1,12;4,65;3,31;157;87;1014,1;0;52,4;13;0,84
08/09/2017;06:00;0,24;0,37;1,53;1,8;157;87;1013,9;0;2,9;12,9;0,81
08/09/2017;05:00;0,2;0,26;1,01;1,77;155;86;1014,1;0;0,3;13,5;0,87
08/09/2017;04:00;0,23;0,29;1,19;2,02;157;85;1014,5;0;0,3;14,1;0,93
08/09/2017;03:00;0,23;0,29;1,21;2,42;159;84;1015,1;0;0,3;14,8;0,89
08/09/2017;02:00;0,23;0,31;1,28;2,81;162;83;1015,9;0;0,3;15,3;0,7
08/09/2017;01:00;0,23;0,31;1,28;2,96;168;80;1016,4;0;0,3;15,9;0,64
07/09/2017;24:00;0,26;0,31;1,32;2,59;174;78;1016,8;0;0,3;16,3;0,55
07/09/2017;23:00;0,25;0,39;1,49;2,78;181;76;1017,1;0;0,3;16,7;0,49
07/09/2017;22:00;0,29;0,39;1,55;1,73;169;73;1017,6;0;0,3;17,5;0,32
07/09/2017;21:00;0,26;0,36;1,47;1,31;214;70;1017,8;0;0,3;17,9;0,52
07/09/2017;20:00;0,2;0,34;1,41;1,21;344;64;1017,7;0;0,3;18,9;0,15
07/09/2017;19:00;0,13;0,28;1,17;0,95;10;62;1017,5;0;5,1;19,5;0,66
07/09/2017;18:00;0,13;0,3;1,17;1;357;60;1017,3;0;49,1;19,9;1,02
07/09/2017;17:00;0,15;0,41;1,54;1,17;337;61;1017,3;0;114,1;20,3;1,14
07/09/2017;16:00;0,15;0,37;1,45;1,28;340;59;1017,7;0;159,8;21;1,83
07/09/2017;15:00;0,15;0,37;1,46;1,16;336;54;1018;0;250,4;21,8;1,62
07/09/2017;14:00;0,13;0,31;1,28;1,02;351;54;1018,4;0;686,3;21,7;1,33
07/09/2017;13:00;;;;;355;55;1018,9;0;445,3;20,9;1,42
07/09/2017;12:00;;;;;347;58;1019,4;0;321,7;20,4;1,36
07/09/2017;11:00;0,4;1,33;5,3;5,8;351;61;1019,6;0;256,9;20,4;0,4
07/09/2017;10:00;0,35;1,75;6,77;5,72;159;68;1020,1;0;207,6;19,7;0,25
07/09/2017;09:00;0,46;2,54;9,86;7,67;168;77;1020,1;0;160;18,1;0,38
07/09/2017;08:00;0,34;1,77;6,93;8,23;164;85;1019,9;0;84,6;16,5;0,46
07/09/2017;07:00;0,27;1,28;5,39;5,85;168;87;1019,9;0;31,9;15,9;0,53
07/09/2017;06:00;0,23;0,31;1,15;3,6;163;87;1019,7;0;1,4;15,7;0,49
07/09/2017;05:00;0,23;0,29;1,15;3,92;170;87;1019,5;0;0,3;15,6;0,51
07/09/2017;04:00;0,24;0,31;1,31;3,52;172;86;1019,8;0;0,3;15,7;0,62
07/09/2017;03:00;0,28;0,31;1,41;3,64;174;87;1020,4;0;0,3;15,6;0,58
07/09/2017;02:00;0,29;0,33;1,45;3,81;175;87;1020,8;0;0,3;15,7;0,61
07/09/2017;01:00;0,29;0,38;1,5;4,03;158;86;1021,4;0;0,3;16,1;0,31
06/09/2017;24:00;0,29;0,4;1,67;3,82;184;86;1022,1;0;0,3;16,7;0,49
06/09/2017;23:00;0,36;0,45;1,84;3,76;167;85;1022,4;0;0,3;17;0,23
06/09/2017;22:00;0,37;0,58;2,05;3,92;192;83;1022,6;0;0,3;17,4;0,25
06/09/2017;21:00;0,37;0,44;1,87;3,14;161;80;1022,7;0;0,3;18,3;0,16
06/09/2017;20:00;0,35;0,51;1,83;2,06;180;75;1022,4;0;0,3;18,9;0,18
06/09/2017;19:00;0,26;0,34;1,36;1,4;11;71;1022;0;5,2;19,4;0,45
06/09/2017;18:00;0,24;0,28;1,03;1,17;328;70;1022,1;0;28,4;19,6;0,81
06/09/2017;17:00;0,23;0,18;0,79;1,01;336;64;1022,4;0;65,5;20;1,33
06/09/2017;16:00;0,2;0,23;0,98;1,16;331;66;1022,7;0;130;20,2;1,74
06/09/2017;15:00;0,15;0,25;1,11;1,17;332;64;1022,9;0;228;20,8;1,82
06/09/2017;14:00;0,25;0,45;1,96;1,74;329;64;1023,3;0;385,3;20,8;1,79
06/09/2017;13:00;;;;;323;83;1023,7;0;328,8;19,7;1
06/09/2017;12:00;;;;;187;91;1024;0;136,9;18,5;0,2
06/09/2017;11:00;0,54;0,75;3,08;4,21;314;92;1024,2;0,1;119,9;17,8;0,5
06/09/2017;10:00;0,59;0,86;3,64;4,87;332;92;1024,1;0,2;90;17,8;1,03
06/09/2017;09:00;1,84;2,63;11,49;17,35;330;93;1023,8;0,2;62;17,8;0,91
06/09/2017;08:00;0,77;0,98;3,89;8,42;253;93;1023,4;0;57,5;17,5;0,31
06/09/2017;07:00;0,25;0,34;1,17;1,67;330;93;1023,3;0,3;14,7;17,3;1,35
06/09/2017;06:00;0,25;0,31;1,26;3,26;324;91;1022,7;0,1;0,8;17,9;1,13
06/09/2017;05:00;0,23;0,31;1,08;3;176;90;1022,3;0,3;0,3;17,9;0,19
06/09/2017;04:00;0,23;0,31;1,17;3,28;169;89;1022,2;0,1;0,3;17,9;0,29
06/09/2017;03:00;0,19;0,31;1,05;2,93;201;88;1022,3;0;0,3;18;0,26
06/09/2017;02:00;0,2;0,31;1,05;3,16;174;88;1022,3;0;0,3;17,8;0,6
06/09/2017;01:00;0,25;0,31;1,14;1,96;177;85;1022,4;0;0,3;18,4;0,35
05/09/2017;24:00;0,21;0,29;0,99;1,15;198;83;1022,5;0;0,3;19,3;0,31
05/09/2017;23:00;0,28;0,32;1,11;1,76;256;82;1022,6;0;0,3;20,1;0,35
05/09/2017;22:00;0,21;0,32;1,17;1,47;324;80;1022,5;0;0,3;20,7;0,55
05/09/2017;21:00;0,25;0,29;0,98;1,3;305;78;1022,3;0;0,3;21;0,51
05/09/2017;20:00;0,13;0,28;1,1;1,14;337;78;1021,9;0;0,3;21,1;1,46
05/09/2017;19:00;0,13;0,18;0,59;0,83;338;78;1021,2;0;3,9;21,5;1,39
05/09/2017;18:00;0,15;0,22;0,68;0,88;340;73;1020,9;0;47,7;22;1,41
05/09/2017;17:00;0,25;0,3;1;1,17;342;72;1020,5;0;102,3;22,4;1,8
05/09/2017;16:00;0,23;0,4;1,42;1,13;331;71;1020,3;0;156,8;22,6;1,57
05/09/2017;15:00;0,2;0,5;1,85;1,26;334;69;1020,1;0;210,4;22,6;1,61
05/09/2017;14:00;0,18;0,37;1,25;1,24;340;72;1020;0;218,3;22,3;2,35
05/09/2017;13:00;;;;;339;66;1019,3;0;294,6;23,1;2,8
05/09/2017;12:00;;;;;340;64;1019;0;714,6;24,1;2,38
05/09/2017;11:00;0,99;0,78;2,91;4,13;6;62;1018,6;0;727,8;24,7;1,08
05/09/2017;10:00;2,67;1,06;3,81;4,57;99;66;1018,1;0;608,3;24;0,14
05/09/2017;09:00;1,29;1,24;4,58;5,68;106;75;1017,7;0;367,1;21,4;0,38
05/09/2017;08:00;0,61;1,09;4,17;5,36;139;83;1017,6;0;253,3;19;0,48
05/09/2017;07:00;0,46;0,72;2,85;3,52;140;89;1017,4;0;47;17,2;0,68
05/09/2017;06:00;0,32;0,39;1,59;2,45;140;91;1017,5;0;2,6;16,6;0,67
05/09/2017;05:00;0,23;0,31;1,28;2,54;153;91;1017,7;0;0,3;16,4;0,85
05/09/2017;04:00;0,26;0,37;1,51;3,35;161;91;1017,6;0;0,3;16,3;0,66
05/09/2017;03:00;0,24;0,34;1,52;3,23;164;90;1017,6;0;0,3;16,5;0,66
05/09/2017;02:00;0,29;0,31;1,41;2,83;171;90;1017,5;0;0,3;16,7;0,69
05/09/2017;01:00;0,29;0,34;1,45;2,9;177;89;1017,2;0;0,3;17,1;0,66
04/09/2017;24:00;0,29;0,39;1,52;3,06;176;87;1016,8;0;0,3;17,5;0,68
04/09/2017;23:00;0,29;0,43;1,68;3,55;176;85;1016,9;0;0,3;18,1;0,56
04/09/2017;22:00;0,32;0,4;1,52;2,92;169;81;1016,8;0;0,3;19;0,44
04/09/2017;21:00;0,33;0,24;1,55;1,31;62;76;1016,8;0;0,3;20,2;0,13
04/09/2017;20:00;0,2;0,29;1,05;1,14;359;73;1016,6;0;0,3;21,1;0,36
04/09/2017;19:00;0,14;0,2;0,64;1,06;352;71;1016,1;0;7,5;21,5;0,71
04/09/2017;18:00;0,13;0,18;0,59;1,39;338;71;1015,8;0;46,8;21,7;1,37
04/09/2017;17:00;0,13;0,21;0,82;1,12;343;74;1015,6;0;109,9;21,8;1,56
04/09/2017;16:00;0,13;0,27;0,68;0,79;337;72;1015,3;0;108,1;22;1,95
04/09/2017;15:00;0,13;0,24;1;0,85;340;72;1015;0;200,5;22,6;2,24
04/09/2017;14:00;0,13;0,28;1,14;0,86;341;73;1015;0;385,7;22,5;1,92
04/09/2017;13:00;;;;;338;75;1014,8;0;374,8;22,2;2,48
04/09/2017;12:00;;;;;337;78;1014,5;0;419,8;22,1;1,57
04/09/2017;11:00;;;4,85;;357;85;1014,2;0;333,6;20,8;0,95
04/09/2017;10:00
04/09/2017;09:00;0,29;0,26;1,55;4,83;165;89;1012,8;0;112,9;19,7;0,38
04/09/2017;08:00;0,34;0,23;1,64;3,6;154;91;1012,1;0;72,4;18,6;0,57
04/09/2017;07:00;0,17;0,13;0,94;2,97;160;91;1011,6;0;20,7;18,1;0,52
04/09/2017;06:00;0,21;0,13;0,86;2,67;161;91;1011;0;1,5;17,9;0,46
04/09/2017;05:00;0,2;0,13;0,71;2,54;178;91;1010,6;0;0,3;17,9;0,31
04/09/2017;04:00;0,15;0,13;0,42;2,48;164;91;1010,4;0;0,3;17,8;0,47
04/09/2017;03:00;0,16;0,13;0,58;2,03;160;90;1010,3;0;0,3;17,9;0,46
04/09/2017;02:00;0,1;0,13;0,4;1,47;181;90;1010,1;0;0,3;17,9;0,27
04/09/2017;01:00;0,1;0,23;0,49;1,81;166;90;1009,8;0,1;0,3;17,7;0,73
03/09/2017;24:00;0,12;0,13;0,7;2,04;175;88;1009,8;0;0,3;17,6;0,6
03/09/2017;23:00;0,15;0,13;0,85;2,09;195;87;1010;0,1;0,3;18;0,4
03/09/2017;22:00;0,16;0,13;0,95;1,76;185;85;1010;0;0,3;18,7;0,34
03/09/2017;21:00;0,19;0,13;0,84;1,24;241;80;1009,8;0,1;0,3;19,7;0,37
03/09/2017;20:00;0,13;0,2;0,44;0,85;274;69;1009,9;0;0,3;21,3;0,16
03/09/2017;19:00;0,12;0,13;0,79;0,96;338;61;1009,9;0;3,6;22,7;1,91
03/09/2017;18:00;0,12;0,13;0,35;0,91;338;55;1009,3;0;40,3;24,4;1,2
