Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
26/10/2017;17:00;10;30;Muy buena / Oso ona;45;67;"Buena / ";68;41;Buena / Ona;22;Muy buena / Oso ona;1;Muy buena / Oso ona;262;70;1026,9;0;17,9;20,3;0,7
26/10/2017;16:00;7;13;Muy buena / Oso ona;24;87;"Buena / ";64;27;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;285;67;1026,6;0;47,6;21;2,23
26/10/2017;15:00;8;16;Muy buena / Oso ona;27;84;"Buena / ";54;38;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;275;65;1026,4;0;208,4;21,9;1,63
26/10/2017;14:00;5;12;Muy buena / Oso ona;20;79;"Buena / ";44;47;Buena / Ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona;302;76;1026,3;0;445,9;20,6;1,7
26/10/2017;13:00;6;15;Muy buena / Oso ona;24;67;"Buena / ";34;43;Buena / Ona;17;Muy buena / Oso ona;1;Muy buena / Oso ona;314;79;1026,3;0;492,2;20,1;2,42
26/10/2017;12:00;9;14;Muy buena / Oso ona;27;58;"Muy buena / ";27;44;Buena / Ona;21;Muy buena / Oso ona;1;Muy buena / Oso ona;318;78;1025,9;0;539,3;20,7;4,52
26/10/2017;11:00;13;18;Muy buena / Oso ona;38;46;"Muy buena / ";20;29;Muy buena / Oso ona;7;Muy buena / Oso ona;0;Muy buena / Oso ona;325;78;1025,1;0;402,9;20,3;2,37
26/10/2017;10:00;9;16;Muy buena / Oso ona;30;56;"Muy buena / ";17;21;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;252;47;1024;0;351,9;24,5;2,03
26/10/2017;09:00;39;21;Muy buena / Oso ona;80;38;"Muy buena / ";10;63;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;1;Muy buena / Oso ona;228;46;1023,5;0;220,6;23;3,49
26/10/2017;08:00;;;Sin datos / Daturik gabe;;4;"Muy buena / ";5;39;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;185;73;1022,9;0;70,9;16,5;1,57
26/10/2017;07:00;197;66;Muy buena / Oso ona;368;2;"Muy buena / ";;23;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;179;85;1022,3;0;3,5;13,9;1,66
26/10/2017;06:00;65;43;Muy buena / Oso ona;142;2;"Muy buena / ";;15;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;;96;1021,6;0;0,4;;
26/10/2017;05:00;11;29;Muy buena / Oso ona;45;6;"Muy buena / ";;28;Muy buena / Oso ona;8;Muy buena / Oso ona;0;Muy buena / Oso ona;;95;1021,3;0;0,4;;
26/10/2017;04:00;2;22;Muy buena / Oso ona;23;9;"Muy buena / ";;10;Muy buena / Oso ona;8;Muy buena / Oso ona;0;Muy buena / Oso ona;184;85;1021,1;0;0,4;14,3;1,78
26/10/2017;03:00;4;15;Muy buena / Oso ona;21;;"Sin datos / ";;7;Muy buena / Oso ona;12;Muy buena / Oso ona;0;Muy buena / Oso ona;184;88;1020,9;0;0,4;14;1,13
26/10/2017;02:00;1;16;Muy buena / Oso ona;17;3;"Muy buena / ";5;20;Muy buena / Oso ona;13;Muy buena / Oso ona;0;Muy buena / Oso ona;190;90;1020,9;0;0,4;13,8;0,34
26/10/2017;01:00;6;21;Muy buena / Oso ona;30;4;"Muy buena / ";7;21;Muy buena / Oso ona;9;Muy buena / Oso ona;0;Muy buena / Oso ona;211;87;1021;0;0,4;14,1;0,71
25/10/2017;24:00;1;20;Muy buena / Oso ona;21;12;"Muy buena / ";13;14;Muy buena / Oso ona;13;Muy buena / Oso ona;0;Muy buena / Oso ona;252;87;1021,4;0;0,4;15,5;0,74
25/10/2017;23:00;4;23;Muy buena / Oso ona;28;10;"Muy buena / ";19;18;Muy buena / Oso ona;17;Muy buena / Oso ona;0;Muy buena / Oso ona;218;89;1021,5;0;0,4;14,5;1,39
25/10/2017;22:00;17;35;Muy buena / Oso ona;61;2;"Muy buena / ";24;28;Muy buena / Oso ona;18;Muy buena / Oso ona;0;Muy buena / Oso ona;195;91;1021,3;0;0,4;14,6;1,61
25/10/2017;21:00;17;45;Muy buena / Oso ona;71;2;"Muy buena / ";30;40;Muy buena / Oso ona;20;Muy buena / Oso ona;0;Muy buena / Oso ona;179;92;1021;0;0,4;14,7;1,93
25/10/2017;20:00;35;55;Muy buena / Oso ona;108;2;"Muy buena / ";36;27;Muy buena / Oso ona;21;Muy buena / Oso ona;0;Muy buena / Oso ona;181;90;1021,1;0;0,4;14,9;1,38
25/10/2017;19:00;22;50;Muy buena / Oso ona;83;9;"Muy buena / ";41;25;Muy buena / Oso ona;23;Muy buena / Oso ona;0;Muy buena / Oso ona;181;88;1021,3;0;0,4;15,5;1,46
25/10/2017;18:00;23;48;Muy buena / Oso ona;83;22;"Muy buena / ";42;25;Muy buena / Oso ona;35;Buena / Ona;1;Muy buena / Oso ona;;95;1021,3;0;1,4;;
25/10/2017;17:00;11;38;Muy buena / Oso ona;54;43;"Muy buena / ";40;31;Muy buena / Oso ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;;100;1021,1;0;15,5;;
25/10/2017;16:00;9;30;Muy buena / Oso ona;43;58;"Muy buena / ";36;34;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;;100;1020,9;0;38,8;;
25/10/2017;15:00;16;34;Muy buena / Oso ona;58;51;"Muy buena / ";29;38;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;;100;1020,7;0;188,1;;
25/10/2017;14:00;18;30;Muy buena / Oso ona;56;49;"Muy buena / ";23;46;Buena / Ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;;100;1021;0;488,7;;
25/10/2017;13:00;15;28;Muy buena / Oso ona;50;51;"Muy buena / ";17;54;Buena / Ona;23;Muy buena / Oso ona;2;Muy buena / Oso ona;;99;1021,5;0;515,9;;
25/10/2017;12:00;19;34;Muy buena / Oso ona;62;42;"Muy buena / ";11;62;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;2;Muy buena / Oso ona;23;63;1022,1;0;549,2;21,9;2,06
25/10/2017;11:00;58;57;Muy buena / Oso ona;146;19;"Muy buena / ";6;31;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;36;58;1022,5;0;402,5;22;0,73
25/10/2017;10:00;72;46;Muy buena / Oso ona;156;10;"Muy buena / ";4;45;Buena / Ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;196;64;1022,6;0;349,1;19,8;0,58
25/10/2017;09:00;248;64;Muy buena / Oso ona;442;5;"Muy buena / ";3;47;Buena / Ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;206;76;1022,4;0;228,2;16,4;0,51
25/10/2017;08:00;289;64;Muy buena / Oso ona;506;3;"Muy buena / ";2;31;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;346;90;1022;0;71,9;14,6;1,12
25/10/2017;07:00;196;48;Muy buena / Oso ona;348;2;"Muy buena / ";;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;316;96;1021,3;0;3,9;12,4;0,41
25/10/2017;06:00;74;25;Muy buena / Oso ona;138;2;"Muy buena / ";;3;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;283;96;1021;0;0,4;11,9;0,35
25/10/2017;05:00;26;18;Muy buena / Oso ona;57;2;"Muy buena / ";;7;Muy buena / Oso ona;9;Muy buena / Oso ona;0;Muy buena / Oso ona;279;95;1020,8;0;0,4;12,3;0,15
25/10/2017;04:00;5;12;Muy buena / Oso ona;19;3;"Muy buena / ";;7;Muy buena / Oso ona;11;Muy buena / Oso ona;0;Muy buena / Oso ona;195;96;1020,5;0;0,4;11,5;1,18
25/10/2017;03:00;2;14;Muy buena / Oso ona;17;;"Sin datos / ";;12;Muy buena / Oso ona;12;Muy buena / Oso ona;0;Muy buena / Oso ona;177;97;1020,8;0;0,4;11,6;1,69
25/10/2017;02:00;12;16;Muy buena / Oso ona;34;2;"Muy buena / ";2;10;Muy buena / Oso ona;13;Muy buena / Oso ona;0;Muy buena / Oso ona;180;97;1021,1;0;0,4;11,8;1,45
25/10/2017;01:00;20;18;Muy buena / Oso ona;48;2;"Muy buena / ";2;14;Muy buena / Oso ona;17;Muy buena / Oso ona;1;Muy buena / Oso ona;177;97;1021,1;0;0,4;12,1;0,91
24/10/2017;24:00;26;20;Muy buena / Oso ona;59;2;"Muy buena / ";3;21;Muy buena / Oso ona;19;Muy buena / Oso ona;1;Muy buena / Oso ona;186;97;1021,3;0;0,4;13,5;0,44
24/10/2017;23:00;43;22;Muy buena / Oso ona;87;2;"Muy buena / ";5;22;Muy buena / Oso ona;15;Muy buena / Oso ona;1;Muy buena / Oso ona;188;97;1021,6;0;0,4;13;0,85
24/10/2017;22:00;52;27;Muy buena / Oso ona;106;2;"Muy buena / ";10;24;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona;188;96;1021,6;0;0,4;13,6;0,93
24/10/2017;21:00;71;33;Muy buena / Oso ona;141;2;"Muy buena / ";13;15;Muy buena / Oso ona;17;Muy buena / Oso ona;1;Muy buena / Oso ona;187;94;1021,2;0;0,4;14,4;0,62
24/10/2017;20:00;72;42;Muy buena / Oso ona;152;2;"Muy buena / ";16;19;Muy buena / Oso ona;18;Muy buena / Oso ona;1;Muy buena / Oso ona;186;92;1020,8;0;0,4;15;0,85
24/10/2017;19:00;64;45;Muy buena / Oso ona;142;2;"Muy buena / ";19;18;Muy buena / Oso ona;23;Muy buena / Oso ona;2;Muy buena / Oso ona;;95;1020,9;0;0,4;;
24/10/2017;18:00;41;49;Muy buena / Oso ona;111;3;"Muy buena / ";21;19;Muy buena / Oso ona;30;Buena / Ona;1;Muy buena / Oso ona;;100;1020,9;0;2;;
24/10/2017;17:00;31;48;Muy buena / Oso ona;95;10;"Muy buena / ";22;27;Muy buena / Oso ona;18;Muy buena / Oso ona;1;Muy buena / Oso ona;;100;1020,7;0;19,3;;
24/10/2017;16:00;28;44;Muy buena / Oso ona;85;19;"Muy buena / ";22;35;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;;100;1020,7;0;59;;
24/10/2017;15:00;21;39;Muy buena / Oso ona;71;36;"Muy buena / ";20;33;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;;100;1020,8;0;174,4;;
24/10/2017;14:00;24;44;Muy buena / Oso ona;79;32;"Muy buena / ";16;35;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;;100;1021;0;430,4;;
24/10/2017;13:00;39;52;Muy buena / Oso ona;110;26;"Muy buena / ";12;28;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;;95;1021,4;0;475,3;;
24/10/2017;12:00;38;44;Muy buena / Oso ona;101;25;"Muy buena / ";9;28;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;347;47;1022,1;0;514,2;23;0,31
24/10/2017;11:00;50;45;Muy buena / Oso ona;121;18;"Muy buena / ";7;29;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;185;53;1023;0;392,6;18,9;1,19
24/10/2017;10:00;65;46;Muy buena / Oso ona;145;12;"Muy buena / ";5;30;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;172;61;1023,6;0;303,8;16,2;1,14
24/10/2017;09:00;97;49;Muy buena / Oso ona;197;8;"Muy buena / ";4;43;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;170;72;1023,9;0;246;13,2;1,55
24/10/2017;08:00;145;55;Muy buena / Oso ona;277;4;"Muy buena / ";3;46;Buena / Ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;2;86;1024,1;0;71,3;14,9;2,15
24/10/2017;07:00;150;46;Muy buena / Oso ona;275;2;"Muy buena / ";;23;Muy buena / Oso ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;356;91;1024,1;0;4,3;14,4;2,34
24/10/2017;06:00;53;31;Muy buena / Oso ona;111;2;"Muy buena / ";;15;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;231;94;1024,4;0;0,4;10,8;0,44
24/10/2017;05:00;11;18;Muy buena / Oso ona;35;4;"Muy buena / ";;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;;98;1024,8;0;0,4;;
24/10/2017;04:00;6;14;Muy buena / Oso ona;23;4;"Muy buena / ";;14;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;354;97;1025;0;0,4;12,2;0,91
24/10/2017;03:00;2;14;Muy buena / Oso ona;16;;"Sin datos / ";;11;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;;100;1025,3;0;0,4;;
24/10/2017;02:00;3;17;Muy buena / Oso ona;22;3;"Muy buena / ";3;11;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;360;97;1025,6;0;0,4;22,8;9,44
24/10/2017;01:00;8;18;Muy buena / Oso ona;31;2;"Muy buena / ";5;11;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;356;97;1026;0;0,4;12,4;0,51
23/10/2017;24:00;12;23;Muy buena / Oso ona;41;2;"Muy buena / ";10;16;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;218;97;1026,4;0;0,4;11,3;0,31
