Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
25/06/2017;22:00;0;3;Muy buena / Oso ona;3;42;"Muy buena / ";42;110;93;963,9;0;16,9;2,99
25/06/2017;21:00;0;6;Muy buena / Oso ona;6;43;"Muy buena / ";43;105;94;964,5;0,1;16,7;4,88
25/06/2017;20:00;0;11;Muy buena / Oso ona;11;42;"Muy buena / ";43;129;92;965,3;2,6;17;3,66
25/06/2017;19:00;1;10;Muy buena / Oso ona;11;38;"Muy buena / ";43;105;89;964,7;41,5;17,3;1,67
25/06/2017;18:00;0;5;Muy buena / Oso ona;5;42;"Muy buena / ";42;106;89;965;74,4;17,5;2,03
25/06/2017;17:00;0;4;Muy buena / Oso ona;4;41;"Muy buena / ";42;54;88;965,3;62,2;17,2;3,02
25/06/2017;16:00;0;3;Muy buena / Oso ona;3;41;"Muy buena / ";43;48;85;965,9;133,4;17,7;3,09
25/06/2017;15:00;1;3;Muy buena / Oso ona;4;46;"Muy buena / ";43;53;82;966,5;249,4;18,1;1,79
25/06/2017;14:00;1;3;Muy buena / Oso ona;5;48;"Muy buena / ";40;41;82;967,1;231;18,2;1,32
25/06/2017;13:00;1;3;Muy buena / Oso ona;5;44;"Muy buena / ";40;95;83;967,7;222,7;17,9;1,63
25/06/2017;12:00;1;6;Muy buena / Oso ona;8;41;"Muy buena / ";40;100;85;968,3;220,8;17,4;1,74
25/06/2017;11:00;1;7;Muy buena / Oso ona;9;35;"Muy buena / ";42;80;88;968,7;188,2;16,6;1,8
25/06/2017;10:00;2;8;Muy buena / Oso ona;11;;"Sin datos / ";44;91;87;969;281,1;16,7;2,52
25/06/2017;09:00;2;5;Muy buena / Oso ona;8;41;"Muy buena / ";44;134;86;969,5;311,5;16,2;4,06
25/06/2017;08:00;1;5;Muy buena / Oso ona;7;41;"Muy buena / ";43;139;90;969,8;107,3;15,6;3,21
25/06/2017;07:00;2;10;Muy buena / Oso ona;14;31;"Muy buena / ";43;102;92;969,6;158,9;15,9;1,99
25/06/2017;06:00;0;3;Muy buena / Oso ona;3;45;"Muy buena / ";44;84;93;969,9;151,4;15,6;2,09
25/06/2017;05:00;0;2;Muy buena / Oso ona;2;49;"Muy buena / ";44;39;95;970;4,8;15,2;2,68
25/06/2017;04:00;0;1;Muy buena / Oso ona;1;50;"Muy buena / ";43;71;93;969,8;0;15,3;3,46
25/06/2017;03:00;0;5;Muy buena / Oso ona;5;47;"Muy buena / ";42;143;90;970,2;0;15,5;2,06
25/06/2017;02:00;0;6;Muy buena / Oso ona;6;42;"Muy buena / ";42;110;91;970,7;0;15,5;1,94
25/06/2017;01:00;0;9;Muy buena / Oso ona;9;39;"Muy buena / ";42;57;94;971,4;0;15,5;1,49
24/06/2017;24:00;0;13;Muy buena / Oso ona;13;37;"Muy buena / ";43;77;91;971,8;0;15,7;1,74
24/06/2017;23:00;0;12;Muy buena / Oso ona;12;38;"Muy buena / ";43;38;89;972,3;0;15,9;0,91
24/06/2017;22:00;0;6;Muy buena / Oso ona;6;43;"Muy buena / ";43;13;90;972,6;0;15,9;2,36
24/06/2017;21:00;0;4;Muy buena / Oso ona;4;46;"Muy buena / ";43;19;90;972,4;0,2;15,9;3,65
24/06/2017;20:00;0;5;Muy buena / Oso ona;5;44;"Muy buena / ";44;15;88;972;13,8;16;4,3
24/06/2017;19:00;0;4;Muy buena / Oso ona;4;44;"Muy buena / ";44;9;90;971,6;36,8;16;4,5
24/06/2017;18:00;0;3;Muy buena / Oso ona;3;43;"Muy buena / ";44;19;90;971,4;74,7;16,1;3,99
24/06/2017;17:00;1;2;Muy buena / Oso ona;3;41;"Muy buena / ";44;23;92;971,7;127,8;16,1;3,86
24/06/2017;16:00;1;2;Muy buena / Oso ona;4;42;"Muy buena / ";44;26;90;971,8;247,7;16,4;2,74
24/06/2017;15:00;1;2;Muy buena / Oso ona;4;43;"Muy buena / ";43;26;93;972,1;361;16,3;2,99
24/06/2017;14:00;1;4;Muy buena / Oso ona;6;44;"Muy buena / ";42;27;92;972,1;235,5;16,1;2,83
24/06/2017;13:00;1;3;Muy buena / Oso ona;5;47;"Muy buena / ";39;32;94;972,2;253,9;15,7;2,53
24/06/2017;12:00;1;3;Muy buena / Oso ona;4;47;"Muy buena / ";39;30;97;972,3;185;15,5;3,39
24/06/2017;11:00;1;3;Muy buena / Oso ona;4;;"Sin datos / ";41;30;96;972,3;139,4;15,2;3,04
24/06/2017;10:00;1;6;Muy buena / Oso ona;7;41;"Muy buena / ";43;28;98;972,2;70,6;15,3;3,25
24/06/2017;09:00;1;5;Muy buena / Oso ona;6;38;"Muy buena / ";44;6;98;972,2;59,3;15,8;3,63
24/06/2017;08:00;1;9;Muy buena / Oso ona;11;36;"Muy buena / ";46;9;96;972,4;83,5;15,8;2,92
24/06/2017;07:00;1;8;Muy buena / Oso ona;9;37;"Muy buena / ";47;3;97;972,5;37,5;15,5;3,56
24/06/2017;06:00;1;14;Muy buena / Oso ona;15;30;"Muy buena / ";48;9;95;972,4;17;15,5;2,45
24/06/2017;05:00;0;7;Muy buena / Oso ona;7;46;"Muy buena / ";51;4;93;972,3;1,7;15,6;1,96
24/06/2017;04:00;0;3;Muy buena / Oso ona;3;56;"Muy buena / ";51;95;92;972,3;0;15,8;0,74
24/06/2017;03:00;0;3;Muy buena / Oso ona;3;57;"Muy buena / ";50;351;93;972,9;0;15,7;0,44
24/06/2017;02:00;0;3;Muy buena / Oso ona;3;53;"Muy buena / ";50;340;94;973,5;0;15,7;2,02
24/06/2017;01:00;0;5;Muy buena / Oso ona;5;50;"Muy buena / ";50;331;97;974,2;0;15,4;3,09
23/06/2017;24:00;0;5;Muy buena / Oso ona;5;49;"Muy buena / ";51;331;98;974,7;0;15,4;2,37
23/06/2017;23:00;0;5;Muy buena / Oso ona;5;46;"Muy buena / ";51;360;98;974,8;0;15,5;3,58
23/06/2017;22:00;0;9;Muy buena / Oso ona;9;47;"Muy buena / ";52;1;97;975;0;15,8;3,32
23/06/2017;21:00;0;11;Muy buena / Oso ona;11;51;"Muy buena / ";52;345;93;974,7;0,1;15,6;4,2
23/06/2017;20:00;0;9;Muy buena / Oso ona;9;49;"Muy buena / ";52;6;94;974,3;3,1;15,6;3,61
23/06/2017;19:00;0;4;Muy buena / Oso ona;4;56;"Muy buena / ";51;350;94;973,9;14;15,8;4,29
23/06/2017;18:00;0;4;Muy buena / Oso ona;4;53;"Muy buena / ";50;351;92;973,8;33,2;16,1;3,55
23/06/2017;17:00;1;5;Muy buena / Oso ona;6;52;"Muy buena / ";49;5;89;973,7;105,1;16,4;3,73
23/06/2017;16:00;1;4;Muy buena / Oso ona;5;52;"Muy buena / ";47;13;92;973,7;166;16,2;4,74
23/06/2017;15:00;1;3;Muy buena / Oso ona;5;55;"Muy buena / ";46;10;93;973,7;182,4;16,2;4,97
23/06/2017;14:00;1;6;Muy buena / Oso ona;8;51;"Muy buena / ";46;17;87;973,6;243;16,6;3,41
23/06/2017;13:00;2;10;Muy buena / Oso ona;12;47;"Muy buena / ";48;19;88;973,7;206,7;16,6;3,13
23/06/2017;12:00;2;13;Muy buena / Oso ona;15;45;"Muy buena / ";50;28;89;973,9;187,5;16,9;1,27
23/06/2017;11:00;1;7;Muy buena / Oso ona;9;44;"Muy buena / ";52;28;92;973,8;172;16,3;1,25
23/06/2017;10:00;1;6;Muy buena / Oso ona;7;44;"Muy buena / ";54;17;97;973,8;81;15,6;2,82
23/06/2017;09:00;1;16;Muy buena / Oso ona;17;37;"Muy buena / ";55;5;96;973,8;30,5;15,7;2,49
23/06/2017;08:00;1;11;Muy buena / Oso ona;12;45;"Muy buena / ";57;327;95;973,5;41,3;15,7;1,57
23/06/2017;07:00;0;7;Muy buena / Oso ona;7;56;"Muy buena / ";58;308;93;973,3;27,5;15,6;2,3
23/06/2017;06:00;0;4;Muy buena / Oso ona;4;63;"Buena / ";58;336;92;972,9;6,4;15,7;3,81
23/06/2017;05:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";59;299;91;972,6;0,7;15,7;3,32
23/06/2017;04:00;0;4;Muy buena / Oso ona;4;61;"Buena / ";59;331;89;972,5;0;15,9;3,74
23/06/2017;03:00;0;3;Muy buena / Oso ona;3;62;"Buena / ";60;325;84;972,5;0;16,2;4,42
23/06/2017;02:00;0;7;Muy buena / Oso ona;7;51;"Muy buena / ";61;310;89;972,5;0;16;4,46
23/06/2017;01:00;0;8;Muy buena / Oso ona;8;52;"Muy buena / ";64;315;92;972,6;0;15,9;5,45
22/06/2017;24:00;0;8;Muy buena / Oso ona;8;50;"Muy buena / ";66;339;95;972,7;0;15,9;4,51
22/06/2017;23:00;0;8;Muy buena / Oso ona;8;57;"Muy buena / ";66;347;93;972,5;0;16,1;4,48
22/06/2017;22:00;0;6;Muy buena / Oso ona;6;66;"Buena / ";68;310;94;972,1;0;15,9;4,74
22/06/2017;21:00;0;6;Muy buena / Oso ona;6;66;"Buena / ";68;322;96;971,4;0,2;16;4,81
22/06/2017;20:00;0;5;Muy buena / Oso ona;5;68;"Buena / ";69;322;96;970,9;4,9;16,3;6,13
22/06/2017;19:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";69;332;97;970,9;15,2;16,3;7,16
22/06/2017;18:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";67;339;98;970,2;33;16,4;7,21
22/06/2017;17:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";66;341;97;970;43,4;16,4;6,38
22/06/2017;16:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";64;341;97;970;78,1;16,5;6,33
22/06/2017;15:00;0;4;Muy buena / Oso ona;4;68;"Buena / ";63;344;97;970,1;125,7;16,5;5,69
22/06/2017;14:00;0;3;Muy buena / Oso ona;3;69;"Buena / ";62;344;97;969,9;128,3;16,4;5,12
22/06/2017;13:00;1;5;Muy buena / Oso ona;6;;"Sin datos / ";61;341;98;969,6;154,8;16,5;4,18
22/06/2017;12:00;1;5;Muy buena / Oso ona;7;66;"Buena / ";61;342;98;969,4;154,3;16,3;3,92
22/06/2017;11:00;1;6;Muy buena / Oso ona;8;62;"Buena / ";63;334;98;969,2;142,5;16,1;3,4
22/06/2017;10:00;1;7;Muy buena / Oso ona;9;60;"Muy buena / ";64;327;98;968,9;150,6;16;2,53
22/06/2017;09:00;1;10;Muy buena / Oso ona;11;53;"Muy buena / ";64;302;99;968,7;133,1;16,2;1,42
22/06/2017;08:00;1;9;Muy buena / Oso ona;10;59;"Muy buena / ";71;317;98;968,3;86,7;16;3,68
22/06/2017;07:00;1;9;Muy buena / Oso ona;10;61;"Buena / ";73;316;98;967,6;49,3;16,2;3,09
22/06/2017;06:00;0;8;Muy buena / Oso ona;8;66;"Buena / ";84;302;98;967,7;16,8;16,3;2,27
22/06/2017;05:00;0;10;Muy buena / Oso ona;10;68;"Buena / ";94;195;97;967,3;1,7;16,7;1,57
22/06/2017;04:00;0;10;Muy buena / Oso ona;10;76;"Buena / ";104;227;96;966,9;0;16,7;1,22
22/06/2017;03:00;1;11;Muy buena / Oso ona;12;68;"Buena / ";116;12;94;966,9;0;16,8;2,58
22/06/2017;02:00;1;24;Muy buena / Oso ona;25;62;"Buena / ";127;11;82;966,9;0;19;1,54
22/06/2017;01:00;1;11;Muy buena / Oso ona;12;110;"Buena / ";139;231;70;967,1;0;21,7;0,61
21/06/2017;24:00;1;4;Muy buena / Oso ona;6;145;"Mejorable / ";145;194;65;967,1;0;22,6;0,68
21/06/2017;23:00;1;5;Muy buena / Oso ona;7;137;"Mejorable / ";145;346;67;967,4;0;22,3;0,7
21/06/2017;22:00;1;6;Muy buena / Oso ona;8;136;"Mejorable / ";145;276;63;967,2;0;23,2;0,19
21/06/2017;21:00;2;10;Muy buena / Oso ona;13;141;"Mejorable / ";147;351;52;966,9;0,3;25,9;1,28
21/06/2017;20:00;1;7;Muy buena / Oso ona;8;155;"Mejorable / ";151;108;45;966,6;31,8;28,8;0,72
21/06/2017;19:00;0;5;Muy buena / Oso ona;5;147;"Mejorable / ";149;94;38;966,1;267;31,1;2,75
21/06/2017;18:00;0;6;Muy buena / Oso ona;6;148;"Mejorable / ";144;53;38;965,8;597,6;30,8;3,68
21/06/2017;17:00;0;6;Muy buena / Oso ona;6;154;"Mejorable / ";138;28;40;965,6;874,5;30,3;3,42
21/06/2017;16:00;0;6;Muy buena / Oso ona;6;143;"Mejorable / ";131;18;41;965,5;1053;29,7;3,86
21/06/2017;15:00;0;6;Muy buena / Oso ona;7;135;"Mejorable / ";127;38;37;965,7;1119,1;30,5;2,04
21/06/2017;14:00;1;9;Muy buena / Oso ona;11;154;"Mejorable / ";124;68;34;965,9;1046,6;31,8;0,73
21/06/2017;13:00;1;16;Muy buena / Oso ona;17;168;"Mejorable / ";119;245;43;966,2;982,4;30,9;1,05
21/06/2017;12:00;1;22;Muy buena / Oso ona;24;143;"Mejorable / ";113;239;44;966,4;1049,2;30;1,24
21/06/2017;11:00;2;25;Muy buena / Oso ona;28;109;"Buena / ";110;209;42;966,5;999,4;28,9;1,95
21/06/2017;10:00;2;26;Muy buena / Oso ona;29;97;"Buena / ";113;228;42;966,5;888,2;28,1;1,99
21/06/2017;09:00;1;18;Muy buena / Oso ona;20;100;"Buena / ";119;242;40;966,3;825,2;27,6;4,26
21/06/2017;08:00;1;12;Muy buena / Oso ona;13;107;"Buena / ";125;239;39;966,1;600,4;27,2;6,14
21/06/2017;07:00;0;9;Muy buena / Oso ona;9;112;"Buena / ";128;241;39;965,8;465,9;27,1;6,97
21/06/2017;06:00;0;6;Muy buena / Oso ona;6;114;"Buena / ";134;236;40;965,5;157,8;26,9;7,68
21/06/2017;05:00;0;5;Muy buena / Oso ona;5;119;"Buena / ";139;224;40;965,4;5,7;27;5,97
21/06/2017;04:00;0;5;Muy buena / Oso ona;5;122;"Mejorable / ";144;233;42;965,5;0;27;4,88
21/06/2017;03:00;0;6;Muy buena / Oso ona;6;130;"Mejorable / ";147;218;44;965,8;0;27,2;4,08
21/06/2017;02:00;0;4;Muy buena / Oso ona;4;147;"Mejorable / ";149;234;43;966,3;0;27,3;3,64
21/06/2017;01:00;0;6;Muy buena / Oso ona;6;151;"Mejorable / ";146;200;38;966,8;0;27,6;1,98
20/06/2017;24:00;0;10;Muy buena / Oso ona;10;142;"Mejorable / ";141;195;36;967,2;0;27,1;2,42
20/06/2017;23:00;0;7;Muy buena / Oso ona;7;153;"Mejorable / ";138;213;36;967,5;0;26,8;1,29
20/06/2017;22:00;0;4;Muy buena / Oso ona;4;152;"Mejorable / ";136;123;42;967,7;0;26;1,14
20/06/2017;21:00;0;4;Muy buena / Oso ona;4;152;"Mejorable / ";133;108;47;967,4;0,3;25,3;1,96
20/06/2017;20:00;0;5;Muy buena / Oso ona;5;145;"Mejorable / ";125;7;45;967;18,1;26,2;1,98
20/06/2017;19:00;1;16;Muy buena / Oso ona;17;141;"Mejorable / ";116;333;38;967;121,6;27,4;2,83
20/06/2017;18:00;0;6;Muy buena / Oso ona;6;127;"Mejorable / ";106;358;35;966,9;367,5;27,8;2,51
20/06/2017;17:00;0;5;Muy buena / Oso ona;5;119;"Buena / ";99;13;42;966,9;476,5;27,5;3,27
20/06/2017;16:00;1;6;Muy buena / Oso ona;7;115;"Buena / ";95;9;51;967;783,9;26,8;3,4
20/06/2017;15:00;1;21;Muy buena / Oso ona;22;;"Sin datos / ";92;7;51;967,1;809,6;28,1;0,25
20/06/2017;14:00;3;26;Muy buena / Oso ona;30;111;"Buena / ";93;243;50;967,4;907,9;28,3;0,85
20/06/2017;13:00;4;29;Muy buena / Oso ona;35;104;"Buena / ";94;229;51;967,7;867,3;27,4;2,01
20/06/2017;12:00;5;29;Muy buena / Oso ona;36;88;"Buena / ";95;240;51;967,9;1048,1;26,8;2,49
20/06/2017;11:00;4;23;Muy buena / Oso ona;29;83;"Buena / ";99;266;49;967,9;811,6;26,1;2,9
20/06/2017;10:00;3;22;Muy buena / Oso ona;27;84;"Buena / ";102;255;45;967,8;775,5;26,1;3,08
20/06/2017;09:00;1;11;Muy buena / Oso ona;12;97;"Buena / ";104;230;44;967,5;420,2;25,5;4,25
20/06/2017;08:00;1;12;Muy buena / Oso ona;13;96;"Buena / ";107;244;45;967,2;341,4;25,1;3,7
20/06/2017;07:00;1;10;Muy buena / Oso ona;11;99;"Buena / ";108;243;45;966,7;371;25,1;6,7
20/06/2017;06:00;0;10;Muy buena / Oso ona;10;102;"Buena / ";112;232;45;966,5;112,8;24,9;7,85
20/06/2017;05:00;0;6;Muy buena / Oso ona;6;113;"Buena / ";116;230;45;966,3;6,1;24,8;8,56
20/06/2017;04:00;0;5;Muy buena / Oso ona;5;116;"Buena / ";117;232;45;966,7;0;24,7;7,89
20/06/2017;03:00;0;8;Muy buena / Oso ona;8;108;"Buena / ";119;216;45;967;0;24,8;5,41
20/06/2017;02:00;0;14;Muy buena / Oso ona;14;104;"Buena / ";122;215;45;967,2;0;24,8;5,38
20/06/2017;01:00;0;9;Muy buena / Oso ona;9;116;"Buena / ";130;224;40;967;0;26;6,61
19/06/2017;24:00;0;5;Muy buena / Oso ona;5;127;"Mejorable / ";135;214;34;966;0;27,6;9,5
19/06/2017;23:00;0;8;Muy buena / Oso ona;8;126;"Mejorable / ";135;186;31;965,9;0;28,5;13,55
19/06/2017;22:00;0;5;Muy buena / Oso ona;5;126;"Mejorable / ";137;185;35;966,3;0;27,5;20,89
19/06/2017;21:00;1;6;Muy buena / Oso ona;7;126;"Mejorable / ";136;226;55;968,1;0;23;17,45
19/06/2017;20:00;0;6;Muy buena / Oso ona;6;126;"Mejorable / ";134;242;46;968,4;0,5;25,3;16,08
19/06/2017;19:00;2;13;Muy buena / Oso ona;16;132;"Mejorable / ";132;265;55;967,9;6,4;25,2;10,33
19/06/2017;18:00;1;7;Muy buena / Oso ona;8;161;"Mejorable / ";126;320;55;966,2;77,2;26,9;7,95
19/06/2017;17:00;1;6;Muy buena / Oso ona;7;148;"Mejorable / ";115;318;48;965,3;495,4;28,4;6,71
19/06/2017;16:00;1;6;Muy buena / Oso ona;8;;"Sin datos / ";106;322;56;965,3;1138,1;27,4;6,42
19/06/2017;15:00;1;6;Muy buena / Oso ona;8;135;"Mejorable / ";104;336;58;965,4;1156,7;26,6;6,15
19/06/2017;14:00;1;11;Muy buena / Oso ona;12;120;"Buena / ";102;209;44;965,2;1085,1;30,3;1,69
19/06/2017;13:00;1;9;Muy buena / Oso ona;10;117;"Buena / ";98;219;44;965,1;1018,7;30,3;2,92
19/06/2017;12:00;1;7;Muy buena / Oso ona;9;112;"Buena / ";94;206;43;965,1;1086,4;29,9;5,48
19/06/2017;11:00;1;6;Muy buena / Oso ona;8;97;"Buena / ";92;208;44;965,2;1040,6;28,8;3,64
19/06/2017;10:00;1;6;Muy buena / Oso ona;8;94;"Buena / ";92;214;45;964,7;940,3;27,7;3,55
19/06/2017;09:00;0;6;Muy buena / Oso ona;6;94;"Buena / ";94;214;47;964,2;898,7;26,4;9,78
19/06/2017;08:00;1;7;Muy buena / Oso ona;8;92;"Buena / ";98;205;48;963,7;673;25,6;12,33
19/06/2017;07:00;1;11;Muy buena / Oso ona;12;88;"Buena / ";98;187;48;963,6;601,9;25,3;11,11
19/06/2017;06:00;1;11;Muy buena / Oso ona;12;86;"Buena / ";102;183;49;963,3;305,7;25,3;10,2
19/06/2017;05:00;0;10;Muy buena / Oso ona;10;88;"Buena / ";107;186;49;963,1;19,5;25,7;8,13
19/06/2017;04:00;0;7;Muy buena / Oso ona;7;93;"Buena / ";112;179;48;963,2;0;26,4;7,32
19/06/2017;03:00;0;7;Muy buena / Oso ona;7;98;"Buena / ";115;183;49;963,4;0;26,9;9,02
19/06/2017;02:00;0;6;Muy buena / Oso ona;6;115;"Buena / ";117;180;51;963,9;0;27,2;5,71
19/06/2017;01:00;1;5;Muy buena / Oso ona;6;121;"Mejorable / ";114;182;55;964,4;0;26,8;3,79
18/06/2017;24:00;1;10;Muy buena / Oso ona;12;111;"Buena / ";113;137;61;964,7;0;25,3;2,37
18/06/2017;23:00;1;13;Muy buena / Oso ona;14;112;"Buena / ";113;164;60;964,9;0;25,9;2,88
18/06/2017;22:00;1;5;Muy buena / Oso ona;7;124;"Mejorable / ";106;145;62;965;0;25,2;3,6
18/06/2017;21:00;1;6;Muy buena / Oso ona;8;122;"Mejorable / ";97;128;63;964,7;0,4;25,2;6,54
18/06/2017;20:00;1;6;Muy buena / Oso ona;8;115;"Buena / ";91;126;58;964,6;86,3;25,6;5,82
18/06/2017;19:00;1;4;Muy buena / Oso ona;6;109;"Buena / ";89;124;55;964,6;367,6;26,1;3,72
18/06/2017;18:00;1;7;Muy buena / Oso ona;9;94;"Buena / ";87;121;47;964,6;676,5;27,8;1,66
18/06/2017;17:00;1;3;Muy buena / Oso ona;4;;"Sin datos / ";86;67;43;964,7;955,3;26,7;1,22
18/06/2017;16:00;1;4;Muy buena / Oso ona;5;83;"Buena / ";86;44;46;965;1138;25,6;3,22
18/06/2017;15:00;1;3;Muy buena / Oso ona;5;69;"Buena / ";88;46;48;965,1;1191,8;25,4;3,81
18/06/2017;14:00;1;3;Muy buena / Oso ona;5;72;"Buena / ";92;48;53;965,3;1104,2;24,8;3,33
18/06/2017;13:00;1;4;Muy buena / Oso ona;6;89;"Buena / ";97;91;57;965,6;1037,2;24,9;1
18/06/2017;12:00;1;6;Muy buena / Oso ona;8;98;"Buena / ";100;132;57;965,9;1110,5;24,7;0,76
18/06/2017;11:00;1;4;Muy buena / Oso ona;6;100;"Buena / ";102;122;50;966,2;1065,4;24,8;1,89
18/06/2017;10:00;3;13;Muy buena / Oso ona;17;85;"Buena / ";104;127;48;966,5;956,6;24,3;2,6
18/06/2017;09:00;1;9;Muy buena / Oso ona;10;90;"Buena / ";109;132;50;966,5;930,4;24;2,51
18/06/2017;08:00;0;5;Muy buena / Oso ona;5;101;"Buena / ";114;124;47;966,6;711;24,3;3,81
18/06/2017;07:00;0;4;Muy buena / Oso ona;4;101;"Buena / ";116;132;49;966,7;648,9;23,7;5,47
18/06/2017;06:00;1;2;Muy buena / Oso ona;4;110;"Buena / ";120;142;54;966,8;328,5;22,2;3,68
18/06/2017;05:00;1;3;Muy buena / Oso ona;5;114;"Buena / ";123;133;56;966,8;24,4;21,5;4,77
18/06/2017;04:00;1;2;Muy buena / Oso ona;4;114;"Buena / ";124;132;54;966,8;0;22,1;6,4
18/06/2017;03:00;0;4;Muy buena / Oso ona;4;120;"Buena / ";122;122;53;967,3;0;22,4;5,04
18/06/2017;02:00;0;3;Muy buena / Oso ona;3;125;"Mejorable / ";118;131;51;968;0;22,8;4,68
18/06/2017;01:00;0;3;Muy buena / Oso ona;3;127;"Mejorable / ";117;126;51;968,6;0;23;4,05
17/06/2017;24:00;0;4;Muy buena / Oso ona;4;131;"Mejorable / ";;124;51;969,1;0;22,8;3,8
17/06/2017;23:00;0;4;Muy buena / Oso ona;4;132;"Mejorable / ";108;129;51;969,6;0;22,6;2,94
17/06/2017;22:00;0;5;Muy buena / Oso ona;5;127;"Mejorable / ";96;121;50;969,9;0;22,6;2,93
17/06/2017;21:00;0;7;Muy buena / Oso ona;7;121;"Mejorable / ";85;103;52;969,7;0,4;21,6;2,02
17/06/2017;20:00;1;7;Muy buena / Oso ona;8;103;"Buena / ";75;105;61;969,6;89,5;20,7;2,76
17/06/2017;19:00;1;5;Muy buena / Oso ona;7;92;"Buena / ";70;71;67;969,8;369,3;20,3;2,83
17/06/2017;18:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";66;49;67;970;681;20,5;1,81
17/06/2017;17:00;1;6;Muy buena / Oso ona;8;83;"Buena / ";65;49;67;970,2;959,8;20,9;1,95
17/06/2017;16:00;1;4;Muy buena / Oso ona;6;73;"Buena / ";66;44;62;970,6;1138,8;21,5;3,41
17/06/2017;15:00;1;2;Muy buena / Oso ona;4;62;"Buena / ";67;60;67;971;1180,4;21,4;1,44
17/06/2017;14:00;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";67;55;68;971,4;1119;20,7;2,86
17/06/2017;13:00;1;2;Muy buena / Oso ona;3;63;"Buena / ";69;51;70;971,9;1045,2;20,3;2,26
17/06/2017;12:00;1;4;Muy buena / Oso ona;5;72;"Buena / ";69;143;70;972,3;1116,9;21,3;0,76
17/06/2017;11:00;1;5;Muy buena / Oso ona;7;68;"Buena / ";69;127;66;972,7;1070;21;2,73
17/06/2017;10:00;3;12;Muy buena / Oso ona;16;59;"Muy buena / ";70;126;66;972,9;961,2;20,3;3,82
17/06/2017;09:00;1;5;Muy buena / Oso ona;6;72;"Buena / ";72;130;68;973;927,8;19,8;5,72
17/06/2017;08:00;0;2;Muy buena / Oso ona;2;80;"Buena / ";71;131;70;973;714,9;19,3;6,71
17/06/2017;07:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";69;127;77;973,1;655,5;18,1;4,15
17/06/2017;06:00;0;2;Muy buena / Oso ona;2;67;"Buena / ";66;126;78;973,1;323,4;17,6;3,49
17/06/2017;05:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";63;129;79;973,3;20,1;17,2;4,23
17/06/2017;04:00;0;2;Muy buena / Oso ona;2;72;"Buena / ";59;135;79;973,5;0;16,7;4,14
17/06/2017;03:00;0;2;Muy buena / Oso ona;2;71;"Buena / ";53;126;80;973,9;0;16,7;4,35
17/06/2017;02:00;0;2;Muy buena / Oso ona;2;77;"Buena / ";50;142;80;974,2;0;16,8;4,77
17/06/2017;01:00;0;4;Muy buena / Oso ona;4;63;"Buena / ";;133;88;974,6;0;16,4;4,62
16/06/2017;24:00;0;6;Muy buena / Oso ona;6;59;"Muy buena / ";;137;93;974,7;0;16,3;5,3
16/06/2017;23:00;0;5;Muy buena / Oso ona;5;44;"Muy buena / ";39;128;99;974,8;0;15,2;4,48
16/06/2017;22:00;0;4;Muy buena / Oso ona;4;47;"Muy buena / ";38;129;98;974,9;0;15,3;4,7
16/06/2017;21:00;0;5;Muy buena / Oso ona;5;39;"Muy buena / ";37;105;98;974,8;0,1;15;3,7
16/06/2017;20:00;0;7;Muy buena / Oso ona;7;32;"Muy buena / ";38;74;98;974,5;6,7;15,1;3,65
16/06/2017;19:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";39;54;95;974,4;124,3;15,6;3,6
16/06/2017;18:00;1;4;Muy buena / Oso ona;5;41;"Muy buena / ";38;55;96;974,4;95;15,7;5,34
16/06/2017;17:00;1;5;Muy buena / Oso ona;6;40;"Muy buena / ";38;57;95;974,4;84,9;16,2;5,61
16/06/2017;16:00;2;13;Muy buena / Oso ona;15;34;"Muy buena / ";37;54;94;974,7;117,3;16,3;5,82
16/06/2017;15:00;2;8;Muy buena / Oso ona;10;37;"Muy buena / ";35;48;92;974,9;359,9;16,4;4,44
16/06/2017;14:00;2;8;Muy buena / Oso ona;11;42;"Muy buena / ";35;76;94;975,2;269,2;16,6;2,15
16/06/2017;13:00;1;6;Muy buena / Oso ona;8;43;"Muy buena / ";35;86;91;975,5;341,1;16,9;1,69
16/06/2017;12:00;4;12;Muy buena / Oso ona;17;40;"Muy buena / ";35;76;93;975,8;432,3;16,3;1,6
16/06/2017;11:00;7;26;Muy buena / Oso ona;36;33;"Muy buena / ";36;76;95;975,9;190,3;15,8;0,89
16/06/2017;10:00;7;25;Muy buena / Oso ona;35;35;"Muy buena / ";38;99;94;975,8;226,5;15,6;1,46
16/06/2017;09:00;6;25;Muy buena / Oso ona;34;30;"Muy buena / ";39;95;96;976;144,5;14,9;1,39
