Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3)
26/10/2017;04:00;0,21;0,24;"Muy buena / ";0,41;1,05;30;47;Muy buena / Oso ona;92;5,13;27;Muy buena / Oso ona;5;Muy buena / Oso ona;5,39
26/10/2017;03:00;0,23;0,27;"Muy buena / ";0,47;0,98;22;47;Muy buena / Oso ona;80;4,92;27;Muy buena / Oso ona;5;Muy buena / Oso ona;5,67
26/10/2017;02:00;0,21;0,34;"Muy buena / ";0,51;0,97;23;49;Muy buena / Oso ona;84;4,87;29;Muy buena / Oso ona;5;Muy buena / Oso ona;6,41
26/10/2017;01:00;0,18;0,39;"Muy buena / ";0,49;1;34;54;Muy buena / Oso ona;106;4,79;28;Muy buena / Oso ona;6;Muy buena / Oso ona;6,04
25/10/2017;24:00;0,15;0,38;"Muy buena / ";0,5;0,96;30;59;Muy buena / Oso ona;104;4,55;26;Muy buena / Oso ona;6;Muy buena / Oso ona;5,33
25/10/2017;23:00;0,23;0,45;"Muy buena / ";0,49;1,25;52;63;Muy buena / Oso ona;142;5,82;30;Muy buena / Oso ona;7;Muy buena / Oso ona;6,77
25/10/2017;22:00;0,23;0,51;"Muy buena / ";0,48;1,5;56;67;Muy buena / Oso ona;153;6,72;34;Muy buena / Oso ona;8;Muy buena / Oso ona;7,79
25/10/2017;21:00;0,16;0,63;"Muy buena / ";0,49;1,37;90;77;Muy buena / Oso ona;214;6,02;33;Muy buena / Oso ona;8;Muy buena / Oso ona;9,98
25/10/2017;20:00;0,31;0,62;"Muy buena / ";0,47;0,76;89;79;Muy buena / Oso ona;215;2,99;32;Muy buena / Oso ona;8;Muy buena / Oso ona;5,85
25/10/2017;19:00;0,61;0,46;"Muy buena / ";0,46;0,37;34;75;Muy buena / Oso ona;126;1,48;43;Buena / Ona;8;Muy buena / Oso ona;2,9
25/10/2017;18:00;;0,38;"Muy buena / ";0,49;;7;66;Muy buena / Oso ona;76;;39;Muy buena / Oso ona;9;Muy buena / Oso ona;
25/10/2017;17:00;0,77;0,44;"Muy buena / ";0,52;0,44;20;75;Muy buena / Oso ona;104;1,67;37;Muy buena / Oso ona;13;Muy buena / Oso ona;3,3
25/10/2017;16:00;1,17;0,45;"Muy buena / ";0,54;0,44;24;69;Muy buena / Oso ona;104;1,53;49;Buena / Ona;14;Muy buena / Oso ona;3,08
25/10/2017;15:00;0,54;0,38;"Muy buena / ";0,55;0,68;22;56;Muy buena / Oso ona;90;2,73;59;Buena / Ona;11;Muy buena / Oso ona;5,05
25/10/2017;14:00;0,13;0,59;"Muy buena / ";0,57;1,1;74;80;Muy buena / Oso ona;194;4,72;49;Buena / Ona;15;Muy buena / Oso ona;7,94
25/10/2017;13:00;0,13;0,45;"Muy buena / ";0,54;1,15;62;75;Muy buena / Oso ona;169;4,98;67;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;7,56
25/10/2017;12:00;0,3;0,55;"Muy buena / ";0,52;2,09;121;76;Muy buena / Oso ona;261;7,77;75;Mejorable / Hobetzeko modukoa;22;Muy buena / Oso ona;11,81
25/10/2017;11:00;0,17;0,71;"Muy buena / ";0,48;2,07;163;76;Muy buena / Oso ona;326;7,66;69;Mejorable / Hobetzeko modukoa;34;Muy buena / Oso ona;11,65
25/10/2017;10:00;0,2;0,65;"Muy buena / ";0,41;;143;65;Muy buena / Oso ona;284;9,43;63;Mejorable / Hobetzeko modukoa;;Sin datos / Daturik gabe;11,5
25/10/2017;09:00;;;"Sin datos / ";;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;08:00;;;"Sin datos / ";0,37;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;
25/10/2017;07:00;0,13;0,47;"Muy buena / ";0,37;0,65;125;48;Muy buena / Oso ona;238;2,66;48;Buena / Ona;14;Muy buena / Oso ona;4,58
25/10/2017;06:00;0,09;0,42;"Muy buena / ";0,36;0,48;91;42;Muy buena / Oso ona;180;1,9;35;Muy buena / Oso ona;13;Muy buena / Oso ona;3,81
25/10/2017;05:00;0,23;0,35;"Muy buena / ";0,37;0,44;49;39;Muy buena / Oso ona;113;1,72;35;Muy buena / Oso ona;11;Muy buena / Oso ona;3,44
25/10/2017;04:00;0,26;0,31;"Muy buena / ";0,4;0,47;34;40;Muy buena / Oso ona;91;1,82;30;Muy buena / Oso ona;12;Muy buena / Oso ona;3,88
25/10/2017;03:00;0,56;0,29;"Muy buena / ";0,42;0,46;23;42;Muy buena / Oso ona;77;1,88;29;Muy buena / Oso ona;12;Muy buena / Oso ona;9,61
25/10/2017;02:00;0,13;0,33;"Muy buena / ";0,42;0,63;27;44;Muy buena / Oso ona;86;2,24;33;Muy buena / Oso ona;12;Muy buena / Oso ona;8,92
25/10/2017;01:00;0,13;0,39;"Muy buena / ";0,39;0,58;36;47;Muy buena / Oso ona;102;2,28;30;Muy buena / Oso ona;13;Muy buena / Oso ona;9,1
24/10/2017;24:00;0,33;0,43;"Muy buena / ";0,36;0,59;34;49;Muy buena / Oso ona;100;2,49;30;Muy buena / Oso ona;13;Muy buena / Oso ona;3,67
24/10/2017;23:00;0,17;0,43;"Muy buena / ";0,36;0,72;33;53;Muy buena / Oso ona;103;3,22;32;Muy buena / Oso ona;11;Muy buena / Oso ona;4,12
24/10/2017;22:00;0,23;0,45;"Muy buena / ";0,37;0,97;47;63;Muy buena / Oso ona;134;4,38;27;Muy buena / Oso ona;6;Muy buena / Oso ona;6,67
24/10/2017;21:00;0,46;0,54;"Muy buena / ";0,37;0,67;91;73;Muy buena / Oso ona;212;3,03;17;Muy buena / Oso ona;6;Muy buena / Oso ona;5,37
24/10/2017;20:00;0,26;0,42;"Muy buena / ";0,35;0,32;37;69;Muy buena / Oso ona;125;1,41;14;Muy buena / Oso ona;6;Muy buena / Oso ona;2,3
24/10/2017;19:00;0,33;0,27;"Muy buena / ";0,35;0,31;7;56;Muy buena / Oso ona;66;1,11;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,65
24/10/2017;18:00;;0,22;"Muy buena / ";0,36;;4;41;Muy buena / Oso ona;47;;22;Muy buena / Oso ona;6;Muy buena / Oso ona;
24/10/2017;17:00;;0,24;"Muy buena / ";0,38;;11;50;Muy buena / Oso ona;66;;35;Muy buena / Oso ona;9;Muy buena / Oso ona;
24/10/2017;16:00;0,27;0,34;"Muy buena / ";0,39;1,04;40;77;Muy buena / Oso ona;137;4,68;39;Muy buena / Oso ona;11;Muy buena / Oso ona;6,36
24/10/2017;15:00;0,25;0,48;"Muy buena / ";0,39;1,59;110;95;Muy buena / Oso ona;263;6,69;48;Buena / Ona;9;Muy buena / Oso ona;7,81
24/10/2017;14:00;0,27;0,44;"Muy buena / ";0,37;1,24;72;80;Muy buena / Oso ona;190;5,85;33;Muy buena / Oso ona;11;Muy buena / Oso ona;7,57
24/10/2017;13:00;0,25;0,43;"Muy buena / ";0,35;0,96;74;72;Muy buena / Oso ona;185;4,3;28;Muy buena / Oso ona;16;Muy buena / Oso ona;7,23
24/10/2017;12:00;0,26;0,39;"Muy buena / ";0,32;0,72;63;62;Muy buena / Oso ona;158;3,12;38;Muy buena / Oso ona;15;Muy buena / Oso ona;5,53
24/10/2017;11:00;0,15;0,35;"Muy buena / ";0,3;0,63;74;61;Muy buena / Oso ona;174;2,72;38;Muy buena / Oso ona;17;Muy buena / Oso ona;4,77
24/10/2017;10:00;0,13;0,36;"Muy buena / ";0,29;0,74;85;57;Muy buena / Oso ona;187;3,06;35;Muy buena / Oso ona;21;Muy buena / Oso ona;4,75
24/10/2017;09:00;0,13;0,35;"Muy buena / ";0,28;0,62;84;57;Muy buena / Oso ona;186;2,43;37;Muy buena / Oso ona;20;Muy buena / Oso ona;3,7
24/10/2017;08:00;0,2;0,35;"Muy buena / ";0,27;0,46;99;58;Muy buena / Oso ona;210;2,01;32;Muy buena / Oso ona;18;Muy buena / Oso ona;3,5
24/10/2017;07:00;0,52;0,31;"Muy buena / ";0,26;0,31;86;55;Muy buena / Oso ona;187;1,39;31;Muy buena / Oso ona;16;Muy buena / Oso ona;2,89
24/10/2017;06:00;0,35;0,24;"Muy buena / ";0,26;0,22;58;46;Muy buena / Oso ona;134;0,9;24;Muy buena / Oso ona;15;Muy buena / Oso ona;2,04
24/10/2017;05:00;0,3;0,2;"Muy buena / ";0,28;0,18;22;44;Muy buena / Oso ona;77;0,85;22;Muy buena / Oso ona;14;Muy buena / Oso ona;1,59
24/10/2017;04:00;0,24;0,25;"Muy buena / ";0,31;0,18;18;42;Muy buena / Oso ona;69;0,76;25;Muy buena / Oso ona;14;Muy buena / Oso ona;1,48
24/10/2017;03:00;0,39;0,24;"Muy buena / ";0,34;0,22;19;39;Muy buena / Oso ona;67;0,92;21;Muy buena / Oso ona;13;Muy buena / Oso ona;1,78
24/10/2017;02:00;15,77;0,29;"Muy buena / ";0,37;21,06;18;37;Muy buena / Oso ona;64;42,6;33;Muy buena / Oso ona;11;Muy buena / Oso ona;19,93
24/10/2017;01:00;0,34;0,33;"Muy buena / ";0,35;0,32;16;38;Muy buena / Oso ona;62;1,36;32;Muy buena / Oso ona;10;Muy buena / Oso ona;2,33
23/10/2017;24:00;0,24;0,32;"Muy buena / ";0,34;0,4;17;40;Muy buena / Oso ona;67;1,64;28;Muy buena / Oso ona;8;Muy buena / Oso ona;2,64
23/10/2017;23:00;0,18;0,3;"Muy buena / ";0,32;0,58;23;47;Muy buena / Oso ona;82;2,35;28;Muy buena / Oso ona;8;Muy buena / Oso ona;1,73
23/10/2017;22:00;0,2;0,36;"Muy buena / ";0,31;0,72;38;54;Muy buena / Oso ona;112;3,13;29;Muy buena / Oso ona;8;Muy buena / Oso ona;4,69
23/10/2017;21:00;0,16;0,38;"Muy buena / ";0,29;0,93;47;63;Muy buena / Oso ona;134;4,04;30;Muy buena / Oso ona;6;Muy buena / Oso ona;6,11
23/10/2017;20:00;0,36;0,43;"Muy buena / ";0,27;0,77;50;71;Muy buena / Oso ona;147;3,28;21;Muy buena / Oso ona;5;Muy buena / Oso ona;5,67
23/10/2017;19:00;0,24;0,41;"Muy buena / ";0,24;0,5;49;80;Muy buena / Oso ona;155;1,94;19;Muy buena / Oso ona;5;Muy buena / Oso ona;3,52
23/10/2017;18:00;;0,28;"Muy buena / ";0,22;;9;72;Muy buena / Oso ona;85;;18;Muy buena / Oso ona;5;Muy buena / Oso ona;
23/10/2017;17:00;;0,22;"Muy buena / ";0,22;;9;47;Muy buena / Oso ona;61;;16;Muy buena / Oso ona;5;Muy buena / Oso ona;
23/10/2017;16:00;0,3;0,18;"Muy buena / ";0,22;1,16;6;29;Muy buena / Oso ona;38;3,98;22;Muy buena / Oso ona;5;Muy buena / Oso ona;1,47
23/10/2017;15:00;0,4;0,19;"Muy buena / ";0,23;0,19;11;30;Muy buena / Oso ona;47;0,67;22;Muy buena / Oso ona;6;Muy buena / Oso ona;1,2
23/10/2017;14:00;0,35;0,27;"Muy buena / ";0,25;0,16;11;25;Muy buena / Oso ona;41;0,75;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1,14
23/10/2017;13:00;0,38;0,18;"Muy buena / ";0,25;0,19;16;30;Muy buena / Oso ona;54;0,89;12;Muy buena / Oso ona;5;Muy buena / Oso ona;1,38
23/10/2017;12:00;0,3;0,2;"Muy buena / ";0,26;0,35;23;35;Muy buena / Oso ona;69;1,47;19;Muy buena / Oso ona;6;Muy buena / Oso ona;2,5
23/10/2017;11:00;0,49;0,26;"Muy buena / ";0,26;0,35;39;45;Muy buena / Oso ona;104;1,44;30;Muy buena / Oso ona;7;Muy buena / Oso ona;2,72
23/10/2017;10:00;0,51;0,24;"Muy buena / ";0,25;0,35;47;41;Muy buena / Oso ona;113;1,5;29;Muy buena / Oso ona;9;Muy buena / Oso ona;2,54
23/10/2017;09:00;0,03;0,26;"Muy buena / ";0,25;0,4;79;45;Muy buena / Oso ona;167;1,64;23;Muy buena / Oso ona;9;Muy buena / Oso ona;2,5
23/10/2017;08:00;0,34;0,29;"Muy buena / ";0,25;0,42;67;45;Muy buena / Oso ona;148;1,91;22;Muy buena / Oso ona;8;Muy buena / Oso ona;2,81
23/10/2017;07:00;0,21;0,29;"Muy buena / ";0,24;0,19;88;48;Muy buena / Oso ona;182;0,94;24;Muy buena / Oso ona;7;Muy buena / Oso ona;1,67
23/10/2017;06:00;0,2;0,28;"Muy buena / ";0,23;;51;38;Muy buena / Oso ona;116;0,48;26;Muy buena / Oso ona;6;Muy buena / Oso ona;0,93
23/10/2017;05:00;0,33;0,25;"Muy buena / ";0,23;;17;32;Muy buena / Oso ona;58;0,35;23;Muy buena / Oso ona;5;Muy buena / Oso ona;0,72
23/10/2017;04:00;0,26;0,22;"Muy buena / ";0,23;;11;31;Muy buena / Oso ona;47;0,35;17;Muy buena / Oso ona;5;Muy buena / Oso ona;0,66
23/10/2017;03:00;0,12;0,18;"Muy buena / ";0,24;;4;28;Muy buena / Oso ona;33;0,35;17;Muy buena / Oso ona;5;Muy buena / Oso ona;0,66
23/10/2017;02:00;0,23;0,21;"Muy buena / ";0,24;;3;28;Muy buena / Oso ona;33;0,4;15;Muy buena / Oso ona;5;Muy buena / Oso ona;0,77
23/10/2017;01:00;0,17;0,22;"Muy buena / ";0,24;0,16;6;31;Muy buena / Oso ona;39;0,66;16;Muy buena / Oso ona;4;Muy buena / Oso ona;0,98
22/10/2017;24:00;0,31;0,24;"Muy buena / ";0,24;0,18;11;33;Muy buena / Oso ona;49;0,76;13;Muy buena / Oso ona;3;Muy buena / Oso ona;1,2
