Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
30/08/2017;08:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;11;Muy buena / Oso ona
30/08/2017;07:00;8;29;Muy buena / Oso ona;41;21;Muy buena / Oso ona;10;Muy buena / Oso ona
30/08/2017;06:00;3;20;Muy buena / Oso ona;24;16;Muy buena / Oso ona;9;Muy buena / Oso ona
30/08/2017;05:00;1;16;Muy buena / Oso ona;18;16;Muy buena / Oso ona;10;Muy buena / Oso ona
30/08/2017;04:00;1;9;Muy buena / Oso ona;11;15;Muy buena / Oso ona;12;Muy buena / Oso ona
30/08/2017;03:00;1;7;Muy buena / Oso ona;9;15;Muy buena / Oso ona;9;Muy buena / Oso ona
30/08/2017;02:00;1;9;Muy buena / Oso ona;11;16;Muy buena / Oso ona;5;Muy buena / Oso ona
30/08/2017;01:00;1;8;Muy buena / Oso ona;10;15;Muy buena / Oso ona;8;Muy buena / Oso ona
29/08/2017;24:00;1;10;Muy buena / Oso ona;12;16;Muy buena / Oso ona;9;Muy buena / Oso ona
29/08/2017;23:00;1;11;Muy buena / Oso ona;13;18;Muy buena / Oso ona;12;Muy buena / Oso ona
29/08/2017;22:00;1;13;Muy buena / Oso ona;15;19;Muy buena / Oso ona;13;Muy buena / Oso ona
29/08/2017;21:00;1;19;Muy buena / Oso ona;21;21;Muy buena / Oso ona;14;Muy buena / Oso ona
29/08/2017;20:00;1;18;Muy buena / Oso ona;20;;Sin datos / Daturik gabe;12;Muy buena / Oso ona
29/08/2017;19:00;1;19;Muy buena / Oso ona;21;22;Muy buena / Oso ona;9;Muy buena / Oso ona
29/08/2017;18:00;1;9;Muy buena / Oso ona;11;14;Muy buena / Oso ona;9;Muy buena / Oso ona
29/08/2017;17:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;3;Muy buena / Oso ona
29/08/2017;16:00;1;4;Muy buena / Oso ona;6;5;Muy buena / Oso ona;1;Muy buena / Oso ona
29/08/2017;15:00;1;5;Muy buena / Oso ona;7;5;Muy buena / Oso ona;0;Muy buena / Oso ona
29/08/2017;14:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;3;Muy buena / Oso ona
29/08/2017;13:00;2;11;Muy buena / Oso ona;14;14;Muy buena / Oso ona;2;Muy buena / Oso ona
29/08/2017;12:00;4;12;Muy buena / Oso ona;18;12;Muy buena / Oso ona;0;Muy buena / Oso ona
29/08/2017;11:00;6;18;Muy buena / Oso ona;27;14;Muy buena / Oso ona;2;Muy buena / Oso ona
29/08/2017;10:00;8;21;Muy buena / Oso ona;34;14;Muy buena / Oso ona;5;Muy buena / Oso ona
29/08/2017;09:00;4;16;Muy buena / Oso ona;21;11;Muy buena / Oso ona;5;Muy buena / Oso ona
29/08/2017;08:00;3;16;Muy buena / Oso ona;20;19;Muy buena / Oso ona;8;Muy buena / Oso ona
29/08/2017;07:00;14;34;Muy buena / Oso ona;54;14;Muy buena / Oso ona;7;Muy buena / Oso ona
29/08/2017;06:00;5;31;Muy buena / Oso ona;39;11;Muy buena / Oso ona;4;Muy buena / Oso ona
29/08/2017;05:00;1;14;Muy buena / Oso ona;17;9;Muy buena / Oso ona;1;Muy buena / Oso ona
29/08/2017;04:00;1;12;Muy buena / Oso ona;15;8;Muy buena / Oso ona;1;Muy buena / Oso ona
29/08/2017;03:00;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;2;Muy buena / Oso ona
29/08/2017;02:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;1;Muy buena / Oso ona
29/08/2017;01:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona;3;Muy buena / Oso ona
28/08/2017;24:00;1;4;Muy buena / Oso ona;6;7;Muy buena / Oso ona;4;Muy buena / Oso ona
28/08/2017;23:00;1;4;Muy buena / Oso ona;6;6;Muy buena / Oso ona;1;Muy buena / Oso ona
28/08/2017;22:00;1;4;Muy buena / Oso ona;6;8;Muy buena / Oso ona;4;Muy buena / Oso ona
28/08/2017;21:00;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/08/2017;20:00;1;12;Muy buena / Oso ona;14;11;Muy buena / Oso ona;5;Muy buena / Oso ona
28/08/2017;19:00;1;14;Muy buena / Oso ona;16;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/08/2017;18:00;1;9;Muy buena / Oso ona;11;10;Muy buena / Oso ona;6;Muy buena / Oso ona
28/08/2017;17:00;1;10;Muy buena / Oso ona;12;11;Muy buena / Oso ona;9;Muy buena / Oso ona
28/08/2017;16:00;1;14;Muy buena / Oso ona;16;17;Muy buena / Oso ona;8;Muy buena / Oso ona
28/08/2017;15:00;1;12;Muy buena / Oso ona;14;20;Muy buena / Oso ona;5;Muy buena / Oso ona
28/08/2017;14:00;2;10;Muy buena / Oso ona;12;15;Muy buena / Oso ona;7;Muy buena / Oso ona
28/08/2017;13:00;4;19;Muy buena / Oso ona;26;22;Muy buena / Oso ona;9;Muy buena / Oso ona
28/08/2017;12:00;12;29;Muy buena / Oso ona;46;25;Muy buena / Oso ona;10;Muy buena / Oso ona
28/08/2017;11:00;11;31;Muy buena / Oso ona;48;23;Muy buena / Oso ona;12;Muy buena / Oso ona
28/08/2017;10:00;5;27;Muy buena / Oso ona;35;22;Muy buena / Oso ona;12;Muy buena / Oso ona
28/08/2017;09:00;6;27;Muy buena / Oso ona;35;24;Muy buena / Oso ona;14;Muy buena / Oso ona
28/08/2017;08:00;15;39;Muy buena / Oso ona;61;30;Muy buena / Oso ona;11;Muy buena / Oso ona
28/08/2017;07:00;4;22;Muy buena / Oso ona;28;21;Muy buena / Oso ona;10;Muy buena / Oso ona
28/08/2017;06:00;1;19;Muy buena / Oso ona;21;19;Muy buena / Oso ona;10;Muy buena / Oso ona
28/08/2017;05:00;1;12;Muy buena / Oso ona;14;21;Muy buena / Oso ona;9;Muy buena / Oso ona
28/08/2017;04:00;1;12;Muy buena / Oso ona;14;19;Muy buena / Oso ona;6;Muy buena / Oso ona
28/08/2017;03:00;1;11;Muy buena / Oso ona;13;18;Muy buena / Oso ona;8;Muy buena / Oso ona
28/08/2017;02:00;1;17;Muy buena / Oso ona;19;18;Muy buena / Oso ona;8;Muy buena / Oso ona
28/08/2017;01:00;1;19;Muy buena / Oso ona;21;18;Muy buena / Oso ona;9;Muy buena / Oso ona
27/08/2017;24:00;1;19;Muy buena / Oso ona;21;22;Muy buena / Oso ona;7;Muy buena / Oso ona
27/08/2017;23:00;1;8;Muy buena / Oso ona;10;18;Muy buena / Oso ona;6;Muy buena / Oso ona
27/08/2017;22:00;1;10;Muy buena / Oso ona;12;16;Muy buena / Oso ona;7;Muy buena / Oso ona
27/08/2017;21:00;1;25;Muy buena / Oso ona;27;20;Muy buena / Oso ona;9;Muy buena / Oso ona
27/08/2017;20:00;1;21;Muy buena / Oso ona;23;18;Muy buena / Oso ona;8;Muy buena / Oso ona
27/08/2017;19:00;1;18;Muy buena / Oso ona;20;13;Muy buena / Oso ona;7;Muy buena / Oso ona
27/08/2017;18:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;1;Muy buena / Oso ona
27/08/2017;17:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;1;Muy buena / Oso ona
27/08/2017;16:00;1;3;Muy buena / Oso ona;5;10;Muy buena / Oso ona;3;Muy buena / Oso ona
27/08/2017;15:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;;Sin datos / Daturik gabe
27/08/2017;14:00;1;8;Muy buena / Oso ona;10;24;Muy buena / Oso ona;16;Muy buena / Oso ona
27/08/2017;13:00;1;12;Muy buena / Oso ona;14;28;Muy buena / Oso ona;14;Muy buena / Oso ona
27/08/2017;12:00;2;14;Muy buena / Oso ona;17;32;Muy buena / Oso ona;16;Muy buena / Oso ona
27/08/2017;11:00;1;7;Muy buena / Oso ona;9;30;Muy buena / Oso ona;13;Muy buena / Oso ona
27/08/2017;10:00;1;7;Muy buena / Oso ona;9;30;Muy buena / Oso ona;9;Muy buena / Oso ona
27/08/2017;09:00;1;6;Muy buena / Oso ona;8;31;Muy buena / Oso ona;11;Muy buena / Oso ona
27/08/2017;08:00;1;12;Muy buena / Oso ona;14;29;Muy buena / Oso ona;11;Muy buena / Oso ona
27/08/2017;07:00;2;22;Muy buena / Oso ona;25;29;Muy buena / Oso ona;14;Muy buena / Oso ona
27/08/2017;06:00;1;16;Muy buena / Oso ona;18;30;Muy buena / Oso ona;12;Muy buena / Oso ona
27/08/2017;05:00;1;9;Muy buena / Oso ona;11;28;Muy buena / Oso ona;12;Muy buena / Oso ona
27/08/2017;04:00;1;5;Muy buena / Oso ona;7;28;Muy buena / Oso ona;14;Muy buena / Oso ona
27/08/2017;03:00;1;3;Muy buena / Oso ona;5;27;Muy buena / Oso ona;15;Muy buena / Oso ona
27/08/2017;02:00;1;4;Muy buena / Oso ona;6;28;Muy buena / Oso ona;13;Muy buena / Oso ona
27/08/2017;01:00;1;3;Muy buena / Oso ona;5;32;Muy buena / Oso ona;10;Muy buena / Oso ona
26/08/2017;24:00;1;1;Muy buena / Oso ona;3;37;Muy buena / Oso ona;14;Muy buena / Oso ona
26/08/2017;23:00;1;2;Muy buena / Oso ona;4;43;Buena / Ona;19;Muy buena / Oso ona
26/08/2017;22:00;1;4;Muy buena / Oso ona;6;37;Muy buena / Oso ona;16;Muy buena / Oso ona
26/08/2017;21:00;1;9;Muy buena / Oso ona;11;35;Muy buena / Oso ona;14;Muy buena / Oso ona
26/08/2017;20:00;1;14;Muy buena / Oso ona;16;35;Muy buena / Oso ona;11;Muy buena / Oso ona
26/08/2017;19:00;1;14;Muy buena / Oso ona;16;32;Muy buena / Oso ona;10;Muy buena / Oso ona
26/08/2017;18:00;1;6;Muy buena / Oso ona;8;24;Muy buena / Oso ona;10;Muy buena / Oso ona
26/08/2017;17:00;1;5;Muy buena / Oso ona;7;22;Muy buena / Oso ona;5;Muy buena / Oso ona
26/08/2017;16:00;1;5;Muy buena / Oso ona;7;20;Muy buena / Oso ona;5;Muy buena / Oso ona
26/08/2017;15:00;1;4;Muy buena / Oso ona;6;20;Muy buena / Oso ona;4;Muy buena / Oso ona
26/08/2017;14:00;1;4;Muy buena / Oso ona;6;20;Muy buena / Oso ona;1;Muy buena / Oso ona
26/08/2017;13:00;1;4;Muy buena / Oso ona;6;20;Muy buena / Oso ona;4;Muy buena / Oso ona
26/08/2017;12:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;6;Muy buena / Oso ona
26/08/2017;11:00;2;13;Muy buena / Oso ona;16;23;Muy buena / Oso ona;5;Muy buena / Oso ona
26/08/2017;10:00;2;13;Muy buena / Oso ona;16;20;Muy buena / Oso ona;8;Muy buena / Oso ona
26/08/2017;09:00;2;12;Muy buena / Oso ona;15;19;Muy buena / Oso ona;10;Muy buena / Oso ona
26/08/2017;08:00;4;13;Muy buena / Oso ona;19;16;Muy buena / Oso ona;6;Muy buena / Oso ona
26/08/2017;07:00;2;13;Muy buena / Oso ona;16;15;Muy buena / Oso ona;6;Muy buena / Oso ona
26/08/2017;06:00;1;10;Muy buena / Oso ona;12;9;Muy buena / Oso ona;6;Muy buena / Oso ona
26/08/2017;05:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;5;Muy buena / Oso ona
26/08/2017;04:00;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
26/08/2017;03:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
26/08/2017;02:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
26/08/2017;01:00;1;4;Muy buena / Oso ona;6;9;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/08/2017;24:00;1;4;Muy buena / Oso ona;6;11;Muy buena / Oso ona;6;Muy buena / Oso ona
25/08/2017;23:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;6;Muy buena / Oso ona
25/08/2017;22:00;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;9;Muy buena / Oso ona
25/08/2017;21:00;1;9;Muy buena / Oso ona;11;12;Muy buena / Oso ona;12;Muy buena / Oso ona
25/08/2017;20:00;1;9;Muy buena / Oso ona;11;15;Muy buena / Oso ona;13;Muy buena / Oso ona
25/08/2017;19:00;1;9;Muy buena / Oso ona;11;17;Muy buena / Oso ona;16;Muy buena / Oso ona
25/08/2017;18:00;1;8;Muy buena / Oso ona;10;17;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/08/2017;17:00;1;8;Muy buena / Oso ona;10;17;Muy buena / Oso ona;14;Muy buena / Oso ona
25/08/2017;16:00;1;8;Muy buena / Oso ona;10;27;Muy buena / Oso ona;10;Muy buena / Oso ona
25/08/2017;15:00;1;5;Muy buena / Oso ona;7;21;Muy buena / Oso ona;4;Muy buena / Oso ona
25/08/2017;14:00;1;4;Muy buena / Oso ona;6;24;Muy buena / Oso ona;4;Muy buena / Oso ona
25/08/2017;13:00;1;5;Muy buena / Oso ona;7;22;Muy buena / Oso ona;3;Muy buena / Oso ona
25/08/2017;12:00;1;6;Muy buena / Oso ona;8;18;Muy buena / Oso ona;3;Muy buena / Oso ona
25/08/2017;11:00;3;16;Muy buena / Oso ona;21;20;Muy buena / Oso ona;7;Muy buena / Oso ona
25/08/2017;10:00;4;20;Muy buena / Oso ona;26;18;Muy buena / Oso ona;8;Muy buena / Oso ona
25/08/2017;09:00;6;25;Muy buena / Oso ona;35;16;Muy buena / Oso ona;10;Muy buena / Oso ona
25/08/2017;08:00;6;22;Muy buena / Oso ona;31;19;Muy buena / Oso ona;8;Muy buena / Oso ona
25/08/2017;07:00;5;23;Muy buena / Oso ona;30;24;Muy buena / Oso ona;6;Muy buena / Oso ona
25/08/2017;06:00;3;24;Muy buena / Oso ona;28;11;Muy buena / Oso ona;6;Muy buena / Oso ona
25/08/2017;05:00;1;11;Muy buena / Oso ona;13;7;Muy buena / Oso ona;5;Muy buena / Oso ona
25/08/2017;04:00;1;7;Muy buena / Oso ona;9;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/08/2017;03:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/08/2017;02:00;1;4;Muy buena / Oso ona;6;9;Muy buena / Oso ona;;Sin datos / Daturik gabe
25/08/2017;01:00;1;4;Muy buena / Oso ona;6;10;Muy buena / Oso ona;7;Muy buena / Oso ona
24/08/2017;24:00;1;4;Muy buena / Oso ona;6;10;Muy buena / Oso ona;6;Muy buena / Oso ona
24/08/2017;23:00;1;4;Muy buena / Oso ona;6;12;Muy buena / Oso ona;8;Muy buena / Oso ona
24/08/2017;22:00;1;4;Muy buena / Oso ona;6;13;Muy buena / Oso ona;8;Muy buena / Oso ona
24/08/2017;21:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;11;Muy buena / Oso ona
24/08/2017;20:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;19:00;1;10;Muy buena / Oso ona;12;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;18:00;1;9;Muy buena / Oso ona;11;20;Muy buena / Oso ona;14;Muy buena / Oso ona
24/08/2017;17:00;2;7;Muy buena / Oso ona;10;20;Muy buena / Oso ona;13;Muy buena / Oso ona
24/08/2017;16:00;2;8;Muy buena / Oso ona;11;24;Muy buena / Oso ona;13;Muy buena / Oso ona
24/08/2017;15:00;1;8;Muy buena / Oso ona;10;23;Muy buena / Oso ona;4;Muy buena / Oso ona
24/08/2017;14:00;1;5;Muy buena / Oso ona;7;15;Muy buena / Oso ona;2;Muy buena / Oso ona
24/08/2017;13:00;1;5;Muy buena / Oso ona;7;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
24/08/2017;12:00;1;7;Muy buena / Oso ona;9;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
24/08/2017;11:00;1;8;Muy buena / Oso ona;10;15;Muy buena / Oso ona;6;Muy buena / Oso ona
24/08/2017;10:00;4;15;Muy buena / Oso ona;21;17;Muy buena / Oso ona;7;Muy buena / Oso ona
24/08/2017;09:00;5;18;Muy buena / Oso ona;26;8;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;08:00;4;14;Muy buena / Oso ona;20;6;Muy buena / Oso ona;5;Muy buena / Oso ona
24/08/2017;07:00;3;18;Muy buena / Oso ona;23;6;Muy buena / Oso ona;6;Muy buena / Oso ona
24/08/2017;06:00;1;11;Muy buena / Oso ona;13;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;05:00;1;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;04:00;1;7;Muy buena / Oso ona;9;5;Muy buena / Oso ona;5;Muy buena / Oso ona
24/08/2017;03:00;1;5;Muy buena / Oso ona;7;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;02:00;1;6;Muy buena / Oso ona;8;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
24/08/2017;01:00;1;7;Muy buena / Oso ona;9;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
23/08/2017;24:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;8;Muy buena / Oso ona
23/08/2017;23:00;1;6;Muy buena / Oso ona;8;17;Muy buena / Oso ona;8;Muy buena / Oso ona
23/08/2017;22:00;1;8;Muy buena / Oso ona;10;19;Muy buena / Oso ona;10;Muy buena / Oso ona
23/08/2017;21:00;1;10;Muy buena / Oso ona;12;21;Muy buena / Oso ona;12;Muy buena / Oso ona
23/08/2017;20:00;1;9;Muy buena / Oso ona;11;16;Muy buena / Oso ona;13;Muy buena / Oso ona
23/08/2017;19:00;1;10;Muy buena / Oso ona;12;22;Muy buena / Oso ona;12;Muy buena / Oso ona
23/08/2017;18:00;1;10;Muy buena / Oso ona;12;26;Muy buena / Oso ona;13;Muy buena / Oso ona
23/08/2017;17:00;2;10;Muy buena / Oso ona;12;30;Muy buena / Oso ona;8;Muy buena / Oso ona
23/08/2017;16:00;1;9;Muy buena / Oso ona;11;27;Muy buena / Oso ona;9;Muy buena / Oso ona
23/08/2017;15:00;2;10;Muy buena / Oso ona;13;27;Muy buena / Oso ona;11;Muy buena / Oso ona
23/08/2017;14:00;1;7;Muy buena / Oso ona;10;25;Muy buena / Oso ona;9;Muy buena / Oso ona
23/08/2017;13:00;2;9;Muy buena / Oso ona;12;30;Muy buena / Oso ona;8;Muy buena / Oso ona
23/08/2017;12:00;2;10;Muy buena / Oso ona;13;20;Muy buena / Oso ona;7;Muy buena / Oso ona
23/08/2017;11:00;2;10;Muy buena / Oso ona;13;23;Muy buena / Oso ona;11;Muy buena / Oso ona
23/08/2017;10:00;3;9;Muy buena / Oso ona;14;17;Muy buena / Oso ona;14;Muy buena / Oso ona
23/08/2017;09:00;5;14;Muy buena / Oso ona;23;26;Muy buena / Oso ona;15;Muy buena / Oso ona
23/08/2017;08:00;5;20;Muy buena / Oso ona;28;26;Muy buena / Oso ona;15;Muy buena / Oso ona
23/08/2017;07:00;6;24;Muy buena / Oso ona;33;27;Muy buena / Oso ona;15;Muy buena / Oso ona
23/08/2017;06:00;4;24;Muy buena / Oso ona;30;15;Muy buena / Oso ona;14;Muy buena / Oso ona
23/08/2017;05:00;1;11;Muy buena / Oso ona;13;21;Muy buena / Oso ona;14;Muy buena / Oso ona
23/08/2017;04:00;1;7;Muy buena / Oso ona;9;14;Muy buena / Oso ona;;Sin datos / Daturik gabe
23/08/2017;03:00;1;6;Muy buena / Oso ona;8;16;Muy buena / Oso ona;14;Muy buena / Oso ona
23/08/2017;02:00;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;11;Muy buena / Oso ona
23/08/2017;01:00;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;13;Muy buena / Oso ona
22/08/2017;24:00;1;6;Muy buena / Oso ona;8;21;Muy buena / Oso ona;14;Muy buena / Oso ona
22/08/2017;23:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;18;Muy buena / Oso ona
22/08/2017;22:00;1;9;Muy buena / Oso ona;11;27;Muy buena / Oso ona;22;Muy buena / Oso ona
22/08/2017;21:00;1;10;Muy buena / Oso ona;12;42;Buena / Ona;21;Muy buena / Oso ona
22/08/2017;20:00;1;9;Muy buena / Oso ona;11;30;Muy buena / Oso ona;18;Muy buena / Oso ona
22/08/2017;19:00;1;8;Muy buena / Oso ona;10;22;Muy buena / Oso ona;;Sin datos / Daturik gabe
22/08/2017;18:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;13;Muy buena / Oso ona
22/08/2017;17:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;9;Muy buena / Oso ona
22/08/2017;16:00;1;8;Muy buena / Oso ona;10;15;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;15:00;1;9;Muy buena / Oso ona;11;32;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;14:00;1;7;Muy buena / Oso ona;9;55;Buena / Ona;12;Muy buena / Oso ona
22/08/2017;13:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;10;Muy buena / Oso ona
22/08/2017;12:00;1;9;Muy buena / Oso ona;11;29;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;11:00;1;11;Muy buena / Oso ona;14;31;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;10:00;2;17;Muy buena / Oso ona;20;29;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;09:00;3;22;Muy buena / Oso ona;26;26;Muy buena / Oso ona;16;Muy buena / Oso ona
22/08/2017;08:00;9;51;Muy buena / Oso ona;65;31;Muy buena / Oso ona;17;Muy buena / Oso ona
22/08/2017;07:00;13;64;Muy buena / Oso ona;84;40;Muy buena / Oso ona;13;Muy buena / Oso ona
22/08/2017;06:00;6;59;Muy buena / Oso ona;69;31;Muy buena / Oso ona;12;Muy buena / Oso ona
22/08/2017;05:00;1;27;Muy buena / Oso ona;29;26;Muy buena / Oso ona;10;Muy buena / Oso ona
22/08/2017;04:00;1;20;Muy buena / Oso ona;22;19;Muy buena / Oso ona;8;Muy buena / Oso ona
22/08/2017;03:00;1;9;Muy buena / Oso ona;11;15;Muy buena / Oso ona;10;Muy buena / Oso ona
22/08/2017;02:00;1;6;Muy buena / Oso ona;8;;Sin datos / Daturik gabe;14;Muy buena / Oso ona
22/08/2017;01:00;1;25;Muy buena / Oso ona;27;18;Muy buena / Oso ona;;Sin datos / Daturik gabe
21/08/2017;24:00;1;27;Muy buena / Oso ona;29;22;Muy buena / Oso ona;13;Muy buena / Oso ona
21/08/2017;23:00;1;54;Muy buena / Oso ona;56;28;Muy buena / Oso ona;14;Muy buena / Oso ona
21/08/2017;22:00;2;58;Muy buena / Oso ona;61;28;Muy buena / Oso ona;11;Muy buena / Oso ona
21/08/2017;21:00;2;55;Muy buena / Oso ona;59;29;Muy buena / Oso ona;9;Muy buena / Oso ona
21/08/2017;20:00;1;12;Muy buena / Oso ona;14;24;Muy buena / Oso ona;10;Muy buena / Oso ona
21/08/2017;19:00;1;8;Muy buena / Oso ona;10;16;Muy buena / Oso ona;10;Muy buena / Oso ona
21/08/2017;18:00;1;6;Muy buena / Oso ona;8;17;Muy buena / Oso ona;7;Muy buena / Oso ona
21/08/2017;17:00;1;7;Muy buena / Oso ona;9;13;Muy buena / Oso ona;5;Muy buena / Oso ona
21/08/2017;16:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;5;Muy buena / Oso ona
21/08/2017;15:00;1;6;Muy buena / Oso ona;8;7;Muy buena / Oso ona;2;Muy buena / Oso ona
21/08/2017;14:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;2;Muy buena / Oso ona
21/08/2017;13:00;1;6;Muy buena / Oso ona;8;13;Muy buena / Oso ona;5;Muy buena / Oso ona
21/08/2017;12:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;4;Muy buena / Oso ona
21/08/2017;11:00;3;15;Muy buena / Oso ona;19;20;Muy buena / Oso ona;4;Muy buena / Oso ona
21/08/2017;10:00;11;43;Muy buena / Oso ona;59;25;Muy buena / Oso ona;9;Muy buena / Oso ona
21/08/2017;09:00;16;47;Muy buena / Oso ona;71;26;Muy buena / Oso ona;7;Muy buena / Oso ona
21/08/2017;08:00;36;47;Muy buena / Oso ona;103;24;Muy buena / Oso ona;9;Muy buena / Oso ona
21/08/2017;07:00;11;34;Muy buena / Oso ona;51;23;Muy buena / Oso ona;8;Muy buena / Oso ona
21/08/2017;06:00;5;31;Muy buena / Oso ona;39;13;Muy buena / Oso ona;8;Muy buena / Oso ona
21/08/2017;05:00;1;22;Muy buena / Oso ona;25;10;Muy buena / Oso ona;5;Muy buena / Oso ona
21/08/2017;04:00;1;10;Muy buena / Oso ona;12;4;Muy buena / Oso ona;6;Muy buena / Oso ona
21/08/2017;03:00;1;5;Muy buena / Oso ona;7;8;Muy buena / Oso ona;6;Muy buena / Oso ona
21/08/2017;02:00;1;8;Muy buena / Oso ona;10;7;Muy buena / Oso ona;1;Muy buena / Oso ona
21/08/2017;01:00;1;9;Muy buena / Oso ona;11;8;Muy buena / Oso ona;2;Muy buena / Oso ona
20/08/2017;24:00;1;9;Muy buena / Oso ona;11;9;Muy buena / Oso ona;6;Muy buena / Oso ona
20/08/2017;23:00;1;11;Muy buena / Oso ona;13;15;Muy buena / Oso ona;6;Muy buena / Oso ona
20/08/2017;22:00;1;16;Muy buena / Oso ona;18;9;Muy buena / Oso ona;6;Muy buena / Oso ona
20/08/2017;21:00;1;10;Muy buena / Oso ona;12;8;Muy buena / Oso ona;5;Muy buena / Oso ona
20/08/2017;20:00;1;12;Muy buena / Oso ona;14;11;Muy buena / Oso ona;11;Muy buena / Oso ona
20/08/2017;19:00;1;7;Muy buena / Oso ona;9;11;Muy buena / Oso ona;10;Muy buena / Oso ona
20/08/2017;18:00;1;5;Muy buena / Oso ona;7;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
20/08/2017;17:00;1;4;Muy buena / Oso ona;6;5;Muy buena / Oso ona;3;Muy buena / Oso ona
20/08/2017;16:00;1;3;Muy buena / Oso ona;5;;Sin datos / Daturik gabe;2;Muy buena / Oso ona
20/08/2017;15:00;1;2;Muy buena / Oso ona;4;10;Muy buena / Oso ona;1;Muy buena / Oso ona
20/08/2017;14:00;1;2;Muy buena / Oso ona;4;;Sin datos / Daturik gabe;1;Muy buena / Oso ona
20/08/2017;13:00;1;1;Muy buena / Oso ona;3;4;Muy buena / Oso ona;0;Muy buena / Oso ona
20/08/2017;12:00;1;2;Muy buena / Oso ona;4;7;Muy buena / Oso ona;0;Muy buena / Oso ona
20/08/2017;11:00;1;2;Muy buena / Oso ona;4;8;Muy buena / Oso ona;3;Muy buena / Oso ona
20/08/2017;10:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;4;Muy buena / Oso ona
20/08/2017;09:00;1;4;Muy buena / Oso ona;7;9;Muy buena / Oso ona;6;Muy buena / Oso ona
20/08/2017;08:00;2;11;Muy buena / Oso ona;14;13;Muy buena / Oso ona;6;Muy buena / Oso ona
20/08/2017;07:00;2;9;Muy buena / Oso ona;12;10;Muy buena / Oso ona;4;Muy buena / Oso ona
20/08/2017;06:00;1;10;Muy buena / Oso ona;12;6;Muy buena / Oso ona;3;Muy buena / Oso ona
