Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
15/03/2017;04:00;67;"Buena / ";;20;84;960,5;0;0;8,7;0,62
15/03/2017;03:00;68;"Buena / ";;29;84;961;0;0;8,5;0,82
15/03/2017;02:00;;"Sin datos / ";;7;83;961,5;0;0;8,4;0,41
15/03/2017;01:00;73;"Buena / ";71;328;84;961,7;0;0;8,1;0,86
14/03/2017;24:00;78;"Buena / ";73;319;83;961,9;0;0;7,7;1,38
14/03/2017;23:00;81;"Buena / ";74;329;81;962,2;0;0;7,7;1,27
14/03/2017;22:00;68;"Buena / ";75;327;81;962,4;0;0;8;0,91
14/03/2017;21:00;65;"Buena / ";76;336;81;962,4;0;0;8,4;1,01
14/03/2017;20:00;64;"Buena / ";77;349;81;962,3;0;0;8,8;1,46
14/03/2017;19:00;67;"Buena / ";78;12;75;962,2;0;2;9,6;1,92
14/03/2017;18:00;80;"Buena / ";77;20;64;961,7;0;108,1;11;2,49
14/03/2017;17:00;84;"Buena / ";76;17;61;961,5;0;295,1;12;3,08
14/03/2017;16:00;82;"Buena / ";72;21;59;961,3;0;406,7;12,9;2,86
14/03/2017;15:00;86;"Buena / ";67;27;60;961,4;0;467,3;12,9;3,41
14/03/2017;14:00;78;"Buena / ";62;24;64;961,6;0;532,3;12,9;3,03
14/03/2017;13:00;75;"Buena / ";58;30;67;962,1;0;534,5;12,5;3,59
14/03/2017;12:00;71;"Buena / ";57;27;68;962,6;0;397,6;12;3,38
14/03/2017;11:00;63;"Buena / ";55;22;69;962,9;0;344,8;11,7;2,6
14/03/2017;10:00;67;"Buena / ";54;15;70;962,9;0;329,1;11,2;1,9
14/03/2017;09:00;56;"Muy buena / ";53;3;75;963;0;222,7;10,5;1,11
14/03/2017;08:00;38;"Muy buena / ";52;359;83;962,8;0;81,8;9,3;1,04
14/03/2017;07:00;52;"Muy buena / ";;15;84;962,5;0;4,7;8,9;1,13
14/03/2017;06:00;47;"Muy buena / ";;12;87;961,7;0;0;8,6;1,26
14/03/2017;05:00;60;"Muy buena / ";;20;88;961,3;0;0;8,3;1,53
14/03/2017;04:00;56;"Muy buena / ";;20;89;961,1;0;0;8;1,81
14/03/2017;03:00;61;"Buena / ";;21;88;961,6;0;0;7,9;1,61
14/03/2017;02:00;;"Sin datos / ";;11;86;962,3;0;0;7,9;1,49
14/03/2017;01:00;53;"Muy buena / ";53;13;87;962,6;0;0;7,9;1,81
13/03/2017;24:00;69;"Buena / ";53;323;89;962,5;0;0;7,8;1,35
13/03/2017;23:00;66;"Buena / ";54;331;92;962,2;0;0;7,8;1,35
13/03/2017;22:00;60;"Muy buena / ";53;12;94;962;0;0;7,9;1,46
13/03/2017;21:00;58;"Muy buena / ";54;13;93;961,3;0;0;7,9;2,05
13/03/2017;20:00;44;"Muy buena / ";55;16;92;960,7;0;0;7,9;2,47
13/03/2017;19:00;48;"Muy buena / ";58;15;93;960,1;0;0;7,8;3,48
13/03/2017;18:00;44;"Muy buena / ";61;12;93;959,6;0;5,8;7,8;2,09
13/03/2017;17:00;49;"Muy buena / ";65;14;89;959;0;26,3;8;2,48
13/03/2017;16:00;63;"Buena / ";68;13;85;958,4;0;84,2;8,3;3,74
13/03/2017;15:00;59;"Muy buena / ";69;12;85;958,3;0;92;8,2;3,22
13/03/2017;14:00;67;"Buena / ";72;9;86;957,9;0;162,8;8,2;2,97
13/03/2017;13:00;65;"Buena / ";73;358;88;957,9;0;217,5;8;2,28
13/03/2017;12:00;69;"Buena / ";76;355;84;958;0;176,8;7,9;2,25
13/03/2017;11:00;72;"Buena / ";77;360;83;957,8;0;184,1;7,5;2,75
13/03/2017;10:00;73;"Buena / ";79;1;81;957,4;0;130,1;7;2,73
13/03/2017;09:00;75;"Buena / ";79;6;78;957;0;77,3;6,1;2,76
13/03/2017;08:00;75;"Buena / ";80;8;78;956,4;0;26,5;5,9;2,94
13/03/2017;07:00;77;"Buena / ";;10;75;955,7;0;1,9;6,1;3,21
13/03/2017;06:00;80;"Buena / ";;3;78;954,9;0;0;6;3,24
13/03/2017;05:00;82;"Buena / ";;348;73;954,7;0;0;6,2;2,81
13/03/2017;04:00;83;"Buena / ";;340;70;954,4;0;0;6,5;3,16
13/03/2017;03:00;84;"Buena / ";;341;74;954,1;0;0;6,4;3,29
13/03/2017;02:00;;"Sin datos / ";;347;78;954;0;0;6,1;2,71
13/03/2017;01:00;82;"Buena / ";72;340;79;953,8;0;0;5,8;2,37
12/03/2017;24:00;81;"Buena / ";72;341;78;953,7;0;0;5,9;2,62
12/03/2017;23:00;80;"Buena / ";73;335;79;953,8;0;0;5,8;2,19
12/03/2017;22:00;72;"Buena / ";73;331;82;953,6;0;0;5,8;2,28
12/03/2017;21:00;62;"Buena / ";74;347;84;953,6;0,1;0;5,2;1,17
12/03/2017;20:00;69;"Buena / ";77;308;82;953,4;0;0;5,5;1,77
12/03/2017;19:00;72;"Buena / ";79;316;81;953,1;0;0,4;5,7;2,89
12/03/2017;18:00;75;"Buena / ";78;301;76;952,5;0;35,4;6,4;2,84
12/03/2017;17:00;76;"Buena / ";78;317;72;952;0;98,3;7,2;3,59
12/03/2017;16:00;77;"Buena / ";77;324;71;951,6;0;127;7,8;4
12/03/2017;15:00;80;"Buena / ";75;321;72;951,5;0;112,4;7,9;4,16
12/03/2017;14:00;84;"Buena / ";74;322;75;951,4;0;104,9;8,3;3,54
12/03/2017;13:00;86;"Buena / ";73;316;77;951,7;0;98,4;8,4;3,48
12/03/2017;12:00;78;"Buena / ";71;320;79;951,4;0;52,2;9,1;3,87
12/03/2017;11:00;70;"Buena / ";70;301;79;950,8;0;102,5;10,2;1,05
12/03/2017;10:00;73;"Buena / ";70;291;72;950,4;0;165,6;10,6;1,08
12/03/2017;09:00;65;"Buena / ";69;190;75;950,5;0;117,4;10,5;0,42
12/03/2017;08:00;66;"Buena / ";70;312;79;950,6;0;86,1;9,7;0,6
12/03/2017;07:00;70;"Buena / ";;326;85;950,9;0;4,6;9,2;1,27
12/03/2017;06:00;72;"Buena / ";;320;86;950,9;0;0,1;9,6;1,87
12/03/2017;05:00;70;"Buena / ";;290;86;950,7;0;0,1;9,8;1,45
12/03/2017;04:00;71;"Buena / ";;306;87;950,8;0;0;9,7;1,39
12/03/2017;03:00;72;"Buena / ";;303;84;951,2;0;0,1;10,1;1,2
12/03/2017;02:00;;"Sin datos / ";;312;82;951,6;0;0,1;10,7;1,13
12/03/2017;01:00;62;"Buena / ";78;251;85;951,8;0;0,1;11;0,09
11/03/2017;24:00;64;"Buena / ";79;10;85;952,2;0;0;11,1;0,68
11/03/2017;23:00;67;"Buena / ";81;15;83;952,1;0;0;11,2;1,23
11/03/2017;22:00;76;"Buena / ";84;30;81;951,9;0;0,1;11,3;1,41
11/03/2017;21:00;81;"Buena / ";85;20;80;951,8;0;0,1;11,3;2,41
11/03/2017;20:00;77;"Buena / ";87;22;77;951,5;0;0,1;11,6;2,63
11/03/2017;19:00;82;"Buena / ";87;22;73;951,1;0;1,6;12;3,04
11/03/2017;18:00;85;"Buena / ";84;22;70;950,3;0;40,8;12,7;3,98
11/03/2017;17:00;85;"Buena / ";76;18;65;949,3;0;142,6;13,9;4,7
11/03/2017;16:00;93;"Buena / ";67;21;55;948,5;0;249,8;16,2;3,76
11/03/2017;15:00;91;"Buena / ";57;23;52;948,3;0;240,6;17;3,24
11/03/2017;14:00;89;"Buena / ";46;307;41;948,2;0;386,9;20,4;1,36
11/03/2017;13:00;90;"Buena / ";36;;;;0;515,3;;
11/03/2017;12:00;83;"Buena / ";26;;;;0;423,8;;
11/03/2017;11:00;59;"Muy buena / ";17;;;;0;307,2;;
11/03/2017;10:00;19;"Muy buena / ";12;56;41;948,9;0;254,4;17,4;0,29
11/03/2017;09:00;15;"Muy buena / ";11;56;50;948,9;0;240,7;13,8;0,38
11/03/2017;08:00;7;"Muy buena / ";10;46;63;949;0;111;10;0,28
11/03/2017;07:00;4;"Muy buena / ";;60;67;949,6;0;8,2;8,8;0,38
11/03/2017;06:00;10;"Muy buena / ";;353;66;949,8;0;0;9,1;0,17
11/03/2017;05:00;12;"Muy buena / ";;175;69;950,1;0;0;8,4;0,32
11/03/2017;04:00;11;"Muy buena / ";;69;68;950,2;0;0;9,1;0,76
11/03/2017;03:00;15;"Muy buena / ";;18;61;950,4;0;0;10,6;0,17
11/03/2017;02:00;;"Sin datos / ";;282;61;950,9;0;0;10,7;0,51
11/03/2017;01:00;23;"Muy buena / ";41;219;55;951,3;0;0;11,7;0,11
10/03/2017;24:00;8;"Muy buena / ";47;71;53;951,6;0;0;12,9;0,39
10/03/2017;23:00;29;"Muy buena / ";56;282;48;951,8;0;0;13,9;0,19
10/03/2017;22:00;25;"Muy buena / ";65;251;47;951,6;0;0;14,5;0,59
10/03/2017;21:00;28;"Muy buena / ";71;237;46;951,6;0;0;15,3;0,85
10/03/2017;20:00;35;"Muy buena / ";74;222;45;951,7;0;0;16,6;0,81
10/03/2017;19:00;49;"Muy buena / ";73;22;33;951,7;0;1,2;21,2;0,3
10/03/2017;18:00;79;"Buena / ";69;37;26;951,5;0;107,9;24,4;1,11
10/03/2017;17:00;87;"Buena / ";61;;;;0;290,9;;
10/03/2017;16:00;113;"Buena / ";51;;;;0;451,7;;
10/03/2017;15:00;105;"Buena / ";38;;;;0;596,3;;
10/03/2017;14:00;75;"Buena / ";25;;;;0;689,9;;
10/03/2017;13:00;49;"Muy buena / ";16;;;;0;699,1;;
10/03/2017;12:00;27;"Muy buena / ";11;;;;0;403,8;;
10/03/2017;11:00;16;"Muy buena / ";8;;;;0;291,8;;
10/03/2017;10:00;15;"Muy buena / ";9;339;53;954,5;0;291,7;15,6;0,17
10/03/2017;09:00;11;"Muy buena / ";8;339;68;954,6;0;237,3;11,4;0,17
10/03/2017;08:00;4;"Muy buena / ";8;22;76;954,5;0;96,5;8,6;0,27
10/03/2017;07:00;3;"Muy buena / ";;285;87;954,7;0;11,3;6,8;0,47
10/03/2017;06:00;4;"Muy buena / ";;312;86;955;0;0;7,2;0,33
10/03/2017;05:00;5;"Muy buena / ";;10;82;955,2;0;0;8,2;0,22
10/03/2017;04:00;9;"Muy buena / ";;54;83;955,5;0;0;8,5;0,24
10/03/2017;03:00;20;"Muy buena / ";;279;84;955,9;0;0;8,8;0,23
10/03/2017;02:00;;"Sin datos / ";;346;81;956,4;0;0;9,8;0,18
10/03/2017;01:00;15;"Muy buena / ";27;14;76;956,6;0;0;11;0,18
09/03/2017;24:00;18;"Muy buena / ";35;348;73;956,8;0;0;11,9;0,2
09/03/2017;23:00;15;"Muy buena / ";35;352;71;957;0;0;12,6;0,22
09/03/2017;22:00;11;"Muy buena / ";46;355;68;957,1;0;0;13,7;0,17
09/03/2017;21:00;17;"Muy buena / ";54;220;67;957;0;0;14,2;0,46
09/03/2017;20:00;22;"Muy buena / ";56;240;59;956,9;0;0;16,6;0,63
09/03/2017;19:00;30;"Muy buena / ";56;334;53;956,6;0;1,4;19,2;0,42
09/03/2017;18:00;65;"Buena / ";52;36;38;955,9;0;106,2;22,7;1,71
09/03/2017;17:00;86;"Buena / ";44;;;;0;286,5;;
09/03/2017;16:00;92;"Buena / ";33;;;;0;447,7;;
09/03/2017;15:00;89;"Buena / ";29;;;;0;531,5;;
09/03/2017;14:00;68;"Buena / ";18;;;;0;611;;
09/03/2017;13:00;33;"Muy buena / ";11;;;;0;653;;
09/03/2017;12:00;18;"Muy buena / ";8;;;;0;397,6;;
09/03/2017;11:00;8;"Muy buena / ";7;1;73;957,2;0;315,9;12,7;0,07
09/03/2017;10:00;7;"Muy buena / ";8;346;87;957,7;0;303,9;9,1;0,18
09/03/2017;09:00;5;"Muy buena / ";8;83;93;958,3;0;132,5;6,8;0,12
09/03/2017;08:00;4;"Muy buena / ";9;136;98;958,2;0;46,5;5,9;0,29
09/03/2017;07:00;3;"Muy buena / ";;148;98;958,2;0;3,6;6,2;0,39
09/03/2017;06:00;6;"Muy buena / ";;155;98;958,2;0;0,1;6,3;0,43
09/03/2017;05:00;10;"Muy buena / ";;132;98;958;0;0,1;6,7;0,54
09/03/2017;04:00;13;"Muy buena / ";;135;98;958,2;0;0,1;7,4;0,52
09/03/2017;03:00;15;"Muy buena / ";;206;99;958,5;0;0,1;7,5;0,88
09/03/2017;02:00;;"Sin datos / ";;216;99;958,8;0;0,1;7,8;0,87
09/03/2017;01:00;19;"Muy buena / ";15;162;96;959;0;0,1;8,9;0,49
08/03/2017;24:00;17;"Muy buena / ";20;206;94;959,2;0;0,1;9,7;0,39
08/03/2017;23:00;23;"Muy buena / ";25;213;92;959,5;0;0,1;9,8;0,49
08/03/2017;22:00;9;"Muy buena / ";31;201;89;959,5;0;0;9,6;0,45
08/03/2017;21:00;5;"Muy buena / ";38;232;88;959,1;0;0;10,1;0,59
08/03/2017;20:00;4;"Muy buena / ";45;26;83;958,9;0;0;12;1,06
08/03/2017;19:00;8;"Muy buena / ";52;18;80;958,5;0;0,8;12,9;1,56
08/03/2017;18:00;38;"Muy buena / ";57;16;71;958,2;0;66,4;15,4;1,42
08/03/2017;17:00;55;"Muy buena / ";56;24;63;957,9;0;226,5;17,6;2,17
08/03/2017;16:00;61;"Buena / ";51;;;;0;401,4;;
08/03/2017;15:00;67;"Buena / ";45;;;;0;529;;
08/03/2017;14:00;64;"Buena / ";38;;;;0;550;;
08/03/2017;13:00;64;"Buena / ";34;;;;0;559;;
08/03/2017;12:00;58;"Muy buena / ";33;304;53;958,4;0;431,1;16,7;0,56
08/03/2017;11:00;46;"Muy buena / ";33;309;56;958,6;0;298,4;16,4;0,25
08/03/2017;10:00;30;"Muy buena / ";35;28;63;958,6;0;280,6;14,6;0,19
08/03/2017;09:00;20;"Muy buena / ";35;340;74;958,8;0;201,5;11,6;0,39
08/03/2017;08:00;10;"Muy buena / ";38;255;83;958,7;0;99;9;0,3
08/03/2017;07:00;14;"Muy buena / ";;245;87;958,7;0;4,9;8,2;0,59
08/03/2017;06:00;33;"Muy buena / ";;187;84;958,8;0;0;9,9;0,57
08/03/2017;05:00;49;"Muy buena / ";;230;82;959,1;0;0,1;10,4;0,53
08/03/2017;04:00;60;"Muy buena / ";;319;82;958,7;0;0;10,6;0,8
08/03/2017;03:00;62;"Buena / ";;288;82;958,9;0;0,1;10,6;1,16
08/03/2017;02:00;;"Sin datos / ";;276;82;959,1;0;0,1;10,8;1,14
08/03/2017;01:00;57;"Muy buena / ";63;256;83;959,2;0;0,1;10,8;0,9
07/03/2017;24:00;59;"Muy buena / ";63;289;84;959;0;0,1;10,8;0,78
07/03/2017;23:00;63;"Buena / ";63;290;81;959,1;0;0;11;1,5
07/03/2017;22:00;63;"Buena / ";63;323;79;958,9;0;0,1;11,3;2,27
07/03/2017;21:00;63;"Buena / ";64;322;79;958,7;0;0,1;11,5;2,9
07/03/2017;20:00;63;"Buena / ";64;311;80;958,8;0;0,1;11,4;2,54
07/03/2017;19:00;65;"Buena / ";62;324;77;958,6;0;0,1;11,7;2,93
07/03/2017;18:00;60;"Muy buena / ";58;326;73;958,2;0;18,8;12,7;2,52
07/03/2017;17:00;61;"Buena / ";53;332;68;957,3;0;101,4;13,5;2,54
07/03/2017;16:00;63;"Buena / ";48;319;64;956,8;0;72;14;2,54
07/03/2017;15:00;67;"Buena / ";43;318;58;956,4;0;177,4;14,6;3,13
07/03/2017;14:00;68;"Buena / ";37;307;63;955,8;0;492,1;14,4;3,04
07/03/2017;13:00;63;"Buena / ";34;308;69;956,9;0;208,9;12,9;3,13
07/03/2017;12:00;45;"Muy buena / ";33;333;70;957;0;206,5;12,4;0,95
07/03/2017;11:00;34;"Muy buena / ";34;321;71;956,5;0;256,8;11,6;0,79
07/03/2017;10:00;19;"Muy buena / ";38;295;79;956,9;0;146;9,4;0,56
07/03/2017;09:00;21;"Muy buena / ";40;284;78;957,1;0;83,3;8,6;0,45
07/03/2017;08:00;25;"Muy buena / ";43;73;80;957;0;31,7;7,9;0,16
07/03/2017;07:00;24;"Muy buena / ";;276;81;956,8;0;1,2;7,4;0,5
07/03/2017;06:00;43;"Muy buena / ";;188;79;956,4;0;0,1;7,6;0,08
07/03/2017;05:00;56;"Muy buena / ";;154;81;956,5;0;0,1;7,1;0,94
07/03/2017;04:00;50;"Muy buena / ";;192;81;956,9;0;0;7;0,94
07/03/2017;03:00;62;"Buena / ";;275;77;957,7;0;0;7,6;0,53
07/03/2017;02:00;;"Sin datos / ";;14;76;958,2;0;0;7,8;0,89
07/03/2017;01:00;56;"Muy buena / ";72;32;77;958;0;0;7,7;0,99
06/03/2017;24:00;51;"Muy buena / ";74;21;77;958;0;0;7,9;1,44
06/03/2017;23:00;69;"Buena / ";76;30;77;958;0;0;8,2;1,19
06/03/2017;22:00;61;"Buena / ";78;161;76;958,1;0;0;8,8;0,37
06/03/2017;21:00;74;"Buena / ";80;322;73;957,9;0;0;9,2;1,17
06/03/2017;20:00;72;"Buena / ";81;325;71;957,6;0;0;9,6;1,39
06/03/2017;19:00;78;"Buena / ";81;323;68;957,1;0;0,3;10,1;2,1
06/03/2017;18:00;79;"Buena / ";78;354;61;956,6;0;50,3;11,4;1,91
06/03/2017;17:00;85;"Buena / ";76;346;59;956,4;0;170,8;12,3;2,34
06/03/2017;16:00;87;"Buena / ";72;360;53;955,7;0;438,2;13,9;2,65
06/03/2017;15:00;87;"Buena / ";69;340;53;955;0;515,2;14,3;2,79
06/03/2017;14:00;81;"Buena / ";65;343;53;953,8;0;666,5;15,8;2,37
06/03/2017;13:00;79;"Buena / ";63;336;53;953,2;0;556,2;16,2;2,03
06/03/2017;12:00;68;"Buena / ";61;337;56;952,8;0;365,4;15,9;1,62
06/03/2017;11:00;60;"Muy buena / ";60;286;62;952,8;0;149;14,6;2,53
06/03/2017;10:00;58;"Muy buena / ";61;248;68;951,9;0;153,8;13,5;4,23
06/03/2017;09:00;57;"Muy buena / ";62;247;73;951;0;149,2;12,5;4,12
06/03/2017;08:00;58;"Muy buena / ";62;250;74;950,3;0;28,1;11,7;4,99
06/03/2017;07:00;61;"Buena / ";;254;73;949,7;0;0,8;12;4,65
06/03/2017;06:00;61;"Buena / ";;241;75;949;0;0;11,7;4,45
06/03/2017;05:00;63;"Buena / ";;233;75;948,8;0;0;11,6;5
06/03/2017;04:00;65;"Buena / ";;244;75;948,5;0;0;11,7;4,45
06/03/2017;03:00;66;"Buena / ";;237;76;948,3;0;0;11,6;6,6
06/03/2017;02:00;;"Sin datos / ";;237;78;948,6;0,1;0,1;11,4;5,31
06/03/2017;01:00;61;"Buena / ";71;252;80;949;0;0;11,2;3,86
05/03/2017;24:00;65;"Buena / ";71;259;81;949,1;0;0;10,4;3,13
05/03/2017;23:00;66;"Buena / ";71;190;81;949,6;0;0;9,7;0,9
05/03/2017;22:00;63;"Buena / ";71;172;83;950;0;0;9,3;1,59
05/03/2017;21:00;67;"Buena / ";71;219;84;950;0,1;0;9,2;2,17
05/03/2017;20:00;75;"Buena / ";71;238;78;950;0;0;9,8;2,56
05/03/2017;19:00;76;"Buena / ";69;226;72;949,5;0;0;10,4;3,98
05/03/2017;18:00;76;"Buena / ";68;224;67;949;0;24,1;11,3;3,89
05/03/2017;17:00;72;"Buena / ";67;220;64;948,4;0;75;11,9;4,95
05/03/2017;16:00;69;"Buena / ";67;219;63;947,9;0;151,1;12,2;4,48
05/03/2017;15:00;71;"Buena / ";67;240;60;947,4;0;155,9;12,5;2,87
05/03/2017;14:00;64;"Buena / ";67;235;65;946,4;0;272,3;12,1;3,54
05/03/2017;13:00;62;"Buena / ";68;208;72;946,8;0;197,2;10,4;4,25
05/03/2017;12:00;63;"Buena / ";70;223;74;947,1;0;183,6;9,8;3,9
05/03/2017;11:00;67;"Buena / ";72;237;75;946,4;0;154,3;9,1;5,23
05/03/2017;10:00;68;"Buena / ";73;247;77;946,4;0;94,7;8,3;4,09
05/03/2017;09:00;69;"Buena / ";74;245;78;945,6;0,1;34,6;7,7;5,77
05/03/2017;08:00;71;"Buena / ";75;245;75;944,1;0;23,2;7,5;5,84
05/03/2017;07:00;72;"Buena / ";;238;73;943,1;0;1,5;7,2;7,24
05/03/2017;06:00;74;"Buena / ";;243;72;942,3;0;0;7;7,3
05/03/2017;05:00;74;"Buena / ";;246;71;941,8;0;0,1;6,7;5,52
05/03/2017;04:00;79;"Buena / ";;251;68;941,2;0;0;6,9;4,01
05/03/2017;03:00;80;"Buena / ";;246;65;941,1;0;0,1;7;5,55
05/03/2017;02:00;;"Sin datos / ";;241;59;941,3;0;0,1;7,4;5,39
05/03/2017;01:00;63;"Buena / ";44;229;60;941,6;0;0,1;7;4,08
04/03/2017;24:00;34;"Muy buena / ";48;278;67;941,8;0;0,1;6;0,75
04/03/2017;23:00;32;"Muy buena / ";50;84;72;941,5;0;0,1;5,3;0,26
04/03/2017;22:00;28;"Muy buena / ";55;5;68;941,6;0;0;5,8;0,19
04/03/2017;21:00;30;"Muy buena / ";61;132;67;941,2;0;0,1;5,9;0,24
04/03/2017;20:00;41;"Muy buena / ";67;155;69;941;0;0;5,5;0,56
04/03/2017;19:00;57;"Muy buena / ";72;129;64;940,3;0;0,1;6,9;1,19
04/03/2017;18:00;73;"Buena / ";74;336;51;939,4;0;65,3;8,3;1,24
04/03/2017;17:00;74;"Buena / ";74;314;57;938,5;0;214;8,1;1,33
04/03/2017;16:00;68;"Buena / ";74;46;66;937,9;0,1;196,2;7,2;0,76
04/03/2017;15:00;71;"Buena / ";74;54;69;936,9;0;590;7,3;0,79
04/03/2017;14:00;76;"Buena / ";74;270;67;936,7;0,1;287,2;6,1;3,54
04/03/2017;13:00;78;"Buena / ";73;247;52;935,8;0;571,3;8;5,12
04/03/2017;12:00;76;"Buena / ";71;244;58;935,4;0;434,8;7;5,25
04/03/2017;11:00;74;"Buena / ";69;241;62;935,2;0;242,2;5,8;5,56
04/03/2017;10:00;75;"Buena / ";68;257;65;934,7;0;270,7;4,6;6,3
04/03/2017;09:00;73;"Buena / ";67;252;68;934,4;0;180,1;3,7;5,33
04/03/2017;08:00;70;"Buena / ";66;250;71;933,6;0;76,5;2,7;5,51
04/03/2017;07:00;67;"Buena / ";;241;74;933,9;0;2,1;2,1;2,6
04/03/2017;06:00;67;"Buena / ";;242;75;933,5;0;0;2,2;3,08
04/03/2017;05:00;63;"Buena / ";;229;78;933;0;0;2,2;3,22
04/03/2017;04:00;61;"Buena / ";;224;82;932,5;0;0;2,7;2,42
04/03/2017;03:00;67;"Buena / ";;226;81;932,6;0;0;3,7;1,97
04/03/2017;02:00;;"Sin datos / ";;243;82;933,1;0;0;4;2,23
04/03/2017;01:00;69;"Buena / ";72;249;83;933,1;0;0;4,4;1,43
03/03/2017;24:00;74;"Buena / ";72;272;84;933,3;0;0;4,5;1,31
03/03/2017;23:00;72;"Buena / ";72;302;86;933,2;0,2;0;4,9;0,83
03/03/2017;22:00;68;"Buena / ";71;286;87;932,7;0,1;0;4,9;0,63
03/03/2017;21:00;76;"Buena / ";71;271;83;932,2;0,2;0;5,3;2,74
03/03/2017;20:00;76;"Buena / ";70;235;73;931,4;0;0;6,6;4,24
03/03/2017;19:00;75;"Buena / ";69;230;71;930,7;0;0,1;7,6;4,49
03/03/2017;18:00;67;"Buena / ";67;243;74;930,2;0,1;13,5;8,4;4,16
03/03/2017;17:00;67;"Buena / ";66;178;54;929,1;0;26,5;12;6,44
03/03/2017;16:00;72;"Buena / ";63;175;49;929,1;0;101,6;13,1;9,06
03/03/2017;15:00;65;"Buena / ";56;160;57;929,1;0;156,2;13,5;6,15
03/03/2017;14:00;66;"Buena / ";50;146;54;930,3;0;130,9;13,9;5,78
03/03/2017;13:00;73;"Buena / ";45;161;46;930,4;0;483,7;15,2;5,89
03/03/2017;12:00;68;"Buena / ";44;167;51;931,8;0;309;14,2;5,16
03/03/2017;11:00;61;"Buena / ";43;150;52;932,4;0;267,4;13,2;4,63
03/03/2017;10:00;55;"Muy buena / ";43;158;52;933,4;0;228,4;12,6;4,64
03/03/2017;09:00;45;"Muy buena / ";41;164;57;934,8;0;138,2;11,6;2,48
03/03/2017;08:00;11;"Muy buena / ";40;3;66;936,1;0;46,4;9,9;0,4
03/03/2017;07:00;17;"Muy buena / ";;59;65;937,2;0;1;10,1;0,34
03/03/2017;06:00;30;"Muy buena / ";;339;66;938,2;0;0;10;0,71
03/03/2017;05:00;62;"Buena / ";;165;60;939;0;0;10,9;0,65
03/03/2017;04:00;62;"Buena / ";;179;58;939,9;0;0;11,2;1,98
03/03/2017;03:00;60;"Muy buena / ";;101;60;941;0;0;11,2;0,59
03/03/2017;02:00;;"Sin datos / ";;168;63;942,1;0;0;11;0,91
03/03/2017;01:00;61;"Buena / ";36;188;64;943;0;0;11,2;1,77
02/03/2017;24:00;26;"Muy buena / ";41;285;67;943,8;0;0;11;0,64
02/03/2017;23:00;20;"Muy buena / ";46;319;68;944,3;0;0;10,9;0,71
02/03/2017;22:00;7;"Muy buena / ";53;323;66;944,9;0;0;11,3;1,09
02/03/2017;21:00;33;"Muy buena / ";62;294;63;945,4;0;0;12,1;0,27
02/03/2017;20:00;45;"Muy buena / ";66;210;62;946;0;0;12,2;1,42
02/03/2017;19:00;49;"Muy buena / ";69;214;62;946,4;0;0;12,8;1,69
02/03/2017;18:00;63;"Buena / ";71;224;56;946,4;0;37;14,6;2,63
02/03/2017;17:00;71;"Buena / ";71;239;51;946,3;0;201,4;16,3;2,4
02/03/2017;16:00;77;"Buena / ";67;243;50;946,5;0;331,4;16,5;3,13
02/03/2017;15:00;77;"Buena / ";60;246;49;946,8;0;467,3;16,5;3,39
02/03/2017;14:00;77;"Buena / ";55;245;48;947,2;0;601,8;16,3;3,67
02/03/2017;13:00;71;"Buena / ";51;225;53;948,2;0;508,7;14,7;4,48
02/03/2017;12:00;69;"Buena / ";48;229;55;948,8;0;389,5;13,9;3,26
02/03/2017;11:00;66;"Buena / ";46;229;61;949,2;0;258,2;12,3;4
02/03/2017;10:00;56;"Muy buena / ";45;222;69;949,5;0;259,5;10,8;3,04
02/03/2017;09:00;46;"Muy buena / ";43;219;75;950,2;0;159,4;9,3;2,31
02/03/2017;08:00;21;"Muy buena / ";43;184;79;950,3;0;51,6;8,4;0,97
02/03/2017;07:00;37;"Muy buena / ";;203;79;950,1;0;1,5;8,2;1,55
02/03/2017;06:00;44;"Muy buena / ";;218;78;949,9;0;0;8,3;1,91
02/03/2017;05:00;46;"Muy buena / ";;198;77;949,7;0;0;8,4;1,73
02/03/2017;04:00;52;"Muy buena / ";;218;74;949,7;0;0;9,2;1,71
02/03/2017;03:00;56;"Muy buena / ";;223;72;950,1;0;0;9,7;3,08
02/03/2017;02:00;;"Sin datos / ";;217;71;950,5;0;0;10;2,82
02/03/2017;01:00;57;"Muy buena / ";64;224;69;950,6;0;0;10,1;2,66
01/03/2017;24:00;58;"Muy buena / ";65;245;66;950,6;0;0;10,7;0,87
01/03/2017;23:00;63;"Buena / ";66;245;64;950,3;0;0;10,9;3,1
01/03/2017;22:00;60;"Muy buena / ";66;242;61;950,1;0;0;11,2;2,18
01/03/2017;21:00;61;"Buena / ";67;238;60;949,6;0;0;11,6;3,23
01/03/2017;20:00;65;"Buena / ";68;227;61;949,3;0;0;11,8;4,83
01/03/2017;19:00;69;"Buena / ";68;227;59;949;0;0;12,1;4,72
01/03/2017;18:00;67;"Buena / ";68;225;57;948,5;0;70;12,9;3,94
01/03/2017;17:00;69;"Buena / ";66;227;56;948,3;0;125,5;13;4,47
01/03/2017;16:00;71;"Buena / ";58;223;56;948,1;0;183;13;3,93
01/03/2017;15:00;66;"Buena / ";50;220;60;948,2;0;163,7;11,8;3,88
