Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
23/06/2017;16:00;65;"Buena / ";67;310;96;964,3;0;15,8;4,24
23/06/2017;15:00;65;"Buena / ";67;309;94;964,2;0;15,9;4,16
23/06/2017;14:00;68;"Buena / ";67;309;95;964,1;0;15,9;3,89
23/06/2017;13:00;67;"Buena / ";68;307;99;964,1;0;15,6;3,47
23/06/2017;12:00;69;"Buena / ";69;293;100;964,3;0;15,6;4,11
23/06/2017;11:00;69;"Buena / ";71;280;100;964,3;0;15,7;3,71
23/06/2017;10:00;68;"Buena / ";71;272;100;964,4;0;15,8;3,53
23/06/2017;09:00;64;"Buena / ";73;279;100;964,3;0;15,7;2,9
23/06/2017;08:00;64;"Buena / ";75;279;100;964;0;15,5;3,85
23/06/2017;07:00;68;"Buena / ";77;282;100;963,7;0;15,6;3,62
23/06/2017;06:00;72;"Buena / ";79;270;100;963,4;0;15,4;4,19
23/06/2017;05:00;81;"Buena / ";80;289;100;963,1;0;15,4;4,79
23/06/2017;04:00;80;"Buena / ";80;280;100;963,1;0,2;15,6;5,52
23/06/2017;03:00;;"Sin datos / ";79;277;100;963;0,2;16,1;6,34
23/06/2017;02:00;82;"Buena / ";79;279;100;963,1;0,1;16;6,46
23/06/2017;01:00;80;"Buena / ";78;266;100;963,1;0,2;16,1;7,39
22/06/2017;24:00;79;"Buena / ";78;271;100;963;0,1;16,3;9,18
22/06/2017;23:00;77;"Buena / ";79;270;100;962,8;0;16,3;9,17
22/06/2017;22:00;78;"Buena / ";80;271;100;962,4;0;16,5;9,62
22/06/2017;21:00;81;"Buena / ";80;272;100;961,9;0,1;16,4;8,77
22/06/2017;20:00;78;"Buena / ";81;275;100;961,5;0,2;16,4;8,73
22/06/2017;19:00;76;"Buena / ";82;278;100;961,3;0,2;16,5;8,06
22/06/2017;18:00;77;"Buena / ";83;279;100;960,8;0,1;16,7;8,3
22/06/2017;17:00;81;"Buena / ";84;280;100;960,7;0;16,6;7,74
22/06/2017;16:00;82;"Buena / ";85;279;99;960,8;0;16,8;7,92
22/06/2017;15:00;84;"Buena / ";87;283;99;960,7;0;16,9;6,72
22/06/2017;14:00;83;"Buena / ";90;286;98;960,5;0;16,9;5,2
22/06/2017;13:00;84;"Buena / ";94;298;97;960,3;0;17,1;4,5
22/06/2017;12:00;86;"Buena / ";98;304;97;960,1;0;17,2;3,97
22/06/2017;11:00;86;"Buena / ";102;312;97;959,9;0;17,3;2,77
22/06/2017;10:00;86;"Buena / ";105;287;98;959,9;0;17,2;3,42
22/06/2017;09:00;89;"Buena / ";111;287;98;959,8;0;17,3;3,72
22/06/2017;08:00;99;"Buena / ";118;306;98;959,3;0;17,3;3,05
22/06/2017;07:00;106;"Buena / ";124;308;98;958,8;0;17,3;3,88
22/06/2017;06:00;113;"Buena / ";131;301;99;958,1;0;17,4;4,51
22/06/2017;05:00;117;"Buena / ";136;288;98;957,8;0;17,5;4,94
22/06/2017;04:00;122;"Mejorable / ";145;293;96;957,6;0;18,1;5,14
22/06/2017;03:00;;"Sin datos / ";155;264;73;957,5;0;22,6;0,22
22/06/2017;02:00;132;"Mejorable / ";159;95;57;957,6;0;26,3;2,97
22/06/2017;01:00;135;"Mejorable / ";169;93;54;957,7;0;26,7;3,73
21/06/2017;24:00;143;"Mejorable / ";171;61;57;957,9;0;27,3;2,37
21/06/2017;23:00;152;"Mejorable / ";172;84;55;958,1;0;27,8;3,18
21/06/2017;22:00;153;"Mejorable / ";170;94;51;957,9;0;28,5;3,54
21/06/2017;21:00;175;"Mejorable / ";169;96;49;957,5;0;29;5,39
21/06/2017;20:00;194;"Mala / ";164;89;48;957,2;0;29,3;5,17
21/06/2017;19:00;190;"Mala / ";155;83;44;957,1;0;30;5,21
21/06/2017;18:00;207;"Mala / ";145;85;46;956,9;0;30;6,42
21/06/2017;17:00;156;"Mejorable / ";131;66;46;956,6;0;30;4,66
21/06/2017;16:00;146;"Mejorable / ";125;59;45;956,6;0;30;3,45
21/06/2017;15:00;140;"Mejorable / ";120;62;48;956,7;0;29,4;3,82
21/06/2017;14:00;145;"Mejorable / ";117;77;52;957;0;29,3;2,49
21/06/2017;13:00;134;"Mejorable / ";113;90;50;957,3;0;28,9;2,71
21/06/2017;12:00;125;"Mejorable / ";110;83;51;957,6;0;28,8;1,36
21/06/2017;11:00;106;"Buena / ";109;153;49;957,7;0;28,5;1,11
21/06/2017;10:00;98;"Buena / ";110;167;46;957,6;0;27,7;2,98
21/06/2017;09:00;105;"Buena / ";117;178;43;957,4;0;27,5;3,54
21/06/2017;08:00;110;"Buena / ";124;172;43;957,3;0;27,1;5,35
21/06/2017;07:00;111;"Buena / ";132;174;44;957,1;0;26,8;3,91
21/06/2017;06:00;113;"Buena / ";139;188;44;956,9;0;26,5;3,6
21/06/2017;05:00;115;"Buena / ";146;177;44;956,7;0;26,3;4,14
21/06/2017;04:00;115;"Buena / ";153;164;45;956,6;0;26;3,89
21/06/2017;03:00;;"Sin datos / ";160;165;46;956,9;0;25,9;2,86
21/06/2017;02:00;148;"Mejorable / ";160;198;50;957,3;0;25,8;2,61
21/06/2017;01:00;158;"Mejorable / ";162;176;51;957,6;0;26,2;2,35
20/06/2017;24:00;164;"Mejorable / ";159;192;49;958;0;26;1,3
20/06/2017;23:00;163;"Mejorable / ";156;149;48;958,2;0;26,2;1,46
20/06/2017;22:00;162;"Mejorable / ";153;330;47;958,3;0;26;0,59
20/06/2017;21:00;161;"Mejorable / ";149;9;48;958,2;0;26,4;1,42
20/06/2017;20:00;164;"Mejorable / ";145;19;42;957,8;0;27,7;1,73
20/06/2017;19:00;163;"Mejorable / ";139;35;42;957,6;0;28,4;1,66
20/06/2017;18:00;161;"Mejorable / ";135;63;46;957,5;0;28;2,96
20/06/2017;17:00;131;"Mejorable / ";131;100;53;957,5;0;28;1,11
20/06/2017;16:00;142;"Mejorable / ";126;352;55;957,6;0;28,4;0,76
20/06/2017;15:00;137;"Mejorable / ";119;168;48;957,9;0;28,5;1,09
20/06/2017;14:00;133;"Mejorable / ";114;214;45;958,3;0;28,2;3,04
20/06/2017;13:00;125;"Mejorable / ";110;214;47;958,7;0;27,8;3,68
20/06/2017;12:00;118;"Buena / ";109;173;49;958,6;0;27,5;2,42
20/06/2017;11:00;;"Sin datos / ";109;172;48;958,9;0;27,2;3,12
20/06/2017;10:00;;"Sin datos / ";109;168;46;958,8;0;26,7;5,41
20/06/2017;09:00;101;"Buena / ";110;167;45;958,6;0;26,2;6,92
20/06/2017;08:00;101;"Buena / ";114;166;45;958,3;0;25,9;7,04
20/06/2017;07:00;105;"Buena / ";117;156;46;958,2;0;25,3;6,72
20/06/2017;06:00;110;"Buena / ";119;173;47;958,3;0;25,1;5,82
20/06/2017;05:00;116;"Buena / ";121;163;46;958;0;24,7;4,01
20/06/2017;04:00;120;"Buena / ";123;145;42;957,8;0;25,7;4,24
20/06/2017;03:00;;"Sin datos / ";128;155;41;957,7;0;26,2;5,44
20/06/2017;02:00;119;"Buena / ";133;155;41;957,4;0;26,6;9,19
20/06/2017;01:00;126;"Mejorable / ";140;148;35;957,2;0;28,3;8,45
19/06/2017;24:00;121;"Mejorable / ";143;143;35;957,3;0;28,4;8,43
19/06/2017;23:00;123;"Mejorable / ";146;174;40;958,5;0;26,8;6,13
19/06/2017;22:00;121;"Mejorable / ";146;195;46;958,9;0;25,2;10,85
19/06/2017;21:00;133;"Mejorable / ";146;208;54;959,1;0;24,8;13,33
19/06/2017;20:00;152;"Mejorable / ";144;261;69;958,7;0;22,8;12,85
19/06/2017;19:00;170;"Mejorable / ";140;277;53;957,3;0;24,9;8,45
19/06/2017;18:00;175;"Mejorable / ";133;272;50;956,4;0;25,7;5,88
19/06/2017;17:00;151;"Mejorable / ";125;278;40;955,9;0;30,7;0,66
19/06/2017;16:00;141;"Mejorable / ";119;183;35;956;0;31,8;1,48
19/06/2017;15:00;124;"Mejorable / ";115;161;31;956;0;32,3;6,55
19/06/2017;14:00;119;"Buena / ";112;167;34;956;0;31,7;7,05
19/06/2017;13:00;117;"Buena / ";111;160;35;956,1;0;31;7,14
19/06/2017;12:00;119;"Buena / ";111;155;37;956,2;0;30,1;6,67
19/06/2017;11:00;116;"Buena / ";110;152;39;955,8;0;28,8;8,98
19/06/2017;10:00;111;"Buena / ";109;158;39;955,6;0;27,8;10,66
19/06/2017;09:00;105;"Buena / ";110;155;40;955,5;0;27,2;10,29
19/06/2017;08:00;105;"Buena / ";112;150;39;955,3;0;26,9;11,27
19/06/2017;07:00;106;"Buena / ";116;152;37;955,1;0;26,8;12,18
19/06/2017;06:00;110;"Buena / ";120;155;36;954,6;0;26,8;12,81
19/06/2017;05:00;112;"Buena / ";124;157;36;954,1;0;26,8;12,71
19/06/2017;04:00;115;"Buena / ";127;156;35;954,1;0;27,5;11,16
19/06/2017;03:00;;"Sin datos / ";130;153;36;954,4;0;27,8;9,13
19/06/2017;02:00;116;"Buena / ";133;151;40;954,8;0;27,7;8,79
19/06/2017;01:00;119;"Buena / ";137;156;45;955,3;0;27,7;6,35
18/06/2017;24:00;132;"Mejorable / ";140;137;45;955,6;0;28,3;6,61
18/06/2017;23:00;139;"Mejorable / ";140;108;53;955,6;0;26,6;7,23
18/06/2017;22:00;134;"Mejorable / ";138;98;54;955,6;0;26,1;8,27
18/06/2017;21:00;134;"Mejorable / ";136;96;53;955,4;0;26,1;9,05
18/06/2017;20:00;138;"Mejorable / ";133;89;50;955,3;0;26,6;9
18/06/2017;19:00;150;"Mejorable / ";128;85;51;955,5;0;26,8;8,58
18/06/2017;18:00;150;"Mejorable / ";120;77;52;955,5;0;26,6;8,49
18/06/2017;17:00;141;"Mejorable / ";112;71;55;955,7;0;26,3;5,2
18/06/2017;16:00;133;"Mejorable / ";104;69;56;955,7;0;26;6,55
18/06/2017;15:00;126;"Mejorable / ";98;71;62;955,9;0;25,1;7,06
18/06/2017;14:00;116;"Buena / ";95;66;71;956,1;0;24,1;5,78
18/06/2017;13:00;107;"Buena / ";92;74;68;956,6;0;23,7;4,81
18/06/2017;12:00;100;"Buena / ";91;71;62;957;0;24;2,95
18/06/2017;11:00;86;"Buena / ";91;84;65;957,2;0;23,5;1,24
18/06/2017;10:00;83;"Buena / ";92;94;59;957,2;0;23,3;2,03
18/06/2017;09:00;82;"Buena / ";96;87;53;957,2;0;23;2,77
18/06/2017;08:00;87;"Buena / ";99;90;52;957,3;0;22,9;3,01
18/06/2017;07:00;96;"Buena / ";103;97;54;957,3;0;22,3;3,89
18/06/2017;06:00;95;"Buena / ";106;97;56;957,3;0;21,9;5,37
18/06/2017;05:00;97;"Buena / ";110;105;63;957,4;0;20,3;5,39
18/06/2017;04:00;101;"Buena / ";113;91;71;957,5;0;19,3;5,66
18/06/2017;03:00;;"Sin datos / ";116;83;69;957,9;0;19,7;6,82
18/06/2017;02:00;112;"Buena / ";116;67;63;958,6;0;20,2;5,23
18/06/2017;01:00;108;"Buena / ";116;56;57;959;0;21,7;7,43
17/06/2017;24:00;115;"Buena / ";113;63;55;959,7;0;22;6,23
17/06/2017;23:00;117;"Buena / ";109;53;55;960,2;0;22,2;4,7
17/06/2017;22:00;118;"Buena / ";103;45;53;960,2;0;22,9;5,14
17/06/2017;21:00;123;"Mejorable / ";98;43;52;959,9;0;23,2;4,34
17/06/2017;20:00;121;"Mejorable / ";93;21;53;959,7;0;22,9;4,45
17/06/2017;19:00;115;"Buena / ";87;358;54;960;0;22;3,28
17/06/2017;18:00;107;"Buena / ";82;348;62;960,4;0;22,1;0,93
17/06/2017;17:00;91;"Buena / ";77;272;69;960,8;0;22,2;0,03
17/06/2017;16:00;78;"Buena / ";74;159;76;961,4;0;21,3;0,2
17/06/2017;15:00;69;"Buena / ";71;30;82;961,7;0;20,3;0,43
17/06/2017;14:00;79;"Buena / ";70;52;78;961,9;0;20,9;2,74
17/06/2017;13:00;85;"Buena / ";69;68;78;962,3;0;20,2;4,38
17/06/2017;12:00;75;"Buena / ";68;71;77;962,7;0;20,1;2,81
17/06/2017;11:00;73;"Buena / ";69;77;76;963;0;19,7;2,63
17/06/2017;10:00;68;"Buena / ";68;81;82;963,2;0;18,6;1,25
17/06/2017;09:00;63;"Buena / ";69;88;86;963,4;0;17,5;1,46
17/06/2017;08:00;59;"Muy buena / ";71;56;87;963,4;0;17;2,38
17/06/2017;07:00;58;"Muy buena / ";73;67;87;963,4;0;16,8;2,57
17/06/2017;06:00;71;"Buena / ";76;69;86;963,4;0;16,7;3,86
17/06/2017;05:00;76;"Buena / ";76;65;86;963,6;0;16,6;4,05
17/06/2017;04:00;81;"Buena / ";75;72;83;963,8;0;17;5,48
17/06/2017;03:00;;"Sin datos / ";72;63;86;964,1;0;16,5;4,7
17/06/2017;02:00;76;"Buena / ";70;39;90;964,3;0;15,9;3,19
17/06/2017;01:00;75;"Buena / ";68;23;92;964,7;0;15,7;3,65
16/06/2017;24:00;77;"Buena / ";66;6;80;964,9;0;16,1;4,52
16/06/2017;23:00;76;"Buena / ";64;358;76;965;0;16,2;5,26
16/06/2017;22:00;74;"Buena / ";62;359;92;965,1;0;15,6;4,71
16/06/2017;21:00;66;"Buena / ";61;29;97;965;0;15,2;4,49
16/06/2017;20:00;60;"Muy buena / ";61;16;100;964,9;0;14,8;3,33
16/06/2017;19:00;59;"Muy buena / ";62;2;98;964,9;0;15,1;3,45
16/06/2017;18:00;57;"Muy buena / ";63;4;97;964,9;0;15,4;2,37
16/06/2017;17:00;60;"Muy buena / ";65;1;93;964,9;0;16;2,24
16/06/2017;16:00;58;"Muy buena / ";68;13;95;965,1;0;15,9;2,37
16/06/2017;15:00;59;"Muy buena / ";71;7;95;965,3;0;15,9;2,1
16/06/2017;14:00;67;"Buena / ";73;9;95;965,6;0;16,1;1,88
16/06/2017;13:00;66;"Buena / ";75;8;96;965,9;0;15,8;2,78
16/06/2017;12:00;70;"Buena / ";77;13;94;966;0;16,1;2,61
16/06/2017;11:00;68;"Buena / ";78;58;88;966;0;17,9;0,67
16/06/2017;10:00;75;"Buena / ";79;68;96;965,8;0;16,1;2,64
16/06/2017;09:00;77;"Buena / ";79;73;100;966;0;14,6;4,61
16/06/2017;08:00;85;"Buena / ";80;71;100;965,6;0;14,3;5,53
16/06/2017;07:00;79;"Buena / ";79;72;100;965,4;0,1;14,4;4,72
16/06/2017;06:00;78;"Buena / ";80;68;100;965,1;0,3;14,6;4,6
16/06/2017;05:00;80;"Buena / ";81;7;100;964,7;0,2;14,5;3,4
16/06/2017;04:00;78;"Buena / ";81;354;100;964,8;0,1;14,4;2,45
16/06/2017;03:00;;"Sin datos / ";83;342;100;964,8;0;14,2;2,68
16/06/2017;02:00;79;"Buena / ";83;331;100;965;0,1;14,1;2,42
16/06/2017;01:00;78;"Buena / ";84;322;100;965,3;0,2;14,2;3,38
15/06/2017;24:00;84;"Buena / ";86;306;100;965,3;0,1;14,1;4,09
15/06/2017;23:00;85;"Buena / ";87;301;100;965,4;0,1;14;4,17
15/06/2017;22:00;80;"Buena / ";87;301;100;965,1;0,1;14,2;4,72
15/06/2017;21:00;84;"Buena / ";88;285;100;964,8;0;14,6;4,64
15/06/2017;20:00;88;"Buena / ";88;290;100;964,6;0,1;14,6;4,21
15/06/2017;19:00;88;"Buena / ";87;297;100;964,1;0,2;14,7;3,26
15/06/2017;18:00;87;"Buena / ";87;307;100;963,3;0,1;14,8;4,56
15/06/2017;17:00;92;"Buena / ";86;312;100;963,2;0,2;14,9;5,43
15/06/2017;16:00;92;"Buena / ";85;305;100;963,2;0,3;15;5,08
15/06/2017;15:00;86;"Buena / ";84;298;100;963,1;0,2;15;5,01
15/06/2017;14:00;85;"Buena / ";83;293;100;963,1;0,4;15,1;5,24
15/06/2017;13:00;86;"Buena / ";82;279;100;963;0,5;15,3;6,29
15/06/2017;12:00;83;"Buena / ";81;277;100;962,7;0,4;15,2;7,39
15/06/2017;11:00;84;"Buena / ";81;277;100;962,5;0,5;15,2;7,49
15/06/2017;10:00;82;"Buena / ";80;276;100;962;0,4;15,3;6,66
15/06/2017;09:00;82;"Buena / ";79;277;100;961,5;0,4;15,2;6,04
15/06/2017;08:00;82;"Buena / ";77;276;100;961,1;0,4;15;6,56
15/06/2017;07:00;79;"Buena / ";75;282;100;960,5;0,7;15;6,51
15/06/2017;06:00;78;"Buena / ";74;284;100;959,8;0,5;15,1;6,32
15/06/2017;05:00;81;"Buena / ";73;284;100;959,4;0,4;15,2;6,15
15/06/2017;04:00;78;"Buena / ";72;286;100;959,2;0,3;15,2;6,05
15/06/2017;03:00;;"Sin datos / ";74;292;100;959;0,3;15,2;5,79
15/06/2017;02:00;72;"Buena / ";75;290;100;959;0,2;15,4;6,05
15/06/2017;01:00;69;"Buena / ";76;289;100;959,1;0,3;15,8;5,96
14/06/2017;24:00;70;"Buena / ";77;284;100;959,2;0,3;16,2;6,1
14/06/2017;23:00;68;"Buena / ";78;278;100;959,1;0,1;16,5;5,96
14/06/2017;22:00;73;"Buena / ";81;283;100;958,9;0;16,2;5,81
14/06/2017;21:00;77;"Buena / ";83;280;100;958,4;0;16,8;6,3
14/06/2017;20:00;86;"Buena / ";85;292;99;957,7;0;16,5;4,98
14/06/2017;19:00;84;"Buena / ";85;302;99;957,1;0;16,4;4,22
14/06/2017;18:00;82;"Buena / ";84;305;98;956,7;0;16,6;3,18
14/06/2017;17:00;74;"Buena / ";83;328;98;956,5;0;17,3;2,85
14/06/2017;16:00;78;"Buena / ";83;336;94;956,7;0;18,2;2,52
14/06/2017;15:00;90;"Buena / ";81;346;87;956,7;0;20,1;1,14
14/06/2017;14:00;96;"Buena / ";77;331;88;956,5;0;19,5;1,19
14/06/2017;13:00;91;"Buena / ";75;304;87;956,3;0;19,8;1,37
14/06/2017;12:00;86;"Buena / ";73;143;86;956,4;0;20,8;0,22
14/06/2017;11:00;75;"Buena / ";73;108;88;956,2;0;20,1;0,59
14/06/2017;10:00;72;"Buena / ";73;91;97;956,1;0;17,5;5,57
14/06/2017;09:00;74;"Buena / ";76;70;98;956,6;0;16,5;5,48
14/06/2017;08:00;63;"Buena / ";78;58;98;956,7;0;16,8;2,39
14/06/2017;07:00;57;"Muy buena / ";82;286;95;956,5;0;17,5;4,73
14/06/2017;06:00;85;"Buena / ";85;103;82;955,4;0;21,8;3,83
14/06/2017;05:00;69;"Buena / ";85;105;90;955,2;0;18,9;6,07
14/06/2017;04:00;89;"Buena / ";86;81;83;955,3;0;20,3;5,14
14/06/2017;03:00;;"Sin datos / ";85;353;90;955,5;0;17,8;1,82
14/06/2017;02:00;94;"Buena / ";83;81;81;954,6;0;19,3;8,54
14/06/2017;01:00;89;"Buena / ";81;82;90;955,2;0;18,6;7,15
13/06/2017;24:00;90;"Buena / ";79;77;94;955,8;0;17,9;5,51
13/06/2017;23:00;78;"Buena / ";76;92;96;955,9;0;16,5;5,43
13/06/2017;22:00;84;"Buena / ";77;58;98;956,1;0;15,8;4,56
13/06/2017;21:00;81;"Buena / ";75;8;99;956;0;15,1;2,66
13/06/2017;20:00;76;"Buena / ";74;309;100;956,3;0;14,9;1,61
13/06/2017;19:00;74;"Buena / ";73;303;100;956,8;0;15,3;5,06
13/06/2017;18:00;73;"Buena / ";72;292;100;956,9;0;15,5;8,22
13/06/2017;17:00;74;"Buena / ";71;285;97;956,8;0;16,2;8,43
13/06/2017;16:00;70;"Buena / ";69;275;84;956,7;0;18,7;2,58
13/06/2017;15:00;80;"Buena / ";67;305;85;956,8;0;19,1;0,68
13/06/2017;14:00;72;"Buena / ";63;315;78;956,5;0;21,4;2,01
13/06/2017;13:00;72;"Buena / ";62;100;84;955,7;0;19,8;1,71
13/06/2017;12:00;69;"Buena / ";62;126;91;955,8;0;17,2;0,76
13/06/2017;11:00;68;"Buena / ";61;279;95;956,5;0;15,8;3,22
13/06/2017;10:00;62;"Buena / ";60;302;91;956,1;0;16,3;4,21
13/06/2017;09:00;56;"Muy buena / ";60;97;65;955,2;0;22,1;3,62
13/06/2017;08:00;58;"Muy buena / ";61;91;75;954,9;0;20,2;6,11
13/06/2017;07:00;48;"Muy buena / ";61;84;91;955,3;0;16,6;4,55
13/06/2017;06:00;64;"Buena / ";62;86;90;955,6;0;16,4;4,9
13/06/2017;05:00;67;"Buena / ";61;85;93;955,9;0;15,6;2,31
13/06/2017;04:00;63;"Buena / ";61;298;97;956,2;0;14,8;1,25
13/06/2017;03:00;;"Sin datos / ";61;34;95;956,5;0;15,3;1,37
13/06/2017;02:00;62;"Buena / ";62;290;99;956,9;0;14,4;2,73
13/06/2017;01:00;63;"Buena / ";64;296;97;957,5;0;14,4;1,17
12/06/2017;24:00;59;"Muy buena / ";64;276;98;958,1;0;14,5;1,87
12/06/2017;23:00;57;"Muy buena / ";64;288;95;958,6;0;14,7;1,77
12/06/2017;22:00;59;"Muy buena / ";65;103;91;958,7;0;15;0,79
12/06/2017;21:00;62;"Buena / ";65;12;89;958,8;0;15,2;1,1
12/06/2017;20:00;62;"Buena / ";64;16;82;958,7;0;15,8;2,58
12/06/2017;19:00;75;"Buena / ";62;23;72;958,7;0;16,7;4,11
12/06/2017;18:00;73;"Buena / ";58;17;72;959;0;16,6;3,85
12/06/2017;17:00;66;"Buena / ";53;26;82;959,4;0;16,5;2,19
12/06/2017;16:00;61;"Buena / ";49;54;88;959,8;0;16,8;1
12/06/2017;15:00;62;"Buena / ";46;42;90;960,2;0;16,5;2,36
12/06/2017;14:00;62;"Buena / ";44;45;90;960,5;0;16,8;2,5
12/06/2017;13:00;54;"Muy buena / ";41;68;92;960,7;0;17,1;3,17
12/06/2017;12:00;44;"Muy buena / ";40;69;93;961;0;16,9;3,08
12/06/2017;11:00;40;"Muy buena / ";39;73;93;961,1;0;16,4;4,14
12/06/2017;10:00;34;"Muy buena / ";39;80;99;961,1;0;15,6;4,96
12/06/2017;09:00;34;"Muy buena / ";38;77;100;961,3;0;15,1;6,96
12/06/2017;08:00;38;"Muy buena / ";38;70;100;961,5;0;14,7;6,66
12/06/2017;07:00;45;"Muy buena / ";37;73;100;961,7;0,2;14,4;6,22
12/06/2017;06:00;42;"Muy buena / ";35;56;100;961,8;0,3;14,7;5,45
12/06/2017;05:00;39;"Muy buena / ";35;34;100;961,8;0,3;14,9;3,75
12/06/2017;04:00;38;"Muy buena / ";37;20;100;961,9;0,2;14,9;3,1
12/06/2017;03:00;;"Sin datos / ";40;1;100;962;0,2;14,8;1,79
12/06/2017;02:00;33;"Muy buena / ";41;2;100;962,4;0;14,7;2,03
12/06/2017;01:00;32;"Muy buena / ";44;350;100;962,6;0,2;14,7;3,39
11/06/2017;24:00;30;"Muy buena / ";48;331;100;963;0,4;14,7;3,86
11/06/2017;23:00;32;"Muy buena / ";52;312;100;963;0;15;4,56
11/06/2017;22:00;38;"Muy buena / ";56;302;100;962,8;0;15;5,24
11/06/2017;21:00;56;"Muy buena / ";59;271;100;962,4;0;15;4,57
11/06/2017;20:00;57;"Muy buena / ";61;270;100;962;0;14,7;4,24
11/06/2017;19:00;53;"Muy buena / ";62;281;100;961,9;0;14,9;4,59
11/06/2017;18:00;57;"Muy buena / ";65;289;100;961,7;0;15;4,88
11/06/2017;17:00;59;"Muy buena / ";67;280;100;961,8;0;15,3;5,82
11/06/2017;16:00;63;"Buena / ";67;279;99;961,6;0;15,4;6,57
11/06/2017;15:00;64;"Buena / ";67;275;99;961,4;0;15,5;7,26
11/06/2017;14:00;64;"Buena / ";67;271;98;961;0;15,3;7,65
11/06/2017;13:00;70;"Buena / ";69;271;98;960,5;0;15,4;8,82
11/06/2017;12:00;69;"Buena / ";68;275;98;960,1;0;15,4;8,38
11/06/2017;11:00;72;"Buena / ";69;290;96;959,7;0;15,6;6,82
11/06/2017;10:00;71;"Buena / ";69;295;90;959,2;0;16,4;2,92
11/06/2017;09:00;62;"Buena / ";69;250;81;958,9;0;18,3;0,78
11/06/2017;08:00;62;"Buena / ";72;255;72;958,8;0;18,5;1,08
11/06/2017;07:00;69;"Buena / ";77;250;75;958,7;0;18,4;1,79
11/06/2017;06:00;77;"Buena / ";81;253;83;958,5;0;18,1;2,35
11/06/2017;05:00;65;"Buena / ";83;265;85;958,5;0;17,6;2,15
11/06/2017;04:00;75;"Buena / ";86;301;87;958,7;0;17,3;2,32
11/06/2017;03:00;;"Sin datos / ";89;282;94;958,9;0;16,3;2,24
11/06/2017;02:00;74;"Buena / ";89;282;94;959,3;0;16,2;3,21
11/06/2017;01:00;81;"Buena / ";91;291;80;959,5;0;18,6;1,08
10/06/2017;24:00;97;"Buena / ";92;288;79;959,9;0;19;1,75
10/06/2017;23:00;98;"Buena / ";90;287;80;960,3;0;18,9;2,32
10/06/2017;22:00;93;"Buena / ";88;287;82;960,2;0;18,4;3,58
10/06/2017;21:00;87;"Buena / ";87;286;84;960;0;17,9;4,28
10/06/2017;20:00;90;"Buena / ";86;290;86;959,7;0;17,8;3,99
10/06/2017;19:00;91;"Buena / ";83;299;81;959,6;0;19;3,77
10/06/2017;18:00;87;"Buena / ";79;311;80;959,4;0;19,2;4,33
10/06/2017;17:00;91;"Buena / ";75;316;85;959,2;0;19,4;3,05
10/06/2017;16:00;80;"Buena / ";69;76;72;959,1;0;24;1,95
10/06/2017;15:00;87;"Buena / ";64;59;72;959;0;24;4,29
10/06/2017;14:00;81;"Buena / ";59;52;77;959;0;23,5;3,56
10/06/2017;13:00;77;"Buena / ";54;72;76;959;0;23,1;3,09
10/06/2017;12:00;70;"Buena / ";50;93;73;959;0;22,6;4,23
10/06/2017;11:00;61;"Buena / ";47;107;70;959;0;22;4,82
10/06/2017;10:00;52;"Muy buena / ";45;108;75;959,1;0;20,4;5,51
10/06/2017;09:00;42;"Muy buena / ";44;103;87;959,4;0;18,2;2,73
10/06/2017;08:00;44;"Muy buena / ";46;95;89;959,2;0;17,4;3,54
10/06/2017;07:00;46;"Muy buena / ";46;96;96;959;0;15,7;5,24
10/06/2017;06:00;43;"Muy buena / ";47;101;98;959;0;15,3;4,11
10/06/2017;05:00;43;"Muy buena / ";48;103;97;958,9;0;15,5;2,54
10/06/2017;04:00;43;"Muy buena / ";48;95;97;958,9;0;15,6;2,53
10/06/2017;03:00;;"Sin datos / ";50;86;96;958,8;0;16;4,29
10/06/2017;02:00;49;"Muy buena / ";52;80;97;959,2;0;15,6;3,55
10/06/2017;01:00;53;"Muy buena / ";52;84;96;959,5;0;15,7;3,83
09/06/2017;24:00;48;"Muy buena / ";53;65;95;959,8;0;15,3;3,5
09/06/2017;23:00;50;"Muy buena / ";54;32;89;960,1;0;15,3;3,25
09/06/2017;22:00;50;"Muy buena / ";56;14;90;960,2;0;15,1;3,09
09/06/2017;21:00;46;"Muy buena / ";58;41;92;959,9;0;15,3;1,83
09/06/2017;20:00;55;"Muy buena / ";61;84;95;959,5;0;15,4;3,04
09/06/2017;19:00;61;"Buena / ";62;76;92;959,4;0;15,5;3,19
09/06/2017;18:00;55;"Muy buena / ";63;55;92;959,2;0;15,6;2,27
09/06/2017;17:00;58;"Muy buena / ";64;72;89;959,2;0;15,9;0,37
09/06/2017;16:00;57;"Muy buena / ";65;32;91;959,1;0;15,4;0,58
09/06/2017;15:00;63;"Buena / ";67;43;90;959;0;15,6;1,76
09/06/2017;14:00;68;"Buena / ";67;37;90;958,9;0;15,4;1,89
09/06/2017;13:00;72;"Buena / ";68;47;91;958,9;0;15;1,99
09/06/2017;12:00;63;"Buena / ";68;358;94;958,9;0;14,4;2,84
09/06/2017;11:00;66;"Buena / ";70;351;92;958,7;0;14,5;2,73
09/06/2017;10:00;65;"Buena / ";70;339;86;958,5;0;15,3;1,54
09/06/2017;09:00;68;"Buena / ";72;102;79;958,3;0;16;0,33
