Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
01/02/2017;21:00;66;"Buena / ";65;162;62;951,6;0;13,3;8,89
01/02/2017;20:00;68;"Buena / ";66;161;63;952,1;0;13,2;8,87
01/02/2017;19:00;65;"Buena / ";65;160;62;952,7;0;13,4;7,98
01/02/2017;18:00;48;"Muy buena / ";66;186;60;953,2;0;13,5;5,21
01/02/2017;17:00;65;"Buena / ";68;199;58;953;0;14,3;7,88
01/02/2017;16:00;71;"Buena / ";68;203;55;952,8;0;15;9,78
01/02/2017;15:00;72;"Buena / ";67;204;54;952,8;0;15,2;9,04
01/02/2017;14:00;68;"Buena / ";67;186;53;953,3;0;14,7;3,77
01/02/2017;13:00;68;"Buena / ";67;167;55;953,8;0;13,6;5,51
01/02/2017;12:00;66;"Buena / ";68;166;57;954,3;0;13,1;7
01/02/2017;11:00;66;"Buena / ";69;156;59;954,3;0;12,8;8,53
01/02/2017;10:00;66;"Buena / ";69;155;62;954,6;0;12,3;7,54
01/02/2017;09:00;68;"Buena / ";69;161;62;954,6;0;12,4;6,4
01/02/2017;08:00;65;"Buena / ";70;172;62;954,6;0;12,2;4,99
01/02/2017;07:00;69;"Buena / ";70;172;60;954,2;0;12,6;4,68
01/02/2017;06:00;71;"Buena / ";70;172;56;954;0;13;5,62
01/02/2017;05:00;72;"Buena / ";70;168;51;953,8;0;13,5;6,44
01/02/2017;04:00;72;"Buena / ";70;165;50;953,7;0;13,7;8,29
01/02/2017;03:00;;"Sin datos / ";70;163;51;954;0;13,7;7,84
01/02/2017;02:00;69;"Buena / ";70;152;54;953,9;0;13,7;8,49
01/02/2017;01:00;69;"Buena / ";70;158;56;953,8;0;13,7;11,22
31/01/2017;24:00;69;"Buena / ";69;159;56;953,5;0;14;11,12
31/01/2017;23:00;70;"Buena / ";69;164;56;953,5;0;14;9,58
31/01/2017;22:00;71;"Buena / ";69;153;56;953,5;0;14;10,91
31/01/2017;21:00;71;"Buena / ";68;157;56;953,6;0;13,9;11,38
31/01/2017;20:00;71;"Buena / ";67;158;55;954;0;14;9,38
31/01/2017;19:00;69;"Buena / ";66;164;57;954,3;0;13,9;8,79
31/01/2017;18:00;68;"Buena / ";64;166;56;954,2;0;14,4;8,58
31/01/2017;17:00;66;"Buena / ";63;165;53;953,9;0;15,3;9,2
31/01/2017;16:00;65;"Buena / ";61;167;51;953,7;0;16;7,45
31/01/2017;15:00;67;"Buena / ";60;171;48;953,5;0;16,2;6,35
31/01/2017;14:00;64;"Buena / ";58;169;49;953,6;0;15,8;6,86
31/01/2017;13:00;64;"Buena / ";56;170;53;954;0;15,1;8,06
31/01/2017;12:00;61;"Buena / ";55;172;55;954,4;0;14,8;6,23
31/01/2017;11:00;60;"Muy buena / ";53;159;59;954,4;0;13,6;8,65
31/01/2017;10:00;55;"Muy buena / ";52;158;66;954,1;0;12,2;9,71
31/01/2017;09:00;54;"Muy buena / ";52;158;71;954,1;0;11,6;10,14
31/01/2017;08:00;52;"Muy buena / ";52;164;75;953,9;0;11,2;8,85
31/01/2017;07:00;52;"Muy buena / ";53;163;76;953,7;0;11,3;9,61
31/01/2017;06:00;51;"Muy buena / ";54;163;75;953,3;0;11,5;12,29
31/01/2017;05:00;51;"Muy buena / ";56;167;76;953,2;0;11,6;11,12
31/01/2017;04:00;51;"Muy buena / ";58;164;75;953;0;12;13,22
31/01/2017;03:00;;"Sin datos / ";59;160;73;953,7;0;12,4;11,64
31/01/2017;02:00;54;"Muy buena / ";59;161;74;953,8;0;12,4;12,16
31/01/2017;01:00;53;"Muy buena / ";59;161;74;954;0;12,4;11,7
30/01/2017;24:00;56;"Muy buena / ";59;160;73;954,6;0;12,8;11,55
30/01/2017;23:00;62;"Buena / ";60;160;71;955,1;0;13,2;10,51
30/01/2017;22:00;65;"Buena / ";60;161;70;955,5;0;13,2;10,92
30/01/2017;21:00;63;"Buena / ";58;161;71;955,9;0;13,1;10,44
30/01/2017;20:00;62;"Buena / ";58;163;70;956,5;0;13,5;8,87
30/01/2017;19:00;59;"Muy buena / ";58;170;71;956,7;0;13,7;8,21
30/01/2017;18:00;55;"Muy buena / ";58;167;71;956,8;0;13,7;7,26
30/01/2017;17:00;53;"Muy buena / ";59;155;71;956,6;0;13,9;6,97
30/01/2017;16:00;58;"Muy buena / ";60;159;69;956,8;0;14,2;6,23
30/01/2017;15:00;61;"Buena / ";61;169;67;957,1;0;14;4,56
30/01/2017;14:00;56;"Muy buena / ";61;186;67;957,5;0;13,9;4,06
30/01/2017;13:00;59;"Muy buena / ";61;190;69;958,2;0;13,7;5,49
30/01/2017;12:00;61;"Buena / ";61;190;70;958,8;0;13,1;6,06
30/01/2017;11:00;61;"Buena / ";61;191;71;959,2;0;12,6;6,52
30/01/2017;10:00;61;"Buena / ";61;192;72;959,2;0;12,3;7,09
30/01/2017;09:00;63;"Buena / ";61;193;72;959,1;0;12,2;6,52
30/01/2017;08:00;63;"Buena / ";60;193;75;958,9;0;11,7;5,83
30/01/2017;07:00;62;"Buena / ";60;190;76;958,9;0;11,3;5,38
30/01/2017;06:00;61;"Buena / ";61;190;78;959;0;10,9;5,64
30/01/2017;05:00;58;"Muy buena / ";61;181;80;959,2;0;10,4;4,67
30/01/2017;04:00;58;"Muy buena / ";62;177;80;959,3;0;10,5;5,31
30/01/2017;03:00;;"Sin datos / ";64;171;79;959,8;0;10,8;5,56
30/01/2017;02:00;59;"Muy buena / ";65;195;78;960,3;0;11,1;5,84
30/01/2017;01:00;61;"Buena / ";66;197;77;960,3;0;11,5;6,72
29/01/2017;24:00;63;"Buena / ";68;194;76;960,2;0;11,6;6,33
29/01/2017;23:00;64;"Buena / ";70;189;75;960;0;11,4;5,56
29/01/2017;22:00;65;"Buena / ";71;190;76;960;0;11,5;5,97
29/01/2017;21:00;66;"Buena / ";73;193;77;959,9;0;11,4;7,79
29/01/2017;20:00;68;"Buena / ";74;195;79;959,3;0;10,9;8,88
29/01/2017;19:00;70;"Buena / ";75;183;81;958,8;0;10;7,25
29/01/2017;18:00;73;"Buena / ";76;181;67;958,5;0;10,8;7,93
29/01/2017;17:00;75;"Buena / ";76;174;64;957,9;0;11,1;8,32
29/01/2017;16:00;77;"Buena / ";77;171;62;957,6;0;11,2;9,11
29/01/2017;15:00;77;"Buena / ";77;173;60;957,8;0;11,6;8,47
29/01/2017;14:00;77;"Buena / ";77;167;59;958;0;11,7;8,94
29/01/2017;13:00;77;"Buena / ";76;170;61;958,8;0;11,1;8,28
29/01/2017;12:00;75;"Buena / ";76;167;65;959,4;0;10,5;7,64
29/01/2017;11:00;75;"Buena / ";76;169;67;959,9;0;10,1;7,11
29/01/2017;10:00;78;"Buena / ";76;170;65;960,2;0;9,8;7,43
29/01/2017;09:00;79;"Buena / ";76;181;66;960,7;0;9,6;7,03
29/01/2017;08:00;76;"Buena / ";76;184;67;961;0;9,1;6,85
29/01/2017;07:00;75;"Buena / ";76;195;68;961;0;9;8,05
29/01/2017;06:00;73;"Buena / ";77;193;68;960,8;0;8,4;7,8
29/01/2017;05:00;76;"Buena / ";79;199;64;960,7;0;8,5;8,49
29/01/2017;04:00;77;"Buena / ";80;192;62;960,7;0;8,4;6,38
29/01/2017;03:00;;"Sin datos / ";82;193;62;961;0;8;6,55
29/01/2017;02:00;76;"Buena / ";83;192;61;961,2;0;7,6;5,35
29/01/2017;01:00;76;"Buena / ";85;168;64;961,5;0;7,6;5,32
28/01/2017;24:00;80;"Buena / ";86;146;75;962;0;7,2;5,88
28/01/2017;23:00;83;"Buena / ";87;188;80;962,6;0;6,9;3,58
28/01/2017;22:00;85;"Buena / ";88;225;81;962,7;0;6,9;5,1
28/01/2017;21:00;85;"Buena / ";88;230;83;962,6;0;6,8;5,22
28/01/2017;20:00;87;"Buena / ";87;258;88;962,4;0;6,8;6,32
28/01/2017;19:00;91;"Buena / ";86;270;89;962,1;0;6,7;7,85
28/01/2017;18:00;90;"Buena / ";84;275;89;961,6;0;6,8;9,83
28/01/2017;17:00;89;"Buena / ";82;276;90;961,2;0;6,7;9,56
28/01/2017;16:00;88;"Buena / ";81;281;86;960,8;0;6,6;8,81
28/01/2017;15:00;86;"Buena / ";79;280;75;960,2;0;7,5;9,09
28/01/2017;14:00;85;"Buena / ";78;267;60;959,7;0;8,2;6,52
28/01/2017;13:00;82;"Buena / ";76;260;63;959,8;0;8;3,82
28/01/2017;12:00;78;"Buena / ";76;243;66;960,1;0;7,7;4,43
28/01/2017;11:00;72;"Buena / ";76;226;73;959,9;0;7,5;3,57
28/01/2017;10:00;79;"Buena / ";76;246;72;959,4;0;6,7;6,41
28/01/2017;09:00;78;"Buena / ";76;252;76;958,5;0;6,3;8,15
28/01/2017;08:00;75;"Buena / ";77;249;82;957,8;0;6;8,35
28/01/2017;07:00;73;"Buena / ";78;254;88;957,3;0;6;9,31
28/01/2017;06:00;72;"Buena / ";79;258;91;956,9;0;5,8;9,52
28/01/2017;05:00;77;"Buena / ";78;251;95;956,3;0,1;5,6;10,47
28/01/2017;04:00;78;"Buena / ";76;256;100;955,9;0,1;5,3;9,64
28/01/2017;03:00;;"Sin datos / ";75;265;100;955,2;0,9;5,2;9,7
28/01/2017;02:00;80;"Buena / ";74;260;98;954,5;0,6;5,5;9,43
28/01/2017;01:00;81;"Buena / ";73;254;99;954,1;0,4;5,3;9,91
27/01/2017;24:00;86;"Buena / ";72;257;99;953,8;0,6;5,3;11,17
27/01/2017;23:00;78;"Buena / ";70;270;94;952,8;1,8;6,3;12,59
27/01/2017;22:00;63;"Buena / ";70;231;74;951,9;0;8,4;7,69
27/01/2017;21:00;65;"Buena / ";72;207;77;951,1;0;8,3;5,75
27/01/2017;20:00;70;"Buena / ";74;188;78;950,1;0;8,2;5,44
27/01/2017;19:00;69;"Buena / ";76;163;78;948,9;0;8,5;9,34
27/01/2017;18:00;69;"Buena / ";79;164;76;948,2;0;8,6;9,33
27/01/2017;17:00;73;"Buena / ";81;159;75;947,5;0;8,7;10,22
27/01/2017;16:00;74;"Buena / ";83;162;76;946,6;0;8,6;12,03
27/01/2017;15:00;73;"Buena / ";85;162;79;946,2;0;8,1;11,49
27/01/2017;14:00;79;"Buena / ";87;152;81;945,6;0;7,8;11,63
27/01/2017;13:00;85;"Buena / ";88;151;78;946;0;8,1;12,46
27/01/2017;12:00;86;"Buena / ";89;145;79;946,4;0;8,1;12,5
27/01/2017;11:00;89;"Buena / ";89;147;74;946,6;0;8,3;11,11
27/01/2017;10:00;90;"Buena / ";88;155;67;946,6;0;8,7;10,76
27/01/2017;09:00;89;"Buena / ";88;152;65;946,7;0;8,3;7,74
27/01/2017;08:00;90;"Buena / ";87;153;65;946,6;0;7,9;8,01
27/01/2017;07:00;90;"Buena / ";87;151;63;946,1;0;7,9;12,32
27/01/2017;06:00;88;"Buena / ";86;152;60;945,5;0;8,1;15,24
27/01/2017;05:00;86;"Buena / ";85;153;60;945,9;0;7,8;13,28
27/01/2017;04:00;86;"Buena / ";85;149;60;946,1;0;7,7;12,7
27/01/2017;03:00;;"Sin datos / ";84;151;59;946,8;0;7,6;10,9
27/01/2017;02:00;86;"Buena / ";83;157;58;946,4;0;7,7;14,78
27/01/2017;01:00;85;"Buena / ";82;156;58;946,6;0;7,8;17,32
26/01/2017;24:00;85;"Buena / ";82;158;58;946,9;0;7,6;18,31
26/01/2017;23:00;85;"Buena / ";81;159;58;947,2;0;7,2;19,22
26/01/2017;22:00;84;"Buena / ";81;156;58;947,1;0;7,1;18,08
26/01/2017;21:00;82;"Buena / ";81;153;58;947;0;7,1;17,87
26/01/2017;20:00;79;"Buena / ";81;159;59;947,3;0;6,7;14,91
26/01/2017;19:00;78;"Buena / ";81;153;59;947,6;0;6,6;15,06
26/01/2017;18:00;79;"Buena / ";81;154;58;947,8;0;6,5;14,43
26/01/2017;17:00;82;"Buena / ";81;154;55;947,7;0;6,6;14,79
26/01/2017;16:00;82;"Buena / ";81;151;51;948,4;0;6,7;13,79
26/01/2017;15:00;84;"Buena / ";80;152;51;949;0;6,8;12,47
26/01/2017;14:00;84;"Buena / ";80;153;51;950,1;0;6,5;9,63
26/01/2017;13:00;83;"Buena / ";79;160;52;950,7;0;6;9,62
26/01/2017;12:00;79;"Buena / ";79;160;54;951,7;0;5,3;10,04
26/01/2017;11:00;77;"Buena / ";80;164;55;952,4;0;4,7;9,17
26/01/2017;10:00;78;"Buena / ";80;156;57;952,4;0;4;9,86
26/01/2017;09:00;77;"Buena / ";81;155;59;952,4;0;3,3;10,31
26/01/2017;08:00;79;"Buena / ";81;158;56;;;3,2;10,37
26/01/2017;07:00;80;"Buena / ";80;159;53;;;3,3;10,24
26/01/2017;06:00;81;"Buena / ";79;157;53;;;3,1;10,93
26/01/2017;05:00;81;"Buena / ";77;157;53;;;2,9;10,1
26/01/2017;04:00;83;"Buena / ";76;157;54;;;2,6;9,39
26/01/2017;03:00;;"Sin datos / ";72;145;55;;;2;4,62
26/01/2017;02:00;84;"Buena / ";70;149;64;;;1,6;4,73
26/01/2017;01:00;80;"Buena / ";68;153;81;;;0,9;4,13
25/01/2017;24:00;71;"Buena / ";68;155;96;;;;3,94
25/01/2017;23:00;72;"Buena / ";70;203;93;;;;3,01
25/01/2017;22:00;69;"Buena / ";71;172;95;;;;2,27
25/01/2017;21:00;70;"Buena / ";71;95;94;;;;0,28
25/01/2017;20:00;60;"Muy buena / ";71;57;96;;;;1,62
25/01/2017;19:00;53;"Muy buena / ";72;51;100;;;;5,4
25/01/2017;18:00;70;"Buena / ";75;30;100;;;;6,74
25/01/2017;17:00;79;"Buena / ";75;5;93;;;0,9;4,21
25/01/2017;16:00;85;"Buena / ";76;305;78;;;1,9;2,29
25/01/2017;15:00;79;"Buena / ";76;290;84;;;2;1,97
25/01/2017;14:00;74;"Buena / ";77;305;88;;;1,7;1,82
25/01/2017;13:00;67;"Buena / ";78;315;81;;;1,5;1,58
25/01/2017;12:00;70;"Buena / ";79;270;71;;;2,5;0,71
25/01/2017;11:00;72;"Buena / ";80;325;69;;;2,4;0,36
25/01/2017;10:00;75;"Buena / ";81;178;70;;;2,4;0,37
25/01/2017;09:00;84;"Buena / ";81;53;70;;;1,5;1,24
25/01/2017;08:00;86;"Buena / ";79;36;74;;;0,8;3,28
25/01/2017;07:00;86;"Buena / ";77;28;72;;;1;3,93
25/01/2017;06:00;82;"Buena / ";75;20;72;;;1,2;4,03
25/01/2017;05:00;79;"Buena / ";74;36;69;;;1,4;3,88
25/01/2017;04:00;75;"Buena / ";74;25;67;;;1,6;2,76
25/01/2017;03:00;;"Sin datos / ";75;17;68;;;1,8;2,32
25/01/2017;02:00;73;"Buena / ";75;351;71;;;2,2;2,3
25/01/2017;01:00;70;"Buena / ";76;17;70;;;2,2;2,56
24/01/2017;24:00;72;"Buena / ";78;55;71;;;2,2;2,57
24/01/2017;23:00;74;"Buena / ";79;43;62;;;2,7;2,85
24/01/2017;22:00;78;"Buena / ";80;69;60;;;3;3,73
24/01/2017;21:00;78;"Buena / ";81;53;58;;;3,2;4,54
24/01/2017;20:00;78;"Buena / ";80;16;74;;;2,8;4,48
24/01/2017;19:00;79;"Buena / ";78;333;90;;;2,6;3,88
24/01/2017;18:00;79;"Buena / ";77;326;94;;;3;4,66
24/01/2017;17:00;84;"Buena / ";75;296;88;;;4,2;3,31
24/01/2017;16:00;84;"Buena / ";72;289;85;;;4,7;3,07
24/01/2017;15:00;83;"Buena / ";69;308;88;;;4,8;3,98
24/01/2017;14:00;80;"Buena / ";66;293;88;;;4,9;3,68
24/01/2017;13:00;69;"Buena / ";63;277;93;;;4,8;4,24
24/01/2017;12:00;63;"Buena / ";62;279;89;;;4,6;2,85
24/01/2017;11:00;;"Sin datos / ";62;;;;;;
24/01/2017;10:00;63;"Buena / ";62;300;90;965,6;0;4,4;3,31
24/01/2017;09:00;63;"Buena / ";63;310;93;965,4;0;3,9;4,14
24/01/2017;08:00;61;"Buena / ";64;316;95;965,1;0;3,6;5,42
24/01/2017;07:00;61;"Buena / ";65;317;94;964,6;0;3,8;6,35
24/01/2017;06:00;59;"Muy buena / ";67;323;96;964,4;0;3,8;5,49
24/01/2017;05:00;61;"Buena / ";70;314;99;964,3;0;3,9;4,55
24/01/2017;04:00;65;"Buena / ";73;293;94;963,7;0;4,3;5,67
24/01/2017;03:00;;"Sin datos / ";75;295;96;963,4;0;4,4;6,29
24/01/2017;02:00;71;"Buena / ";76;296;96;963,4;0;4,4;6,64
24/01/2017;01:00;72;"Buena / ";78;276;100;963,7;0;4,1;7,54
23/01/2017;24:00;68;"Buena / ";78;268;100;963,7;0;4;7,29
23/01/2017;23:00;72;"Buena / ";80;274;100;963,7;0;4,3;6,55
23/01/2017;22:00;82;"Buena / ";81;283;98;963,5;0;4,4;6,91
23/01/2017;21:00;82;"Buena / ";80;289;97;963,3;0;4,3;6,72
23/01/2017;20:00;81;"Buena / ";78;285;95;963;0;4,3;7,19
23/01/2017;19:00;82;"Buena / ";76;286;94;962,8;0;4,3;6,49
23/01/2017;18:00;81;"Buena / ";74;289;95;962,5;0;4,3;5,97
23/01/2017;17:00;79;"Buena / ";71;287;96;962,2;0;4,5;5,78
23/01/2017;16:00;81;"Buena / ";68;280;93;961,8;0;4,9;5,82
23/01/2017;15:00;79;"Buena / ";66;279;91;961,7;0;5,3;4,58
23/01/2017;14:00;74;"Buena / ";63;283;92;961,8;0;5,4;3,79
23/01/2017;13:00;66;"Buena / ";62;281;93;961,8;0;5,3;4,48
23/01/2017;12:00;67;"Buena / ";61;279;95;962,3;0;5,3;3,04
23/01/2017;11:00;62;"Buena / ";61;280;96;962,2;0;4,8;3,34
23/01/2017;10:00;58;"Muy buena / ";61;295;97;961,8;0;4,7;3,23
23/01/2017;09:00;58;"Muy buena / ";64;301;100;961,5;0;4,2;4,68
23/01/2017;08:00;61;"Buena / ";68;298;100;961,2;0;4,3;5,43
23/01/2017;07:00;60;"Muy buena / ";71;304;99;960,8;0;4,4;5,75
23/01/2017;06:00;63;"Buena / ";75;299;95;960,5;0;4,6;6,55
23/01/2017;05:00;62;"Buena / ";79;298;98;960,3;0;4,4;7,83
23/01/2017;04:00;64;"Buena / ";82;297;100;960,4;0;4,7;7,37
23/01/2017;03:00;;"Sin datos / ";85;300;98;960,5;0;5;6,67
23/01/2017;02:00;80;"Buena / ";85;282;95;960,4;0;5,5;5,95
23/01/2017;01:00;85;"Buena / ";85;290;92;960,6;0;5,6;5,18
22/01/2017;24:00;85;"Buena / ";85;291;84;960,9;0;5,8;4,96
22/01/2017;23:00;88;"Buena / ";85;312;70;960,9;0;5,8;4,1
22/01/2017;22:00;87;"Buena / ";84;319;79;960,7;0;5,6;3,67
22/01/2017;21:00;85;"Buena / ";82;338;81;960,5;0;5,6;3,37
22/01/2017;20:00;87;"Buena / ";80;345;80;960,6;0;5,7;4,24
22/01/2017;19:00;84;"Buena / ";78;352;82;960,4;0;5,5;3,55
22/01/2017;18:00;81;"Buena / ";75;328;86;960;0;5,6;5,1
22/01/2017;17:00;86;"Buena / ";73;327;84;960;0;5,6;5,47
22/01/2017;16:00;82;"Buena / ";69;298;78;959,6;0;5,8;4,89
22/01/2017;15:00;76;"Buena / ";66;286;90;959,6;0;5,5;4,36
22/01/2017;14:00;72;"Buena / ";63;278;97;959,7;0;5,1;4,11
22/01/2017;13:00;73;"Buena / ";62;299;95;960,1;0;5;4,15
22/01/2017;12:00;69;"Buena / ";60;314;84;960,7;0;4,8;4,2
22/01/2017;11:00;63;"Buena / ";59;324;81;960,7;0;4,8;2,93
22/01/2017;10:00;62;"Buena / ";58;331;91;960,4;0;3,9;3,23
22/01/2017;09:00;55;"Muy buena / ";59;310;100;959,9;0;3,9;3,61
22/01/2017;08:00;55;"Muy buena / ";60;292;100;959,5;0;3,7;4
22/01/2017;07:00;55;"Muy buena / ";63;286;100;959,2;0;3,8;4,78
22/01/2017;06:00;62;"Buena / ";68;293;95;959,2;0;3,7;4,93
22/01/2017;05:00;61;"Buena / ";72;304;92;959,2;0;3,5;4,33
22/01/2017;04:00;55;"Muy buena / ";77;290;90;959,1;0;3,1;4,02
22/01/2017;03:00;;"Sin datos / ";83;306;86;959,2;0;3,2;3
22/01/2017;02:00;67;"Buena / ";83;310;85;959,3;0;3,1;2,28
22/01/2017;01:00;63;"Buena / ";86;338;82;959,9;0;3,4;1,23
21/01/2017;24:00;77;"Buena / ";90;27;61;960,3;0;4,3;1,69
21/01/2017;23:00;91;"Buena / ";92;332;54;960,3;0;4,4;0,95
21/01/2017;22:00;93;"Buena / ";91;323;53;960,1;0;5;0,93
21/01/2017;21:00;95;"Buena / ";90;7;54;960,2;0;5;0,22
21/01/2017;20:00;95;"Buena / ";89;45;52;960,2;0;5,2;1,06
21/01/2017;19:00;84;"Buena / ";87;38;52;960;0;5,5;1,2
21/01/2017;18:00;93;"Buena / ";87;356;50;959,7;0;6;1,8
21/01/2017;17:00;93;"Buena / ";85;330;46;959,5;0;7;1,49
21/01/2017;16:00;89;"Buena / ";83;301;50;959,4;0;7,1;1,27
21/01/2017;15:00;88;"Buena / ";82;279;56;959,3;0;7;1,95
21/01/2017;14:00;83;"Buena / ";81;247;58;959,4;0;6,7;2,59
21/01/2017;13:00;83;"Buena / ";81;257;56;959,9;0;6,5;2,37
21/01/2017;12:00;83;"Buena / ";82;281;55;960,4;0;6,5;2,98
21/01/2017;11:00;80;"Buena / ";81;260;56;960,8;0;6,4;2,93
21/01/2017;10:00;81;"Buena / ";82;262;56;960,7;0;6,2;3,16
21/01/2017;09:00;79;"Buena / ";81;240;56;960,4;0;5,7;2,34
21/01/2017;08:00;79;"Buena / ";82;255;57;960;0;5,4;2,09
21/01/2017;07:00;81;"Buena / ";81;243;57;959,7;0;5,6;2,5
21/01/2017;06:00;83;"Buena / ";81;242;56;959,6;0;6,3;3,99
21/01/2017;05:00;86;"Buena / ";80;222;53;960;0;6,6;3,7
21/01/2017;04:00;82;"Buena / ";79;211;51;960,4;0;6,5;3,36
21/01/2017;03:00;;"Sin datos / ";77;218;50;960,7;0;6,3;3,1
21/01/2017;02:00;76;"Buena / ";76;227;49;960,8;0;5,8;1,91
21/01/2017;01:00;84;"Buena / ";72;149;49;960,8;0;5,9;0,92
20/01/2017;24:00;77;"Buena / ";66;129;48;961,1;0;6,1;1,64
20/01/2017;23:00;78;"Buena / ";61;112;47;961,3;0;6,1;2,59
20/01/2017;22:00;78;"Buena / ";56;106;49;961,4;0;5,6;3,94
20/01/2017;21:00;75;"Buena / ";50;83;53;961,5;0;4,7;5,92
20/01/2017;20:00;74;"Buena / ";44;76;54;961,4;0;4,9;3,14
20/01/2017;19:00;65;"Buena / ";38;77;64;961,3;0;4,2;3,16
20/01/2017;18:00;46;"Muy buena / ";36;81;82;960,9;0;2,5;3,32
20/01/2017;17:00;36;"Muy buena / ";39;162;88;960,6;0;1,8;1,56
20/01/2017;16:00;38;"Muy buena / ";41;209;84;960,4;0;2,3;2,17
20/01/2017;15:00;37;"Muy buena / ";44;160;85;960,6;0;2,3;1,44
20/01/2017;14:00;31;"Muy buena / ";47;177;91;960,7;0;1,8;2,13
20/01/2017;13:00;25;"Muy buena / ";51;179;84;961,3;0;1,9;1,21
20/01/2017;12:00;27;"Muy buena / ";56;149;78;962,1;0;2,6;0,6
20/01/2017;11:00;48;"Muy buena / ";60;86;74;962,8;0;2,3;2,34
20/01/2017;10:00;66;"Buena / ";62;89;69;962,8;0;2,1;5,79
20/01/2017;09:00;53;"Muy buena / ";60;83;68;962,4;0;0,8;3,07
20/01/2017;08:00;66;"Buena / ";61;91;64;961,9;0;0,9;2,15
20/01/2017;07:00;62;"Buena / ";59;118;78;961,9;0;;1,3
20/01/2017;06:00;62;"Buena / ";59;113;74;961,6;0;0,3;1,82
20/01/2017;05:00;61;"Buena / ";59;120;82;962;0;;0,95
20/01/2017;04:00;61;"Buena / ";59;129;83;962,4;0;;0,91
20/01/2017;03:00;;"Sin datos / ";59;158;85;962,5;0;;0,55
20/01/2017;02:00;52;"Muy buena / ";59;245;87;962,5;0;;0,35
20/01/2017;01:00;60;"Muy buena / ";60;56;83;962,6;0;;1,07
19/01/2017;24:00;58;"Muy buena / ";60;112;86;963;0;;1,77
19/01/2017;23:00;61;"Buena / ";59;84;86;963,3;0;;2,82
19/01/2017;22:00;62;"Buena / ";58;70;88;963,4;0;;4,94
19/01/2017;21:00;61;"Buena / ";57;55;88;963,5;0;;2,44
19/01/2017;20:00;61;"Buena / ";57;61;88;963,5;0;;1,88
19/01/2017;19:00;56;"Muy buena / ";56;73;90;963,4;0;;6,32
19/01/2017;18:00;57;"Muy buena / ";56;71;89;963,3;0;;6,27
19/01/2017;17:00;61;"Buena / ";55;68;86;963;0;;4,47
19/01/2017;16:00;55;"Muy buena / ";55;87;85;962,9;0;;3,27
19/01/2017;15:00;53;"Muy buena / ";55;112;84;962,8;0;;1,64
19/01/2017;14:00;55;"Muy buena / ";55;136;84;962,9;0;;1,22
19/01/2017;13:00;57;"Muy buena / ";55;171;86;963,1;0;;1,24
19/01/2017;12:00;57;"Muy buena / ";55;190;86;963,6;0;;1,6
19/01/2017;11:00;51;"Muy buena / ";55;169;91;963,9;0;;2,13
19/01/2017;10:00;54;"Muy buena / ";56;179;93;963,7;0;;1,93
19/01/2017;09:00;57;"Muy buena / ";56;173;94;963,6;0;;0,92
19/01/2017;08:00;55;"Muy buena / ";56;199;95;963,2;0;;1,84
19/01/2017;07:00;55;"Muy buena / ";56;206;95;963;0;;2,49
19/01/2017;06:00;57;"Muy buena / ";56;199;95;963;0;;2,34
19/01/2017;05:00;55;"Muy buena / ";56;211;93;963,4;0;;0,55
19/01/2017;04:00;58;"Muy buena / ";56;283;92;963,5;0;;0,55
19/01/2017;03:00;;"Sin datos / ";55;348;92;963,7;0;;1,75
19/01/2017;02:00;57;"Muy buena / ";55;338;92;963,7;0;;2,82
19/01/2017;01:00;57;"Muy buena / ";53;337;91;963,8;0;;1,79
18/01/2017;24:00;55;"Muy buena / ";51;349;91;964;0;;1,9
18/01/2017;23:00;53;"Muy buena / ";50;241;90;963,8;0;;0,15
18/01/2017;22:00;55;"Muy buena / ";49;18;91;963,9;0;;0,52
18/01/2017;21:00;56;"Muy buena / ";48;28;91;963,9;0;;0,36
18/01/2017;20:00;53;"Muy buena / ";47;22;92;963,9;0;;0,89
18/01/2017;19:00;51;"Muy buena / ";47;23;94;963,7;0;;1,72
18/01/2017;18:00;45;"Muy buena / ";47;356;96;963,3;0;;1,55
18/01/2017;17:00;38;"Muy buena / ";47;357;96;963,2;0;;2,29
18/01/2017;16:00;48;"Muy buena / ";49;352;96;963;0;;1
18/01/2017;15:00;48;"Muy buena / ";50;172;98;962,8;0;;1,5
18/01/2017;14:00;46;"Muy buena / ";49;169;99;962,6;0;;2,65
18/01/2017;13:00;50;"Muy buena / ";49;147;99;963;0;;1,81
18/01/2017;12:00;50;"Muy buena / ";48;127;97;963,5;0;;2,53
18/01/2017;11:00;48;"Muy buena / ";47;130;95;964;0;;1,64
18/01/2017;10:00;50;"Muy buena / ";47;39;95;964;0;;0,87
18/01/2017;09:00;53;"Muy buena / ";46;13;94;963,8;0;;2,45
18/01/2017;08:00;52;"Muy buena / ";45;7;93;963,5;0;;4,88
18/01/2017;07:00;46;"Muy buena / ";45;27;93;963,2;0;;4,23
18/01/2017;06:00;40;"Muy buena / ";47;61;97;963,2;0;;4,73
18/01/2017;05:00;42;"Muy buena / ";50;51;95;963,5;0;;4,27
18/01/2017;04:00;43;"Muy buena / ";53;67;93;963,6;0;;4,34
18/01/2017;03:00;;"Sin datos / ";56;71;91;964;0;;6,83
