Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
23/08/2017;06:00;19;19;Muy buena / Oso ona;48;23;Muy buena / Oso ona
23/08/2017;05:00;10;20;Muy buena / Oso ona;36;23;Muy buena / Oso ona
23/08/2017;04:00;4;14;Muy buena / Oso ona;20;19;Muy buena / Oso ona
23/08/2017;03:00;2;9;Muy buena / Oso ona;12;16;Muy buena / Oso ona
23/08/2017;02:00;3;13;Muy buena / Oso ona;18;20;Muy buena / Oso ona
23/08/2017;01:00;6;12;Muy buena / Oso ona;20;20;Muy buena / Oso ona
22/08/2017;24:00;2;11;Muy buena / Oso ona;14;22;Muy buena / Oso ona
22/08/2017;23:00;2;9;Muy buena / Oso ona;12;32;Muy buena / Oso ona
22/08/2017;22:00;2;7;Muy buena / Oso ona;10;33;Muy buena / Oso ona
22/08/2017;21:00;2;9;Muy buena / Oso ona;12;39;Muy buena / Oso ona
22/08/2017;20:00;4;10;Muy buena / Oso ona;15;38;Muy buena / Oso ona
22/08/2017;19:00;4;12;Muy buena / Oso ona;17;39;Muy buena / Oso ona
22/08/2017;18:00;3;9;Muy buena / Oso ona;14;32;Muy buena / Oso ona
22/08/2017;17:00;4;8;Muy buena / Oso ona;14;43;Buena / Ona
22/08/2017;16:00;4;10;Muy buena / Oso ona;17;49;Buena / Ona
22/08/2017;15:00;4;11;Muy buena / Oso ona;17;56;Buena / Ona
22/08/2017;14:00;3;10;Muy buena / Oso ona;14;34;Muy buena / Oso ona
22/08/2017;13:00;4;8;Muy buena / Oso ona;14;25;Muy buena / Oso ona
22/08/2017;12:00;5;17;Muy buena / Oso ona;24;44;Buena / Ona
22/08/2017;11:00;7;20;Muy buena / Oso ona;30;50;Buena / Ona
22/08/2017;10:00;9;23;Muy buena / Oso ona;37;20;Muy buena / Oso ona
22/08/2017;09:00;31;54;Muy buena / Oso ona;101;33;Muy buena / Oso ona
22/08/2017;08:00;62;59;Muy buena / Oso ona;155;;Sin datos / Daturik gabe
22/08/2017;07:00;40;61;Muy buena / Oso ona;122;36;Muy buena / Oso ona
22/08/2017;06:00;17;53;Muy buena / Oso ona;78;24;Muy buena / Oso ona
22/08/2017;05:00;8;37;Muy buena / Oso ona;49;18;Muy buena / Oso ona
22/08/2017;04:00;5;27;Muy buena / Oso ona;35;12;Muy buena / Oso ona
22/08/2017;03:00;5;25;Muy buena / Oso ona;33;11;Muy buena / Oso ona
22/08/2017;02:00;4;27;Muy buena / Oso ona;33;13;Muy buena / Oso ona
22/08/2017;01:00;3;14;Muy buena / Oso ona;19;9;Muy buena / Oso ona
21/08/2017;24:00;3;13;Muy buena / Oso ona;18;10;Muy buena / Oso ona
21/08/2017;23:00;4;14;Muy buena / Oso ona;20;9;Muy buena / Oso ona
21/08/2017;22:00;4;16;Muy buena / Oso ona;22;8;Muy buena / Oso ona
21/08/2017;21:00;5;26;Muy buena / Oso ona;34;13;Muy buena / Oso ona
21/08/2017;20:00;6;37;Muy buena / Oso ona;45;21;Muy buena / Oso ona
21/08/2017;19:00;4;42;Muy buena / Oso ona;48;32;Muy buena / Oso ona
21/08/2017;18:00;3;21;Muy buena / Oso ona;25;26;Muy buena / Oso ona
21/08/2017;17:00;3;19;Muy buena / Oso ona;23;28;Muy buena / Oso ona
21/08/2017;16:00;3;20;Muy buena / Oso ona;24;25;Muy buena / Oso ona
21/08/2017;15:00;4;22;Muy buena / Oso ona;28;25;Muy buena / Oso ona
21/08/2017;14:00;4;21;Muy buena / Oso ona;27;33;Muy buena / Oso ona
21/08/2017;13:00;5;17;Muy buena / Oso ona;26;22;Muy buena / Oso ona
21/08/2017;12:00;7;21;Muy buena / Oso ona;32;28;Muy buena / Oso ona
21/08/2017;11:00;7;15;Muy buena / Oso ona;25;19;Muy buena / Oso ona
21/08/2017;10:00;8;14;Muy buena / Oso ona;26;13;Muy buena / Oso ona
21/08/2017;09:00;20;20;Muy buena / Oso ona;50;16;Muy buena / Oso ona
21/08/2017;08:00;34;20;Muy buena / Oso ona;73;14;Muy buena / Oso ona
21/08/2017;07:00;28;17;Muy buena / Oso ona;60;20;Muy buena / Oso ona
21/08/2017;06:00;27;20;Muy buena / Oso ona;60;13;Muy buena / Oso ona
21/08/2017;05:00;19;16;Muy buena / Oso ona;45;9;Muy buena / Oso ona
21/08/2017;04:00;13;14;Muy buena / Oso ona;35;9;Muy buena / Oso ona
21/08/2017;03:00;8;10;Muy buena / Oso ona;22;7;Muy buena / Oso ona
21/08/2017;02:00;5;9;Muy buena / Oso ona;16;6;Muy buena / Oso ona
21/08/2017;01:00;7;11;Muy buena / Oso ona;21;7;Muy buena / Oso ona
20/08/2017;24:00;4;11;Muy buena / Oso ona;17;8;Muy buena / Oso ona
20/08/2017;23:00;4;16;Muy buena / Oso ona;23;10;Muy buena / Oso ona
20/08/2017;22:00;5;20;Muy buena / Oso ona;27;13;Muy buena / Oso ona
20/08/2017;21:00;2;24;Muy buena / Oso ona;26;16;Muy buena / Oso ona
20/08/2017;20:00;2;17;Muy buena / Oso ona;20;18;Muy buena / Oso ona
20/08/2017;19:00;2;10;Muy buena / Oso ona;13;16;Muy buena / Oso ona
20/08/2017;18:00;2;9;Muy buena / Oso ona;12;17;Muy buena / Oso ona
20/08/2017;17:00;2;7;Muy buena / Oso ona;10;17;Muy buena / Oso ona
20/08/2017;16:00;2;5;Muy buena / Oso ona;8;19;Muy buena / Oso ona
20/08/2017;15:00;2;6;Muy buena / Oso ona;9;18;Muy buena / Oso ona
20/08/2017;14:00;2;5;Muy buena / Oso ona;8;16;Muy buena / Oso ona
20/08/2017;13:00;2;7;Muy buena / Oso ona;10;20;Muy buena / Oso ona
20/08/2017;12:00;3;7;Muy buena / Oso ona;11;16;Muy buena / Oso ona
20/08/2017;11:00;5;6;Muy buena / Oso ona;13;12;Muy buena / Oso ona
20/08/2017;10:00;5;8;Muy buena / Oso ona;15;12;Muy buena / Oso ona
20/08/2017;09:00;6;12;Muy buena / Oso ona;21;11;Muy buena / Oso ona
20/08/2017;08:00;6;13;Muy buena / Oso ona;22;9;Muy buena / Oso ona
20/08/2017;07:00;7;15;Muy buena / Oso ona;25;8;Muy buena / Oso ona
20/08/2017;06:00;5;16;Muy buena / Oso ona;23;9;Muy buena / Oso ona
20/08/2017;05:00;3;17;Muy buena / Oso ona;22;10;Muy buena / Oso ona
20/08/2017;04:00;3;13;Muy buena / Oso ona;18;8;Muy buena / Oso ona
20/08/2017;03:00;3;17;Muy buena / Oso ona;22;9;Muy buena / Oso ona
20/08/2017;02:00;2;15;Muy buena / Oso ona;18;10;Muy buena / Oso ona
20/08/2017;01:00;4;22;Muy buena / Oso ona;28;9;Muy buena / Oso ona
19/08/2017;24:00;3;20;Muy buena / Oso ona;24;11;Muy buena / Oso ona
19/08/2017;23:00;3;25;Muy buena / Oso ona;28;11;Muy buena / Oso ona
19/08/2017;22:00;3;16;Muy buena / Oso ona;20;12;Muy buena / Oso ona
19/08/2017;21:00;2;12;Muy buena / Oso ona;15;14;Muy buena / Oso ona
19/08/2017;20:00;2;9;Muy buena / Oso ona;13;13;Muy buena / Oso ona
19/08/2017;19:00;3;6;Muy buena / Oso ona;10;11;Muy buena / Oso ona
19/08/2017;18:00;4;6;Muy buena / Oso ona;11;11;Muy buena / Oso ona
19/08/2017;17:00;4;4;Muy buena / Oso ona;10;11;Muy buena / Oso ona
19/08/2017;16:00;4;7;Muy buena / Oso ona;12;9;Muy buena / Oso ona
19/08/2017;15:00;4;5;Muy buena / Oso ona;10;15;Muy buena / Oso ona
19/08/2017;14:00;3;5;Muy buena / Oso ona;10;9;Muy buena / Oso ona
19/08/2017;13:00;5;6;Muy buena / Oso ona;13;14;Muy buena / Oso ona
19/08/2017;12:00;5;9;Muy buena / Oso ona;17;13;Muy buena / Oso ona
19/08/2017;11:00;5;7;Muy buena / Oso ona;15;9;Muy buena / Oso ona
19/08/2017;10:00;7;12;Muy buena / Oso ona;22;4;Muy buena / Oso ona
19/08/2017;09:00;7;14;Muy buena / Oso ona;24;8;Muy buena / Oso ona
19/08/2017;08:00;8;19;Muy buena / Oso ona;31;10;Muy buena / Oso ona
19/08/2017;07:00;9;17;Muy buena / Oso ona;31;13;Muy buena / Oso ona
19/08/2017;06:00;10;21;Muy buena / Oso ona;36;7;Muy buena / Oso ona
19/08/2017;05:00;7;20;Muy buena / Oso ona;30;9;Muy buena / Oso ona
19/08/2017;04:00;5;18;Muy buena / Oso ona;26;10;Muy buena / Oso ona
19/08/2017;03:00;4;18;Muy buena / Oso ona;23;8;Muy buena / Oso ona
19/08/2017;02:00;4;24;Muy buena / Oso ona;30;9;Muy buena / Oso ona
19/08/2017;01:00;5;25;Muy buena / Oso ona;32;9;Muy buena / Oso ona
18/08/2017;24:00;2;25;Muy buena / Oso ona;28;7;Muy buena / Oso ona
18/08/2017;23:00;5;24;Muy buena / Oso ona;31;8;Muy buena / Oso ona
18/08/2017;22:00;5;29;Muy buena / Oso ona;36;6;Muy buena / Oso ona
18/08/2017;21:00;4;21;Muy buena / Oso ona;27;6;Muy buena / Oso ona
18/08/2017;20:00;4;15;Muy buena / Oso ona;21;9;Muy buena / Oso ona
18/08/2017;19:00;6;21;Muy buena / Oso ona;31;11;Muy buena / Oso ona
18/08/2017;18:00;6;14;Muy buena / Oso ona;23;10;Muy buena / Oso ona
18/08/2017;17:00;5;12;Muy buena / Oso ona;19;5;Muy buena / Oso ona
18/08/2017;16:00;4;8;Muy buena / Oso ona;14;6;Muy buena / Oso ona
18/08/2017;15:00;4;5;Muy buena / Oso ona;12;11;Muy buena / Oso ona
18/08/2017;14:00;5;8;Muy buena / Oso ona;16;;Sin datos / Daturik gabe
18/08/2017;13:00;7;13;Muy buena / Oso ona;24;14;Muy buena / Oso ona
18/08/2017;12:00;7;14;Muy buena / Oso ona;25;17;Muy buena / Oso ona
18/08/2017;11:00;11;18;Muy buena / Oso ona;36;23;Muy buena / Oso ona
18/08/2017;10:00;16;26;Muy buena / Oso ona;50;25;Muy buena / Oso ona
18/08/2017;09:00;14;23;Muy buena / Oso ona;44;22;Muy buena / Oso ona
18/08/2017;08:00;20;24;Muy buena / Oso ona;55;19;Muy buena / Oso ona
18/08/2017;07:00;16;21;Muy buena / Oso ona;46;15;Muy buena / Oso ona
18/08/2017;06:00;18;20;Muy buena / Oso ona;48;16;Muy buena / Oso ona
18/08/2017;05:00;7;15;Muy buena / Oso ona;26;10;Muy buena / Oso ona
18/08/2017;04:00;5;15;Muy buena / Oso ona;23;8;Muy buena / Oso ona
18/08/2017;03:00;3;11;Muy buena / Oso ona;15;9;Muy buena / Oso ona
18/08/2017;02:00;4;10;Muy buena / Oso ona;16;6;Muy buena / Oso ona
18/08/2017;01:00;7;14;Muy buena / Oso ona;25;10;Muy buena / Oso ona
17/08/2017;24:00;3;17;Muy buena / Oso ona;22;7;Muy buena / Oso ona
17/08/2017;23:00;2;24;Muy buena / Oso ona;27;10;Muy buena / Oso ona
17/08/2017;22:00;2;17;Muy buena / Oso ona;20;10;Muy buena / Oso ona
17/08/2017;21:00;4;21;Muy buena / Oso ona;27;16;Muy buena / Oso ona
17/08/2017;20:00;3;24;Muy buena / Oso ona;29;16;Muy buena / Oso ona
17/08/2017;19:00;5;22;Muy buena / Oso ona;29;15;Muy buena / Oso ona
17/08/2017;18:00;4;14;Muy buena / Oso ona;20;12;Muy buena / Oso ona
17/08/2017;17:00;4;11;Muy buena / Oso ona;17;8;Muy buena / Oso ona
17/08/2017;16:00;2;9;Muy buena / Oso ona;12;12;Muy buena / Oso ona
17/08/2017;15:00;4;9;Muy buena / Oso ona;15;18;Muy buena / Oso ona
17/08/2017;14:00;5;15;Muy buena / Oso ona;23;15;Muy buena / Oso ona
17/08/2017;13:00;6;16;Muy buena / Oso ona;25;19;Muy buena / Oso ona
17/08/2017;12:00;6;11;Muy buena / Oso ona;20;12;Muy buena / Oso ona
17/08/2017;11:00;6;10;Muy buena / Oso ona;20;8;Muy buena / Oso ona
17/08/2017;10:00;7;13;Muy buena / Oso ona;24;7;Muy buena / Oso ona
17/08/2017;09:00;15;13;Muy buena / Oso ona;36;16;Muy buena / Oso ona
17/08/2017;08:00;19;13;Muy buena / Oso ona;41;15;Muy buena / Oso ona
17/08/2017;07:00;12;12;Muy buena / Oso ona;31;14;Muy buena / Oso ona
17/08/2017;06:00;16;16;Muy buena / Oso ona;40;10;Muy buena / Oso ona
17/08/2017;05:00;10;13;Muy buena / Oso ona;29;10;Muy buena / Oso ona
17/08/2017;04:00;6;10;Muy buena / Oso ona;20;10;Muy buena / Oso ona
17/08/2017;03:00;5;9;Muy buena / Oso ona;17;9;Muy buena / Oso ona
17/08/2017;02:00;4;6;Muy buena / Oso ona;13;6;Muy buena / Oso ona
17/08/2017;01:00;5;7;Muy buena / Oso ona;15;7;Muy buena / Oso ona
16/08/2017;24:00;3;8;Muy buena / Oso ona;12;5;Muy buena / Oso ona
16/08/2017;23:00;5;10;Muy buena / Oso ona;18;6;Muy buena / Oso ona
16/08/2017;22:00;4;15;Muy buena / Oso ona;21;6;Muy buena / Oso ona
16/08/2017;21:00;3;21;Muy buena / Oso ona;25;10;Muy buena / Oso ona
16/08/2017;20:00;5;19;Muy buena / Oso ona;27;12;Muy buena / Oso ona
16/08/2017;19:00;5;14;Muy buena / Oso ona;23;12;Muy buena / Oso ona
16/08/2017;18:00;5;12;Muy buena / Oso ona;20;14;Muy buena / Oso ona
16/08/2017;17:00;5;9;Muy buena / Oso ona;16;8;Muy buena / Oso ona
16/08/2017;16:00;6;12;Muy buena / Oso ona;20;13;Muy buena / Oso ona
16/08/2017;15:00;5;9;Muy buena / Oso ona;17;8;Muy buena / Oso ona
16/08/2017;14:00;5;7;Muy buena / Oso ona;15;11;Muy buena / Oso ona
16/08/2017;13:00;6;8;Muy buena / Oso ona;17;9;Muy buena / Oso ona
16/08/2017;12:00;8;14;Muy buena / Oso ona;26;14;Muy buena / Oso ona
16/08/2017;11:00;7;11;Muy buena / Oso ona;22;11;Muy buena / Oso ona
16/08/2017;10:00;8;17;Muy buena / Oso ona;29;16;Muy buena / Oso ona
16/08/2017;09:00;13;27;Muy buena / Oso ona;47;16;Muy buena / Oso ona
16/08/2017;08:00;9;25;Muy buena / Oso ona;38;9;Muy buena / Oso ona
16/08/2017;07:00;9;25;Muy buena / Oso ona;39;7;Muy buena / Oso ona
16/08/2017;06:00;6;18;Muy buena / Oso ona;28;8;Muy buena / Oso ona
16/08/2017;05:00;3;9;Muy buena / Oso ona;14;7;Muy buena / Oso ona
16/08/2017;04:00;2;7;Muy buena / Oso ona;10;7;Muy buena / Oso ona
16/08/2017;03:00;2;8;Muy buena / Oso ona;11;5;Muy buena / Oso ona
16/08/2017;02:00;2;5;Muy buena / Oso ona;8;4;Muy buena / Oso ona
16/08/2017;01:00;2;6;Muy buena / Oso ona;9;4;Muy buena / Oso ona
15/08/2017;24:00;2;7;Muy buena / Oso ona;10;4;Muy buena / Oso ona
15/08/2017;23:00;4;8;Muy buena / Oso ona;13;14;Muy buena / Oso ona
15/08/2017;22:00;4;8;Muy buena / Oso ona;14;8;Muy buena / Oso ona
15/08/2017;21:00;3;8;Muy buena / Oso ona;12;10;Muy buena / Oso ona
15/08/2017;20:00;4;10;Muy buena / Oso ona;16;11;Muy buena / Oso ona
15/08/2017;19:00;3;11;Muy buena / Oso ona;16;12;Muy buena / Oso ona
15/08/2017;18:00;4;6;Muy buena / Oso ona;12;6;Muy buena / Oso ona
15/08/2017;17:00;3;8;Muy buena / Oso ona;12;5;Muy buena / Oso ona
15/08/2017;16:00;3;6;Muy buena / Oso ona;11;11;Muy buena / Oso ona
15/08/2017;15:00;2;4;Muy buena / Oso ona;7;9;Muy buena / Oso ona
15/08/2017;14:00;2;4;Muy buena / Oso ona;7;7;Muy buena / Oso ona
15/08/2017;13:00;3;4;Muy buena / Oso ona;8;12;Muy buena / Oso ona
15/08/2017;12:00;4;5;Muy buena / Oso ona;11;11;Muy buena / Oso ona
15/08/2017;11:00;4;6;Muy buena / Oso ona;12;13;Muy buena / Oso ona
15/08/2017;10:00;4;5;Muy buena / Oso ona;11;7;Muy buena / Oso ona
15/08/2017;09:00;4;6;Muy buena / Oso ona;12;16;Muy buena / Oso ona
15/08/2017;08:00;3;7;Muy buena / Oso ona;11;20;Muy buena / Oso ona
15/08/2017;07:00;3;9;Muy buena / Oso ona;13;17;Muy buena / Oso ona
15/08/2017;06:00;3;9;Muy buena / Oso ona;13;16;Muy buena / Oso ona
15/08/2017;05:00;2;7;Muy buena / Oso ona;10;14;Muy buena / Oso ona
15/08/2017;04:00;2;5;Muy buena / Oso ona;8;18;Muy buena / Oso ona
15/08/2017;03:00;3;7;Muy buena / Oso ona;11;19;Muy buena / Oso ona
15/08/2017;02:00;3;16;Muy buena / Oso ona;20;22;Muy buena / Oso ona
15/08/2017;01:00;2;14;Muy buena / Oso ona;17;26;Muy buena / Oso ona
14/08/2017;24:00;2;13;Muy buena / Oso ona;16;37;Muy buena / Oso ona
14/08/2017;23:00;3;14;Muy buena / Oso ona;18;33;Muy buena / Oso ona
14/08/2017;22:00;3;17;Muy buena / Oso ona;21;30;Muy buena / Oso ona
14/08/2017;21:00;3;17;Muy buena / Oso ona;22;32;Muy buena / Oso ona
14/08/2017;20:00;2;11;Muy buena / Oso ona;14;31;Muy buena / Oso ona
14/08/2017;19:00;3;12;Muy buena / Oso ona;16;27;Muy buena / Oso ona
14/08/2017;18:00;5;23;Muy buena / Oso ona;30;45;Buena / Ona
14/08/2017;17:00;3;18;Muy buena / Oso ona;22;23;Muy buena / Oso ona
14/08/2017;16:00;2;13;Muy buena / Oso ona;16;17;Muy buena / Oso ona
14/08/2017;15:00;3;11;Muy buena / Oso ona;16;19;Muy buena / Oso ona
14/08/2017;14:00;4;8;Muy buena / Oso ona;14;16;Muy buena / Oso ona
14/08/2017;13:00;4;12;Muy buena / Oso ona;19;12;Muy buena / Oso ona
14/08/2017;12:00;7;16;Muy buena / Oso ona;26;19;Muy buena / Oso ona
14/08/2017;11:00;5;11;Muy buena / Oso ona;19;13;Muy buena / Oso ona
14/08/2017;10:00;8;18;Muy buena / Oso ona;30;6;Muy buena / Oso ona
14/08/2017;09:00;18;34;Muy buena / Oso ona;61;85;Mejorable / Hobetzeko modukoa
14/08/2017;08:00;27;27;Muy buena / Oso ona;68;76;Mejorable / Hobetzeko modukoa
14/08/2017;07:00;30;19;Muy buena / Oso ona;65;38;Muy buena / Oso ona
14/08/2017;06:00;24;20;Muy buena / Oso ona;56;13;Muy buena / Oso ona
14/08/2017;05:00;17;18;Muy buena / Oso ona;44;13;Muy buena / Oso ona
14/08/2017;04:00;10;18;Muy buena / Oso ona;33;11;Muy buena / Oso ona
14/08/2017;03:00;8;17;Muy buena / Oso ona;29;13;Muy buena / Oso ona
14/08/2017;02:00;6;11;Muy buena / Oso ona;19;10;Muy buena / Oso ona
14/08/2017;01:00;6;10;Muy buena / Oso ona;19;9;Muy buena / Oso ona
13/08/2017;24:00;5;13;Muy buena / Oso ona;20;11;Muy buena / Oso ona
13/08/2017;23:00;5;16;Muy buena / Oso ona;23;12;Muy buena / Oso ona
13/08/2017;22:00;4;24;Muy buena / Oso ona;30;13;Muy buena / Oso ona
13/08/2017;21:00;2;15;Muy buena / Oso ona;18;13;Muy buena / Oso ona
13/08/2017;20:00;3;11;Muy buena / Oso ona;15;13;Muy buena / Oso ona
13/08/2017;19:00;3;16;Muy buena / Oso ona;20;13;Muy buena / Oso ona
13/08/2017;18:00;4;11;Muy buena / Oso ona;16;13;Muy buena / Oso ona
13/08/2017;17:00;3;7;Muy buena / Oso ona;11;15;Muy buena / Oso ona
13/08/2017;16:00;2;8;Muy buena / Oso ona;11;16;Muy buena / Oso ona
13/08/2017;15:00;2;7;Muy buena / Oso ona;10;16;Muy buena / Oso ona
13/08/2017;14:00;2;7;Muy buena / Oso ona;10;15;Muy buena / Oso ona
13/08/2017;13:00;2;7;Muy buena / Oso ona;10;15;Muy buena / Oso ona
13/08/2017;12:00;4;7;Muy buena / Oso ona;14;18;Muy buena / Oso ona
13/08/2017;11:00;5;7;Muy buena / Oso ona;14;15;Muy buena / Oso ona
13/08/2017;10:00;5;7;Muy buena / Oso ona;15;12;Muy buena / Oso ona
13/08/2017;09:00;5;6;Muy buena / Oso ona;14;7;Muy buena / Oso ona
13/08/2017;08:00;11;11;Muy buena / Oso ona;27;17;Muy buena / Oso ona
13/08/2017;07:00;12;11;Muy buena / Oso ona;28;15;Muy buena / Oso ona
13/08/2017;06:00;6;8;Muy buena / Oso ona;17;13;Muy buena / Oso ona
13/08/2017;05:00;4;12;Muy buena / Oso ona;18;13;Muy buena / Oso ona
13/08/2017;04:00;4;22;Muy buena / Oso ona;27;15;Muy buena / Oso ona
13/08/2017;03:00;5;25;Muy buena / Oso ona;32;12;Muy buena / Oso ona
13/08/2017;02:00;5;27;Muy buena / Oso ona;34;13;Muy buena / Oso ona
13/08/2017;01:00;5;32;Muy buena / Oso ona;40;13;Muy buena / Oso ona
12/08/2017;24:00;4;24;Muy buena / Oso ona;30;13;Muy buena / Oso ona
12/08/2017;23:00;5;27;Muy buena / Oso ona;35;15;Muy buena / Oso ona
12/08/2017;22:00;3;16;Muy buena / Oso ona;21;10;Muy buena / Oso ona
12/08/2017;21:00;3;15;Muy buena / Oso ona;20;18;Muy buena / Oso ona
12/08/2017;20:00;2;9;Muy buena / Oso ona;12;12;Muy buena / Oso ona
12/08/2017;19:00;3;9;Muy buena / Oso ona;14;12;Muy buena / Oso ona
12/08/2017;18:00;3;9;Muy buena / Oso ona;13;15;Muy buena / Oso ona
12/08/2017;17:00;4;9;Muy buena / Oso ona;15;15;Muy buena / Oso ona
12/08/2017;16:00;4;7;Muy buena / Oso ona;12;14;Muy buena / Oso ona
12/08/2017;15:00;3;8;Muy buena / Oso ona;11;14;Muy buena / Oso ona
12/08/2017;14:00;4;8;Muy buena / Oso ona;14;17;Muy buena / Oso ona
12/08/2017;13:00;3;9;Muy buena / Oso ona;14;22;Muy buena / Oso ona
12/08/2017;12:00;5;9;Muy buena / Oso ona;16;11;Muy buena / Oso ona
12/08/2017;11:00;5;7;Muy buena / Oso ona;14;7;Muy buena / Oso ona
12/08/2017;10:00;8;11;Muy buena / Oso ona;23;14;Muy buena / Oso ona
12/08/2017;09:00;16;16;Muy buena / Oso ona;40;29;Muy buena / Oso ona
12/08/2017;08:00;20;13;Muy buena / Oso ona;44;21;Muy buena / Oso ona
12/08/2017;07:00;15;13;Muy buena / Oso ona;35;17;Muy buena / Oso ona
12/08/2017;06:00;12;16;Muy buena / Oso ona;34;16;Muy buena / Oso ona
12/08/2017;05:00;10;15;Muy buena / Oso ona;30;14;Muy buena / Oso ona
12/08/2017;04:00;9;13;Muy buena / Oso ona;27;9;Muy buena / Oso ona
12/08/2017;03:00;10;16;Muy buena / Oso ona;31;11;Muy buena / Oso ona
12/08/2017;02:00;8;11;Muy buena / Oso ona;23;10;Muy buena / Oso ona
12/08/2017;01:00;10;12;Muy buena / Oso ona;27;11;Muy buena / Oso ona
11/08/2017;24:00;5;7;Muy buena / Oso ona;14;11;Muy buena / Oso ona
11/08/2017;23:00;6;11;Muy buena / Oso ona;20;11;Muy buena / Oso ona
11/08/2017;22:00;6;15;Muy buena / Oso ona;24;13;Muy buena / Oso ona
11/08/2017;21:00;9;24;Muy buena / Oso ona;37;15;Muy buena / Oso ona
11/08/2017;20:00;4;20;Muy buena / Oso ona;25;16;Muy buena / Oso ona
11/08/2017;19:00;5;10;Muy buena / Oso ona;18;13;Muy buena / Oso ona
11/08/2017;18:00;4;8;Muy buena / Oso ona;15;10;Muy buena / Oso ona
11/08/2017;17:00;4;7;Muy buena / Oso ona;13;14;Muy buena / Oso ona
11/08/2017;16:00;4;5;Muy buena / Oso ona;11;13;Muy buena / Oso ona
11/08/2017;15:00;2;7;Muy buena / Oso ona;10;12;Muy buena / Oso ona
11/08/2017;14:00;4;6;Muy buena / Oso ona;12;17;Muy buena / Oso ona
11/08/2017;13:00;4;6;Muy buena / Oso ona;12;13;Muy buena / Oso ona
11/08/2017;12:00;5;8;Muy buena / Oso ona;16;11;Muy buena / Oso ona
11/08/2017;11:00;6;10;Muy buena / Oso ona;20;12;Muy buena / Oso ona
11/08/2017;10:00;8;14;Muy buena / Oso ona;26;12;Muy buena / Oso ona
11/08/2017;09:00;26;25;Muy buena / Oso ona;65;31;Muy buena / Oso ona
11/08/2017;08:00;34;20;Muy buena / Oso ona;72;27;Muy buena / Oso ona
11/08/2017;07:00;51;22;Muy buena / Oso ona;100;31;Muy buena / Oso ona
11/08/2017;06:00;71;22;Muy buena / Oso ona;131;27;Muy buena / Oso ona
11/08/2017;05:00;43;21;Muy buena / Oso ona;87;18;Muy buena / Oso ona
11/08/2017;04:00;14;20;Muy buena / Oso ona;41;15;Muy buena / Oso ona
11/08/2017;03:00;7;15;Muy buena / Oso ona;25;13;Muy buena / Oso ona
11/08/2017;02:00;3;13;Muy buena / Oso ona;17;12;Muy buena / Oso ona
11/08/2017;01:00;4;16;Muy buena / Oso ona;22;11;Muy buena / Oso ona
10/08/2017;24:00;4;18;Muy buena / Oso ona;25;11;Muy buena / Oso ona
10/08/2017;23:00;5;14;Muy buena / Oso ona;22;14;Muy buena / Oso ona
10/08/2017;22:00;7;20;Muy buena / Oso ona;31;12;Muy buena / Oso ona
10/08/2017;21:00;11;19;Muy buena / Oso ona;35;14;Muy buena / Oso ona
10/08/2017;20:00;11;24;Muy buena / Oso ona;40;14;Muy buena / Oso ona
10/08/2017;19:00;11;24;Muy buena / Oso ona;41;21;Muy buena / Oso ona
10/08/2017;18:00;6;11;Muy buena / Oso ona;19;10;Muy buena / Oso ona
10/08/2017;17:00;5;9;Muy buena / Oso ona;17;9;Muy buena / Oso ona
10/08/2017;16:00;7;23;Muy buena / Oso ona;34;8;Muy buena / Oso ona
10/08/2017;15:00;6;23;Muy buena / Oso ona;33;7;Muy buena / Oso ona
10/08/2017;14:00;11;27;Muy buena / Oso ona;43;8;Muy buena / Oso ona
10/08/2017;13:00;18;36;Muy buena / Oso ona;64;11;Muy buena / Oso ona
10/08/2017;12:00;21;35;Muy buena / Oso ona;68;11;Muy buena / Oso ona
10/08/2017;11:00;16;35;Muy buena / Oso ona;59;11;Muy buena / Oso ona
10/08/2017;10:00;18;41;Muy buena / Oso ona;68;11;Muy buena / Oso ona
10/08/2017;09:00;25;37;Muy buena / Oso ona;75;17;Muy buena / Oso ona
10/08/2017;08:00;31;38;Muy buena / Oso ona;86;21;Muy buena / Oso ona
10/08/2017;07:00;32;40;Muy buena / Oso ona;88;18;Muy buena / Oso ona
10/08/2017;06:00;22;33;Muy buena / Oso ona;67;17;Muy buena / Oso ona
10/08/2017;05:00;8;22;Muy buena / Oso ona;35;10;Muy buena / Oso ona
10/08/2017;04:00;3;15;Muy buena / Oso ona;20;10;Muy buena / Oso ona
10/08/2017;03:00;3;12;Muy buena / Oso ona;16;9;Muy buena / Oso ona
10/08/2017;02:00;3;14;Muy buena / Oso ona;18;10;Muy buena / Oso ona
10/08/2017;01:00;2;12;Muy buena / Oso ona;15;8;Muy buena / Oso ona
09/08/2017;24:00;2;13;Muy buena / Oso ona;16;10;Muy buena / Oso ona
09/08/2017;23:00;2;16;Muy buena / Oso ona;19;8;Muy buena / Oso ona
09/08/2017;22:00;4;19;Muy buena / Oso ona;25;11;Muy buena / Oso ona
09/08/2017;21:00;4;22;Muy buena / Oso ona;28;10;Muy buena / Oso ona
09/08/2017;20:00;5;22;Muy buena / Oso ona;30;10;Muy buena / Oso ona
09/08/2017;19:00;6;26;Muy buena / Oso ona;36;13;Muy buena / Oso ona
