Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA
16/04/2017;07:00;5;9;Muy buena / Oso ona;16;9;Muy buena / Oso ona
16/04/2017;06:00;4;5;Muy buena / Oso ona;11;9;Muy buena / Oso ona
16/04/2017;05:00;4;8;Muy buena / Oso ona;14;6;Muy buena / Oso ona
16/04/2017;04:00;4;6;Muy buena / Oso ona;12;6;Muy buena / Oso ona
16/04/2017;03:00;5;12;Muy buena / Oso ona;20;8;Muy buena / Oso ona
16/04/2017;02:00;4;15;Muy buena / Oso ona;21;6;Muy buena / Oso ona
16/04/2017;01:00;3;17;Muy buena / Oso ona;22;10;Muy buena / Oso ona
15/04/2017;24:00;5;23;Muy buena / Oso ona;31;12;Muy buena / Oso ona
15/04/2017;23:00;3;19;Muy buena / Oso ona;23;11;Muy buena / Oso ona
15/04/2017;22:00;3;21;Muy buena / Oso ona;25;14;Muy buena / Oso ona
15/04/2017;21:00;2;12;Muy buena / Oso ona;15;9;Muy buena / Oso ona
15/04/2017;20:00;2;11;Muy buena / Oso ona;14;15;Muy buena / Oso ona
15/04/2017;19:00;3;9;Muy buena / Oso ona;14;13;Muy buena / Oso ona
15/04/2017;18:00;3;8;Muy buena / Oso ona;12;14;Muy buena / Oso ona
15/04/2017;17:00;2;6;Muy buena / Oso ona;9;5;Muy buena / Oso ona
15/04/2017;16:00;2;7;Muy buena / Oso ona;10;9;Muy buena / Oso ona
15/04/2017;15:00;2;6;Muy buena / Oso ona;9;10;Muy buena / Oso ona
15/04/2017;14:00;2;6;Muy buena / Oso ona;9;11;Muy buena / Oso ona
15/04/2017;13:00;3;12;Muy buena / Oso ona;16;27;Muy buena / Oso ona
15/04/2017;12:00;4;13;Muy buena / Oso ona;19;23;Muy buena / Oso ona
15/04/2017;11:00;5;16;Muy buena / Oso ona;24;16;Muy buena / Oso ona
15/04/2017;10:00;8;25;Muy buena / Oso ona;37;19;Muy buena / Oso ona
15/04/2017;09:00;11;30;Muy buena / Oso ona;47;23;Muy buena / Oso ona
15/04/2017;08:00;8;25;Muy buena / Oso ona;37;18;Muy buena / Oso ona
15/04/2017;07:00;8;30;Muy buena / Oso ona;42;17;Muy buena / Oso ona
15/04/2017;06:00;4;24;Muy buena / Oso ona;30;16;Muy buena / Oso ona
15/04/2017;05:00;4;23;Muy buena / Oso ona;29;15;Muy buena / Oso ona
15/04/2017;04:00;2;14;Muy buena / Oso ona;17;14;Muy buena / Oso ona
15/04/2017;03:00;2;18;Muy buena / Oso ona;21;15;Muy buena / Oso ona
15/04/2017;02:00;2;9;Muy buena / Oso ona;12;14;Muy buena / Oso ona
15/04/2017;01:00;2;13;Muy buena / Oso ona;16;15;Muy buena / Oso ona
14/04/2017;24:00;1;10;Muy buena / Oso ona;12;16;Muy buena / Oso ona
14/04/2017;23:00;2;23;Muy buena / Oso ona;26;17;Muy buena / Oso ona
14/04/2017;22:00;1;16;Muy buena / Oso ona;18;14;Muy buena / Oso ona
14/04/2017;21:00;2;17;Muy buena / Oso ona;20;17;Muy buena / Oso ona
14/04/2017;20:00;2;13;Muy buena / Oso ona;16;19;Muy buena / Oso ona
14/04/2017;19:00;2;13;Muy buena / Oso ona;16;15;Muy buena / Oso ona
14/04/2017;18:00;1;11;Muy buena / Oso ona;13;14;Muy buena / Oso ona
14/04/2017;17:00;1;7;Muy buena / Oso ona;9;16;Muy buena / Oso ona
14/04/2017;16:00;1;5;Muy buena / Oso ona;8;16;Muy buena / Oso ona
14/04/2017;15:00;2;5;Muy buena / Oso ona;8;27;Muy buena / Oso ona
14/04/2017;14:00;2;7;Muy buena / Oso ona;10;15;Muy buena / Oso ona
14/04/2017;13:00;2;7;Muy buena / Oso ona;10;14;Muy buena / Oso ona
14/04/2017;12:00;2;8;Muy buena / Oso ona;11;13;Muy buena / Oso ona
14/04/2017;11:00;5;9;Muy buena / Oso ona;16;12;Muy buena / Oso ona
14/04/2017;10:00;6;18;Muy buena / Oso ona;27;17;Muy buena / Oso ona
14/04/2017;09:00;5;17;Muy buena / Oso ona;24;21;Muy buena / Oso ona
14/04/2017;08:00;4;11;Muy buena / Oso ona;17;17;Muy buena / Oso ona
14/04/2017;07:00;4;10;Muy buena / Oso ona;16;17;Muy buena / Oso ona
14/04/2017;06:00;5;15;Muy buena / Oso ona;22;15;Muy buena / Oso ona
14/04/2017;05:00;4;12;Muy buena / Oso ona;18;19;Muy buena / Oso ona
14/04/2017;04:00;4;19;Muy buena / Oso ona;26;14;Muy buena / Oso ona
14/04/2017;03:00;4;23;Muy buena / Oso ona;30;17;Muy buena / Oso ona
14/04/2017;02:00;4;22;Muy buena / Oso ona;28;15;Muy buena / Oso ona
14/04/2017;01:00;3;15;Muy buena / Oso ona;19;14;Muy buena / Oso ona
13/04/2017;24:00;3;17;Muy buena / Oso ona;22;13;Muy buena / Oso ona
13/04/2017;23:00;3;26;Muy buena / Oso ona;31;16;Muy buena / Oso ona
13/04/2017;22:00;2;31;Muy buena / Oso ona;34;17;Muy buena / Oso ona
13/04/2017;21:00;2;30;Muy buena / Oso ona;33;21;Muy buena / Oso ona
13/04/2017;20:00;1;23;Muy buena / Oso ona;25;21;Muy buena / Oso ona
13/04/2017;19:00;2;26;Muy buena / Oso ona;28;20;Muy buena / Oso ona
13/04/2017;18:00;2;18;Muy buena / Oso ona;21;18;Muy buena / Oso ona
13/04/2017;17:00;2;10;Muy buena / Oso ona;14;18;Muy buena / Oso ona
13/04/2017;16:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona
13/04/2017;15:00;2;9;Muy buena / Oso ona;12;15;Muy buena / Oso ona
13/04/2017;14:00;2;9;Muy buena / Oso ona;12;21;Muy buena / Oso ona
13/04/2017;13:00;4;12;Muy buena / Oso ona;18;25;Muy buena / Oso ona
13/04/2017;12:00;5;14;Muy buena / Oso ona;21;18;Muy buena / Oso ona
13/04/2017;11:00;6;17;Muy buena / Oso ona;26;18;Muy buena / Oso ona
13/04/2017;10:00;11;19;Muy buena / Oso ona;36;14;Muy buena / Oso ona
13/04/2017;09:00;20;24;Muy buena / Oso ona;54;26;Muy buena / Oso ona
13/04/2017;08:00;16;21;Muy buena / Oso ona;46;27;Muy buena / Oso ona
13/04/2017;07:00;11;23;Muy buena / Oso ona;40;28;Muy buena / Oso ona
13/04/2017;06:00;17;25;Muy buena / Oso ona;51;18;Muy buena / Oso ona
13/04/2017;05:00;9;23;Muy buena / Oso ona;36;16;Muy buena / Oso ona
13/04/2017;04:00;6;16;Muy buena / Oso ona;25;13;Muy buena / Oso ona
13/04/2017;03:00;4;11;Muy buena / Oso ona;17;12;Muy buena / Oso ona
13/04/2017;02:00;2;11;Muy buena / Oso ona;14;12;Muy buena / Oso ona
13/04/2017;01:00;2;12;Muy buena / Oso ona;15;14;Muy buena / Oso ona
12/04/2017;24:00;2;17;Muy buena / Oso ona;20;15;Muy buena / Oso ona
12/04/2017;23:00;2;22;Muy buena / Oso ona;25;17;Muy buena / Oso ona
12/04/2017;22:00;2;32;Muy buena / Oso ona;34;19;Muy buena / Oso ona
12/04/2017;21:00;2;26;Muy buena / Oso ona;29;19;Muy buena / Oso ona
12/04/2017;20:00;3;20;Muy buena / Oso ona;24;19;Muy buena / Oso ona
12/04/2017;19:00;3;26;Muy buena / Oso ona;30;22;Muy buena / Oso ona
12/04/2017;18:00;4;28;Muy buena / Oso ona;35;19;Muy buena / Oso ona
12/04/2017;17:00;4;23;Muy buena / Oso ona;29;15;Muy buena / Oso ona
12/04/2017;16:00;4;19;Muy buena / Oso ona;25;18;Muy buena / Oso ona
12/04/2017;15:00;3;18;Muy buena / Oso ona;22;23;Muy buena / Oso ona
12/04/2017;14:00;4;18;Muy buena / Oso ona;24;27;Muy buena / Oso ona
12/04/2017;13:00;5;27;Muy buena / Oso ona;35;30;Muy buena / Oso ona
12/04/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe
12/04/2017;11:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe
12/04/2017;10:00;;;Sin datos / Daturik gabe;;23;Muy buena / Oso ona
12/04/2017;09:00;16;24;Muy buena / Oso ona;48;22;Muy buena / Oso ona
12/04/2017;08:00;21;28;Muy buena / Oso ona;59;22;Muy buena / Oso ona
12/04/2017;07:00;38;35;Muy buena / Oso ona;92;24;Muy buena / Oso ona
12/04/2017;06:00;34;37;Muy buena / Oso ona;90;17;Muy buena / Oso ona
12/04/2017;05:00;16;25;Muy buena / Oso ona;49;15;Muy buena / Oso ona
12/04/2017;04:00;4;18;Muy buena / Oso ona;24;13;Muy buena / Oso ona
12/04/2017;03:00;2;11;Muy buena / Oso ona;14;13;Muy buena / Oso ona
12/04/2017;02:00;1;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona
12/04/2017;01:00;1;23;Muy buena / Oso ona;25;13;Muy buena / Oso ona
11/04/2017;24:00;;;Sin datos / Daturik gabe;23;14;Muy buena / Oso ona
11/04/2017;23:00;;;Sin datos / Daturik gabe;19;13;Muy buena / Oso ona
11/04/2017;22:00;;;Sin datos / Daturik gabe;13;12;Muy buena / Oso ona
11/04/2017;21:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona
11/04/2017;20:00;;;Sin datos / Daturik gabe;16;20;Muy buena / Oso ona
11/04/2017;19:00;1;19;Muy buena / Oso ona;22;20;Muy buena / Oso ona
11/04/2017;18:00;1;13;Muy buena / Oso ona;14;16;Muy buena / Oso ona
11/04/2017;17:00;1;11;Muy buena / Oso ona;13;19;Muy buena / Oso ona
11/04/2017;16:00;1;9;Muy buena / Oso ona;11;19;Muy buena / Oso ona
11/04/2017;15:00;1;9;Muy buena / Oso ona;10;20;Muy buena / Oso ona
11/04/2017;14:00;1;9;Muy buena / Oso ona;11;16;Muy buena / Oso ona
11/04/2017;13:00;1;12;Muy buena / Oso ona;14;18;Muy buena / Oso ona
11/04/2017;12:00;2;15;Muy buena / Oso ona;18;22;Muy buena / Oso ona
11/04/2017;11:00;4;18;Muy buena / Oso ona;24;24;Muy buena / Oso ona
11/04/2017;10:00;4;15;Muy buena / Oso ona;20;21;Muy buena / Oso ona
11/04/2017;09:00;3;14;Muy buena / Oso ona;18;16;Muy buena / Oso ona
11/04/2017;08:00;14;29;Muy buena / Oso ona;50;22;Muy buena / Oso ona
11/04/2017;07:00;10;30;Muy buena / Oso ona;45;26;Muy buena / Oso ona
11/04/2017;06:00;3;38;Muy buena / Oso ona;42;20;Muy buena / Oso ona
11/04/2017;05:00;1;24;Muy buena / Oso ona;26;18;Muy buena / Oso ona
11/04/2017;04:00;1;28;Muy buena / Oso ona;26;15;Muy buena / Oso ona
11/04/2017;03:00;;;Sin datos / Daturik gabe;10;15;Muy buena / Oso ona
11/04/2017;02:00;;;Sin datos / Daturik gabe;5;18;Muy buena / Oso ona
11/04/2017;01:00;;;Sin datos / Daturik gabe;5;17;Muy buena / Oso ona
10/04/2017;24:00;;;Sin datos / Daturik gabe;4;18;Muy buena / Oso ona
10/04/2017;23:00;;;Sin datos / Daturik gabe;2;18;Muy buena / Oso ona
10/04/2017;22:00;;;Sin datos / Daturik gabe;7;17;Muy buena / Oso ona
10/04/2017;21:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona
10/04/2017;20:00;;;Sin datos / Daturik gabe;12;18;Muy buena / Oso ona
10/04/2017;19:00;1;9;Muy buena / Oso ona;11;21;Muy buena / Oso ona
10/04/2017;18:00;2;14;Muy buena / Oso ona;17;19;Muy buena / Oso ona
10/04/2017;17:00;1;11;Muy buena / Oso ona;13;22;Muy buena / Oso ona
10/04/2017;16:00;1;10;Muy buena / Oso ona;12;28;Muy buena / Oso ona
10/04/2017;15:00;2;14;Muy buena / Oso ona;17;28;Muy buena / Oso ona
10/04/2017;14:00;2;15;Muy buena / Oso ona;18;28;Muy buena / Oso ona
10/04/2017;13:00;4;17;Muy buena / Oso ona;23;30;Muy buena / Oso ona
10/04/2017;12:00;10;28;Muy buena / Oso ona;44;40;Muy buena / Oso ona
10/04/2017;11:00;16;35;Muy buena / Oso ona;60;39;Muy buena / Oso ona
10/04/2017;10:00;21;33;Muy buena / Oso ona;66;30;Muy buena / Oso ona
10/04/2017;09:00;33;31;Muy buena / Oso ona;82;27;Muy buena / Oso ona
10/04/2017;08:00;31;35;Muy buena / Oso ona;82;21;Muy buena / Oso ona
10/04/2017;07:00;25;38;Muy buena / Oso ona;77;21;Muy buena / Oso ona
10/04/2017;06:00;21;37;Muy buena / Oso ona;69;22;Muy buena / Oso ona
10/04/2017;05:00;14;34;Muy buena / Oso ona;56;20;Muy buena / Oso ona
10/04/2017;04:00;4;29;Muy buena / Oso ona;36;18;Muy buena / Oso ona
10/04/2017;03:00;3;35;Muy buena / Oso ona;40;18;Muy buena / Oso ona
10/04/2017;02:00;4;43;Muy buena / Oso ona;50;24;Muy buena / Oso ona
10/04/2017;01:00;5;30;Muy buena / Oso ona;37;19;Muy buena / Oso ona
09/04/2017;24:00;1;18;Muy buena / Oso ona;20;17;Muy buena / Oso ona
09/04/2017;23:00;1;25;Muy buena / Oso ona;28;20;Muy buena / Oso ona
09/04/2017;22:00;2;39;Muy buena / Oso ona;42;20;Muy buena / Oso ona
09/04/2017;21:00;1;68;Muy buena / Oso ona;71;32;Muy buena / Oso ona
09/04/2017;20:00;;;Sin datos / Daturik gabe;56;34;Muy buena / Oso ona
09/04/2017;19:00;;;Sin datos / Daturik gabe;27;23;Muy buena / Oso ona
09/04/2017;18:00;;;Sin datos / Daturik gabe;20;30;Muy buena / Oso ona
09/04/2017;17:00;;;Sin datos / Daturik gabe;16;34;Muy buena / Oso ona
09/04/2017;16:00;;;Sin datos / Daturik gabe;14;29;Muy buena / Oso ona
09/04/2017;15:00;;;Sin datos / Daturik gabe;13;39;Muy buena / Oso ona
09/04/2017;14:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona
09/04/2017;13:00;;;Sin datos / Daturik gabe;6;10;Muy buena / Oso ona
09/04/2017;12:00;;;Sin datos / Daturik gabe;8;11;Muy buena / Oso ona
09/04/2017;11:00;;;Sin datos / Daturik gabe;9;10;Muy buena / Oso ona
09/04/2017;10:00;2;13;Muy buena / Oso ona;15;4;Muy buena / Oso ona
09/04/2017;09:00;9;35;Muy buena / Oso ona;49;11;Muy buena / Oso ona
09/04/2017;08:00;19;47;Muy buena / Oso ona;75;16;Muy buena / Oso ona
09/04/2017;07:00;12;43;Muy buena / Oso ona;61;15;Muy buena / Oso ona
09/04/2017;06:00;6;46;Muy buena / Oso ona;55;14;Muy buena / Oso ona
09/04/2017;05:00;4;32;Muy buena / Oso ona;39;10;Muy buena / Oso ona
09/04/2017;04:00;2;29;Muy buena / Oso ona;32;11;Muy buena / Oso ona
09/04/2017;03:00;3;33;Muy buena / Oso ona;38;13;Muy buena / Oso ona
09/04/2017;02:00;2;21;Muy buena / Oso ona;24;11;Muy buena / Oso ona
09/04/2017;01:00;2;24;Muy buena / Oso ona;28;12;Muy buena / Oso ona
08/04/2017;24:00;5;37;Muy buena / Oso ona;44;12;Muy buena / Oso ona
08/04/2017;23:00;9;46;Muy buena / Oso ona;60;15;Muy buena / Oso ona
08/04/2017;22:00;8;41;Muy buena / Oso ona;54;17;Muy buena / Oso ona
08/04/2017;21:00;3;33;Muy buena / Oso ona;37;18;Muy buena / Oso ona
08/04/2017;20:00;5;55;Muy buena / Oso ona;63;20;Muy buena / Oso ona
08/04/2017;19:00;5;62;Muy buena / Oso ona;69;20;Muy buena / Oso ona
08/04/2017;18:00;;;Sin datos / Daturik gabe;32;18;Muy buena / Oso ona
08/04/2017;17:00;;;Sin datos / Daturik gabe;15;15;Muy buena / Oso ona
08/04/2017;16:00;;;Sin datos / Daturik gabe;9;11;Muy buena / Oso ona
08/04/2017;15:00;;;Sin datos / Daturik gabe;10;11;Muy buena / Oso ona
08/04/2017;14:00;;;Sin datos / Daturik gabe;10;9;Muy buena / Oso ona
08/04/2017;13:00;;;Sin datos / Daturik gabe;10;9;Muy buena / Oso ona
08/04/2017;12:00;1;13;Muy buena / Oso ona;15;10;Muy buena / Oso ona
08/04/2017;11:00;2;15;Muy buena / Oso ona;18;7;Muy buena / Oso ona
08/04/2017;10:00;6;20;Muy buena / Oso ona;28;8;Muy buena / Oso ona
08/04/2017;09:00;26;47;Muy buena / Oso ona;86;26;Muy buena / Oso ona
08/04/2017;08:00;27;35;Muy buena / Oso ona;77;25;Muy buena / Oso ona
08/04/2017;07:00;52;36;Muy buena / Oso ona;115;26;Muy buena / Oso ona
08/04/2017;06:00;36;28;Muy buena / Oso ona;83;18;Muy buena / Oso ona
08/04/2017;05:00;11;25;Muy buena / Oso ona;42;15;Muy buena / Oso ona
08/04/2017;04:00;6;23;Muy buena / Oso ona;32;19;Muy buena / Oso ona
08/04/2017;03:00;6;22;Muy buena / Oso ona;31;19;Muy buena / Oso ona
08/04/2017;02:00;6;24;Muy buena / Oso ona;33;16;Muy buena / Oso ona
08/04/2017;01:00;10;28;Muy buena / Oso ona;44;18;Muy buena / Oso ona
07/04/2017;24:00;4;25;Muy buena / Oso ona;30;19;Muy buena / Oso ona
07/04/2017;23:00;3;28;Muy buena / Oso ona;32;19;Muy buena / Oso ona
