Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
22/04/2017;15:00;2;15;Muy buena / Oso ona;18;21;Muy buena / Oso ona;7;Muy buena / Oso ona;312;29;1006,1;677,9;24,9;2,91
22/04/2017;14:00;1;5;Muy buena / Oso ona;7;11;Muy buena / Oso ona;4;Muy buena / Oso ona;329;24;1006,5;763,6;26,9;0,66
22/04/2017;13:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;5;Muy buena / Oso ona;273;25;1006,9;802,5;25,7;0,31
22/04/2017;12:00;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;4;Muy buena / Oso ona;201;26;1007,6;813,9;24,1;1,47
22/04/2017;11:00;1;10;Muy buena / Oso ona;11;9;Muy buena / Oso ona;5;Muy buena / Oso ona;184;28;1008,4;773,5;22;2,68
22/04/2017;10:00;2;11;Muy buena / Oso ona;13;7;Muy buena / Oso ona;8;Muy buena / Oso ona;174;30;1009,2;675,6;20;2,61
22/04/2017;09:00;2;13;Muy buena / Oso ona;16;4;Muy buena / Oso ona;10;Muy buena / Oso ona;139;32;1009,7;533,6;18,4;2,64
22/04/2017;08:00;1;13;Muy buena / Oso ona;14;4;Muy buena / Oso ona;8;Muy buena / Oso ona;129;35;1010,1;375,9;16,7;3,15
22/04/2017;07:00;2;19;Muy buena / Oso ona;22;7;Muy buena / Oso ona;9;Muy buena / Oso ona;120;38;1010,4;203,2;15,2;3,11
22/04/2017;06:00;1;19;Muy buena / Oso ona;20;12;Muy buena / Oso ona;10;Muy buena / Oso ona;112;38;1010,6;16,5;14,7;4,13
22/04/2017;05:00;1;23;Muy buena / Oso ona;24;49;Buena / Ona;16;Muy buena / Oso ona;118;41;1010,3;0,1;14,4;2,73
22/04/2017;04:00;1;42;Muy buena / Oso ona;43;68;Mejorable / Hobetzeko modukoa;32;Muy buena / Oso ona;172;51;1010,1;0,1;12,2;2,22
22/04/2017;03:00;2;45;Muy buena / Oso ona;48;65;Mejorable / Hobetzeko modukoa;25;Muy buena / Oso ona;173;57;1010,3;0,1;11,1;2,98
22/04/2017;02:00;4;55;Muy buena / Oso ona;61;80;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;176;59;1010,5;0,1;10,9;3,06
22/04/2017;01:00;6;55;Muy buena / Oso ona;64;64;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;167;61;1010,8;0,1;11,1;2,8
21/04/2017;24:00;2;50;Muy buena / Oso ona;52;62;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;166;62;1011;0,1;11,8;2,58
21/04/2017;23:00;2;60;Muy buena / Oso ona;63;56;Buena / Ona;5;Muy buena / Oso ona;171;56;1011,1;0,1;13,1;2,52
21/04/2017;22:00;3;67;Muy buena / Oso ona;72;49;Buena / Ona;7;Muy buena / Oso ona;169;51;1011,1;0,1;14,6;2,42
21/04/2017;21:00;1;50;Muy buena / Oso ona;51;27;Muy buena / Oso ona;4;Muy buena / Oso ona;142;43;1011,2;0,1;16,3;1,65
21/04/2017;20:00;1;44;Muy buena / Oso ona;45;25;Muy buena / Oso ona;3;Muy buena / Oso ona;146;38;1010,8;1;18,1;1,23
21/04/2017;19:00;1;11;Muy buena / Oso ona;12;25;Muy buena / Oso ona;3;Muy buena / Oso ona;108;32;1010,4;20,8;20,6;1,36
21/04/2017;18:00;1;9;Muy buena / Oso ona;10;19;Muy buena / Oso ona;3;Muy buena / Oso ona;90;31;1010,2;132,7;21,8;1,48
21/04/2017;17:00;1;10;Muy buena / Oso ona;11;20;Muy buena / Oso ona;3;Muy buena / Oso ona;67;32;1009,7;379,6;22;4,04
21/04/2017;16:00;1;9;Muy buena / Oso ona;10;22;Muy buena / Oso ona;4;Muy buena / Oso ona;65;31;1009,5;531,8;22,5;4,15
21/04/2017;15:00;1;9;Muy buena / Oso ona;10;21;Muy buena / Oso ona;4;Muy buena / Oso ona;67;30;1009,6;672,6;23;3,57
21/04/2017;14:00;1;7;Muy buena / Oso ona;8;13;Muy buena / Oso ona;3;Muy buena / Oso ona;114;27;1010,2;759,9;24;1,74
21/04/2017;13:00;1;6;Muy buena / Oso ona;8;14;Muy buena / Oso ona;3;Muy buena / Oso ona;115;28;1010,5;806,2;23;2,05
21/04/2017;12:00;2;11;Muy buena / Oso ona;13;20;Muy buena / Oso ona;5;Muy buena / Oso ona;127;29;1011,1;808;21,8;1,68
21/04/2017;11:00;3;18;Muy buena / Oso ona;23;19;Muy buena / Oso ona;10;Muy buena / Oso ona;215;34;1012,1;768,4;20,8;0,49
21/04/2017;10:00;5;22;Muy buena / Oso ona;30;18;Muy buena / Oso ona;15;Muy buena / Oso ona;133;37;1012,7;669,9;18,5;0,54
21/04/2017;09:00;27;46;Muy buena / Oso ona;88;31;Muy buena / Oso ona;24;Muy buena / Oso ona;137;46;1013,1;525,4;14,4;1,36
21/04/2017;08:00;72;60;Muy buena / Oso ona;169;45;Buena / Ona;22;Muy buena / Oso ona;148;66;1013,3;363,5;8,8;1,63
21/04/2017;07:00;39;56;Muy buena / Oso ona;115;15;Muy buena / Oso ona;6;Muy buena / Oso ona;156;74;1013,2;199,8;5,8;2,32
21/04/2017;06:00;27;56;Muy buena / Oso ona;97;30;Muy buena / Oso ona;3;Muy buena / Oso ona;143;80;1013,4;14,1;4,3;2,06
21/04/2017;05:00;15;54;Muy buena / Oso ona;76;30;Muy buena / Oso ona;3;Muy buena / Oso ona;142;79;1013,2;0,1;4,7;1,42
21/04/2017;04:00;6;50;Muy buena / Oso ona;58;31;Muy buena / Oso ona;3;Muy buena / Oso ona;143;77;1013,2;0,1;5,2;1,55
21/04/2017;03:00;6;56;Muy buena / Oso ona;64;41;Buena / Ona;4;Muy buena / Oso ona;125;75;1013,3;0,1;5,8;1,6
21/04/2017;02:00;8;53;Muy buena / Oso ona;64;41;Buena / Ona;4;Muy buena / Oso ona;143;73;1013,3;0,1;6,2;1,54
21/04/2017;01:00;2;37;Muy buena / Oso ona;40;40;Muy buena / Oso ona;3;Muy buena / Oso ona;152;72;1013,7;0,1;6,9;1,45
20/04/2017;24:00;1;37;Muy buena / Oso ona;39;38;Muy buena / Oso ona;4;Muy buena / Oso ona;148;68;1013,8;0,1;7,8;1,76
20/04/2017;23:00;2;50;Muy buena / Oso ona;52;41;Buena / Ona;5;Muy buena / Oso ona;138;67;1013,9;0,1;8,6;1,53
20/04/2017;22:00;1;56;Muy buena / Oso ona;57;35;Muy buena / Oso ona;2;Muy buena / Oso ona;128;64;1014;0,1;10,1;0,76
20/04/2017;21:00;1;35;Muy buena / Oso ona;36;22;Muy buena / Oso ona;2;Muy buena / Oso ona;18;58;1013,9;0,1;11,1;0,43
20/04/2017;20:00;1;22;Muy buena / Oso ona;23;23;Muy buena / Oso ona;2;Muy buena / Oso ona;16;50;1013,7;0,8;12,5;0,85
20/04/2017;19:00;1;9;Muy buena / Oso ona;10;22;Muy buena / Oso ona;2;Muy buena / Oso ona;56;42;1013,4;18,9;14,2;1,57
20/04/2017;18:00;1;6;Muy buena / Oso ona;8;16;Muy buena / Oso ona;2;Muy buena / Oso ona;71;35;1013,1;130,9;15,2;2,51
20/04/2017;17:00;1;8;Muy buena / Oso ona;9;13;Muy buena / Oso ona;2;Muy buena / Oso ona;65;31;1012,8;384,6;15,7;2,86
20/04/2017;16:00;1;7;Muy buena / Oso ona;8;11;Muy buena / Oso ona;2;Muy buena / Oso ona;69;34;1012,4;537,4;15,5;3,65
20/04/2017;15:00;1;6;Muy buena / Oso ona;8;13;Muy buena / Oso ona;2;Muy buena / Oso ona;70;37;1012,2;679;15,7;3,29
20/04/2017;14:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;2;Muy buena / Oso ona;58;39;1012,4;763,4;15,5;2,6
20/04/2017;13:00;1;8;Muy buena / Oso ona;9;15;Muy buena / Oso ona;2;Muy buena / Oso ona;39;42;1012,2;809,3;15;2,82
20/04/2017;12:00;1;8;Muy buena / Oso ona;10;13;Muy buena / Oso ona;3;Muy buena / Oso ona;45;40;1012,4;812,5;15,3;2,19
20/04/2017;11:00;1;10;Muy buena / Oso ona;12;17;Muy buena / Oso ona;3;Muy buena / Oso ona;84;36;1013;772,9;15,2;2,03
20/04/2017;10:00;15;35;Muy buena / Oso ona;58;21;Muy buena / Oso ona;6;Muy buena / Oso ona;278;43;1013,6;673,9;14,3;0,2
20/04/2017;09:00;38;55;Muy buena / Oso ona;113;24;Muy buena / Oso ona;11;Muy buena / Oso ona;320;50;1014,1;526,4;12,1;0,32
20/04/2017;08:00;70;63;Muy buena / Oso ona;171;16;Muy buena / Oso ona;8;Muy buena / Oso ona;90;63;1014,3;366,3;8,5;0,32
20/04/2017;07:00;47;60;Muy buena / Oso ona;131;9;Muy buena / Oso ona;3;Muy buena / Oso ona;167;71;1014;201,3;5,5;1,44
20/04/2017;06:00;41;61;Muy buena / Oso ona;124;42;Buena / Ona;2;Muy buena / Oso ona;159;76;1014,1;11,5;4,4;1,54
20/04/2017;05:00;18;65;Muy buena / Oso ona;92;39;Muy buena / Oso ona;2;Muy buena / Oso ona;164;70;1013,7;0,1;5,9;1,17
20/04/2017;04:00;3;34;Muy buena / Oso ona;38;23;Muy buena / Oso ona;2;Muy buena / Oso ona;84;57;1013,3;0,1;8,1;0,51
20/04/2017;03:00;1;7;Muy buena / Oso ona;8;14;Muy buena / Oso ona;1;Muy buena / Oso ona;61;47;1013,5;0,1;9,8;0,97
20/04/2017;02:00;1;5;Muy buena / Oso ona;7;12;Muy buena / Oso ona;2;Muy buena / Oso ona;70;44;1013,5;0,1;10,8;1,05
20/04/2017;01:00;1;15;Muy buena / Oso ona;17;17;Muy buena / Oso ona;2;Muy buena / Oso ona;28;49;1013,7;0,1;10,9;0,8
19/04/2017;24:00;1;46;Muy buena / Oso ona;47;13;Muy buena / Oso ona;1;Muy buena / Oso ona;155;72;1013,7;0,1;8,6;0,86
19/04/2017;23:00;1;43;Muy buena / Oso ona;44;53;Buena / Ona;2;Muy buena / Oso ona;142;71;1013,6;0,1;9;1,03
19/04/2017;22:00;1;38;Muy buena / Oso ona;39;18;Muy buena / Oso ona;2;Muy buena / Oso ona;96;64;1013,5;0,1;10,7;0,38
19/04/2017;21:00;1;20;Muy buena / Oso ona;21;37;Muy buena / Oso ona;2;Muy buena / Oso ona;2;61;1013,1;0,1;11,3;0,95
19/04/2017;20:00;1;19;Muy buena / Oso ona;20;38;Muy buena / Oso ona;2;Muy buena / Oso ona;8;56;1012,7;0,7;12,4;1,28
19/04/2017;19:00;1;8;Muy buena / Oso ona;9;27;Muy buena / Oso ona;2;Muy buena / Oso ona;41;48;1012,4;20,4;13,5;1,75
19/04/2017;18:00;1;5;Muy buena / Oso ona;7;16;Muy buena / Oso ona;1;Muy buena / Oso ona;59;40;1012,3;126,3;14,2;2,23
19/04/2017;17:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;1;Muy buena / Oso ona;27;40;1012,2;367,9;14,4;2,13
19/04/2017;16:00;1;8;Muy buena / Oso ona;9;10;Muy buena / Oso ona;2;Muy buena / Oso ona;27;41;1012,1;521;14,1;2,58
19/04/2017;15:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;2;Muy buena / Oso ona;50;41;1012;664,2;14,1;2,7
19/04/2017;14:00;1;7;Muy buena / Oso ona;9;12;Muy buena / Oso ona;2;Muy buena / Oso ona;42;42;1011,9;748,5;14,2;2,43
19/04/2017;13:00;1;6;Muy buena / Oso ona;8;11;Muy buena / Oso ona;2;Muy buena / Oso ona;55;37;1011,6;798,5;14,1;3,09
19/04/2017;12:00;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;1;Muy buena / Oso ona;65;36;1011,8;800,3;14,3;2,69
19/04/2017;11:00;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;1;Muy buena / Oso ona;54;38;1012,3;761;13,7;2,12
19/04/2017;10:00;1;10;Muy buena / Oso ona;11;9;Muy buena / Oso ona;2;Muy buena / Oso ona;84;42;1012,7;659,4;13,7;1,5
19/04/2017;09:00;1;7;Muy buena / Oso ona;9;13;Muy buena / Oso ona;2;Muy buena / Oso ona;59;49;1012,8;511,7;11,4;1,91
19/04/2017;08:00;6;23;Muy buena / Oso ona;32;26;Muy buena / Oso ona;2;Muy buena / Oso ona;10;55;1012,9;356,2;11,2;0,69
19/04/2017;07:00;44;75;Muy buena / Oso ona;142;44;Buena / Ona;3;Muy buena / Oso ona;30;65;1012,7;185,9;9,2;0,36
19/04/2017;06:00;32;74;Muy buena / Oso ona;123;77;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;78;65;1012,7;9,4;8,2;0,59
19/04/2017;05:00;6;51;Muy buena / Oso ona;60;39;Muy buena / Oso ona;2;Muy buena / Oso ona;15;56;1012,5;0,1;9,5;0,37
19/04/2017;04:00;1;17;Muy buena / Oso ona;18;15;Muy buena / Oso ona;1;Muy buena / Oso ona;354;49;1012,4;0,1;10,8;0,32
19/04/2017;03:00;1;4;Muy buena / Oso ona;6;14;Muy buena / Oso ona;1;Muy buena / Oso ona;80;46;1012,3;0,1;11,2;1,55
19/04/2017;02:00;1;6;Muy buena / Oso ona;8;19;Muy buena / Oso ona;2;Muy buena / Oso ona;72;50;1012,3;0,1;11,6;1,39
19/04/2017;01:00;1;5;Muy buena / Oso ona;7;13;Muy buena / Oso ona;2;Muy buena / Oso ona;58;49;1012,4;0,1;12,5;1,45
18/04/2017;24:00;1;12;Muy buena / Oso ona;14;12;Muy buena / Oso ona;1;Muy buena / Oso ona;64;53;1012,4;0,1;12,7;1,13
18/04/2017;23:00;1;17;Muy buena / Oso ona;18;19;Muy buena / Oso ona;1;Muy buena / Oso ona;24;69;1012,1;0,1;11,4;0,41
18/04/2017;22:00;1;12;Muy buena / Oso ona;13;19;Muy buena / Oso ona;1;Muy buena / Oso ona;349;69;1012,1;0,1;12;0,78
18/04/2017;21:00;1;15;Muy buena / Oso ona;16;19;Muy buena / Oso ona;2;Muy buena / Oso ona;30;66;1011,9;0,1;13;0,91
18/04/2017;20:00;1;9;Muy buena / Oso ona;10;16;Muy buena / Oso ona;2;Muy buena / Oso ona;44;62;1011,3;0,3;13,9;1,48
18/04/2017;19:00;1;6;Muy buena / Oso ona;8;20;Muy buena / Oso ona;2;Muy buena / Oso ona;33;60;1010,9;27,7;14,4;1,52
18/04/2017;18:00;1;10;Muy buena / Oso ona;11;18;Muy buena / Oso ona;2;Muy buena / Oso ona;25;58;1010,4;130,4;14,9;2,62
18/04/2017;17:00;1;9;Muy buena / Oso ona;11;25;Muy buena / Oso ona;2;Muy buena / Oso ona;40;59;1010;309,2;15,4;3,37
18/04/2017;16:00;1;6;Muy buena / Oso ona;8;15;Muy buena / Oso ona;2;Muy buena / Oso ona;46;54;1009,5;470,4;16,6;2,88
18/04/2017;15:00;2;5;Muy buena / Oso ona;8;12;Muy buena / Oso ona;3;Muy buena / Oso ona;35;52;1009;656,5;16,9;3,51
18/04/2017;14:00;2;10;Muy buena / Oso ona;14;14;Muy buena / Oso ona;3;Muy buena / Oso ona;27;57;1009,2;542,3;17,2;1,29
18/04/2017;13:00;4;20;Muy buena / Oso ona;26;26;Muy buena / Oso ona;3;Muy buena / Oso ona;326;69;1009,8;364,1;16;2,36
18/04/2017;12:00;2;14;Muy buena / Oso ona;17;19;Muy buena / Oso ona;4;Muy buena / Oso ona;5;66;1010,1;427,3;16,5;1,19
18/04/2017;11:00;6;26;Muy buena / Oso ona;36;27;Muy buena / Oso ona;5;Muy buena / Oso ona;5;68;1010,6;406,9;15,7;1,01
18/04/2017;10:00;28;57;Muy buena / Oso ona;100;43;Buena / Ona;5;Muy buena / Oso ona;330;67;1010,8;278,5;15,3;0,36
18/04/2017;09:00;40;55;Muy buena / Oso ona;115;44;Buena / Ona;6;Muy buena / Oso ona;143;74;1010,6;209;13,3;0,53
18/04/2017;08:00;51;53;Muy buena / Oso ona;131;51;Buena / Ona;5;Muy buena / Oso ona;161;81;1010,4;148;10,8;1,6
18/04/2017;07:00;64;52;Muy buena / Oso ona;150;46;Buena / Ona;4;Muy buena / Oso ona;132;84;1010,4;51,1;9,7;0,83
18/04/2017;06:00;35;49;Muy buena / Oso ona;102;40;Muy buena / Oso ona;3;Muy buena / Oso ona;150;87;1010,1;3,8;8,8;1,43
18/04/2017;05:00;18;44;Muy buena / Oso ona;71;26;Muy buena / Oso ona;3;Muy buena / Oso ona;170;89;1009,8;0,1;8,5;0,97
18/04/2017;04:00;5;36;Muy buena / Oso ona;43;32;Muy buena / Oso ona;2;Muy buena / Oso ona;159;91;1009,6;0,1;8,5;1,28
18/04/2017;03:00;3;33;Muy buena / Oso ona;37;39;Muy buena / Oso ona;2;Muy buena / Oso ona;158;88;1009,6;0,1;8,9;1,57
18/04/2017;02:00;3;35;Muy buena / Oso ona;40;34;Muy buena / Oso ona;2;Muy buena / Oso ona;153;86;1010;0,1;9,3;1,49
18/04/2017;01:00;4;37;Muy buena / Oso ona;42;27;Muy buena / Oso ona;2;Muy buena / Oso ona;157;84;1010,5;0,1;10;1,4
17/04/2017;24:00;1;29;Muy buena / Oso ona;30;34;Muy buena / Oso ona;2;Muy buena / Oso ona;149;83;1010,7;0,1;10,7;1,32
17/04/2017;23:00;1;34;Muy buena / Oso ona;35;46;Buena / Ona;2;Muy buena / Oso ona;158;79;1010,7;0,1;11,6;0,94
17/04/2017;22:00;1;22;Muy buena / Oso ona;23;16;Muy buena / Oso ona;2;Muy buena / Oso ona;108;73;1010,7;0,1;12,9;0,52
17/04/2017;21:00;1;13;Muy buena / Oso ona;14;13;Muy buena / Oso ona;2;Muy buena / Oso ona;143;68;1010,4;0,1;13,8;0,19
17/04/2017;20:00;1;10;Muy buena / Oso ona;11;16;Muy buena / Oso ona;2;Muy buena / Oso ona;242;65;1009,5;0,4;14,3;0,53
17/04/2017;19:00;1;3;Muy buena / Oso ona;5;23;Muy buena / Oso ona;2;Muy buena / Oso ona;43;61;1008,7;20,8;14,9;3,28
17/04/2017;18:00;1;3;Muy buena / Oso ona;5;21;Muy buena / Oso ona;2;Muy buena / Oso ona;48;58;1008,2;123,1;16,3;3,61
17/04/2017;17:00;1;3;Muy buena / Oso ona;5;22;Muy buena / Oso ona;2;Muy buena / Oso ona;45;55;1007,8;352,7;17,7;2,67
17/04/2017;16:00;1;4;Muy buena / Oso ona;6;23;Muy buena / Oso ona;2;Muy buena / Oso ona;31;53;1007,4;504,5;18,4;2,98
17/04/2017;15:00;1;4;Muy buena / Oso ona;6;24;Muy buena / Oso ona;3;Muy buena / Oso ona;35;51;1007,1;646,2;19,2;2,66
17/04/2017;14:00;1;4;Muy buena / Oso ona;6;24;Muy buena / Oso ona;3;Muy buena / Oso ona;27;52;1007,3;711,4;19,4;2,04
17/04/2017;13:00;1;7;Muy buena / Oso ona;9;31;Muy buena / Oso ona;4;Muy buena / Oso ona;336;56;1007,3;682,5;19,2;2,41
17/04/2017;12:00;1;3;Muy buena / Oso ona;5;28;Muy buena / Oso ona;4;Muy buena / Oso ona;44;52;1007,2;769,1;19,6;1,62
17/04/2017;11:00;2;7;Muy buena / Oso ona;10;22;Muy buena / Oso ona;6;Muy buena / Oso ona;21;55;1007,7;720,1;19,2;0,43
17/04/2017;10:00;5;17;Muy buena / Oso ona;25;26;Muy buena / Oso ona;9;Muy buena / Oso ona;329;60;1008,2;647,5;17,4;0,57
17/04/2017;09:00;17;31;Muy buena / Oso ona;56;23;Muy buena / Oso ona;10;Muy buena / Oso ona;81;67;1008,6;492;15,3;0,46
17/04/2017;08:00;26;28;Muy buena / Oso ona;67;8;Muy buena / Oso ona;6;Muy buena / Oso ona;98;83;1009;327,7;11;0,68
17/04/2017;07:00;19;26;Muy buena / Oso ona;54;13;Muy buena / Oso ona;4;Muy buena / Oso ona;141;88;1009,1;150,7;9,2;1,28
17/04/2017;06:00;20;33;Muy buena / Oso ona;63;27;Muy buena / Oso ona;3;Muy buena / Oso ona;113;91;1009,3;9,4;8,6;1,52
17/04/2017;05:00;7;36;Muy buena / Oso ona;46;31;Muy buena / Oso ona;3;Muy buena / Oso ona;144;88;1009,3;0,1;9,3;1,42
17/04/2017;04:00;4;31;Muy buena / Oso ona;38;35;Muy buena / Oso ona;3;Muy buena / Oso ona;153;87;1009,4;0,1;9,5;1,78
17/04/2017;03:00;4;29;Muy buena / Oso ona;36;34;Muy buena / Oso ona;3;Muy buena / Oso ona;160;86;1009,9;0,1;9,3;2,23
17/04/2017;02:00;2;25;Muy buena / Oso ona;27;34;Muy buena / Oso ona;2;Muy buena / Oso ona;156;88;1010,3;0,1;9,3;1,78
17/04/2017;01:00;1;18;Muy buena / Oso ona;19;16;Muy buena / Oso ona;2;Muy buena / Oso ona;147;87;1011;0,1;10;1,22
16/04/2017;24:00;1;21;Muy buena / Oso ona;22;13;Muy buena / Oso ona;1;Muy buena / Oso ona;148;85;1011,3;0,1;10,8;1,2
16/04/2017;23:00;1;14;Muy buena / Oso ona;15;13;Muy buena / Oso ona;1;Muy buena / Oso ona;88;79;1011,5;0,1;11,8;0,62
16/04/2017;22:00;1;18;Muy buena / Oso ona;19;11;Muy buena / Oso ona;2;Muy buena / Oso ona;148;75;1011,5;0,1;12,8;0,3
16/04/2017;21:00;1;12;Muy buena / Oso ona;13;12;Muy buena / Oso ona;1;Muy buena / Oso ona;120;72;1011,4;0,1;13,2;0,63
16/04/2017;20:00;1;14;Muy buena / Oso ona;15;18;Muy buena / Oso ona;2;Muy buena / Oso ona;342;68;1010,9;0,4;14,2;0,34
16/04/2017;19:00;1;5;Muy buena / Oso ona;7;19;Muy buena / Oso ona;2;Muy buena / Oso ona;71;62;1010,8;26;15,7;1,12
16/04/2017;18:00;1;2;Muy buena / Oso ona;4;10;Muy buena / Oso ona;2;Muy buena / Oso ona;50;58;1010,9;140,1;16,8;1,99
16/04/2017;17:00;1;3;Muy buena / Oso ona;5;6;Muy buena / Oso ona;2;Muy buena / Oso ona;45;56;1010,6;403,5;17,7;2,1
16/04/2017;16:00;1;3;Muy buena / Oso ona;5;8;Muy buena / Oso ona;3;Muy buena / Oso ona;50;57;1010,5;534,2;17,8;2,61
16/04/2017;15:00;1;4;Muy buena / Oso ona;6;9;Muy buena / Oso ona;3;Muy buena / Oso ona;51;57;1010,8;534,7;17,7;2,68
16/04/2017;14:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;3;Muy buena / Oso ona;28;56;1011,3;580,4;17,9;2,31
16/04/2017;13:00;1;3;Muy buena / Oso ona;5;6;Muy buena / Oso ona;3;Muy buena / Oso ona;38;54;1011,5;704;18,5;1,22
16/04/2017;12:00;1;4;Muy buena / Oso ona;6;3;Muy buena / Oso ona;4;Muy buena / Oso ona;135;54;1011,8;732,3;18,7;0,34
16/04/2017;11:00;1;6;Muy buena / Oso ona;8;3;Muy buena / Oso ona;5;Muy buena / Oso ona;103;59;1012,4;693,7;16,4;1,47
16/04/2017;10:00;5;15;Muy buena / Oso ona;22;10;Muy buena / Oso ona;7;Muy buena / Oso ona;161;66;1013,4;446,8;14,8;1,3
16/04/2017;09:00;10;28;Muy buena / Oso ona;43;37;Muy buena / Oso ona;5;Muy buena / Oso ona;104;76;1014;286,7;13,4;0,29
16/04/2017;08:00;10;27;Muy buena / Oso ona;43;26;Muy buena / Oso ona;2;Muy buena / Oso ona;156;86;1014,3;171,2;10,7;1,12
16/04/2017;07:00;9;26;Muy buena / Oso ona;40;17;Muy buena / Oso ona;1;Muy buena / Oso ona;143;91;1014,5;59,7;8,9;1,35
16/04/2017;06:00;3;22;Muy buena / Oso ona;26;15;Muy buena / Oso ona;1;Muy buena / Oso ona;127;92;1014,3;8,6;8,9;1,17
16/04/2017;05:00;1;22;Muy buena / Oso ona;23;13;Muy buena / Oso ona;1;Muy buena / Oso ona;100;90;1014,1;0,1;9,5;0,88
16/04/2017;04:00;1;10;Muy buena / Oso ona;11;15;Muy buena / Oso ona;1;Muy buena / Oso ona;115;90;1014;0,2;10,1;0,78
16/04/2017;03:00;1;11;Muy buena / Oso ona;12;16;Muy buena / Oso ona;1;Muy buena / Oso ona;138;89;1014,1;0,2;10,8;1,05
16/04/2017;02:00;1;4;Muy buena / Oso ona;6;14;Muy buena / Oso ona;1;Muy buena / Oso ona;98;83;1014,6;0,2;12,1;0,84
16/04/2017;01:00;1;2;Muy buena / Oso ona;4;11;Muy buena / Oso ona;1;Muy buena / Oso ona;73;77;1015,3;0,2;13,2;0,76
15/04/2017;24:00;1;5;Muy buena / Oso ona;7;11;Muy buena / Oso ona;1;Muy buena / Oso ona;26;78;1015,1;0,2;13,3;0,53
15/04/2017;23:00;1;8;Muy buena / Oso ona;9;13;Muy buena / Oso ona;1;Muy buena / Oso ona;2;79;1014,8;0,2;13,1;0,53
15/04/2017;22:00;1;7;Muy buena / Oso ona;8;14;Muy buena / Oso ona;1;Muy buena / Oso ona;27;79;1014,5;0,2;13;0,84
15/04/2017;21:00;1;9;Muy buena / Oso ona;10;14;Muy buena / Oso ona;1;Muy buena / Oso ona;31;77;1014,5;0,2;13,2;1,1
15/04/2017;20:00;1;9;Muy buena / Oso ona;10;13;Muy buena / Oso ona;1;Muy buena / Oso ona;8;74;1014;0,3;13,5;0,98
15/04/2017;19:00;1;8;Muy buena / Oso ona;9;17;Muy buena / Oso ona;1;Muy buena / Oso ona;341;71;1013,6;21,5;13,8;1,96
15/04/2017;18:00;1;5;Muy buena / Oso ona;7;23;Muy buena / Oso ona;2;Muy buena / Oso ona;356;69;1013,2;99,8;14,3;2,12
15/04/2017;17:00;1;5;Muy buena / Oso ona;7;10;Muy buena / Oso ona;1;Muy buena / Oso ona;333;63;1012,4;368,7;15,6;2,33
15/04/2017;16:00;1;5;Muy buena / Oso ona;7;7;Muy buena / Oso ona;2;Muy buena / Oso ona;321;65;1012;504,8;15,6;3,09
15/04/2017;15:00;1;5;Muy buena / Oso ona;7;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;329;65;1011,7;633,9;16;3,12
15/04/2017;14:00;1;4;Muy buena / Oso ona;6;9;Muy buena / Oso ona;2;Muy buena / Oso ona;335;70;1012,1;459,1;15,4;2,76
15/04/2017;13:00;1;4;Muy buena / Oso ona;6;22;Muy buena / Oso ona;2;Muy buena / Oso ona;342;73;1012,4;258,5;14,9;3,35
15/04/2017;12:00;1;7;Muy buena / Oso ona;9;19;Muy buena / Oso ona;3;Muy buena / Oso ona;342;66;1011,8;378,6;15,9;3,29
15/04/2017;11:00;2;11;Muy buena / Oso ona;14;18;Muy buena / Oso ona;3;Muy buena / Oso ona;341;66;1011,6;455;16,2;2,04
15/04/2017;10:00;4;18;Muy buena / Oso ona;24;26;Muy buena / Oso ona;4;Muy buena / Oso ona;335;70;1011,4;424,1;15,5;2,03
15/04/2017;09:00;12;33;Muy buena / Oso ona;51;27;Muy buena / Oso ona;2;Muy buena / Oso ona;321;72;1011,1;325,5;15,2;0,26
15/04/2017;08:00;7;33;Muy buena / Oso ona;43;29;Muy buena / Oso ona;1;Muy buena / Oso ona;77;79;1011,1;81,2;13,4;0,41
15/04/2017;07:00;5;31;Muy buena / Oso ona;38;20;Muy buena / Oso ona;1;Muy buena / Oso ona;68;81;1010,8;31,8;12,9;0,46
15/04/2017;06:00;1;28;Muy buena / Oso ona;29;22;Muy buena / Oso ona;1;Muy buena / Oso ona;130;82;1010,3;2,1;12,4;0,51
15/04/2017;05:00;2;27;Muy buena / Oso ona;29;22;Muy buena / Oso ona;1;Muy buena / Oso ona;154;83;1010,1;0,2;12,3;0,75
