Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
21/10/2017;23:00;1;17;Muy buena / Oso ona;18;24;Muy buena / Oso ona;3;Muy buena / Oso ona;318;65;1016,2;0,1;15,4;2,1
21/10/2017;22:00;1;21;Muy buena / Oso ona;22;24;Muy buena / Oso ona;3;Muy buena / Oso ona;309;64;1015,8;0,1;15,7;2,34
21/10/2017;21:00;1;21;Muy buena / Oso ona;22;23;Muy buena / Oso ona;3;Muy buena / Oso ona;311;63;1015,5;0,1;15,8;2,97
21/10/2017;20:00;1;16;Muy buena / Oso ona;17;27;Muy buena / Oso ona;3;Muy buena / Oso ona;320;63;1015,5;0,1;16,2;2,61
21/10/2017;19:00;1;19;Muy buena / Oso ona;20;24;Muy buena / Oso ona;3;Muy buena / Oso ona;321;61;1015,2;0,1;16,3;3,22
21/10/2017;18:00;1;19;Muy buena / Oso ona;20;28;Muy buena / Oso ona;3;Muy buena / Oso ona;330;61;1014,6;1,7;16,5;2,5
21/10/2017;17:00;1;10;Muy buena / Oso ona;11;32;Muy buena / Oso ona;3;Muy buena / Oso ona;335;66;1014,2;15,6;16,4;3,21
21/10/2017;16:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;3;Muy buena / Oso ona;329;60;1013,4;126,2;17,1;4,89
21/10/2017;15:00;1;6;Muy buena / Oso ona;8;28;Muy buena / Oso ona;3;Muy buena / Oso ona;334;65;1012,8;205,2;17;5,11
21/10/2017;14:00;1;6;Muy buena / Oso ona;8;27;Muy buena / Oso ona;3;Muy buena / Oso ona;338;64;1012,5;241,7;17,3;3,78
21/10/2017;13:00;1;9;Muy buena / Oso ona;10;24;Muy buena / Oso ona;3;Muy buena / Oso ona;339;60;1012,1;212,5;17,8;4,21
21/10/2017;12:00;4;16;Muy buena / Oso ona;21;10;Muy buena / Oso ona;3;Muy buena / Oso ona;331;60;1012,2;308,2;18,6;1,39
21/10/2017;11:00;5;23;Muy buena / Oso ona;30;13;Muy buena / Oso ona;3;Muy buena / Oso ona;153;78;1012,4;242,2;16,9;1,2
21/10/2017;10:00;6;29;Muy buena / Oso ona;37;16;Muy buena / Oso ona;2;Muy buena / Oso ona;158;86;1012,1;180,3;15,5;2,03
21/10/2017;09:00;3;30;Muy buena / Oso ona;34;17;Muy buena / Oso ona;3;Muy buena / Oso ona;140;85;1011,9;58,9;15,1;1,18
21/10/2017;08:00;1;18;Muy buena / Oso ona;19;12;Muy buena / Oso ona;2;Muy buena / Oso ona;338;84;1011,4;17,5;14,9;1,49
21/10/2017;07:00;1;14;Muy buena / Oso ona;15;16;Muy buena / Oso ona;3;Muy buena / Oso ona;331;90;1010,7;2,9;14,8;2,84
21/10/2017;06:00;1;11;Muy buena / Oso ona;12;17;Muy buena / Oso ona;3;Muy buena / Oso ona;333;87;1009,7;0,1;15,7;3,5
21/10/2017;05:00;1;8;Muy buena / Oso ona;9;16;Muy buena / Oso ona;3;Muy buena / Oso ona;339;80;1008,8;0,1;17,1;3,81
21/10/2017;04:00;1;7;Muy buena / Oso ona;8;21;Muy buena / Oso ona;2;Muy buena / Oso ona;333;82;1008;0,1;17,5;3,57
21/10/2017;03:00;1;4;Muy buena / Oso ona;6;43;Buena / Ona;3;Muy buena / Oso ona;353;84;1007,3;0,1;17,8;4,28
21/10/2017;02:00;1;3;Muy buena / Oso ona;5;47;Buena / Ona;3;Muy buena / Oso ona;331;70;1006,1;0,1;20,9;2,78
21/10/2017;01:00;1;3;Muy buena / Oso ona;5;4;Muy buena / Oso ona;3;Muy buena / Oso ona;242;54;1004,4;0,1;23,9;2,66
20/10/2017;24:00;1;9;Muy buena / Oso ona;11;13;Muy buena / Oso ona;3;Muy buena / Oso ona;215;55;1003,9;0,1;23,7;3,05
20/10/2017;23:00;1;20;Muy buena / Oso ona;21;37;Muy buena / Oso ona;3;Muy buena / Oso ona;175;54;1003,8;0,1;22,5;1,36
20/10/2017;22:00;1;24;Muy buena / Oso ona;26;33;Muy buena / Oso ona;3;Muy buena / Oso ona;107;50;1003,7;0,1;22,6;0,93
20/10/2017;21:00;5;51;Muy buena / Oso ona;58;26;Muy buena / Oso ona;3;Muy buena / Oso ona;115;51;1003,7;0,1;21,7;1,45
20/10/2017;20:00;8;59;Muy buena / Oso ona;71;29;Muy buena / Oso ona;3;Muy buena / Oso ona;146;54;1003,7;0,1;20,9;2,1
20/10/2017;19:00;10;65;Muy buena / Oso ona;79;40;Muy buena / Oso ona;3;Muy buena / Oso ona;140;53;1003,9;0,1;21,5;1,65
20/10/2017;18:00;28;71;Muy buena / Oso ona;114;42;Buena / Ona;4;Muy buena / Oso ona;132;49;1003,7;3,7;23,1;0,84
20/10/2017;17:00;2;29;Muy buena / Oso ona;31;16;Muy buena / Oso ona;4;Muy buena / Oso ona;211;40;1003,6;42;26;0,97
20/10/2017;16:00;6;31;Muy buena / Oso ona;40;20;Muy buena / Oso ona;4;Muy buena / Oso ona;265;43;1003,6;178,4;26;0,83
20/10/2017;15:00;4;16;Muy buena / Oso ona;22;4;Muy buena / Oso ona;4;Muy buena / Oso ona;239;42;1003,5;308,6;26;1,58
20/10/2017;14:00;2;9;Muy buena / Oso ona;12;3;Muy buena / Oso ona;4;Muy buena / Oso ona;221;42;1003,4;413,5;25,5;1,94
20/10/2017;13:00;1;6;Muy buena / Oso ona;8;6;Muy buena / Oso ona;3;Muy buena / Oso ona;265;47;1003,4;481,7;24,6;1,83
20/10/2017;12:00;4;13;Muy buena / Oso ona;20;7;Muy buena / Oso ona;4;Muy buena / Oso ona;247;53;1003,9;442;23,3;1,36
20/10/2017;11:00;13;24;Muy buena / Oso ona;43;16;Muy buena / Oso ona;3;Muy buena / Oso ona;194;60;1004,1;439,5;21,9;0,37
20/10/2017;10:00;57;44;Muy buena / Oso ona;132;17;Muy buena / Oso ona;4;Muy buena / Oso ona;150;71;1004,4;307,9;18,4;1,29
20/10/2017;09:00;64;46;Muy buena / Oso ona;144;29;Muy buena / Oso ona;4;Muy buena / Oso ona;168;75;1005,1;112,3;16;2,07
20/10/2017;08:00;98;55;Muy buena / Oso ona;204;30;Muy buena / Oso ona;4;Muy buena / Oso ona;177;78;1004,9;49,9;15;2,63
20/10/2017;07:00;64;52;Muy buena / Oso ona;150;34;Muy buena / Oso ona;3;Muy buena / Oso ona;176;75;1004,6;4,3;15,1;2,26
20/10/2017;06:00;23;46;Muy buena / Oso ona;80;31;Muy buena / Oso ona;3;Muy buena / Oso ona;168;72;1004;0,1;15,5;2,49
20/10/2017;05:00;14;45;Muy buena / Oso ona;65;29;Muy buena / Oso ona;3;Muy buena / Oso ona;152;70;1003,5;0,1;16;1,59
20/10/2017;04:00;5;37;Muy buena / Oso ona;44;18;Muy buena / Oso ona;3;Muy buena / Oso ona;150;70;1003,2;0,1;16;1,74
20/10/2017;03:00;2;30;Muy buena / Oso ona;33;20;Muy buena / Oso ona;3;Muy buena / Oso ona;161;70;1003,1;0,1;16;1,82
20/10/2017;02:00;2;31;Muy buena / Oso ona;33;23;Muy buena / Oso ona;3;Muy buena / Oso ona;152;68;1002,7;0,1;16,2;2,29
20/10/2017;01:00;2;32;Muy buena / Oso ona;35;26;Muy buena / Oso ona;3;Muy buena / Oso ona;142;67;1002,8;0,1;16,6;1,57
19/10/2017;24:00;5;39;Muy buena / Oso ona;45;22;Muy buena / Oso ona;3;Muy buena / Oso ona;123;63;1002,6;0,1;17,4;0,9
19/10/2017;23:00;1;35;Muy buena / Oso ona;37;15;Muy buena / Oso ona;3;Muy buena / Oso ona;130;58;1001,8;0,1;17,8;1,78
19/10/2017;22:00;2;35;Muy buena / Oso ona;38;13;Muy buena / Oso ona;3;Muy buena / Oso ona;140;59;1001,3;0,1;17,5;2,34
19/10/2017;21:00;4;38;Muy buena / Oso ona;44;10;Muy buena / Oso ona;2;Muy buena / Oso ona;128;63;1000,7;0,1;17;2,3
19/10/2017;20:00;15;56;Muy buena / Oso ona;79;16;Muy buena / Oso ona;3;Muy buena / Oso ona;168;72;1000,1;0,1;16;2,18
19/10/2017;19:00;8;47;Muy buena / Oso ona;59;22;Muy buena / Oso ona;3;Muy buena / Oso ona;159;71;999,7;0,1;16,7;2,01
19/10/2017;18:00;13;60;Muy buena / Oso ona;79;30;Muy buena / Oso ona;3;Muy buena / Oso ona;160;66;999,2;2,7;18,2;1,43
19/10/2017;17:00;8;45;Muy buena / Oso ona;56;16;Muy buena / Oso ona;3;Muy buena / Oso ona;169;52;998,7;53,1;21,1;0,51
19/10/2017;16:00;2;12;Muy buena / Oso ona;15;7;Muy buena / Oso ona;3;Muy buena / Oso ona;135;49;998,2;156,7;21,4;1,76
19/10/2017;15:00;3;14;Muy buena / Oso ona;18;4;Muy buena / Oso ona;3;Muy buena / Oso ona;209;49;997,8;264,4;21,9;0,82
19/10/2017;14:00;2;12;Muy buena / Oso ona;15;10;Muy buena / Oso ona;3;Muy buena / Oso ona;84;58;998,1;284,9;20,8;1,35
19/10/2017;13:00;3;10;Muy buena / Oso ona;14;5;Muy buena / Oso ona;3;Muy buena / Oso ona;124;59;997,9;439,3;20,5;1,34
19/10/2017;12:00;4;11;Muy buena / Oso ona;17;7;Muy buena / Oso ona;3;Muy buena / Oso ona;166;61;998,7;466,7;19,2;2,05
19/10/2017;11:00;7;17;Muy buena / Oso ona;27;9;Muy buena / Oso ona;3;Muy buena / Oso ona;175;68;999,4;429,8;17,7;2,52
19/10/2017;10:00;20;34;Muy buena / Oso ona;64;8;Muy buena / Oso ona;3;Muy buena / Oso ona;171;78;999,4;357,2;16,3;1,3
19/10/2017;09:00;20;35;Muy buena / Oso ona;66;14;Muy buena / Oso ona;3;Muy buena / Oso ona;161;86;999,2;242,6;13,9;2,21
19/10/2017;08:00;41;45;Muy buena / Oso ona;108;17;Muy buena / Oso ona;3;Muy buena / Oso ona;166;91;999,5;95,3;13;1,41
19/10/2017;07:00;14;43;Muy buena / Oso ona;64;19;Muy buena / Oso ona;3;Muy buena / Oso ona;162;94;999,6;4,3;12,2;2,76
19/10/2017;06:00;17;42;Muy buena / Oso ona;68;15;Muy buena / Oso ona;3;Muy buena / Oso ona;142;94;999,3;0,1;12,7;2,02
19/10/2017;05:00;3;33;Muy buena / Oso ona;37;13;Muy buena / Oso ona;3;Muy buena / Oso ona;133;93;999,2;0,1;13;1,43
19/10/2017;04:00;2;25;Muy buena / Oso ona;28;14;Muy buena / Oso ona;3;Muy buena / Oso ona;119;91;999,2;0,1;13,3;1,41
19/10/2017;03:00;1;13;Muy buena / Oso ona;14;16;Muy buena / Oso ona;2;Muy buena / Oso ona;146;90;999,2;0,1;13,3;1,77
19/10/2017;02:00;1;15;Muy buena / Oso ona;16;15;Muy buena / Oso ona;3;Muy buena / Oso ona;159;91;999,2;0,1;13,3;2,21
19/10/2017;01:00;1;15;Muy buena / Oso ona;16;18;Muy buena / Oso ona;3;Muy buena / Oso ona;141;92;999,2;0,1;13,5;1,64
18/10/2017;24:00;2;29;Muy buena / Oso ona;32;13;Muy buena / Oso ona;3;Muy buena / Oso ona;145;91;999,2;0,1;13,7;1,51
18/10/2017;23:00;2;34;Muy buena / Oso ona;37;13;Muy buena / Oso ona;3;Muy buena / Oso ona;164;92;999,4;0,1;14;1,1
18/10/2017;22:00;2;36;Muy buena / Oso ona;38;14;Muy buena / Oso ona;3;Muy buena / Oso ona;162;91;999,5;0,1;14,3;1,24
18/10/2017;21:00;2;35;Muy buena / Oso ona;38;14;Muy buena / Oso ona;3;Muy buena / Oso ona;59;92;999,1;0,1;14,7;0,33
18/10/2017;20:00;1;30;Muy buena / Oso ona;31;11;Muy buena / Oso ona;3;Muy buena / Oso ona;337;92;998,8;0,1;14,3;0,85
18/10/2017;19:00;3;35;Muy buena / Oso ona;39;16;Muy buena / Oso ona;3;Muy buena / Oso ona;345;92;998,5;0,1;13,9;1,08
18/10/2017;18:00;4;40;Muy buena / Oso ona;46;24;Muy buena / Oso ona;2;Muy buena / Oso ona;336;88;998;2,7;14,9;2,16
18/10/2017;17:00;24;56;Muy buena / Oso ona;92;45;Buena / Ona;3;Muy buena / Oso ona;56;87;997,7;23,9;16;0,47
18/10/2017;16:00;11;48;Muy buena / Oso ona;64;30;Muy buena / Oso ona;3;Muy buena / Oso ona;85;86;997,5;49,2;16;0,65
18/10/2017;15:00;7;34;Muy buena / Oso ona;44;22;Muy buena / Oso ona;3;Muy buena / Oso ona;36;87;997,5;94,8;15,6;0,42
18/10/2017;14:00;7;39;Muy buena / Oso ona;50;25;Muy buena / Oso ona;3;Muy buena / Oso ona;96;91;997,3;111,2;14,8;0,44
18/10/2017;13:00;24;58;Muy buena / Oso ona;95;29;Muy buena / Oso ona;3;Muy buena / Oso ona;96;94;997,4;131;14,5;0,69
18/10/2017;12:00;19;55;Muy buena / Oso ona;84;42;Buena / Ona;3;Muy buena / Oso ona;217;90;998,2;83,1;14,8;0,41
18/10/2017;11:00;46;66;Muy buena / Oso ona;137;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;64;81;998,2;66,7;16,8;0,47
18/10/2017;10:00;67;72;Muy buena / Oso ona;174;83;Mejorable / Hobetzeko modukoa;5;Muy buena / Oso ona;141;69;998,1;67,8;17,6;1,18
18/10/2017;09:00;67;68;Muy buena / Oso ona;170;67;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;159;74;998,6;98,4;16,6;1,87
18/10/2017;08:00;75;68;Muy buena / Oso ona;182;61;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;143;77;998,6;57,9;15,7;2,01
18/10/2017;07:00;74;65;Muy buena / Oso ona;178;53;Buena / Ona;4;Muy buena / Oso ona;136;79;998,7;6,2;15,5;2,05
18/10/2017;06:00;46;57;Muy buena / Oso ona;127;40;Muy buena / Oso ona;3;Muy buena / Oso ona;156;81;999,2;0,1;15,6;2,2
18/10/2017;05:00;29;45;Muy buena / Oso ona;88;45;Buena / Ona;3;Muy buena / Oso ona;152;84;999,5;0,1;15,6;2,01
18/10/2017;04:00;7;31;Muy buena / Oso ona;42;43;Buena / Ona;3;Muy buena / Oso ona;143;90;999,8;0,1;15,6;1,95
18/10/2017;03:00;4;25;Muy buena / Oso ona;31;51;Buena / Ona;3;Muy buena / Oso ona;126;91;1000,3;0,1;16,3;1,04
18/10/2017;02:00;5;28;Muy buena / Oso ona;35;78;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;147;92;1000,7;0,1;16,9;1,2
18/10/2017;01:00;5;34;Muy buena / Oso ona;41;78;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;167;92;1001,2;0,1;17,4;1,63
17/10/2017;24:00;4;35;Muy buena / Oso ona;41;80;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;157;92;1001,6;0,1;17,6;1,67
17/10/2017;23:00;3;25;Muy buena / Oso ona;29;78;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;143;91;1002,4;0,1;17,9;0,34
17/10/2017;22:00;2;30;Muy buena / Oso ona;33;80;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;62;92;1002,7;0,1;17,8;0,43
17/10/2017;21:00;2;28;Muy buena / Oso ona;31;87;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;87;91;1002,8;0,1;18;0,47
17/10/2017;20:00;2;30;Muy buena / Oso ona;33;97;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;348;92;1002,9;0,1;18,1;0,69
17/10/2017;19:00;2;30;Muy buena / Oso ona;33;90;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;324;91;1003;0,1;18;1,12
17/10/2017;18:00;2;21;Muy buena / Oso ona;23;72;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;324;90;1003,1;1,6;18,2;2,05
17/10/2017;17:00;3;27;Muy buena / Oso ona;30;97;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;323;85;1002,7;35,7;19,1;2,54
17/10/2017;16:00;5;39;Muy buena / Oso ona;46;65;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;322;64;1002;71,9;22,2;2,15
17/10/2017;15:00;2;24;Muy buena / Oso ona;27;33;Muy buena / Oso ona;3;Muy buena / Oso ona;115;49;1001,9;94,9;24,6;1,83
17/10/2017;14:00;3;15;Muy buena / Oso ona;19;28;Muy buena / Oso ona;3;Muy buena / Oso ona;131;48;1001,8;212,9;24,6;3,75
17/10/2017;13:00;2;15;Muy buena / Oso ona;18;29;Muy buena / Oso ona;3;Muy buena / Oso ona;129;49;1002,6;270,6;24,4;3,3
17/10/2017;12:00;;;Sin datos / Daturik gabe;;23;Muy buena / Oso ona;3;Muy buena / Oso ona;126;50;1003,3;318,7;24,4;3,42
17/10/2017;11:00;4;15;Muy buena / Oso ona;21;17;Muy buena / Oso ona;3;Muy buena / Oso ona;118;53;1003,7;430;23,7;3,35
17/10/2017;10:00;5;15;Muy buena / Oso ona;22;16;Muy buena / Oso ona;3;Muy buena / Oso ona;139;57;1004,4;336,7;22,5;3,36
17/10/2017;09:00;3;17;Muy buena / Oso ona;21;16;Muy buena / Oso ona;3;Muy buena / Oso ona;139;60;1005;238;21,1;3,62
17/10/2017;08:00;4;25;Muy buena / Oso ona;30;29;Muy buena / Oso ona;4;Muy buena / Oso ona;143;63;1005,3;91,9;19,9;4,36
17/10/2017;07:00;36;66;Muy buena / Oso ona;120;61;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;164;69;1005,4;12,4;18,4;2,99
17/10/2017;06:00;31;60;Muy buena / Oso ona;107;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;175;78;1005,5;0,1;17;2,92
17/10/2017;05:00;33;46;Muy buena / Oso ona;96;76;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;177;86;1005,7;0,1;15,8;2,54
17/10/2017;04:00;29;42;Muy buena / Oso ona;86;65;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;165;89;1006;0,1;15,5;3,17
17/10/2017;03:00;6;31;Muy buena / Oso ona;40;50;Buena / Ona;3;Muy buena / Oso ona;135;91;1006,5;0,1;15,2;2,66
17/10/2017;02:00;3;34;Muy buena / Oso ona;39;44;Buena / Ona;2;Muy buena / Oso ona;144;92;1007,3;0,1;15,3;2,11
17/10/2017;01:00;3;31;Muy buena / Oso ona;35;44;Buena / Ona;2;Muy buena / Oso ona;167;92;1008;0,1;15,5;3,07
16/10/2017;24:00;2;28;Muy buena / Oso ona;31;36;Muy buena / Oso ona;2;Muy buena / Oso ona;140;89;1008,9;0,1;16,4;1,89
16/10/2017;23:00;2;34;Muy buena / Oso ona;37;39;Muy buena / Oso ona;2;Muy buena / Oso ona;135;89;1009,9;0,1;16,9;1,63
16/10/2017;22:00;1;22;Muy buena / Oso ona;24;44;Buena / Ona;2;Muy buena / Oso ona;96;86;1010,7;0,1;17,7;0,86
16/10/2017;21:00;1;13;Muy buena / Oso ona;14;48;Buena / Ona;3;Muy buena / Oso ona;67;84;1011,1;0,1;18,5;0,59
16/10/2017;20:00;22;60;Muy buena / Oso ona;93;52;Buena / Ona;3;Muy buena / Oso ona;360;83;1011,5;0,1;18,7;1,2
16/10/2017;19:00;12;30;Muy buena / Oso ona;47;55;Buena / Ona;2;Muy buena / Oso ona;334;82;1011,6;0,1;18,9;1,8
16/10/2017;18:00;13;34;Muy buena / Oso ona;54;48;Buena / Ona;3;Muy buena / Oso ona;342;78;1011,4;7,5;19,4;1,78
16/10/2017;17:00;7;26;Muy buena / Oso ona;37;52;Buena / Ona;3;Muy buena / Oso ona;335;75;1011;86,1;20,2;2,41
16/10/2017;16:00;9;24;Muy buena / Oso ona;38;53;Buena / Ona;3;Muy buena / Oso ona;344;73;1010,7;159,3;21,1;2,31
16/10/2017;15:00;2;11;Muy buena / Oso ona;14;51;Buena / Ona;3;Muy buena / Oso ona;348;70;1010,4;305;21,9;2,46
16/10/2017;14:00;2;10;Muy buena / Oso ona;13;63;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;345;69;1010,2;394,5;22;3,17
16/10/2017;13:00;2;13;Muy buena / Oso ona;16;93;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;323;68;1009,8;435,2;22,6;4,07
16/10/2017;12:00;2;15;Muy buena / Oso ona;18;32;Muy buena / Oso ona;4;Muy buena / Oso ona;222;47;1009,6;457,2;26,8;1,82
16/10/2017;11:00;5;22;Muy buena / Oso ona;29;33;Muy buena / Oso ona;4;Muy buena / Oso ona;135;50;1009,3;422,5;26,4;1,97
16/10/2017;10:00;5;23;Muy buena / Oso ona;31;37;Muy buena / Oso ona;4;Muy buena / Oso ona;141;55;1009,2;346,5;24,2;3,8
16/10/2017;09:00;6;29;Muy buena / Oso ona;38;27;Muy buena / Oso ona;3;Muy buena / Oso ona;126;56;1009,3;237,5;23,2;3,55
16/10/2017;08:00;4;32;Muy buena / Oso ona;38;22;Muy buena / Oso ona;3;Muy buena / Oso ona;126;58;1008,8;102,1;22,5;3,25
16/10/2017;07:00;2;33;Muy buena / Oso ona;35;26;Muy buena / Oso ona;3;Muy buena / Oso ona;148;58;1008;10,6;22;4,7
16/10/2017;06:00;1;32;Muy buena / Oso ona;33;25;Muy buena / Oso ona;3;Muy buena / Oso ona;146;59;1007,6;0,1;22,1;4,5
16/10/2017;05:00;1;22;Muy buena / Oso ona;23;25;Muy buena / Oso ona;3;Muy buena / Oso ona;122;61;1007,1;0,1;22,3;3,73
16/10/2017;04:00;1;24;Muy buena / Oso ona;25;29;Muy buena / Oso ona;3;Muy buena / Oso ona;128;61;1007,1;0,1;22,4;4,19
16/10/2017;03:00;1;7;Muy buena / Oso ona;9;28;Muy buena / Oso ona;4;Muy buena / Oso ona;133;58;1007;0,1;23,1;4,76
16/10/2017;02:00;3;8;Muy buena / Oso ona;13;40;Muy buena / Oso ona;4;Muy buena / Oso ona;144;58;1007,4;0,1;23,6;4,16
16/10/2017;01:00;1;13;Muy buena / Oso ona;14;43;Buena / Ona;5;Muy buena / Oso ona;164;58;1007,6;0,1;23,6;3,14
15/10/2017;24:00;1;10;Muy buena / Oso ona;11;44;Buena / Ona;6;Muy buena / Oso ona;138;59;1008;0,1;23,7;2,43
15/10/2017;23:00;5;49;Muy buena / Oso ona;56;108;Mejorable / Hobetzeko modukoa;6;Muy buena / Oso ona;156;63;1008,1;0,1;22,4;2,42
15/10/2017;22:00;2;35;Muy buena / Oso ona;37;56;Buena / Ona;5;Muy buena / Oso ona;165;61;1008,2;0,1;22,9;2,71
15/10/2017;21:00;3;47;Muy buena / Oso ona;52;70;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;173;62;1008,2;0,1;22,5;3,24
15/10/2017;20:00;3;52;Muy buena / Oso ona;56;71;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;175;58;1008,2;0,1;23,7;2,47
15/10/2017;19:00;2;38;Muy buena / Oso ona;40;36;Muy buena / Oso ona;3;Muy buena / Oso ona;141;54;1008,1;0,1;24,9;2,36
15/10/2017;18:00;1;21;Muy buena / Oso ona;22;38;Muy buena / Oso ona;3;Muy buena / Oso ona;105;50;1007,8;4,7;26,2;2,3
15/10/2017;17:00;1;17;Muy buena / Oso ona;19;43;Buena / Ona;3;Muy buena / Oso ona;95;47;1007,6;44,1;27,9;2
15/10/2017;16:00;1;9;Muy buena / Oso ona;10;33;Muy buena / Oso ona;3;Muy buena / Oso ona;129;42;1007,5;188,5;30;2
15/10/2017;15:00;3;10;Muy buena / Oso ona;15;30;Muy buena / Oso ona;3;Muy buena / Oso ona;127;42;1007,6;308,4;30,2;1,79
15/10/2017;14:00;1;10;Muy buena / Oso ona;11;27;Muy buena / Oso ona;3;Muy buena / Oso ona;132;46;1008,2;347,2;29;1,55
15/10/2017;13:00;2;10;Muy buena / Oso ona;12;22;Muy buena / Oso ona;3;Muy buena / Oso ona;192;48;1008,7;427,3;27,8;3,39
15/10/2017;12:00;2;11;Muy buena / Oso ona;14;24;Muy buena / Oso ona;3;Muy buena / Oso ona;183;53;1009,6;411,7;26,2;3,72
15/10/2017;11:00;2;15;Muy buena / Oso ona;18;33;Muy buena / Oso ona;3;Muy buena / Oso ona;188;55;1010,4;265,4;25;3,66
15/10/2017;10:00;2;12;Muy buena / Oso ona;15;24;Muy buena / Oso ona;3;Muy buena / Oso ona;189;58;1010,4;378,7;24,2;3,78
15/10/2017;09:00;2;14;Muy buena / Oso ona;17;21;Muy buena / Oso ona;2;Muy buena / Oso ona;163;62;1010,7;223,1;22,8;3,66
15/10/2017;08:00;1;15;Muy buena / Oso ona;16;23;Muy buena / Oso ona;3;Muy buena / Oso ona;122;64;1010,5;94,9;21,7;3,26
15/10/2017;07:00;1;17;Muy buena / Oso ona;18;24;Muy buena / Oso ona;2;Muy buena / Oso ona;112;66;1010,4;17,7;21,1;3,29
15/10/2017;06:00;1;16;Muy buena / Oso ona;17;24;Muy buena / Oso ona;2;Muy buena / Oso ona;105;66;1010,2;0,1;21,1;3,27
15/10/2017;05:00;1;14;Muy buena / Oso ona;15;24;Muy buena / Oso ona;2;Muy buena / Oso ona;111;66;1010,1;0,1;21,4;2,96
15/10/2017;04:00;1;14;Muy buena / Oso ona;15;29;Muy buena / Oso ona;2;Muy buena / Oso ona;108;66;1009,8;0,1;21,5;3
15/10/2017;03:00;2;11;Muy buena / Oso ona;14;29;Muy buena / Oso ona;2;Muy buena / Oso ona;140;64;1009,8;0,1;22,3;2,57
15/10/2017;02:00;1;10;Muy buena / Oso ona;11;39;Muy buena / Oso ona;2;Muy buena / Oso ona;146;64;1010;0,1;22,4;2,47
15/10/2017;01:00;1;11;Muy buena / Oso ona;12;35;Muy buena / Oso ona;2;Muy buena / Oso ona;129;63;1010,2;0,1;22,9;2,85
14/10/2017;24:00;1;22;Muy buena / Oso ona;23;36;Muy buena / Oso ona;2;Muy buena / Oso ona;117;63;1010,3;0,1;22,9;2,88
14/10/2017;23:00;2;34;Muy buena / Oso ona;36;43;Buena / Ona;2;Muy buena / Oso ona;113;65;1010,1;0,1;22,3;2,62
14/10/2017;22:00;2;33;Muy buena / Oso ona;35;38;Muy buena / Oso ona;2;Muy buena / Oso ona;103;62;1010;0,1;22,7;3,23
14/10/2017;21:00;2;48;Muy buena / Oso ona;50;49;Buena / Ona;2;Muy buena / Oso ona;113;63;1010;0,1;22,6;2,45
14/10/2017;20:00;2;61;Muy buena / Oso ona;64;59;Buena / Ona;3;Muy buena / Oso ona;151;61;1009,9;0,1;23,2;1,67
14/10/2017;19:00;4;69;Muy buena / Oso ona;74;62;Mejorable / Hobetzeko modukoa;3;Muy buena / Oso ona;165;58;1009,5;0,1;24,1;2,2
14/10/2017;18:00;1;33;Muy buena / Oso ona;34;53;Buena / Ona;3;Muy buena / Oso ona;103;51;1008,9;6,8;26,2;1,93
14/10/2017;17:00;1;16;Muy buena / Oso ona;17;47;Buena / Ona;3;Muy buena / Oso ona;134;45;1008,5;59;28,8;1,81
14/10/2017;16:00;1;13;Muy buena / Oso ona;15;34;Muy buena / Oso ona;3;Muy buena / Oso ona;183;40;1008,4;208;30;1,74
14/10/2017;15:00;2;16;Muy buena / Oso ona;18;31;Muy buena / Oso ona;3;Muy buena / Oso ona;212;40;1008,4;331,1;30,1;2,05
14/10/2017;14:00;3;20;Muy buena / Oso ona;25;30;Muy buena / Oso ona;4;Muy buena / Oso ona;211;43;1008,4;412,1;29,1;3,3
14/10/2017;13:00;5;28;Muy buena / Oso ona;36;28;Muy buena / Oso ona;3;Muy buena / Oso ona;203;46;1008,8;461,2;28,8;2,3
