Date;Hour;PM10 (µg/m3);PM10 - ICA;H (%);P (mBar);R (w/m2);Tº (ºC);Precipitación (l/m2)
19/08/2017;15:00;4;Muy buena / Oso ona;60;1024,2;558,8;23,2;
19/08/2017;14:00;11;Muy buena / Oso ona;66;1024,3;748,1;22,8;
19/08/2017;13:00;9;Muy buena / Oso ona;68;1024,2;165,7;22,3;
19/08/2017;12:00;13;Muy buena / Oso ona;72;1024;105,8;21,9;
19/08/2017;11:00;18;Muy buena / Oso ona;71;1023,9;111,7;21,9;
19/08/2017;10:00;9;Muy buena / Oso ona;69;1024,2;188,3;22,1;
19/08/2017;09:00;5;Muy buena / Oso ona;76;1024,1;351,8;20,8;
19/08/2017;08:00;8;Muy buena / Oso ona;87;1024,1;139,4;19,3;
19/08/2017;07:00;12;Muy buena / Oso ona;89;1023,7;36,1;18,4;
19/08/2017;06:00;8;Muy buena / Oso ona;87;1023;6,1;18,5;
19/08/2017;05:00;7;Muy buena / Oso ona;87;1022,6;0,5;19;
19/08/2017;04:00;6;Muy buena / Oso ona;86;1022,6;0,5;19,5;
19/08/2017;03:00;9;Muy buena / Oso ona;84;1022,8;0,5;20,1;
19/08/2017;02:00;3;Muy buena / Oso ona;87;1023;0,5;20;
19/08/2017;01:00;5;Muy buena / Oso ona;91;1023;0,5;20;
18/08/2017;24:00;7;Muy buena / Oso ona;90;1023,2;0,5;20,1;
18/08/2017;23:00;8;Muy buena / Oso ona;89;1023,1;0,5;20,2;
18/08/2017;22:00;8;Muy buena / Oso ona;88;1023,3;0,5;20,2;
18/08/2017;21:00;9;Muy buena / Oso ona;86;1023,2;0,5;20,5;
18/08/2017;20:00;9;Muy buena / Oso ona;83;1022,7;1,7;21;
18/08/2017;19:00;6;Muy buena / Oso ona;81;1022,1;27,8;21,7;
18/08/2017;18:00;5;Muy buena / Oso ona;79;1022,2;79,2;22,2;
18/08/2017;17:00;7;Muy buena / Oso ona;85;1022,3;206,7;21,4;
18/08/2017;16:00;8;Muy buena / Oso ona;82;1022,4;67,6;21,2;
18/08/2017;15:00;13;Muy buena / Oso ona;83;1022,1;91,6;21,8;
18/08/2017;14:00;11;Muy buena / Oso ona;79;1021,7;187,1;22,9;
18/08/2017;13:00;15;Muy buena / Oso ona;81;1021,5;267,6;23;
18/08/2017;12:00;15;Muy buena / Oso ona;87;1021,3;120,7;21,7;
18/08/2017;11:00;21;Muy buena / Oso ona;88;1021,2;111,4;21,2;
18/08/2017;10:00;;Sin datos / Daturik gabe;86;1021,2;44,1;20,8;
18/08/2017;09:00;34;Muy buena / Oso ona;87;1020,4;45,3;20,4;
18/08/2017;08:00;49;Buena / Ona;;;;;
18/08/2017;07:00;35;Muy buena / Oso ona;91;1019,6;21,6;19,6;
18/08/2017;06:00;22;Muy buena / Oso ona;92;1019,2;3,6;19,3;
18/08/2017;05:00;12;Muy buena / Oso ona;91;1019,2;0,5;19,3;
18/08/2017;04:00;10;Muy buena / Oso ona;90;1019,4;0,5;19,7;
18/08/2017;03:00;10;Muy buena / Oso ona;89;1019,7;0,5;19,7;
18/08/2017;02:00;10;Muy buena / Oso ona;89;1019,8;0,5;19,7;
18/08/2017;01:00;7;Muy buena / Oso ona;89;1020;0,5;19,4;
17/08/2017;24:00;8;Muy buena / Oso ona;88;1020;0,5;19,9;
17/08/2017;23:00;9;Muy buena / Oso ona;87;1020;0,5;20,2;
17/08/2017;22:00;8;Muy buena / Oso ona;85;1019,9;0,5;20,6;
17/08/2017;21:00;8;Muy buena / Oso ona;81;1019,6;0,5;21,9;
17/08/2017;20:00;10;Muy buena / Oso ona;78;1019,1;1,1;22,6;
17/08/2017;19:00;25;Muy buena / Oso ona;69;1019;41;25,1;
17/08/2017;18:00;14;Muy buena / Oso ona;60;1019,1;213,4;26,1;
17/08/2017;17:00;20;Muy buena / Oso ona;59;1019,9;378,9;27,3;
17/08/2017;16:00;10;Muy buena / Oso ona;59;1020,4;413,5;26;
17/08/2017;15:00;17;Muy buena / Oso ona;61;1020,5;563;25,8;
17/08/2017;14:00;20;Muy buena / Oso ona;62;1020,8;773,1;25,9;
17/08/2017;13:00;25;Muy buena / Oso ona;60;1021,1;264,9;25,7;
17/08/2017;12:00;18;Muy buena / Oso ona;58;1021,4;29,6;25,4;
17/08/2017;11:00;24;Muy buena / Oso ona;56;1021,8;26,6;24,9;
17/08/2017;10:00;16;Muy buena / Oso ona;62;1022,1;139,6;23,1;
17/08/2017;09:00;14;Muy buena / Oso ona;71;1022,4;385,1;20,4;
17/08/2017;08:00;30;Muy buena / Oso ona;87;1022,1;202,6;17,6;
17/08/2017;07:00;43;Buena / Ona;92;1021,9;11,8;16;
17/08/2017;06:00;18;Muy buena / Oso ona;92;1021,5;4,2;15,3;
17/08/2017;05:00;21;Muy buena / Oso ona;92;1021,2;0,5;15,4;
17/08/2017;04:00;30;Muy buena / Oso ona;92;1021,4;0,5;15,8;
17/08/2017;03:00;24;Muy buena / Oso ona;92;1021,5;0,5;16,2;
17/08/2017;02:00;17;Muy buena / Oso ona;92;1021,7;0,5;16,6;
17/08/2017;01:00;17;Muy buena / Oso ona;91;1022,1;0,5;16,9;
16/08/2017;24:00;12;Muy buena / Oso ona;90;1022,5;0,5;17,6;
16/08/2017;23:00;9;Muy buena / Oso ona;89;1023;0,5;18,2;
16/08/2017;22:00;11;Muy buena / Oso ona;87;1023,2;0,5;18,7;
16/08/2017;21:00;17;Muy buena / Oso ona;85;1023,4;0,5;19,4;
16/08/2017;20:00;10;Muy buena / Oso ona;80;1023;1,3;20,9;
16/08/2017;19:00;13;Muy buena / Oso ona;73;1022,6;21,9;22,6;
16/08/2017;18:00;8;Muy buena / Oso ona;65;1022,3;186,2;24,5;
16/08/2017;17:00;9;Muy buena / Oso ona;62;1022,6;377;25,5;
16/08/2017;16:00;6;Muy buena / Oso ona;65;1022,9;348,5;24,5;
16/08/2017;15:00;7;Muy buena / Oso ona;69;1022,6;410,1;24,1;
16/08/2017;14:00;12;Muy buena / Oso ona;73;1022,6;286;23,3;
16/08/2017;13:00;15;Muy buena / Oso ona;80;1022,7;184,8;22,3;
16/08/2017;12:00;9;Muy buena / Oso ona;85;1022,9;176,1;21,4;
16/08/2017;11:00;10;Muy buena / Oso ona;89;1022,8;149,5;21;
16/08/2017;10:00;10;Muy buena / Oso ona;93;1022,7;175,1;20,2;
16/08/2017;09:00;10;Muy buena / Oso ona;95;1022,6;94,1;19,2;
16/08/2017;08:00;11;Muy buena / Oso ona;95;1022,4;41,1;18,7;
16/08/2017;07:00;7;Muy buena / Oso ona;95;1022,3;11,2;18,7;
16/08/2017;06:00;7;Muy buena / Oso ona;94;1021,9;2,5;18,8;
16/08/2017;05:00;7;Muy buena / Oso ona;94;1021,4;0,5;18,9;
16/08/2017;04:00;5;Muy buena / Oso ona;93;1021,2;0,5;19,3;
16/08/2017;03:00;4;Muy buena / Oso ona;92;1021,3;0,5;19,7;
16/08/2017;02:00;4;Muy buena / Oso ona;92;1021,4;0,5;19,6;
16/08/2017;01:00;3;Muy buena / Oso ona;91;1022;0,5;19,7;
15/08/2017;24:00;7;Muy buena / Oso ona;90;1022,5;0,5;20,1;
15/08/2017;23:00;9;Muy buena / Oso ona;89;1022,5;0,5;20,4;
15/08/2017;22:00;10;Muy buena / Oso ona;87;1022,3;0,5;20,6;
15/08/2017;21:00;8;Muy buena / Oso ona;87;1022,3;0,5;20,5;
15/08/2017;20:00;9;Muy buena / Oso ona;86;1021,8;0,6;20,6;
15/08/2017;19:00;11;Muy buena / Oso ona;83;1021,4;8,5;21,3;
15/08/2017;18:00;8;Muy buena / Oso ona;81;1021,2;38,8;21,3;
15/08/2017;17:00;8;Muy buena / Oso ona;81;1021,1;44,3;21,4;
15/08/2017;16:00;9;Muy buena / Oso ona;79;1021,1;72,5;21,7;
15/08/2017;15:00;4;Muy buena / Oso ona;80;1020,8;68,5;21,6;
15/08/2017;14:00;6;Muy buena / Oso ona;79;1020,6;74,6;21,8;
15/08/2017;13:00;8;Muy buena / Oso ona;78;1020,2;140,3;22,3;
15/08/2017;12:00;10;Muy buena / Oso ona;77;1019,7;190,6;22,6;
15/08/2017;11:00;4;Muy buena / Oso ona;75;1019,4;210,5;22,8;
15/08/2017;10:00;7;Muy buena / Oso ona;81;1019,4;94,3;21,9;
15/08/2017;09:00;8;Muy buena / Oso ona;81;1019,5;102,6;21,9;
15/08/2017;08:00;8;Muy buena / Oso ona;84;1018,9;67,7;21,5;
15/08/2017;07:00;14;Muy buena / Oso ona;86;1018,5;25,9;21,5;
15/08/2017;06:00;17;Muy buena / Oso ona;87;1017,8;9,4;21,4;
15/08/2017;05:00;18;Muy buena / Oso ona;87;1017,7;0,5;21,5;
15/08/2017;04:00;15;Muy buena / Oso ona;87;1017,8;0,5;21,5;
15/08/2017;03:00;15;Muy buena / Oso ona;87;1017,7;0,5;21,5;
15/08/2017;02:00;17;Muy buena / Oso ona;87;1017,8;0,5;21,7;
15/08/2017;01:00;15;Muy buena / Oso ona;88;1017,8;0,5;21,7;
14/08/2017;24:00;15;Muy buena / Oso ona;87;1017,9;0,5;21,9;
14/08/2017;23:00;15;Muy buena / Oso ona;87;1017,6;0,5;21,9;
14/08/2017;22:00;22;Muy buena / Oso ona;84;1017,4;0,5;22,5;
14/08/2017;21:00;23;Muy buena / Oso ona;81;1016,6;0,5;22,7;
14/08/2017;20:00;28;Muy buena / Oso ona;74;1015,5;0,8;23,7;
14/08/2017;19:00;36;Muy buena / Oso ona;74;1014,1;10,8;24;
14/08/2017;18:00;79;Mejorable / Hobetzeko modukoa;66;1012,1;34,7;26,5;
14/08/2017;17:00;32;Muy buena / Oso ona;29;1010,2;329;38,6;
14/08/2017;16:00;17;Muy buena / Oso ona;28;1010,3;244,6;37,7;
14/08/2017;15:00;13;Muy buena / Oso ona;28;1010,8;524,6;38;
14/08/2017;14:00;10;Muy buena / Oso ona;30;1011,2;751,3;36,5;
14/08/2017;13:00;12;Muy buena / Oso ona;35;1012;321,7;34,5;
14/08/2017;12:00;7;Muy buena / Oso ona;38;1012,6;55,2;33,2;
14/08/2017;11:00;25;Muy buena / Oso ona;59;1012,9;46,1;28,2;
14/08/2017;10:00;27;Muy buena / Oso ona;73;1013,2;207,7;24,7;
14/08/2017;09:00;30;Muy buena / Oso ona;85;1013,6;367,1;21,6;
14/08/2017;08:00;47;Buena / Ona;91;1014;182,4;18,2;
14/08/2017;07:00;40;Muy buena / Oso ona;92;1014,5;20,9;16,6;
14/08/2017;06:00;13;Muy buena / Oso ona;92;1014,7;6,1;15,9;
14/08/2017;05:00;10;Muy buena / Oso ona;92;1014,9;0,5;16,2;
14/08/2017;04:00;9;Muy buena / Oso ona;91;1015,6;0,5;16,5;
14/08/2017;03:00;9;Muy buena / Oso ona;90;1016,1;0,5;16,8;
14/08/2017;02:00;8;Muy buena / Oso ona;89;1016,7;0,5;17,3;
14/08/2017;01:00;9;Muy buena / Oso ona;88;1017,2;0,5;17,8;
13/08/2017;24:00;9;Muy buena / Oso ona;87;1017,7;0,5;18,4;
13/08/2017;23:00;10;Muy buena / Oso ona;87;1018,1;0,5;18,4;
13/08/2017;22:00;10;Muy buena / Oso ona;85;1018,3;0,5;18,9;
13/08/2017;21:00;11;Muy buena / Oso ona;81;1018,2;0,5;20,1;
13/08/2017;20:00;12;Muy buena / Oso ona;73;1017,9;1,5;21,7;
13/08/2017;19:00;13;Muy buena / Oso ona;64;1017,9;52,8;24,3;
13/08/2017;18:00;8;Muy buena / Oso ona;63;1018;213,9;24,7;
13/08/2017;17:00;9;Muy buena / Oso ona;68;1018,3;380,2;23,8;
13/08/2017;16:00;10;Muy buena / Oso ona;68;1018,7;416,3;23,4;
13/08/2017;15:00;11;Muy buena / Oso ona;68;1019,2;584,5;23,4;
13/08/2017;14:00;10;Muy buena / Oso ona;68;1019,8;778,4;23,2;
13/08/2017;13:00;11;Muy buena / Oso ona;67;1020,3;339,4;22,8;
13/08/2017;12:00;10;Muy buena / Oso ona;67;1020,7;38,8;22,1;
13/08/2017;11:00;11;Muy buena / Oso ona;68;1021,1;34,3;21,6;
13/08/2017;10:00;7;Muy buena / Oso ona;70;1021,6;229,7;21,2;
13/08/2017;09:00;9;Muy buena / Oso ona;75;1021,6;389,7;20,7;
13/08/2017;08:00;9;Muy buena / Oso ona;88;1021,9;193,7;17,7;
13/08/2017;07:00;8;Muy buena / Oso ona;91;1021,8;24,7;16,3;
13/08/2017;06:00;7;Muy buena / Oso ona;91;1021,8;8,3;16,1;
13/08/2017;05:00;7;Muy buena / Oso ona;90;1021,8;0,5;16,7;
13/08/2017;04:00;7;Muy buena / Oso ona;88;1022,1;0,5;17,5;
13/08/2017;03:00;10;Muy buena / Oso ona;87;1022,4;0,5;18,2;
13/08/2017;02:00;9;Muy buena / Oso ona;86;1022,5;0,5;18,1;
13/08/2017;01:00;9;Muy buena / Oso ona;86;1022,9;0,5;17,9;
12/08/2017;24:00;9;Muy buena / Oso ona;87;1023,3;0,5;17,6;
12/08/2017;23:00;9;Muy buena / Oso ona;85;1023,5;0,5;17,6;
12/08/2017;22:00;10;Muy buena / Oso ona;82;1023,7;0,5;18,8;
12/08/2017;21:00;12;Muy buena / Oso ona;79;1023,6;0,5;19,3;
12/08/2017;20:00;11;Muy buena / Oso ona;74;1023,4;1,6;20,5;
12/08/2017;19:00;11;Muy buena / Oso ona;65;1023,3;61,2;22,9;
12/08/2017;18:00;10;Muy buena / Oso ona;66;1023,1;207,2;22,4;
12/08/2017;17:00;9;Muy buena / Oso ona;63;1023;409,1;23,4;
12/08/2017;16:00;10;Muy buena / Oso ona;63;1023,1;408,4;23,3;
12/08/2017;15:00;11;Muy buena / Oso ona;64;1023,5;584,4;22,7;
12/08/2017;14:00;11;Muy buena / Oso ona;65;1024,1;799,4;21,8;
12/08/2017;13:00;10;Muy buena / Oso ona;65;1024,3;356,8;21,6;
12/08/2017;12:00;10;Muy buena / Oso ona;65;1024,6;56,4;21,3;
12/08/2017;11:00;12;Muy buena / Oso ona;66;1024,9;135,9;20,9;
12/08/2017;10:00;9;Muy buena / Oso ona;66;1025;250;20,6;
12/08/2017;09:00;23;Muy buena / Oso ona;79;1025,1;404,6;17,6;
12/08/2017;08:00;18;Muy buena / Oso ona;87;1025,2;194,4;14,8;
12/08/2017;07:00;15;Muy buena / Oso ona;90;1025,1;13,9;13,3;
12/08/2017;06:00;12;Muy buena / Oso ona;90;1024,8;5,5;12,9;
12/08/2017;05:00;9;Muy buena / Oso ona;90;1024,6;0,5;12,8;
12/08/2017;04:00;7;Muy buena / Oso ona;90;1024,7;0,5;13,3;
12/08/2017;03:00;7;Muy buena / Oso ona;89;1025;0,5;13,7;
12/08/2017;02:00;7;Muy buena / Oso ona;89;1025,3;0,5;14;
12/08/2017;01:00;8;Muy buena / Oso ona;87;1025,6;0,5;14,5;
11/08/2017;24:00;10;Muy buena / Oso ona;87;1025,8;0,5;14,6;
11/08/2017;23:00;9;Muy buena / Oso ona;84;1025,9;0,5;15;
11/08/2017;22:00;8;Muy buena / Oso ona;81;1025,9;0,5;15,8;
11/08/2017;21:00;11;Muy buena / Oso ona;78;1026;0,5;16,8;
11/08/2017;20:00;14;Muy buena / Oso ona;70;1025,6;1,9;18,5;
11/08/2017;19:00;11;Muy buena / Oso ona;60;1025,6;64,3;21,1;
11/08/2017;18:00;10;Muy buena / Oso ona;59;1025,8;220,2;21,3;
11/08/2017;17:00;13;Muy buena / Oso ona;59;1025,9;340,6;21,3;
11/08/2017;16:00;11;Muy buena / Oso ona;57;1026,1;395,8;21,4;
11/08/2017;15:00;15;Muy buena / Oso ona;57;1026,1;527,3;21,2;
11/08/2017;14:00;15;Muy buena / Oso ona;56;1026,2;706,3;21;
11/08/2017;13:00;10;Muy buena / Oso ona;56;1026,1;362;20,9;
11/08/2017;12:00;10;Muy buena / Oso ona;59;1026,2;90,9;20,5;
11/08/2017;11:00;15;Muy buena / Oso ona;59;1026,3;205,3;20,2;
11/08/2017;10:00;12;Muy buena / Oso ona;60;1026,2;211,5;19,8;
11/08/2017;09:00;29;Muy buena / Oso ona;73;1025,8;370,6;18,3;
11/08/2017;08:00;23;Muy buena / Oso ona;81;1026;146,4;16,1;
11/08/2017;07:00;30;Muy buena / Oso ona;84;1025,9;23,5;15;
11/08/2017;06:00;19;Muy buena / Oso ona;84;1025,7;11,8;14,6;
11/08/2017;05:00;12;Muy buena / Oso ona;83;1025,5;0,5;14,4;
11/08/2017;04:00;13;Muy buena / Oso ona;76;1025,4;0,5;15,3;
11/08/2017;03:00;12;Muy buena / Oso ona;66;1025,6;0,6;17,6;
11/08/2017;02:00;10;Muy buena / Oso ona;65;1026;0,6;18,2;
11/08/2017;01:00;10;Muy buena / Oso ona;65;1026,6;0,6;18,4;
10/08/2017;24:00;12;Muy buena / Oso ona;66;1027,1;0,6;18,4;
10/08/2017;23:00;12;Muy buena / Oso ona;65;1027,4;0,6;18,4;
10/08/2017;22:00;7;Muy buena / Oso ona;64;1027,4;0,6;18,5;
10/08/2017;21:00;12;Muy buena / Oso ona;67;1027,2;0,6;18,8;
10/08/2017;20:00;10;Muy buena / Oso ona;68;1026,7;1,1;18,9;
10/08/2017;19:00;15;Muy buena / Oso ona;66;1026,5;43,2;19,3;
10/08/2017;18:00;14;Muy buena / Oso ona;64;1026,6;143;19,7;
10/08/2017;17:00;15;Muy buena / Oso ona;66;1026,6;127,9;19,5;
10/08/2017;16:00;13;Muy buena / Oso ona;68;1026,6;94,5;19,4;
10/08/2017;15:00;14;Muy buena / Oso ona;69;1026,5;103,9;19,5;
10/08/2017;14:00;15;Muy buena / Oso ona;73;1026,4;93,8;19,2;
10/08/2017;13:00;14;Muy buena / Oso ona;75;1026,5;61;19,1;
10/08/2017;12:00;12;Muy buena / Oso ona;73;1026,3;177;19,6;
10/08/2017;11:00;12;Muy buena / Oso ona;79;1026,2;159,5;19;
10/08/2017;10:00;13;Muy buena / Oso ona;86;1026,1;108,7;17,8;
10/08/2017;09:00;12;Muy buena / Oso ona;91;1025,6;53;16,6;
10/08/2017;08:00;18;Muy buena / Oso ona;90;1025,6;18,5;16,1;
10/08/2017;07:00;15;Muy buena / Oso ona;86;1025,2;11,2;16;
10/08/2017;06:00;10;Muy buena / Oso ona;90;1025,1;3,5;15,8;
10/08/2017;05:00;9;Muy buena / Oso ona;91;1024,9;0,5;15,3;
10/08/2017;04:00;7;Muy buena / Oso ona;91;1024,8;0,5;15,3;
10/08/2017;03:00;5;Muy buena / Oso ona;91;1025,1;0,5;15,4;
10/08/2017;02:00;8;Muy buena / Oso ona;91;1025,4;0,5;15,6;
10/08/2017;01:00;10;Muy buena / Oso ona;89;1025,6;0,5;15,7;
09/08/2017;24:00;12;Muy buena / Oso ona;85;1025,6;0,5;16,2;
09/08/2017;23:00;15;Muy buena / Oso ona;75;1025,4;0,5;17,7;
09/08/2017;22:00;13;Muy buena / Oso ona;73;1025,2;0,5;17,6;
09/08/2017;21:00;13;Muy buena / Oso ona;70;1024,7;0,6;18,2;
09/08/2017;20:00;12;Muy buena / Oso ona;63;1024,1;2;18,6;
09/08/2017;19:00;11;Muy buena / Oso ona;65;1023,8;39,5;18,9;
09/08/2017;18:00;14;Muy buena / Oso ona;64;1023,5;67,8;19;
09/08/2017;17:00;13;Muy buena / Oso ona;62;1023,4;218;19,4;
09/08/2017;16:00;12;Muy buena / Oso ona;67;1023,2;217,4;19,1;
09/08/2017;15:00;14;Muy buena / Oso ona;65;1023,3;212,9;19;
09/08/2017;14:00;12;Muy buena / Oso ona;63;1023;340,5;19,5;
09/08/2017;13:00;9;Muy buena / Oso ona;69;1022,6;275;18,9;
09/08/2017;12:00;9;Muy buena / Oso ona;82;1022,4;282;17,3;
09/08/2017;11:00;8;Muy buena / Oso ona;84;1022,3;166,1;15,5;
09/08/2017;10:00;8;Muy buena / Oso ona;89;1021,8;213,2;15,9;
09/08/2017;09:00;8;Muy buena / Oso ona;90;1021,4;50,4;15,3;
09/08/2017;08:00;10;Muy buena / Oso ona;90;1021;34;15,1;
09/08/2017;07:00;16;Muy buena / Oso ona;87;1020,1;9;15,6;
09/08/2017;06:00;12;Muy buena / Oso ona;88;1019,3;2,8;15,9;
09/08/2017;05:00;7;Muy buena / Oso ona;89;1019,2;0,5;15,8;
09/08/2017;04:00;8;Muy buena / Oso ona;88;1019,5;0,5;16,1;
09/08/2017;03:00;7;Muy buena / Oso ona;88;1019,8;0,5;16,2;
09/08/2017;02:00;7;Muy buena / Oso ona;89;1020;0,5;16,2;
09/08/2017;01:00;6;Muy buena / Oso ona;89;1020,3;0,5;16,3;
08/08/2017;24:00;7;Muy buena / Oso ona;88;1020,7;0,5;16,3;
08/08/2017;23:00;5;Muy buena / Oso ona;88;1021;0,5;16,2;
08/08/2017;22:00;8;Muy buena / Oso ona;86;1021,2;0,5;16,7;
08/08/2017;21:00;7;Muy buena / Oso ona;83;1021,4;0,5;16,8;
08/08/2017;20:00;10;Muy buena / Oso ona;77;1021;1;18,3;
08/08/2017;19:00;9;Muy buena / Oso ona;74;1020,6;20,1;19,1;
08/08/2017;18:00;8;Muy buena / Oso ona;74;1020,7;106,4;20;
08/08/2017;17:00;5;Muy buena / Oso ona;78;1021,1;289,8;19,2;
08/08/2017;16:00;12;Muy buena / Oso ona;82;1021,4;131,9;17,5;
08/08/2017;15:00;13;Muy buena / Oso ona;75;1021,2;194,4;18;
08/08/2017;14:00;7;Muy buena / Oso ona;75;1021;193,2;18,4;
08/08/2017;13:00;9;Muy buena / Oso ona;73;1020,5;199,8;19,6;
08/08/2017;12:00;9;Muy buena / Oso ona;73;1020;231,3;20,2;
08/08/2017;11:00;13;Muy buena / Oso ona;82;1019,8;177,8;19,1;
08/08/2017;10:00;15;Muy buena / Oso ona;84;1019,6;238,5;18,7;
08/08/2017;09:00;17;Muy buena / Oso ona;86;1019,2;97,1;17,2;
08/08/2017;08:00;17;Muy buena / Oso ona;85;1018,9;68,4;16,9;
08/08/2017;07:00;14;Muy buena / Oso ona;85;1018,4;27,4;16,8;
08/08/2017;06:00;17;Muy buena / Oso ona;80;1018,1;8,8;17,4;
08/08/2017;05:00;7;Muy buena / Oso ona;79;1017,8;0,5;17,7;
08/08/2017;04:00;15;Muy buena / Oso ona;80;1017,4;0,5;18,2;
08/08/2017;03:00;5;Muy buena / Oso ona;78;1017,3;0,5;18,7;
08/08/2017;02:00;12;Muy buena / Oso ona;81;1017,2;0,5;18,8;
08/08/2017;01:00;10;Muy buena / Oso ona;80;1017;0,5;19,7;
07/08/2017;24:00;13;Muy buena / Oso ona;82;1016,4;0,5;19,9;
07/08/2017;23:00;15;Muy buena / Oso ona;82;1016,1;0,5;19,9;
07/08/2017;22:00;8;Muy buena / Oso ona;75;1015,5;0,5;21,8;
07/08/2017;21:00;8;Muy buena / Oso ona;80;1014,9;0,5;21,4;
07/08/2017;20:00;17;Muy buena / Oso ona;83;1014,1;0,6;21,1;
07/08/2017;19:00;19;Muy buena / Oso ona;77;1014,1;7,8;21,9;
07/08/2017;18:00;17;Muy buena / Oso ona;78;1013,7;17,2;22,1;
07/08/2017;17:00;23;Muy buena / Oso ona;77;1013,9;53,8;22,4;
07/08/2017;16:00;18;Muy buena / Oso ona;74;1013,7;137,7;22,7;
07/08/2017;15:00;22;Muy buena / Oso ona;74;1013,6;227;23,1;
07/08/2017;14:00;22;Muy buena / Oso ona;71;1013,7;402,9;23,7;
07/08/2017;13:00;25;Muy buena / Oso ona;69;1014;446,2;23,9;
07/08/2017;12:00;47;Buena / Ona;71;1014,5;247,5;23,2;
07/08/2017;11:00;33;Muy buena / Oso ona;72;1015;172,7;22,1;
07/08/2017;10:00;36;Muy buena / Oso ona;75;1015,4;174,3;21,3;
07/08/2017;09:00;28;Muy buena / Oso ona;79;1015,8;95,2;20;
07/08/2017;08:00;48;Buena / Ona;81;1016;55,2;19,4;
07/08/2017;07:00;30;Muy buena / Oso ona;85;1016,2;23,5;18,6;
07/08/2017;06:00;13;Muy buena / Oso ona;87;1016,2;8,4;18,2;
07/08/2017;05:00;11;Muy buena / Oso ona;87;1016,3;0,5;17,9;
07/08/2017;04:00;9;Muy buena / Oso ona;88;1016,9;0,5;17,5;
07/08/2017;03:00;9;Muy buena / Oso ona;87;1017,6;0,5;17,4;
07/08/2017;02:00;9;Muy buena / Oso ona;88;1018,3;0,5;17,1;
07/08/2017;01:00;9;Muy buena / Oso ona;87;1019,1;0,5;16,9;
06/08/2017;24:00;10;Muy buena / Oso ona;85;1019,8;0,5;17,3;
06/08/2017;23:00;10;Muy buena / Oso ona;84;1020,2;0,5;17,8;
06/08/2017;22:00;10;Muy buena / Oso ona;82;1020,7;0,5;18,4;
06/08/2017;21:00;12;Muy buena / Oso ona;78;1020,8;0,5;19,2;
06/08/2017;20:00;14;Muy buena / Oso ona;73;1020,7;3;20,3;
06/08/2017;19:00;13;Muy buena / Oso ona;64;1020,8;40,9;22,4;
06/08/2017;18:00;11;Muy buena / Oso ona;65;1021,2;118,9;22,5;
06/08/2017;17:00;12;Muy buena / Oso ona;66;1021,7;143,6;22,1;
06/08/2017;16:00;13;Muy buena / Oso ona;65;1022;182;22,1;
06/08/2017;15:00;11;Muy buena / Oso ona;64;1022,3;263,7;22,2;
06/08/2017;14:00;12;Muy buena / Oso ona;64;1022,6;429,2;22,3;
06/08/2017;13:00;12;Muy buena / Oso ona;65;1023;501,4;21,7;
06/08/2017;12:00;14;Muy buena / Oso ona;63;1023,5;114,2;21,8;
06/08/2017;11:00;11;Muy buena / Oso ona;62;1024,1;87,2;21,2;
06/08/2017;10:00;10;Muy buena / Oso ona;64;1024,2;169,1;21,3;
06/08/2017;09:00;10;Muy buena / Oso ona;65;1024,2;330,3;21;
06/08/2017;08:00;9;Muy buena / Oso ona;73;1024,2;153,4;19,6;
06/08/2017;07:00;11;Muy buena / Oso ona;80;1024;27,2;18,1;
06/08/2017;06:00;9;Muy buena / Oso ona;77;1023,6;8,8;18,2;
06/08/2017;05:00;11;Muy buena / Oso ona;77;1023,4;0,6;18,8;
06/08/2017;04:00;12;Muy buena / Oso ona;73;1023,4;0,5;19,2;
06/08/2017;03:00;7;Muy buena / Oso ona;72;1023,5;0,5;19,4;
06/08/2017;02:00;9;Muy buena / Oso ona;72;1023,7;0,5;19,5;
06/08/2017;01:00;6;Muy buena / Oso ona;74;1023,8;0,5;19,4;
05/08/2017;24:00;9;Muy buena / Oso ona;78;1023,9;0,5;19,4;
05/08/2017;23:00;5;Muy buena / Oso ona;82;1023,8;0,5;19,2;
05/08/2017;22:00;7;Muy buena / Oso ona;86;1023,9;0,5;19,4;
05/08/2017;21:00;12;Muy buena / Oso ona;84;1023,8;0,5;19,5;
05/08/2017;20:00;14;Muy buena / Oso ona;75;1023,2;0,7;20,7;
05/08/2017;19:00;5;Muy buena / Oso ona;71;1022,8;15,5;21;
05/08/2017;18:00;3;Muy buena / Oso ona;72;1022,6;54,4;21,3;
05/08/2017;17:00;9;Muy buena / Oso ona;73;1022,7;74,3;21,1;
05/08/2017;16:00;3;Muy buena / Oso ona;73;1022,6;116,6;21,3;
05/08/2017;15:00;5;Muy buena / Oso ona;78;1022,6;198,9;21,7;
05/08/2017;14:00;5;Muy buena / Oso ona;85;1022,7;208;20,9;
05/08/2017;13:00;4;Muy buena / Oso ona;90;1022,6;135,9;20,1;
05/08/2017;12:00;6;Muy buena / Oso ona;91;1022,5;128,6;19,6;
05/08/2017;11:00;8;Muy buena / Oso ona;91;1022,1;101,8;19,5;
05/08/2017;10:00;5;Muy buena / Oso ona;91;1021,4;90,3;20,2;
05/08/2017;09:00;5;Muy buena / Oso ona;91;1020,8;74;20,9;
05/08/2017;08:00;5;Muy buena / Oso ona;91;1020,1;31,6;21,1;
