Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
27/10/2017;01:00;0,24;"Muy buena / ";0,27;1;2;Muy buena / Oso ona;4;57;"Muy buena / ";65;15;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;61;81;925,1;0;0,3;8,9;0,47
26/10/2017;24:00;0,25;"Muy buena / ";0,28;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";70;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;59;80;925;0;0,3;9,3;0,37
26/10/2017;23:00;0,25;"Muy buena / ";0,27;1;3;Muy buena / Oso ona;5;56;"Muy buena / ";73;20;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;72;79;924,9;0;0,3;9,5;0,3
26/10/2017;22:00;0,3;"Muy buena / ";0,27;1;4;Muy buena / Oso ona;6;56;"Muy buena / ";78;16;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;67;79;924,7;0;0,3;10;0,34
26/10/2017;21:00;0,26;"Muy buena / ";0,27;1;4;Muy buena / Oso ona;6;62;"Buena / ";83;18;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;47;78;924,4;0;0,3;10,5;0,28
26/10/2017;20:00;0,28;"Muy buena / ";0,27;1;5;Muy buena / Oso ona;7;68;"Buena / ";88;18;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;41;73;924,2;0;0,3;11,5;0,34
26/10/2017;19:00;0,3;"Muy buena / ";0,26;1;7;Muy buena / Oso ona;9;70;"Buena / ";92;17;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;52;68;924;0;0,3;13,5;0,25
26/10/2017;18:00;0,31;"Muy buena / ";0,25;1;8;Muy buena / Oso ona;10;92;"Buena / ";96;20;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;94;58;923,5;0;2,6;16,9;0,28
26/10/2017;17:00;0,28;"Muy buena / ";0,24;1;6;Muy buena / Oso ona;8;96;"Buena / ";96;29;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;48;42;922,9;0;40,9;21,2;0,65
26/10/2017;16:00;0,23;"Muy buena / ";0,24;1;0;Muy buena / Oso ona;2;87;"Buena / ";93;30;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;257;27;922,7;0;227,3;24,2;2
26/10/2017;15:00;0,24;"Muy buena / ";0,23;1;2;Muy buena / Oso ona;4;92;"Buena / ";90;24;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;254;28;922,5;0;362,3;24,3;1,63
26/10/2017;14:00;0,25;"Muy buena / ";0,23;1;2;Muy buena / Oso ona;4;99;"Buena / ";85;18;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;255;29;922,6;0;465;23,8;1,72
26/10/2017;13:00;0,25;"Muy buena / ";0,22;1;2;Muy buena / Oso ona;4;101;"Buena / ";80;11;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;223;32;922,9;0;219,6;22,8;2,35
26/10/2017;12:00;0,24;"Muy buena / ";0,22;1;4;Muy buena / Oso ona;6;102;"Buena / ";75;11;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;248;33;923,1;0;538,4;21,8;1,81
26/10/2017;11:00;0,24;"Muy buena / ";0,21;1;4;Muy buena / Oso ona;6;97;"Buena / ";72;14;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;229;36;923;0;412,5;20,3;2,45
26/10/2017;10:00;0,23;"Muy buena / ";0,2;1;4;Muy buena / Oso ona;6;91;"Buena / ";66;10;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;222;38;922,6;0;293,7;18,9;2,19
26/10/2017;09:00;0,23;"Muy buena / ";0,2;1;5;Muy buena / Oso ona;7;78;"Buena / ";62;9;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;234;44;922,1;0;250,9;16,7;2,13
26/10/2017;08:00;0,2;"Muy buena / ";0,2;1;8;Muy buena / Oso ona;10;59;"Muy buena / ";60;4;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;25;59;921,4;0;50,7;12;0,13
26/10/2017;07:00;0,19;"Muy buena / ";0,2;1;7;Muy buena / Oso ona;9;50;"Muy buena / ";61;8;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;2;65;920,9;0;3,6;10,5;0,22
26/10/2017;06:00;0,2;"Muy buena / ";0,21;1;6;Muy buena / Oso ona;8;59;"Muy buena / ";62;11;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;216;58;920,9;0;0,3;12,8;0,15
26/10/2017;05:00;0,2;"Muy buena / ";0,21;1;5;Muy buena / Oso ona;7;67;"Buena / ";62;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;226;55;920,5;0;0,3;14,1;1,63
26/10/2017;04:00;0,19;"Muy buena / ";0,22;1;4;Muy buena / Oso ona;6;;"Sin datos / ";61;5;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;184;62;920,1;0;0,3;12,2;0,34
26/10/2017;03:00;0,2;"Muy buena / ";0,23;1;5;Muy buena / Oso ona;7;58;"Muy buena / ";60;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;72;63;920;0;0,3;12,1;0,27
26/10/2017;02:00;0,21;"Muy buena / ";0,24;1;4;Muy buena / Oso ona;6;64;"Buena / ";59;6;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;75;62;920;0;0,3;12,5;0,51
26/10/2017;01:00;0,21;"Muy buena / ";0,25;1;4;Muy buena / Oso ona;6;65;"Buena / ";59;7;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;83;60;919,9;0;0,3;13;0,65
25/10/2017;24:00;0,22;"Muy buena / ";0,26;1;4;Muy buena / Oso ona;6;63;"Buena / ";60;16;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;95;64;919,8;0;0,3;11,8;0,28
25/10/2017;23:00;0,22;"Muy buena / ";0,27;1;5;Muy buena / Oso ona;7;60;"Muy buena / ";63;14;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;89;64;920;0;0,3;11,9;0,17
25/10/2017;22:00;0,25;"Muy buena / ";0,27;1;5;Muy buena / Oso ona;7;56;"Muy buena / ";67;9;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;62;66;920;0;0,3;12;0,23
25/10/2017;21:00;0,26;"Muy buena / ";0,27;1;7;Muy buena / Oso ona;9;58;"Muy buena / ";72;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;81;68;919,6;0;0,3;12,2;0,61
25/10/2017;20:00;0,29;"Muy buena / ";0,27;1;11;Muy buena / Oso ona;13;52;"Muy buena / ";75;7;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;51;68;919,3;0;0,3;12;0,28
25/10/2017;19:00;0,28;"Muy buena / ";0,26;1;9;Muy buena / Oso ona;11;57;"Muy buena / ";79;7;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;44;63;919,3;0;0,3;13,7;0,34
25/10/2017;18:00;0,29;"Muy buena / ";0,26;1;12;Muy buena / Oso ona;13;58;"Muy buena / ";82;8;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;29;54;919,2;0;3,5;16,4;0,2
25/10/2017;17:00;0,27;"Muy buena / ";0,25;1;10;Muy buena / Oso ona;12;75;"Buena / ";83;9;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;112;43;919;0;38,6;20,5;0,65
25/10/2017;16:00;0,27;"Muy buena / ";0,24;2;8;Muy buena / Oso ona;11;89;"Buena / ";81;9;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;126;33;918,8;0;239;23,6;1,01
25/10/2017;15:00;0,26;"Muy buena / ";0,24;1;6;Muy buena / Oso ona;8;94;"Buena / ";76;3;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;213;30;918,8;0;380,4;24,2;1,87
25/10/2017;14:00;0,25;"Muy buena / ";0,23;1;2;Muy buena / Oso ona;4;90;"Buena / ";71;4;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;200;32;919;0;483,1;23,4;2,14
25/10/2017;13:00;0,24;"Muy buena / ";0,22;1;2;Muy buena / Oso ona;4;85;"Buena / ";67;10;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;222;35;919,4;0;217,4;22,5;2,49
25/10/2017;12:00;0,22;"Muy buena / ";0,22;1;2;Muy buena / Oso ona;4;82;"Buena / ";65;4;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;220;36;919,7;0;540,9;21,5;2,66
25/10/2017;11:00;0,24;"Muy buena / ";0,21;1;3;Muy buena / Oso ona;5;80;"Buena / ";62;7;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;205;36;919,9;0;430,6;20,3;1,58
25/10/2017;10:00;0,24;"Muy buena / ";0,21;3;6;Muy buena / Oso ona;10;70;"Buena / ";59;5;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona;167;39;919,7;0;285,5;18,8;1,11
25/10/2017;09:00;0,23;"Muy buena / ";0,2;1;6;Muy buena / Oso ona;8;58;"Muy buena / ";57;12;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;241;51;919,4;0;263,5;14,6;0,13
25/10/2017;08:00;0,2;"Muy buena / ";0,2;3;8;Muy buena / Oso ona;12;50;"Muy buena / ";57;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;345;60;918,7;0;52,4;10;0,04
25/10/2017;07:00;0,2;"Muy buena / ";0,2;1;4;Muy buena / Oso ona;6;53;"Muy buena / ";58;4;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;73;62;918,2;0;3,8;9,4;0,48
25/10/2017;06:00;0,2;"Muy buena / ";0,21;1;3;Muy buena / Oso ona;5;59;"Muy buena / ";58;5;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;50;61;918,2;0;0,3;9,8;0,39
25/10/2017;05:00;0,19;"Muy buena / ";0,21;1;2;Muy buena / Oso ona;4;;"Sin datos / ";57;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2;Muy buena / Oso ona;36;60;918,3;0;0,3;10,1;0,37
25/10/2017;04:00;0,2;"Muy buena / ";0,22;1;3;Muy buena / Oso ona;5;62;"Buena / ";57;6;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;80;57;918,4;0;0,3;10,6;0,3
25/10/2017;03:00;0,2;"Muy buena / ";0,23;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";56;4;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;57;59;918,6;0;0,3;10,5;0,61
25/10/2017;02:00;0,2;"Muy buena / ";0,24;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";56;3;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;66;57;918,8;0;0,3;10,8;0,43
25/10/2017;01:00;0,2;"Muy buena / ";0,25;1;4;Muy buena / Oso ona;6;59;"Muy buena / ";56;2;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;72;56;918,8;0;0,3;11,2;0,37
24/10/2017;24:00;0,21;"Muy buena / ";0,26;1;4;Muy buena / Oso ona;6;57;"Muy buena / ";59;3;Muy buena / Oso ona;3;Muy buena / Oso ona;1;Muy buena / Oso ona;56;57;918,9;0;0,3;11,3;0,64
24/10/2017;23:00;0,23;"Muy buena / ";0,26;1;6;Muy buena / Oso ona;8;56;"Muy buena / ";62;7;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;65;57;919,1;0;0,3;11,3;0,7
24/10/2017;22:00;0,26;"Muy buena / ";0,26;1;8;Muy buena / Oso ona;10;51;"Muy buena / ";67;8;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;50;60;919,2;0;0,3;11,8;0,58
24/10/2017;21:00;0,26;"Muy buena / ";0,26;1;10;Muy buena / Oso ona;12;55;"Muy buena / ";72;6;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;51;58;919,1;0;0,3;12,5;0,72
24/10/2017;20:00;0,28;"Muy buena / ";0,25;1;7;Muy buena / Oso ona;9;57;"Muy buena / ";74;5;Muy buena / Oso ona;8;Muy buena / Oso ona;1;Muy buena / Oso ona;39;54;918,9;0;0,3;13,4;0,72
24/10/2017;19:00;0,28;"Muy buena / ";0,24;1;7;Muy buena / Oso ona;9;57;"Muy buena / ";77;4;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;45;50;919;0;0,3;14,8;0,61
24/10/2017;18:00;0,27;"Muy buena / ";0,24;1;5;Muy buena / Oso ona;7;59;"Muy buena / ";80;8;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;67;43;918,9;0;3,2;17,7;0,36
