Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
08/06/2017;07:00;13;19;Muy buena / Oso ona;38;11;"Muy buena / ";9;16;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;06:00;15;15;Muy buena / Oso ona;37;5;"Muy buena / ";11;23;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;05:00;6;12;Muy buena / Oso ona;21;5;"Muy buena / ";14;19;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;04:00;1;10;Muy buena / Oso ona;12;5;"Muy buena / ";20;20;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;03:00;1;10;Muy buena / Oso ona;12;6;"Muy buena / ";27;22;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;02:00;0;13;Muy buena / Oso ona;13;9;"Muy buena / ";36;21;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;01:00;0;16;Muy buena / Oso ona;16;11;"Muy buena / ";45;19;Muy buena / Oso ona;7;Muy buena / Oso ona;6;Muy buena / Oso ona
07/06/2017;24:00;0;18;Muy buena / Oso ona;18;;"Sin datos / ";56;21;Muy buena / Oso ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona
07/06/2017;23:00;0;21;Muy buena / Oso ona;21;20;"Muy buena / ";66;30;Muy buena / Oso ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona
07/06/2017;22:00;0;26;Muy buena / Oso ona;26;24;"Muy buena / ";74;36;Muy buena / Oso ona;13;Muy buena / Oso ona;10;Muy buena / Oso ona
07/06/2017;21:00;0;32;Muy buena / Oso ona;32;36;"Muy buena / ";81;39;Muy buena / Oso ona;10;Muy buena / Oso ona;16;Muy buena / Oso ona
07/06/2017;20:00;0;33;Muy buena / Oso ona;33;50;"Muy buena / ";86;38;Muy buena / Oso ona;4;Muy buena / Oso ona;22;Muy buena / Oso ona
07/06/2017;19:00;1;26;Muy buena / Oso ona;28;67;"Buena / ";91;33;Muy buena / Oso ona;5;Muy buena / Oso ona;19;Muy buena / Oso ona
07/06/2017;18:00;1;19;Muy buena / Oso ona;21;81;"Buena / ";88;29;Muy buena / Oso ona;;Sin datos / Daturik gabe;14;Muy buena / Oso ona
07/06/2017;17:00;1;11;Muy buena / Oso ona;13;92;"Buena / ";81;19;Muy buena / Oso ona;4;Muy buena / Oso ona;9;Muy buena / Oso ona
07/06/2017;16:00;0;9;Muy buena / Oso ona;9;101;"Buena / ";69;14;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
07/06/2017;15:00;0;8;Muy buena / Oso ona;8;94;"Buena / ";55;19;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona
07/06/2017;14:00;0;6;Muy buena / Oso ona;6;92;"Buena / ";41;27;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
07/06/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";27;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
07/06/2017;12:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";25;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
07/06/2017;11:00;1;6;Muy buena / Oso ona;8;72;"Buena / ";23;16;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;10:00;1;7;Muy buena / Oso ona;9;60;"Muy buena / ";18;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;09:00;5;14;Muy buena / Oso ona;21;39;"Muy buena / ";16;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;08:00;13;24;Muy buena / Oso ona;43;23;"Muy buena / ";16;8;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;07:00;14;19;Muy buena / Oso ona;40;12;"Muy buena / ";16;9;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;06:00;10;14;Muy buena / Oso ona;30;6;"Muy buena / ";21;11;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;05:00;3;10;Muy buena / Oso ona;14;8;"Muy buena / ";28;14;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;04:00;0;8;Muy buena / Oso ona;9;12;"Muy buena / ";35;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;03:00;0;7;Muy buena / Oso ona;7;17;"Muy buena / ";43;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;02:00;0;8;Muy buena / Oso ona;8;21;"Muy buena / ";50;17;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;01:00;0;8;Muy buena / Oso ona;8;29;"Muy buena / ";57;15;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;24:00;0;7;Muy buena / Oso ona;7;;"Sin datos / ";63;15;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;23:00;0;6;Muy buena / Oso ona;6;39;"Muy buena / ";64;17;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;22:00;0;7;Muy buena / Oso ona;7;42;"Muy buena / ";69;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
06/06/2017;21:00;0;6;Muy buena / Oso ona;6;54;"Muy buena / ";71;24;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;20:00;0;6;Muy buena / Oso ona;6;67;"Buena / ";73;23;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;19:00;0;5;Muy buena / Oso ona;5;69;"Buena / ";73;22;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;18:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";73;25;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
06/06/2017;17:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";73;26;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;16:00;0;3;Muy buena / Oso ona;3;72;"Buena / ";72;19;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;15:00;0;3;Muy buena / Oso ona;3;73;"Buena / ";72;20;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;14:00;0;3;Muy buena / Oso ona;3;75;"Buena / ";71;18;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;13:00;0;4;Muy buena / Oso ona;4;74;"Buena / ";70;10;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;12:00;0;5;Muy buena / Oso ona;5;72;"Buena / ";68;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
06/06/2017;11:00;0;4;Muy buena / Oso ona;4;70;"Buena / ";67;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;10:00;0;5;Muy buena / Oso ona;5;72;"Buena / ";66;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;09:00;0;5;Muy buena / Oso ona;5;71;"Buena / ";65;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;08:00;0;5;Muy buena / Oso ona;6;69;"Buena / ";63;6;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;07:00;0;5;Muy buena / Oso ona;6;69;"Buena / ";62;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;06:00;0;4;Muy buena / Oso ona;4;65;"Buena / ";61;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;05:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";64;4;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;04:00;0;2;Muy buena / Oso ona;2;61;"Buena / ";66;11;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;03:00;0;2;Muy buena / Oso ona;2;64;"Buena / ";68;11;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;02:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";70;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
06/06/2017;01:00;0;5;Muy buena / Oso ona;5;60;"Muy buena / ";71;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
05/06/2017;24:00;0;8;Muy buena / Oso ona;8;;"Sin datos / ";76;20;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;23:00;0;7;Muy buena / Oso ona;7;48;"Muy buena / ";76;21;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
05/06/2017;22:00;0;7;Muy buena / Oso ona;7;67;"Buena / ";78;14;Muy buena / Oso ona;0;Muy buena / Oso ona;6;Muy buena / Oso ona
05/06/2017;21:00;0;7;Muy buena / Oso ona;7;86;"Buena / ";76;18;Muy buena / Oso ona;0;Muy buena / Oso ona;8;Muy buena / Oso ona
05/06/2017;20:00;0;15;Muy buena / Oso ona;15;79;"Buena / ";74;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;17;Muy buena / Oso ona
05/06/2017;19:00;1;21;Muy buena / Oso ona;22;73;"Buena / ";71;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;21;Muy buena / Oso ona
05/06/2017;18:00;1;20;Muy buena / Oso ona;22;76;"Buena / ";67;20;Muy buena / Oso ona;0;Muy buena / Oso ona;22;Muy buena / Oso ona
05/06/2017;17:00;1;14;Muy buena / Oso ona;16;78;"Buena / ";62;8;Muy buena / Oso ona;0;Muy buena / Oso ona;16;Muy buena / Oso ona
05/06/2017;16:00;0;5;Muy buena / Oso ona;6;81;"Buena / ";55;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
05/06/2017;15:00;0;3;Muy buena / Oso ona;3;77;"Buena / ";47;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;14:00;0;2;Muy buena / Oso ona;2;75;"Buena / ";41;13;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;13:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";35;6;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;12:00;0;4;Muy buena / Oso ona;5;59;"Muy buena / ";30;6;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;11:00;1;5;Muy buena / Oso ona;6;54;"Muy buena / ";26;3;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;10:00;3;10;Muy buena / Oso ona;15;43;"Muy buena / ";24;2;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;09:00;6;10;Muy buena / Oso ona;18;28;"Muy buena / ";23;2;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;08:00;7;18;Muy buena / Oso ona;28;19;"Muy buena / ";23;4;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;07:00;2;10;Muy buena / Oso ona;14;22;"Muy buena / ";23;3;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;06:00;0;5;Muy buena / Oso ona;5;23;"Muy buena / ";24;4;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;05:00;0;4;Muy buena / Oso ona;4;22;"Muy buena / ";25;5;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;04:00;0;3;Muy buena / Oso ona;3;24;"Muy buena / ";29;8;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;03:00;0;4;Muy buena / Oso ona;4;23;"Muy buena / ";33;11;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;02:00;0;4;Muy buena / Oso ona;4;25;"Muy buena / ";37;10;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;01:00;0;5;Muy buena / Oso ona;5;24;"Muy buena / ";44;10;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;24:00;0;6;Muy buena / Oso ona;6;;"Sin datos / ";50;10;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;23:00;0;6;Muy buena / Oso ona;6;22;"Muy buena / ";52;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
04/06/2017;22:00;0;6;Muy buena / Oso ona;6;29;"Muy buena / ";55;8;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;21:00;0;6;Muy buena / Oso ona;6;33;"Muy buena / ";58;9;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;20:00;0;6;Muy buena / Oso ona;6;50;"Muy buena / ";59;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;19:00;0;4;Muy buena / Oso ona;4;55;"Muy buena / ";58;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;18:00;0;5;Muy buena / Oso ona;5;60;"Muy buena / ";56;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;17:00;0;3;Muy buena / Oso ona;3;68;"Buena / ";52;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
04/06/2017;16:00;0;2;Muy buena / Oso ona;3;66;"Buena / ";47;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
04/06/2017;15:00;0;3;Muy buena / Oso ona;3;62;"Buena / ";42;8;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;14:00;0;5;Muy buena / Oso ona;5;56;"Muy buena / ";37;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
04/06/2017;13:00;0;7;Muy buena / Oso ona;7;52;"Muy buena / ";32;6;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;12:00;0;7;Muy buena / Oso ona;8;52;"Muy buena / ";28;6;Muy buena / Oso ona;0;Muy buena / Oso ona;5;Muy buena / Oso ona
04/06/2017;11:00;0;7;Muy buena / Oso ona;7;45;"Muy buena / ";24;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;10:00;1;7;Muy buena / Oso ona;8;39;"Muy buena / ";22;11;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;09:00;1;8;Muy buena / Oso ona;9;31;"Muy buena / ";20;9;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;08:00;1;6;Muy buena / Oso ona;7;29;"Muy buena / ";19;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;07:00;1;6;Muy buena / Oso ona;7;20;"Muy buena / ";19;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;06:00;0;5;Muy buena / Oso ona;5;18;"Muy buena / ";20;10;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;05:00;0;6;Muy buena / Oso ona;6;16;"Muy buena / ";22;11;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;04:00;0;6;Muy buena / Oso ona;6;18;"Muy buena / ";26;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona
04/06/2017;03:00;0;6;Muy buena / Oso ona;6;17;"Muy buena / ";31;13;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;02:00;0;7;Muy buena / Oso ona;7;19;"Muy buena / ";37;11;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;01:00;0;6;Muy buena / Oso ona;6;17;"Muy buena / ";43;19;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;24:00;0;8;Muy buena / Oso ona;8;24;"Muy buena / ";48;16;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;23:00;0;8;Muy buena / Oso ona;8;23;"Muy buena / ";52;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;22:00;0;8;Muy buena / Oso ona;8;28;"Muy buena / ";55;13;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;21:00;0;9;Muy buena / Oso ona;9;36;"Muy buena / ";57;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;20:00;0;5;Muy buena / Oso ona;5;52;"Muy buena / ";58;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
03/06/2017;19:00;0;3;Muy buena / Oso ona;3;64;"Buena / ";55;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;18:00;0;3;Muy buena / Oso ona;3;63;"Buena / ";52;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;17:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";48;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;16:00;0;2;Muy buena / Oso ona;2;60;"Muy buena / ";45;2;Muy buena / Oso ona;0;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;15:00;0;3;Muy buena / Oso ona;3;56;"Muy buena / ";42;9;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;14:00;0;5;Muy buena / Oso ona;6;49;"Muy buena / ";41;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;13:00;0;6;Muy buena / Oso ona;6;49;"Muy buena / ";40;16;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;12:00;0;6;Muy buena / Oso ona;6;48;"Muy buena / ";40;12;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;11:00;0;6;Muy buena / Oso ona;6;43;"Muy buena / ";39;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
03/06/2017;10:00;1;10;Muy buena / Oso ona;11;42;"Muy buena / ";37;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
03/06/2017;09:00;1;15;Muy buena / Oso ona;17;33;"Muy buena / ";36;13;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;08:00;0;10;Muy buena / Oso ona;11;35;"Muy buena / ";36;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
03/06/2017;07:00;0;9;Muy buena / Oso ona;9;33;"Muy buena / ";36;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;06:00;0;7;Muy buena / Oso ona;7;40;"Muy buena / ";37;17;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;05:00;0;4;Muy buena / Oso ona;4;48;"Muy buena / ";39;18;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;04:00;0;4;Muy buena / Oso ona;4;48;"Muy buena / ";38;21;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;03:00;0;4;Muy buena / Oso ona;4;28;"Muy buena / ";41;23;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;02:00;0;4;Muy buena / Oso ona;4;25;"Muy buena / ";44;24;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;01:00;0;6;Muy buena / Oso ona;6;28;"Muy buena / ";49;18;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;24:00;0;6;Muy buena / Oso ona;6;33;"Muy buena / ";53;16;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;23:00;0;6;Muy buena / Oso ona;6;40;"Muy buena / ";57;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;22:00;0;7;Muy buena / Oso ona;7;48;"Muy buena / ";60;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
02/06/2017;21:00;0;8;Muy buena / Oso ona;8;58;"Muy buena / ";62;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
02/06/2017;20:00;0;9;Muy buena / Oso ona;9;48;"Muy buena / ";64;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona
02/06/2017;19:00;0;11;Muy buena / Oso ona;11;50;"Muy buena / ";67;13;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;18:00;0;9;Muy buena / Oso ona;9;58;"Muy buena / ";67;11;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;17:00;0;7;Muy buena / Oso ona;8;62;"Buena / ";67;12;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;16:00;0;7;Muy buena / Oso ona;7;70;"Buena / ";64;8;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;15:00;0;8;Muy buena / Oso ona;8;70;"Buena / ";58;9;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;14:00;0;7;Muy buena / Oso ona;7;70;"Buena / ";51;17;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;13:00;0;9;Muy buena / Oso ona;10;69;"Buena / ";46;44;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona
02/06/2017;12:00;0;11;Muy buena / Oso ona;11;69;"Buena / ";42;31;Muy buena / Oso ona;5;Muy buena / Oso ona;9;Muy buena / Oso ona
02/06/2017;11:00;2;14;Muy buena / Oso ona;17;68;"Buena / ";36;30;Muy buena / Oso ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona
02/06/2017;10:00;2;18;Muy buena / Oso ona;21;59;"Muy buena / ";31;26;Muy buena / Oso ona;15;Muy buena / Oso ona;10;Muy buena / Oso ona
02/06/2017;09:00;1;12;Muy buena / Oso ona;14;54;"Muy buena / ";27;2;Muy buena / Oso ona;15;Muy buena / Oso ona;7;Muy buena / Oso ona
02/06/2017;08:00;2;11;Muy buena / Oso ona;14;38;"Muy buena / ";26;10;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;07:00;3;14;Muy buena / Oso ona;18;21;"Muy buena / ";26;21;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
02/06/2017;06:00;1;12;Muy buena / Oso ona;13;22;"Muy buena / ";27;29;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;05:00;0;13;Muy buena / Oso ona;13;30;"Muy buena / ";31;23;Muy buena / Oso ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;04:00;0;7;Muy buena / Oso ona;7;31;"Muy buena / ";36;17;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;03:00;0;8;Muy buena / Oso ona;8;20;"Muy buena / ";45;18;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;02:00;0;8;Muy buena / Oso ona;8;22;"Muy buena / ";56;18;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona
02/06/2017;01:00;0;8;Muy buena / Oso ona;8;28;"Muy buena / ";68;18;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
01/06/2017;24:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";79;18;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona
01/06/2017;23:00;0;10;Muy buena / Oso ona;10;44;"Muy buena / ";81;18;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona
01/06/2017;22:00;0;11;Muy buena / Oso ona;11;50;"Muy buena / ";83;21;Muy buena / Oso ona;10;Muy buena / Oso ona;7;Muy buena / Oso ona
01/06/2017;21:00;0;11;Muy buena / Oso ona;11;65;"Buena / ";90;22;Muy buena / Oso ona;9;Muy buena / Oso ona;9;Muy buena / Oso ona
01/06/2017;20:00;0;10;Muy buena / Oso ona;10;76;"Buena / ";95;21;Muy buena / Oso ona;8;Muy buena / Oso ona;14;Muy buena / Oso ona
01/06/2017;19:00;0;10;Muy buena / Oso ona;10;87;"Buena / ";98;14;Muy buena / Oso ona;8;Muy buena / Oso ona;16;Muy buena / Oso ona
01/06/2017;18:00;0;7;Muy buena / Oso ona;7;96;"Buena / ";98;13;Muy buena / Oso ona;10;Muy buena / Oso ona;12;Muy buena / Oso ona
01/06/2017;17:00;0;6;Muy buena / Oso ona;6;98;"Buena / ";95;12;Muy buena / Oso ona;13;Muy buena / Oso ona;13;Muy buena / Oso ona
01/06/2017;16:00;0;7;Muy buena / Oso ona;7;98;"Buena / ";88;14;Muy buena / Oso ona;12;Muy buena / Oso ona;11;Muy buena / Oso ona
01/06/2017;15:00;0;8;Muy buena / Oso ona;8;96;"Buena / ";78;32;Muy buena / Oso ona;12;Muy buena / Oso ona;11;Muy buena / Oso ona
01/06/2017;14:00;1;11;Muy buena / Oso ona;12;105;"Buena / ";67;46;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona
01/06/2017;13:00;1;13;Muy buena / Oso ona;15;106;"Buena / ";56;23;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
01/06/2017;12:00;0;10;Muy buena / Oso ona;10;101;"Buena / ";43;16;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona
01/06/2017;11:00;1;9;Muy buena / Oso ona;11;87;"Buena / ";32;17;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
01/06/2017;10:00;2;14;Muy buena / Oso ona;16;69;"Buena / ";23;4;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
