Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3)
30/01/2017;20:00;;0,13;"Muy buena / ";0,21;;2;15;Muy buena / Oso ona;18;39;"Muy buena / ";27;;6;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;19:00;;0,13;"Muy buena / ";0,23;;2;18;Muy buena / Oso ona;21;34;"Muy buena / ";23;;7;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona;
30/01/2017;18:00;;0,14;"Muy buena / ";0,27;;2;19;Muy buena / Oso ona;23;32;"Muy buena / ";19;;12;Muy buena / Oso ona;0;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;17:00;;0,16;"Muy buena / ";0,33;;5;32;Muy buena / Oso ona;40;20;"Muy buena / ";15;;7;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;16:00;;0,17;"Muy buena / ";0,4;;6;30;Muy buena / Oso ona;40;22;"Muy buena / ";13;;14;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;15:00;;0,25;"Muy buena / ";0,46;;8;26;Muy buena / Oso ona;38;23;"Muy buena / ";10;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;14:00;;0,31;"Muy buena / ";0,48;;7;23;Muy buena / Oso ona;34;27;"Muy buena / ";7;;25;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;13:00;;0,37;"Muy buena / ";0,48;;10;34;Muy buena / Oso ona;50;18;"Muy buena / ";4;;28;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;12:00;;0,33;"Muy buena / ";0,47;;26;45;Muy buena / Oso ona;86;9;"Muy buena / ";1;;39;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;11:00;;0,42;"Muy buena / ";0,46;;133;62;Muy buena / Oso ona;266;0;"Muy buena / ";0;;42;Buena / Ona;25;Muy buena / Oso ona;7;Muy buena / Oso ona;
30/01/2017;10:00;;0,62;"Muy buena / ";0,44;;210;68;Muy buena / Oso ona;390;1;"Muy buena / ";0;;34;Muy buena / Oso ona;17;Muy buena / Oso ona;7;Muy buena / Oso ona;
30/01/2017;09:00;;0,77;"Muy buena / ";0,4;;191;55;Muy buena / Oso ona;348;1;"Muy buena / ";0;;28;Muy buena / Oso ona;16;Muy buena / Oso ona;7;Muy buena / Oso ona;
30/01/2017;08:00;;0,62;"Muy buena / ";0,35;;127;39;Muy buena / Oso ona;234;0;"Muy buena / ";0;;23;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;
30/01/2017;07:00;;0,41;"Muy buena / ";0,32;;77;32;Muy buena / Oso ona;150;0;"Muy buena / ";0;;15;Muy buena / Oso ona;9;Muy buena / Oso ona;6;Muy buena / Oso ona;
30/01/2017;06:00;;0,3;"Muy buena / ";0,34;;42;28;Muy buena / Oso ona;92;0;"Muy buena / ";0;;9;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;05:00;;0,3;"Muy buena / ";0,36;;19;23;Muy buena / Oso ona;52;0;"Muy buena / ";0;;9;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;
30/01/2017;04:00;;0,26;"Muy buena / ";0,35;;7;20;Muy buena / Oso ona;32;0;"Muy buena / ";0;;12;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;
30/01/2017;03:00;;0,28;"Muy buena / ";0,35;;11;20;Muy buena / Oso ona;37;0;"Muy buena / ";1;;16;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;
30/01/2017;02:00;;0,3;"Muy buena / ";0,34;;12;23;Muy buena / Oso ona;42;0;"Muy buena / ";6;;16;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;
30/01/2017;01:00;;0,36;"Muy buena / ";0,32;;15;27;Muy buena / Oso ona;51;0;"Muy buena / ";11;;17;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;24:00;;0,4;"Muy buena / ";0,29;;19;32;Muy buena / Oso ona;61;;"Sin datos / ";18;;20;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;23:00;;0,5;"Muy buena / ";0,26;;31;36;Muy buena / Oso ona;83;1;"Muy buena / ";23;;21;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;22:00;;0,47;"Muy buena / ";0,21;;39;44;Muy buena / Oso ona;104;1;"Muy buena / ";32;;24;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;21:00;;0,22;"Muy buena / ";0,16;;46;53;Muy buena / Oso ona;123;1;"Muy buena / ";40;;20;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;20:00;;0,26;"Muy buena / ";0,15;;24;44;Muy buena / Oso ona;81;7;"Muy buena / ";49;;10;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;19:00;;0,17;"Muy buena / ";0,14;;1;12;Muy buena / Oso ona;14;32;"Muy buena / ";55;;12;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;18:00;;0,18;"Muy buena / ";0,14;;1;16;Muy buena / Oso ona;18;34;"Muy buena / ";56;;8;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;17:00;;0,14;"Muy buena / ";0,15;;2;11;Muy buena / Oso ona;14;47;"Muy buena / ";56;;4;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;16:00;;0,12;"Muy buena / ";0,16;;2;5;Muy buena / Oso ona;8;63;"Buena / ";51;;8;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;15:00;;0,11;"Muy buena / ";0,18;;2;4;Muy buena / Oso ona;7;68;"Buena / ";43;;4;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;14:00;;0,11;"Muy buena / ";0,22;;1;4;Muy buena / Oso ona;7;70;"Buena / ";35;;3;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;13:00;;0,13;"Muy buena / ";0,27;;1;6;Muy buena / Oso ona;8;68;"Buena / ";26;;7;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;12:00;;0,17;"Muy buena / ";0,32;;3;15;Muy buena / Oso ona;20;55;"Muy buena / ";18;;8;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;11:00;;0,17;"Muy buena / ";0,37;;4;19;Muy buena / Oso ona;26;45;"Muy buena / ";11;;6;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;10:00;;0,24;"Muy buena / ";0,42;;9;23;Muy buena / Oso ona;37;30;"Muy buena / ";6;;12;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;09:00;;0,27;"Muy buena / ";0,46;;25;45;Muy buena / Oso ona;83;5;"Muy buena / ";2;;13;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;08:00;;0,22;"Muy buena / ";0,49;;11;41;Muy buena / Oso ona;58;4;"Muy buena / ";2;;16;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;07:00;;0,43;"Muy buena / ";0,54;;15;37;Muy buena / Oso ona;60;2;"Muy buena / ";1;;20;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;06:00;;0,51;"Muy buena / ";0,58;;12;32;Muy buena / Oso ona;50;1;"Muy buena / ";1;;26;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;
29/01/2017;05:00;;0,53;"Muy buena / ";0,59;;10;29;Muy buena / Oso ona;44;1;"Muy buena / ";2;;29;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;04:00;;0,58;"Muy buena / ";0,6;;11;30;Muy buena / Oso ona;47;1;"Muy buena / ";4;;26;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;03:00;;0,6;"Muy buena / ";0,59;;13;32;Muy buena / Oso ona;51;1;"Muy buena / ";8;;24;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;
29/01/2017;02:00;;0,57;"Muy buena / ";0,56;;16;34;Muy buena / Oso ona;58;1;"Muy buena / ";13;;20;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;
29/01/2017;01:00;;0,5;"Muy buena / ";0,52;;17;37;Muy buena / Oso ona;64;1;"Muy buena / ";21;;36;Muy buena / Oso ona;18;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;24:00;;0,62;"Muy buena / ";0,48;;24;42;Muy buena / Oso ona;79;1;"Muy buena / ";31;;35;Muy buena / Oso ona;21;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;23:00;;0,74;"Muy buena / ";0,42;;22;41;Muy buena / Oso ona;76;;"Sin datos / ";41;;28;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;22:00;;0,61;"Muy buena / ";0,34;;7;40;Muy buena / Oso ona;50;6;"Muy buena / ";44;;17;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;21:00;;0,56;"Muy buena / ";0,28;;3;27;Muy buena / Oso ona;32;18;"Muy buena / ";51;;20;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;20:00;;0,55;"Muy buena / ";0,23;;2;26;Muy buena / Oso ona;28;25;"Muy buena / ";56;;25;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;19:00;;0,38;"Muy buena / ";0,19;;1;22;Muy buena / Oso ona;24;37;"Muy buena / ";58;;27;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;18:00;;0,22;"Muy buena / ";0,26;;1;17;Muy buena / Oso ona;19;60;"Muy buena / ";55;;14;Muy buena / Oso ona;0;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;17:00;;0,18;"Muy buena / ";0,39;;2;15;Muy buena / Oso ona;18;68;"Buena / ";48;;17;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;16:00;;0,15;"Muy buena / ";0,43;;2;12;Muy buena / Oso ona;15;72;"Buena / ";40;;15;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;15:00;;0,1;"Muy buena / ";0,45;;2;11;Muy buena / Oso ona;14;65;"Buena / ";32;;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;14:00;;0,1;"Muy buena / ";0,47;;3;9;Muy buena / Oso ona;14;63;"Buena / ";25;;11;Muy buena / Oso ona;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;13:00;;0,13;"Muy buena / ";0,49;;2;6;Muy buena / Oso ona;10;59;"Muy buena / ";19;;5;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;12:00;;0,25;"Muy buena / ";0,5;;8;25;Muy buena / Oso ona;38;37;"Muy buena / ";14;;32;Muy buena / Oso ona;23;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;11:00;;0,97;"Muy buena / ";0,51;;27;41;Muy buena / Oso ona;82;17;"Muy buena / ";12;;35;Muy buena / Oso ona;20;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;10:00;;1,21;"Muy buena / ";0,44;;40;43;Muy buena / Oso ona;104;6;"Muy buena / ";12;;22;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona;
28/01/2017;09:00;;0,51;"Muy buena / ";0,33;;22;32;Muy buena / Oso ona;65;3;"Muy buena / ";17;;18;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;08:00;;0,35;"Muy buena / ";0,31;;26;28;Muy buena / Oso ona;69;3;"Muy buena / ";23;;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;
28/01/2017;07:00;;0,25;"Muy buena / ";0,3;;3;16;Muy buena / Oso ona;19;11;"Muy buena / ";30;;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;06:00;;0,23;"Muy buena / ";0,28;;2;10;Muy buena / Oso ona;13;16;"Muy buena / ";37;;17;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;05:00;;0,25;"Muy buena / ";0,29;;2;12;Muy buena / Oso ona;15;15;"Muy buena / ";39;;18;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;04:00;;0,3;"Muy buena / ";0,3;;1;12;Muy buena / Oso ona;14;24;"Muy buena / ";38;;18;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;03:00;;0,44;"Muy buena / ";0,3;;1;24;Muy buena / Oso ona;27;21;"Muy buena / ";36;;9;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;
28/01/2017;02:00;;0,33;"Muy buena / ";0,28;;1;13;Muy buena / Oso ona;15;39;"Muy buena / ";36;;3;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;
28/01/2017;01:00;;0,35;"Muy buena / ";0,27;;1;9;Muy buena / Oso ona;12;53;"Muy buena / ";37;;5;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;24:00;;0,23;"Muy buena / ";0,27;;1;10;Muy buena / Oso ona;12;58;"Muy buena / ";35;;9;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;23:00;;0,13;"Muy buena / ";0,28;;1;12;Muy buena / Oso ona;15;66;"Buena / ";35;;17;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;22:00;;0,31;"Muy buena / ";0,3;;18;51;Muy buena / Oso ona;79;;"Sin datos / ";33;;28;Muy buena / Oso ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;
27/01/2017;21:00;;0,34;"Muy buena / ";0,29;;33;71;Muy buena / Oso ona;121;2;"Muy buena / ";37;;23;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;20:00;;0,26;"Muy buena / ";0,28;;7;51;Muy buena / Oso ona;62;15;"Muy buena / ";44;;20;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;19:00;;0,32;"Muy buena / ";0,28;;12;54;Muy buena / Oso ona;72;18;"Muy buena / ";49;;17;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;18:00;;0,26;"Muy buena / ";0,27;;2;22;Muy buena / Oso ona;24;46;"Muy buena / ";55;;14;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;17:00;;0,34;"Muy buena / ";;;4;35;Muy buena / Oso ona;41;40;"Muy buena / ";58;;9;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;16:00;;0,28;"Muy buena / ";;;2;14;Muy buena / Oso ona;17;58;"Muy buena / ";62;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;
27/01/2017;15:00;;0,28;"Muy buena / ";;;4;18;Muy buena / Oso ona;24;55;"Muy buena / ";63;;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;
27/01/2017;14:00;;0,23;"Muy buena / ";;;3;16;Muy buena / Oso ona;21;58;"Muy buena / ";65;;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;
27/01/2017;13:00;;;"Sin datos / ";;;3;14;Muy buena / Oso ona;19;59;"Muy buena / ";66;;4;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;12:00;;0,24;"Muy buena / ";;;4;20;Muy buena / Oso ona;25;58;"Muy buena / ";67;;3;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;11:00;;;"Sin datos / ";;;3;13;Muy buena / Oso ona;18;65;"Buena / ";69;;9;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;10:00;;;"Sin datos / ";;;2;9;Muy buena / Oso ona;11;69;"Buena / ";69;;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;09:00;;;"Sin datos / ";;;2;10;Muy buena / Oso ona;12;71;"Buena / ";69;;19;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;08:00;;;"Sin datos / ";;;1;9;Muy buena / Oso ona;11;69;"Buena / ";69;;24;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;
27/01/2017;07:00;;;"Sin datos / ";;;2;9;Muy buena / Oso ona;12;69;"Buena / ";68;;26;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;
27/01/2017;06:00;;;"Sin datos / ";;;2;11;Muy buena / Oso ona;13;68;"Buena / ";68;;29;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;05:00;;;"Sin datos / ";;;2;8;Muy buena / Oso ona;11;70;"Buena / ";67;;29;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;04:00;;;"Sin datos / ";;;2;9;Muy buena / Oso ona;12;70;"Buena / ";67;;27;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;03:00;;;"Sin datos / ";;;2;9;Muy buena / Oso ona;12;69;"Buena / ";65;;21;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;
27/01/2017;02:00;;;"Sin datos / ";;;1;8;Muy buena / Oso ona;10;69;"Buena / ";63;;13;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona;
27/01/2017;01:00;;;"Sin datos / ";;;1;9;Muy buena / Oso ona;11;69;"Buena / ";61;;26;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;24:00;;;"Sin datos / ";0,25;;2;13;Muy buena / Oso ona;15;63;"Buena / ";59;;36;Muy buena / Oso ona;24;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;23:00;;;"Sin datos / ";0,25;;2;14;Muy buena / Oso ona;16;63;"Buena / ";59;;35;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;22:00;;0,19;"Muy buena / ";0,24;;2;10;Muy buena / Oso ona;13;65;"Buena / ";59;;28;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;21:00;;0,22;"Muy buena / ";0,25;;2;16;Muy buena / Oso ona;20;;"Sin datos / ";59;;25;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;20:00;;0,27;"Muy buena / ";0,25;;3;22;Muy buena / Oso ona;26;57;"Muy buena / ";59;;22;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;19:00;;0,31;"Muy buena / ";0,25;;2;24;Muy buena / Oso ona;28;56;"Muy buena / ";59;;24;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;18:00;;0,29;"Muy buena / ";0,24;;2;27;Muy buena / Oso ona;30;55;"Muy buena / ";59;;34;Muy buena / Oso ona;23;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;17:00;;0,23;"Muy buena / ";0,25;;3;28;Muy buena / Oso ona;32;57;"Muy buena / ";56;;39;Muy buena / Oso ona;23;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;16:00;;0,23;"Muy buena / ";0,27;;4;29;Muy buena / Oso ona;35;58;"Muy buena / ";51;;35;Muy buena / Oso ona;22;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;15:00;;0,21;"Muy buena / ";0,3;;4;20;Muy buena / Oso ona;26;64;"Buena / ";46;;33;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;14:00;;0,22;"Muy buena / ";0,37;;5;20;Muy buena / Oso ona;28;63;"Buena / ";38;;27;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;13:00;;0,26;"Muy buena / ";0,44;;4;17;Muy buena / Oso ona;24;65;"Buena / ";30;;22;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;12:00;;0,27;"Muy buena / ";0,48;;5;19;Muy buena / Oso ona;26;57;"Muy buena / ";22;;27;Muy buena / Oso ona;10;Muy buena / Oso ona;6;Muy buena / Oso ona;
26/01/2017;11:00;;0,24;"Muy buena / ";0,5;;6;22;Muy buena / Oso ona;30;49;"Muy buena / ";15;;18;Muy buena / Oso ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;10:00;;0,37;"Muy buena / ";0,53;;8;31;Muy buena / Oso ona;44;32;"Muy buena / ";9;;27;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;09:00;;0,39;"Muy buena / ";0,54;;9;41;Muy buena / Oso ona;54;21;"Muy buena / ";5;;27;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;08:00;;0,41;"Muy buena / ";0,55;;16;49;Muy buena / Oso ona;73;13;"Muy buena / ";3;;36;Muy buena / Oso ona;21;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;07:00;;0,77;"Muy buena / ";0,55;;95;60;Muy buena / Oso ona;205;1;"Muy buena / ";2;;46;Buena / Ona;29;Buena / Ona;5;Muy buena / Oso ona;
26/01/2017;06:00;;0,79;"Muy buena / ";0,5;;68;53;Muy buena / Oso ona;157;1;"Muy buena / ";2;;42;Buena / Ona;24;Muy buena / Oso ona;5;Muy buena / Oso ona;
26/01/2017;05:00;;0,6;"Muy buena / ";0,45;;27;43;Muy buena / Oso ona;85;1;"Muy buena / ";2;;40;Muy buena / Oso ona;24;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;04:00;;0,47;"Muy buena / ";0,42;;13;37;Muy buena / Oso ona;58;1;"Muy buena / ";2;;36;Muy buena / Oso ona;25;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;03:00;;0,45;"Muy buena / ";0,4;;13;37;Muy buena / Oso ona;58;1;"Muy buena / ";2;;41;Buena / Ona;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;
26/01/2017;02:00;;0,45;"Muy buena / ";0,38;;5;40;Muy buena / Oso ona;48;4;"Muy buena / ";6;;34;Muy buena / Oso ona;23;Muy buena / Oso ona;4;Muy buena / Oso ona;
26/01/2017;01:00;;0,46;"Muy buena / ";0,36;;9;43;Muy buena / Oso ona;57;2;"Muy buena / ";12;;36;Muy buena / Oso ona;26;Buena / Ona;5;Muy buena / Oso ona;
25/01/2017;24:00;;0,44;"Muy buena / ";0,33;;12;50;Muy buena / Oso ona;68;1;"Muy buena / ";20;;39;Muy buena / Oso ona;22;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;23:00;;0,38;"Muy buena / ";0,3;;11;51;Muy buena / Oso ona;67;3;"Muy buena / ";29;;35;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;22:00;;0,34;"Muy buena / ";0,27;;17;56;Muy buena / Oso ona;83;3;"Muy buena / ";39;;38;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/01/2017;21:00;;0,36;"Muy buena / ";0,26;;33;68;Muy buena / Oso ona;119;1;"Muy buena / ";49;;26;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/01/2017;20:00;;0,33;"Muy buena / ";0,24;;25;61;Muy buena / Oso ona;100;;"Sin datos / ";56;;11;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/01/2017;19:00;;0,3;"Muy buena / ";0,25;;4;43;Muy buena / Oso ona;50;27;"Muy buena / ";52;;5;Muy buena / Oso ona;0;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;18:00;;0,27;"Muy buena / ";0,27;;4;37;Muy buena / Oso ona;43;44;"Muy buena / ";50;;20;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;17:00;;0,22;"Muy buena / ";0,31;;5;31;Muy buena / Oso ona;39;60;"Muy buena / ";45;;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;16:00;;0,18;"Muy buena / ";0,36;;5;22;Muy buena / Oso ona;30;68;"Buena / ";38;;22;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/01/2017;15:00;;0,17;"Muy buena / ";0,41;;5;16;Muy buena / Oso ona;23;73;"Buena / ";29;;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/01/2017;14:00;;;"Sin datos / ";0,45;;5;17;Muy buena / Oso ona;26;69;"Buena / ";20;;15;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/01/2017;13:00;;;"Sin datos / ";0,45;;8;26;Muy buena / Oso ona;39;53;"Muy buena / ";12;;25;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;
25/01/2017;12:00;;0,34;"Muy buena / ";0,44;;37;51;Muy buena / Oso ona;108;23;"Muy buena / ";5;;70;Mejorable / Hobetzeko modukoa;41;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;
25/01/2017;11:00;;0,46;"Muy buena / ";0,45;;76;58;Muy buena / Oso ona;174;8;"Muy buena / ";3;;104;Mejorable / Hobetzeko modukoa;48;Mejorable / Hobetzeko modukoa;7;Muy buena / Oso ona;
25/01/2017;10:00;;0,5;"Muy buena / ";0,45;;76;51;Muy buena / Oso ona;168;4;"Muy buena / ";2;;91;Mejorable / Hobetzeko modukoa;35;Buena / Ona;6;Muy buena / Oso ona;
25/01/2017;09:00;;0,54;"Muy buena / ";0,43;;81;48;Muy buena / Oso ona;171;2;"Muy buena / ";1;;64;Mejorable / Hobetzeko modukoa;30;Buena / Ona;5;Muy buena / Oso ona;
