Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
13/02/2017;18:00;26;55;Muy buena / Oso ona;96;17;"Muy buena / ";54;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;2;Muy buena / Oso ona;151;68;994,7;0;14,5;13,5;0,44
13/02/2017;17:00;4;23;Muy buena / Oso ona;28;51;"Muy buena / ";60;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;79;72;993,4;0;106,8;13,5;1,99
13/02/2017;16:00;10;33;Muy buena / Oso ona;49;43;"Muy buena / ";63;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;140;79;992,8;0,6;120,2;12,4;1,15
13/02/2017;15:00;1;9;Muy buena / Oso ona;11;63;"Buena / ";66;9;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;164;60;991,4;1;178,9;14,7;4,51
13/02/2017;14:00;2;11;Muy buena / Oso ona;14;61;"Buena / ";68;10;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;137;52;990,3;0;202,7;16,4;4,24
13/02/2017;13:00;1;8;Muy buena / Oso ona;10;63;"Buena / ";70;12;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;133;52;989,8;0;312,2;16,1;5,66
13/02/2017;12:00;1;8;Muy buena / Oso ona;10;65;"Buena / ";72;13;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;144;49;989,1;0;561,3;16,4;5,71
13/02/2017;11:00;1;10;Muy buena / Oso ona;12;67;"Buena / ";74;13;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;145;51;988,3;0;335,6;15,7;5,19
13/02/2017;10:00;1;9;Muy buena / Oso ona;11;70;"Buena / ";75;18;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;154;50;987,5;0;146,6;15,1;7,31
13/02/2017;09:00;1;10;Muy buena / Oso ona;12;71;"Buena / ";76;25;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;149;49;987,7;0;41,4;14,7;10,18
13/02/2017;08:00;2;11;Muy buena / Oso ona;14;70;"Buena / ";77;30;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;156;48;987;0;20,8;14,4;8,17
13/02/2017;07:00;1;6;Muy buena / Oso ona;8;77;"Buena / ";78;36;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;147;44;986,1;0;0,2;14,8;11,24
13/02/2017;06:00;0;5;Muy buena / Oso ona;6;79;"Buena / ";78;30;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;152;41;985,6;0;0;15,1;10,3
13/02/2017;05:00;0;4;Muy buena / Oso ona;4;79;"Buena / ";77;20;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;150;44;986;0;0,1;14,7;7,53
13/02/2017;04:00;0;4;Muy buena / Oso ona;4;78;"Buena / ";77;28;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;147;45;986,4;0;0,3;15,3;8,91
13/02/2017;03:00;0;4;Muy buena / Oso ona;4;77;"Buena / ";76;22;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;147;47;986,6;0;0,2;15,2;9,59
13/02/2017;02:00;0;6;Muy buena / Oso ona;6;77;"Buena / ";76;22;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;148;47;986,5;0;0,1;15,2;9,38
13/02/2017;01:00;0;5;Muy buena / Oso ona;5;76;"Buena / ";75;23;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;145;47;986,6;0;0,1;15,3;8,07
12/02/2017;24:00;1;6;Muy buena / Oso ona;7;76;"Buena / ";74;25;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;144;47;986,5;0;0,2;15,1;9,88
12/02/2017;23:00;1;5;Muy buena / Oso ona;6;77;"Buena / ";74;30;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;145;46;986,5;0;0,1;15,2;11,44
12/02/2017;22:00;0;6;Muy buena / Oso ona;6;78;"Buena / ";73;33;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;145;46;986,9;0;0,1;15,2;10,19
12/02/2017;21:00;1;7;Muy buena / Oso ona;8;75;"Buena / ";72;36;Muy buena / Oso ona;11;Muy buena / Oso ona;1;Muy buena / Oso ona;141;47;987,3;0;0,1;15;7,07
12/02/2017;20:00;1;7;Muy buena / Oso ona;8;75;"Buena / ";71;35;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;148;45;986,9;0;0;15,1;10,66
12/02/2017;19:00;1;8;Muy buena / Oso ona;10;72;"Buena / ";69;37;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;140;46;987,2;0;0;15,3;7,17
12/02/2017;18:00;1;9;Muy buena / Oso ona;10;71;"Buena / ";68;30;Muy buena / Oso ona;10;Muy buena / Oso ona;1;Muy buena / Oso ona;136;46;986,9;0;6,8;15,3;5,7
12/02/2017;17:00;1;8;Muy buena / Oso ona;10;70;"Buena / ";61;29;Muy buena / Oso ona;9;Muy buena / Oso ona;1;Muy buena / Oso ona;139;48;987,2;0;46;15,3;4,8
12/02/2017;16:00;0;7;Muy buena / Oso ona;7;71;"Buena / ";54;26;Muy buena / Oso ona;5;Muy buena / Oso ona;1;Muy buena / Oso ona;142;50;987,4;0;91,8;15;6,14
12/02/2017;15:00;1;5;Muy buena / Oso ona;6;70;"Buena / ";47;21;Muy buena / Oso ona;2;Muy buena / Oso ona;1;Muy buena / Oso ona;144;51;987,5;0;168;14,8;7,82
12/02/2017;14:00;1;4;Muy buena / Oso ona;6;70;"Buena / ";40;14;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;143;52;987,6;0;219,4;14,4;8,93
12/02/2017;13:00;1;7;Muy buena / Oso ona;9;68;"Buena / ";34;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1;Muy buena / Oso ona;145;52;988,5;0;350,9;14,2;7,22
12/02/2017;12:00;1;12;Muy buena / Oso ona;14;60;"Muy buena / ";29;9;Muy buena / Oso ona;1;Muy buena / Oso ona;1;Muy buena / Oso ona;142;62;989,5;0;177,6;13,2;4,09
12/02/2017;11:00;1;11;Muy buena / Oso ona;13;60;"Muy buena / ";26;21;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;138;62;989,9;0,1;59;13,1;3,74
12/02/2017;10:00;13;30;Muy buena / Oso ona;50;21;"Muy buena / ";23;20;Muy buena / Oso ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;130;90;990,4;0;44,7;10,5;1,76
12/02/2017;09:00;10;27;Muy buena / Oso ona;42;9;"Muy buena / ";23;17;Muy buena / Oso ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;113;99;990,7;0;37,4;7,7;0,77
12/02/2017;08:00;5;19;Muy buena / Oso ona;26;15;"Muy buena / ";24;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;285;99;991,1;0,1;5,6;7,2;0,67
12/02/2017;07:00;2;19;Muy buena / Oso ona;22;13;"Muy buena / ";25;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;224;98;991,3;0;0,5;7,3;0,17
12/02/2017;06:00;2;11;Muy buena / Oso ona;15;25;"Muy buena / ";29;8;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;188;97;992,1;0;0,3;7,5;0,37
12/02/2017;05:00;1;11;Muy buena / Oso ona;12;32;"Muy buena / ";30;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;163;97;992,5;0;0,5;7,5;1,73
12/02/2017;04:00;0;10;Muy buena / Oso ona;11;33;"Muy buena / ";30;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;159;98;993,2;0;0,9;7,4;1,49
12/02/2017;03:00;0;10;Muy buena / Oso ona;11;36;"Muy buena / ";30;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;146;99;993,9;0;0,8;7,5;1,37
12/02/2017;02:00;4;21;Muy buena / Oso ona;27;23;"Muy buena / ";29;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;156;99;994,6;0,1;0,6;7,3;0,84
12/02/2017;01:00;5;30;Muy buena / Oso ona;37;16;"Muy buena / ";30;12;Muy buena / Oso ona;16;Muy buena / Oso ona;1;Muy buena / Oso ona;212;98;995;0,1;0,6;7,4;0,09
11/02/2017;24:00;3;26;Muy buena / Oso ona;30;25;"Muy buena / ";33;10;Muy buena / Oso ona;13;Muy buena / Oso ona;1;Muy buena / Oso ona;199;98;995,6;0,2;0,3;7,4;0,2
11/02/2017;23:00;1;14;Muy buena / Oso ona;16;41;"Muy buena / ";35;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;160;98;996,2;0,3;0,2;7,3;1,21
11/02/2017;22:00;3;20;Muy buena / Oso ona;25;37;"Muy buena / ";37;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;165;98;997,1;0,6;0,2;7,3;1,3
11/02/2017;21:00;5;28;Muy buena / Oso ona;35;30;"Muy buena / ";39;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;156;98;997,5;0,7;0,1;7,4;1,4
11/02/2017;20:00;6;25;Muy buena / Oso ona;34;28;"Muy buena / ";39;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;158;97;998;0,6;0,1;7,6;1,57
11/02/2017;19:00;6;25;Muy buena / Oso ona;35;29;"Muy buena / ";38;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;169;95;998,2;0,3;0,1;7,9;1,74
11/02/2017;18:00;6;30;Muy buena / Oso ona;39;31;"Muy buena / ";36;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;151;87;998,2;0,5;3,4;8,6;1,37
11/02/2017;17:00;3;23;Muy buena / Oso ona;27;42;"Muy buena / ";34;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;110;74;998,1;0,1;19,2;9,9;1,85
11/02/2017;16:00;3;21;Muy buena / Oso ona;25;44;"Muy buena / ";28;15;Muy buena / Oso ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;128;63;998,3;0;62,5;11,1;1,36
11/02/2017;15:00;2;17;Muy buena / Oso ona;20;52;"Muy buena / ";23;15;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;112;57;998,7;0;168,4;11,8;1,11
11/02/2017;14:00;4;20;Muy buena / Oso ona;27;52;"Muy buena / ";17;13;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;96;55;999,4;0;260,2;12;1,36
11/02/2017;13:00;8;42;Muy buena / Oso ona;53;35;"Muy buena / ";11;19;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;132;55;1000,2;0;154,7;11,5;0,75
11/02/2017;12:00;18;53;Muy buena / Oso ona;80;20;"Muy buena / ";8;26;Muy buena / Oso ona;19;Muy buena / Oso ona;5;Muy buena / Oso ona;69;60;1001,2;0;242,2;11,1;0,69
11/02/2017;11:00;23;47;Muy buena / Oso ona;82;15;"Muy buena / ";6;37;Muy buena / Oso ona;25;Muy buena / Oso ona;6;Muy buena / Oso ona;257;78;1001,6;0;183,5;8,4;0,27
11/02/2017;10:00;24;43;Muy buena / Oso ona;79;8;"Muy buena / ";4;28;Muy buena / Oso ona;20;Muy buena / Oso ona;5;Muy buena / Oso ona;126;92;1001,7;0;121;6,1;0,56
11/02/2017;09:00;59;49;Muy buena / Oso ona;139;1;"Muy buena / ";3;22;Muy buena / Oso ona;21;Muy buena / Oso ona;5;Muy buena / Oso ona;276;96;1001,7;0;53,6;4,6;0,09
11/02/2017;08:00;36;40;Muy buena / Oso ona;96;3;"Muy buena / ";4;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;204;97;1001,5;0;11,1;4;0,2
11/02/2017;07:00;18;33;Muy buena / Oso ona;60;3;"Muy buena / ";4;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;142;97;1001,3;0;0;4,1;1,07
11/02/2017;06:00;8;25;Muy buena / Oso ona;37;5;"Muy buena / ";4;27;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;149;96;1000,8;0;0;4,1;0,1
11/02/2017;05:00;5;21;Muy buena / Oso ona;28;7;"Muy buena / ";4;29;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;129;95;1000,6;0;0;4,6;0,48
11/02/2017;04:00;13;29;Muy buena / Oso ona;49;2;"Muy buena / ";5;41;Buena / Ona;43;Mejorable / Hobetzeko modukoa;4;Muy buena / Oso ona;127;94;1000,5;0;0;4,7;0,53
11/02/2017;03:00;9;37;Muy buena / Oso ona;51;1;"Muy buena / ";6;29;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;235;94;1000,3;0;0;4,9;0,29
11/02/2017;02:00;11;36;Muy buena / Oso ona;53;5;"Muy buena / ";6;25;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;255;91;1000,2;0;0;5;0,05
11/02/2017;01:00;16;41;Muy buena / Oso ona;66;4;"Muy buena / ";9;31;Muy buena / Oso ona;34;Buena / Ona;8;Muy buena / Oso ona;329;88;1000,4;0;0;5,3;0,16
10/02/2017;24:00;7;33;Muy buena / Oso ona;43;16;"Muy buena / ";17;32;Muy buena / Oso ona;29;Buena / Ona;5;Muy buena / Oso ona;146;81;1000;0;0;6,5;1,16
10/02/2017;23:00;32;51;Muy buena / Oso ona;100;3;"Muy buena / ";22;26;Muy buena / Oso ona;26;Buena / Ona;2;Muy buena / Oso ona;144;78;1000;0;0;6,8;0,52
10/02/2017;22:00;46;57;Muy buena / Oso ona;128;4;"Muy buena / ";29;22;Muy buena / Oso ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;145;72;999,6;0;0;7,9;0,81
10/02/2017;21:00;14;48;Muy buena / Oso ona;70;19;"Muy buena / ";37;24;Muy buena / Oso ona;24;Muy buena / Oso ona;2;Muy buena / Oso ona;171;59;999,4;0;0;9,8;1,27
10/02/2017;20:00;44;72;Muy buena / Oso ona;140;3;"Muy buena / ";42;33;Muy buena / Oso ona;25;Muy buena / Oso ona;2;Muy buena / Oso ona;168;59;999,2;0;0;9,8;1,17
10/02/2017;19:00;49;79;Muy buena / Oso ona;154;3;"Muy buena / ";49;25;Muy buena / Oso ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;150;53;998,9;0;0;10,9;1,29
10/02/2017;18:00;22;58;Muy buena / Oso ona;91;26;"Muy buena / ";56;14;Muy buena / Oso ona;17;Muy buena / Oso ona;2;Muy buena / Oso ona;121;47;998;0;7,9;12,2;1,08
10/02/2017;17:00;2;20;Muy buena / Oso ona;24;58;"Muy buena / ";60;9;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;157;42;997,5;0;86,3;13,3;2,38
10/02/2017;16:00;4;18;Muy buena / Oso ona;24;62;"Buena / ";59;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;169;39;997,2;0;292,7;14,4;2,39
10/02/2017;15:00;4;21;Muy buena / Oso ona;27;59;"Muy buena / ";52;6;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;145;39;996,9;0;279,4;14,1;1,57
10/02/2017;14:00;3;16;Muy buena / Oso ona;20;63;"Buena / ";48;8;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;169;38;997;0;283,9;13,6;2,26
10/02/2017;13:00;4;21;Muy buena / Oso ona;27;58;"Muy buena / ";45;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;75;39;997;0;299,2;13,5;0,47
10/02/2017;12:00;3;20;Muy buena / Oso ona;25;59;"Muy buena / ";43;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;132;42;997,1;0;281,2;12,2;1,73
10/02/2017;11:00;4;17;Muy buena / Oso ona;23;62;"Buena / ";42;8;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;171;41;997;0;238;11,4;2,37
10/02/2017;10:00;4;23;Muy buena / Oso ona;29;57;"Muy buena / ";40;7;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;194;41;996,3;0;150,4;11,2;1,02
10/02/2017;09:00;9;30;Muy buena / Oso ona;43;52;"Muy buena / ";38;18;Muy buena / Oso ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;156;39;995,7;0;90,4;10,7;3,42
10/02/2017;08:00;92;93;Muy buena / Oso ona;234;2;"Muy buena / ";34;16;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;131;40;995,2;0;21,3;9,9;0,89
10/02/2017;07:00;10;44;Muy buena / Oso ona;59;34;"Muy buena / ";38;15;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona;123;39;994,8;0;0;10,1;1,66
10/02/2017;06:00;7;35;Muy buena / Oso ona;45;35;"Muy buena / ";36;6;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;153;43;994,3;0;0;9,6;2,47
10/02/2017;05:00;1;19;Muy buena / Oso ona;21;42;"Muy buena / ";36;12;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;136;48;994,3;0;0;9,1;2,15
10/02/2017;04:00;0;13;Muy buena / Oso ona;13;51;"Muy buena / ";31;9;Muy buena / Oso ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;136;48;994,5;0;0;9,1;2,62
10/02/2017;03:00;0;14;Muy buena / Oso ona;14;48;"Muy buena / ";24;7;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;134;49;994,9;0;0;9,2;2,37
10/02/2017;02:00;1;19;Muy buena / Oso ona;21;37;"Muy buena / ";17;11;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;134;59;995,4;0;0;8,3;2,2
10/02/2017;01:00;4;30;Muy buena / Oso ona;36;22;"Muy buena / ";12;10;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;123;61;995,8;0;0;8,6;1,8
09/02/2017;24:00;4;30;Muy buena / Oso ona;36;23;"Muy buena / ";12;11;Muy buena / Oso ona;12;Muy buena / Oso ona;1;Muy buena / Oso ona;131;63;995,8;0;0;8,8;1,83
09/02/2017;23:00;3;33;Muy buena / Oso ona;38;20;"Muy buena / ";15;;Sin datos / Daturik gabe;10;Muy buena / Oso ona;2;Muy buena / Oso ona;127;62;996,1;0;0;9;1,81
09/02/2017;22:00;4;30;Muy buena / Oso ona;35;30;"Muy buena / ";19;13;Muy buena / Oso ona;14;Muy buena / Oso ona;1;Muy buena / Oso ona;121;57;996,3;0;0;10;2,21
09/02/2017;21:00;11;49;Muy buena / Oso ona;65;8;"Muy buena / ";22;26;Muy buena / Oso ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;134;68;996,7;0;0;9;2,23
09/02/2017;20:00;18;53;Muy buena / Oso ona;80;2;"Muy buena / ";29;21;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;139;73;997,2;0;0;8,8;2,07
09/02/2017;19:00;36;58;Muy buena / Oso ona;113;2;"Muy buena / ";36;25;Muy buena / Oso ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;143;68;997,8;0;0;9,2;1,74
09/02/2017;18:00;49;66;Muy buena / Oso ona;141;2;"Muy buena / ";41;17;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;148;56;998;0;6,3;10,7;1,2
09/02/2017;17:00;20;53;Muy buena / Oso ona;85;17;"Muy buena / ";44;10;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;128;49;998,5;0;60,8;12;0,94
09/02/2017;16:00;10;39;Muy buena / Oso ona;54;36;"Muy buena / ";42;10;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;161;45;999,3;0;132,8;12,4;1,06
09/02/2017;15:00;7;25;Muy buena / Oso ona;36;51;"Muy buena / ";38;7;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;161;42;1000,3;0;210,9;12,9;1,28
09/02/2017;14:00;5;17;Muy buena / Oso ona;25;58;"Muy buena / ";32;7;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;172;45;1001,3;0;540,7;12,2;3,2
09/02/2017;13:00;4;14;Muy buena / Oso ona;21;61;"Buena / ";26;8;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;183;47;1002,8;0;585,8;11,5;2,51
09/02/2017;12:00;4;17;Muy buena / Oso ona;22;59;"Muy buena / ";21;5;Muy buena / Oso ona;0;Muy buena / Oso ona;2;Muy buena / Oso ona;138;54;1004,2;0;567,6;10,6;2,08
09/02/2017;11:00;8;27;Muy buena / Oso ona;39;41;"Muy buena / ";15;8;Muy buena / Oso ona;1;Muy buena / Oso ona;2;Muy buena / Oso ona;110;73;1005,4;0;488,8;9,3;1,51
09/02/2017;10:00;15;35;Muy buena / Oso ona;58;27;"Muy buena / ";11;20;Muy buena / Oso ona;14;Muy buena / Oso ona;2;Muy buena / Oso ona;136;98;1006,3;0;363,8;6,4;2,44
09/02/2017;09:00;37;49;Muy buena / Oso ona;106;5;"Muy buena / ";8;18;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;155;100;1007,4;0;178,7;4,6;1,62
09/02/2017;08:00;35;53;Muy buena / Oso ona;106;2;"Muy buena / ";8;19;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;141;100;1008;0;22,3;4,4;1,75
09/02/2017;07:00;22;47;Muy buena / Oso ona;81;3;"Muy buena / ";9;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;145;100;1008,6;0;0;4,7;1,46
09/02/2017;06:00;8;35;Muy buena / Oso ona;46;11;"Muy buena / ";9;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;120;100;1009,3;0;0,5;5;0,75
09/02/2017;05:00;2;31;Muy buena / Oso ona;34;16;"Muy buena / ";8;24;Muy buena / Oso ona;25;Muy buena / Oso ona;2;Muy buena / Oso ona;147;100;1009,8;0;0,9;4,8;1,15
09/02/2017;04:00;1;30;Muy buena / Oso ona;32;16;"Muy buena / ";6;25;Muy buena / Oso ona;25;Muy buena / Oso ona;2;Muy buena / Oso ona;157;100;1010,2;0;0,8;5,1;1,11
09/02/2017;03:00;3;36;Muy buena / Oso ona;41;7;"Muy buena / ";5;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;259;100;1011;0;0,7;5,2;0,59
09/02/2017;02:00;2;41;Muy buena / Oso ona;44;7;"Muy buena / ";7;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;79;100;1011,6;0,2;0,2;5,3;0,17
09/02/2017;01:00;6;50;Muy buena / Oso ona;59;1;"Muy buena / ";9;18;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;159;100;1012,4;0,2;0,7;5,4;0,89
08/02/2017;24:00;8;51;Muy buena / Oso ona;63;3;"Muy buena / ";17;22;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;253;100;1012,9;0,2;0,4;5,4;0,26
08/02/2017;23:00;8;52;Muy buena / Oso ona;63;6;"Muy buena / ";22;15;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;129;99;1013,2;0,1;0,2;5,6;0,35
08/02/2017;22:00;30;62;Muy buena / Oso ona;107;3;"Muy buena / ";29;12;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;295;99;1013,6;0,2;0,2;5,6;0,62
08/02/2017;21:00;22;66;Muy buena / Oso ona;99;4;"Muy buena / ";36;11;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;290;98;1013,7;0,4;0,1;6,3;0,29
08/02/2017;20:00;23;65;Muy buena / Oso ona;100;9;"Muy buena / ";43;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;317;97;1014;0;0;6,6;0,82
08/02/2017;19:00;14;62;Muy buena / Oso ona;83;16;"Muy buena / ";48;11;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;299;97;1013,8;0,1;0;6,9;1,23
08/02/2017;18:00;13;54;Muy buena / Oso ona;74;25;"Muy buena / ";51;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;291;94;1013,6;0,6;2,2;7,2;1,11
08/02/2017;17:00;3;25;Muy buena / Oso ona;29;55;"Muy buena / ";53;3;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;296;84;1013,3;1,3;47,3;7,9;2,81
08/02/2017;16:00;9;28;Muy buena / Oso ona;41;54;"Muy buena / ";50;11;Muy buena / Oso ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;289;81;1013,4;0;160,8;8,6;2,14
08/02/2017;15:00;5;18;Muy buena / Oso ona;25;62;"Buena / ";50;11;Muy buena / Oso ona;3;Muy buena / Oso ona;2;Muy buena / Oso ona;289;83;1013,5;1;133,5;8,2;2,59
08/02/2017;14:00;5;14;Muy buena / Oso ona;21;66;"Buena / ";49;11;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;306;77;1013,9;1,3;235,8;8,5;2,83
08/02/2017;13:00;7;24;Muy buena / Oso ona;35;57;"Muy buena / ";49;14;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona;301;74;1014;0;327,4;9,7;3
08/02/2017;12:00;10;33;Muy buena / Oso ona;47;46;"Muy buena / ";50;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;260;85;1014,6;0,4;268,4;8,3;1,71
08/02/2017;11:00;12;41;Muy buena / Oso ona;59;42;"Muy buena / ";53;7;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;335;84;1014,9;0,1;140,8;7,4;0,7
08/02/2017;10:00;8;45;Muy buena / Oso ona;57;39;"Muy buena / ";56;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;4;Muy buena / Oso ona;300;91;1014,9;0,3;72,1;6,6;1,61
08/02/2017;09:00;11;53;Muy buena / Oso ona;69;32;"Muy buena / ";59;13;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;300;92;1014,4;2,4;42,3;6,1;1,6
