Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
23/04/2017;03:00;84;83;1004,5;0;7;0,45
23/04/2017;02:00;65;79;1004,8;0;8,3;1,47
23/04/2017;01:00;66;79;1005,3;0;8,9;1,53
22/04/2017;24:00;72;82;1005,6;0;9,1;0,96
22/04/2017;23:00;195;82;1005,7;0;10,2;0,26
22/04/2017;22:00;265;79;1005,8;0;11,8;1,44
22/04/2017;21:00;261;73;1005,4;0;12,6;1,77
22/04/2017;20:00;275;61;1004,9;0;14,2;2
22/04/2017;19:00;278;40;1004,5;33,1;18,5;1,65
22/04/2017;18:00;11;23;1004,4;215,3;21,6;2,07
22/04/2017;17:00;51;25;1004,3;415,7;22,5;2,85
22/04/2017;16:00;59;25;1004,2;580;23,5;3,26
22/04/2017;15:00;70;25;1004,5;732,6;24;3,75
22/04/2017;14:00;98;19;1004,9;848,1;25,5;1,12
22/04/2017;13:00;142;19;1005,9;947,6;24,8;0,41
22/04/2017;12:00;87;24;1006,8;985,6;23,1;1,08
22/04/2017;11:00;87;25;1007,6;903,4;21,7;1,81
22/04/2017;10:00;129;27;1007,8;792,7;20,4;1,12
22/04/2017;09:00;197;29;1008;585,1;18,7;1,32
22/04/2017;08:00;183;32;1008,3;411,6;17,2;0,89
22/04/2017;07:00;191;36;1008,2;193,7;15,1;0,71
22/04/2017;06:00;64;41;1008;21;12,2;1,24
22/04/2017;05:00;101;47;1007,6;0;11,2;0,35
22/04/2017;04:00;70;51;1007,5;0;10,8;0,54
22/04/2017;03:00;68;49;1007,7;0;11,6;0,92
22/04/2017;02:00;55;57;1007,8;0;10,3;0,93
22/04/2017;01:00;86;63;1008,3;0;9,6;0,38
21/04/2017;24:00;299;64;1008,5;0;10;0,22
21/04/2017;23:00;56;59;1008,5;0;10,6;0,18
21/04/2017;22:00;49;53;1008,6;0;11,9;0,36
21/04/2017;21:00;110;44;1008,8;0;14,2;0,41
21/04/2017;20:00;63;38;1008,4;0;16,3;2,31
21/04/2017;19:00;64;35;1008;33,3;17,7;3,05
21/04/2017;18:00;57;33;1008,1;213,9;18,9;3,65
21/04/2017;17:00;62;33;1008,1;432,1;19,9;4,09
21/04/2017;16:00;55;33;1008,1;633,6;20,7;3,52
21/04/2017;15:00;63;32;1008,6;804;20,9;3,85
21/04/2017;14:00;61;34;1009,1;926,8;21,3;3,19
21/04/2017;13:00;68;33;1009,7;995,1;21,2;2,9
21/04/2017;12:00;88;29;1010,4;991,7;20,7;1,99
21/04/2017;11:00;95;32;1011,1;846,7;19,9;1
21/04/2017;10:00;105;37;1011,3;770,7;17,5;1,13
21/04/2017;09:00;80;49;1011,3;604,7;14,4;1,17
21/04/2017;08:00;85;62;1011,3;408,6;9,9;0,67
21/04/2017;07:00;69;74;1011;187,8;5,8;0,82
21/04/2017;06:00;46;84;1010,7;18;2,5;0,42
21/04/2017;05:00;62;85;1010,5;0;2,3;0,69
21/04/2017;04:00;75;86;1010,5;0;2,5;0,59
21/04/2017;03:00;76;85;1010,6;0;2,9;0,6
21/04/2017;02:00;88;84;1010,6;0;3,2;0,51
21/04/2017;01:00;72;79;1010,9;0;4,3;1,12
20/04/2017;24:00;74;76;1010,9;0;5,2;1,24
20/04/2017;23:00;98;77;1011;0;5,7;0,33
20/04/2017;22:00;69;72;1011,2;0;6,9;0,16
20/04/2017;21:00;97;65;1011,1;0;8,8;0,29
20/04/2017;20:00;23;58;1010,9;0;10,5;1,29
20/04/2017;19:00;57;47;1010,7;40,8;12,5;1,78
20/04/2017;18:00;59;37;1010,8;213,1;14,1;3,21
20/04/2017;17:00;59;32;1010,7;394,4;14,6;4,22
20/04/2017;16:00;52;34;1010,6;582,3;14,8;4,12
20/04/2017;15:00;52;38;1010,8;751,1;14,6;4,26
20/04/2017;14:00;55;41;1011,2;869,8;14,4;4,28
20/04/2017;13:00;40;42;1011,3;912,1;14,1;4,31
20/04/2017;12:00;39;41;1011,5;909,9;14,2;4,11
20/04/2017;11:00;47;39;1012;914,2;14,3;3,14
20/04/2017;10:00;59;41;1012,1;797,1;13,5;1,8
20/04/2017;09:00;194;49;1012,1;620,4;11,8;0,54
20/04/2017;08:00;70;63;1012,1;412;8,3;0,58
20/04/2017;07:00;69;73;1011,8;187,6;5,1;1,2
20/04/2017;06:00;73;81;1011,4;17,5;2,7;1,13
20/04/2017;05:00;93;75;1010,9;0;3,7;1,09
20/04/2017;04:00;134;61;1010,5;0;6;0,71
20/04/2017;03:00;96;54;1010,6;0;7,6;1,33
20/04/2017;02:00;67;49;1010,6;0;8,9;2,04
20/04/2017;01:00;58;46;1010,8;0;9,9;4,19
19/04/2017;24:00;74;64;1010,8;0;7,9;1,68
19/04/2017;23:00;309;82;1010,7;0;6;0,07
19/04/2017;22:00;103;76;1010,7;0;7,4;0,2
19/04/2017;21:00;306;69;1010,3;0;9,1;0,23
19/04/2017;20:00;338;63;1009,9;0;10,8;0,29
19/04/2017;19:00;16;54;1009,7;32,6;12,4;1,82
19/04/2017;18:00;45;45;1009,9;188,1;13,5;2,19
19/04/2017;17:00;41;44;1010;387,1;13,7;2,82
19/04/2017;16:00;52;43;1010;584,7;13,6;3,31
19/04/2017;15:00;33;42;1010,3;781,6;13,6;4
19/04/2017;14:00;40;44;1010,6;918;13,3;4,12
19/04/2017;13:00;45;39;1010,8;989;13,4;4,04
19/04/2017;12:00;68;33;1010,8;990,8;13;5,03
19/04/2017;11:00;59;37;1011,1;918,6;12,8;4,04
19/04/2017;10:00;71;43;1011,1;775,9;12;3,56
19/04/2017;09:00;71;51;1011,7;604,6;11,1;3,03
19/04/2017;08:00;64;53;1012,2;396,6;10,2;2,85
19/04/2017;07:00;59;59;1012,8;173,3;9,3;1,25
19/04/2017;06:00;58;61;1010;13,7;7,7;1,72
19/04/2017;05:00;55;58;1009,5;0;8,1;2,21
19/04/2017;04:00;61;55;1009,5;0;8,6;2,61
19/04/2017;03:00;57;52;1009,3;0;9,3;2,39
19/04/2017;02:00;51;53;1009,4;0;10;2,33
19/04/2017;01:00;57;54;1009,8;0;10,6;2,31
18/04/2017;24:00;65;62;1010;0;10;1,75
18/04/2017;23:00;65;84;1009,1;0;8,1;0,26
18/04/2017;22:00;313;80;1008,9;0;9,5;0,17
18/04/2017;21:00;33;74;1008,5;0;11;0,35
18/04/2017;20:00;16;68;1007,6;0;12,3;1,32
18/04/2017;19:00;18;66;1007,5;18,1;13,5;1,53
18/04/2017;18:00;35;63;1007,7;149,2;14,4;1,93
18/04/2017;17:00;30;65;1007,2;172,9;14,5;2,58
18/04/2017;16:00;11;61;1007;419,4;15,8;3,31
18/04/2017;15:00;22;55;1006,3;661,7;16,8;3,31
18/04/2017;14:00;39;57;1007;605,2;17,1;2,84
18/04/2017;13:00;41;60;1009,6;860,7;17,5;2,99
18/04/2017;12:00;38;67;1008,7;531,7;16,1;1,62
18/04/2017;11:00;210;73;1009,2;377,7;15,1;0,42
18/04/2017;10:00;265;77;1009,7;315,7;13,8;0,26
18/04/2017;09:00;59;85;1009;177;11;0,98
18/04/2017;08:00;89;90;1008,7;108,2;9,2;0,85
18/04/2017;07:00;55;94;1008,2;38,6;7,7;0,79
18/04/2017;06:00;51;94;1007,6;2;6,7;0,2
18/04/2017;05:00;265;95;1007,2;0;6,1;0,44
18/04/2017;04:00;7;94;1006,8;0;6;0,43
18/04/2017;03:00;86;94;1006,7;0;6,2;0,6
18/04/2017;02:00;208;94;1007;0;6,9;0,16
18/04/2017;01:00;65;92;1007,5;0;7,8;0,39
17/04/2017;24:00;51;91;1007,9;0;8,3;0,97
17/04/2017;23:00;86;88;1007,8;0;9;0,28
17/04/2017;22:00;263;85;1007,6;0;9,9;0,33
17/04/2017;21:00;309;79;1007,3;0;11,3;0,91
17/04/2017;20:00;7;75;1006,4;0;12,1;1,58
17/04/2017;19:00;360;66;1005,6;23;14;1,4
17/04/2017;18:00;358;61;1005,3;183,5;15,5;1,99
17/04/2017;17:00;9;58;1005,8;403,4;17;2,58
17/04/2017;16:00;22;56;1005,4;600,8;18,2;2,72
17/04/2017;15:00;34;54;1005,4;770,2;18,7;3,05
17/04/2017;14:00;46;52;1006;894,7;18,9;3,5
17/04/2017;13:00;51;50;1007,4;954,9;19;3,49
17/04/2017;12:00;46;52;1006,4;955,4;18,8;3,27
17/04/2017;11:00;55;57;1005,8;855,6;18,2;2,21
17/04/2017;10:00;193;63;1006,3;667,6;16,8;0,9
17/04/2017;09:00;137;75;1008;560,4;13,5;0,76
17/04/2017;08:00;78;86;1009,5;366,3;9,8;1,46
17/04/2017;07:00;63;93;1008,7;139,4;7,3;1,35
17/04/2017;06:00;73;95;1006,6;4,9;6,1;0,81
17/04/2017;05:00;75;94;1006,2;0;6,7;0,57
17/04/2017;04:00;72;92;1006,4;0;7,4;0,87
17/04/2017;03:00;67;93;1007,3;0;7,7;0,86
17/04/2017;02:00;43;93;1008;0;7,6;0,26
17/04/2017;01:00;28;92;1008;0;7,8;0,12
16/04/2017;24:00;76;90;1008,2;0;8,6;0,6
16/04/2017;23:00;86;86;1008,5;0;10,2;1,68
16/04/2017;22:00;81;83;1008,6;0;11;2,02
16/04/2017;21:00;64;81;1008,5;0;11,4;2,61
16/04/2017;20:00;56;77;1007,8;0;12;2,53
16/04/2017;19:00;41;71;1007,3;30,1;13,5;2,02
16/04/2017;18:00;31;64;1006,8;191,1;15;2,73
16/04/2017;17:00;33;60;1009,2;486,1;16,3;3
16/04/2017;16:00;50;59;1008,5;585,2;16,7;3,04
16/04/2017;15:00;58;60;1008,5;676,6;16,7;3,16
16/04/2017;14:00;53;59;1009,2;693,3;17,1;3,4
16/04/2017;13:00;60;56;1011,8;803,5;17,5;2,3
16/04/2017;12:00;42;59;1011;780,2;16,8;2,2
16/04/2017;11:00;79;62;1011,4;708,4;15,4;2,28
16/04/2017;10:00;84;66;1012,5;515,8;14,2;2,21
16/04/2017;09:00;98;81;1013;259,6;12;0,77
16/04/2017;08:00;68;91;1012,8;101,9;9,5;1,26
16/04/2017;07:00;63;94;1012,4;27,9;8,2;0,84
16/04/2017;06:00;65;95;1011,7;1,6;7,5;0,97
16/04/2017;05:00;253;95;1011,6;0;7,1;0,17
16/04/2017;04:00;349;95;1011;0;7,8;0,25
16/04/2017;03:00;57;93;1011,1;0;8,5;0,55
16/04/2017;02:00;32;90;1011,3;0;9,7;0,49
16/04/2017;01:00;355;88;1012,2;0;10,8;0,33
15/04/2017;24:00;46;87;1012,3;0;11,2;0,33
15/04/2017;23:00;294;86;1012,1;0;11,4;0,28
15/04/2017;22:00;275;84;1012;0;11,4;0,42
15/04/2017;21:00;336;82;1011,5;0;11,5;0,26
15/04/2017;20:00;332;80;1011,1;0;11,8;0,54
15/04/2017;19:00;303;76;1009,9;10,9;12,5;0,84
15/04/2017;18:00;325;71;1010,1;129;13,9;0,89
15/04/2017;17:00;294;68;1010,1;276,2;14,9;1,75
15/04/2017;16:00;266;67;1010;443,2;15,6;2,91
15/04/2017;15:00;276;71;1009,7;283,6;15,2;1,59
15/04/2017;14:00;280;74;1010,8;374,1;15,3;1,29
15/04/2017;13:00;314;75;1009,1;365,8;14,9;2,09
15/04/2017;12:00;277;65;1009,8;613,5;16,5;2,31
15/04/2017;11:00;265;68;1010,8;597,9;16;2,44
15/04/2017;10:00;266;74;1009,4;343;14,7;2,23
15/04/2017;09:00;128;79;1010,6;350,7;13,6;0,06
15/04/2017;08:00;42;87;1008,9;58,3;11,3;0,46
15/04/2017;07:00;52;88;1008,5;22;10,8;0,49
15/04/2017;06:00;353;89;1007,6;0;10,4;0,41
15/04/2017;05:00;47;88;1007,5;0;10,6;0,5
15/04/2017;04:00;41;88;1007,5;0;10,5;0,91
15/04/2017;03:00;56;87;1007,6;0;10,5;0,89
15/04/2017;02:00;152;88;1007,8;0;10,6;0,02
15/04/2017;01:00;37;86;1008,1;0;10,9;0,31
14/04/2017;24:00;308;84;1008;0;11,3;0,48
14/04/2017;23:00;17;82;1007,9;0;11,7;0,46
14/04/2017;22:00;291;81;1008;0;11,9;0,55
14/04/2017;21:00;310;79;1007,7;0;12,1;0,78
14/04/2017;20:00;278;79;1007;0;12,3;0,68
14/04/2017;19:00;315;77;1006,4;4,9;12,9;0,71
14/04/2017;18:00;322;70;1006,3;45,3;13,5;1,02
14/04/2017;17:00;283;71;1006,7;127,1;13,9;1,41
14/04/2017;16:00;266;77;1006,4;112,7;13,5;1,74
14/04/2017;15:00;264;76;1006,7;183,1;13,9;2,05
14/04/2017;14:00;258;76;1007,1;196,7;14,1;1,98
14/04/2017;13:00;261;77;1007,4;210,2;13,8;1,51
14/04/2017;12:00;263;78;1007,7;197,4;13,8;0,65
14/04/2017;11:00;255;83;1008,1;176,4;12,6;0,27
14/04/2017;10:00;71;87;1007,7;96,1;11,4;1,29
14/04/2017;09:00;190;88;1007;58,7;10,6;1,58
14/04/2017;08:00;188;88;1006,6;44,7;10,4;1,7
14/04/2017;07:00;112;89;1006,1;10,7;10,3;0,74
14/04/2017;06:00;165;89;1005,3;0;10,3;0,67
14/04/2017;05:00;75;89;1004,7;0;10,1;1
14/04/2017;04:00;72;89;1004,7;0;10,1;1,22
14/04/2017;03:00;77;90;1004,8;0;10;1,17
14/04/2017;02:00;54;90;1005;0;9,9;0,69
14/04/2017;01:00;72;90;1005,3;0;9,7;0,99
13/04/2017;24:00;85;92;1005,5;0;9,5;0,27
13/04/2017;23:00;74;94;1004,9;0;9,5;0,35
13/04/2017;22:00;278;91;1004,6;0;10,3;0,31
13/04/2017;21:00;281;87;1004,4;0;11,4;0,34
13/04/2017;20:00;279;81;1003,2;0;12,3;0,7
13/04/2017;19:00;265;71;1002,2;12,3;14,2;1,53
13/04/2017;18:00;259;64;1001,6;169,2;16,7;2,4
13/04/2017;17:00;260;61;1003,3;364,1;18,9;2,27
13/04/2017;16:00;273;59;1002,7;571,8;19,8;1,84
13/04/2017;15:00;260;59;1001,6;742,7;19,6;2,9
13/04/2017;14:00;261;59;1003,8;866,8;19,9;3,22
13/04/2017;13:00;262;57;1005,5;930;20,3;2,8
13/04/2017;12:00;255;51;1004,9;911,3;20,4;2,21
13/04/2017;11:00;237;51;1004,1;826,4;19,6;0,09
13/04/2017;10:00;228;58;1004,5;714,8;17,4;0,52
13/04/2017;09:00;70;75;1006,4;557,1;13,1;1,22
13/04/2017;08:00;77;85;1008,2;344,6;9,8;1,34
13/04/2017;07:00;67;93;1006,9;122,1;7,3;0,47
13/04/2017;06:00;70;95;1004,9;5,3;5,7;0,43
13/04/2017;05:00;75;95;1004,8;0,1;5,9;0,64
13/04/2017;04:00;88;94;1004,8;0;6,4;0,2
13/04/2017;03:00;41;93;1005,2;0;7,2;1,08
13/04/2017;02:00;60;93;1005,8;0;7,5;1,81
13/04/2017;01:00;82;92;1006,4;0;7,8;0,67
12/04/2017;24:00;60;91;1006,5;0;8,4;0,39
12/04/2017;23:00;188;88;1006,5;0;9;0,18
12/04/2017;22:00;217;84;1006,3;0;10,4;0,22
12/04/2017;21:00;261;79;1006,1;0;11,8;0,42
12/04/2017;20:00;247;72;1005;0;12,6;0,25
12/04/2017;19:00;66;62;1003,8;18,6;15;1,18
12/04/2017;18:00;68;55;1003,1;166,1;18;1,22
12/04/2017;17:00;38;52;1006,1;358,8;19,4;1,25
12/04/2017;16:00;37;53;1004,7;538;19,6;2,28
12/04/2017;15:00;37;51;1003,3;691,7;20,1;2,2
12/04/2017;14:00;40;48;1006,1;804,4;20,4;2,41
12/04/2017;13:00;43;47;1008;860,1;20,3;2,02
12/04/2017;12:00;58;49;1007,4;886;19,9;1,32
12/04/2017;11:00;74;55;1007,1;840,8;18,3;1,83
12/04/2017;10:00;135;64;1008,1;700,7;16,4;0,42
12/04/2017;09:00;130;92;1012,1;527,7;12,1;0,2
12/04/2017;08:00;67;97;1008,9;129,1;7,4;1,37
12/04/2017;07:00;61;97;1008,6;35,5;6,9;1,17
12/04/2017;06:00;36;97;1008,3;1,6;6,6;1,27
12/04/2017;05:00;32;96;1008;0;6,3;1,47
12/04/2017;04:00;51;96;1008,4;0;6,7;0,97
12/04/2017;03:00;29;95;1008,5;0;6,9;0,37
12/04/2017;02:00;11;95;1008,9;0;7,3;0,38
12/04/2017;01:00;24;95;1009,5;0;7,8;0,73
11/04/2017;24:00;32;94;1010,1;0;8,4;1,26
11/04/2017;23:00;31;93;1010,5;0;9,1;0,6
11/04/2017;22:00;5;90;1010,4;0;9,9;0,42
11/04/2017;21:00;321;88;1010,1;0;10,8;0,88
11/04/2017;20:00;16;84;1009,5;0;11,9;0,94
11/04/2017;19:00;29;75;1008,7;18;14;0,99
11/04/2017;18:00;325;68;1008,6;174,2;16,1;1,07
11/04/2017;17:00;45;66;1011,3;382,3;16,4;2,33
11/04/2017;16:00;13;64;1009,9;392,7;16,6;2,4
11/04/2017;15:00;7;58;1009,9;467,8;17,4;1,69
11/04/2017;14:00;18;60;1012,6;559,1;17,5;1,24
11/04/2017;13:00;19;65;1012;478,7;16,1;1,84
11/04/2017;12:00;359;64;1012;436,6;16,2;1,15
11/04/2017;11:00;292;63;1012,7;606,2;16,5;1,07
11/04/2017;10:00;335;66;1013,1;549,2;15;0,86
11/04/2017;09:00;256;72;1013,7;383;14,1;1,22
11/04/2017;08:00;266;80;1013,2;169,8;12,6;1,03
11/04/2017;07:00;268;87;1013,3;92,4;11,1;0,45
11/04/2017;06:00;309;90;1011,5;0,1;10,2;0,52
11/04/2017;05:00;307;89;1010,9;0;10,7;0,7
11/04/2017;04:00;277;87;1011,1;0;11,3;1,07
11/04/2017;03:00;268;86;1011,5;0;11,6;0,88
11/04/2017;02:00;267;85;1012;0;11,7;1,04
11/04/2017;01:00;277;84;1012,4;0;11,9;0,81
10/04/2017;24:00;263;84;1012,7;0;12;1,53
10/04/2017;23:00;266;83;1012,6;0;12,1;1,22
10/04/2017;22:00;264;83;1012,2;0;12,2;1,22
10/04/2017;21:00;260;81;1012,1;0;12,3;1,59
10/04/2017;20:00;263;82;1011,7;0;12,3;1,56
10/04/2017;19:00;263;82;1011;0;12,4;1,57
10/04/2017;18:00;274;81;1010,8;35,3;12,6;1,49
10/04/2017;17:00;261;82;1010,6;99,6;12,8;2,45
10/04/2017;16:00;260;81;1010,2;227,1;13,5;3,04
10/04/2017;15:00;260;77;1009,7;569,2;15,1;3,13
10/04/2017;14:00;267;75;1011,5;805,4;15,7;3,13
10/04/2017;13:00;261;75;1013;902,1;16;2,87
10/04/2017;12:00;270;76;1011,5;883,3;16;3,19
10/04/2017;11:00;261;73;1012;833,8;16,5;2,33
10/04/2017;10:00;256;80;1013;491,5;14,5;1,77
10/04/2017;09:00;262;86;1012;233,7;12,6;0,74
10/04/2017;08:00;202;91;1011,2;103,8;11,2;0,61
10/04/2017;07:00;105;94;1010,6;21,6;10,9;0,6
10/04/2017;06:00;216;94;1009,9;0,1;10,9;0,75
10/04/2017;05:00;249;94;1009,6;0;11,2;1,06
10/04/2017;04:00;268;96;1009,6;0;11,2;0,98
10/04/2017;03:00;269;97;1009,8;0;11,1;1,17
10/04/2017;02:00;260;97;1009,9;0;10,9;1,47
10/04/2017;01:00;277;97;1009,8;0;10,7;1,46
09/04/2017;24:00;262;97;1009,6;0;10,9;1,6
09/04/2017;23:00;282;97;1009,1;0;11;1,12
09/04/2017;22:00;265;97;1009,1;0,1;11,2;1,74
09/04/2017;21:00;271;94;1008,2;0;11,5;1,58
09/04/2017;20:00;274;83;1007,2;0;13,7;1,36
09/04/2017;19:00;268;69;1006,1;14,4;16,3;1,47
09/04/2017;18:00;258;63;1005,1;161,7;18,6;2,52
09/04/2017;17:00;259;62;1006,9;357,8;19,7;3,22
09/04/2017;16:00;260;61;1005,6;518,8;20,6;3,72
09/04/2017;15:00;257;58;1003,8;675,3;22;3,06
09/04/2017;14:00;272;52;1005,3;787,3;23,7;2,56
09/04/2017;13:00;254;25;1008,4;880,1;26,7;0,37
09/04/2017;12:00;95;25;1007,2;874,6;25,5;0,96
09/04/2017;11:00;104;28;1006,1;784;23,6;1,05
09/04/2017;10:00;116;34;1006,7;689,7;21,7;0,7
09/04/2017;09:00;118;58;1008,4;522,9;18,2;0,28
09/04/2017;08:00;79;75;1009;325,1;12,6;0,86
09/04/2017;07:00;49;84;1007,4;110,9;9,2;0,77
09/04/2017;06:00;355;90;1004,7;1;7,5;0,17
09/04/2017;05:00;56;91;1004,2;0;8,1;0,27
09/04/2017;04:00;288;90;1004,2;0;8,8;0,56
09/04/2017;03:00;268;87;1004,1;0;9,4;0,4
09/04/2017;02:00;294;86;1004,3;0;9,9;0,22
09/04/2017;01:00;286;81;1004,5;0;11;0,18
08/04/2017;24:00;13;78;1004,4;0;11,9;0,18
08/04/2017;23:00;37;73;1004,2;0;13;0,61
08/04/2017;22:00;48;71;1004,1;0;13,9;0,25
08/04/2017;21:00;283;61;1003,4;0;15,5;0,51
08/04/2017;20:00;289;54;1002,6;0;17,6;1,14
08/04/2017;19:00;263;50;1001,2;12,8;19,7;1,68
08/04/2017;18:00;256;46;1000,3;161,4;22,9;2,19
08/04/2017;17:00;275;46;1002,3;361,1;24,4;1,79
08/04/2017;16:00;279;35;1000,7;566,2;27;1,27
08/04/2017;15:00;72;23;999,8;716;27,9;1,73
08/04/2017;14:00;82;24;1003,2;850,2;27,5;0,97
08/04/2017;13:00;189;26;1004,8;918,8;26,2;2,16
08/04/2017;12:00;196;27;1003,9;907;25,2;2,42
08/04/2017;11:00;168;31;1003,3;832,6;23,8;1,66
08/04/2017;10:00;129;37;1003,2;693,8;22;0,95
08/04/2017;09:00;100;51;1006,2;441,2;18,9;0,64
08/04/2017;08:00;51;71;1007;272,6;13,5;1,21
08/04/2017;07:00;47;95;1005,1;94,6;7,9;0,7
08/04/2017;06:00;298;96;1003,2;0,8;6,8;0,17
08/04/2017;05:00;285;96;1003,1;0;7,3;0,51
08/04/2017;04:00;340;96;1002,9;0;7,2;0,51
08/04/2017;03:00;23;95;1003,5;0;8,1;1,19
08/04/2017;02:00;74;95;1004,3;0;8,8;2,01
08/04/2017;01:00;45;95;1004,6;0;8,5;1,29
07/04/2017;24:00;57;94;1004,8;0;9;1,28
07/04/2017;23:00;52;91;1005;0;9,7;1,33
07/04/2017;22:00;101;87;1005;0;10,8;0,8
07/04/2017;21:00;80;84;1005,1;0;11,6;0,88
07/04/2017;20:00;94;79;1004,4;0;12,6;1,28
07/04/2017;19:00;84;73;1003,5;10,9;14,2;1,42
07/04/2017;18:00;67;67;1002,9;157,7;16,4;1,81
07/04/2017;17:00;67;64;1004,8;361,1;17,1;3,14
07/04/2017;16:00;71;62;1003,9;561;17,8;3,33
07/04/2017;15:00;72;59;1003,2;729,2;18,1;3,32
07/04/2017;14:00;77;59;1006,2;851,6;18;3,37
07/04/2017;13:00;78;56;1008,2;908,3;18,4;1,98
07/04/2017;12:00;65;57;1007,4;862,8;17,5;1,31
07/04/2017;11:00;95;61;1006,9;706;16,1;1,35
07/04/2017;10:00;137;66;1007,8;631,2;14,6;0,43
07/04/2017;09:00;76;78;1009,9;429,4;11,7;1,19
07/04/2017;08:00;59;91;1010,5;238,5;8,5;1,58
07/04/2017;07:00;41;95;1008,3;38,7;6,5;1,77
07/04/2017;06:00;51;95;1007,7;0,5;6,4;1,7
07/04/2017;05:00;45;95;1007,9;0;6,6;1,5
07/04/2017;04:00;58;94;1007,8;0;6,5;0,36
07/04/2017;03:00;35;95;1008,6;0;6,6;1,44
07/04/2017;02:00;63;95;1009,1;0;6,2;1,13
07/04/2017;01:00;254;95;1009,1;0;6,3;0,54
06/04/2017;24:00;346;94;1009,4;0;6,7;0,29
06/04/2017;23:00;284;93;1009,9;0;7,4;0,26
06/04/2017;22:00;259;90;1010,2;0;8,1;0,66
06/04/2017;21:00;265;88;1010,3;0;8,9;0,57
06/04/2017;20:00;297;81;1009,8;0;10,1;1,02
06/04/2017;19:00;337;75;1009,2;4,9;11,2;1,28
06/04/2017;18:00;14;64;1008,6;85,3;12,8;1,92
06/04/2017;17:00;29;59;1010,1;272,3;14,2;2,67
06/04/2017;16:00;24;57;1009;457,2;15,1;3,14
06/04/2017;15:00;36;55;1008,3;609,3;16;2,9
06/04/2017;14:00;19;54;1011,1;824,6;16,4;2,54
06/04/2017;13:00;1;52;1012,6;850,9;16,6;2,14
06/04/2017;12:00;24;58;1012,5;639,9;15,8;1,84
06/04/2017;11:00;315;73;1012,9;331,7;14,2;1,15
06/04/2017;10:00;318;80;1012,2;163,9;13,1;0,75
06/04/2017;09:00;268;85;1012;157,5;12,4;1,01
06/04/2017;08:00;255;93;1013,1;167;11,5;1,04
06/04/2017;07:00;273;96;1011,8;45,4;9,9;1,11
06/04/2017;06:00;293;96;1010,9;0,2;9,9;0,95
06/04/2017;05:00;298;96;1010,9;0;10;0,88
06/04/2017;04:00;284;95;1010,9;0;10,2;0,85
06/04/2017;03:00;280;95;1011,3;0;10,4;0,9
06/04/2017;02:00;271;94;1011,7;0;10,5;1,33
06/04/2017;01:00;277;94;1012,2;0;10,4;1,16
05/04/2017;24:00;283;93;1012,5;0;10,3;0,86
05/04/2017;23:00;265;92;1012,8;0;10,3;1,36
05/04/2017;22:00;261;91;1012,9;0;10,3;1,64
05/04/2017;21:00;264;89;1013,1;0;10,5;1,46
05/04/2017;20:00;277;89;1013;0;10,5;0,86
05/04/2017;19:00;292;87;1012,4;2,7;11,1;0,82
05/04/2017;18:00;292;83;1012,3;45,2;12;1,46
05/04/2017;17:00;279;79;1011,9;145,8;12,8;1,86
05/04/2017;16:00;271;77;1012,5;285,9;13,2;2,05
05/04/2017;15:00;289;76;1011,9;211,1;13,2;1,55
05/04/2017;14:00;293;78;1013,8;313,8;13,7;1,18
05/04/2017;13:00;335;83;1013,7;172;12,8;0,77
05/04/2017;12:00;296;90;1013,4;81,5;11,5;0,91
05/04/2017;11:00;298;89;1013,1;40;11,4;0,93
05/04/2017;10:00;319;89;1013,2;98,1;11,4;1,25
05/04/2017;09:00;351;94;1012,6;39,7;10,4;0,4
05/04/2017;08:00;276;96;1012,2;25,3;9,5;0,97
05/04/2017;07:00;273;96;1011,7;4,3;8,6;0,97
05/04/2017;06:00;274;95;1011,2;0;8,3;1,19
05/04/2017;05:00;271;95;1011,4;0;8,3;1,1
05/04/2017;04:00;265;94;1011,4;0;8,3;1,5
05/04/2017;03:00;279;94;1011,4;0;8,6;1,34
05/04/2017;02:00;266;94;1011,8;0;9,1;1,4
05/04/2017;01:00;261;94;1012,2;0;9,3;1,28
04/04/2017;24:00;263;94;1012,5;0;9,4;1,65
04/04/2017;23:00;288;95;1012,5;0;9,6;1,61
04/04/2017;22:00;265;95;1012,8;0;9,6;1,96
04/04/2017;21:00;269;92;1012,6;0,3;9,7;2,01
04/04/2017;20:00;259;82;1013;0;10,7;1,57
04/04/2017;19:00;261;78;1012,1;6,1;11,1;1,57
04/04/2017;18:00;260;73;1012,3;66,9;12,2;2,83
04/04/2017;17:00;262;70;1012,1;134,3;12,6;3,18
04/04/2017;16:00;261;66;1012,8;489,7;14,1;3,3
04/04/2017;15:00;272;68;1011,3;465,4;14,4;2,86
04/04/2017;14:00;276;67;1016,3;834;15,4;2,46
04/04/2017;13:00;283;75;1014,1;289,2;13,5;1,82
04/04/2017;12:00;269;75;1014,2;224;13,7;1,72
04/04/2017;11:00;259;77;1015,5;308,5;13,1;2,16
04/04/2017;10:00;268;84;1014,7;94,1;11,6;1,08
04/04/2017;09:00;269;86;1014,3;50,9;11,1;0,99
04/04/2017;08:00;266;88;1014,3;38,6;10,7;1,2
04/04/2017;07:00;262;92;1013,7;8,1;9,9;0,98
04/04/2017;06:00;269;93;1013,2;0;9,7;0,6
04/04/2017;05:00;261;93;1012,9;0;9,8;0,74
