Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
02/06/2017;21:00;0,36;"Muy buena / ";0,3;6;20;Muy buena / Oso ona;29;7;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;20:00;0,35;"Muy buena / ";0,29;7;23;Muy buena / Oso ona;34;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;19:00;0,38;"Muy buena / ";0,27;9;25;Muy buena / Oso ona;38;21;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;18:00;0,36;"Muy buena / ";0,24;7;25;Muy buena / Oso ona;35;24;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;17:00;0,27;"Muy buena / ";0,22;7;23;Muy buena / Oso ona;34;26;Muy buena / Oso ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;16:00;0,22;"Muy buena / ";0,22;6;20;Muy buena / Oso ona;29;29;Muy buena / Oso ona;23;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;15:00;0,22;"Muy buena / ";0,23;7;22;Muy buena / Oso ona;33;30;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;14:00;0,26;"Muy buena / ";0,25;11;22;Muy buena / Oso ona;39;40;Muy buena / Oso ona;30;Buena / Ona;3;Muy buena / Oso ona
02/06/2017;13:00;0,28;"Muy buena / ";0,26;12;25;Muy buena / Oso ona;43;;Sin datos / Daturik gabe;25;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;12:00;0,17;"Muy buena / ";0,27;3;13;Muy buena / Oso ona;18;;Sin datos / Daturik gabe;18;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;11:00;0,16;"Muy buena / ";0,29;3;13;Muy buena / Oso ona;17;22;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;10:00;0,17;"Muy buena / ";0,31;5;11;Muy buena / Oso ona;18;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;09:00;0,25;"Muy buena / ";0,33;6;15;Muy buena / Oso ona;24;28;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;08:00;0,35;"Muy buena / ";0,33;9;23;Muy buena / Oso ona;37;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;07:00;0,35;"Muy buena / ";0,33;6;19;Muy buena / Oso ona;28;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;06:00;0,35;"Muy buena / ";0,32;4;15;Muy buena / Oso ona;20;30;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;05:00;0,34;"Muy buena / ";0,32;6;19;Muy buena / Oso ona;27;26;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;04:00;0,33;"Muy buena / ";0,32;4;15;Muy buena / Oso ona;20;25;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;03:00;0,32;"Muy buena / ";0,31;1;9;Muy buena / Oso ona;11;24;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;02:00;0,31;"Muy buena / ";0,3;2;9;Muy buena / Oso ona;12;24;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;01:00;0,3;"Muy buena / ";0,29;1;8;Muy buena / Oso ona;11;16;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;24:00;0,3;"Muy buena / ";0,27;1;9;Muy buena / Oso ona;11;17;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;23:00;0,31;"Muy buena / ";0,26;2;10;Muy buena / Oso ona;13;19;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;22:00;0,33;"Muy buena / ";0,25;6;16;Muy buena / Oso ona;24;22;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;21:00;0,33;"Muy buena / ";0,23;4;23;Muy buena / Oso ona;30;20;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;20:00;0,29;"Muy buena / ";0,21;3;23;Muy buena / Oso ona;28;25;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;19:00;0,24;"Muy buena / ";0,2;5;24;Muy buena / Oso ona;31;26;Muy buena / Oso ona;19;Muy buena / Oso ona;4;Muy buena / Oso ona
01/06/2017;18:00;0,21;"Muy buena / ";0,19;7;24;Muy buena / Oso ona;34;26;Muy buena / Oso ona;20;Muy buena / Oso ona;4;Muy buena / Oso ona
01/06/2017;17:00;0,21;"Muy buena / ";0,18;5;23;Muy buena / Oso ona;30;25;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
01/06/2017;16:00;0,2;"Muy buena / ";0,2;6;21;Muy buena / Oso ona;30;16;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;15:00;0,17;"Muy buena / ";0,22;3;10;Muy buena / Oso ona;14;20;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;14:00;0,2;"Muy buena / ";0,24;4;13;Muy buena / Oso ona;19;19;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;13:00;0,16;"Muy buena / ";0,26;3;8;Muy buena / Oso ona;13;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;12:00;0,18;"Muy buena / ";0,28;4;10;Muy buena / Oso ona;17;20;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
01/06/2017;11:00;0,16;"Muy buena / ";0,31;4;11;Muy buena / Oso ona;17;23;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;10:00;0,19;"Muy buena / ";0,34;6;16;Muy buena / Oso ona;26;31;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;09:00;0,3;"Muy buena / ";0,35;13;26;Muy buena / Oso ona;46;30;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
01/06/2017;08:00;0,36;"Muy buena / ";0,35;14;26;Muy buena / Oso ona;47;37;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;07:00;0,36;"Muy buena / ";0,34;7;26;Muy buena / Oso ona;36;30;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;06:00;0,35;"Muy buena / ";0,34;4;21;Muy buena / Oso ona;26;34;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;05:00;0,36;"Muy buena / ";0,33;2;18;Muy buena / Oso ona;21;39;Muy buena / Oso ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;04:00;0,41;"Muy buena / ";0,32;3;21;Muy buena / Oso ona;25;36;Muy buena / Oso ona;23;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;03:00;0,36;"Muy buena / ";0,3;2;15;Muy buena / Oso ona;17;26;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;02:00;0,29;"Muy buena / ";0,28;1;13;Muy buena / Oso ona;14;23;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
01/06/2017;01:00;0,28;"Muy buena / ";0,26;3;15;Muy buena / Oso ona;19;21;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;24:00;0,3;"Muy buena / ";0,25;2;15;Muy buena / Oso ona;18;20;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;23:00;0,31;"Muy buena / ";0,24;2;14;Muy buena / Oso ona;17;21;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;22:00;0,29;"Muy buena / ";0,22;2;14;Muy buena / Oso ona;17;22;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;21:00;0,31;"Muy buena / ";0,2;5;22;Muy buena / Oso ona;29;23;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;20:00;0,26;"Muy buena / ";0,19;6;21;Muy buena / Oso ona;30;19;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;19:00;0,21;"Muy buena / ";0,18;6;23;Muy buena / Oso ona;31;19;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;18:00;0,19;"Muy buena / ";0,18;6;19;Muy buena / Oso ona;29;19;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
31/05/2017;17:00;0,16;"Muy buena / ";0,19;6;17;Muy buena / Oso ona;25;14;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;16:00;0,15;"Muy buena / ";0,21;5;15;Muy buena / Oso ona;23;14;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;15:00;0,15;"Muy buena / ";0,23;4;13;Muy buena / Oso ona;19;12;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;14:00;0,18;"Muy buena / ";0,25;4;12;Muy buena / Oso ona;18;15;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;13:00;0,18;"Muy buena / ";0,26;5;15;Muy buena / Oso ona;24;16;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;12:00;0,2;"Muy buena / ";0,28;7;17;Muy buena / Oso ona;28;12;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
31/05/2017;11:00;0,21;"Muy buena / ";0,29;8;17;Muy buena / Oso ona;29;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;10:00;0,26;"Muy buena / ";0,3;4;11;Muy buena / Oso ona;17;9;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;09:00;0,31;"Muy buena / ";0,3;5;22;Muy buena / Oso ona;30;15;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;08:00;0,34;"Muy buena / ";0,3;8;30;Muy buena / Oso ona;42;7;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;07:00;0,31;"Muy buena / ";0,29;5;17;Muy buena / Oso ona;25;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;06:00;0,31;"Muy buena / ";0,28;6;16;Muy buena / Oso ona;25;10;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;05:00;0,32;"Muy buena / ";0,28;6;14;Muy buena / Oso ona;23;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;04:00;0,29;"Muy buena / ";0,27;2;11;Muy buena / Oso ona;14;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;03:00;0,27;"Muy buena / ";0,27;1;7;Muy buena / Oso ona;9;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;02:00;0,26;"Muy buena / ";0,27;1;6;Muy buena / Oso ona;8;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
31/05/2017;01:00;0,27;"Muy buena / ";0,26;1;6;Muy buena / Oso ona;8;8;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;24:00;0,27;"Muy buena / ";0,25;1;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;23:00;0,28;"Muy buena / ";0,24;2;9;Muy buena / Oso ona;13;15;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;22:00;0,27;"Muy buena / ";0,23;2;11;Muy buena / Oso ona;14;13;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;21:00;0,27;"Muy buena / ";0,23;5;19;Muy buena / Oso ona;26;13;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;20:00;0,26;"Muy buena / ";0,24;9;21;Muy buena / Oso ona;34;16;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;19:00;0,26;"Muy buena / ";0,25;7;18;Muy buena / Oso ona;28;11;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;18:00;0,25;"Muy buena / ";0,26;7;17;Muy buena / Oso ona;27;10;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
30/05/2017;17:00;0,19;"Muy buena / ";0,28;7;15;Muy buena / Oso ona;26;10;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;16:00;0,17;"Muy buena / ";0,3;7;15;Muy buena / Oso ona;26;8;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
30/05/2017;15:00;0,16;"Muy buena / ";0,33;8;15;Muy buena / Oso ona;27;7;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;14:00;0,26;"Muy buena / ";0,35;6;14;Muy buena / Oso ona;24;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;13:00;0,3;"Muy buena / ";0,35;9;17;Muy buena / Oso ona;31;6;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;12:00;0,37;"Muy buena / ";0,35;9;21;Muy buena / Oso ona;35;11;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;11:00;0,36;"Muy buena / ";0,35;19;27;Muy buena / Oso ona;56;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
30/05/2017;10:00;0,36;"Muy buena / ";0,34;8;18;Muy buena / Oso ona;30;13;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;09:00;0,34;"Muy buena / ";0,33;7;20;Muy buena / Oso ona;31;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;08:00;0,38;"Muy buena / ";0,33;16;34;Muy buena / Oso ona;59;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
30/05/2017;07:00;0,36;"Muy buena / ";0,32;11;28;Muy buena / Oso ona;44;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;06:00;0,35;"Muy buena / ";0,31;7;21;Muy buena / Oso ona;32;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;05:00;0,34;"Muy buena / ";0,3;4;14;Muy buena / Oso ona;20;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;04:00;0,33;"Muy buena / ";0,3;3;14;Muy buena / Oso ona;18;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;03:00;0,29;"Muy buena / ";0,3;1;7;Muy buena / Oso ona;9;9;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;02:00;0,3;"Muy buena / ";0,31;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
30/05/2017;01:00;0,3;"Muy buena / ";0,31;1;9;Muy buena / Oso ona;11;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;24:00;0,3;"Muy buena / ";0,3;1;8;Muy buena / Oso ona;10;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;23:00;0,3;"Muy buena / ";0,29;1;10;Muy buena / Oso ona;12;17;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;22:00;0,29;"Muy buena / ";0,28;1;10;Muy buena / Oso ona;12;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;21:00;0,32;"Muy buena / ";0,27;3;19;Muy buena / Oso ona;23;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;20:00;0,32;"Muy buena / ";0,25;7;20;Muy buena / Oso ona;31;8;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;19:00;0,32;"Muy buena / ";0,24;7;20;Muy buena / Oso ona;30;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;18:00;0,31;"Muy buena / ";0,24;7;24;Muy buena / Oso ona;34;13;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;17:00;0,26;"Muy buena / ";0,24;7;21;Muy buena / Oso ona;31;15;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;16:00;0,23;"Muy buena / ";0,25;6;18;Muy buena / Oso ona;27;13;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;15:00;0,18;"Muy buena / ";0,26;2;7;Muy buena / Oso ona;9;13;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;14:00;0,2;"Muy buena / ";0,28;2;8;Muy buena / Oso ona;11;9;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;13:00;0,2;"Muy buena / ";0,3;3;9;Muy buena / Oso ona;13;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;12:00;0,27;"Muy buena / ";0,32;4;9;Muy buena / Oso ona;15;16;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;11:00;0,29;"Muy buena / ";0,32;6;14;Muy buena / Oso ona;23;17;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;10:00;0,29;"Muy buena / ";0,32;6;16;Muy buena / Oso ona;26;14;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;09:00;0,33;"Muy buena / ";0,32;9;18;Muy buena / Oso ona;31;13;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;08:00;0,34;"Muy buena / ";0,31;8;28;Muy buena / Oso ona;41;15;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;07:00;0,36;"Muy buena / ";0,31;10;32;Muy buena / Oso ona;46;18;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;06:00;0,35;"Muy buena / ";0,3;5;22;Muy buena / Oso ona;30;15;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;05:00;0,35;"Muy buena / ";0,29;3;18;Muy buena / Oso ona;23;17;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;04:00;0,3;"Muy buena / ";0,3;1;10;Muy buena / Oso ona;12;9;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;03:00;0,27;"Muy buena / ";0,3;1;2;Muy buena / Oso ona;4;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;02:00;0,27;"Muy buena / ";0,3;1;3;Muy buena / Oso ona;5;18;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
29/05/2017;01:00;0,28;"Muy buena / ";0,29;1;3;Muy buena / Oso ona;6;21;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
28/05/2017;24:00;0,27;"Muy buena / ";0,27;1;4;Muy buena / Oso ona;6;24;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;23:00;0,28;"Muy buena / ";0,26;2;13;Muy buena / Oso ona;16;29;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;22:00;0,32;"Muy buena / ";0,24;3;30;Muy buena / Oso ona;34;24;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;21:00;0,36;"Muy buena / ";0,22;5;39;Muy buena / Oso ona;47;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;20:00;0,3;"Muy buena / ";0,2;5;24;Muy buena / Oso ona;31;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;19:00;0,29;"Muy buena / ";0,18;6;26;Muy buena / Oso ona;34;18;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;18:00;0,2;"Muy buena / ";0,17;2;20;Muy buena / Oso ona;23;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;17:00;0,16;"Muy buena / ";0,16;1;11;Muy buena / Oso ona;13;16;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;16:00;0,16;"Muy buena / ";0,17;1;11;Muy buena / Oso ona;13;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;15:00;0,15;"Muy buena / ";0,19;1;7;Muy buena / Oso ona;9;16;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;14:00;0,16;"Muy buena / ";0,21;1;7;Muy buena / Oso ona;9;18;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;13:00;0,17;"Muy buena / ";0,22;2;7;Muy buena / Oso ona;10;21;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;12:00;0,17;"Muy buena / ";0,24;2;7;Muy buena / Oso ona;10;16;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;11:00;0,16;"Muy buena / ";0,25;2;7;Muy buena / Oso ona;9;15;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;10:00;0,19;"Muy buena / ";0,26;2;6;Muy buena / Oso ona;10;18;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;09:00;0,25;"Muy buena / ";0,27;2;5;Muy buena / Oso ona;8;17;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;08:00;0,28;"Muy buena / ";0,27;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;07:00;0,28;"Muy buena / ";0,27;1;4;Muy buena / Oso ona;6;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;06:00;0,28;"Muy buena / ";0,27;1;3;Muy buena / Oso ona;5;20;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;05:00;0,29;"Muy buena / ";0,27;1;3;Muy buena / Oso ona;5;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;04:00;0,29;"Muy buena / ";0,26;1;2;Muy buena / Oso ona;4;19;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;03:00;0,27;"Muy buena / ";0,26;1;1;Muy buena / Oso ona;3;16;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;02:00;0,27;"Muy buena / ";0,25;1;2;Muy buena / Oso ona;4;21;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
28/05/2017;01:00;0,27;"Muy buena / ";0,24;1;4;Muy buena / Oso ona;6;22;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;24:00;0,26;"Muy buena / ";0,22;1;3;Muy buena / Oso ona;5;22;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;23:00;0,25;"Muy buena / ";0,22;1;5;Muy buena / Oso ona;7;28;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;22:00;0,27;"Muy buena / ";0,21;1;6;Muy buena / Oso ona;8;29;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;21:00;0,26;"Muy buena / ";0,19;1;8;Muy buena / Oso ona;10;33;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;20:00;0,23;"Muy buena / ";0,18;1;11;Muy buena / Oso ona;13;32;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;19:00;0,21;"Muy buena / ";0,17;1;14;Muy buena / Oso ona;16;31;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;18:00;0,18;"Muy buena / ";0,17;1;10;Muy buena / Oso ona;12;31;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;17:00;0,16;"Muy buena / ";0,16;2;8;Muy buena / Oso ona;11;26;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;16:00;0,17;"Muy buena / ";0,17;3;8;Muy buena / Oso ona;12;26;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;15:00;0,16;"Muy buena / ";0,19;1;6;Muy buena / Oso ona;8;29;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;14:00;0,16;"Muy buena / ";0,22;2;7;Muy buena / Oso ona;10;23;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;13:00;0,17;"Muy buena / ";0,24;1;8;Muy buena / Oso ona;10;21;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;12:00;0,16;"Muy buena / ";0,26;2;9;Muy buena / Oso ona;12;21;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;11:00;0,15;"Muy buena / ";0,28;2;7;Muy buena / Oso ona;10;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;10:00;0,15;"Muy buena / ";0,3;3;8;Muy buena / Oso ona;12;19;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
27/05/2017;09:00;0,23;"Muy buena / ";0,32;5;12;Muy buena / Oso ona;20;31;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
