Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
03/02/2017;21:00;0;9;Muy buena / Oso ona;9;77;"Buena / ";76;16;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;20:00;2;43;Muy buena / Oso ona;45;48;"Muy buena / ";77;12;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona
03/02/2017;19:00;0;24;Muy buena / Oso ona;25;68;"Buena / ";82;8;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
03/02/2017;18:00;0;10;Muy buena / Oso ona;10;83;"Buena / ";84;8;Muy buena / Oso ona;6;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;17:00;0;9;Muy buena / Oso ona;9;80;"Buena / ";85;7;Muy buena / Oso ona;5;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;16:00;0;8;Muy buena / Oso ona;8;82;"Buena / ";85;7;Muy buena / Oso ona;4;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;15:00;1;8;Muy buena / Oso ona;10;83;"Buena / ";84;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;14:00;1;5;Muy buena / Oso ona;7;86;"Buena / ";84;3;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;13:00;1;4;Muy buena / Oso ona;6;87;"Buena / ";84;2;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;12:00;0;5;Muy buena / Oso ona;5;88;"Buena / ";84;6;Muy buena / Oso ona;3;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;11:00;1;5;Muy buena / Oso ona;7;86;"Buena / ";83;7;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;10:00;0;7;Muy buena / Oso ona;7;84;"Buena / ";82;7;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;09:00;0;6;Muy buena / Oso ona;6;85;"Buena / ";82;5;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;08:00;1;13;Muy buena / Oso ona;14;74;"Buena / ";81;9;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;07:00;1;9;Muy buena / Oso ona;10;79;"Buena / ";83;8;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;06:00;0;5;Muy buena / Oso ona;5;86;"Buena / ";83;6;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;05:00;0;4;Muy buena / Oso ona;4;86;"Buena / ";82;6;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;04:00;0;4;Muy buena / Oso ona;4;82;"Buena / ";80;6;Muy buena / Oso ona;0;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;03:00;0;4;Muy buena / Oso ona;4;;"Sin datos / ";76;8;Muy buena / Oso ona;6;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;02:00;0;3;Muy buena / Oso ona;3;82;"Buena / ";76;8;Muy buena / Oso ona;4;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;01:00;0;4;Muy buena / Oso ona;4;79;"Buena / ";77;7;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;24:00;0;5;Muy buena / Oso ona;5;78;"Buena / ";77;5;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;23:00;0;4;Muy buena / Oso ona;4;80;"Buena / ";78;9;Muy buena / Oso ona;1;Muy buena / Oso ona;5;Muy buena / Oso ona
02/02/2017;22:00;0;5;Muy buena / Oso ona;5;82;"Buena / ";79;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona
02/02/2017;21:00;0;18;Muy buena / Oso ona;18;72;"Buena / ";80;10;Muy buena / Oso ona;5;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;20:00;1;33;Muy buena / Oso ona;35;62;"Buena / ";80;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;19:00;0;11;Muy buena / Oso ona;11;81;"Buena / ";81;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
02/02/2017;18:00;0;10;Muy buena / Oso ona;10;81;"Buena / ";79;3;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;17:00;0;9;Muy buena / Oso ona;9;82;"Buena / ";76;7;Muy buena / Oso ona;2;Muy buena / Oso ona;5;Muy buena / Oso ona
02/02/2017;16:00;0;6;Muy buena / Oso ona;6;87;"Buena / ";74;6;Muy buena / Oso ona;3;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;15:00;1;6;Muy buena / Oso ona;7;88;"Buena / ";72;5;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;14:00;1;7;Muy buena / Oso ona;8;85;"Buena / ";69;5;Muy buena / Oso ona;1;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;13:00;0;6;Muy buena / Oso ona;7;74;"Buena / ";67;8;Muy buena / Oso ona;0;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;12:00;1;8;Muy buena / Oso ona;10;69;"Buena / ";67;5;Muy buena / Oso ona;0;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;11:00;1;8;Muy buena / Oso ona;10;65;"Buena / ";68;3;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;10:00;1;11;Muy buena / Oso ona;13;61;"Buena / ";70;3;Muy buena / Oso ona;1;Muy buena / Oso ona;8;Muy buena / Oso ona
02/02/2017;09:00;1;8;Muy buena / Oso ona;10;66;"Buena / ";71;2;Muy buena / Oso ona;0;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;08:00;1;13;Muy buena / Oso ona;15;64;"Buena / ";70;3;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;07:00;1;11;Muy buena / Oso ona;12;67;"Buena / ";72;2;Muy buena / Oso ona;0;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;06:00;0;8;Muy buena / Oso ona;8;71;"Buena / ";71;3;Muy buena / Oso ona;0;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;05:00;0;5;Muy buena / Oso ona;5;75;"Buena / ";70;3;Muy buena / Oso ona;0;Muy buena / Oso ona;8;Muy buena / Oso ona
02/02/2017;04:00;0;5;Muy buena / Oso ona;5;77;"Buena / ";68;5;Muy buena / Oso ona;0;Muy buena / Oso ona;8;Muy buena / Oso ona
02/02/2017;03:00;0;5;Muy buena / Oso ona;5;;"Sin datos / ";65;3;Muy buena / Oso ona;0;Muy buena / Oso ona;7;Muy buena / Oso ona
02/02/2017;02:00;0;5;Muy buena / Oso ona;5;72;"Buena / ";60;3;Muy buena / Oso ona;2;Muy buena / Oso ona;6;Muy buena / Oso ona
02/02/2017;01:00;0;8;Muy buena / Oso ona;8;63;"Buena / ";56;5;Muy buena / Oso ona;3;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;24:00;0;7;Muy buena / Oso ona;7;63;"Buena / ";55;4;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;23:00;0;10;Muy buena / Oso ona;10;63;"Buena / ";56;3;Muy buena / Oso ona;1;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;22:00;0;8;Muy buena / Oso ona;9;65;"Buena / ";56;3;Muy buena / Oso ona;4;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;21:00;0;10;Muy buena / Oso ona;10;63;"Buena / ";56;5;Muy buena / Oso ona;6;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;20:00;1;15;Muy buena / Oso ona;16;59;"Muy buena / ";57;5;Muy buena / Oso ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;19:00;1;29;Muy buena / Oso ona;31;45;"Muy buena / ";57;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
01/02/2017;18:00;2;38;Muy buena / Oso ona;41;36;"Muy buena / ";59;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona
01/02/2017;17:00;2;22;Muy buena / Oso ona;25;52;"Muy buena / ";58;3;Muy buena / Oso ona;2;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;16:00;1;9;Muy buena / Oso ona;11;64;"Buena / ";55;5;Muy buena / Oso ona;3;Muy buena / Oso ona;7;Muy buena / Oso ona
01/02/2017;15:00;1;11;Muy buena / Oso ona;13;64;"Buena / ";49;7;Muy buena / Oso ona;0;Muy buena / Oso ona;8;Muy buena / Oso ona
01/02/2017;14:00;1;8;Muy buena / Oso ona;10;68;"Buena / ";41;7;Muy buena / Oso ona;0;Muy buena / Oso ona;8;Muy buena / Oso ona
01/02/2017;13:00;2;10;Muy buena / Oso ona;12;65;"Buena / ";36;6;Muy buena / Oso ona;2;Muy buena / Oso ona;9;Muy buena / Oso ona
01/02/2017;12:00;2;12;Muy buena / Oso ona;14;63;"Buena / ";33;7;Muy buena / Oso ona;5;Muy buena / Oso ona;9;Muy buena / Oso ona
01/02/2017;11:00;2;18;Muy buena / Oso ona;21;56;"Muy buena / ";31;9;Muy buena / Oso ona;8;Muy buena / Oso ona;9;Muy buena / Oso ona
01/02/2017;10:00;8;40;Muy buena / Oso ona;52;35;"Muy buena / ";30;12;Muy buena / Oso ona;10;Muy buena / Oso ona;10;Muy buena / Oso ona
01/02/2017;09:00;9;51;Muy buena / Oso ona;64;25;"Muy buena / ";29;14;Muy buena / Oso ona;13;Muy buena / Oso ona;10;Muy buena / Oso ona
01/02/2017;08:00;15;60;Muy buena / Oso ona;83;13;"Muy buena / ";27;17;Muy buena / Oso ona;17;Muy buena / Oso ona;10;Muy buena / Oso ona
01/02/2017;07:00;38;72;Muy buena / Oso ona;130;5;"Muy buena / ";30;13;Muy buena / Oso ona;9;Muy buena / Oso ona;12;Muy buena / Oso ona
01/02/2017;06:00;3;46;Muy buena / Oso ona;50;23;"Muy buena / ";30;10;Muy buena / Oso ona;6;Muy buena / Oso ona;12;Muy buena / Oso ona
01/02/2017;05:00;1;24;Muy buena / Oso ona;25;40;"Muy buena / ";28;13;Muy buena / Oso ona;6;Muy buena / Oso ona;10;Muy buena / Oso ona
01/02/2017;04:00;0;17;Muy buena / Oso ona;17;48;"Muy buena / ";23;11;Muy buena / Oso ona;8;Muy buena / Oso ona;11;Muy buena / Oso ona
01/02/2017;03:00;0;17;Muy buena / Oso ona;17;;"Sin datos / ";17;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;15;Muy buena / Oso ona
01/02/2017;02:00;1;29;Muy buena / Oso ona;32;22;"Muy buena / ";15;25;Muy buena / Oso ona;18;Muy buena / Oso ona;20;Muy buena / Oso ona
01/02/2017;01:00;4;41;Muy buena / Oso ona;47;11;"Muy buena / ";18;23;Muy buena / Oso ona;20;Muy buena / Oso ona;28;Muy buena / Oso ona
31/01/2017;24:00;7;48;Muy buena / Oso ona;58;8;"Muy buena / ";22;24;Muy buena / Oso ona;25;Muy buena / Oso ona;31;Muy buena / Oso ona
31/01/2017;23:00;7;52;Muy buena / Oso ona;62;7;"Muy buena / ";26;19;Muy buena / Oso ona;17;Muy buena / Oso ona;22;Muy buena / Oso ona
31/01/2017;22:00;6;51;Muy buena / Oso ona;60;12;"Muy buena / ";31;19;Muy buena / Oso ona;15;Muy buena / Oso ona;18;Muy buena / Oso ona
31/01/2017;21:00;7;56;Muy buena / Oso ona;67;9;"Muy buena / ";37;18;Muy buena / Oso ona;11;Muy buena / Oso ona;15;Muy buena / Oso ona
31/01/2017;20:00;7;54;Muy buena / Oso ona;65;15;"Muy buena / ";42;10;Muy buena / Oso ona;9;Muy buena / Oso ona;13;Muy buena / Oso ona
31/01/2017;19:00;4;33;Muy buena / Oso ona;38;38;"Muy buena / ";46;9;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
31/01/2017;18:00;3;37;Muy buena / Oso ona;42;36;"Muy buena / ";47;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;15;Muy buena / Oso ona
31/01/2017;17:00;4;30;Muy buena / Oso ona;36;40;"Muy buena / ";47;9;Muy buena / Oso ona;10;Muy buena / Oso ona;13;Muy buena / Oso ona
31/01/2017;16:00;3;23;Muy buena / Oso ona;27;47;"Muy buena / ";47;7;Muy buena / Oso ona;6;Muy buena / Oso ona;11;Muy buena / Oso ona
31/01/2017;15:00;4;14;Muy buena / Oso ona;20;53;"Muy buena / ";46;8;Muy buena / Oso ona;0;Muy buena / Oso ona;12;Muy buena / Oso ona
31/01/2017;14:00;2;11;Muy buena / Oso ona;14;56;"Muy buena / ";43;7;Muy buena / Oso ona;1;Muy buena / Oso ona;12;Muy buena / Oso ona
31/01/2017;13:00;2;12;Muy buena / Oso ona;15;54;"Muy buena / ";42;8;Muy buena / Oso ona;5;Muy buena / Oso ona;14;Muy buena / Oso ona
31/01/2017;12:00;4;13;Muy buena / Oso ona;19;46;"Muy buena / ";43;10;Muy buena / Oso ona;4;Muy buena / Oso ona;16;Muy buena / Oso ona
31/01/2017;11:00;5;20;Muy buena / Oso ona;28;42;"Muy buena / ";44;9;Muy buena / Oso ona;4;Muy buena / Oso ona;17;Muy buena / Oso ona
31/01/2017;10:00;5;22;Muy buena / Oso ona;30;40;"Muy buena / ";46;8;Muy buena / Oso ona;6;Muy buena / Oso ona;17;Muy buena / Oso ona
31/01/2017;09:00;4;21;Muy buena / Oso ona;28;41;"Muy buena / ";47;7;Muy buena / Oso ona;5;Muy buena / Oso ona;15;Muy buena / Oso ona
31/01/2017;08:00;4;28;Muy buena / Oso ona;33;38;"Muy buena / ";49;7;Muy buena / Oso ona;5;Muy buena / Oso ona;15;Muy buena / Oso ona
31/01/2017;07:00;4;43;Muy buena / Oso ona;49;27;"Muy buena / ";51;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;16;Muy buena / Oso ona
31/01/2017;06:00;1;20;Muy buena / Oso ona;21;49;"Muy buena / ";55;3;Muy buena / Oso ona;1;Muy buena / Oso ona;18;Muy buena / Oso ona
31/01/2017;05:00;0;9;Muy buena / Oso ona;9;59;"Muy buena / ";55;5;Muy buena / Oso ona;;Sin datos / Daturik gabe;18;Muy buena / Oso ona
31/01/2017;04:00;0;8;Muy buena / Oso ona;8;59;"Muy buena / ";52;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;19;Muy buena / Oso ona
31/01/2017;03:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";50;5;Muy buena / Oso ona;2;Muy buena / Oso ona;21;Muy buena / Oso ona
31/01/2017;02:00;0;9;Muy buena / Oso ona;9;55;"Muy buena / ";46;6;Muy buena / Oso ona;0;Muy buena / Oso ona;23;Muy buena / Oso ona
31/01/2017;01:00;0;9;Muy buena / Oso ona;9;56;"Muy buena / ";45;3;Muy buena / Oso ona;1;Muy buena / Oso ona;23;Muy buena / Oso ona
30/01/2017;24:00;0;11;Muy buena / Oso ona;11;53;"Muy buena / ";41;3;Muy buena / Oso ona;0;Muy buena / Oso ona;24;Muy buena / Oso ona
30/01/2017;23:00;0;10;Muy buena / Oso ona;10;51;"Muy buena / ";40;5;Muy buena / Oso ona;2;Muy buena / Oso ona;25;Muy buena / Oso ona
30/01/2017;22:00;1;15;Muy buena / Oso ona;17;45;"Muy buena / ";38;6;Muy buena / Oso ona;3;Muy buena / Oso ona;27;Muy buena / Oso ona
30/01/2017;21:00;1;15;Muy buena / Oso ona;17;45;"Muy buena / ";37;5;Muy buena / Oso ona;1;Muy buena / Oso ona;29;Muy buena / Oso ona
30/01/2017;20:00;1;20;Muy buena / Oso ona;22;43;"Muy buena / ";36;8;Muy buena / Oso ona;2;Muy buena / Oso ona;32;Muy buena / Oso ona
30/01/2017;19:00;2;28;Muy buena / Oso ona;31;38;"Muy buena / ";35;6;Muy buena / Oso ona;2;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;18:00;3;31;Muy buena / Oso ona;34;35;"Muy buena / ";33;3;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
30/01/2017;17:00;4;32;Muy buena / Oso ona;37;31;"Muy buena / ";31;8;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;16:00;6;25;Muy buena / Oso ona;33;34;"Muy buena / ";29;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;15:00;6;25;Muy buena / Oso ona;34;33;"Muy buena / ";25;6;Muy buena / Oso ona;0;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;14:00;4;17;Muy buena / Oso ona;24;40;"Muy buena / ";22;9;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;13:00;7;25;Muy buena / Oso ona;35;36;"Muy buena / ";19;10;Muy buena / Oso ona;8;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;12:00;7;30;Muy buena / Oso ona;40;33;"Muy buena / ";17;10;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;11:00;10;38;Muy buena / Oso ona;53;25;"Muy buena / ";15;10;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
30/01/2017;10:00;15;41;Muy buena / Oso ona;64;19;"Muy buena / ";13;12;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;09:00;20;50;Muy buena / Oso ona;80;10;"Muy buena / ";12;12;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;08:00;23;56;Muy buena / Oso ona;91;5;"Muy buena / ";12;10;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;07:00;10;49;Muy buena / Oso ona;64;8;"Muy buena / ";13;9;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;06:00;3;38;Muy buena / Oso ona;43;15;"Muy buena / ";14;7;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;05:00;1;27;Muy buena / Oso ona;29;21;"Muy buena / ";14;6;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;04:00;1;28;Muy buena / Oso ona;30;16;"Muy buena / ";14;7;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
30/01/2017;03:00;1;27;Muy buena / Oso ona;29;;"Sin datos / ";17;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
30/01/2017;02:00;1;33;Muy buena / Oso ona;36;13;"Muy buena / ";22;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
30/01/2017;01:00;3;40;Muy buena / Oso ona;44;8;"Muy buena / ";25;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
29/01/2017;24:00;2;37;Muy buena / Oso ona;40;19;"Muy buena / ";31;5;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;23:00;7;51;Muy buena / Oso ona;61;10;"Muy buena / ";35;6;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;22:00;5;43;Muy buena / Oso ona;50;17;"Muy buena / ";43;7;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;21:00;2;39;Muy buena / Oso ona;42;23;"Muy buena / ";49;6;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;20:00;2;29;Muy buena / Oso ona;31;33;"Muy buena / ";55;5;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;19:00;1;21;Muy buena / Oso ona;23;42;"Muy buena / ";59;7;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;18:00;1;17;Muy buena / Oso ona;19;45;"Muy buena / ";61;4;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
29/01/2017;17:00;1;16;Muy buena / Oso ona;18;49;"Muy buena / ";63;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
29/01/2017;16:00;1;8;Muy buena / Oso ona;9;63;"Buena / ";63;2;Muy buena / Oso ona;0;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;15:00;1;7;Muy buena / Oso ona;9;68;"Buena / ";62;4;Muy buena / Oso ona;0;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;14:00;1;7;Muy buena / Oso ona;9;68;"Buena / ";60;4;Muy buena / Oso ona;0;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;13:00;1;8;Muy buena / Oso ona;10;69;"Buena / ";58;3;Muy buena / Oso ona;2;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;12:00;1;7;Muy buena / Oso ona;9;68;"Buena / ";56;4;Muy buena / Oso ona;1;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;11:00;2;16;Muy buena / Oso ona;19;59;"Muy buena / ";52;9;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;10:00;2;18;Muy buena / Oso ona;21;57;"Muy buena / ";48;6;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;09:00;1;18;Muy buena / Oso ona;20;55;"Muy buena / ";47;7;Muy buena / Oso ona;5;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;08:00;1;21;Muy buena / Oso ona;23;52;"Muy buena / ";41;7;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;07:00;1;18;Muy buena / Oso ona;19;49;"Muy buena / ";40;7;Muy buena / Oso ona;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;06:00;0;14;Muy buena / Oso ona;14;53;"Muy buena / ";32;6;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;05:00;0;13;Muy buena / Oso ona;13;55;"Muy buena / ";25;7;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;04:00;1;24;Muy buena / Oso ona;25;39;"Muy buena / ";17;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;03:00;1;32;Muy buena / Oso ona;34;;"Sin datos / ";12;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;02:00;1;28;Muy buena / Oso ona;30;25;"Muy buena / ";10;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
29/01/2017;01:00;2;37;Muy buena / Oso ona;39;16;"Muy buena / ";16;14;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;24:00;4;45;Muy buena / Oso ona;52;10;"Muy buena / ";24;16;Muy buena / Oso ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;23:00;10;52;Muy buena / Oso ona;67;5;"Muy buena / ";30;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;22:00;12;61;Muy buena / Oso ona;80;6;"Muy buena / ";39;16;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;21:00;11;69;Muy buena / Oso ona;85;7;"Muy buena / ";46;17;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;20:00;11;73;Muy buena / Oso ona;89;11;"Muy buena / ";53;14;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;19:00;8;77;Muy buena / Oso ona;89;15;"Muy buena / ";56;11;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;18:00;2;40;Muy buena / Oso ona;44;50;"Muy buena / ";57;9;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;17:00;1;15;Muy buena / Oso ona;17;72;"Buena / ";53;10;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;16:00;1;12;Muy buena / Oso ona;14;76;"Buena / ";46;20;Muy buena / Oso ona;2;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;15:00;2;11;Muy buena / Oso ona;15;73;"Buena / ";37;5;Muy buena / Oso ona;0;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;14:00;1;10;Muy buena / Oso ona;12;66;"Buena / ";29;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;13:00;3;15;Muy buena / Oso ona;20;57;"Muy buena / ";23;4;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;12:00;10;33;Muy buena / Oso ona;47;36;"Muy buena / ";19;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;11:00;16;40;Muy buena / Oso ona;64;27;"Muy buena / ";19;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;10:00;21;41;Muy buena / Oso ona;72;19;"Muy buena / ";19;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;09:00;21;46;Muy buena / Oso ona;78;11;"Muy buena / ";19;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
28/01/2017;08:00;11;49;Muy buena / Oso ona;65;8;"Muy buena / ";23;15;Muy buena / Oso ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;07:00;6;46;Muy buena / Oso ona;55;10;"Muy buena / ";26;13;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;06:00;2;39;Muy buena / Oso ona;42;17;"Muy buena / ";36;11;Muy buena / Oso ona;10;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;05:00;1;35;Muy buena / Oso ona;37;24;"Muy buena / ";43;10;Muy buena / Oso ona;7;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;04:00;1;25;Muy buena / Oso ona;27;32;"Muy buena / ";41;9;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;03:00;1;24;Muy buena / Oso ona;26;;"Sin datos / ";39;7;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;02:00;1;24;Muy buena / Oso ona;26;40;"Muy buena / ";42;5;Muy buena / Oso ona;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
28/01/2017;01:00;1;28;Muy buena / Oso ona;30;40;"Muy buena / ";43;5;Muy buena / Oso ona;1;Muy buena / Oso ona;;Sin datos / Daturik gabe
