Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
28/08/2017;05:00;12;34;Muy buena / Oso ona;53
28/08/2017;04:00;13;37;Muy buena / Oso ona;57
28/08/2017;03:00;7;32;Muy buena / Oso ona;43
28/08/2017;02:00;6;26;Muy buena / Oso ona;35
28/08/2017;01:00;6;13;Muy buena / Oso ona;22
27/08/2017;24:00;5;14;Muy buena / Oso ona;22
27/08/2017;23:00;6;21;Muy buena / Oso ona;30
27/08/2017;22:00;6;16;Muy buena / Oso ona;25
27/08/2017;21:00;6;24;Muy buena / Oso ona;34
27/08/2017;20:00;7;29;Muy buena / Oso ona;40
27/08/2017;19:00;6;18;Muy buena / Oso ona;26
27/08/2017;18:00;9;22;Muy buena / Oso ona;36
27/08/2017;17:00;9;21;Muy buena / Oso ona;34
27/08/2017;16:00;7;14;Muy buena / Oso ona;24
27/08/2017;15:00;6;12;Muy buena / Oso ona;21
27/08/2017;14:00;6;12;Muy buena / Oso ona;21
27/08/2017;13:00;8;16;Muy buena / Oso ona;28
27/08/2017;12:00;11;26;Muy buena / Oso ona;43
27/08/2017;11:00;15;34;Muy buena / Oso ona;57
27/08/2017;10:00;17;36;Muy buena / Oso ona;63
27/08/2017;09:00;16;32;Muy buena / Oso ona;56
27/08/2017;08:00;18;32;Muy buena / Oso ona;59
27/08/2017;07:00;21;35;Muy buena / Oso ona;68
27/08/2017;06:00;16;30;Muy buena / Oso ona;55
27/08/2017;05:00;9;28;Muy buena / Oso ona;42
27/08/2017;04:00;6;22;Muy buena / Oso ona;31
27/08/2017;03:00;9;28;Muy buena / Oso ona;41
27/08/2017;02:00;6;24;Muy buena / Oso ona;34
27/08/2017;01:00;7;30;Muy buena / Oso ona;41
26/08/2017;24:00;6;29;Muy buena / Oso ona;38
26/08/2017;23:00;6;25;Muy buena / Oso ona;35
26/08/2017;22:00;7;27;Muy buena / Oso ona;38
26/08/2017;21:00;7;36;Muy buena / Oso ona;46
26/08/2017;20:00;6;27;Muy buena / Oso ona;36
26/08/2017;19:00;5;13;Muy buena / Oso ona;21
26/08/2017;18:00;5;8;Muy buena / Oso ona;15
26/08/2017;17:00;5;5;Muy buena / Oso ona;13
26/08/2017;16:00;5;4;Muy buena / Oso ona;12
26/08/2017;15:00;5;6;Muy buena / Oso ona;14
26/08/2017;14:00;5;7;Muy buena / Oso ona;15
26/08/2017;13:00;7;19;Muy buena / Oso ona;29
26/08/2017;12:00;8;21;Muy buena / Oso ona;34
26/08/2017;11:00;8;13;Muy buena / Oso ona;25
26/08/2017;10:00;9;14;Muy buena / Oso ona;28
26/08/2017;09:00;9;14;Muy buena / Oso ona;27
26/08/2017;08:00;8;14;Muy buena / Oso ona;26
26/08/2017;07:00;8;18;Muy buena / Oso ona;29
26/08/2017;06:00;6;15;Muy buena / Oso ona;23
26/08/2017;05:00;5;9;Muy buena / Oso ona;17
26/08/2017;04:00;5;9;Muy buena / Oso ona;16
26/08/2017;03:00;5;5;Muy buena / Oso ona;12
26/08/2017;02:00;5;5;Muy buena / Oso ona;12
26/08/2017;01:00;5;4;Muy buena / Oso ona;11
25/08/2017;24:00;5;6;Muy buena / Oso ona;14
25/08/2017;23:00;5;7;Muy buena / Oso ona;14
25/08/2017;22:00;5;10;Muy buena / Oso ona;18
25/08/2017;21:00;5;11;Muy buena / Oso ona;19
25/08/2017;20:00;6;13;Muy buena / Oso ona;22
25/08/2017;19:00;6;18;Muy buena / Oso ona;27
25/08/2017;18:00;6;10;Muy buena / Oso ona;19
25/08/2017;17:00;6;7;Muy buena / Oso ona;17
25/08/2017;16:00;10;11;Muy buena / Oso ona;27
25/08/2017;15:00;7;10;Muy buena / Oso ona;21
25/08/2017;14:00;6;10;Muy buena / Oso ona;19
25/08/2017;13:00;7;10;Muy buena / Oso ona;20
25/08/2017;12:00;8;11;Muy buena / Oso ona;22
25/08/2017;11:00;9;13;Muy buena / Oso ona;27
25/08/2017;10:00;11;17;Muy buena / Oso ona;33
25/08/2017;09:00;15;23;Muy buena / Oso ona;46
25/08/2017;08:00;15;26;Muy buena / Oso ona;49
25/08/2017;07:00;30;33;Muy buena / Oso ona;78
25/08/2017;06:00;20;39;Muy buena / Oso ona;70
25/08/2017;05:00;7;27;Muy buena / Oso ona;38
25/08/2017;04:00;5;19;Muy buena / Oso ona;26
25/08/2017;03:00;5;11;Muy buena / Oso ona;19
25/08/2017;02:00;5;11;Muy buena / Oso ona;19
25/08/2017;01:00;5;9;Muy buena / Oso ona;16
24/08/2017;24:00;5;10;Muy buena / Oso ona;18
24/08/2017;23:00;6;14;Muy buena / Oso ona;22
24/08/2017;22:00;6;13;Muy buena / Oso ona;21
24/08/2017;21:00;6;15;Muy buena / Oso ona;25
24/08/2017;20:00;6;15;Muy buena / Oso ona;23
24/08/2017;19:00;6;16;Muy buena / Oso ona;25
24/08/2017;18:00;6;9;Muy buena / Oso ona;18
24/08/2017;17:00;6;8;Muy buena / Oso ona;17
24/08/2017;16:00;6;8;Muy buena / Oso ona;17
24/08/2017;15:00;7;12;Muy buena / Oso ona;23
24/08/2017;14:00;7;11;Muy buena / Oso ona;22
24/08/2017;13:00;7;9;Muy buena / Oso ona;20
24/08/2017;12:00;8;11;Muy buena / Oso ona;23
24/08/2017;11:00;7;11;Muy buena / Oso ona;22
24/08/2017;10:00;8;14;Muy buena / Oso ona;26
24/08/2017;09:00;12;20;Muy buena / Oso ona;37
24/08/2017;08:00;9;27;Muy buena / Oso ona;41
24/08/2017;07:00;8;30;Muy buena / Oso ona;42
24/08/2017;06:00;6;29;Muy buena / Oso ona;38
24/08/2017;05:00;4;11;Muy buena / Oso ona;18
24/08/2017;04:00;5;8;Muy buena / Oso ona;15
24/08/2017;03:00;5;4;Muy buena / Oso ona;11
24/08/2017;02:00;4;4;Muy buena / Oso ona;12
24/08/2017;01:00;4;4;Muy buena / Oso ona;11
23/08/2017;24:00;5;6;Muy buena / Oso ona;13
23/08/2017;23:00;5;11;Muy buena / Oso ona;19
23/08/2017;22:00;5;10;Muy buena / Oso ona;17
23/08/2017;21:00;5;10;Muy buena / Oso ona;18
23/08/2017;20:00;5;17;Muy buena / Oso ona;25
23/08/2017;19:00;6;14;Muy buena / Oso ona;24
23/08/2017;18:00;5;9;Muy buena / Oso ona;17
23/08/2017;17:00;5;10;Muy buena / Oso ona;18
23/08/2017;16:00;6;10;Muy buena / Oso ona;20
23/08/2017;15:00;8;15;Muy buena / Oso ona;27
23/08/2017;14:00;6;10;Muy buena / Oso ona;20
23/08/2017;13:00;7;16;Muy buena / Oso ona;27
23/08/2017;12:00;9;13;Muy buena / Oso ona;25
23/08/2017;11:00;7;10;Muy buena / Oso ona;21
23/08/2017;10:00;12;19;Muy buena / Oso ona;37
23/08/2017;09:00;22;37;Muy buena / Oso ona;71
23/08/2017;08:00;33;44;Muy buena / Oso ona;94
23/08/2017;07:00;30;42;Muy buena / Oso ona;89
23/08/2017;06:00;17;39;Muy buena / Oso ona;64
23/08/2017;05:00;9;34;Muy buena / Oso ona;48
23/08/2017;04:00;6;25;Muy buena / Oso ona;33
23/08/2017;03:00;5;14;Muy buena / Oso ona;22
23/08/2017;02:00;5;16;Muy buena / Oso ona;24
23/08/2017;01:00;5;16;Muy buena / Oso ona;24
22/08/2017;24:00;4;15;Muy buena / Oso ona;22
22/08/2017;23:00;6;17;Muy buena / Oso ona;27
22/08/2017;22:00;7;30;Muy buena / Oso ona;40
22/08/2017;21:00;6;26;Muy buena / Oso ona;34
22/08/2017;20:00;6;31;Muy buena / Oso ona;41
22/08/2017;19:00;9;28;Muy buena / Oso ona;42
22/08/2017;18:00;9;39;Muy buena / Oso ona;53
22/08/2017;17:00;7;22;Muy buena / Oso ona;33
22/08/2017;16:00;5;11;Muy buena / Oso ona;19
22/08/2017;15:00;6;13;Muy buena / Oso ona;23
22/08/2017;14:00;7;18;Muy buena / Oso ona;29
22/08/2017;13:00;12;35;Muy buena / Oso ona;53
22/08/2017;12:00;11;34;Muy buena / Oso ona;51
22/08/2017;11:00;11;39;Muy buena / Oso ona;56
22/08/2017;10:00;17;54;Muy buena / Oso ona;81
22/08/2017;09:00;18;51;Muy buena / Oso ona;78
22/08/2017;08:00;57;76;Muy buena / Oso ona;163
22/08/2017;07:00;53;68;Muy buena / Oso ona;150
22/08/2017;06:00;31;71;Muy buena / Oso ona;119
22/08/2017;05:00;8;62;Muy buena / Oso ona;75
22/08/2017;04:00;5;40;Muy buena / Oso ona;49
22/08/2017;03:00;5;37;Muy buena / Oso ona;45
22/08/2017;02:00;5;43;Muy buena / Oso ona;51
22/08/2017;01:00;6;50;Muy buena / Oso ona;60
21/08/2017;24:00;6;63;Muy buena / Oso ona;73
21/08/2017;23:00;6;69;Muy buena / Oso ona;78
21/08/2017;22:00;10;91;Muy buena / Oso ona;106
21/08/2017;21:00;6;78;Muy buena / Oso ona;87
21/08/2017;20:00;5;45;Muy buena / Oso ona;52
21/08/2017;19:00;4;19;Muy buena / Oso ona;25
21/08/2017;18:00;5;15;Muy buena / Oso ona;22
21/08/2017;17:00;5;13;Muy buena / Oso ona;21
21/08/2017;16:00;6;17;Muy buena / Oso ona;26
21/08/2017;15:00;6;19;Muy buena / Oso ona;29
21/08/2017;14:00;9;37;Muy buena / Oso ona;52
21/08/2017;13:00;6;16;Muy buena / Oso ona;25
21/08/2017;12:00;9;27;Muy buena / Oso ona;41
21/08/2017;11:00;15;35;Muy buena / Oso ona;57
21/08/2017;10:00;26;42;Muy buena / Oso ona;82
21/08/2017;09:00;27;41;Muy buena / Oso ona;83
21/08/2017;08:00;29;40;Muy buena / Oso ona;84
21/08/2017;07:00;48;44;Muy buena / Oso ona;118
21/08/2017;06:00;42;44;Muy buena / Oso ona;108
21/08/2017;05:00;27;43;Muy buena / Oso ona;84
21/08/2017;04:00;15;42;Muy buena / Oso ona;65
21/08/2017;03:00;13;43;Muy buena / Oso ona;62
21/08/2017;02:00;10;42;Muy buena / Oso ona;56
21/08/2017;01:00;7;39;Muy buena / Oso ona;49
20/08/2017;24:00;13;45;Muy buena / Oso ona;64
20/08/2017;23:00;9;48;Muy buena / Oso ona;62
20/08/2017;22:00;7;37;Muy buena / Oso ona;48
20/08/2017;21:00;6;33;Muy buena / Oso ona;42
20/08/2017;20:00;5;15;Muy buena / Oso ona;22
20/08/2017;19:00;4;6;Muy buena / Oso ona;13
20/08/2017;18:00;4;6;Muy buena / Oso ona;11
20/08/2017;17:00;4;6;Muy buena / Oso ona;12
20/08/2017;16:00;4;5;Muy buena / Oso ona;11
20/08/2017;15:00;4;5;Muy buena / Oso ona;11
20/08/2017;14:00;5;7;Muy buena / Oso ona;14
20/08/2017;13:00;4;6;Muy buena / Oso ona;12
20/08/2017;12:00;4;6;Muy buena / Oso ona;13
20/08/2017;11:00;6;9;Muy buena / Oso ona;17
20/08/2017;10:00;8;12;Muy buena / Oso ona;24
20/08/2017;09:00;15;20;Muy buena / Oso ona;42
20/08/2017;08:00;20;23;Muy buena / Oso ona;54
20/08/2017;07:00;18;24;Muy buena / Oso ona;52
20/08/2017;06:00;17;28;Muy buena / Oso ona;55
20/08/2017;05:00;10;29;Muy buena / Oso ona;45
20/08/2017;04:00;7;28;Muy buena / Oso ona;38
20/08/2017;03:00;6;27;Muy buena / Oso ona;37
20/08/2017;02:00;9;32;Muy buena / Oso ona;46
20/08/2017;01:00;8;38;Muy buena / Oso ona;49
19/08/2017;24:00;7;42;Muy buena / Oso ona;52
19/08/2017;23:00;6;31;Muy buena / Oso ona;40
19/08/2017;22:00;6;20;Muy buena / Oso ona;29
19/08/2017;21:00;5;7;Muy buena / Oso ona;14
19/08/2017;20:00;5;7;Muy buena / Oso ona;14
19/08/2017;19:00;4;6;Muy buena / Oso ona;13
19/08/2017;18:00;4;5;Muy buena / Oso ona;10
19/08/2017;17:00;4;4;Muy buena / Oso ona;9
19/08/2017;16:00;6;7;Muy buena / Oso ona;15
19/08/2017;15:00;4;5;Muy buena / Oso ona;12
19/08/2017;14:00;4;4;Muy buena / Oso ona;10
19/08/2017;13:00;6;6;Muy buena / Oso ona;15
19/08/2017;12:00;5;7;Muy buena / Oso ona;16
19/08/2017;11:00;6;8;Muy buena / Oso ona;17
19/08/2017;10:00;6;8;Muy buena / Oso ona;17
19/08/2017;09:00;7;14;Muy buena / Oso ona;24
19/08/2017;08:00;13;33;Muy buena / Oso ona;53
19/08/2017;07:00;8;31;Muy buena / Oso ona;44
19/08/2017;06:00;6;27;Muy buena / Oso ona;36
19/08/2017;05:00;6;19;Muy buena / Oso ona;27
19/08/2017;04:00;4;12;Muy buena / Oso ona;19
19/08/2017;03:00;5;15;Muy buena / Oso ona;22
19/08/2017;02:00;5;15;Muy buena / Oso ona;24
19/08/2017;01:00;4;14;Muy buena / Oso ona;20
18/08/2017;24:00;5;14;Muy buena / Oso ona;22
18/08/2017;23:00;4;11;Muy buena / Oso ona;18
18/08/2017;22:00;6;32;Muy buena / Oso ona;42
18/08/2017;21:00;6;19;Muy buena / Oso ona;29
18/08/2017;20:00;5;12;Muy buena / Oso ona;20
18/08/2017;19:00;5;14;Muy buena / Oso ona;22
18/08/2017;18:00;5;10;Muy buena / Oso ona;18
18/08/2017;17:00;6;12;Muy buena / Oso ona;21
18/08/2017;16:00;6;11;Muy buena / Oso ona;20
18/08/2017;15:00;9;21;Muy buena / Oso ona;34
18/08/2017;14:00;8;17;Muy buena / Oso ona;28
18/08/2017;13:00;6;14;Muy buena / Oso ona;24
18/08/2017;12:00;8;18;Muy buena / Oso ona;30
18/08/2017;11:00;10;26;Muy buena / Oso ona;42
18/08/2017;10:00;22;42;Muy buena / Oso ona;75
18/08/2017;09:00;35;42;Muy buena / Oso ona;95
18/08/2017;08:00;51;49;Muy buena / Oso ona;128
18/08/2017;07:00;39;48;Muy buena / Oso ona;108
18/08/2017;06:00;17;42;Muy buena / Oso ona;69
18/08/2017;05:00;9;40;Muy buena / Oso ona;53
18/08/2017;04:00;7;35;Muy buena / Oso ona;46
18/08/2017;03:00;6;34;Muy buena / Oso ona;43
18/08/2017;02:00;5;35;Muy buena / Oso ona;43
18/08/2017;01:00;5;36;Muy buena / Oso ona;44
17/08/2017;24:00;4;15;Muy buena / Oso ona;22
17/08/2017;23:00;5;18;Muy buena / Oso ona;25
17/08/2017;22:00;5;23;Muy buena / Oso ona;31
17/08/2017;21:00;6;24;Muy buena / Oso ona;33
17/08/2017;20:00;6;19;Muy buena / Oso ona;27
17/08/2017;19:00;6;20;Muy buena / Oso ona;28
17/08/2017;18:00;4;15;Muy buena / Oso ona;21
17/08/2017;17:00;6;17;Muy buena / Oso ona;26
17/08/2017;16:00;7;15;Muy buena / Oso ona;26
17/08/2017;15:00;6;10;Muy buena / Oso ona;19
17/08/2017;14:00;7;14;Muy buena / Oso ona;25
17/08/2017;13:00;8;16;Muy buena / Oso ona;27
17/08/2017;12:00;12;23;Muy buena / Oso ona;42
17/08/2017;11:00;19;35;Muy buena / Oso ona;63
17/08/2017;10:00;23;37;Muy buena / Oso ona;73
17/08/2017;09:00;45;42;Muy buena / Oso ona;111
17/08/2017;08:00;47;39;Muy buena / Oso ona;111
17/08/2017;07:00;49;42;Muy buena / Oso ona;118
17/08/2017;06:00;32;44;Muy buena / Oso ona;92
17/08/2017;05:00;23;44;Muy buena / Oso ona;79
17/08/2017;04:00;12;43;Muy buena / Oso ona;61
17/08/2017;03:00;14;39;Muy buena / Oso ona;59
17/08/2017;02:00;9;41;Muy buena / Oso ona;55
17/08/2017;01:00;7;27;Muy buena / Oso ona;37
16/08/2017;24:00;7;27;Muy buena / Oso ona;38
16/08/2017;23:00;6;24;Muy buena / Oso ona;33
16/08/2017;22:00;8;35;Muy buena / Oso ona;47
16/08/2017;21:00;6;34;Muy buena / Oso ona;43
16/08/2017;20:00;7;22;Muy buena / Oso ona;33
16/08/2017;19:00;5;11;Muy buena / Oso ona;19
16/08/2017;18:00;6;14;Muy buena / Oso ona;24
16/08/2017;17:00;7;14;Muy buena / Oso ona;24
16/08/2017;16:00;9;15;Muy buena / Oso ona;29
16/08/2017;15:00;8;16;Muy buena / Oso ona;29
16/08/2017;14:00;7;14;Muy buena / Oso ona;25
16/08/2017;13:00;7;10;Muy buena / Oso ona;21
16/08/2017;12:00;7;10;Muy buena / Oso ona;21
16/08/2017;11:00;10;16;Muy buena / Oso ona;31
16/08/2017;10:00;10;16;Muy buena / Oso ona;32
16/08/2017;09:00;11;19;Muy buena / Oso ona;36
16/08/2017;08:00;35;34;Muy buena / Oso ona;87
16/08/2017;07:00;61;40;Muy buena / Oso ona;134
16/08/2017;06:00;30;35;Muy buena / Oso ona;80
16/08/2017;05:00;16;29;Muy buena / Oso ona;53
16/08/2017;04:00;5;18;Muy buena / Oso ona;25
16/08/2017;03:00;5;14;Muy buena / Oso ona;22
16/08/2017;02:00;5;19;Muy buena / Oso ona;26
16/08/2017;01:00;5;20;Muy buena / Oso ona;27
15/08/2017;24:00;5;20;Muy buena / Oso ona;28
15/08/2017;23:00;5;9;Muy buena / Oso ona;16
15/08/2017;22:00;7;14;Muy buena / Oso ona;24
15/08/2017;21:00;6;13;Muy buena / Oso ona;22
15/08/2017;20:00;5;12;Muy buena / Oso ona;20
15/08/2017;19:00;6;12;Muy buena / Oso ona;20
15/08/2017;18:00;6;8;Muy buena / Oso ona;17
15/08/2017;17:00;8;21;Muy buena / Oso ona;33
15/08/2017;16:00;6;13;Muy buena / Oso ona;23
15/08/2017;15:00;6;13;Muy buena / Oso ona;22
15/08/2017;14:00;6;11;Muy buena / Oso ona;21
15/08/2017;13:00;7;14;Muy buena / Oso ona;24
15/08/2017;12:00;7;13;Muy buena / Oso ona;23
15/08/2017;11:00;13;30;Muy buena / Oso ona;49
15/08/2017;10:00;6;14;Muy buena / Oso ona;23
15/08/2017;09:00;5;12;Muy buena / Oso ona;20
15/08/2017;08:00;7;24;Muy buena / Oso ona;33
15/08/2017;07:00;5;9;Muy buena / Oso ona;17
15/08/2017;06:00;4;11;Muy buena / Oso ona;18
15/08/2017;05:00;5;15;Muy buena / Oso ona;23
15/08/2017;04:00;5;15;Muy buena / Oso ona;22
15/08/2017;03:00;5;17;Muy buena / Oso ona;24
15/08/2017;02:00;5;10;Muy buena / Oso ona;18
15/08/2017;01:00;5;18;Muy buena / Oso ona;26
14/08/2017;24:00;5;17;Muy buena / Oso ona;25
14/08/2017;23:00;5;20;Muy buena / Oso ona;27
14/08/2017;22:00;5;20;Muy buena / Oso ona;28
14/08/2017;21:00;6;26;Muy buena / Oso ona;34
14/08/2017;20:00;6;25;Muy buena / Oso ona;34
14/08/2017;19:00;5;23;Muy buena / Oso ona;30
14/08/2017;18:00;6;24;Muy buena / Oso ona;34
14/08/2017;17:00;6;25;Muy buena / Oso ona;34
14/08/2017;16:00;6;20;Muy buena / Oso ona;29
14/08/2017;15:00;7;22;Muy buena / Oso ona;33
14/08/2017;14:00;8;20;Muy buena / Oso ona;32
14/08/2017;13:00;5;12;Muy buena / Oso ona;20
14/08/2017;12:00;6;11;Muy buena / Oso ona;20
14/08/2017;11:00;7;14;Muy buena / Oso ona;24
14/08/2017;10:00;8;18;Muy buena / Oso ona;30
14/08/2017;09:00;11;24;Muy buena / Oso ona;42
14/08/2017;08:00;19;31;Muy buena / Oso ona;60
14/08/2017;07:00;22;34;Muy buena / Oso ona;68
14/08/2017;06:00;26;39;Muy buena / Oso ona;79
14/08/2017;05:00;16;37;Muy buena / Oso ona;60
14/08/2017;04:00;11;34;Muy buena / Oso ona;50
14/08/2017;03:00;7;27;Muy buena / Oso ona;38
14/08/2017;02:00;5;24;Muy buena / Oso ona;33
14/08/2017;01:00;6;29;Muy buena / Oso ona;39
13/08/2017;24:00;6;36;Muy buena / Oso ona;44
13/08/2017;23:00;6;33;Muy buena / Oso ona;42
13/08/2017;22:00;7;24;Muy buena / Oso ona;34
13/08/2017;21:00;6;23;Muy buena / Oso ona;33
13/08/2017;20:00;7;23;Muy buena / Oso ona;33
13/08/2017;19:00;6;14;Muy buena / Oso ona;24
13/08/2017;18:00;5;9;Muy buena / Oso ona;16
13/08/2017;17:00;4;7;Muy buena / Oso ona;15
13/08/2017;16:00;4;5;Muy buena / Oso ona;11
13/08/2017;15:00;6;5;Muy buena / Oso ona;13
13/08/2017;14:00;4;4;Muy buena / Oso ona;11
13/08/2017;13:00;5;6;Muy buena / Oso ona;13
13/08/2017;12:00;5;8;Muy buena / Oso ona;16
13/08/2017;11:00;6;11;Muy buena / Oso ona;20
13/08/2017;10:00;11;20;Muy buena / Oso ona;37
13/08/2017;09:00;13;22;Muy buena / Oso ona;42
13/08/2017;08:00;9;22;Muy buena / Oso ona;37
13/08/2017;07:00;13;33;Muy buena / Oso ona;53
13/08/2017;06:00;9;34;Muy buena / Oso ona;47
13/08/2017;05:00;5;29;Muy buena / Oso ona;37
13/08/2017;04:00;9;37;Muy buena / Oso ona;51
13/08/2017;03:00;6;31;Muy buena / Oso ona;40
13/08/2017;02:00;5;30;Muy buena / Oso ona;38
13/08/2017;01:00;5;25;Muy buena / Oso ona;33
12/08/2017;24:00;5;20;Muy buena / Oso ona;27
12/08/2017;23:00;5;27;Muy buena / Oso ona;35
12/08/2017;22:00;6;28;Muy buena / Oso ona;37
12/08/2017;21:00;6;15;Muy buena / Oso ona;23
12/08/2017;20:00;5;10;Muy buena / Oso ona;17
12/08/2017;19:00;5;9;Muy buena / Oso ona;17
12/08/2017;18:00;4;7;Muy buena / Oso ona;14
12/08/2017;17:00;4;7;Muy buena / Oso ona;13
12/08/2017;16:00;4;7;Muy buena / Oso ona;13
12/08/2017;15:00;5;9;Muy buena / Oso ona;17
12/08/2017;14:00;5;8;Muy buena / Oso ona;16
12/08/2017;13:00;5;7;Muy buena / Oso ona;15
12/08/2017;12:00;7;12;Muy buena / Oso ona;22
12/08/2017;11:00;6;10;Muy buena / Oso ona;19
12/08/2017;10:00;10;16;Muy buena / Oso ona;31
12/08/2017;09:00;21;28;Muy buena / Oso ona;61
12/08/2017;08:00;22;27;Muy buena / Oso ona;60
12/08/2017;07:00;24;31;Muy buena / Oso ona;67
12/08/2017;06:00;21;36;Muy buena / Oso ona;67
12/08/2017;05:00;16;37;Muy buena / Oso ona;61
12/08/2017;04:00;5;31;Muy buena / Oso ona;38
12/08/2017;03:00;5;30;Muy buena / Oso ona;38
12/08/2017;02:00;5;34;Muy buena / Oso ona;41
12/08/2017;01:00;5;30;Muy buena / Oso ona;38
11/08/2017;24:00;4;32;Muy buena / Oso ona;39
11/08/2017;23:00;5;31;Muy buena / Oso ona;38
11/08/2017;22:00;6;40;Muy buena / Oso ona;49
11/08/2017;21:00;7;37;Muy buena / Oso ona;47
11/08/2017;20:00;6;10;Muy buena / Oso ona;18
11/08/2017;19:00;4;9;Muy buena / Oso ona;16
11/08/2017;18:00;5;10;Muy buena / Oso ona;17
11/08/2017;17:00;4;8;Muy buena / Oso ona;13
11/08/2017;16:00;5;8;Muy buena / Oso ona;15
11/08/2017;15:00;4;5;Muy buena / Oso ona;11
11/08/2017;14:00;5;5;Muy buena / Oso ona;12
11/08/2017;13:00;5;6;Muy buena / Oso ona;13
11/08/2017;12:00;6;7;Muy buena / Oso ona;15
11/08/2017;11:00;6;9;Muy buena / Oso ona;18
11/08/2017;10:00;7;12;Muy buena / Oso ona;23
11/08/2017;09:00;25;37;Muy buena / Oso ona;75
11/08/2017;08:00;39;43;Muy buena / Oso ona;103
11/08/2017;07:00;57;48;Muy buena / Oso ona;134
11/08/2017;06:00;35;46;Muy buena / Oso ona;100
11/08/2017;05:00;20;42;Muy buena / Oso ona;73
11/08/2017;04:00;5;34;Muy buena / Oso ona;41
11/08/2017;03:00;5;31;Muy buena / Oso ona;39
11/08/2017;02:00;4;16;Muy buena / Oso ona;23
11/08/2017;01:00;4;10;Muy buena / Oso ona;17
10/08/2017;24:00;4;8;Muy buena / Oso ona;15
10/08/2017;23:00;6;10;Muy buena / Oso ona;19
10/08/2017;22:00;6;15;Muy buena / Oso ona;24
10/08/2017;21:00;6;19;Muy buena / Oso ona;29
10/08/2017;20:00;6;15;Muy buena / Oso ona;24
10/08/2017;19:00;6;10;Muy buena / Oso ona;18
10/08/2017;18:00;6;10;Muy buena / Oso ona;18
10/08/2017;17:00;6;10;Muy buena / Oso ona;19
10/08/2017;16:00;5;9;Muy buena / Oso ona;17
10/08/2017;15:00;6;10;Muy buena / Oso ona;18
10/08/2017;14:00;6;11;Muy buena / Oso ona;21
10/08/2017;13:00;7;14;Muy buena / Oso ona;25
10/08/2017;12:00;7;21;Muy buena / Oso ona;32
10/08/2017;11:00;7;16;Muy buena / Oso ona;27
10/08/2017;10:00;7;21;Muy buena / Oso ona;32
10/08/2017;09:00;7;23;Muy buena / Oso ona;34
10/08/2017;08:00;7;26;Muy buena / Oso ona;37
10/08/2017;07:00;6;28;Muy buena / Oso ona;37
10/08/2017;06:00;4;19;Muy buena / Oso ona;26
10/08/2017;05:00;4;14;Muy buena / Oso ona;20
10/08/2017;04:00;3;12;Muy buena / Oso ona;17
10/08/2017;03:00;3;11;Muy buena / Oso ona;16
10/08/2017;02:00;4;11;Muy buena / Oso ona;17
10/08/2017;01:00;4;10;Muy buena / Oso ona;16
09/08/2017;24:00;4;10;Muy buena / Oso ona;16
09/08/2017;23:00;4;12;Muy buena / Oso ona;19
09/08/2017;22:00;6;14;Muy buena / Oso ona;23
09/08/2017;21:00;6;12;Muy buena / Oso ona;21
09/08/2017;20:00;5;11;Muy buena / Oso ona;19
09/08/2017;19:00;6;11;Muy buena / Oso ona;20
09/08/2017;18:00;5;10;Muy buena / Oso ona;18
09/08/2017;17:00;5;11;Muy buena / Oso ona;19
09/08/2017;16:00;5;8;Muy buena / Oso ona;15
09/08/2017;15:00;5;8;Muy buena / Oso ona;16
09/08/2017;14:00;6;8;Muy buena / Oso ona;17
09/08/2017;13:00;6;10;Muy buena / Oso ona;19
09/08/2017;12:00;6;9;Muy buena / Oso ona;17
09/08/2017;11:00;9;16;Muy buena / Oso ona;30
09/08/2017;10:00;7;17;Muy buena / Oso ona;28
09/08/2017;09:00;10;22;Muy buena / Oso ona;37
09/08/2017;08:00;10;30;Muy buena / Oso ona;46
09/08/2017;07:00;6;21;Muy buena / Oso ona;30
09/08/2017;06:00;12;17;Muy buena / Oso ona;34
09/08/2017;05:00;6;21;Muy buena / Oso ona;30
09/08/2017;04:00;5;25;Muy buena / Oso ona;33
09/08/2017;03:00;5;23;Muy buena / Oso ona;31
09/08/2017;02:00;5;15;Muy buena / Oso ona;23
09/08/2017;01:00;5;16;Muy buena / Oso ona;24
08/08/2017;24:00;5;19;Muy buena / Oso ona;27
08/08/2017;23:00;5;19;Muy buena / Oso ona;27
08/08/2017;22:00;8;18;Muy buena / Oso ona;30
08/08/2017;21:00;6;19;Muy buena / Oso ona;29
08/08/2017;20:00;6;21;Muy buena / Oso ona;30
08/08/2017;19:00;6;16;Muy buena / Oso ona;25
08/08/2017;18:00;6;11;Muy buena / Oso ona;21
08/08/2017;17:00;7;12;Muy buena / Oso ona;22
08/08/2017;16:00;6;14;Muy buena / Oso ona;24
08/08/2017;15:00;7;14;Muy buena / Oso ona;25
08/08/2017;14:00;7;15;Muy buena / Oso ona;25
08/08/2017;13:00;;;Sin datos / Daturik gabe;
08/08/2017;12:00;10;18;Muy buena / Oso ona;33
08/08/2017;11:00;6;13;Muy buena / Oso ona;22
08/08/2017;10:00;9;19;Muy buena / Oso ona;33
08/08/2017;09:00;10;23;Muy buena / Oso ona;39
08/08/2017;08:00;8;22;Muy buena / Oso ona;35
08/08/2017;07:00;8;33;Muy buena / Oso ona;45
08/08/2017;06:00;6;29;Muy buena / Oso ona;38
08/08/2017;05:00;5;13;Muy buena / Oso ona;20
