Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
17/09/2017;06:00;9;32;Muy buena / Oso ona;45
17/09/2017;05:00;8;35;Muy buena / Oso ona;47
17/09/2017;04:00;9;28;Muy buena / Oso ona;41
17/09/2017;03:00;9;22;Muy buena / Oso ona;36
17/09/2017;02:00;5;15;Muy buena / Oso ona;22
17/09/2017;01:00;6;18;Muy buena / Oso ona;27
16/09/2017;24:00;7;18;Muy buena / Oso ona;30
16/09/2017;23:00;6;21;Muy buena / Oso ona;30
16/09/2017;22:00;5;21;Muy buena / Oso ona;29
16/09/2017;21:00;6;29;Muy buena / Oso ona;38
16/09/2017;20:00;9;45;Muy buena / Oso ona;58
16/09/2017;19:00;8;42;Muy buena / Oso ona;54
16/09/2017;18:00;8;21;Muy buena / Oso ona;32
16/09/2017;17:00;9;21;Muy buena / Oso ona;34
16/09/2017;16:00;8;11;Muy buena / Oso ona;23
16/09/2017;15:00;8;14;Muy buena / Oso ona;27
16/09/2017;14:00;9;17;Muy buena / Oso ona;30
16/09/2017;13:00;8;18;Muy buena / Oso ona;30
16/09/2017;12:00;9;13;Muy buena / Oso ona;26
16/09/2017;11:00;9;18;Muy buena / Oso ona;31
16/09/2017;10:00;10;19;Muy buena / Oso ona;35
16/09/2017;09:00;9;16;Muy buena / Oso ona;30
16/09/2017;08:00;7;17;Muy buena / Oso ona;27
16/09/2017;07:00;8;34;Muy buena / Oso ona;46
16/09/2017;06:00;7;32;Muy buena / Oso ona;44
16/09/2017;05:00;9;26;Muy buena / Oso ona;40
16/09/2017;04:00;6;24;Muy buena / Oso ona;33
16/09/2017;03:00;5;17;Muy buena / Oso ona;25
16/09/2017;02:00;7;28;Muy buena / Oso ona;39
16/09/2017;01:00;6;30;Muy buena / Oso ona;40
15/09/2017;24:00;6;32;Muy buena / Oso ona;42
15/09/2017;23:00;7;34;Muy buena / Oso ona;44
15/09/2017;22:00;7;37;Muy buena / Oso ona;49
15/09/2017;21:00;7;40;Muy buena / Oso ona;52
15/09/2017;20:00;6;30;Muy buena / Oso ona;40
15/09/2017;19:00;9;30;Muy buena / Oso ona;43
15/09/2017;18:00;10;26;Muy buena / Oso ona;41
15/09/2017;17:00;10;22;Muy buena / Oso ona;38
15/09/2017;16:00;12;21;Muy buena / Oso ona;40
15/09/2017;15:00;10;19;Muy buena / Oso ona;35
15/09/2017;14:00;14;28;Muy buena / Oso ona;49
15/09/2017;13:00;11;18;Muy buena / Oso ona;34
15/09/2017;12:00;11;17;Muy buena / Oso ona;34
15/09/2017;11:00;17;31;Muy buena / Oso ona;58
15/09/2017;10:00;14;25;Muy buena / Oso ona;46
15/09/2017;09:00;33;44;Muy buena / Oso ona;94
15/09/2017;08:00;55;47;Muy buena / Oso ona;131
15/09/2017;07:00;60;50;Muy buena / Oso ona;141
15/09/2017;06:00;39;44;Muy buena / Oso ona;105
15/09/2017;05:00;13;34;Muy buena / Oso ona;55
15/09/2017;04:00;6;21;Muy buena / Oso ona;31
15/09/2017;03:00;8;22;Muy buena / Oso ona;35
15/09/2017;02:00;6;24;Muy buena / Oso ona;34
15/09/2017;01:00;5;20;Muy buena / Oso ona;28
14/09/2017;24:00;5;19;Muy buena / Oso ona;26
14/09/2017;23:00;12;49;Muy buena / Oso ona;66
14/09/2017;22:00;10;47;Muy buena / Oso ona;63
14/09/2017;21:00;9;46;Muy buena / Oso ona;61
14/09/2017;20:00;11;54;Muy buena / Oso ona;70
14/09/2017;19:00;10;27;Muy buena / Oso ona;42
14/09/2017;18:00;9;16;Muy buena / Oso ona;30
14/09/2017;17:00;7;11;Muy buena / Oso ona;21
14/09/2017;16:00;7;10;Muy buena / Oso ona;20
14/09/2017;15:00;9;11;Muy buena / Oso ona;25
14/09/2017;14:00;8;10;Muy buena / Oso ona;22
14/09/2017;13:00;9;11;Muy buena / Oso ona;25
14/09/2017;12:00;9;13;Muy buena / Oso ona;26
14/09/2017;11:00;12;20;Muy buena / Oso ona;39
14/09/2017;10:00;14;37;Muy buena / Oso ona;59
14/09/2017;09:00;12;26;Muy buena / Oso ona;44
14/09/2017;08:00;9;22;Muy buena / Oso ona;35
14/09/2017;07:00;6;13;Muy buena / Oso ona;23
14/09/2017;06:00;7;10;Muy buena / Oso ona;21
14/09/2017;05:00;12;25;Muy buena / Oso ona;43
14/09/2017;04:00;8;24;Muy buena / Oso ona;37
14/09/2017;03:00;7;25;Muy buena / Oso ona;35
14/09/2017;02:00;6;26;Muy buena / Oso ona;36
14/09/2017;01:00;7;33;Muy buena / Oso ona;44
13/09/2017;24:00;7;32;Muy buena / Oso ona;44
13/09/2017;23:00;10;41;Muy buena / Oso ona;55
13/09/2017;22:00;11;40;Muy buena / Oso ona;57
13/09/2017;21:00;7;35;Muy buena / Oso ona;46
13/09/2017;20:00;;;Sin datos / Daturik gabe;
13/09/2017;19:00;8;27;Muy buena / Oso ona;39
13/09/2017;18:00;9;23;Muy buena / Oso ona;37
13/09/2017;17:00;9;20;Muy buena / Oso ona;34
13/09/2017;16:00;8;12;Muy buena / Oso ona;24
13/09/2017;15:00;9;14;Muy buena / Oso ona;27
13/09/2017;14:00;9;13;Muy buena / Oso ona;28
13/09/2017;13:00;10;13;Muy buena / Oso ona;28
13/09/2017;12:00;12;16;Muy buena / Oso ona;35
13/09/2017;11:00;20;27;Muy buena / Oso ona;59
13/09/2017;10:00;39;36;Muy buena / Oso ona;95
13/09/2017;09:00;54;37;Muy buena / Oso ona;121
13/09/2017;08:00;62;37;Muy buena / Oso ona;132
13/09/2017;07:00;62;37;Muy buena / Oso ona;131
13/09/2017;06:00;41;34;Muy buena / Oso ona;97
13/09/2017;05:00;19;31;Muy buena / Oso ona;61
13/09/2017;04:00;;;Sin datos / Daturik gabe;
13/09/2017;03:00;31;32;Muy buena / Oso ona;79
13/09/2017;02:00;12;32;Muy buena / Oso ona;50
13/09/2017;01:00;7;24;Muy buena / Oso ona;35
12/09/2017;24:00;13;39;Muy buena / Oso ona;59
12/09/2017;23:00;14;41;Muy buena / Oso ona;63
12/09/2017;22:00;20;49;Muy buena / Oso ona;79
12/09/2017;21:00;25;55;Muy buena / Oso ona;94
12/09/2017;20:00;17;59;Muy buena / Oso ona;85
12/09/2017;19:00;7;31;Muy buena / Oso ona;42
12/09/2017;18:00;8;28;Muy buena / Oso ona;41
12/09/2017;17:00;9;22;Muy buena / Oso ona;36
12/09/2017;16:00;9;15;Muy buena / Oso ona;29
12/09/2017;15:00;8;12;Muy buena / Oso ona;25
12/09/2017;14:00;9;14;Muy buena / Oso ona;28
12/09/2017;13:00;13;20;Muy buena / Oso ona;40
12/09/2017;12:00;12;18;Muy buena / Oso ona;36
12/09/2017;11:00;11;18;Muy buena / Oso ona;33
12/09/2017;10:00;12;24;Muy buena / Oso ona;42
12/09/2017;09:00;13;28;Muy buena / Oso ona;47
12/09/2017;08:00;10;33;Muy buena / Oso ona;47
12/09/2017;07:00;10;44;Muy buena / Oso ona;59
12/09/2017;06:00;8;31;Muy buena / Oso ona;43
12/09/2017;05:00;5;22;Muy buena / Oso ona;30
12/09/2017;04:00;5;11;Muy buena / Oso ona;18
12/09/2017;03:00;5;8;Muy buena / Oso ona;15
12/09/2017;02:00;5;6;Muy buena / Oso ona;14
12/09/2017;01:00;5;6;Muy buena / Oso ona;14
11/09/2017;24:00;5;6;Muy buena / Oso ona;14
11/09/2017;23:00;7;8;Muy buena / Oso ona;18
11/09/2017;22:00;6;9;Muy buena / Oso ona;19
11/09/2017;21:00;8;12;Muy buena / Oso ona;23
11/09/2017;20:00;8;16;Muy buena / Oso ona;28
11/09/2017;19:00;9;18;Muy buena / Oso ona;31
11/09/2017;18:00;8;10;Muy buena / Oso ona;22
11/09/2017;17:00;8;10;Muy buena / Oso ona;23
11/09/2017;16:00;9;14;Muy buena / Oso ona;28
11/09/2017;15:00;9;9;Muy buena / Oso ona;22
11/09/2017;14:00;9;12;Muy buena / Oso ona;26
11/09/2017;13:00;10;13;Muy buena / Oso ona;29
11/09/2017;12:00;13;20;Muy buena / Oso ona;41
11/09/2017;11:00;13;22;Muy buena / Oso ona;41
11/09/2017;10:00;13;22;Muy buena / Oso ona;43
11/09/2017;09:00;14;21;Muy buena / Oso ona;44
11/09/2017;08:00;12;25;Muy buena / Oso ona;42
11/09/2017;07:00;10;27;Muy buena / Oso ona;42
11/09/2017;06:00;8;16;Muy buena / Oso ona;28
11/09/2017;05:00;7;7;Muy buena / Oso ona;17
11/09/2017;04:00;6;10;Muy buena / Oso ona;20
11/09/2017;03:00;7;23;Muy buena / Oso ona;33
11/09/2017;02:00;8;30;Muy buena / Oso ona;41
11/09/2017;01:00;7;30;Muy buena / Oso ona;40
10/09/2017;24:00;7;25;Muy buena / Oso ona;36
10/09/2017;23:00;7;29;Muy buena / Oso ona;39
10/09/2017;22:00;8;32;Muy buena / Oso ona;45
10/09/2017;21:00;8;30;Muy buena / Oso ona;41
10/09/2017;20:00;7;21;Muy buena / Oso ona;32
10/09/2017;19:00;7;15;Muy buena / Oso ona;26
10/09/2017;18:00;8;21;Muy buena / Oso ona;33
10/09/2017;17:00;7;13;Muy buena / Oso ona;24
10/09/2017;16:00;7;15;Muy buena / Oso ona;26
10/09/2017;15:00;8;14;Muy buena / Oso ona;25
10/09/2017;14:00;7;9;Muy buena / Oso ona;19
10/09/2017;13:00;8;9;Muy buena / Oso ona;20
10/09/2017;12:00;8;13;Muy buena / Oso ona;25
10/09/2017;11:00;8;11;Muy buena / Oso ona;24
10/09/2017;10:00;9;11;Muy buena / Oso ona;24
10/09/2017;09:00;7;10;Muy buena / Oso ona;21
10/09/2017;08:00;7;13;Muy buena / Oso ona;24
10/09/2017;07:00;8;13;Muy buena / Oso ona;25
10/09/2017;06:00;5;11;Muy buena / Oso ona;19
10/09/2017;05:00;5;12;Muy buena / Oso ona;19
10/09/2017;04:00;5;9;Muy buena / Oso ona;18
10/09/2017;03:00;6;9;Muy buena / Oso ona;19
10/09/2017;02:00;7;7;Muy buena / Oso ona;18
10/09/2017;01:00;7;8;Muy buena / Oso ona;18
09/09/2017;24:00;5;13;Muy buena / Oso ona;21
09/09/2017;23:00;5;11;Muy buena / Oso ona;18
09/09/2017;22:00;5;10;Muy buena / Oso ona;17
09/09/2017;21:00;6;16;Muy buena / Oso ona;26
09/09/2017;20:00;7;17;Muy buena / Oso ona;28
09/09/2017;19:00;7;14;Muy buena / Oso ona;24
09/09/2017;18:00;8;18;Muy buena / Oso ona;29
09/09/2017;17:00;8;9;Muy buena / Oso ona;21
09/09/2017;16:00;8;9;Muy buena / Oso ona;21
09/09/2017;15:00;8;8;Muy buena / Oso ona;20
09/09/2017;14:00;8;12;Muy buena / Oso ona;25
09/09/2017;13:00;8;9;Muy buena / Oso ona;20
09/09/2017;12:00;8;10;Muy buena / Oso ona;22
09/09/2017;11:00;9;10;Muy buena / Oso ona;23
09/09/2017;10:00;9;10;Muy buena / Oso ona;23
09/09/2017;09:00;8;8;Muy buena / Oso ona;20
09/09/2017;08:00;7;14;Muy buena / Oso ona;26
09/09/2017;07:00;7;15;Muy buena / Oso ona;25
09/09/2017;06:00;7;12;Muy buena / Oso ona;23
09/09/2017;05:00;7;9;Muy buena / Oso ona;20
09/09/2017;04:00;7;5;Muy buena / Oso ona;15
09/09/2017;03:00;6;4;Muy buena / Oso ona;14
09/09/2017;02:00;6;7;Muy buena / Oso ona;17
09/09/2017;01:00;7;10;Muy buena / Oso ona;20
08/09/2017;24:00;7;12;Muy buena / Oso ona;22
08/09/2017;23:00;7;13;Muy buena / Oso ona;23
08/09/2017;22:00;8;17;Muy buena / Oso ona;29
08/09/2017;21:00;9;23;Muy buena / Oso ona;37
08/09/2017;20:00;7;13;Muy buena / Oso ona;23
08/09/2017;19:00;7;15;Muy buena / Oso ona;26
08/09/2017;18:00;7;15;Muy buena / Oso ona;27
08/09/2017;17:00;7;13;Muy buena / Oso ona;23
08/09/2017;16:00;7;14;Muy buena / Oso ona;24
08/09/2017;15:00;7;11;Muy buena / Oso ona;21
08/09/2017;14:00;7;12;Muy buena / Oso ona;23
08/09/2017;13:00;10;18;Muy buena / Oso ona;34
08/09/2017;12:00;12;20;Muy buena / Oso ona;38
08/09/2017;11:00;16;23;Muy buena / Oso ona;47
08/09/2017;10:00;24;33;Muy buena / Oso ona;69
08/09/2017;09:00;37;39;Muy buena / Oso ona;96
08/09/2017;08:00;53;44;Muy buena / Oso ona;125
08/09/2017;07:00;44;44;Muy buena / Oso ona;111
08/09/2017;06:00;23;41;Muy buena / Oso ona;76
08/09/2017;05:00;10;34;Muy buena / Oso ona;49
08/09/2017;04:00;8;25;Muy buena / Oso ona;37
08/09/2017;03:00;7;21;Muy buena / Oso ona;32
08/09/2017;02:00;7;18;Muy buena / Oso ona;29
08/09/2017;01:00;7;17;Muy buena / Oso ona;28
07/09/2017;24:00;7;22;Muy buena / Oso ona;33
07/09/2017;23:00;7;21;Muy buena / Oso ona;32
07/09/2017;22:00;9;38;Muy buena / Oso ona;52
07/09/2017;21:00;10;46;Muy buena / Oso ona;61
07/09/2017;20:00;8;24;Muy buena / Oso ona;36
07/09/2017;19:00;7;17;Muy buena / Oso ona;28
07/09/2017;18:00;8;12;Muy buena / Oso ona;25
07/09/2017;17:00;9;16;Muy buena / Oso ona;30
07/09/2017;16:00;9;21;Muy buena / Oso ona;35
07/09/2017;15:00;10;21;Muy buena / Oso ona;37
07/09/2017;14:00;8;10;Muy buena / Oso ona;23
07/09/2017;13:00;11;17;Muy buena / Oso ona;33
07/09/2017;12:00;12;23;Muy buena / Oso ona;41
07/09/2017;11:00;12;17;Muy buena / Oso ona;35
07/09/2017;10:00;27;39;Muy buena / Oso ona;80
07/09/2017;09:00;36;46;Muy buena / Oso ona;101
07/09/2017;08:00;56;46;Muy buena / Oso ona;131
07/09/2017;07:00;;;Sin datos / Daturik gabe;
07/09/2017;06:00;43;42;Muy buena / Oso ona;108
07/09/2017;05:00;16;35;Muy buena / Oso ona;59
07/09/2017;04:00;6;22;Muy buena / Oso ona;31
07/09/2017;03:00;6;20;Muy buena / Oso ona;28
07/09/2017;02:00;5;13;Muy buena / Oso ona;22
07/09/2017;01:00;6;16;Muy buena / Oso ona;25
06/09/2017;24:00;6;22;Muy buena / Oso ona;31
06/09/2017;23:00;6;30;Muy buena / Oso ona;40
06/09/2017;22:00;6;22;Muy buena / Oso ona;32
06/09/2017;21:00;7;20;Muy buena / Oso ona;31
06/09/2017;20:00;6;24;Muy buena / Oso ona;33
06/09/2017;19:00;7;21;Muy buena / Oso ona;32
06/09/2017;18:00;8;22;Muy buena / Oso ona;34
06/09/2017;17:00;8;15;Muy buena / Oso ona;26
06/09/2017;16:00;6;10;Muy buena / Oso ona;20
06/09/2017;15:00;6;7;Muy buena / Oso ona;16
06/09/2017;14:00;6;8;Muy buena / Oso ona;17
06/09/2017;13:00;8;9;Muy buena / Oso ona;21
06/09/2017;12:00;11;26;Muy buena / Oso ona;43
06/09/2017;11:00;9;27;Muy buena / Oso ona;41
06/09/2017;10:00;8;24;Muy buena / Oso ona;36
06/09/2017;09:00;11;29;Muy buena / Oso ona;46
06/09/2017;08:00;10;38;Muy buena / Oso ona;53
06/09/2017;07:00;7;23;Muy buena / Oso ona;35
06/09/2017;06:00;7;15;Muy buena / Oso ona;25
06/09/2017;05:00;6;18;Muy buena / Oso ona;27
06/09/2017;04:00;6;14;Muy buena / Oso ona;22
06/09/2017;03:00;6;11;Muy buena / Oso ona;20
06/09/2017;02:00;6;16;Muy buena / Oso ona;25
06/09/2017;01:00;6;16;Muy buena / Oso ona;25
05/09/2017;24:00;5;13;Muy buena / Oso ona;22
05/09/2017;23:00;5;11;Muy buena / Oso ona;18
05/09/2017;22:00;6;11;Muy buena / Oso ona;20
05/09/2017;21:00;7;16;Muy buena / Oso ona;26
05/09/2017;20:00;6;12;Muy buena / Oso ona;21
05/09/2017;19:00;6;18;Muy buena / Oso ona;28
05/09/2017;18:00;7;20;Muy buena / Oso ona;31
05/09/2017;17:00;17;40;Muy buena / Oso ona;66
05/09/2017;16:00;11;30;Muy buena / Oso ona;47
05/09/2017;15:00;10;25;Muy buena / Oso ona;39
05/09/2017;14:00;9;25;Muy buena / Oso ona;39
05/09/2017;13:00;9;22;Muy buena / Oso ona;36
05/09/2017;12:00;14;27;Muy buena / Oso ona;49
05/09/2017;11:00;21;30;Muy buena / Oso ona;62
05/09/2017;10:00;19;25;Muy buena / Oso ona;54
05/09/2017;09:00;47;34;Muy buena / Oso ona;106
05/09/2017;08:00;66;36;Muy buena / Oso ona;138
05/09/2017;07:00;65;34;Muy buena / Oso ona;134
05/09/2017;06:00;50;29;Muy buena / Oso ona;105
05/09/2017;05:00;35;25;Muy buena / Oso ona;80
05/09/2017;04:00;25;24;Muy buena / Oso ona;62
05/09/2017;03:00;17;25;Muy buena / Oso ona;50
05/09/2017;02:00;13;27;Muy buena / Oso ona;47
05/09/2017;01:00;16;31;Muy buena / Oso ona;56
04/09/2017;24:00;18;35;Muy buena / Oso ona;63
04/09/2017;23:00;26;42;Muy buena / Oso ona;81
04/09/2017;22:00;23;46;Muy buena / Oso ona;82
04/09/2017;21:00;13;32;Muy buena / Oso ona;52
04/09/2017;20:00;6;13;Muy buena / Oso ona;23
04/09/2017;19:00;10;25;Muy buena / Oso ona;40
04/09/2017;18:00;8;16;Muy buena / Oso ona;28
04/09/2017;17:00;9;18;Muy buena / Oso ona;31
04/09/2017;16:00;13;24;Muy buena / Oso ona;43
04/09/2017;15:00;12;23;Muy buena / Oso ona;41
04/09/2017;14:00;13;20;Muy buena / Oso ona;40
04/09/2017;13:00;13;19;Muy buena / Oso ona;39
04/09/2017;12:00;15;25;Muy buena / Oso ona;48
04/09/2017;11:00;17;27;Muy buena / Oso ona;53
04/09/2017;10:00;41;36;Muy buena / Oso ona;99
04/09/2017;09:00;74;39;Muy buena / Oso ona;153
04/09/2017;08:00;92;41;Muy buena / Oso ona;182
04/09/2017;07:00;84;43;Muy buena / Oso ona;171
04/09/2017;06:00;45;35;Muy buena / Oso ona;103
04/09/2017;05:00;23;30;Muy buena / Oso ona;65
04/09/2017;04:00;10;29;Muy buena / Oso ona;44
04/09/2017;03:00;7;23;Muy buena / Oso ona;33
04/09/2017;02:00;8;28;Muy buena / Oso ona;40
04/09/2017;01:00;8;27;Muy buena / Oso ona;39
03/09/2017;24:00;8;20;Muy buena / Oso ona;31
03/09/2017;23:00;7;34;Muy buena / Oso ona;44
03/09/2017;22:00;7;41;Muy buena / Oso ona;52
03/09/2017;21:00;7;35;Muy buena / Oso ona;46
03/09/2017;20:00;6;23;Muy buena / Oso ona;33
03/09/2017;19:00;6;28;Muy buena / Oso ona;38
03/09/2017;18:00;9;35;Muy buena / Oso ona;48
03/09/2017;17:00;11;32;Muy buena / Oso ona;50
03/09/2017;16:00;9;18;Muy buena / Oso ona;31
03/09/2017;15:00;8;18;Muy buena / Oso ona;30
03/09/2017;14:00;8;14;Muy buena / Oso ona;26
03/09/2017;13:00;8;18;Muy buena / Oso ona;30
03/09/2017;12:00;10;22;Muy buena / Oso ona;37
03/09/2017;11:00;11;19;Muy buena / Oso ona;34
03/09/2017;10:00;16;24;Muy buena / Oso ona;48
03/09/2017;09:00;20;27;Muy buena / Oso ona;57
03/09/2017;08:00;19;30;Muy buena / Oso ona;59
03/09/2017;07:00;12;32;Muy buena / Oso ona;50
03/09/2017;06:00;11;34;Muy buena / Oso ona;50
03/09/2017;05:00;9;31;Muy buena / Oso ona;45
03/09/2017;04:00;7;25;Muy buena / Oso ona;36
03/09/2017;03:00;8;29;Muy buena / Oso ona;41
03/09/2017;02:00;6;27;Muy buena / Oso ona;37
03/09/2017;01:00;7;30;Muy buena / Oso ona;41
02/09/2017;24:00;8;37;Muy buena / Oso ona;49
02/09/2017;23:00;8;42;Muy buena / Oso ona;55
02/09/2017;22:00;7;32;Muy buena / Oso ona;42
02/09/2017;21:00;8;26;Muy buena / Oso ona;37
02/09/2017;20:00;9;24;Muy buena / Oso ona;38
02/09/2017;19:00;8;10;Muy buena / Oso ona;23
02/09/2017;18:00;8;9;Muy buena / Oso ona;21
02/09/2017;17:00;7;6;Muy buena / Oso ona;17
02/09/2017;16:00;8;6;Muy buena / Oso ona;18
02/09/2017;15:00;8;7;Muy buena / Oso ona;19
02/09/2017;14:00;6;7;Muy buena / Oso ona;16
02/09/2017;13:00;6;8;Muy buena / Oso ona;18
02/09/2017;12:00;8;11;Muy buena / Oso ona;22
02/09/2017;11:00;7;11;Muy buena / Oso ona;22
02/09/2017;10:00;8;11;Muy buena / Oso ona;23
02/09/2017;09:00;16;25;Muy buena / Oso ona;49
02/09/2017;08:00;16;26;Muy buena / Oso ona;50
02/09/2017;07:00;18;36;Muy buena / Oso ona;63
02/09/2017;06:00;9;35;Muy buena / Oso ona;49
02/09/2017;05:00;7;28;Muy buena / Oso ona;38
02/09/2017;04:00;6;22;Muy buena / Oso ona;31
02/09/2017;03:00;5;16;Muy buena / Oso ona;25
02/09/2017;02:00;5;13;Muy buena / Oso ona;21
02/09/2017;01:00;5;13;Muy buena / Oso ona;21
01/09/2017;24:00;5;10;Muy buena / Oso ona;18
01/09/2017;23:00;6;11;Muy buena / Oso ona;20
01/09/2017;22:00;9;19;Muy buena / Oso ona;33
01/09/2017;21:00;7;21;Muy buena / Oso ona;31
01/09/2017;20:00;8;17;Muy buena / Oso ona;30
01/09/2017;19:00;6;9;Muy buena / Oso ona;19
01/09/2017;18:00;7;10;Muy buena / Oso ona;21
01/09/2017;17:00;8;17;Muy buena / Oso ona;29
01/09/2017;16:00;8;15;Muy buena / Oso ona;26
01/09/2017;15:00;10;13;Muy buena / Oso ona;28
01/09/2017;14:00;9;16;Muy buena / Oso ona;30
01/09/2017;13:00;8;15;Muy buena / Oso ona;27
01/09/2017;12:00;8;12;Muy buena / Oso ona;24
01/09/2017;11:00;9;14;Muy buena / Oso ona;27
01/09/2017;10:00;9;12;Muy buena / Oso ona;25
01/09/2017;09:00;13;20;Muy buena / Oso ona;40
01/09/2017;08:00;16;27;Muy buena / Oso ona;52
01/09/2017;07:00;66;44;Muy buena / Oso ona;146
01/09/2017;06:00;29;44;Muy buena / Oso ona;88
01/09/2017;05:00;11;35;Muy buena / Oso ona;51
01/09/2017;04:00;8;27;Muy buena / Oso ona;38
01/09/2017;03:00;7;27;Muy buena / Oso ona;38
01/09/2017;02:00;6;23;Muy buena / Oso ona;33
01/09/2017;01:00;7;32;Muy buena / Oso ona;43
31/08/2017;24:00;8;39;Muy buena / Oso ona;51
31/08/2017;23:00;7;39;Muy buena / Oso ona;50
31/08/2017;22:00;9;50;Muy buena / Oso ona;65
31/08/2017;21:00;8;35;Muy buena / Oso ona;46
31/08/2017;20:00;6;18;Muy buena / Oso ona;27
31/08/2017;19:00;7;18;Muy buena / Oso ona;28
31/08/2017;18:00;7;13;Muy buena / Oso ona;23
31/08/2017;17:00;6;12;Muy buena / Oso ona;22
31/08/2017;16:00;9;14;Muy buena / Oso ona;27
31/08/2017;15:00;7;12;Muy buena / Oso ona;23
31/08/2017;14:00;7;11;Muy buena / Oso ona;23
31/08/2017;13:00;10;19;Muy buena / Oso ona;34
31/08/2017;12:00;12;31;Muy buena / Oso ona;50
31/08/2017;11:00;11;32;Muy buena / Oso ona;48
31/08/2017;10:00;15;33;Muy buena / Oso ona;56
31/08/2017;09:00;25;39;Muy buena / Oso ona;77
31/08/2017;08:00;23;41;Muy buena / Oso ona;77
31/08/2017;07:00;18;55;Muy buena / Oso ona;82
31/08/2017;06:00;9;40;Muy buena / Oso ona;53
31/08/2017;05:00;6;23;Muy buena / Oso ona;32
31/08/2017;04:00;5;16;Muy buena / Oso ona;24
31/08/2017;03:00;5;13;Muy buena / Oso ona;21
31/08/2017;02:00;5;14;Muy buena / Oso ona;22
31/08/2017;01:00;5;12;Muy buena / Oso ona;20
30/08/2017;24:00;5;7;Muy buena / Oso ona;14
30/08/2017;23:00;5;9;Muy buena / Oso ona;17
30/08/2017;22:00;7;13;Muy buena / Oso ona;24
30/08/2017;21:00;6;20;Muy buena / Oso ona;29
30/08/2017;20:00;6;16;Muy buena / Oso ona;26
30/08/2017;19:00;6;17;Muy buena / Oso ona;27
30/08/2017;18:00;7;24;Muy buena / Oso ona;34
30/08/2017;17:00;7;21;Muy buena / Oso ona;32
30/08/2017;16:00;7;15;Muy buena / Oso ona;25
30/08/2017;15:00;6;15;Muy buena / Oso ona;24
30/08/2017;14:00;5;11;Muy buena / Oso ona;19
30/08/2017;13:00;7;13;Muy buena / Oso ona;23
30/08/2017;12:00;9;18;Muy buena / Oso ona;32
30/08/2017;11:00;10;25;Muy buena / Oso ona;41
30/08/2017;10:00;14;25;Muy buena / Oso ona;47
30/08/2017;09:00;28;36;Muy buena / Oso ona;78
30/08/2017;08:00;48;46;Muy buena / Oso ona;121
30/08/2017;07:00;35;46;Muy buena / Oso ona;100
30/08/2017;06:00;13;43;Muy buena / Oso ona;62
30/08/2017;05:00;9;37;Muy buena / Oso ona;52
30/08/2017;04:00;7;27;Muy buena / Oso ona;37
30/08/2017;03:00;6;29;Muy buena / Oso ona;39
30/08/2017;02:00;7;37;Muy buena / Oso ona;48
30/08/2017;01:00;7;31;Muy buena / Oso ona;40
29/08/2017;24:00;5;16;Muy buena / Oso ona;25
29/08/2017;23:00;6;25;Muy buena / Oso ona;34
29/08/2017;22:00;7;34;Muy buena / Oso ona;45
29/08/2017;21:00;7;36;Muy buena / Oso ona;47
29/08/2017;20:00;6;30;Muy buena / Oso ona;40
29/08/2017;19:00;6;28;Muy buena / Oso ona;37
29/08/2017;18:00;8;24;Muy buena / Oso ona;35
29/08/2017;17:00;7;16;Muy buena / Oso ona;27
29/08/2017;16:00;7;15;Muy buena / Oso ona;26
29/08/2017;15:00;8;14;Muy buena / Oso ona;27
29/08/2017;14:00;14;29;Muy buena / Oso ona;51
29/08/2017;13:00;27;44;Muy buena / Oso ona;84
29/08/2017;12:00;22;34;Muy buena / Oso ona;69
29/08/2017;11:00;25;38;Muy buena / Oso ona;75
29/08/2017;10:00;28;36;Muy buena / Oso ona;80
29/08/2017;09:00;33;37;Muy buena / Oso ona;88
29/08/2017;08:00;38;38;Muy buena / Oso ona;96
29/08/2017;07:00;35;43;Muy buena / Oso ona;96
29/08/2017;06:00;21;45;Muy buena / Oso ona;77
29/08/2017;05:00;9;37;Muy buena / Oso ona;50
29/08/2017;04:00;6;24;Muy buena / Oso ona;33
29/08/2017;03:00;7;22;Muy buena / Oso ona;33
29/08/2017;02:00;6;20;Muy buena / Oso ona;29
29/08/2017;01:00;5;17;Muy buena / Oso ona;25
28/08/2017;24:00;5;18;Muy buena / Oso ona;26
28/08/2017;23:00;6;12;Muy buena / Oso ona;22
28/08/2017;22:00;6;12;Muy buena / Oso ona;21
28/08/2017;21:00;7;25;Muy buena / Oso ona;36
28/08/2017;20:00;9;50;Muy buena / Oso ona;64
28/08/2017;19:00;6;21;Muy buena / Oso ona;30
28/08/2017;18:00;6;15;Muy buena / Oso ona;24
28/08/2017;17:00;6;20;Muy buena / Oso ona;29
28/08/2017;16:00;7;14;Muy buena / Oso ona;24
28/08/2017;15:00;11;28;Muy buena / Oso ona;45
28/08/2017;14:00;10;22;Muy buena / Oso ona;37
28/08/2017;13:00;26;35;Muy buena / Oso ona;75
28/08/2017;12:00;15;30;Muy buena / Oso ona;53
28/08/2017;11:00;16;31;Muy buena / Oso ona;56
28/08/2017;10:00;12;28;Muy buena / Oso ona;46
28/08/2017;09:00;38;49;Muy buena / Oso ona;108
28/08/2017;08:00;33;49;Muy buena / Oso ona;99
28/08/2017;07:00;23;48;Muy buena / Oso ona;83
28/08/2017;06:00;13;44;Muy buena / Oso ona;65
