OBJECTID	CENTRO	DIRECCION	CAPACIDAD	PROBLEMAS
382	"Edificio ""Sando"""	Av. Manoteras, 46	10	false
383	"IES ""Juan de la Cierva"""	Caoba, 1	10	false
384	"Metro ""Doce de Octubre"""	Glorieta Mßlaga	10	false
385	Anillo Verde	Glorieta Mßlaga	8	false
386	"Ermita ""San Isidro"""	Paseo 15 de Mayo	10	false
387	Real Fßbrica de Tapices	Fueterrabía, 2	10	false
388	"Colegio P·blico ""Los Rosales"""	Av. Los Rosales	10	false
389	SamarÝa	Samaría, 4	0	false
390	Instalaciones Deportivas	Luis Ruiz, 36	10	false
391	"Polideportivo ""San Blas"""	Av. Hellin, 59	10	false
392	Concentraci¾n oficinas	Virgen de la Paz, 24	10	false
393	"JMD ""Carabanchel"""	Plaza de Carabanchel, 1	10	false
394	"Polideportivo ""La Mina"""	Monse±or Oscar Romero	10	false
395	"Estadio ""Puerta Bonita"""	Vía Carpetana, 57	10	false
396	"Centro Deportivo ""Gallur"""	Vía Carpetana - Gallur	10	false
397	"Estaci¾n ""Aravaca"""	Golondrina - Rosas de Aravaca	10	false
398	"Estaci¾n ""Aravaca"""	Rosas de Aravaca	18	false
399	Bulevar Av. Galaxia	Av. Galaxia, 2	10	false
400	"CEIP ""Felipe II"""	Vía Límite, 12	10	false
401	"CEIP ""Fernßndez de MoratÝn"""	Av. Valladolid, 2	10	false
490	"Instalaciones Deportivas ""Boston"""	Boston	10	true
491	"CEIP ""Federico GarcÝa Lorca"""	Ribadavia, 20	10	false
492	"Colegio P·blico ""Jorge GuillÚn"""	Av. Ferrol, 47	10	false
493	"IES ""Cardenal Herrera Oria"""	Fermín Caballero, 69	10	false
494	"Colegio P·blico ""Luis de G¾ngora"""	Sarriß, 49	10	false
495	"Colegio P·blico ""Bravo Murillo"""	Fermín Cabelleros, 5	10	false
496	"Colegio ""La Salle-Sagrado Coraz¾n"""	Av. Cardenal Herrera Oria, 242	10	false
497	"Instalaciones Deportivas bßsica municipal ""La Cabrera"""	La Cabrera, Cßndido Mateos, 6 y Cesar Manrique	10	false
498	"CEIP ""Arroyofresno"""	Pico Balaitus, 24 B	10	false
499	"Instalaciones Deportivas bßsica municipal ""Isla de tabarca"""	Santiago de Compostela, 104 e Isla Tabarca	10	false
500	"Centro Cultural ""Rafael de Le¾n"""	Isla de Ons, 14	10	false
501	"Instalaciones Deportivas bßsica municipal ""Ram¾n de la Serna"" (C.F. Pe±agrande)"	Ramón Gómez de la Serna	10	false
502	CEIP ôAlhambraö	Ramón Gómez de la Serna, 103	10	false
503	"IES ""Dßmaso Alonso"""	Alfredo Marquerie, 21	10	false
504	"Instalaciones Deportivas ""Montecarmelo"""	Monasterio del Paular, 138	10	false
505	"Club de Paddel y Tenis ""Fuencarral"""	Monasterio del Paular y Monasterio de Silos	10	false
506	"Colegio ""Montealto"""	La Masó, 76	10	false
507	"Centro Cultural ""Alfredo Kraus"""	Senda del Infante, 9	10	true
508	"Instalaciones Deportivas bßsica municipal ""Mirador de la Reina"""	Mirador de la Reina y Cerro Minguete	10	false
509	"Estaci¾n ""El Barrial"""	Rafael Boti	10	false
510	"Polideportivo ""Fernando MartÝn"""	Santo Angel de la Guardia	10	false
511	"Polideportivo ""Ciudad de los Poetas"""	Antonio Machado, s/n	10	true
512	Rosaleda de Ram¾n OrtÝz	Rosaleda, 1	10	false
513	"Glorieta ""Maestro"""	Ruperto Chapi - Paseo Pintor Rosales	10	true
514	"Pista Polideportiva ""El Parque"""	Comandante Fortea, 25	10	true
515	"Polideportivo ""La Bombilla"""	Av. Valladolid	10	false
516	Lago Casa de Campo	Casa de Campo	8	false
517	"Colegio ""Sagrados Corazones"""	Romero Robledo, 15	10	false
518	"Centro Deportivo Municipal ""Francos RodrÝguez"""	Moreras - Federico Rubio y Gali	10	false
519	"Colegio ""Nuestra Se±ora del Buen Consejo"""	Justo Dorado, 11	10	true
625	"Centro Comercial ""Plenilunio"""	Aracne, 3 y Pirra	16	false
626	Junto a pistas deportivas	Euterpe, 3	10	true
627	Junto a pistas deportivas	Once, 7	10	true
628	VÝa ciclista	Av. Seis	10	false
629	"Polideportivo ""Fabißn Roncero"""	Av. Septima, 80	10	false
630	VÝa ciclista	Mequinenza, 24	10	false
631	"CEIP ""La Alameda"""	Las Musas, 9	10	false
632	"CEPA  ""Canillejas"""	Las Musas, 11	10	false
633	"Centro Juvenil ""Miguel de Cervantes"""	Fenelón, 4-C	6	false
634	"Colegio ""Julißn MarÝas"""	Budapest, 11	10	false
635	"Polideportivo ""Pepu Hernßndez"""	Av. Niza, s/n y Alpes	10	false
1033	"?rea descanso ""Anillo Verde""  Km 21,680"	Anillo Verde Ciclista	16	true
1034	"?rea descanso ""Anillo Verde""  Km 22,780"	Anillo Verde Ciclista	16	true
1035	"?rea descanso ""Anillo Verde""  Km 23,640"	Anillo Verde Ciclista	0	false
1036	"?rea descanso ""Anillo Verde""  Km 27,750"	Anillo Verde Ciclista	8	true
1037	"?rea descanso ""Anillo Verde""  Km 28,700"	Anillo Verde Ciclista	16	true
1039	"?rea descanso ""Anillo Verde""  Km 30,650"	Anillo Verde Ciclista	32	true
1040	"?rea descanso ""Anillo Verde""  Km 32,500"	Anillo Verde Ciclista	16	true
1041	"?rea descanso ""Anillo Verde""  Km 34,040"	Anillo Verde Ciclista	8	false
1042	"?rea descanso ""Anillo Verde""  Km 35,300"	Anillo Verde Ciclista	8	true
1043	"?rea descanso ""Anillo Verde""  Km 38,080"	Anillo Verde Ciclista	16	true
1044	"?rea descanso ""Anillo Verde""  Km 39,220"	Anillo Verde Ciclista	8	false
1045	"?rea descanso ""Anillo Verde""  Km 40,120"	Anillo Verde Ciclista	8	true
1046	"?rea descanso ""Anillo Verde""  Km 40,890"	Anillo Verde Ciclista	8	false
1047	"?rea descanso ""Anillo Verde""  Km 45,910"	Anillo Verde Ciclista	8	false
1048	"?rea descanso ""Anillo Verde""  Km 46,710"	Anillo Verde Ciclista	8	false
1049	"?rea descanso ""Anillo Verde""  Km 48,370"	Anillo Verde Ciclista	8	true
1050	"?rea descanso ""Anillo Verde""  Km 49,380"	Anillo Verde Ciclista	8	false
1051	"?rea descanso ""Anillo Verde""  Km 51,580"	Anillo Verde Ciclista	8	true
1052	"?rea descanso ""Anillo Verde"" Km 52,310"	Anillo Verde Ciclista	8	false
1053	"?rea descanso ""Anillo Verde"" Km 54,740"	Anillo Verde Ciclista	8	false
1054	"?rea descanso ""Anillo Verde"" Km 55,550"	Anillo Verde Ciclista	16	false
1055	"?rea descanso ""Anillo Verde"" Km 56,940"	Anillo Verde Ciclista	8	true
1056	"?rea descanso ""Anillo Verde"" Km 57,650"	Anillo Verde Ciclista	6	true
1057	"?rea descanso ""Anillo Verde"" Km 59,400"	Anillo Verde Ciclista	16	false
1058	"?rea descanso ""Anillo Verde"" Km 60,060"	Anillo Verde Ciclista	8	false
1059	"?rea descanso ""Anillo Verde"" Km 60,950"	Anillo Verde Ciclista	8	true
1060	"?rea descanso ""Anillo Verde"" Km 62,550"	Anillo Verde Ciclista	8	false
1061	"?rea descanso ""Anillo Verde"" Km 63,170"	Anillo Verde Ciclista	8	false
1062	"?rea descanso ""Anillo Verde"" Km 57,640"	Anillo Verde Ciclista	8	false
1063	"?rea descanso ""Anillo Verde""  Km 24,330"	Anillo Verde Ciclista	16	false
1064	"?rea descanso ""Anillo Verde""  Km 20,180"	Anillo Verde Ciclista	8	true
439	"Parque ""FÚlix RodrÝguez de la Fuente"""	Av. Ramon y Cajal	10	false
440	Pistas deportivas	Ramos Carrión	10	true
441	"Colegio ""Claret"""	Corazón de María, 1	10	false
442	"Colegio ""Juan Ram¾n JimÚnez"""	MarquÚs de Viana, 46-53	10	false
443	"Colegio ""San JosÚ"""	Marques de Viana, 41	10	false
444	"Parque ""AgustÝn RodrÝguez Sahag·n"""	Tramo P? Dirección	10	false
445	Villaamil	Villaamil	10	false
446	"Parque ""AgustÝn RodrÝguez Sahag·n"""	Tramo P? Dirección	10	false
447	Instalaci¾n deportiva elemental	Camino del Chorrillo	10	false
448	Capitßn Blanco Argibay	Capitßn Blanco Argibay	10	false
449	Ambrosio Vallejo	Ambrosio Vallejo	10	false
450	"Colegio Nacional ""Doctor Federico Rubio"""	Av. Pablo Iglesias	10	false
451	Av. Brasil	Av. Brasil, 9	10	true
452	"Parque ""General Per¾n"""	Av. General Perón	10	false
453	"Parque ""La Ventilla"""	Vía Límite	10	false
454	"Parque ""Los Pinos"""	Av. Asturias	10	false
455	"Plaza ""Cristo Rey"""	Plaza de Cristo Rey	10	false
456	Sindicatos Agrarios	Agustín de Betancourt y María de Guzmßn	10	true
457	Oficinas Centrales del Canal Isabel II	Santa Engracia	10	false
458	"Colegio ""Divina Pastora"""	Santa Engracia, 142	10	false
459	"Colegio ""Guzmßn el Bueno"""	Guzmßm el Bueno, 60	8	false
460	"Colegio ""Lasalle-San Rafael"""	Fernando el Católico, 49	10	false
461	Gaztambide	Gaztambide	8	false
462	Colegios, centro comercial y zona recreativa	Hilarión Eslava y Melendez ValdÚs	10	false
463	Oficinas Luchana	Luchana	10	false
464	Goethe Institut	Zurbarßn, 21	12	false
465	"Museo ""Sorolla"""	General Martínez Campos, 37	10	false
636	"Polideportivo ""Pepu Hernßndez"""	Austria	10	false
637	"Colegio de ""Jes·s"""	Timón 18	10	false
638	SAMUR	Playa de Bolnero	10	false
639	"Centro Comercial ""Mercadona"""	Timón	10	false
640	Parque	Mistral	10	false
641	"Colegio ""San Pedro Apostol"""	Plaza del Jubilado	10	false
642	"JMD ""Barajas"""	Plaza de Mercurio, 1	10	false
643	V.C. VÝa Verde de la Gasolina	San Severo - Soto de Hidalgo	10	false
644	instalaci¾n Deportiva barajas	Av. Logro±o, 70	12	false
645	Instalaci¾n deportiva	Balandro, 4	10	false
646	"CEIP ""Madrid Sur"""	Novecento	10	false
647	"IES ""Madrid Sur"""	Av. Parque Palomeras Bajas, s/n	10	true
648	Centro Deportivo L¾pez Villegas	Diligencia - Puerto Velate	8	true
649	"Parque ""Madrid Sur"""	Javier de Miguel	10	false
650	"LibrerÝa ""Muga"""	Av. Pablo Neruda, 89	10	false
651	"Zona deportiva ""Palomeras Bajas"""	Puerto Balbarßn	10	false
652	"IFP ""Vallecas III"""	Javier de Miguel	10	false
727	"IES ""El Espinillo"""	Unanimidad, 13	8	false
728	"Parque ""El Espinillo"""	Av. Orovilla, 35	10	false
729	"Polideportivo ""FÚlix Rubio"""	Ciudadania, 29	10	false
730	"Centro Comercial ""Carrefour"""	Ciudadania	10	false
731	"Centro Cultural ""Bohemios"""	Bohemios, 1	10	false
732	"Polideportivo ""Raul Gonzßlez"""	Calle Benimamet, s/n	10	true
733	"CEIP ""El Greco"""	Estefanita	10	false
734	Zona comercia	Berrocal	10	false
735	"Instalaciones Deportivas ""Marconi"""	Av. Marconi	10	false
736	"Centro Comercial ""Marconi"""	San Eustaquio, 8	0	false
737	"Centro Cultural ""?gata"""	Doctor Martín ArÚvalo, 2	10	true
738	"Biblioteca ""Maria Moliner"" (lateral izquierdo)"	Villalonso, 16	10	false
739	"Mercado Municipal ""Villaverde Alto"""	Calamina, 4	10	false
740	Mercado Municipal	Alberto Palacios, 16	10	false
741	"JMD ""Villaverde"""	Arroyo Bueno, 53	10	false
742	"IES ""Celestino Mutis"""	Huerta de Villaverde	8	false
743	"Parque ""Plata y Casta±ar"""	Paseo Plata y Casta±ar	10	false
744	"Polideportivo ""Plata y Casta±ar"""	Paseo Plata y Casta±ar, 7-9	10	false
745	"Metro ""La Gavia"""	Ensanche de Vallecas Ventidos	10	false
746	"Estadio de f·tbol ""Camino de la Suerte"""	Camino de la Suerte	10	false
747	"Estadio de f·tbol ""Virgen de la Torre"""	Puerto de Reinosa	10	false
748	"Colegio P·blico ""Juan Gris"""	Muela de San Juan, 37	10	false
749	"Metro ""Congosto"""	Congosto, 31	10	false
750	"Colegio ""Nueva Castilla"""	Montes de Barbanza, 19	10	false
751	"Colegio ""San Eulogio"""	La Revoltosa, 17	14	false
752	Servicios Sociales	Fuentidue±a, 16	10	false
753	"Instalaci¾n Deportiva ""Miguel GuillÚn Prim"""	Fuentidue±a y Pe±a Rivera	10	false
754	"FP ""Asociaci¾n Norte Joven"""	Pe±a Veiga, 16	10	false
755	Centro de Formaci¾n para la Mujer	Huelga, 5	10	false
756	"Colegio P·blico ""El Quijote"""	Fuentidue±a, 4	10	false
757	"CEIP ""El Quijote"""	Fuentidue±a, 4	0	false
758	"IES ""Villa de Vallecas"""	Villarino de los Aires, 14	10	false
759	"UFIL ""Sierra de Palomeras"""	Sierra de Palomeras, 12	10	false
760	"ACE ""Nuevas Palomeras"""	Sierra Vieja, 52	10	true
761	"Centro Cultural ""Zazuar"""	Zazuar	8	false
762	"Colegio ""Zazuar"""	Zazuar, 17	10	false
763	"Instalaciones Deportivas ""Vicßlvaro"""	Vivero de la Pilarica	10	true
764	"Polideportivo ""Vicßlvaro"""	Paseo Polideportivo, s/n	10	false
765	"Colegio ""Severo Ochoa"""	Ezcaray, 3	10	false
766	"CEIP ""Pedro Duque"""	Marmolina, 5	10	false
767	Instalaci¾n deportiva	Joaquín Ybarra, 28	10	false
768	"Parque ""El Capricho"""	Jardines de Aranjuez	10	false
769	"Centro Comercial ""BahÝa Center"""	Bahía Pollensa	10	false
770	Interior del parque	Bahía de Mßlaga, 24	10	false
771	"Centro Cultural ""San Juan Bautista"""	Nemesio	5	false
772	Liceo FrancÚs	Plaza del Liceo, 1	0	false
773	"Polideportivo ""San Blas"""	Av. Hellín	5	false
774	"Biblioteca P·blica ""Palomeras"""	Av. Rafael Alberti, 36	12	false
775	"Biblioteca P·blica ""Rafael Alberti"""	Sangenjo, 38	9	true
776	Cuartel del Conde Duque	Conde Duque	5	false
777	Campo del Moro	Paseo Virgen del Puerto	0	false
778	"Facultad ""Bellas Artes"""	El Greco, 2	20	false
779	"Parque ""El Capricho"""	Los Jardines de Aranjuez	5	false
780	"Biblioteca ""MarÝa Moliner"" (lateral derecho)"	Villalonso, 16	6	false
781	"EU ""Informßtica"""	Campur Sur	18	false
782	"Centro de Iniciativas Ambientales ""Dehesa de la Villa"""	Francos Rodríguez, 81	10	false
783	"Biblioteca ""Pan Bendito"""	Camino Viejo de Leganes, 188	5	false
784	"Centro de Mayores ""Francisco de Goya"""	Alfredo Aleix, 3	0	false
785	"Embarcadero ""Casa Campo"""	Paseo Embarcadero	5	false
786	"ETSI ""Caminos, Canales y Puertos"""	Eduardo Saavedra	0	false
787	"ETSI ""Aeronauticos"""	Plaza del Cardenal Cisneros	0	false
789	"Colegio ""?gora"""	MarquÚs de Portugalete 13	12	false
790	Goethe Institut	Zurbarßn, 21	4	false
791	"Polideportivo ""La Chopera"""	Parque Retiro	12	false
792	"Biblioteca ""Antonio Mingote"""	Rafael Finat	12	false
793	"Biblioteca ""Manuel Alvar"""	Azcona, 42	8	false
794	"Polideportivo ""MarquÚs de Samaranch"""	Paseo Imperial	0	false
795	"Polideportivo ""Aluche"""	Av. General Fanjul, 14	5	false
796	"Parque ""Dehesa de la Villa"""	Francos Rodríguez, 79	5	false
797	EMT	Av. de los Poblados	5	false
798	Instalaciones Deportivas en Avenida de los Poblados	Av. Poblados - Vía Lusitana	5	false
799	"Centro Cultural ""Villa de Barajas"""	Plaza de Hermanos Falco y ?lvarez Toledo	5	false
800	"IES ""Mariano JosÚ de Larra"""	Camarena, 181	5	false
801	"Polideportivo ""La Bombilla"""	Av. Valladolid	10	false
802	"Instalaci¾n Deportiva ""Barajas"""	Av. Logro±o, 70	15	false
803	"Estaci¾n ""ChamartÝn"""	"Estación ""Chamartín"""	5	false
804	Biblioteca UNED	Senda del Rey	10	false
805	"ETSI ""Industriales"""	JosÚ GutiÚrrez Abascal, 2	12	false
806	"EUI ""TÚcnica Forestal"""	Ramiro Maeztu	9	false
807	"ETSI ""Montes"""	Camino de las Moreras	6	false
808	"ETSI ""Montes"" - Aulario"	Camino de las Moreras	4	false
809	"ETSI ""Montes"" - Aulario"	Camino de las Moreras	6	false
810	"ETSI ""Arquitectura"""	Paul Gunard	48	false
811	"Club Deportivo ""Los Brezos"""	Los Brezos, 1	11	false
812	"Facultad ""CC QuÝmicas"""	Leonardo Prieto Castro	24	false
813	"EU ""Telecomunicaciones"""	Campur Sur	20	false
814	"EU ""Telecomunicaciones"""	Campur Sur	18	false
815	"Parque ""Juan Carlos I"""	Parque Juan Carlos I	12	false
816	"Centro Cultural ""Fernando de los RÝos"""	Valmojado	15	false
817	"Estaci¾n ""Fuencarral"""	Antonio de Cabezón s/n	10	false
818	"Colegio ""San Vicente"""	Autria	5	false
819	Palacio de Congresos, IFEMA	Av. Capital de Espa±a Madrid	16	false
820	"Polideportivo ""MarquÚs de Samaranch"""	Paseo Imperial	10	false
821	"Facultad ""Humanidades"""	Senda del Rey	8	false
822	"Parque ""Gabriela Mistral"""	Parque Gabriela Mistral	20	false
823	"Instalaci¾n Deportiva ""Santa Ana"""	Paseo Alamedillas	5	false
824	"Complejo Empresarial ""Ciudad de Telef¾nica"""	Portico de la Gloria	0	false
825	"IES ""Ciudad Escolar"""	Ctra. Colmenar Viejo, Km 13.4	10	false
826	"Santuario ""Nuestra Se±ora de Valverde"""	Ctra. Colmenar Viejo, Km 12	12	false
827	"UAM ""Estaci¾n de CercanÝas - CIBI UAM"	Freud	16	false
828	"UAM ""Biblioteca de Humanidades"""	Francisco Tomßs y Valiente	0	false
829	"UAM ""Facultad de FilosofÝa y Letras"""	Francisco Tomßs y Valiente	8	false
830	"UAM ""Facultad de Ciencias Econ¾micas y Empresariales"""	Francisco Tomßs y Valiente	8	false
831	"UAM ""Facultad de Ciencias"""	Francisco Tomßs y Valiente	8	false
832	"UAM ""Pabell¾n de Servicios Universitarios"""	Freud	6	false
833	"UAM ""Polideportivo"""	Freud	8	false
834	UAM Servicio de Educaci¾n FÝsica y Deportiva	Erasmo de Rotterdam	8	false
835	UAM Instalaciones deportivas	Adam Smith	8	false
836	"UAM ""Escuela PolitÚcnica Superior"""	Francisco Tomßs y Valiente	8	false
837	"UAM ""Centro de Microanßlisis de Materiales"""	Newton	0	false
838	"UAM ""Biblioteca de Ciencias"""	Newton	8	false
839	"UAM ""Facultad de PsicologÝa"""	Ivßn Pavlov	8	false
840	"UAM ""Facultad de Ciencias - Ed. BiologÝa"""	Ivßn Pavlov	16	false
841	"UAM ""Instituto de Ciencias de Materiales (CSIC)"""	Newton	16	false
842	"UAM ""Instituto de Catßlisis y PetroleoquÝmica (CSIC)"""	Marie Curie	8	false
843	"UAM ""Instituto de Cerßmica y Vidrio"""	Newton	8	false
844	"UAM ""Facultad de Derecho"""	Sor Juana InÚs de la Cruz	8	false
845	Real Academia Centro de Ciencias Exactas FÝsicas y Naturales	Valverde, 20	10	false
846	Ecologistas en Acci¾n	MarquÚs de LeganÚs, 5	4	false
847	Parque de Conde Duque (pistas deportivas)	Santa Cruz de Marcenado, 25	10	false
848	Escuela de Artes Aplicadas	MarquÚs de Cubas, 13	10	false
849	Confederaci¾n Espa±ola de Cajas de Ahorros	Caballero de Gracia, 28	10	false
850	Plaza de Oriente	Felipe V	12	false
851	Centro de atenci¾n a infancia	Paloma, 25	10	false
852	Palacio Real, zona infantil	Lepanto	10	false
853	Tienda de bicis Otero	Segovia, 18	10	false
854	Sede Social Samur	Carrera de San Francisco, 8	8	false
855	Plaza LavapiÚs	Plaza de LavapiÚs	0	false
856	"Escuela Enfantil ""El JardÝn de las Delicias"""	Ramírez de Prado, 2	10	false
857	"Biblioteca Regional de Madrid ""JoaquÝn Leguina"""	Ramírez de Prado, 3	0	false
858	"Mercado ""Guillermo de Osma"""	Miguel Arredondo, 4	10	true
859	"Colegio P·blico ""MenÚndez Pelayo"""	Mendez Alvaro, 16	0	false
862	Colegio del Dulce Nombre de Jes·s	Agustín Durßn, 20	6	false
863	"Gimnasio ""Moscard¾"""	Pilar de Zaragoza, 93	10	false
1385	Conde de Aranda	Calle Conde de Aranda 1	6	false
864	"Parque ""Fuente del Berro"""	Alcalde Sainz de Baranda, 96	10	false
865	Real Casa de la Moneda	Jorge Juan, 108	10	false
866	"Estaci¾n ""Recoletos"" (Nuevos Ministerios)"	Paseo de Recoletos	0	false
867	Ejes principales del Plan Director	Av. Alberto Alcocer, 5	10	true
868	"Parque ""BerlÝn"""	San Ernesto	10	false
869	"Centro Cultural ""Nicolßs Salmer¾n"""	Mantuano, 51	10	false
870	"IES ""Ramiro de Maeztu"""	Serrano, 127	10	false
871	"ETSI ""Industriales"""	JosÚ GutiÚrrez Abascal, 2	10	false
872	Pistas deportivas	Av. AmÚrica	12	false
873	Conde de Torralba	Conde de Torralba, 23	10	false
874	"Instalaci¾n Deportiva ""Playa Victoria"""	Hierbabuena	10	false
875	"CEIP ""Ignacio Zuloaga"" (piloto n? 2 de la campa±a ôcon bici al coleö)"	Alejandro Rodríguez, 39	8	true
876	"Colegio ""Patrocinio de San JosÚ"""	General Moscardó, 24	10	false
877	Sinesio Delgado	Sinesio Delgado	10	false
878	Luis Esteban	Luis Esteban, 1	10	false
879	"Centro Cultural ""Eduardo ?rculo"""	Plaza de Donoso	10	false
880	"Colegio ""El Porvenir"""	Bravo Murillo, 85	10	true
881	Oficina LÝnea Madrid y zona comercial glorieta Cuatro Caminos	Esquilache y Av. Reina Victoria	0	false
882	Av. Pablo Iglesias (parque)	Av. Pablo Iglesias	10	false
883	Instituto Geogrßfico Nacional	General Ibß±ez de Ibero	10	false
987	"Centro Comercial ""Las Rosas"""	Aquitania, 3	6	false
988	Biblioteca Retiro	Doctor Esquerdo, 189	4	false
989	"Polideportivo ""La Fundi"""	Alicante, 14	5	false
990	"Colegio ""Rufino Blanco"""	General ßlvarez Castro, 46	18	false
991	JardÝn Botßnico	Paseo Prado, 2	10	false
992	Plaza de Santo Domingo	Plaza de Santo Domingo	24	false
993	"Poilideportivo ""JosÚ MarÝa Cajigal"""	Santa Pola, 22	10	false
994	Gta. Santa MarÝa de la Cabeza	Gta. Santa María de la Cabeza	10	false
995	"Centro Deportivo ""Fitness Place"""	Vía Lusitana, 1	0	false
996	AZCA	Plaza de Carlos Trías Bertrßn	0	false
997	Planetario	Av. Planetario	0	false
998	"IES ""Rey Pastor"""	Corregidor JosÚ de Pasamonte, 17	6	false
999	"Centro Municipal Deportivo ""Vicente del Bosque"""	Av. Monforte de Lemos, 15	5	false
1000	"Facultad ""CC Matemßticas"" (lateral izquierdo)"	Av. Complutense	6	false
1001	Caixa Forum	Paseo del Prado, 36	12	false
1002	Rectorado UNED	Bravo Murillo, 30	8	false
1003	CIEMAT	Av. Complutense, 22	0	false
1004	"Facultad ""CC FÝsicas"""	Av. Complutense, 20	6	false
1005	"Facultad ""CC FÝsicas"""	Av. Complutense, 20	14	false
1007	Teatro Valle Inclßn	Valencia, 8	0	false
1008	SOITU	Cochabamba	0	false
1010	"Centro de Salud ""Virgen del Cortijo"""	Av. Manoteras	5	false
1011	"Mercado ""Barcel¾"""	Barcelo, 2	0	false
1012	"Metro ""Alameda de Osuna"""	Rioja, 13	6	false
1013	"Parque ""El Capricho"""	Callejón Vicalvaro	12	false
1014	Nuevos Ministerios	Raimundo Fernßndez Villaverde	0	false
1015	"Colegio ""Nuestra Se±ora del Buen Consejo"""	Av. Reina Victoria	0	false
1017	"Centro Cultural ""La Elipa"""	Santa Felicidad, 41	5	false
1018	"Facultad ""CC Matemßticas"" (lateral derecho)"	Av. Complutense	6	false
1019	"Centro Comercial ""La Vaguada"""	Paseo la Vaguada	6	false
1020	"?rea descanso ""Anillo Verde"" Km 0,000"	Anillo Verde Ciclista	32	false
1021	"?rea descanso ""Anillo Verde""  Km 1,920"	Anillo Verde Ciclista	8	false
1022	"?rea descanso ""Anillo Verde""  Km 2,520"	Anillo Verde Ciclista	8	true
1023	"?rea descanso ""Anillo Verde""  Km 3,570"	Anillo Verde Ciclista	16	true
1024	"?rea descanso ""Anillo Verde""  Km 4,540"	Anillo Verde Ciclista	16	false
1025	"?rea descanso ""Anillo Verde""  Km 6,100"	Anillo Verde Ciclista	8	false
1026	"?rea descanso ""Anillo Verde""  Km 7,250"	Anillo Verde Ciclista	8	false
1027	"?rea descanso ""Anillo Verde""  Km 8,200"	Anillo Verde Ciclista	16	true
1028	"?rea descanso ""Anillo Verde""  Km 8,680"	Anillo Verde Ciclista	8	true
1029	"?rea descanso ""Anillo Verde""  Km 12,430"	Anillo Verde Ciclista	16	false
1030	"?rea descanso ""Anillo Verde""  Km 13,340"	Anillo Verde Ciclista	16	false
1031	"?rea descanso ""Anillo Verde""  Km 16,600"	Anillo Verde Ciclista	32	false
1032	"?rea descanso ""Anillo Verde""  Km 18,300"	Anillo Verde Ciclista	16	true
466	"Colegio ""San JosÚ"""	Fernßndez de la Hoz, 25	8	false
467	"Centro Comercial ""Montecarmelo"""	Monasterio de Arlanza, 20	10	true
468	"CEIP ""Principe de Asturias"""	Ivan Paulov	10	false
469	"Colegio P·blico ""Monte de el Pardo"""	Av. Guardia, 19	10	false
470	"Centro Cultural ""Alfonso XII"""	Mira el Río, 4	10	false
471	"Centros de educaci¾n especial ""Francisco del Pozo"""	Callejón del DominÚ, 6	10	false
472	"Colegio ""Enrique Granados"""	Virgen de Aranzazu, 5	10	false
473	"Instalaciones Deportivas ""Tres Olivos II"""	Rocinante, Alonso Quijano, Afueras a Valverde y Campo de Calatrava	10	true
474	"Colegio ""Rep·blica de Paraguay"""	Manresa, 60 B	10	false
475	"Instalaciones Deportivas ""Santa Ana I"""	Hospitalet de Llobregat, 13	10	true
476	"CEIP ""JosÚ BergamÝn"""	Braille, 19	10	false
477	Plaza Dos de Mayo	Plaza del Dos de Mayo, 3	10	true
478	Conservatorio Profesional de M·sica	Amaniel, 3	10	false
479	"Polideportivo ""MarquÚs de Samaranch"""	Paseo Melancolicos	10	false
480	Madrid RÝo	Virgen del Puerto	10	false
481	"Colegio ""San Eugenio y San Isidro"""	Pe±uelas ,31	10	false
482	"Centro Deportivo ""Pe±uelas"""	Arganda, 25	10	true
484	"Metro ""Arganzuela Planetario"""	Bronce, 5	16	false
1195	Instalaciones deportivas	Antonio López	18	false
1196	Instalaciones deportivas	Antonio López	12	false
1197	Circuito BMX Nudo Sur	Embajadores	20	false
1198	Madrid RÝo	Puente de Andalucia	36	false
1199	Madrid RÝo	Matadero	12	false
1200	Madrid RÝo	Matadero	18	false
1201	"Centro Cultural ""Casa del Reloj"""	Paseo Chopera, 6	10	false
1202	Madrid RÝo	Zona Patines	18	false
1203	Madrid RÝo	Puente Sta. Maria de la Cabeza	18	false
1204	Madrid RÝo		0	false
1205	Madrid RÝo		0	false
1206	Madrid RÝo	Puente Calderón	10	false
1207	Madrid RÝo		0	false
485	Imax	Meneses s/n	10	false
486	Pistas deportivas	Puerto de Bejar	10	true
487	CEIP ôEscuelas Aguirreö	Pío Baroja, 4	10	false
488	"Centro Cultural ""ABC Serrano"""	Paseo Castellana, 36-38	10	false
489	Parque Breogßn	Av. Brasilia	10	true
653	"Colegio ""Palomeras Bajas"""	Felipe de Diego, 6	10	true
654	"Centro Comercial ""Eroski"""	Av. de Pablo Neruda	10	false
655	"Colegio ""Gredos San Diego"""	Av. Parque de Palomeras Bajas, 14	10	false
656	IES	Av. Parque Palomeras Bajas, s/n	10	false
657	"Instalaciones Deportivas ""JosÚ Durßn"""	Venta de la Higuera	10	false
658	"Estacion ""El Pozo"""	Av. Entrevías	10	false
659	"Polideportivo ""Alberto GarcÝa"""	Reguera de Tomateros, 39	10	false
660	"Centro Cultural ""Pozo del Tio Raimundo"""	Av. Glorietas, 19-21	10	true
661	"Zona deportiva ""Alberto GarcÝa"""	Ronda de Sur	10	false
662	Parque Montßnchez	Av. de Buenos Aires	10	true
