COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;NOMBRE_COMIENZA;NOMBRE_ACENTOS_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;NOMBRE_TERMINA;NOMBRE_ACENTOS_TERMINA
00002732;CARRETERA;DEL;HIPODROMO;HIPÓDROMO;00556450;AVENIDA;DEL;PADRE HUIDOBRO;PADRE HUIDOBRO;00363550;HIPODROMO;DE LA;ZARZUELA;ZARZUELA
00363575;CALLE;DE;HIPOLITO ARAGONES;HIPÓLITO ARAGONÉS;00546250;CAMINO;DEL;OLIVAR;OLIVAR;00762925;CAMINO;DE;VALDEHIGUERA;VALDEHIGUERA
00363650;AVENIDA;DE LA;HISPANIDAD;HISPANIDAD;00000963;CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;00006500;AEROPUERTO;DE;ADOLFO SUAREZ MADRID BARAJAS;ADOLFO SUÁREZ MADRID BARAJAS
00002236;CALLE;DE;HISTORIAS DE LA RADIO;HISTORIAS DE LA RADIO;00554750;AVENIDA;DE;PABLO NERUDA;PABLO NERUDA;00002234;CALLE;DE;VIRIDIANA;VIRIDIANA
31000292;CALLE;DE;HOBBES;HOBBES;00905551;CARRETERA;DE;CANTO BLANCO;CANTO BLANCO;31000283;CALLE;DE;EINSTEIN;EINSTEIN
00000847;CALLE;DE;HOCES DE LA HERMIDA;HOCES DE LA HERMIDA;00316300;CALLE;DE LA;FUENTE DEL REY;FUENTE DEL REY;00099700;CALLE;DE;BELLATRIX;BELLATRIX
00363660;CALLE;DEL;HOGAR DE BELEN;HOGAR DE BELÉN;00568800;CALLE;DEL;PATRIARCA SAN JOSE;PATRIARCA SAN JOSÉ;00155900;CALLE;DEL;CASTILLO DE UCLES;CASTILLO DE UCLÉS
00363800;CALLE;DE LA;HOJALATERIA;HOJALATERÍA;00318600;CALLE;DE LA;FUMISTERIA;FUMISTERÍA;00747100;CALLE;DE LA;TORNILLERIA;TORNILLERÍA
00363900;CALLE;DE;HOMERO;HOMERO;00783900;CALLE;DE;VIERA Y CLAVIJO;VIERA Y CLAVIJO;00049800;CALLE;DE;ANGEL GANIVET;ÁNGEL GANIVET
00363975;CALLE;DE;HONDURAS;HONDURAS;00502350;CALLE;DE;MENENDEZ PIDAL;MENÉNDEZ PIDAL;00110900;CALLE;DE;BOLIVIA;BOLIVIA
00905016;PLAZA;DE;HONDURAS;HONDURAS;00905012;PASEO;DEL;SALON DEL ESTANQUE;SALÓN DEL ESTANQUE;00905005;PASEO;DE LA;REPUBLICA DE CUBA;REPÚBLICA DE CUBA
31000577;CALLE;DE;HONRUBIA;HONRUBIA;00002251;CALLE;DE;VALDERREBOLLO;VALDERREBOLLO;00002253;CALLE;DE;CASTEJON DE HENARES;CASTEJÓN DE HENARES
00001703;CALLE;DE;HONTALBILLA;HONTALBILLA;00001703;CALLE;DE;HONTALBILLA;HONTALBILLA;00001702;CALLE;DE;VILLACASTIN;VILLACASTÍN
00364100;CALLE;DE;HONTANARES;HONTANARES;00727200;CALLE;DE;SOMONTES;SOMONTES;00016500;CALLE;DE;LA ALBERCA;LA ALBERCA
00002827;CALLE;DE;HONTANAS;HONTANAS;00002801;CALLE;DE;SAN JUAN DE ORTEGA;SAN JUAN DE ORTEGA;00002802;CALLE;DE;VILORIA DE LA RIOJA;VILORIA DE LA RIOJA
00364250;CALLE;DE;HONTORIA DEL PINAR;HONTORIA DEL PINAR;00125450;CALLE;DE;CALERUEGA;CALERUEGA;00078700;CALLE;DE;ARTURO SORIA;ARTURO SORIA
00364300;CALLE;DE;HORCAJO;HORCAJO;00018100;PASEO;DE;ALBERTO PALACIOS;ALBERTO PALACIOS;00542960;CALLE;DE;NUÑO GOMEZ;NUÑO GÓMEZ
00364500;CALLE;DE;HORCAJUELO;HORCAJUELO;00668500;CALLE;DE;SAN FERNANDO DEL JARAMA;SAN FERNANDO DEL JARAMA;00133300;CALLE;DE;CANILLAS;CANILLAS
00364600;CALLE;DE;HORCHE;HORCHE;00110600;CALLE;DE;BOLARQUE;BOLARQUE;00362200;CALLE;DE;HIENDELAENCINA;HIENDELAENCINA
31000005;CALLE;DEL;HORIZON;HORIZÓN;31000007;CALLE;DEL;SIMCA;SIMCA;31000415;CALLE;DEL;TIBURON;TIBURÓN
00364900;CAMINO;DE LAS;HORMIGUERAS;HORMIGUERAS;00905673;CAMINO;DEL;POZO DEL TIO RAIMUNDO;POZO DEL TÍO RAIMUNDO;00002247;GLORIETA;DE;VALDEPERDICES;VALDEPERDICES
00365000;CALLE;DE;HORNACHOS;HORNACHOS;00515300;CALLE;DE;MONTANCHEZ;MONTÁNCHEZ;00731000;RONDA;;SUR;SUR
00365100;CALLE;DEL;HORNERO;HORNERO;00284300;CALLE;DE;EUSEBIO MORAN;EUSEBIO MORÁN;00742300;CALLE;DEL;TINAMUS;TINAMÚS
00365200;CALLE;DE LOS;HORNILLOS;HORNILLOS;00498300;CALLE;DE;MAYORGA;MAYORGA;00518800;CALLE;DE;MONTEMAYOR DE PILILLA;MONTEMAYOR DE PILILLA
00365300;TRAVESIA;DEL;HORNO DE LA MATA;HORNO DE LA MATA;00505100;CALLE;DE;MESONERO ROMANOS;MESONERO ROMANOS;00202800;CALLE;DE;CONCEPCION ARENAL;CONCEPCIÓN ARENAL
00365250;CALLE;DEL;HORNO DE LABRADORES;HORNO DE LABRADORES;00248200;PLAZA;DE;DON ANTONIO DE ANDRES;DON ANTONIO DE ANDRÉS;00367350;CALLE;DE LA;HUERTA DEL CONVENTO;HUERTA DEL CONVENTO
00365400;CALLE;DE;HORTALEZA;HORTALEZA;00342950;CALLE;;GRAN VIA;GRAN VÍA;00692300;PLAZA;DE;SANTA BARBARA;SANTA BÁRBARA
00365700;CALLE;DEL;HORTELANO;HORTELANO;00441500;CALLE;DE;LOPEZ PUIGCERVER;LÓPEZ PUIGCERVER;00261300;CALLE;DE;ELOISA DE LA HERA;ELOÍSA DE LA HERA
00365800;CALLE;DE LAS;HORTENSIAS;HORTENSIAS;00452300;CALLE;DE LA;MADRESELVA;MADRESELVA;00104800;CALLE;DE;BERMUDEZ CAÑETE;BERMÚDEZ CAÑETE
00366000;CALLE;DEL;HOSPITAL;HOSPITAL;00695900;CALLE;DE;SANTA ISABEL;SANTA ISABEL;00071000;CALLE;DE;ARGUMOSA;ARGUMOSA
00002821;CALLE;DE;HOSPITAL DE ORBIGO;HOSPITAL DE ÓRBIGO;00002793;PASEO;DE;TIERRA DE MELIDE;TIERRA DE MELIDE;00002794;CALLE;DE;PORTOMARIN;PORTOMARÍN
31000357;CALLE;DEL;HOSPITAL DE SAN PAU;HOSPITAL DE SAN PAU;31000342;CALLE;DEL;PAISAJE DE ARANJUEZ;PAISAJE DE ARANJUEZ;31000188;CALLE;DEL;JACOBEO;JACOBEO
00366150;CALLE;DE;HOSPITALET DE LLOBREGAT;HOSPITALET DE LLOBREGAT;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO;00114050;CALLE;DE;BRAILLE;BRAILLE
00001190;TRAVESIA;DE;HOSPITALET DE LLOBREGAT;HOSPITALET DE LLOBREGAT;00366150;CALLE;DE;HOSPITALET DE LLOBREGAT;HOSPITALET DE LLOBREGAT;00087800;CALLE;DE;BADALONA;BADALONA
31000344;AVENIDA;DE LA;HOSPITALIDAD;HOSPITALIDAD;31000200;CALLE;DEL;PINAR DE SAN JOSE;PINAR DE SAN JOSÉ;31003077;HOSPITAL;;FUNDACION INSTITUTO SAN JOSE;FUNDACIÓN INSTITUTO SAN JOSÉ
00002864;CALLE;;HOTEL;HOTEL;31002061;AVENIDA;;SUR DEL AEROPUERTO DE BARAJAS;SUR DEL AEROPUERTO DE BARAJAS;00002858;AVENIDA;;CENTRAL;CENTRAL
00366325;PASAJE;DE;HOYO DE MANZANARES;HOYO DE MANZANARES;00364500;CALLE;DE;HORCAJUELO;HORCAJUELO;00556600;CALLE;DEL;PADRE JESUS ORDOÑEZ;PADRE JESÚS ORDOÑEZ
00366330;CALLE;DE;HOYO DE PINARES;HOYO DE PINARES;00069100;CALLE;DE;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;00689775;CALLE;DE;SANCHIDRIAN;SANCHIDRIÁN
00366500;CALLE;DE;HOYOS DEL ESPINO;HOYOS DEL ESPINO;00510400;AVENIDA;DE;MIRAFLORES;MIRAFLORES;00762005;AVENIDA;DE LA;ILUSTRACION;ILUSTRACIÓN
00366600;PASAJE;DE;HOYOS DEL ESPINO;HOYOS DEL ESPINO;00366500;CALLE;DE;HOYOS DEL ESPINO;HOYOS DEL ESPINO;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00366700;CALLE;DE;HOYUELO;HOYUELO;00016700;CALLE;DEL;ALBERCHE;ALBERCHE;00571900;CALLE;DE;PEDRO BOSCH;PEDRO BOSCH
00001157;PASAJE;DE;HOYUELO;HOYUELO;00171800;AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;00366700;CALLE;DE;HOYUELO;HOYUELO
00366800;PLAZA;DE;HUARTE DE SAN JUAN;HUARTE DE SAN JUAN;00250000;CALLE;DE;DOÑA URRACA;DOÑA URRACA;00249600;CALLE;DE;DOÑA BERENGUELA;DOÑA BERENGUELA
00366900;CALLE;DE LA;HUELGA;HUELGA;00002243;CALLE;DE;NAVAMURES;NAVAMURES;00002246;CALLE;DE;FUENTIDUEÑA;FUENTIDUEÑA
00367000;CALLE;DE;HUELVA;HUELVA;00210200;CALLE;DEL;CORAZON DE MARIA;CORAZÓN DE MARÍA;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00001127;CAMINO;DE LA;HUERTA;HUERTA;00906227;CARRETERA;DEL;MEDIODIA;MEDIODÍA;31001351;CALLE;DE;AGATHA CHRISTIE;AGATHA CHRISTIE
00001849;CALLE;DE LA;HUERTA DE AMBROZ;HUERTA DE AMBROZ;00001842;CALLE;DEL;VIVERO DE LA PILARICA;VIVERO DE LA PILARICA;00001843;CALLE;DE LOS;VIÑEDOS;VIÑEDOS
00367300;CALLE;DE LA;HUERTA DE CASTAÑEDA;HUERTA DE CASTAÑEDA;00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;00708800;CALLE;DE;SEPULVEDA;SEPÚLVEDA
00368985;CALLE;DE LA;HUERTA DE VILLAVERDE;HUERTA DE VILLAVERDE;00170500;CALLE;;VIEJA DE PINTO;VIEJA DE PINTO;00417200;CALLE;DE;JUAN PEÑALVER;JUAN PEÑALVER
00367200;CALLE;DE LA;HUERTA DEL BAYO;HUERTA DEL BAYO;00262000;CALLE;DE;EMBAJADORES;EMBAJADORES;00578200;CALLE;DE LA;PEÑA DE FRANCIA;PEÑA DE FRANCIA
00367350;CALLE;DE LA;HUERTA DEL CONVENTO;HUERTA DEL CONVENTO;00017500;CALLE;DE LAS;FUENTES DE SAN JORGE;FUENTES DE SAN JORGE;00365250;CALLE;DEL;HORNO DE LABRADORES;HORNO DE LABRADORES
00368500;CALLE;DE LA;HUERTA DEL OBISPO;HUERTA DEL OBISPO;00538000;CALLE;DE;NUESTRA SEÑORA DEL CARMEN;NUESTRA SEÑORA DEL CARMEN;00028900;CALLE;DE LOS;ALGODONALES;ALGODONALES
00368600;TRAVESIA;DE LA;HUERTA DEL OBISPO;HUERTA DEL OBISPO;00028900;CALLE;DE LOS;ALGODONALES;ALGODONALES;00535300;CALLE;DEL;NOGAL;NOGAL
00369000;CALLE;DE LAS;HUERTAS;HUERTAS;00048800;PLAZA;DEL;ANGEL;ÁNGEL;00599000;PLAZA;DE LA;PLATERIA DE MARTINEZ;PLATERÍA DE MARTÍNEZ
00367135;CAMINO;DE LAS;HUERTAS;HUERTAS;00678700;AVENIDA;DE;LOS ROSALES;LOS ROSALES;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
31000691;CALLE;DE LAS;HUERTAS DEL RIO;HUERTAS DEL RÍO;31000686;CALLE;DE LAS;VIÑAS DEL RIO;VIÑAS DEL RÍO;31000688;CALLE;DEL;ARROYO DE LA BULERA;ARROYO DE LA BULERA
00905554;CAMINO;DEL;HUERTO DE TEODORO;HUERTO DE TEODORO;00135100;CAMINO;DE LA;CAÑADA;CAÑADA;00905413;CAMINO;DE;VALDECERBERO;VALDECERBERO
00000793;CALLE;DE;HUESA;HUESA;00515300;CALLE;DE;MONTANCHEZ;MONTÁNCHEZ;00045800;CALLE;DE;ANDEVALO;ANDÉVALO
00369100;CALLE;DE;HUESCA;HUESCA;00114600;CALLE;DE;BRAVO MURILLO;BRAVO MURILLO;00137400;CALLE;DEL;POETA JOAN MARAGALL;POETA JOAN MARAGALL
31000475;CALLE;DE LA;HULLA;HULLA;00678700;AVENIDA;DE;LOS ROSALES;LOS ROSALES;00905371;VIA;;FERROCARRIL CERCANIAS C-3;FERROCARRIL CERCANÍAS C-3
00369200;CALLE;DE;HUMANES;HUMANES;00001195;CALLE;DE;BENJAMIN PALENCIA;BENJAMÍN PALENCIA;00001195;CALLE;DE;BENJAMIN PALENCIA;BENJAMÍN PALENCIA
00000791;TRAVESIA;DE;HUMANES;HUMANES;00369200;CALLE;DE;HUMANES;HUMANES;00178301;CALLE;DE;EL BOSCO;EL BOSCO
00369300;CALLE;DE LAS;HUMANITARIAS;HUMANITARIAS;00429700;CALLE;DE LA;LAGUNA;LAGUNA;00596700;CALLE;DEL;PINZON;PINZÓN
00369400;TRAVESIA;DE LAS;HUMANITARIAS;HUMANITARIAS;00298400;CALLE;DE;FLORENCIO SANZ;FLORENCIO SANZ;00369300;CALLE;DE LAS;HUMANITARIAS;HUMANITARIAS
00369500;CALLE;DE;HUMERA;HÚMERA;00088400;CALLE;;BAJA DE LA IGLESIA;BAJA DE LA IGLESIA;00649325;CALLE;DE LAS;ROSAS DE ARAVACA;ROSAS DE ARAVACA
00001994;CAMINO;DE;HUMERA;HÚMERA;00905162;CARRETERA;DE;RODAJOS;RODAJOS;00905163;CARRETERA;DEL;ZARZON;ZARZÓN
00369600;CARRETERA;DE;HUMERA;HÚMERA;00552800;AVENIDA;DE LA;OSA MAYOR;OSA MAYOR;99000003;LUGAR;;LIMITE TERMINO MUNICIPAL;LÍMITE TÉRMINO MUNICIPAL
31001791;CALLE;DE LA;HUMILDAD;HUMILDAD;31001764;AVENIDA;DE;MIGUEL DELIBES;MIGUEL DELIBES;31001790;CALLE;DE LA;TOLERANCIA;TOLERANCIA
00369700;CALLE;DEL;HUMILLADERO;HUMILLADERO;00614800;PLAZA;DE LA;PUERTA DE MOROS;PUERTA DE MOROS;00743600;CALLE;DE;TOLEDO;TOLEDO
00369800;PLAZA;DEL;HUMILLADERO;HUMILLADERO;00682400;COSTANILLA;DE;SAN PEDRO;SAN PEDRO;00614800;PLAZA;DE LA;PUERTA DE MOROS;PUERTA DE MOROS
00002575;CALLE;DE;HUNGRIA;HUNGRÍA;00002569;CALLE;DE;AQUITANIA;AQUITANIA;00002573;CALLE;DE;RAVENA;RÁVENA
00369850;CALLE;DEL;HURACAN;HURACÁN;31000043;CALLE;DE;VALHONDO;VALHONDO;00002401;GLORIETA;DE LOS;VIENTOS;VIENTOS
00002390;CALLE;DE;HURTUMPASCUAL;HURTUMPASCUAL;00143400;CALLE;DE;CARLOS FUENTES;CARLOS FUENTES;00002385;CALLE;DEL;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00369950;PASEO;DE LOS;HUSARES;HÚSARES;00343350;CALLE;DE LOS;GRANADEROS;GRANADEROS;00430225;PASEO;DE LOS;LANCEROS;LANCEROS
00370100;CALLE;DE;IBAIONDO;IBAIONDO;00337900;CALLE;DE;GOBELAS;GOBELAS;00349300;CALLE;DE;GUECHO;GUECHO
00370200;CALLE;DE;IBAÑEZ MARIN;IBÁÑEZ MARÍN;00632800;CALLE;DE;RECESVINTO;RECESVINTO;00341600;CALLE;DEL;GORRION;GORRIÓN
00370300;CALLE;DE;IBARRA;IBARRA;00320360;CALLE;DE;GAINZA;GAÍNZA;00634200;CALLE;DE;REGIL;RÉGIL
00001075;CALLE;DE;IBERIA;IBERIA;00002399;PLAZA;DE;LOS PILARES;LOS PILARES;00425700;CALLE;DE;JUPITER;JÚPITER
00370400;CALLE;DE;IBIZA;IBIZA;00502300;AVENIDA;DE;MENENDEZ PELAYO;MENÉNDEZ PELAYO;00241300;CALLE;DEL;DOCTOR ESQUERDO;DOCTOR ESQUERDO
00370500;CALLE;DEL;IBOR;IBOR;00365000;CALLE;DE;HORNACHOS;HORNACHOS;00515300;CALLE;DE;MONTANCHEZ;MONTÁNCHEZ
00000795;CALLE;DE;IBROS;IBROS;00000794;CALLE;DE;CAMPILLO DE ARENAS;CAMPILLO DE ARENAS;00159700;CALLE;DE;CAZORLA;CAZORLA
00370600;CALLE;DE;ICARO;ÍCARO;00342900;CALLE;DEL;GRAN PODER;GRAN PODER;00006300;CALLE;DE LA;AERONAVE;AERONAVE
00001026;CALLE;DEL;ICEBERG;ICEBERG;00001019;CALLE;DE LAS;MAREAS;MAREAS;00001023;CALLE;DE LAS;ISLAS;ISLAS
00370700;CALLE;DE;ICHASO;ICHASO;00349700;CALLE;DE;GUETARIA;GUETARIA;00320360;CALLE;DE;GAINZA;GAÍNZA
00370750;CALLE;DEL;IDIOMA ESPERANTO;IDIOMA ESPERANTO;00786200;CALLE;DE;VILLAESCUSA;VILLAESCUSA;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00370800;CALLE;DE;IDUNA;IDUNA;00211500;CALLE;DEL;CORMORAN;CORMORÁN;00259200;CALLE;DE;EIDER;EIDER
00370875;CALLE;DE LA;IGLESIA;IGLESIA;00332700;CALLE;DEL;GENERAL RICARDOS;GENERAL RICARDOS;00388400;CALLE;DE;JACINTO VERDAGUER;JACINTO VERDAGUER
00370900;PLAZA;DE LA;IGLESIA;IGLESIA;00469400;CALLE;DEL;MAR DE BERING;MAR DE BERING;00000894;CALLE;DEL;TIBERIADES;TIBERÍADES
31000343;CALLE;DE LAS;IGLESIAS EXTRAMUROS;IGLESIAS EXTRAMUROS;31000342;CALLE;DEL;PAISAJE DE ARANJUEZ;PAISAJE DE ARANJUEZ;31000175;AVENIDA;DE LA;PESETA;PESETA
31000079;CALLE;DE;IGNACIO ALDECOA;IGNACIO ALDECOA;31000070;CALLE;DE;ANA DE AUSTRIA;ANA DE AUSTRIA;31000073;CALLE;DE;VICENTE BLASCO IBAÑEZ;VICENTE BLASCO IBÁÑEZ
00346100;CALLE;DE;IGNACIO ELLACURIA;IGNACIO ELLACURIA;00233600;AVENIDA;DE;DAROCA;DAROCA;00630400;CALLE;DE;RAMON PATUEL;RAMÓN PATUEL
00371100;CALLE;DE;IGNACIO GARCIA;IGNACIO GARCÍA;00226800;PLAZA;DE;CUPIDO;CUPIDO;00521400;PLAZA;DE LA;VILLA DE CANILLEJAS;VILLA DE CANILLEJAS
00371300;CALLE;DE;IGNACIO SANTOS VIÑUELAS;IGNACIO SANTOS VIÑUELAS;00275000;CALLE;DE;ESPERANZA MACARENA;ESPERANZA MACARENA;00435800;CALLE;DE;LEONOR GONGORA;LEONOR GÓNGORA
00001426;PLAZA;DE;IGNACIO UGALDE;IGNACIO UGALDE;00000853;CALLE;DE;HINOJOSA DEL DUQUE;HINOJOSA DEL DUQUE;00000854;CALLE;DE;JOSE RAMON VIZCAINO;JOSÉ RAMÓN VIZCAÍNO
00371500;PLAZA;DE;IGNACIO VILLALONGA;IGNACIO VILLALONGA;00708300;CALLE;DE;SEO DE URGEL;SEO DE URGEL;00600300;CALLE;DE;POBLA DE SEGUR;POBLA DE SEGUR
31001785;CALLE;DE LA;IGUALDAD;IGUALDAD;31001764;AVENIDA;DE;MIGUEL DELIBES;MIGUEL DELIBES;31001765;AVENIDA;DE;BLAS DE LEZO;BLAS DE LEZO
31003597;GLORIETA;DE;ILDEFONSO CERDA;ILDEFONSO CERDÁ;31003568;CALLE;DE;BET FIGUERAS;BET FIGUERAS;31001913;CALLE;DE;LUIS MARTINEZ FEDUCHI;LUIS MARTÍNEZ FEDUCHI
31000304;CALLE;DE;ILDEFONSO GONZALEZ VALENCIA;ILDEFONSO GONZÁLEZ VALENCIA;00600400;AVENIDA;DE LOS;POBLADOS;POBLADOS;99000003;LUGAR;;LIMITE TERMINO MUNICIPAL;LÍMITE TÉRMINO MUNICIPAL
00371700;CALLE;DE;ILLESCAS;ILLESCAS;00285200;PASEO;DE;EXTREMADURA;EXTREMADURA;00543700;CALLE;DE;OCAÑA;OCAÑA
00002371;CALLE;DE;ILLORA;ILLORA;00657400;CALLE;DE;SALVADOR MARTINEZ;SALVADOR MARTÍNEZ;00557560;CALLE;DE;PADUL;PADUL
31001787;CALLE;DE LA;ILUSION;ILUSIÓN;31001764;AVENIDA;DE;MIGUEL DELIBES;MIGUEL DELIBES;31001765;AVENIDA;DE;BLAS DE LEZO;BLAS DE LEZO
00762005;AVENIDA;DE LA;ILUSTRACION;ILUSTRACIÓN;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;MADRID A COLMENAR VIEJO;00563600;CARRETERA;DE;EL PARDO;EL PARDO
00762005;AVENIDA;DE LA;ILUSTRACION;ILUSTRACIÓN;00176100;CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;00563600;CARRETERA;DE;EL PARDO;EL PARDO
00371800;CALLE;DE LA;ILUSTRACION;ILUSTRACIÓN;00073500;CALLE;DE;ARRIAZA;ARRIAZA;00638400;PASEO;DEL;REY;REY
00371900;CALLE;DE LA;IMAGEN;IMAGEN;00665400;AVENIDA;DE;SAN DIEGO;SAN DIEGO;00615800;CALLE;DEL;PUERTO DE BALBARAN;PUERTO DE BALBARÁN
00372000;CALLE;DEL;IMPALA;IMPALA;00116600;AVENIDA;DE;BUCARAMANGA;BUCARAMANGA;00723500;CALLE;DE;SINCELEJO;SINCELEJO
00372100;CALLE;;IMPERIAL;IMPERIAL;00611400;PLAZA;DE LA;PROVINCIA;PROVINCIA;00743600;CALLE;DE;TOLEDO;TOLEDO
00372200;PASEO;;IMPERIAL;IMPERIAL;00706400;RONDA;DE;SEGOVIA;SEGOVIA;00597700;GLORIETA;DE LAS;PIRAMIDES;PIRÁMIDES
31001773;CALLE;DE;IMPERIO ARGENTINA;IMPERIO ARGENTINA;31001767;CALLE;DEL;ALTO DEL ESPARRAGAL;ALTO DEL ESPARRAGAL;31001772;CALLE;DEL;ARROYO DEL CAÑAVERAL;ARROYO DEL CAÑAVERAL
00372500;CALLE;DE;INDALECIO FERNANDEZ;INDALECIO FERNÁNDEZ;00059400;CALLE;DE;ANTONIO LOPEZ;ANTONIO LÓPEZ;00583100;CAMINO;DE;PERALES;PERALES
00002483;BULEVAR;DE;INDALECIO PRIETO;INDALECIO PRIETO;00778900;CAMINO;;VIEJO DE VICALVARO;VIEJO DE VICÁLVARO;00002482;CALLE;DE;COPERNICO;COPÉRNICO
00372600;CALLE;DE LA;INDEPENDENCIA;INDEPENDENCIA;00274300;CALLE;DEL;ESPEJO;ESPEJO;00378200;PLAZA;DE;ISABEL II;ISABEL II
00372700;PLAZA;DE LA;INDEPENDENCIA;INDEPENDENCIA;00018900;CALLE;DE;ALCALA;ALCALÁ;00027500;CALLE;DE;ALFONSO XII;ALFONSO XII
00002866;CALLE;DE;INDIA;INDIA;00002858;AVENIDA;;CENTRAL;CENTRAL;99000001;LUGAR;;FONDO DE SACO;FONDO DE SACO
00000757;CALLE;DE LA;INDULGENCIA;INDULGENCIA;00794400;CALLE;DE LA;VIRGEN DE LA NOVENA;VIRGEN DE LA NOVENA;00000737;CALLE;DE LAS;BATERIAS;BATERÍAS
00372900;CALLE;DE LA;INDUSTRIA;INDUSTRIA;00165700;PLAZA;DEL;CERRO BERMEJO;CERRO BERMEJO;00124500;CALLE;DE;CALATAYUD;CALATAYUD
00373000;PLAZA;DE LA;INFANCIA;INFANCIA;00501500;CALLE;DEL;MEMBRILLO;MEMBRILLO;00437000;CALLE;DEL;LEVANTE;LEVANTE
31000096;CALLE;DE LA;INFANTA CATALINA MICAELA;INFANTA CATALINA MICAELA;31000067;AVENIDA;DEL;INGENIERO EMILIO HERRERA;INGENIERO EMILIO HERRERA;31000067;AVENIDA;DEL;INGENIERO EMILIO HERRERA;INGENIERO EMILIO HERRERA
00373100;PASEO;DE LA;INFANTA ISABEL;INFANTA ISABEL;00264800;PLAZA;DEL;EMPERADOR CARLOS V;EMPERADOR CARLOS V;00635100;PASEO;DE LA;REINA CRISTINA;REINA CRISTINA
31000127;CALLE;DE LA;INFANTA MARIA;INFANTA MARÍA;00548450;CALLE;DE;OÑA;OÑA;31000074;AVENIDA;DE;ISABEL DE VALOIS;ISABEL DE VALOIS
00373200;CALLE;DE LA;INFANTA MARIA TERESA;INFANTA MARÍA TERESA;00353200;PASEO;DE;LA HABANA;LA HABANA;00710300;CALLE;DE;SERRANO;SERRANO
00373400;CALLE;DE LA;INFANTA MERCEDES;INFANTA MERCEDES;00084800;CALLE;DE;AVILA;ÁVILA;00759000;CALLE;DE;ULPIANA BENITO;ULPIANA BENITO
00373500;TRAVESIA;DE LA;INFANTA MERCEDES;INFANTA MERCEDES;00373400;CALLE;DE LA;INFANTA MERCEDES;INFANTA MERCEDES;00332600;CALLE;DEL;GENERAL RAMIREZ DE MADRID;GENERAL RAMÍREZ DE MADRID
00373600;CALLE;DE LAS;INFANTAS;INFANTAS;00313100;CALLE;DE;FUENCARRAL;FUENCARRAL;00638500;PLAZA;DEL;REY;REY
00373700;CALLE;DEL;INFANTE;INFANTE;00255900;CALLE;DE;ECHEGARAY;ECHEGARAY;00435300;CALLE;DEL;LEON;LEÓN
31000131;CALLE;DEL;INFANTE DIEGO;INFANTE DIEGO;31000074;AVENIDA;DE;ISABEL DE VALOIS;ISABEL DE VALOIS;31000070;CALLE;DE;ANA DE AUSTRIA;ANA DE AUSTRIA
31000126;CALLE;DEL;INFANTE FERNANDO;INFANTE FERNANDO;31000070;CALLE;DE;ANA DE AUSTRIA;ANA DE AUSTRIA;31000074;AVENIDA;DE;ISABEL DE VALOIS;ISABEL DE VALOIS
31000130;CALLE;DEL;INFANTE JAIME;INFANTE JAIME;31000074;AVENIDA;DE;ISABEL DE VALOIS;ISABEL DE VALOIS;31000070;CALLE;DE;ANA DE AUSTRIA;ANA DE AUSTRIA
00373900;CALLE;DE;INFIESTO;INFIESTO;00432400;CALLE;DE;LAVIANA;LAVIANA;00133200;CALLE;DE;CANGAS DE ONIS;CANGAS DE ONÍS
00373950;AVENIDA;DEL;INGENIERO CONDE DE TORROJA;INGENIERO CONDE DE TORROJA;00749300;CALLE;DEL;INGENIERO TORRES QUEVEDO;INGENIERO TORRES QUEVEDO;00002357;CALLE;DE;MARIO ROSO DE LUNA;MARIO ROSO DE LUNA
31000067;AVENIDA;DEL;INGENIERO EMILIO HERRERA;INGENIERO EMILIO HERRERA;00000840;CALLE;DE;ARIADNA;ARIADNA;00001894;AUTOVIA;;M-40;M-40
00749300;CALLE;DEL;INGENIERO TORRES QUEVEDO;INGENIERO TORRES QUEVEDO;00064400;AVENIDA;DE;ARAGON;ARAGÓN;00002357;CALLE;DE;MARIO ROSO DE LUNA;MARIO ROSO DE LUNA
00374100;CAMINO;DE LOS;INGENIEROS;INGENIEROS;00259400;GLORIETA;DEL;EJERCITO;EJÉRCITO;00538800;CALLE;DE;NUESTRA SEÑORA DE LA LUZ;NUESTRA SEÑORA DE LA LUZ
