LISTADO ACIDENTES DONDE INTERVIENEN BICICLETAS MENSUAL;;;;ENERO  - SEPTIEMBRE 2017;;;
Fecha;TRAMO HORARIO;Nm Tot Victimas;DISTRITO;Lugar;Numero;Tipo Accidente;Tipo Vehiculo
02/08/2017 0:00;DE 16:00 A 16:59;1;VICALVARO                     ;CALLE DEL LAGO ISEO                                                                               ;2;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               
04/08/2017 0:00;DE 13:00 A 13:59;1;CENTRO                        ;CALLE DEL BARCO                                                                                   ;20;CAÍDA BICICLETA                         ;BICICLETA                               
05/08/2017 0:00;DE 13:00 A 13:59;1;LATINA                        ;CALLE DE CEBREROS                                                                                 ;11;ATROPELLO                               ;BICICLETA                               
05/08/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE SAN BERNARDO                                                                             ;86;COLISIÓN DOBLE                          ;BICICLETA                               
08/08/2017 0:00;DE 8:00 A 8:59;1;HORTALEZA                     ;AVENIDA DE LAS FUERZAS ARMADAS - GLORIETA DE JOSE LUIS FERNANDEZ DEL AMO                            ;          ;COLISIÓN DOBLE                          ;BICICLETA                               
08/08/2017 0:00;DE 13:00 A 13:59;1;ARGANZUELA                    ;GLORIETA DE LAS PIRAMIDES - PASEO DE LAS ACACIAS                                                    ;;COLISIÓN DOBLE                          ;BICICLETA                               
10/08/2017 0:00;DE 8:00 A 8:59;1;SALAMANCA                     ;CALLE DE ALCALA                                                                                   ;81;COLISIÓN DOBLE                          ;BICICLETA                               
10/08/2017 0:00;DE 21:00 A 21:59;1;TETUAN                        ;CALLE DE FRANCOS RODRIGUEZ                                                                        ;26;COLISIÓN DOBLE                          ;BICICLETA                               
12/08/2017 0:00;DE 15:00 A 15:59;1;CHAMARTIN                     ;PASEO DE LA CASTELLANA                                                                            ;214;COLISIÓN DOBLE                          ;BICICLETA                               
12/08/2017 0:00;DE 21:00 A 21:59;1;CENTRO                        ;CALLE DE EMBAJADORES                                                                              ;6;COLISIÓN DOBLE                          ;BICICLETA                               
14/08/2017 0:00;DE 12:00 A 12:59;1;CARABANCHEL                   ;AVENIDA DEL MANZANARES                                                                            ;176;CAÍDA BICICLETA                         ;BICICLETA                               
14/08/2017 0:00;DE 21:00 A 21:59;1;MONCLOA-ARAVACA               ;CUESTA DE SAN VICENTE                                                                             ;20;CAÍDA BICICLETA                         ;BICICLETA                               
15/08/2017 0:00;DE 21:00 A 21:59;1;FUENCARRAL-EL PARDO           ;CALLE DE NUESTRA SEÑORA DE VALVERDE                                                               ;182;CAÍDA BICICLETA                         ;BICICLETA                               
17/08/2017 0:00;DE 9:00 A 9:59;1;RETIRO                        ;PASEO DEL PRADO - PLAZA DE LA LEALTAD                                                               ;;COLISIÓN DOBLE                          ;BICICLETA                               
18/08/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DE PRIM - PASEO DE RECOLETOS                                                                  ;;CAÍDA BICICLETA                         ;BICICLETA                               
18/08/2017 0:00;DE 17:00 A 17:59;1;ARGANZUELA                    ;CALLE DE SEGOVIA - PASEO DE LA VIRGEN DEL PUERTO                                                    ;;ATROPELLO                               ;BICICLETA                               
20/08/2017 0:00;DE 8:00 A 8:59;1;LATINA                        ;CALLE DE LOS YEBENES                                                                              ;;COLISIÓN DOBLE                          ;BICICLETA                               
20/08/2017 0:00;DE 21:00 A 21:59;2;MONCLOA-ARAVACA               ;PARQUE DE LA CASA DE CAMPO - PASEO DEL EMBARCADERO                                                  ;;COLISIÓN DOBLE                          ;BICICLETA                               
21/08/2017 0:00;DE 10:00 A 10:59;1;CENTRO                        ;CALLE DE SEGOVIA - CUESTA DE LA VEGA                                                                ;;CAÍDA BICICLETA                         ;BICICLETA                               
21/08/2017 0:00;DE 19:00 A 19:59;2;VILLA DE VALLECAS             ;CALLE  REAL DE ARGANDA - CALLE DE POZA DE LA SAL                                                    ;;ATROPELLO                               ;BICICLETA                               
22/08/2017 0:00;DE 8:00 A 8:59;3;VILLAVERDE                    ;CALLE DE LA LAGUNA DEL MARQUESADO - CALLE DE LA RESINA                                              ;;CAÍDA BICICLETA                         ;BICICLETA                               
22/08/2017 0:00;DE 18:00 A 18:59;1;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;19000;CAÍDA BICICLETA                         ;BICICLETA                               
23/08/2017 0:00;DE 21:00 A 21:59;1;SALAMANCA                     ;CALLE DE JUAN BRAVO                                                                               ;44;CAÍDA BICICLETA                         ;BICICLETA                               
24/08/2017 0:00;DE 11:00 A 11:59;1;CENTRO                        ;PASEO DE LA CIUDAD DE PLASENCIA                                                                     ;;CAÍDA BICICLETA                         ;BICICLETA                               
24/08/2017 0:00;DE 15:00 A 15:59;1;ARGANZUELA                    ;CALLE DE LA BATALLA DEL SALADO - CALLE DE PEDRO UNANUE                                              ;;COLISIÓN DOBLE                          ;BICICLETA                               
24/08/2017 0:00;DE 16:00 A 16:59;1;TETUAN                        ;CALLE DE BRAVO MURILLO                                                                            ;101;COLISIÓN DOBLE                          ;BICICLETA                               
26/08/2017 0:00;DE 10:00 A 10:59;1;ARGANZUELA                    ;RONDA DE SEGOVIA                                                                                  ;2;CAÍDA BICICLETA                         ;BICICLETA                               
27/08/2017 0:00;DE 14:00 A 14:59;1;TETUAN                        ;PASEO DE LA CASTELLANA                                                                            ;117;CAÍDA BICICLETA                         ;BICICLETA                               
28/08/2017 0:00;DE 10:00 A 10:59;1;VILLA DE VALLECAS             ;AUTOVIA  M-45 - AVENIDA DEL ENSANCHE DE VALLECAS                                                    ;;COLISIÓN DOBLE                          ;BICICLETA                               
29/08/2017 0:00;DE 11:00 A 11:59;2;LATINA                        ;AVENIDA DE PORTUGAL                                                                               ;67;ATROPELLO                               ;BICICLETA                               
30/08/2017 0:00;DE 20:00 A 20:59;1;VILLA DE VALLECAS             ;CALLE  REAL DE ARGANDA                                                                            ;78;COLISIÓN DOBLE                          ;BICICLETA                               
31/08/2017 0:00;DE 13:00 A 13:59;1;CENTRO                        ;GLORIETA DE RUIZ JIMENEZ                                                                          ;1;COLISIÓN DOBLE                          ;BICICLETA                               
31/08/2017 0:00;DE 13:00 A 13:59;1;MONCLOA-ARAVACA               ;CARRETERA DE CASTILLA KM.                                                                           ;1500;COLISIÓN DOBLE                          ;BICICLETA                               
01/09/2017 0:00;DE 17:00 A 17:59;1;ARGANZUELA                    ;CALLE DE TOLEDO - PASEO DEL DOCTOR VALLEJO NAGERA                                                   ;;CAÍDA BICICLETA                         ;BICICLETA                               
01/09/2017 0:00;DE 17:00 A 17:59;1;TETUAN                        ;CALLE DE LA ALFALFA - CALLE DEL CAPITAN BLANCO ARGIBAY                                              ;;COLISIÓN DOBLE                          ;BICICLETA                               
02/09/2017 0:00;DE 20:00 A 20:59;1;CHAMARTIN                     ;CALLE DE LA HIEDRA                                                                                ;26;CAÍDA BICICLETA                         ;BICICLETA                               
02/09/2017 0:00;DE 20:00 A 20:59;1;PUENTE DE VALLECAS            ;CALLE DE LA CAMPIÑA                                                                               ;48;COLISIÓN DOBLE                          ;BICICLETA                               
03/09/2017 0:00;DE 12:00 A 12:59;1;FUENCARRAL-EL PARDO           ;PLAZA DEL NORTE - RONDA DE LA COMUNICACION                                                          ;;CAÍDA BICICLETA                         ;BICICLETA                               
04/09/2017 0:00;DE 10:00 A 10:59;1;BARAJAS                       ;CALLE DE LA CORBETA - CALLE DE LA RIOJA                                                             ;;COLISIÓN DOBLE                          ;BICICLETA                               
04/09/2017 0:00;DE 10:00 A 10:59;1;MONCLOA-ARAVACA               ;PASEO DEL EMBARCADERO                                                                             ;1;CAÍDA BICICLETA                         ;BICICLETA                               
04/09/2017 0:00;DE 22:00 A 22:59;1;PUENTE DE VALLECAS            ;CALLE DEL RIO PARANA - CALLE DEL RIO URUGUAY                                                        ;;COLISIÓN DOBLE                          ;BICICLETA                               
04/09/2017 0:00;DE 22:00 A 22:59;1;VILLAVERDE                    ;CALLE DE JUAN JOSE MARTINEZ SECO                                                                  ;5;COLISIÓN DOBLE                          ;BICICLETA                               
05/09/2017 0:00;DE 12:00 A 12:59;1;TETUAN                        ;CALLE DE ESTEBANEZ CALDERON - PASEO DE LA CASTELLANA                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
05/09/2017 0:00;DE 14:00 A 14:59;1;ARGANZUELA                    ;CALLE DE TOLEDO                                                                                   ;128;COLISIÓN DOBLE                          ;BICICLETA                               
05/09/2017 0:00;DE 14:00 A 14:59;1;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ALBERTO PALACIOS                                         ;;CAÍDA BICICLETA                         ;BICICLETA                               
05/09/2017 0:00;DE 18:00 A 18:59;1;LATINA                        ;CALLE DE LOS YEBENES                                                                              ;108;COLISIÓN DOBLE                          ;BICICLETA                               
05/09/2017 0:00;DE 21:00 A 21:59;2;CENTRO                        ;CALLE DE SEGOVIA - RONDA DE SEGOVIA                                                                 ;;COLISIÓN DOBLE                          ;BICICLETA                               
05/09/2017 0:00;DE 23:00 A 23:59;1;CENTRO                        ;CALLE DE BAILEN - GRAN VIA DE SAN FRANCISCO                                                         ;;CAÍDA BICICLETA                         ;BICICLETA                               
07/09/2017 0:00;DE 8:00 A 8:59;1;CHAMBERI                      ;CALLE DE CEA BERMUDEZ - CALLE DE VALLEHERMOSO                                                       ;;CAÍDA BICICLETA                         ;BICICLETA                               
07/09/2017 0:00;DE 10:00 A 10:59;1;CENTRO                        ;CALLE DE BARQUILLO                                                                                ;21;COLISIÓN DOBLE                          ;BICICLETA                               
07/09/2017 0:00;DE 21:00 A 21:59;2;CENTRO                        ;CALLE DE TOLEDO                                                                                   ;40;ATROPELLO                               ;BICICLETA                               
08/09/2017 0:00;DE 14:00 A 14:59;1;CENTRO                        ;CALLE DE LOS REYES                                                                                ;5;COLISIÓN DOBLE                          ;BICICLETA                               
09/09/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE LA RIBERA DE CURTIDORES                                                                  ;18;CAÍDA BICICLETA                         ;BICICLETA                               
09/09/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE  GRAN VIA                                                                                   ;42;COLISIÓN DOBLE                          ;BICICLETA                               
10/09/2017 0:00;DE 21:00 A 21:59;1;PUENTE DE VALLECAS            ;CALLE DE SANTA CATALINA - RONDA  SUR                                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
11/09/2017 0:00;DE 21:00 A 21:59;2;CENTRO                        ;CALLE DE FUENCARRAL                                                                               ;107;COLISIÓN DOBLE                          ;BICICLETA                               
12/09/2017 0:00;DE 15:00 A 15:59;1;CHAMARTIN                     ;CALLE DEL PRINCIPE DE VERGARA                                                                     ;132;CAÍDA BICICLETA                         ;BICICLETA                               
12/09/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;CALLE DEL DOCTOR ESQUERDO - PLAZA DEL CONDE DE CASAL                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
12/09/2017 0:00;DE 20:00 A 20:59;1;MONCLOA-ARAVACA               ;CALLE DE ANTONIO MACHADO - CALLE DE FRANCOS RODRIGUEZ                                               ;;CAÍDA BICICLETA                         ;BICICLETA                               
13/09/2017 0:00;DE 19:00 A 19:59;1;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR                                                                             ;12;CAÍDA BICICLETA                         ;BICICLETA                               
13/09/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE SEGOVIA                                                                                  ;21;CAÍDA BICICLETA                         ;BICICLETA                               
15/09/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DEL CONDE DE ROMANONES                                                                      ;10;CAÍDA BICICLETA                         ;BICICLETA                               
15/09/2017 0:00;DE 22:00 A 22:59;1;MONCLOA-ARAVACA               ;CALLE DEL MARQUES DE URQUIJO                                                                      ;10;COLISIÓN DOBLE                          ;BICICLETA                               
16/09/2017 0:00;DE 12:00 A 12:59;1;PUENTE DE VALLECAS            ;CARRETERA DE VILLAVERDE A VALLECAS KM.                                                              ;4800;CAÍDA BICICLETA                         ;BICICLETA                               
16/09/2017 0:00;DE 14:00 A 14:59;1;CENTRO                        ;CALLE DE SAN BERNARDO                                                                             ;87;CAÍDA BICICLETA                         ;BICICLETA                               
17/09/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;GRAN VIA DE SAN FRANCISCO                                                                         ;1;CAÍDA BICICLETA                         ;BICICLETA                               
17/09/2017 0:00;DE 4:00 A 4:59;1;CHAMBERI                      ;AVENIDA DE LA REINA VICTORIA - AVENIDA DE PABLO IGLESIAS                                            ;;CAÍDA BICICLETA                         ;BICICLETA                               
17/09/2017 0:00;DE 11:00 A 11:59;1;HORTALEZA                     ;AUTOVIA  M-40 - AVENIDA DE LOGROÑO                                                                  ;          ;COLISIÓN DOBLE                          ;BICICLETA                               
17/09/2017 0:00;DE 11:00 A 11:59;1;MONCLOA-ARAVACA               ;CUESTA DE SAN VICENTE                                                                             ;16;COLISIÓN DOBLE                          ;BICICLETA                               
17/09/2017 0:00;DE 12:00 A 12:59;1;CHAMBERI                      ;CALLE DE SANTA ENGRACIA - CALLE DE VIRIATO                                                          ;;COLISIÓN DOBLE                          ;BICICLETA                               
17/09/2017 0:00;DE 12:00 A 12:59;1;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
18/09/2017 0:00;DE 10:00 A 10:59;1;CHAMARTIN                     ;PASEO DE LA CASTELLANA                                                                            ;112;CAÍDA BICICLETA                         ;BICICLETA                               
18/09/2017 0:00;DE 16:00 A 16:59;2;SAN BLAS                      ;AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA                                                      ;15;COLISIÓN DOBLE                          ;BICICLETA                               
18/09/2017 0:00;DE 19:00 A 19:59;1;CIUDAD LINEAL                 ;CALLE DE ARTURO SORIA                                                                             ;164;CAÍDA BICICLETA                         ;BICICLETA                               
19/09/2017 0:00;DE 10:00 A 10:59;1;RETIRO                        ;CALLE DEL DOCTOR ESQUERDO                                                                         ;62;CAÍDA BICICLETA                         ;BICICLETA                               
20/09/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DE ARGUMOSA - RONDA DE ATOCHA                                                                 ;;CAÍDA BICICLETA                         ;BICICLETA                               
20/09/2017 0:00;DE 14:00 A 14:59;1;TETUAN                        ;AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI - CALLE DE ALEJANDRO RODRIGUEZ                             ;;COLISIÓN DOBLE                          ;BICICLETA                               
20/09/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE ATOCHA                                                                                   ;116;CAÍDA BICICLETA                         ;BICICLETA                               
21/09/2017 0:00;DE 00:00 A 00:59;1;USERA                         ;CALLE DE CERECINOS - CALLE DE MARCELO USERA                                                         ;;COLISIÓN DOBLE                          ;BICICLETA                               
21/09/2017 0:00;DE 8:00 A 8:59;1;SALAMANCA                     ;CALLE DE MARTINEZ IZQUIERDO                                                                       ;62;COLISIÓN DOBLE                          ;BICICLETA                               
21/09/2017 0:00;DE 8:00 A 8:59;1;USERA                         ;CALLE DE MARCELO USERA - CALLE DE NICOLAS USERA                                                     ;;ATROPELLO                               ;BICICLETA                               
21/09/2017 0:00;DE 13:00 A 13:59;1;MONCLOA-ARAVACA               ;CALLE DE FERRAZ                                                                                   ;4;CAÍDA BICICLETA                         ;BICICLETA                               
21/09/2017 0:00;DE 18:00 A 18:59;1;CHAMARTIN                     ;CALLE DEL PRINCIPE DE VERGARA                                                                     ;142;CAÍDA BICICLETA                         ;BICICLETA                               
22/09/2017 0:00;DE 13:00 A 13:59;1;RETIRO                        ;CALLE DE CAVANILLES                                                                               ;36;CAÍDA BICICLETA                         ;BICICLETA                               
22/09/2017 0:00;DE 14:00 A 14:59;1;CENTRO                        ;PLAZA DEL CAMPILLO DEL MUNDO NUEVO - RONDA DE TOLEDO                                                ;;COLISIÓN DOBLE                          ;BICICLETA                               
22/09/2017 0:00;DE 17:00 A 17:59;1;HORTALEZA                     ;AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA - AVENIDA DE MANUEL FRAGA IRIBARNE                        ;;CAÍDA BICICLETA                         ;BICICLETA                               
22/09/2017 0:00;DE 18:00 A 18:59;2;SAN BLAS                      ;CALLE DE RUFINO GONZALEZ                                                                          ;23;ATROPELLO                               ;BICICLETA                               
23/09/2017 0:00;DE 1:00 A 1:59;1;SALAMANCA                     ;PASEO DE LA CASTELLANA - PLAZA DE COLON                                                             ;;CAÍDA BICICLETA                         ;BICICLETA                               
23/09/2017 0:00;DE 11:00 A 11:59;2;MONCLOA-ARAVACA               ;CAMINO DEL HUMERA                                                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
23/09/2017 0:00;DE 12:00 A 12:59;1;MONCLOA-ARAVACA               ;PASEO DE MEDIANIL                                                                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
23/09/2017 0:00;DE 13:00 A 13:59;1;TETUAN                        ;PARQUE DE AGUSTIN RODRIGUEZ SAHAGUN                                                                 ;;ATROPELLO                               ;BICICLETA                               
23/09/2017 0:00;DE 19:00 A 19:59;1;SALAMANCA                     ;CALLE DE JOSE ORTEGA Y GASSET - PASEO DE LA CASTELLANA                                              ;;CAÍDA BICICLETA                         ;BICICLETA                               
24/09/2017 0:00;DE 5:00 A 5:59;1;MONCLOA-ARAVACA               ;CALLE DE FERRAZ                                                                                   ;4;CAÍDA BICICLETA                         ;BICICLETA                               
24/09/2017 0:00;DE 9:00 A 9:59;1;CENTRO                        ;CALLE DE ATOCHA - PLAZA DE SANTA ANA                                                                ;;CAÍDA BICICLETA                         ;BICICLETA                               
24/09/2017 0:00;DE 13:00 A 13:59;1;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;;COLISIÓN DOBLE                          ;BICICLETA                               
24/09/2017 0:00;DE 17:00 A 17:59;1;SALAMANCA                     ;CALLE DE ALCALA                                                                                   ;204;COLISIÓN DOBLE                          ;BICICLETA                               
24/09/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;AVENIDA DE LA CIUDAD DE BARCELONA                                                                 ;142;COLISIÓN DOBLE                          ;BICICLETA                               
24/09/2017 0:00;DE 21:00 A 21:59;1;USERA                         ;CAMINO DE PERALES                                                                                 ;14;CAÍDA BICICLETA                         ;BICICLETA                               
26/09/2017 0:00;DE 18:00 A 18:59;1;SALAMANCA                     ;CALLE DE JOSE ORTEGA Y GASSET                                                                     ;8;COLISIÓN DOBLE                          ;BICICLETA                               
26/09/2017 0:00;DE 20:00 A 20:59;1;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - CALLE  VIA LUSITANA                                                       ;;COLISIÓN DOBLE                          ;BICICLETA                               
27/09/2017 0:00;DE 2:00 A 2:59;1;TETUAN                        ;CALLE DE PALENCIA                                                                                 ;32;CAÍDA BICICLETA                         ;BICICLETA                               
27/09/2017 0:00;DE 20:00 A 20:59;2;USERA                         ;AVENIDA DE RAFAELA YBARRA                                                                         ;30;ATROPELLO                               ;BICICLETA                               
27/09/2017 0:00;DE 21:00 A 21:59;2;RETIRO                        ;PASEO DEL PRADO                                                                                   ;7;COLISIÓN DOBLE                          ;BICICLETA                               
28/09/2017 0:00;DE 18:00 A 18:59;1;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE AMERICO CASTRO                                           ;;COLISIÓN DOBLE                          ;BICICLETA                               
28/09/2017 0:00;DE 18:00 A 18:59;1;MONCLOA-ARAVACA               ;CALLE DE FERNANDEZ DE LOS RIOS - CALLE DE ISAAC PERAL                                               ;;ATROPELLO                               ;BICICLETA                               
28/09/2017 0:00;DE 21:00 A 21:59;1;RETIRO                        ;AVENIDA DE MENENDEZ PELAYO                                                                        ;51;CAÍDA BICICLETA                         ;BICICLETA                               
29/09/2017 0:00;DE 1:00 A 1:59;1;CHAMBERI                      ;CALLE DE FUENCARRAL                                                                               ;111;CAÍDA BICICLETA                         ;BICICLETA                               
29/09/2017 0:00;DE 2:00 A 2:59;1;CENTRO                        ;CALLE DE ATOCHA                                                                                   ;90;CAÍDA BICICLETA                         ;BICICLETA                               
29/09/2017 0:00;DE 8:00 A 8:59;1;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;;COLISIÓN DOBLE                          ;BICICLETA                               
29/09/2017 0:00;DE 10:00 A 10:59;2;MORATALAZ                     ;CALLE DE LA FUENTE CARRANTONA                                                                     ;31;COLISIÓN MÚLTIPLE                       ;BICICLETA                               
29/09/2017 0:00;DE 14:00 A 14:59;1;CHAMBERI                      ;CALLE DE ANDRES MELLADO - CALLE DE CEA BERMUDEZ                                                     ;;COLISIÓN DOBLE                          ;BICICLETA                               
29/09/2017 0:00;DE 15:00 A 15:59;1;ARGANZUELA                    ;RONDA DE TOLEDO                                                                                   ;10;CAÍDA BICICLETA                         ;BICICLETA                               
29/09/2017 0:00;DE 16:00 A 16:59;1;CIUDAD LINEAL                 ;CALLE DE ALCALA                                                                                   ;303;COLISIÓN DOBLE                          ;BICICLETA                               
30/09/2017 0:00;DE 19:00 A 19:59;1;CHAMARTIN                     ;PASEO DE LA HABANA                                                                                ;80;CAÍDA BICICLETA                         ;BICICLETA                               
30/09/2017 0:00;DE 22:00 A 22:59;1;FUENCARRAL-EL PARDO           ;CALLE DE FERMIN CABALLERO - CALLE DE LA ISLA DE AROSA                                               ;;ATROPELLO                               ;BICICLETA                               
