"Date","AQS_SITE_ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CSA_CODE","CSA_NAME","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/11/2014","51-710-0024","1","52.80000","ppb","71.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/12/2014","51-710-0024","1","1.10000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/13/2014","51-710-0024","1","29.50000","ppb","41.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/14/2014","51-710-0024","1","13.60000","ppb","19.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/15/2014","51-710-0024","1","31.20000","ppb","44.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/16/2014","51-710-0024","1","6.00000","ppb","9.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/17/2014","51-710-0024","1","22.30000","ppb","31.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/18/2014","51-710-0024","1","1.80000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/19/2014","51-710-0024","1","1.20000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/20/2014","51-710-0024","1","1.60000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/21/2014","51-710-0024","1","1.30000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/22/2014","51-710-0024","1","11.40000","ppb","16.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/23/2014","51-710-0024","1","8.10000","ppb","11.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/24/2014","51-710-0024","1","6.60000","ppb","9.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/25/2014","51-710-0024","1","2.90000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/26/2014","51-710-0024","1","21.70000","ppb","30.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/27/2014","51-710-0024","1","1.50000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/28/2014","51-710-0024","1","2.20000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/29/2014","51-710-0024","1","11.70000","ppb","16.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/30/2014","51-710-0024","1","4.70000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"01/31/2014","51-710-0024","1","10.70000","ppb","14.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/01/2014","51-710-0024","1","4.60000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/02/2014","51-710-0024","1","0.80000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/12/2014","51-710-0024","1","0.30000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/13/2014","51-710-0024","1","4.10000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/14/2014","51-710-0024","1","2.30000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/15/2014","51-710-0024","1","16.90000","ppb","23.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/16/2014","51-710-0024","1","17.90000","ppb","24.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/17/2014","51-710-0024","1","4.60000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/18/2014","51-710-0024","1","4.80000","ppb","6.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/19/2014","51-710-0024","1","11.30000","ppb","16.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/20/2014","51-710-0024","1","8.30000","ppb","11.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/21/2014","51-710-0024","1","1.00000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/22/2014","51-710-0024","1","5.70000","ppb","7.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/23/2014","51-710-0024","1","0.80000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/24/2014","51-710-0024","1","2.40000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/25/2014","51-710-0024","1","1.60000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/26/2014","51-710-0024","1","5.90000","ppb","7.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/27/2014","51-710-0024","1","1.90000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"02/28/2014","51-710-0024","1","2.00000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/01/2014","51-710-0024","1","13.30000","ppb","19.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/02/2014","51-710-0024","1","2.30000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/03/2014","51-710-0024","1","1.80000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/04/2014","51-710-0024","1","1.00000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/05/2014","51-710-0024","1","4.10000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/06/2014","51-710-0024","1","3.40000","ppb","4.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/07/2014","51-710-0024","1","0.30000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/08/2014","51-710-0024","1","4.60000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/09/2014","51-710-0024","1","9.40000","ppb","13.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/10/2014","51-710-0024","1","5.60000","ppb","7.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/11/2014","51-710-0024","1","10.40000","ppb","14.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/12/2014","51-710-0024","1","4.90000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/13/2014","51-710-0024","1","5.20000","ppb","7.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/14/2014","51-710-0024","1","41.30000","ppb","57.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/15/2014","51-710-0024","1","1.50000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/16/2014","51-710-0024","1","2.10000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/17/2014","51-710-0024","1","0.20000","ppb","0.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/18/2014","51-710-0024","1","0.20000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/19/2014","51-710-0024","1","5.80000","ppb","7.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/20/2014","51-710-0024","1","1.80000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/21/2014","51-710-0024","1","6.20000","ppb","9.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/22/2014","51-710-0024","1","1.10000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/23/2014","51-710-0024","1","3.80000","ppb","4.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/24/2014","51-710-0024","1","3.20000","ppb","4.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/25/2014","51-710-0024","1","1.10000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/26/2014","51-710-0024","1","2.00000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/27/2014","51-710-0024","1","19.10000","ppb","27.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/28/2014","51-710-0024","1","16.70000","ppb","23.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/29/2014","51-710-0024","1","11.10000","ppb","16.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/30/2014","51-710-0024","1","1.70000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"03/31/2014","51-710-0024","1","1.90000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/01/2014","51-710-0024","1","1.70000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/02/2014","51-710-0024","1","2.70000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/03/2014","51-710-0024","1","1.10000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/04/2014","51-710-0024","1","3.30000","ppb","4.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/05/2014","51-710-0024","1","1.60000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/06/2014","51-710-0024","1","2.40000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/07/2014","51-710-0024","1","2.40000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/08/2014","51-710-0024","1","3.50000","ppb","4.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/09/2014","51-710-0024","1","1.90000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/10/2014","51-710-0024","1","2.70000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/11/2014","51-710-0024","1","1.10000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/12/2014","51-710-0024","1","1.10000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/13/2014","51-710-0024","1","0.90000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/14/2014","51-710-0024","1","0.70000","ppb","0.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/15/2014","51-710-0024","1","0.90000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/16/2014","51-710-0024","1","4.80000","ppb","6.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/17/2014","51-710-0024","1","0.40000","ppb","0.00","22","92.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/18/2014","51-710-0024","1","0.30000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/19/2014","51-710-0024","1","1.10000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/20/2014","51-710-0024","1","0.60000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/21/2014","51-710-0024","1","0.60000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/22/2014","51-710-0024","1","2.50000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/23/2014","51-710-0024","1","14.40000","ppb","20.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/24/2014","51-710-0024","1","17.40000","ppb","24.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/25/2014","51-710-0024","1","0.80000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/26/2014","51-710-0024","1","0.70000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/27/2014","51-710-0024","1","1.20000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/28/2014","51-710-0024","1","0.70000","ppb","0.00","22","92.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/29/2014","51-710-0024","1","0.20000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"04/30/2014","51-710-0024","1","11.40000","ppb","16.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/01/2014","51-710-0024","1","0.30000","ppb","0.00","19","79.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/02/2014","51-710-0024","1","1.60000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/03/2014","51-710-0024","1","1.40000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/04/2014","51-710-0024","1","2.90000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/05/2014","51-710-0024","1","2.30000","ppb","3.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/06/2014","51-710-0024","1","2.90000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/07/2014","51-710-0024","1","0.90000","ppb","0.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/08/2014","51-710-0024","1","2.60000","ppb","3.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/09/2014","51-710-0024","1","1.00000","ppb","1.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/10/2014","51-710-0024","1","1.40000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/11/2014","51-710-0024","1","1.90000","ppb","1.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/12/2014","51-710-0024","1","24.50000","ppb","34.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/13/2014","51-710-0024","1","10.40000","ppb","14.00","23","96.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
"05/14/2014","51-710-0024","1","14.40000","ppb","20.00","24","100.0000","42401","Sulfur dioxide","","","47260","Virginia Beach-Norfolk-Newport News, VA-NC","51","Virginia","710","Norfolk City","36.855550","-76.301350"
