Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
439024,9057;4477163,743;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;JULIAN ROMEA, CALLE, DE;S/N;107630023
439435,7867;4477141,263;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;JULIAN ROMEA, CALLE, DE;5;107630052
439276,4057;4477459,965;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;LOMA, CALLE, DE LA;6;107630066
440080,9057;4476826,659;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;LUCIO DEL VALLE, CALLE, DE;S/N;107630032
439932,4612;4476836,576;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;LUCIO DEL VALLE, CALLE, DE;9;107630033
440075,9953;4477420,141;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;MARQUES DE LEMA, CALLE, DEL;7;107630059
440124,5214;4477515,555;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;MARQUES DE LEMA, CALLE, DEL;11;107630074
439208,0168;4477324,243;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;OLIVOS, CALLE, DE LOS;6;107630061
438957,8871;4477331,835;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;OLIVOS, CALLE, DE LOS;23;107630062
440052,2807;4477394,951;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;S/N;107630024
440218,739;4477102,743;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;2;107630049
440149,031;4477244,036;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;8;107630057
439949,3223;4477543,409;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;13;107630072
440005,739;4477547,326;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;24;107630073
440167,4742;4477183,821;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;PABLO IGLESIAS, AVENIDA, DE;4;107630076
440203,9057;4477583,493;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;REINA VICTORIA, AVENIDA, DE LA;7;107630075
439233,084;4476856,164;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;9;107630010
439355,6557;4476963,326;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;21;107630017
439476,748;4477067,632;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;31;107630019
439933,6557;4477438,201;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;S/N;107630026
439887,4057;4477374,451;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;S/N;107630031
439876,541;4477410,647;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN FRANCISCO DE SALES, PASEO, DE;41;107630060
439258,9285;4476761,759;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN GABRIEL, PARTICULAR, DE;S/N;107630002
439239,7685;4476825,769;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SAN GABRIEL, PARTICULAR, DE;4;107630038
439913,0935;4477057,866;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SANTANDER, CALLE, DE;1;107630043
439728,0307;4477245,576;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SANTANDER, CALLE, DE;S/N;107630051
438991,6649;4477430,243;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SIERRA, CALLE, DE LA;7;107630063
439692,739;4477484,576;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;SOTOMAYOR, CALLE, DE;3;107630070
439075,989;4477234,409;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;38;107630053
439923,5832;4476714,545;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;83;107630004
439952,8002;4476916,932;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;116;107630041
439042,6031;4477511,529;01/07/2014;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;S/N;107630065
440120,1279;4481073,632;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;6;108420860
439561,3501;4480340,798;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;4;108420821
439618,4612;4480450,021;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;11;108420825
439673,0168;4480610,576;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;29;108420832
439665,8871;4480533,724;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;16;108420833
439715,1703;4480778,839;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;38;108420834
439686,8692;4480805,926;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;108420835
439675,6747;4480912,398;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;50;108420836
439547,4986;4481481,178;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;68;108420872
439625,3567;4481122,267;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;108420897
439604,6192;4481204,551;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;108420898
439597,6192;4481128,064;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;63;108420907
440252,5723;4480970,187;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;4;108420855
439531,489;4480384,993;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;6;108420822
439728,3316;4480474,243;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;1;108420820
439565,0353;4480527,872;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;17;108420837
439423,4057;4480537,076;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;37;108420838
439726,9612;4480422,076;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;3;108420900
439632,3458;4481456,734;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CIEZA, PLAZA, DE;1;108420911
440032,6747;4480910,509;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CORCUBION, PLAZA, DE;3;108420853
439371,2353;4481161,905;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;DOCTOR RAMON CASTROVIEJO, CALLE, DEL;21;108420866
439966,2878;4480637,403;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;S/N;108420794
439861,5723;4480714,021;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;S/N;108420795
440026,239;4480736,576;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;47;108420801
440338,4812;4480644,715;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;11;108420816
440234,4612;4480642,521;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;18;108420817
440130,5168;4480620,354;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;29;108420818
440104,9057;4480792,826;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;S/N;108420905
439927,5723;4480738,659;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;S/N;108420906
439893,5168;4480640,576;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;S/N;108420908
439592,9014;4481521,067;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ESQUIVIAS, PLAZA, DE;14;108420870
439791,0125;4481557,789;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;FERMIN CABALLERO, CALLE, DE;S/N;108420869
440023,6236;4481668,956;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;FERMIN CABALLERO, CALLE, DE;S/N;108420878
439971,3039;4481039,796;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;FONSAGRADA, PLAZA, DE;9;108420861
439367,7864;4480643,514;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GANAPANES, CAMINO, DE;S/N;108420839
439337,3697;4480766,847;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GANAPANES, CAMINO, DE;S/N;108420840
440254,1236;4481359,262;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420809
440390,4057;4480840,993;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420826
440418,739;4480732,409;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420827
440347,739;4481004,187;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;25;108420857
440319,489;4481098,326;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;35;108420858
439998,6113;4481777,931;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420879
439884,4058;4481842,292;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420880
440170,8711;4481602,711;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;108420881
440297,3686;4481169,65;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;41;108420899
440325,6279;4480772,798;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;7;108420910
439613,6192;4480882,787;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;LA BAÑEZA, CALLE, DE;7;108420846
439493,4525;4480866,731;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;LA BAÑEZA, CALLE, DE;22;108420847
439366,5839;4480818,335;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;LA BAÑEZA, CALLE, DE;37;108420848
439390,1753;4480887,292;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;LA BAÑEZA, CALLE, DE;32;108420850
439990,3414;4480838,62;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;66;108420802
440106,9525;4480868,898;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;60;108420803
440287,8131;4480901,539;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;48;108420828
440014,6834;4480826,687;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;66;108420829
439909,8501;4480798,521;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;72;108420830
439809,6834;4480764,909;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;S/N;108420831
439862,4525;4480804,176;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MELCHOR FERNANDEZ ALMAGRO, CALLE, DE;76;108420888
440256,0723;4481056,298;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONDARIZ, PLAZA, DE;9;108420856
440241,5723;4481106,298;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONDARIZ, PLAZA, DE;6;108420859
440191,1747;4481161,12;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONDARIZ, PLAZA, DE;1;108420894
439756,3969;4481077,12;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;42;108420805
439803,0866;4481088,664;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;S/N;108420806
439890,3103;4481111,346;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;38;108420807
440036,1192;4481154,842;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;32 B;108420808
439579,9525;4480949,176;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;143;108420849
439350,6248;4480969,521;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;178;108420864
439747,6192;4481045,453;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;127;108420883
439905,7303;4481084,898;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;117;108420884
439584,7303;4480997,342;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;141;108420885
439518,3969;4480978,842;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;149;108420886
439350,1197;4480928,43;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;173;108420887
439798,6747;4481056,509;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;125;108420889
439422,6197;4480953,93;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;163;108420890
440029,1192;4481117,259;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;111;108420891
440123,8969;4481142,176;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;107;108420896
439549,8969;4481021,676;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;64;108420903
439447,2868;4480994,174;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;68;108420904
440178,8414;4480886,176;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PADRON, PLAZA, DE;1;108420804
440154,5081;4480941,12;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PADRON, PLAZA, DE;3;108420854
439928,4755;4481586,586;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PINTOR FRANCISCO LLORENS, CALLE, DEL;5;108420877
439517,9513;4480698,965;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PONFERRADA, CALLE, DE;2;108420843
439623,4481;4480714,951;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PONFERRADA, CALLE, DE;23;108420844
439603,6747;4480794,12;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PONFERRADA, CALLE, DE;27;108420845
439512,2946;4480469,187;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUENTEDEUME, CALLE, DE;13;108420823
439472,0723;4480500,159;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUENTEDEUME, CALLE, DE;S/N;108420824
439333,9581;4481102,633;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUERTO DE LA CRUZ, PLAZA, DE;3;108420865
439498,7303;4481048,564;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUERTO DE MASPALOMAS, CALLE, DEL;6;108420867
439453,7075;4481202,35;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUERTO DE MASPALOMAS, CALLE, DEL;26;108420868
439465,8414;4481157,342;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;PUERTO DE MASPALOMAS, CALLE, DEL;26;108420909
439910,4525;4480877,453;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;REDONDELA, PLAZA, DE;3;108420852
440218,4057;4480478,798;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;47;108420799
439635,3686;4480417,021;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;1;108420800
439837,2205;4480434,391;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;11;108420815
439982,739;4480474,743;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;27;108420819
439923,5168;4480428,743;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;S/N;108420882
440032,1834;4480456,187;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;45;108420901
440112,9057;4480465,687;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADAVIA, CALLE, DE;S/N;108420902
439721,7858;4480969,509;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;RIBADEO, PLAZA, DE;10;108420863
439960,9014;4481463,901;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SANTIAGO DE COMPOSTELA, CALLE, DE;S/N;108420873
439818,4569;4481425,345;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SANTIAGO DE COMPOSTELA, CALLE, DE;S/N;108420874
439648,1236;4481378,845;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SANTIAGO DE COMPOSTELA, CALLE, DE;S/N;108420875
440108,0125;4481502,512;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SANTIAGO DE COMPOSTELA, CALLE, DE;S/N;108420876
439464,2258;4480621,617;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SARRIA, CALLE, DE;35;108420841
439426,2864;4480757,847;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SARRIA, CALLE, DE;59;108420842
439792,989;4480341,826;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;58;108420796
439992,1834;4480364,743;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;44;108420797
440190,5168;4480385,521;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;32;108420798
440075,6279;4480372,243;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;38;108420892
439882,6279;4480348,243;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;50;108420893
439703,3686;4480330,835;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;SINESIO DELGADO, CALLE, DE;64;108420895
439789,2488;4480845,213;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;TUY, PLAZA, DE;3;108420851
439553,9569;4481622,262;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;UBEDA, CALLE, DE;17;108420871
440121,9014;4481409,067;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VAGUADA, PASEO, DE LA;S/N;108420810
440044,6236;4481387,956;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VAGUADA, PASEO, DE LA;3;108420811
439889,3753;4481348,808;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VAGUADA, PASEO, DE LA;S/N;108420812
439765,3458;4481314,789;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VAGUADA, PASEO, DE LA;S/N;108420813
439678,3969;4481292,398;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VAGUADA, PASEO, DE LA;S/N;108420814
439876,7858;4481009,231;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VERIN, PLAZA, DE;15;108420862
439653,5125;4481452,067;01/01/2017;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;VILLAFRANCA DE LOS BARROS, PLAZA, DE;2;108420912
440963,0668;4481971,391;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;1:00 AM;108520755
440687,1038;4482141,502;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;17;108520766
440453,9557;4482044,724;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;6;108520778
440345,587;4482101,903;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;S/N;108520779
440216,9243;4481963,107;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;10 B;108520780
440084,7021;4481928,07;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;14;108520781
440447,7846;4481474,055;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ANTONIO LOPEZ AGUADO, CALLE, DE;20;108520743
440580,229;4481524,11;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ANTONIO LOPEZ AGUADO, CALLE, DE;10;108520744
440689,4416;4481588,471;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ANTONIO LOPEZ AGUADO, CALLE, DE;1;108520745
441341,724;4481399,936;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARTURO DUPERIER, CALLE, DE;S/N;108520670
441276,3679;4481714,416;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARTURO DUPERIER, CALLE, DE;7;108520728
441297,9929;4481596,916;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARTURO DUPERIER, CALLE, DE;3;108520729
441315,1735;4481488,869;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARTURO DUPERIER, CALLE, DE;2;108520730
441396,224;4481360,38;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;3;108520671
441485,8351;4481345,047;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;S/N;108520672
441193,7846;4481426,166;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;6;108520679
441094,7846;4481437,055;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;10;108520731
440885,4513;4481454,11;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;32;108520732
440914,5439;4481617,536;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;42;108520733
440832,4513;4481516,11;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;S/N;108520734
440759,1179;4481639,416;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;17;108520735
441080,0346;4481408,832;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;9;108520736
440962,9513;4481391,749;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;11;108520737
440784,6061;4481559,383;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;S/N;108520738
441797,9968;4480984,206;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;CASTELLANA, PASEO, DE LA;S/N;108520691
440743,4001;4482070,872;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;6;108520686
440478,9927;4481919,798;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;24;108520687
440819,2149;4482070,761;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;2;108520693
440882,1038;4482088,465;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;S/N;108520756
440662,5853;4482008,242;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;12;108520763
440589,4742;4481982,798;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;16;108520764
440443,8082;4481884,84;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;25;108520765
440354,7341;4481857,581;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;36;108520771
440249,8132;4481816,07;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;42;108520772
440146,7718;4481780,475;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FERMIN CABALLERO, CALLE, DE;50;108520773
440402,1989;4481405,04;01/01/2017;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;FINISTERRE, CALLE, DE;48;108520683
