Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines
438874,44;4473878,42;08/07/2002;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;5;PMR;;1;
438865,01;4473586,93;10/04/2012;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;32;PMR;Línea;1;
438855,93;4473511,9;18/02/1999;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;40;PMR;;1;
439021,46;4473832,65;16/07/2010;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;5;PMR;;1;
438984,85;4473827,96;19/12/2006;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;11;PMR;;1;
438797,82;4472998,35;11/10/2005;02  ARGANZUELA;02-01 IMPERIAL;MARMOL, CALLE, DEL;3;PMR;Línea;1;
438737,15;4472994,84;31/08/2010;02  ARGANZUELA;02-01 IMPERIAL;MARMOL, CALLE, DEL;7;PMR;;1;
438858,48;4473017,62;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;31;PMR;;2;
438876,74;4472885,17;31/03/2015;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;49;PMR;Batería;1;
438954,71;4472658,81;06/08/2009;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;69;PMR;;1;
438919,26;4473737,21;28/06/2002;02  ARGANZUELA;02-01 IMPERIAL;MORENO NIETO, CALLE, DE;11;PMR;;1;
438844,88;4473735,56;06/11/2003;02  ARGANZUELA;02-01 IMPERIAL;MORENO NIETO, CALLE, DE;19;PMR;;1;
438824,32;4473743,82;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;MORENO NIETO, CALLE, DE;20;PMR;;1;
438931,78;4473004,71;07/02/2014;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;13;PMR;Línea;2;
438948,64;4472883,62;22/07/2016;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;23;PMR;Línea;1;
438925,42;4473050,62;29/05/2008;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;Fte 9;PMR;;2;
438814,07;4473465,42;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;5;PMR;;1;
438865,04;4473435,31;31/10/2014;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;S/N;PMR;Batería;2;
439543,07;4473129,72;21/05/2012;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;2;PMR;Línea;1;
439476,93;4473063,91;20/10/2010;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;11;PMR;;1;
439323,91;4472954,37;16/01/1995;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;23;PMR;;1;
439287,65;4472929,65;24/01/2017;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;29;PMR;Línea;1;
439552,51;4473117,34;16/12/2016;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;1 B;PMR;Batería;1;
438870,42;4473342,62;19/02/2016;02  ARGANZUELA;02-01 IMPERIAL;RUY GONZALEZ DE CLAVIJO, CALLE, DE;4;PMR;;;
438744,45;4472907,07;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;SAN ALEJANDRO, CALLE, DE;Fte 12;PMR;;1;
438985,86;4472539,82;23/02/2012;02  ARGANZUELA;02-01 IMPERIAL;SAN EPIFANIO, CALLE, DE;7;PMR;;1;
439411,43;4472975,37;25/07/2000;02  ARGANZUELA;02-01 IMPERIAL;SANTA CASILDA, CALLE, DE;12;PMR;;1;
439116,38;4473494,14;11/10/2013;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2;PMR;Línea;1;
439238,73;4473327,7;01/01/1900;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;24;PMR;;2;RESERVADO:CONDUCTORES VEHICULOSMINUSVALIDOS AUTORIZADOS
439476,85;4472812,65;01/01/1900;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;142;PMR;;1;
439399,41;4472600,85;05/03/2010;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;178;PMR;;1;
439284,63;4472875,9;15/04/2016;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;S/N;PMR;Línea;1;
438826,1;4473839,28;11/04/2000;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;13;PMR;;2;
438808,15;4473677,98;07/07/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;27;PMR;;1;
438808,01;4473558,48;06/06/2012;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;39;PMR;Línea;2;
438809,11;4473531,76;16/12/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;41;PMR;;3;
438803,8;4473462,38;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;45;PMR;;2;
438815,41;4473400,66;04/08/2016;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;47;PMR;Línea;1;
438780,68;4473242,35;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;53;PMR;;1;
438720,16;4473007,05;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;59;PMR;;1;
438740,14;4473122,65;30/12/2009;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;PMR;;1;
438741,81;4472750,68;17/01/2011;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;PMR;;1;
438748,17;4472765,08;17/01/2011;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;PMR;;1;
439849,38;4472342,58;01/01/1900;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;4;PMR;;2;Reservado:[conductores vehículosminusválidos autorizados]
439837,28;4472441,08;25/04/2017;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;PMR;Línea;1;
440371,46;4472377,47;06/11/2012;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;12;PMR;Batería;1;
440389,39;4472362,44;12/07/2011;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;16;PMR;;1;
440382,28;4472357,33;27/09/2013;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;16;PMR;Batería;1;
440433,48;4472260,98;24/01/2005;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;26;PMR;;1;
440444,66;4472239,92;28/05/2014;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;30;PMR;Batería;1;
440427,26;4472292,45;03/07/2004;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;15 A;PMR;;1;
440291,74;4472181,62;14/01/2003;02  ARGANZUELA;02-02 ACACIAS;BAÑOS DE MONTEMAYOR, CALLE, DE;5;PMR;;1;
439617,59;4472439,26;19/08/2009;02  ARGANZUELA;02-02 ACACIAS;CARMEN COBEÑA, CALLE, DE;20;PMR;;2;
439687,96;4473022,74;19/01/2006;02  ARGANZUELA;02-02 ACACIAS;CONCEJAL BENITO MARTIN LOZANO, CALLE, DEL;1:00 AM;PMR;Línea;1;
439853,24;4472952,69;09/10/2000;02  ARGANZUELA;02-02 ACACIAS;CONCEJAL BENITO MARTIN LOZANO, CALLE, DEL;12;PMR;;1;
439744,66;4472677,63;11/02/2013;02  ARGANZUELA;02-02 ACACIAS;DOCTOR VALLEJO NAGERA, PASEO, DEL;38;PMR;Línea;1;
440521,76;4472696,99;26/06/2004;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;96;PMR;;1;
440581,53;4472594,71;29/12/2006;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;106;PMR;;1;
440387,58;4472645,87;09/10/2014;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;28;PMR;Línea;;
440434,02;4472567,85;01/12/2004;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;38;PMR;;1;
440483,74;4472482,35;29/09/2008;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;46;PMR;;1;
440492,41;4472485,58;21/01/2003;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;47;PMR;;1;LABORABLESDE 8 A 20 H.
440535,78;4472392,86;27/09/2013;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;52;PMR;Línea;1;
440081,27;4472787,08;28/06/2010;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;3;PMR;;1;
440116,12;4472721,93;04/08/2009;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;9;PMR;;1;
440169,63;4472622,12;14/11/2007;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;19;PMR;;1;
440370,9;4472196,98;12/07/2004;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;20;PMR;;1;
440243,71;4472482,7;26/10/2004;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;25;PMR;;1;
439906,83;4472977,69;20/05/2014;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;5;PMR;Línea;1;
439916,89;4472815,81;08/09/2015;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;12;PMR;;;
439932,11;4472769,88;03/07/2013;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;14;PMR;Línea;1;
440137;4472831,54;01/01/1900;02  ARGANZUELA;02-02 ACACIAS;LAUREL, CALLE, DEL;1;PMR;;1;Reservado:[conductores vehiculosminusválidos autorizados]
440413,77;4472761,41;07/04/2009;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;11;PMR;;1;
440443,2;4472711,2;12/11/2013;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;17;PMR;Línea;1;
439669,58;4472622,54;06/11/2012;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;3;PMR;Batería;1;
439728,53;4472489,85;05/03/2014;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;10;PMR;Línea;2;
440382,41;4472773,87;14/04/1999;02  ARGANZUELA;02-02 ACACIAS;MORATINES, CALLE, DE;10;PMR;;1;
440222,15;4472635,54;02/06/2014;02  ARGANZUELA;02-02 ACACIAS;MORATINES, CALLE, DE;24;PMR;Línea;;
440066,62;4472278,34;12/07/2003;02  ARGANZUELA;02-02 ACACIAS;NAVES, CALLE, DE LAS;14;PMR;;1;
439662,62;4472953,09;15/04/2016;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;10:00 AM;PMR;Batería;1;
439659,06;4472976,57;19/10/2007;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;10;PMR;;1;
439689,86;4472769,64;14/07/2011;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;28;PMR;;1;
440005,49;4472679,43;30/08/2012;02  ARGANZUELA;02-02 ACACIAS;PALO DE ROSA, CALLE, DEL;3;PMR;Línea;1;
440203,66;4472858,51;01/07/2010;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;1;PMR;;2;
440251,7;4472768,85;31/01/2014;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;17;PMR;Batería;1;
440415,72;4472446,84;01/01/1900;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;42;PMR;;1;
440466,77;4472351,73;18/11/2013;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;54;PMR;Línea;1;
440492,38;4472303,49;15/12/2009;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;62;PMR;;1;
440252,57;4472242,08;30/05/2013;02  ARGANZUELA;02-02 ACACIAS;POZUELO DE ZARZON, CALLE, DE;2;PMR;Línea;1;
440574,78;4472399,71;11/02/2013;02  ARGANZUELA;02-02 ACACIAS;SANTA MARIA DE LA CABEZA, PASEO, DE;68 C;PMR;Línea;2;
440210,66;4472906,94;20/04/2017;02  ARGANZUELA;02-02 ACACIAS;SANTOCILDES, CALLE, DE;4;PMR;Línea;1;
439587,62;4473012,41;12/11/2001;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;133;PMR;;1;
439538,31;4472874,96;26/11/1998;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;145;PMR;;1;
440075,43;4472164,3;30/08/2012;02  ARGANZUELA;02-02 ACACIAS;VALDELASIERRA, CALLE, DE;3;PMR;Línea;1;
440048,59;4472903,32;26/07/2013;02  ARGANZUELA;02-02 ACACIAS;VILLA DE ARBANCON, CALLE, DE LA;6;PMR;Línea;1;EXCEPTO DOMINGOS Y FESTIVOS DE 7 A 16 HORAS
439864,56;4472252,86;21/12/1995;02  ARGANZUELA;02-02 ACACIAS;YESERIAS, PASEO, DE LAS;29;PMR;;1;
440450,85;4472128,63;27/01/2003;02  ARGANZUELA;02-03 CHOPERA;AGUILON, CALLE, DE;5;PMR;;2;Reservado:[vehículos minusválidosautorizados]
440808,47;4471931,65;17/04/2015;02  ARGANZUELA;02-03 CHOPERA;ALDEA DEL FRESNO, CALLE, DE;11;PMR;Línea;1;
440861;4471689,28;15/07/2002;02  ARGANZUELA;02-03 CHOPERA;ALEJANDRO SAINT AUBIN, CALLE, DE;S/N;PMR;;1;
440707,56;4472255,74;14/10/2016;02  ARGANZUELA;02-03 CHOPERA;CACERES, CALLE, DE;39;PMR;Línea;1;
440657,48;4471630,5;28/03/2006;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;10;PMR;;2;
440522,36;4471969,11;01/07/2010;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;19;PMR;;1;
440770,91;4471642,89;19/01/2006;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;43;PMR;;1;LABORABLES DE 8 A 20 H.
440793,59;4471594,13;24/03/2014;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;49;PMR;Línea;1;
440667,15;4471999,14;29/08/2012;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;31;PMR;Línea;2;
440835,28;4471992,73;14/04/2011;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;20B;PMR;;2;
440928,58;4471654,42;28/09/2011;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;4;PMR;;1;
440679,47;4472415,02;03/06/2014;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;114;PMR;Línea;3;
440749,81;4472279,9;01/07/2010;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;130;PMR;Línea;1;
440829,55;4472129,15;04/03/1999;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;144;PMR;;1;
440887,39;4472018,73;20/05/1999;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;158;PMR;;1;
440912,92;4471969,99;16/07/2010;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;162;PMR;;1;
441004,9;4471566,58;18/12/2014;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;2;PMR;Línea;1;
440663,02;4471932,44;26/11/2008;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;3;PMR;;2;
440668,66;4471941,33;28/03/2017;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;8;PMR;Línea;1;
440631,24;4471935,5;09/12/1998;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;Fte 12;PMR;;1;
440609,67;4472099,18;01/12/2007;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;26;PMR;;1;
440604,5;4471989,68;15/09/2014;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;27;PMR;Línea;4;
440594,82;4471909,37;22/11/2001;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;35;PMR;;3;Reservado:[conductores vehículos minusválidos autorizados]
440579,92;4471862,06;01/12/2007;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;54;PMR;;1;
440690,73;4471718,57;28/03/2017;02  ARGANZUELA;02-03 CHOPERA;GENERAL MAROTO, PLAZA, DEL;7;PMR;Línea;1;
440584,03;4472353,77;01/04/2013;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;1;PMR;Línea;1;
440611,08;4472341,04;12/07/2011;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;6;PMR;;2;
440772,75;4472131,16;11/11/2003;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;7;PMR;;2;Reservado:[conductores vehículosminusválidos autorizados]
440753,07;4472118,11;27/03/2009;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;12;PMR;;1;
440755,79;4471975,64;04/03/2005;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;19;PMR;;1;
440741,99;4472012,2;01/01/1900;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;26;PMR;;1;
440735;4471782,72;16/10/2013;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;33;PMR;Línea;1;
440719,62;4471802,71;19/04/2011;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;48;PMR;;1;
440919,99;4471606,88;15/07/2002;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;1;PMR;;1;
440693,8;4472082,38;23/08/2000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;PMR;;1;
440915,15;4471753,09;30/12/2014;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACIS, PLAZA, DE;6;PMR;Línea;1;
440596,25;4472186,84;28/05/2009;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;14;PMR;;2;
440606,6;4472177,13;03/02/2016;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;15;PMR;Línea;2;
440516,51;4472190,22;19/08/2015;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;26;PMR;Línea;1;
441009,78;4471620,22;21/07/2003;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;S/N;PMR;;1;
441292,78;4471240,3;09/03/2007;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;2;PMR;;1;
441454,03;4471330,04;29/09/2008;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3;PMR;;1;
441682,56;4471421,42;20/04/2007;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;33;PMR;;1;
441331,96;4471257,32;08/06/2017;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;2 C;PMR;Batería;4;
442377,48;4471657,79;28/03/2006;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;2;PMR;;1;
441233,28;4471493,34;18/09/2008;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;Fte 9;PMR;;2;LABORABLES DE LUNESA VIERNES DE 8 A 20 H.
441625,84;4471257,31;11/09/2013;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;9;PMR;Batería;1;
441560,08;4471170,97;21/04/2017;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;29;PMR;Batería;1;
441574,67;4471277,49;15/02/2013;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;5;PMR;Batería;3;LABORABLES DE LUNES A VIERNES DE 9 A 21 H.
441491,56;4470695,58;15/06/2016;02  ARGANZUELA;02-04 LEGAZPI;EMBAJADORES, CALLE, DE;308;PMR;Línea;1;
441378,49;4471372,51;08/09/2009;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;27;PMR;;1;LAB. DE LUNES A JUEVESDE 8:15 A 17:30 H. Y VIERNESDE 8:15 A 14:30 H.AGOSTO DIAS LAB.DE 8:15 A 14:30 H.
441382,06;4471364,87;22/10/2009;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;27;PMR;;2;DE LUNES A JUEVESDE 8:30 A 17:30 H. VIERNESY MES DE AGOSTO DE 8:30 A 14:30 H.
441462,98;4471151,69;12/04/2007;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;Fte 33;PMR;;1;
441261,23;4470949,95;29/11/2011;02  ARGANZUELA;02-04 LEGAZPI;JULIAN RABANEDO, CALLE, DE;4;PMR;;1;
441152,02;4471313,57;07/11/2016;02  ARGANZUELA;02-04 LEGAZPI;MOLINO, PASEO, DEL;11;PMR;Línea;1;
441185,81;4471288,71;28/11/2008;02  ARGANZUELA;02-04 LEGAZPI;MOLINO, PASEO, DEL;15;PMR;;1;
442297,58;4471483,24;25/03/2008;02  ARGANZUELA;02-04 LEGAZPI;NEREIDA, CALLE, DE;14;PMR;;1;
441706,34;4470927,38;25/04/2017;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;14;PMR;Batería;1;
441704,94;4470617,76;27/06/1995;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;42;PMR;;1;
441611,92;4470844,55;19/04/2013;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;10;PMR;Batería;1;
441635,53;4470848,07;15/11/2012;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;13;PMR;Batería;1;
441676,63;4470860,06;01/03/2013;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;9;PMR;Línea;2;
441695,32;4470862,97;17/04/2017;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;9;PMR;Línea;1;
441295,68;4471351,03;06/07/2011;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;4;PMR;;1;
441461,66;4471422,59;16/11/2009;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;12;PMR;;1;
441204,68;4470993,58;26/02/2016;02  ARGANZUELA;02-04 LEGAZPI;RODRIGUEZ VILLAREJO, CALLE, DE;1;PMR;Línea;1;
441131,97;4471847,46;21/09/2007;02  ARGANZUELA;02-05 DELICIAS;ALEJANDRO FERRANT, CALLE, DE;5;PMR;Línea;2;
441154,36;4471745,38;14/11/2005;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;5;PMR;;1;
441321,42;4471765,85;20/08/2003;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;14;PMR;;1;
441201,64;4472019,26;29/11/2011;02  ARGANZUELA;02-05 DELICIAS;BATALLA DE BELCHITE, CALLE, DE LA;8;PMR;;1;
441194,43;4471906,39;27/03/2006;02  ARGANZUELA;02-05 DELICIAS;BATALLA DE BELCHITE, CALLE, DE LA;16;PMR;;1;
440906,75;4472251,55;20/03/2014;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;39;PMR;Línea;1;
440904,52;4472223,83;23/11/2009;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;41;PMR;;1;
440901,52;4472192,34;12/03/2012;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;47;PMR;;1;
441387,77;4471569,88;20/04/2007;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;15;PMR;;1;
440950,21;4472236,45;02/12/2010;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;12;PMR;;1;
440804,98;4472244,64;31/03/2011;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;33;PMR;;1;
440981,94;4472390,33;08/02/2011;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;20;PMR;;2;
440801,54;4472405,24;27/09/2002;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;34;PMR;;1;LABORABLES DE 8 A 20 H
441511,65;4471700,8;16/03/2007;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;5;PMR;;1;
441073,92;4472185;19/10/2010;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;82;PMR;Línea;3;
441046,42;4471899,46;20/03/2014;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;110;PMR;Línea;2;
441032,92;4471549,65;17/02/2014;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;131;PMR;Línea;2;
441101,93;4472268,69;08/02/2011;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;65D;PMR;;1;
440837,15;4472157,61;06/05/2015;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;123;PMR;;1;
440894,21;4472048,24;30/11/2011;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;137;PMR;;1;
440973,03;4471896,85;08/05/2013;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;159;PMR;Batería;2;
441151,52;4471527,94;25/09/2004;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;177;PMR;;2;
441130,61;4471521,4;21/07/2003;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;198;PMR;;2;
441979,71;4471655,21;04/01/2002;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;3;PMR;;2;
441886,88;4471889,29;30/07/2014;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;24;PMR;Batería;1;
441852,85;4471949,41;06/11/2012;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA NAOS, CALLE, DE LA;18;PMR;Línea;1;
441035;4472468,03;11/05/2006;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;5;PMR;;1;
440746,22;4472489,96;18/03/2016;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;41;PMR;Línea;1;
441281,18;4471596,99;24/07/2015;02  ARGANZUELA;02-05 DELICIAS;HIERRO, CALLE, DEL;13;PMR;Línea;2;
