VIA_TYPE;VIA_INFIXE;VIA_NAME;VIA_NAME_WITH_ACCENT;DISTRIT_CODE;NEIGHB_CODE
CALLE;DE LA;SIERRA DE PUERTO VIEJO;SIERRA DE PUERTO VIEJO;10;2
CALLE;DE LA;SIERRA DE QUEIJA;SIERRA DE QUEIJA;10;3
CALLE;DE LA;SIERRA DE SABIÑAR;SIERRA DE SABIÑAR;12;4
CALLE;DE LA;SIERRA DE SEGURA;SIERRA DE SEGURA;15;2
CALLE;DE LA;SIERRA DE TEJEDA;SIERRA DE TEJEDA;10;3
CALLE;DE LA;SIERRA DE TOLOÑO;SIERRA DE TOLOÑO;11;2
CALLE;DE LA;SIERRA DE TORNAVACAS;SIERRA DE TORNAVACAS;9;4
CALLE;DE LA;SIERRA DE TORTEJADA;SIERRA DE TORTEJADA;9;7
CALLE;DE LA;SIERRA DE VALDEMECA;SIERRA DE VALDEMECA;13;1
CALLE;DE LA;SIERRA DEL BREZO;SIERRA DEL BREZO;10;7
CALLE;DE LA;SIERRA DEL CASTILLO;SIERRA DEL CASTILLO;6;6
CALLE;DE LA;SIERRA DEL QUINTANAR;SIERRA DEL QUINTANAR;6;6
CALLE;DE LA;SIERRA DEL TORCAL;SIERRA DEL TORCAL;16;2
CALLE;DE LA;SIERRA DEL VALLE;SIERRA DEL VALLE;18;1
CALLE;DE LA;SIERRA ELVIRA;SIERRA ELVIRA;18;3
CALLE;DE LA;SIERRA ENGARCERAN;SIERRA ENGARCERÁN;4;1
CALLE;DE LA;SIERRA ESPUÑA;SIERRA ESPUÑA;4;6
CALLE;DE LA;SIERRA FALADORA;SIERRA FALADORA;5;1
CALLE;DE LA;SIERRA GADOR;SIERRA GÁDOR;5;4
PLAZA;DE LA;SIERRA GISTRAL;SIERRA GISTRAL;1;4
CALLE;DE LA;SIERRA GORDA;SIERRA GORDA;15;9
CALLE;DE LA;SIERRA LLERENA;SIERRA LLERENA;1;5
CALLE;DE LA;SIERRA MADERA;SIERRA MADERA;20;3
CALLE;DE LA;SIERRA MADRONA;SIERRA MADRONA;9;7
CALLE;DE LA;SIERRA MENERA;SIERRA MENERA;15;1
PLAZA;DE LA;SIERRA MINISTRA;SIERRA MINISTRA;15;2
CALLE;DE LA;SIERRA MOLINA;SIERRA MOLINA;16;3
CALLE;DE LA;SIERRA MONTILLA;SIERRA MONTILLA;8;8
CALLE;DE LA;SIERRA MORENA;SIERRA MORENA;10;4
CALLE;DE LA;SIERRA NEVADA;SIERRA NEVADA;12;1
GLORIETA;DE LA;SIERRA PARAMERA;SIERRA PARAMERA;11;7
CALLE;DE LA;SIERRA ROBLEDAL;SIERRA ROBLEDAL;11;7
CALLE;DE LA;SIERRA SALVADA;SIERRA SALVADA;10;2
CALLE;DE LA;SIERRA TOLEDANA;SIERRA TOLEDANA;1;3
CALLE;DE LA;SIERRA VIEJA;SIERRA VIEJA;1;6
CALLE;;SIETE;SIETE;20;6
CALLE;DEL;SIETE DE JULIO;SIETE DE JULIO;5;4
GLORIETA;DE LAS;SIETE HERMANAS;SIETE HERMANAS;9;7
CALLE;;SIETE MERCAMADRID;SIETE MERCAMADRID;9;7
CALLE;DE LOS;SIETE PICOS;SIETE PICOS;16;3
CAMINO;DE LAS;SIETE REJAS;SIETE REJAS;13;6
CALLE;DE;SIGERICO;SIGERICO;20;3
CALLE;DE;SIGÜENZA;SIGÜENZA;10;7
CALLE;DE;SIGUERO;SIGUERO;15;3
CALLE;DEL;SIL;SIL;15;4
CALLE;DE LA;SILFIDE;SÍLFIDE;20;1
GLORIETA;DEL;SILICE;SÍLICE;1;1
CALLE;DE LA;SILLERIA;SILLERÍA;7;6
CALLE;DE;SILVA;SILVA;18;1
CALLE;DE;SILVANO;SILVANO;18;1
CALLE;DE;SILVES;SILVES;18;1
CALLE;DE LA;SILVINA;SILVINA;13;2
CALLE;DE;SILVINA OCAMPO;SILVINA OCAMPO;13;2
CALLE;DE LA;SILVINITA;SILVINITA;13;3
CALLE;DE;SILVIO ABAD;SILVIO ABAD;6;5
CALLE;DE;SIMACOTA;SIMACOTA;13;2
CALLE;DE;SIMANCAS;SIMANCAS;13;3
CALLE;DEL;SIMCA;SIMCA;13;2
CALLE;DE;SIMON BOLIVAR;SIMÓN BOLÍVAR;13;1
PASEO;DE;SIMON DE ROJAS CLEMENTE;SIMÓN DE ROJAS CLEMENTE;13;2
CALLE;DE;SIMON VIÑALS;SIMÓN VIÑALS;13;2
CALLE;DE LA;SIMPATIA;SIMPATÍA;13;2
CALLE;DEL;SIMUN;SIMÚN;13;3
CALLE;DE;SINCELEJO;SINCELEJO;13;2
CALLE;DE;SINESIO DELGADO;SINESIO DELGADO;18;1
CALLE;DE LA;SINFONIA;SINFONÍA;8;6
CAMINO;DE;SINTRA;SINTRA;18;1
GLORIETA;DE;SINTRA;SINTRA;13;3
CALLE;DE;SIRACUSA;SIRACUSA;13;2
CALLE;DE;SIRIO;SIRIO;18;1
CALLE;DE;SIRO MUELA;SIRO MUELA;13;6
CALLE;DEL;SIROCO;SIROCO;13;1
CALLE;DE;SIRRACH;SIRRACH;13;2
CALLE;DE;SISEBUTO;SISEBUTO;13;6
PLAZA;DE;SISENANDO;SISENANDO;18;1
CAMINO;DEL;SISON;SISÓN;13;2
CALLE;DE LOS;SISONES;SISONES;18;1
CALLE;DEL;SITIO DE EL ESCORIAL;SITIO DE EL ESCORIAL;18;1
RONDA;DE;SOBRADIEL;SOBRADIEL;18;1
CALLE;DE;SOBRADO;SOBRADO;18;1
CALLE;DE LA;SOCIEDAD;SOCIEDAD;18;1
CALLE;DEL;SOCORRO;SOCORRO;13;6
CALLE;DE;SOCUELLAMOS;SOCUÉLLAMOS;18;1
CALLE;DEL;SODIO;SODIO;13;3
CALLE;DE;SODUPE;SODUPE;13;3
CALLE;DE;SOFIA;SOFÍA;13;2
CALLE;DE;SOFIA CASANOVA;SOFÍA CASANOVA;13;6
CALLE;DE LA;SOFORA;SÓFORA;18;1
PLAZA;DE;SOGAMOSO;SOGAMOSO;13;2
CALLE;DEL;SOL;SOL;18;1
CALLE;DEL;SOL NACIENTE;SOL NACIENTE;13;6
CALLE;DE LA;SOLANA DE LUCHE;SOLANA DE LUCHE;18;1
CALLE;DE LA;SOLANA DE OPAÑEL;SOLANA DE OPAÑEL;13;2
CALLE;DEL;SOLANO;SOLANO;13;3
CALLE;DEL;SOLARA;SOLARA;9;5
CALLE;DEL;SOLDADO;SOLDADO;18;1
CALLE;DEL;SOLDADO JOSE MARIA REY;SOLDADO JOSÉ MARÍA REY;18;3
CALLE;DE;SOLEDAD CAZORLA;SOLEDAD CAZORLA;9;5
CALLE;DE LAS;SOLEDADES;SOLEDADES;13;3
CALLE;DE;SOLER Y GONZALEZ;SOLER Y GONZÁLEZ;9;5
CALLE;DE LA;SOLERIA;SOLERÍA;18;1
PLAZA;DE LA;SOLIDARIDAD;SOLIDARIDAD;18;1
CALLE;DE;SOLSONA;SOLSONA;13;6
CALLE;DE LA;SOMBRA;SOMBRA;13;2
CALLE;DE LA;SOMBRERERIA;SOMBRERERÍA;13;5
CALLE;DEL;SOMBRERETE;SOMBRERETE;18;1
CALLE;DE;SOMERA;SOMERA;18;1
CALLE;DE;SOMONTES;SOMONTES;13;2
CARRETERA;DE;SOMONTES AL PALACIO DE LA REAL QUINTA;SOMONTES AL PALACIO DE LA REAL QUINTA;18;1
CALLE;DE;SOMONTIN;SOMONTÍN;13;2
CALLE;DEL;SOMORMUJO;SOMORMUJO;13;3
PLAZA;DEL;SOMORROSTRO;SOMORROSTRO;18;1
CARRETERA;DE;SOMOSAGUAS;SOMOSAGUAS;18;2
CALLE;DE;SOMOSIERRA;SOMOSIERRA;13;3
CALLE;DE;SON BONET;SON BONET;13;6
CALLE;DE LOS;SONDEOS;SONDEOS;18;1
CALLE;DE;SONDICA;SONDICA;18;1
CALLE;DE;SONSECA;SONSECA;13;5
CALLE;DE;SOPELANA;SOPELANA;18;1
CALLE;DE;SOPETRAN;SOPETRÁN;18;1
CALLE;DE;SOR ANGELA DE LA CRUZ;SOR ÁNGELA DE LA CRUZ;18;1
CALLE;DE;SOR JUANA INES DE LA CRUZ;SOR JUANA INÉS DE LA CRUZ;18;2
GLORIETA;DE;SOR JUSTA DOMINGUEZ DE VIDAURRETA;SOR JUSTA DOMÍNGUEZ DE VIDAURRETA;13;6
CALLE;DE;SOR MARIA DE AGREDA;SOR MARÍA DE ÁGREDA;13;2
CALLE;DEL;SORBE;SORBE;13;6
CALLE;DEL;SORGO;SORGO;13;3
CALLE;DE;SORIA;SORIA;13;3
CALLE;DE;SOROA;SOROA;13;2
CALLE;DE;SOROA;SOROA;18;1
CALLE;DE;SOROLLA;SOROLLA;18;1
CALLE;DE;SORT;SORT;13;2
CALLE;DE;SORZANO;SORZANO;13;3
CALLE;DEL;SOTAVENTO;SOTAVENTO;13;5
CALLE;DEL;SOTILLO;SOTILLO;13;6
CAMINO;DEL;SOTO;SOTO;18;1
CALLE;DE;SOTO DEL REAL;SOTO DEL REAL;18;3
CALLE;DE;SOTO HIDALGO;SOTO HIDALGO;1;6
AVENIDA;DE;SOTO PALACIOS;SOTO PALACIOS;18;1
CALLE;DE;SOTO YOLDI;SOTO YOLDI;5;3
CALLE;DE;SOTOMAYOR;SOTOMAYOR;11;3
CALLE;DEL;SOUS DE PLATA;SOUS DE PLATA;9;7
CALLE;DE;SOUTELO DE MONTES;SOUTELO DE MONTES;8;2
AVENIDA;DE;STUYCK;STUYCK;5;1
CALLE;DE;SUANCES;SUANCES;20;7
CALLE;DE;SUAREZ GARCIA;SUÁREZ GARCÍA;20;3
CALLE;DE;SUCRE;SUCRE;1;1
CALLE;DE;SUECIA;SUECIA;1;5
CALLE;DEL;SUELDO;SUELDO;16;2
CALLE;DE;SUERO DE QUIÑONES;SUERO DE QUIÑONES;16;3
CAMINO;DE LA;SUERTE;SUERTE;11;7
CALLE;DE LAS;SUERTES DE LA VILLA;SUERTES DE LA VILLA;12;3
PLAZA;DE LAS;SUFRAGISTAS;SUFRAGISTAS;18;3
CALLE;DE;SUINTILA;SUINTILA;17;3
PLAZA;DE LA;SUITE;SUITE;12;6
CALLE;DE;SUIZA;SUIZA;16;4
CALLE;DEL;SULFATO;SULFATO;6;4
RONDA;;SUR;SUR;12;1
AVENIDA;;SUR DEL AEROPUERTO DE BARAJAS;SUR DEL AEROPUERTO DE BARAJAS;8;6
PLAZA;DE;SURATA;SURATA;19;1
TRAVESIA;DEL;SUSPIRO DEL MORO;SUSPIRO DEL MORO;21;4
CALLE;DE;TABARA;TABARA;16;4
CALLE;DE;TABATINGA;TABATINGA;6;4
CALLE;DE LAS;TABERNILLAS;TABERNILLAS;6;5
CALLE;DE;TABLADA;TABLADA;8;4
CALLE;DE;TABURIENTE;TABURIENTE;8;5
CALLE;DE;TACONERA;TACONERA;9;4
CALLE;DE LA;TAHONA;TAHONA;10;6
CALLE;DE LA;TAHONA DE LAS DESCALZAS;TAHONA DE LAS DESCALZAS;16;6
CALLE;DE;TAIVILLA;TAIVILLA;21;4
CALLE;DEL;TAJO;TAJO;21;5
CALLE;DE;TAJOS ALTOS;TAJOS ALTOS;21;5
CALLE;DEL;TAJUÑA;TAJUÑA;20;5
CALLE;DEL;TAJUYA;TAJUYA;3;3
CALLE;DE;TALAMANCA DEL JARAMA;TALAMANCA DEL JARAMA;20;8
CALLE;DE;TALAVERA;TALAVERA;21;4
CALLE;DE;TALAYUELA;TALAYUELA;9;7
CALLE;DEL;TALBOT;TALBOT;10;2
CALLE;DEL;TALCO;TALCO;10;2
AVENIDA;DEL;TALGO;TALGO;8;1
CALLE;DE;TALIA;TALÍA;11;6
CALLE;DE;TALISIO;TALISIO;16;2
CAMINO;DE LOS;TALLERES;TALLERES;8;6
PASEO;DE LOS;TALLERES;TALLERES;11;2
CALLE;DE LOS;TALLISTAS;TALLISTAS;19;1
CALLE;DE;TAMAJON;TAMAJÓN;12;4
CALLE;DE;TAMALAMEQUE;TAMALAMEQUE;2;4
CALLE;DEL;TAMARICE;TAMARICE;9;6
CALLE;DEL;TAMARINDO;TAMARINDO;20;5
CALLE;DE;TAMAYO Y BAUS;TAMAYO Y BAUS;10;7
CALLE;DEL;TAMBRE;TAMBRE;6;3
CALLE;DE;TAMINACA;TAMINACA;4;3
CALLE;DE;TAMPICO;TAMPICO;15;4
CALLE;DE;TANGER;TÁNGER;10;2
CALLE;DE;TANTALIS;TANTALIS;11;2
CALLE;DEL;TANTALO;TÁNTALO;21;4
CALLE;DE;TAORO;TAORO;12;1
CALLE;DE;TAPIA DE CASARIEGO;TAPIA DE CASARIEGO;8;1
CARRETERA;DE LA;TAPIA DE LA CASA DE CAMPO;TAPIA DE LA CASA DE CAMPO;11;3
CALLE;DE LA;TAPICERIA;TAPICERÍA;10;7
CALLE;DE LA;TAQUIGRAFIA;TAQUIGRAFÍA;11;6
CALLE;DE;TARAZONA;TARAZONA;1;2
CALLE;DE;TARDAJOS;TARDAJOS;20;4
CALLE;DE;TARDOBISPO;TARDOBISPO;12;1
CALLE;DE;TARIFA;TARIFA;16;4
PLAZA;DE;TARIFA;TARIFA;11;5
CALLE;DE;TARRAGONA;TARRAGONA;1;2
CALLE;DE;TARRASA;TARRASA;1;2
CALLE;DE;TAURO;TAURO;9;6
PLAZA;DE;TAUSTE;TAUSTE;8;2
CALLE;DE;TAVIRA;TAVIRA;8;1
CALLE;DEL;TE;TÉ;16;5
CALLE;DEL;TEATRO;TEATRO;5;3
CALLE;DE;TEBA;TEBA;16;3
PLAZA;DE LA;TECNOLOGIA;TECNOLOGÍA;10;7
CALLE;DE;TEGUCIGALPA;TEGUCIGALPA;19;1
CALLE;DEL;TEJADILLO;TEJADILLO;10;7
CAMINO;DEL;TEJAR;TEJAR;11;4
CALLE;DEL;TEJAR DE LA PASTORA;TEJAR DE LA PASTORA;9;6
CALLE;DE LOS;TEJARES;TEJARES;16;4
CALLE;DE LOS;TEJEDORES;TEJEDORES;6;3
CALLE;DEL;TEJO;TEJO;8;8
CALLE;DE LOS;TELARES;TELARES;15;1
CARRETERA;DEL;TELEFERICO;TELEFÉRICO;11;1
CALLE;DEL;TELEFERICO DE LAS CANTERAS;TELEFÉRICO DE LAS CANTERAS;6;5
CAMINO;DEL;TELEFONO;TELÉFONO;2;2
CALLE;DE LA;TELEGRAFIA;TELEGRAFÍA;6;4
CALLE;DE;TELEMACO;TELÉMACO;9;3
CALLE;DE;TELLEZ;TÉLLEZ;15;6
TRAVESIA;DE;TELLEZ;TÉLLEZ;21;4
CALLE;DE;TEMBLEQUE;TEMBLEQUE;16;2
PLAZA;DE LOS;TEMPLARIOS;TEMPLARIOS;8;8
CALLE;DEL;TEMPLO;TEMPLO;8;6
CALLE;DE;TENERIFE;TENERIFE;21;1
CALLE;DEL;TENIENTE COMPAIRED;TENIENTE COMPAIRED;8;6
CALLE;DEL;TENIENTE CORONEL NOREÑA;TENIENTE CORONEL NOREÑA;6;5
PLAZA;DEL;TENIENTE DE ALCALDE PEREZ PILLADO;TENIENTE DE ALCALDE PÉREZ PILLADO;7;6
CALLE;DEL;TENIENTE MUÑOZ DIAZ;TENIENTE MUÑOZ DÍAZ;11;6
CALLE;DEL;TENIENTE OCHOA OLALLA;TENIENTE OCHOA OLALLA;18;1
CALLE;DE;TEOBALDO;TEOBALDO;5;5
CALLE;DE;TEODOREDO;TEODOREDO;20;7
CALLE;DE;TEODORO DE ANASAGASTI Y ALGAN;TEODORO DE ANASAGASTI Y ALGÁN;20;5
AVENIDA;;TERCERA;TERCERA;11;6
CALLE;;TERCERA;TERCERA;5;3
CALLE;DEL;TERCIO;TERCIO;18;1
CALLE;DE;TERESA CABARRUS;TERESA CABARRÚS;19;1
CALLE;DE;TERESA CLARAMUNT;TERESA CLARAMUNT;11;3
CALLE;DE;TERESA LOPEZ VALCARCEL;TERESA LÓPEZ VALCÁRCEL;10;2
CALLE;DE;TERESA MAROTO;TERESA MAROTO;20;5
CALLE;DE;TERESA OROZCO;TERESA OROZCO;17;1
CALLE;DE;TERESITA GONZALEZ QUEVEDO;TERESITA GONZÁLEZ QUEVEDO;13;1
CALLE;DE LA;TERNERA;TERNERA;21;2
CALLE;DE;TERRIENTE;TERRIENTE;13;2
CALLE;DE LA;TERTULIA;TERTULIA;20;4
CALLE;DE;TERUEL;TERUEL;20;8
CALLE;DE;TESEO;TESEO;1;1
CALLE;DEL;TESORO;TESORO;6;6
CALLE;DE;TETUAN;TETUÁN;15;2
CALLE;DE;TEUDIS;TEUDIS;12;3
CALLE;DE;THADER;THADER;5;5
CALLE;DEL;THALER;THALER;1;6
CALLE;DEL;TIBERIADES;TIBERÍADES;17;1
CALLE;DEL;TIBURON;TIBURÓN;5;1
CALLE;DE;TIEDRA;TIEDRA;13;2
PASAJE;DE;TIELMES;TIELMES;15;2
CALLE;DE;TIEMPOS MODERNOS;TIEMPOS MODERNOS;18;3
PASEO;DE;TIERRA DE MELIDE;TIERRA DE MELIDE;5;4
CALLE;DE LA;TIERRUCA;TIERRUCA;12;1
PASAJE;DE LA;TIERRUCA;TIERRUCA;17;1
CALLE;DEL;TIFON;TIFÓN;9;7
CALLE;DE;TIJOLA;TIJOLA;20;7
CALLE;DE;TIJUANA;TIJUANA;15;3
CALLE;DE LOS;TILOS;TILOS;18;1
PASEO;DE LOS;TILOS;TILOS;17;1
CALLE;DE;TIMANFAYA;TIMANFAYA;17;5
CALLE;DE LOS;TIMBALES;TIMBALES;20;4
CALLE;DEL;TIMON;TIMÓN;9;7
CALLE;DE;TIMOTEO DOMINGO;TIMOTEO DOMINGO;16;4
CALLE;DE;TIMOTEO MARTIN;TIMOTEO MARTÍN;10;7
CALLE;DE;TIMOTEO PEREZ RUBIO;TIMOTEO PÉREZ RUBIO;1;4
CALLE;DE LA;TINAJA;TINAJA;5;1
CALLE;DE;TINAJO;TINAJO;16;4
CALLE;DEL;TINAMUS;TINAMÚS;20;8
CALLE;DE;TINEO;TINEO;13;5
CALLE;DE LAS;TINTAS;TINTAS;16;2
CALLE;DE;TINTIN Y MILU;TINTÍN Y MILÚ;17;3
CALLE;DE LOS;TINTOREROS;TINTOREROS;15;2
CALLE;DE;TIRAJANA;TIRAJANA;9;5
CALLE;DE;TIRMA;TIRMA;8;8
CAMINO;DEL;TIRO;TIRO;20;3
PLAZA;DE;TIRSO DE MOLINA;TIRSO DE MOLINA;20;2
CALLE;DE;TIRVIA;TIRVIA;10;1
CALLE;DE;TISCAR;TISCAR;8;6
CALLE;DE;TITAN;TITÁN;20;4
CALLE;DE;TITANIA;TITANIA;11;5
CALLE;DEL;TITANIO;TITANIO;11;5
GLORIETA;DE LOS;TITERES;TÍTERES;2;6
CALLE;DE;TITULCIA;TITULCIA;12;6
PLAZA;DE LAS;TIZAS;TIZAS;21;2
CALLE;DE;TIZIANO;TIZIANO;10;1
CALLE;DE;TOBAGO;TOBAGO;11;7
CALLE;DE;TOLEDO;TOLEDO;9;7
PUENTE;DE;TOLEDO;TOLEDO;12;3
RONDA;DE;TOLEDO;TOLEDO;13;1
CALLE;DE LA;TOLERANCIA;TOLERANCIA;20;8
CALLE;DE;TOLIMA;TOLIMA;9;7
CALLE;DE;TOLOSA;TOLOSA;13;6
CALLE;DE;TOLU;TOLÚ;11;3
CALLE;DE;TOMAS APARICIO;TOMÁS APARICIO;20;3
CALLE;DE;TOMAS BORRAS;TOMÁS BORRÁS;2;7
CALLE;DE;TOMAS BRETON;TOMÁS BRETÓN;20;3
CALLE;DE;TOMAS ESTEBAN;TOMÁS ESTEBAN;9;1
CALLE;DE;TOMAS GARCIA;TOMÁS GARCÍA;19;1
CALLE;DE;TOMAS LEONOR;TOMÁS LEONOR;11;6
CALLE;DE;TOMAS LOPEZ;TOMÁS LÓPEZ;20;8
CALLE;DE;TOMAS MEABE;TOMÁS MEABE;3;1
CALLE;DE;TOMAS REDONDO;TOMÁS REDONDO;3;1
CALLE;DE;TOMAS SANZ;TOMÁS SANZ;10;4
CALLE;DE;TOMASA RUIZ;TOMASA RUIZ;16;5
CAMINO;DE LOS;TOMATEROS;TOMATEROS;14;1
CALLE;DE;TOMELLOSO;TOMELLOSO;6;1
CALLE;DEL;TOMILLAR;TOMILLAR;12;7
CALLE;DEL;TOMILLO;TOMILLO;2;4
CALLE;DEL;TOPACIO;TOPACIO;7;6
CALLE;DEL;TOPETE;TOPETE;13;3
CALLE;DE;TOQUES;TOQUES;11;3
CALLE;DEL;TORCAL;TORCAL;11;5
CALLE;DE;TORDEGRILLOS;TORDEGRILLOS;11;3
TRAVESIA;DE;TORDEGRILLOS;TORDEGRILLOS;19;1
CALLE;DE;TORDESILLAS;TORDESILLAS;20;6
CALLE;DEL;TORDO;TORDO;5;4
CALLE;DE;TORDOMAR;TORDOMAR;11;3
CALLE;DE;TORENO;TORENO;11;6
CALLE;DEL;TORERO;TORERO;8;7
AVENIDA;DE LOS;TOREROS;TOREROS;2;4
CALLE;DE;TORIJA;TORIJA;13;2
CALLE;DEL;TORMES;TORMES;9;7
CALLE;DEL;TORNADO;TORNADO;6;2
CALLE;DE LA;TORNILLERIA;TORNILLERÍA;6;3
CALLE;DEL;TORO;TORO;1;6
CALLE;DE LA;TORONGA;TORONGA;17;1
RONDA;DE LOS;TOROS;TOROS;17;4
CALLE;DE;TORPEDERO TUCUMAN;TORPEDERO TUCUMÁN;6;2
CALLE;DE;TORQUEMADA;TORQUEMADA;20;8
CALLE;DE LA;TORRE;TORRE;1;5
CAMINO;DE LA;TORRE;TORRE;1;6
CALLE;DE;TORRE ARIAS;TORRE ARIAS;11;3
CALLE;DE;TORRE DE DON MIGUEL;TORRE DE DON MIGUEL;11;5
CALLE;DE;TORRE DE JUAN ABAD;TORRE DE JUAN ABAD;11;6
PLAZA;DE LA;TORRE DEL ORO;TORRE DEL ORO;16;3
CALLE;DE;TORREADRADA;TORREADRADA;12;1
CALLE;DE;TORREBELEÑA;TORREBELEÑA;18;1
CAMINO;DE LA;TORRECILLA;TORRECILLA;14;3
PASEO;DE LA;TORRECILLA;TORRECILLA;13;3
CALLE;DE LA;TORRECILLA DEL LEAL;TORRECILLA DEL LEAL;8;6
CALLE;DE LA;TORRECILLA DEL PUERTO;TORRECILLA DEL PUERTO;13;5
CALLE;DE;TORREDONJIMENO;TORREDONJIMENO;13;5
CALLE;DE;TORREGALINDO;TORREGALINDO;21;4
CALLE;DE;TORREGROSA;TORREGROSA;16;5
CALLE;DE;TORREJON DE LA CALZADA;TORREJÓN DE LA CALZADA;5;4
CALLE;DE;TORRELAGUNA;TORRELAGUNA;14;2
CARRETERA;DE;TORRELAPARADA;TORRELAPARADA;10;6
CARRETERA;DE;TORRELAPARADA;TORRELAPARADA;21;4
CALLE;DE;TORRELARA;TORRELARA;15;2
PLAZA;DE;TORRELODONES;TORRELODONES;18;1
CARRETERA;DE;TORRELODONES A EL PARDO POR NAVACHESCAS;TORRELODONES A EL PARDO POR NAVACHESCAS;13;1
CALLE;DE;TORREMOLINOS;TORREMOLINOS;9;7
CALLE;DE;TORREPEROGIL;TORREPEROGIL;15;2
CALLE;DE;TORRES;TORRES;11;2
CALLE;DE;TORRES MIRANDA;TORRES MIRANDA;18;3
CALLE;DE;TORRESANDINO;TORRESANDINO;11;4
CALLE;DE;TORREVIEJA;TORREVIEJA;21;1
CALLE;DE;TORRIJOS;TORRIJOS;1;1
CALLE;DE;TORROX;TORROX;1;6
CALLE;DE LA;TORTA;TORTA;15;2
CALLE;DE;TORTAJADA;TORTAJADA;15;2
CALLE;DE LA;TORTOLA;TÓRTOLA;1;2
CALLE;DE;TORTOSA;TORTOSA;9;3
PASAJE;DE;TORTOSA;TORTOSA;13;1
CALLE;DE;TOSCANA;TOSCANA;2;4
CALLE;DE;TOSSA;TOSSA;15;7
CALLE;DE;TOTANA;TOTANA;16;3
CALLE;DE;TOTANES;TOTANES;19;1
CALLE;DE LA;TOTUMA;TOTUMA;3;6
CALLE;DE;TRACIA;TRACIA;6;2
CALLE;DE;TRAFALGAR;TRAFALGAR;20;8
AVENIDA;DE;TRAJANO;TRAJANO;1;1
CALLE;DE LA;TRAMONTANA;TRAMONTANA;1;2
CALLE;DE;TRANSMONTE;TRANSMONTE;1;6
CALLE;;TRANSVERSAL;TRANSVERSAL;2;1
CALLE;;TRANSVERSAL CUARTA;TRANSVERSAL CUARTA;2;2
CALLE;;TRANSVERSAL PRIMERA;TRANSVERSAL PRIMERA;1;2
CALLE;;TRANSVERSAL QUINTA;TRANSVERSAL QUINTA;2;2
CALLE;;TRANSVERSAL SEGUNDA;TRANSVERSAL SEGUNDA;19;1
CALLE;;TRANSVERSAL SEXTA;TRANSVERSAL SEXTA;16;4
CALLE;;TRANSVERSAL TERCERA;TRANSVERSAL TERCERA;12;1
CALLE;DEL;TRANVIA;TRANVÍA;16;4
CALLE;DEL;TRANVIA BLANCO;TRANVÍA BLANCO;16;4
CALLE;DEL;TRANVIA DE ARGANDA;TRANVÍA DE ARGANDA;2;3
CALLE;DE LA;TRAVIESA;TRAVIESA;2;5
CALLE;DEL;TREBOL;TRÉBOL;13;2
CALLE;;TRECE MERCAMADRID;TRECE MERCAMADRID;13;2
AVENIDA;DE LAS;TRECE ROSAS;TRECE ROSAS;12;4
CALLE;DE;TREFACIO;TREFACIO;4;2
CALLE;DE LA;TREFILERIA;TREFILERÍA;11;1
CALLE;DEL;TREMIS;TREMIS;11;2
CALLE;DE;TREMP;TREMP;16;6
RONDA;DEL;TREN;TREN;9;1
CALLE;DEL;TREN DE ARGANDA;TREN DE ARGANDA;11;1
CALLE;DEL;TRENTIN;TRENTÍN;18;1
CALLE;;TRES;TRES;12;4
CALLE;DE LOS;TRES CANTOS;TRES CANTOS;21;1
CALLE;DE LAS;TRES CRUCES;TRES CRUCES;9;7
PLAZA;DE LAS;TRES ESQUINAS;TRES ESQUINAS;17;4
CALLE;;TRES MERCAMADRID;TRES MERCAMADRID;6;1
PLAZA;DE LOS;TRES OLIVOS;TRES OLIVOS;8;6
CALLE;DE LOS;TRES PECES;TRES PECES;12;3
CALLE;DE LA;TRESETA;TRESETA;17;1
CALLE;DE;TRESPADERNE;TRESPADERNE;17;1
CALLE;DE;TREVELEZ;TREVÉLEZ;11;6
CALLE;DE;TREVIANA;TREVIANA;11;3
CALLE;DE;TREVIÑO;TREVIÑO;16;3
CALLE;DE;TRIACASTELA;TRIACASTELA;16;6
CALLE;DE;TRIANA;TRIANA;12;5
TRAVESIA;DE;TRIANA;TRIANA;4;4
CALLE;DE;TRIBALDOS;TRIBALDOS;1;1
CALLE;DEL;TRIBULETE;TRIBULETE;5;1
TRAVESIA;DE;TRIFON PEDRERO;TRIFÓN PEDRERO;21;4
CALLE;DE;TRILLO;TRILLO;20;3
COSTANILLA;DE LAS;TRINITARIAS;TRINITARIAS;1;1
CALLE;DEL;TRINQUETE;TRINQUETE;16;2
CALLE;DE;TRIQUET;TRIQUET;9;1
CALLE;DE;TRISTANA;TRISTANA;5;5
CALLE;DEL;TRITON;TRITÓN;16;3
CALLE;DEL;TRIUNFO;TRIUNFO;9;1
CALLE;DEL;TROLE;TROLE;20;7
CALLE;DE LOS;TROMBONES;TROMBONES;18;1
CALLE;DE LAS;TROMPAS;TROMPAS;18;1
CALLE;DE LAS;TROMPETAS;TROMPETAS;9;5
CALLE;DE;TRONES;TRONES;8;2
CALLE;DEL;TROPICO;TRÓPICO;18;1
CALLE;DE;TROYA;TROYA;9;1
AVENIDA;DE;TRUEBA;TRUEBA;1;2
CALLE;DE;TRUEBA;TRUEBA;15;6
CALLE;DE;TRUEBA Y FERNANDEZ;TRUEBA Y FERNÁNDEZ;5;5
CALLE;DE;TRUJILLOS;TRUJILLOS;16;4
